,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
01071,810,475.0,568.0,,,,408.0,,368.3,173.3,,433.9,,114.2,256.1,350.0,-335.0,-242.0,,,,-402.0,,-441.7,-636.7,,-376.1,,-695.8,-553.9,-460.0,True,,,,False,,False,False,,False,,False,False,False
01073,5254,4540.0,3229.0,,,,2943.0,,3510.4,2390.3,,3859.3,,2518.3,2799.7,3275.0,-714.0,-2025.0,,,,-2311.0,,-1743.6,-2863.7,,-1394.7,,-2735.7,-2454.3,-1979.0,False,,,,False,,False,False,,False,,False,False,False
01075,157,150.0,44.0,,,,79.0,,119.0,36.7,,48.5,,23.5,108.9,69.0,-7.0,-113.0,,,,-78.0,,-38.0,-120.3,,-108.5,,-133.5,-48.1,-88.0,False,,,,False,,False,False,,False,,False,False,False
01077,1124,470.0,1006.0,,,,675.0,,357.0,205.8,,264.8,,257.1,383.7,396.0,-654.0,-118.0,,,,-449.0,,-767.0,-918.2,,-859.2,,-866.9,-740.3,-728.0,True,,,,True,,False,False,,False,,False,False,False
01079,345,160.0,157.0,,,,202.0,,138.4,75.3,,59.8,,26.6,112.8,58.0,-185.0,-188.0,,,,-143.0,,-206.6,-269.7,,-285.2,,-318.4,-232.2,-287.0,False,,,,True,,False,False,,False,,False,False,False
01081,806,1100.0,3565.0,,,,633.0,,740.3,777.3,,802.4,,628.7,624.6,144.0,294.0,2759.0,,,,-173.0,,-65.7,-28.7,,-3.6,,-177.3,-181.4,-662.0,False,,,,True,,True,True,,True,,True,True,False
01083,1050,640.0,605.0,,,,586.0,,492.2,224.1,,570.4,,95.0,289.6,402.0,-410.0,-445.0,,,,-464.0,,-557.8,-825.9,,-479.6,,-955.0,-760.4,-648.0,False,,,,False,,False,False,,False,,False,False,False
01085,83,45.0,0.0,,,,23.0,,25.5,13.2,,2.0,,5.1,44.3,0.0,-38.0,-83.0,,,,-60.0,,-57.5,-69.8,,-81.0,,-77.9,-38.7,-83.0,False,,,,False,,False,False,,False,,False,False,False
01087,120,55.0,30.0,,,,31.0,,36.2,30.7,,5.5,,1.9,51.1,8.0,-65.0,-90.0,,,,-89.0,,-83.8,-89.3,,-114.5,,-118.1,-68.9,-112.0,False,,,,False,,False,False,,False,,False,False,False
01089,2269,1505.0,1185.0,,,,1525.0,,1146.6,1348.4,,1324.3,,1087.6,684.0,621.0,-764.0,-1084.0,,,,-744.0,,-1122.4,-920.6,,-944.7,,-1181.4,-1585.0,-1648.0,False,,,,True,,False,False,,False,,False,False,False
01091,362,105.0,6.0,,,,118.0,,64.8,40.4,,30.2,,28.8,64.0,65.0,-257.0,-356.0,,,,-244.0,,-297.2,-321.6,,-331.8,,-333.2,-298.0,-297.0,False,,,,True,,False,False,,False,,False,False,False
01093,230,140.0,118.0,,,,162.0,,105.7,106.5,,70.2,,97.8,80.7,31.0,-90.0,-112.0,,,,-68.0,,-124.3,-123.5,,-159.8,,-132.2,-149.3,-199.0,False,,,,True,,False,False,,False,,False,False,False
01095,842,410.0,777.0,,,,616.0,,263.4,316.6,,192.2,,72.7,252.5,134.0,-432.0,-65.0,,,,-226.0,,-578.6,-525.4,,-649.8,,-769.3,-589.5,-708.0,True,,,,True,,False,False,,False,,False,False,False
01097,4083,1595.0,1834.0,,,,2080.0,,1122.9,924.4,,1185.7,,989.4,1409.3,1185.0,-2488.0,-2249.0,,,,-2003.0,,-2960.1,-3158.6,,-2897.3,,-3093.6,-2673.7,-2898.0,True,,,,True,,False,False,,False,,False,False,False
01099,96,30.0,0.0,,,,80.0,,33.3,26.5,,4.9,,17.7,20.8,6.0,-66.0,-96.0,,,,-16.0,,-62.7,-69.5,,-91.1,,-78.3,-75.2,-90.0,False,,,,True,,True,False,,False,,False,False,False
01101,2144,770.0,558.0,,,,817.0,,529.0,476.6,,392.9,,285.4,695.4,313.0,-1374.0,-1586.0,,,,-1327.0,,-1615.0,-1667.4,,-1751.1,,-1858.5,-1448.6,-1831.0,False,,,,True,,False,False,,False,,False,False,False
01103,1405,640.0,787.0,,,,699.0,,432.1,207.8,,441.9,,828.7,440.8,456.0,-765.0,-618.0,,,,-706.0,,-972.9,-1197.2,,-963.1,,-576.3,-964.2,-949.0,True,,,,True,,False,False,,False,,True,False,False
01105,76,10.0,0.0,,,,20.0,,9.7,10.2,,1.8,,6.3,11.1,1.0,-66.0,-76.0,,,,-56.0,,-66.3,-65.8,,-74.2,,-69.7,-64.9,-75.0,False,,,,True,,False,True,,False,,False,True,False
01107,315,85.0,71.0,,,,104.0,,72.6,60.6,,37.5,,66.5,70.1,34.0,-230.0,-244.0,,,,-211.0,,-242.4,-254.4,,-277.5,,-248.5,-244.9,-281.0,False,,,,True,,False,False,,False,,False,False,False
01109,201,180.0,222.0,,,,171.0,,127.5,94.3,,31.5,,149.0,110.5,34.0,-21.0,21.0,,,,-30.0,,-73.5,-106.7,,-169.5,,-52.0,-90.5,-167.0,False,,,,False,,False,False,,False,,False,False,False
01111,188,220.0,157.0,,,,102.0,,164.1,122.7,,106.6,,284.6,130.3,89.0,32.0,-31.0,,,,-86.0,,-23.9,-65.3,,-81.4,,96.6,-57.7,-99.0,True,,,,False,,True,False,,False,,False,False,False
01113,222,270.0,184.0,,,,207.0,,218.3,111.8,,136.3,,82.4,173.6,114.0,48.0,-38.0,,,,-15.0,,-3.7,-110.2,,-85.7,,-139.6,-48.4,-108.0,True,,,,True,,True,False,,False,,False,False,False
01115,1025,625.0,575.0,,,,315.0,,464.9,332.6,,447.6,,342.4,447.6,209.0,-400.0,-450.0,,,,-710.0,,-560.1,-692.4,,-577.4,,-682.6,-577.4,-816.0,False,,,,False,,False,False,,False,,False,False,False
01117,1889,1715.0,1184.0,,,,654.0,,1441.7,1273.0,,1597.8,,1619.4,845.0,675.0,-174.0,-705.0,,,,-1235.0,,-447.3,-616.0,,-291.2,,-269.6,-1044.0,-1214.0,False,,,,False,,False,False,,False,,False,False,False
01119,66,0.0,0.0,,,,50.0,,2.6,19.2,,1.3,,4.9,17.8,1.0,-66.0,-66.0,,,,-16.0,,-63.4,-46.8,,-64.7,,-61.1,-48.2,-65.0,False,,,,True,,True,True,,True,,True,True,True
01121,700,405.0,304.0,,,,362.0,,193.4,298.1,,214.3,,43.5,236.6,74.0,-295.0,-396.0,,,,-338.0,,-506.6,-401.9,,-485.7,,-656.5,-463.4,-626.0,False,,,,False,,False,False,,False,,False,False,False
01123,291,150.0,87.0,,,,140.0,,101.9,118.8,,73.0,,99.1,96.4,33.0,-141.0,-204.0,,,,-151.0,,-189.1,-172.2,,-218.0,,-191.9,-194.6,-258.0,False,,,,False,,False,False,,False,,False,False,False
01125,2097,2550.0,1215.0,,,,1398.0,,2316.6,890.5,,1223.3,,1049.9,2610.7,1253.0,453.0,-882.0,,,,-699.0,,219.6,-1206.5,,-873.7,,-1047.1,513.7,-844.0,False,,,,False,,True,False,,False,,False,False,False
01127,727,495.0,726.0,,,,382.0,,425.0,138.5,,157.6,,116.3,277.7,235.0,-232.0,-1.0,,,,-345.0,,-302.0,-588.5,,-569.4,,-610.7,-449.3,-492.0,True,,,,False,,False,False,,False,,False,False,False
01129,232,115.0,0.0,,,,94.0,,36.6,37.0,,18.7,,22.2,63.2,108.0,-117.0,-232.0,,,,-138.0,,-195.4,-195.0,,-213.3,,-209.8,-168.8,-124.0,False,,,,False,,False,False,,False,,False,False,False
01131,56,30.0,0.0,,,,22.0,,16.5,11.9,,2.7,,1.3,23.1,3.0,-26.0,-56.0,,,,-34.0,,-39.5,-44.1,,-53.3,,-54.7,-32.9,-53.0,False,,,,False,,False,False,,False,,False,False,False
01133,282,95.0,170.0,,,,141.0,,82.4,66.5,,25.4,,13.5,61.9,31.0,-187.0,-112.0,,,,-141.0,,-199.6,-215.5,,-256.6,,-268.4,-220.1,-251.0,True,,,,True,,False,False,,False,,False,False,False
02013,5,15.0,0.0,,,,,,3.8,9.4,,,,0.4,,98.0,10.0,-5.0,,,,,,-1.2,4.4,,,,-4.6,,93.0,True,,,,,,True,True,,,,True,,False
02016,7,0.0,0.0,,,,,,0.1,3.8,,,,0.7,,0.0,-7.0,-7.0,,,,,,-6.9,-3.2,,,,-6.3,,-7.0,False,,,,,,True,True,,,,True,,False
02020,5038,2435.0,3457.0,,,,,,2190.3,1521.1,,1775.2,,1959.5,1106.9,1302.0,-2603.0,-1581.0,,,,,,-2847.7,-3516.9,,-3262.8,,-3078.5,-3931.1,-3736.0,True,,,,,,False,False,,False,,False,False,False
02050,520,55.0,0.0,,,,,,74.0,43.8,,5.5,,34.1,68.6,36.0,-465.0,-520.0,,,,,,-446.0,-476.2,,-514.5,,-485.9,-451.4,-484.0,False,,,,,,True,False,,False,,False,True,False
02060,0,0.0,0.0,,,,,,0.0,0.0,,0.3,,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,,0.3,,0.0,,0.0,True,,,,,,False,True,,False,,True,,True
02068,19,20.0,0.0,,,,,,639.2,11.1,,,,2.3,,46.0,1.0,-19.0,,,,,,620.2,-7.9,,,,-16.7,,27.0,False,,,,,,False,False,,,,False,,False
02070,36,5.0,0.0,,,,,,4.2,7.7,,0.3,,2.2,,2.0,-31.0,-36.0,,,,,,-31.8,-28.3,,-35.7,,-33.8,,-34.0,False,,,,,,False,True,,False,,False,,False
02090,1203,795.0,1148.0,,,,,,774.3,388.5,,1014.6,,912.7,440.7,580.0,-408.0,-55.0,,,,,,-428.7,-814.5,,-188.4,,-290.3,-762.3,-623.0,True,,,,,,False,False,,True,,True,False,False
02100,6,0.0,0.0,,,,,,0.1,0.9,,,,0.0,,0.0,-6.0,-6.0,,,,,,-5.9,-5.1,,,,-6.0,,-6.0,False,,,,,,True,True,,,,False,,False
02105,0,0.0,0.0,,,,,,0.3,3.2,,,,0.0,,,0.0,0.0,,,,,,0.3,3.2,,,,0.0,,,True,,,,,,False,False,,,,True,,
02110,264,60.0,57.0,,,,,,59.0,93.0,,9.8,,19.9,53.6,31.0,-204.0,-207.0,,,,,,-205.0,-171.0,,-254.2,,-244.1,-210.4,-233.0,False,,,,,,False,True,,False,,False,False,False
02122,657,80.0,35.0,,,,,,83.8,79.5,,15.5,,63.7,59.8,144.0,-577.0,-622.0,,,,,,-573.2,-577.5,,-641.5,,-593.3,-597.2,-513.0,False,,,,,,True,False,,False,,False,False,True
02130,49,5.0,0.0,,,,,,4.3,8.8,,1.9,,1.5,6.9,18.0,-44.0,-49.0,,,,,,-44.7,-40.1,,-47.1,,-47.5,-42.1,-31.0,False,,,,,,False,True,,False,,False,True,True
02150,64,30.0,,,,,,,37.1,16.5,,1.8,,47.5,,116.0,-34.0,,,,,,,-26.9,-47.5,,-62.2,,-16.5,,52.0,,,,,,,True,False,,False,,True,,False
02158,304,10.0,0.0,,,,,,9.6,,,,,0.7,,12.0,-294.0,-304.0,,,,,,-294.4,,,,,-303.3,,-292.0,False,,,,,,False,,,,,False,,True
02164,21,0.0,0.0,,,,,,0.6,2.7,,,,0.0,,,-21.0,-21.0,,,,,,-20.4,-18.3,,,,-21.0,,,False,,,,,,True,True,,,,False,,
02170,1223,295.0,0.0,,,,,,216.4,262.1,,158.5,,529.3,180.0,501.0,-928.0,-1223.0,,,,,,-1006.6,-960.9,,-1064.5,,-693.7,-1043.0,-722.0,False,,,,,,False,False,,False,,True,False,True
02180,66,80.0,0.0,,,,,,135.7,19.4,,3.4,,12.1,,79.0,14.0,-66.0,,,,,,69.7,-46.6,,-62.6,,-53.9,,13.0,False,,,,,,False,False,,False,,False,,True
02185,156,130.0,0.0,,,,,,230.4,41.7,,19.6,,10.9,,66.0,-26.0,-156.0,,,,,,74.4,-114.3,,-136.4,,-145.1,,-90.0,False,,,,,,False,False,,False,,False,,False
02188,141,125.0,4.0,,,,,,175.3,21.5,,28.9,,48.0,,30.0,-16.0,-137.0,,,,,,34.3,-119.5,,-112.1,,-93.0,,-111.0,False,,,,,,False,False,,False,,False,,False
02195,8,5.0,0.0,,,,,,5.5,0.6,,0.1,,6.5,,40.0,-3.0,-8.0,,,,,,-2.5,-7.4,,-7.9,,-1.5,,32.0,False,,,,,,True,False,,False,,True,,False
02198,6,0.0,0.0,,,,,,5.1,9.3,,1.4,,27.5,,0.0,-6.0,-6.0,,,,,,-0.9,3.3,,-4.6,,21.5,,-6.0,False,,,,,,True,True,,True,,False,,False
02220,27,45.0,,,,,,,39.3,12.1,,2.2,,4.4,32.7,75.0,18.0,,,,,,,12.3,-14.9,,-24.8,,-22.6,5.7,48.0,,,,,,,True,True,,False,,False,True,False
02230,8,0.0,0.0,,,,,,0.0,0.0,,,,0.0,,,-8.0,-8.0,,,,,,-8.0,-8.0,,,,-8.0,,,False,,,,,,False,False,,,,False,,
02240,58,15.0,0.0,,,,,,18.1,3.9,,4.9,,66.9,,18.0,-43.0,-58.0,,,,,,-39.9,-54.1,,-53.1,,8.9,,-40.0,False,,,,,,True,False,,False,,True,,True
02261,63,20.0,0.0,,,,,,20.0,3.4,,3.5,,0.0,,81.0,-43.0,-63.0,,,,,,-43.0,-59.6,,-59.5,,-63.0,,18.0,False,,,,,,True,False,,False,,False,,True
02275,0,0.0,0.0,,,,,,0.1,1.4,,,,0.9,,0.0,0.0,0.0,,,,,,0.1,1.4,,,,0.9,,0.0,True,,,,,,False,False,,,,False,,True
02282,8,0.0,0.0,,,,,,0.1,0.0,,,,0.0,,1.0,-8.0,-8.0,,,,,,-7.9,-8.0,,,,-8.0,,-7.0,False,,,,,,True,False,,,,False,,True
02290,41,15.0,0.0,,,,,,16.8,2.8,,6.0,,26.2,,16.0,-26.0,-41.0,,,,,,-24.2,-38.2,,-35.0,,-14.8,,-25.0,False,,,,,,True,False,,False,,True,,True
04001,555,270.0,207.0,,,,433.0,,243.8,100.0,,77.3,,22.8,156.6,179.0,-285.0,-348.0,,,,-122.0,,-311.2,-455.0,,-477.7,,-532.2,-398.4,-376.0,False,,,,True,,False,False,,False,,False,False,False
04003,464,85.0,30.0,,,,252.0,,97.4,177.9,,11.4,,34.9,66.3,101.0,-379.0,-434.0,,,,-212.0,,-366.6,-286.1,,-452.6,,-429.1,-397.7,-363.0,False,,,,True,,True,True,,False,,False,False,True
04005,1510,1115.0,2475.0,,,,526.0,,1057.5,317.3,,595.3,,154.0,389.4,863.0,-395.0,965.0,,,,-984.0,,-452.5,-1192.7,,-914.7,,-1356.0,-1120.6,-647.0,False,,,,False,,False,False,,False,,False,False,False
04007,698,700.0,353.0,,,,88.0,,666.1,127.0,,577.5,,316.6,371.7,2214.0,2.0,-345.0,,,,-610.0,,-31.9,-571.0,,-120.5,,-381.4,-326.3,1516.0,False,,,,False,,False,False,,False,,False,False,False
04009,531,295.0,71.0,,,,65.0,,257.2,47.7,,125.9,,124.9,186.2,355.0,-236.0,-460.0,,,,-466.0,,-273.8,-483.3,,-405.1,,-406.1,-344.8,-176.0,False,,,,False,,False,False,,False,,False,False,True
04011,55,0.0,0.0,,,,33.0,,1.9,9.4,,1.0,,2.6,0.6,0.0,-55.0,-55.0,,,,-22.0,,-53.1,-45.6,,-54.0,,-52.4,-54.4,-55.0,False,,,,True,,True,True,,True,,True,True,False
04012,91,20.0,1.0,,,,28.0,,80.8,30.0,,1.2,,2.0,12.7,18.0,-71.0,-90.0,,,,-63.0,,-10.2,-61.0,,-89.8,,-89.0,-78.3,-73.0,False,,,,True,,True,True,,False,,False,False,False
04013,22734,10025.0,13102.0,,,,5707.0,,6807.0,5116.4,,6996.9,,4323.4,8099.8,7581.0,-12709.0,-9632.0,,,,-17027.0,,-15927.0,-17617.6,,-15737.1,,-18410.7,-14634.2,-15153.0,True,,,,False,,False,False,,False,,False,False,False
04015,677,350.0,331.0,,,,434.0,,344.6,317.3,,106.4,,44.9,186.6,286.0,-327.0,-346.0,,,,-243.0,,-332.4,-359.7,,-570.6,,-632.1,-490.4,-391.0,False,,,,True,,False,False,,False,,False,False,False
04017,1011,165.0,68.0,,,,657.0,,123.5,86.7,,39.3,,28.6,102.2,124.0,-846.0,-943.0,,,,-354.0,,-887.5,-924.3,,-971.7,,-982.4,-908.8,-887.0,False,,,,True,,False,False,,False,,False,False,False
04019,4211,2630.0,414.0,,,,1197.0,,2126.6,1943.6,,1476.8,,503.4,1582.5,880.0,-1581.0,-3797.0,,,,-3014.0,,-2084.4,-2267.4,,-2734.2,,-3707.6,-2628.5,-3331.0,False,,,,False,,False,False,,False,,False,False,False
04021,2051,895.0,1581.0,,,,481.0,,725.5,635.5,,535.5,,296.3,568.1,815.0,-1156.0,-470.0,,,,-1570.0,,-1325.5,-1415.5,,-1515.5,,-1754.7,-1482.9,-1236.0,True,,,,False,,False,False,,False,,False,False,False
04023,233,240.0,5.0,,,,118.0,,177.5,49.5,,39.4,,379.4,198.1,0.0,7.0,-228.0,,,,-115.0,,-55.5,-183.5,,-193.6,,146.4,-34.9,-233.0,False,,,,False,,False,False,,False,,False,False,False
