,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
01035,73,72.0,40.0,,,,,105.0,,79.5,28.5,4.7,0.0,15.3,31.7,,,-1.0,-33.0,,,,,32.0,,6.5,-44.5,-68.3,-73.0,-57.8,-41.3,,,False,,,,,False,,False,False,False,False,False,False,,
01037,60,60.0,141.0,,,,,112.0,,47.3,29.3,5.7,4.3,10.5,30.5,,,0.0,81.0,,,,,52.0,,-12.7,-30.7,-54.3,-55.7,-49.5,-29.5,,,False,,,,,False,,False,False,False,False,False,False,,
01039,551,594.0,453.0,,,,,571.0,,608.8,174.3,152.1,0.5,62.6,173.4,,,43.0,-98.0,,,,,20.0,,57.8,-376.7,-398.9,-550.5,-488.4,-377.6,,,False,,,,,True,,False,False,False,False,False,False,,
01041,103,90.0,2.0,,,,,196.0,,97.5,54.8,24.0,0.0,82.1,161.2,,,-13.0,-101.0,,,,,93.0,,-5.5,-48.2,-79.0,-103.0,-20.9,58.2,,,False,,,,,False,,True,False,False,False,False,False,,
01043,1312,414.0,330.0,,,,,1623.0,,308.6,241.1,47.2,180.5,137.9,210.5,,,-898.0,-982.0,,,,,311.0,,-1003.4,-1070.9,-1264.8,-1131.5,-1174.1,-1101.5,,,False,,,,,True,,False,False,False,False,False,False,,
01045,663,354.0,306.0,,,,,559.0,,212.8,212.9,147.4,0.9,163.7,185.8,,,-309.0,-357.0,,,,,-104.0,,-450.2,-450.1,-515.6,-662.1,-499.3,-477.2,,,False,,,,,True,,False,False,False,False,False,False,,
01047,208,324.0,347.0,,,,,491.0,,232.0,78.5,32.0,1.5,37.5,154.0,,,116.0,139.0,,,,,283.0,,24.0,-129.5,-176.0,-206.5,-170.5,-54.0,,,False,,,,,False,,True,False,False,False,False,True,,
01049,1466,420.0,1241.0,,,,,1289.0,,317.1,252.2,201.0,16.0,97.4,252.5,,,-1046.0,-225.0,,,,,-177.0,,-1148.9,-1213.8,-1265.0,-1450.0,-1368.6,-1213.5,,,True,,,,,True,,False,False,False,False,False,False,,
01051,794,888.0,363.0,,,,,893.0,,752.9,251.4,307.9,18.2,422.5,567.0,,,94.0,-431.0,,,,,99.0,,-41.1,-542.6,-486.1,-775.8,-371.5,-227.0,,,False,,,,,False,,True,False,False,False,False,False,,
01053,229,306.0,27.0,,,,,574.0,,283.6,119.0,45.6,0.6,27.7,126.5,,,77.0,-202.0,,,,,345.0,,54.6,-110.0,-183.4,-228.4,-201.3,-102.5,,,False,,,,,False,,True,False,False,False,False,False,,
01055,1415,936.0,574.0,,,,,1473.0,,573.6,537.8,574.3,23.8,403.3,387.8,,,-479.0,-841.0,,,,,58.0,,-841.4,-877.2,-840.7,-1391.2,-1011.7,-1027.2,,,False,,,,,True,,False,False,False,False,False,False,,
01057,194,234.0,183.0,,,,,201.0,,241.3,71.1,150.6,0.8,162.2,171.5,,,40.0,-11.0,,,,,7.0,,47.3,-122.9,-43.4,-193.2,-31.8,-22.5,,,True,,,,,True,,False,False,False,False,True,True,,
01059,480,180.0,173.0,,,,,732.0,,148.6,120.8,78.1,12.5,215.6,166.9,,,-300.0,-307.0,,,,,252.0,,-331.4,-359.2,-401.9,-467.5,-264.4,-313.1,,,False,,,,,True,,False,False,False,False,True,False,,
01061,397,372.0,1229.0,,,,,313.0,,318.2,200.2,98.5,1.9,142.7,194.1,,,-25.0,832.0,,,,,-84.0,,-78.8,-196.8,-298.5,-395.1,-254.3,-202.9,,,False,,,,,False,,False,False,False,False,False,False,,
01063,56,18.0,0.0,,,,,54.0,,48.5,15.4,0.2,0.0,7.5,11.8,,,-38.0,-56.0,,,,,-2.0,,-7.5,-40.6,-55.8,-56.0,-48.5,-44.2,,,False,,,,,True,,True,False,False,False,False,False,,
01065,172,138.0,44.0,,,,,275.0,,138.8,33.3,43.8,1.8,86.8,77.9,,,-34.0,-128.0,,,,,103.0,,-33.2,-138.7,-128.2,-170.2,-85.2,-94.1,,,False,,,,,False,,True,False,False,False,False,False,,
01067,275,228.0,69.0,,,,,131.0,,177.0,76.6,31.9,0.2,136.6,159.7,,,-47.0,-206.0,,,,,-144.0,,-98.0,-198.4,-243.1,-274.8,-138.4,-115.3,,,False,,,,,False,,False,False,False,False,False,False,,
01069,1575,1224.0,735.0,,,,,1104.0,,748.3,723.1,481.2,23.0,343.4,645.9,,,-351.0,-840.0,,,,,-471.0,,-826.7,-851.9,-1093.8,-1552.0,-1231.6,-929.1,,,False,,,,,False,,False,False,False,False,False,False,,
01071,921,486.0,437.0,,,,,809.0,,316.3,166.8,199.2,2.3,211.6,202.7,,,-435.0,-484.0,,,,,-112.0,,-604.7,-754.2,-721.8,-918.7,-709.4,-718.3,,,False,,,,,True,,False,False,False,False,False,False,,
01073,6205,4590.0,1414.0,,,,,8153.0,,3647.3,2468.9,2833.0,309.4,741.8,2363.1,,,-1615.0,-4791.0,,,,,1948.0,,-2557.7,-3736.1,-3372.0,-5895.6,-5463.2,-3841.9,,,False,,,,,False,,False,False,False,False,False,False,,
01075,189,132.0,36.0,,,,,223.0,,145.7,41.1,39.9,3.2,65.3,91.1,,,-57.0,-153.0,,,,,34.0,,-43.3,-147.9,-149.1,-185.8,-123.7,-97.9,,,False,,,,,True,,True,False,False,False,False,False,,
01077,1219,432.0,394.0,,,,,1182.0,,365.4,216.3,248.2,246.2,296.1,329.5,,,-787.0,-825.0,,,,,-37.0,,-853.6,-1002.7,-970.8,-972.8,-922.9,-889.5,,,False,,,,,True,,False,False,False,False,False,False,,
01079,373,228.0,577.0,,,,,443.0,,193.3,97.4,51.5,68.6,15.7,177.5,,,-145.0,204.0,,,,,70.0,,-179.7,-275.6,-321.5,-304.4,-357.3,-195.5,,,False,,,,,True,,False,False,False,False,False,False,,
01081,1031,1152.0,1660.0,,,,,2171.0,,1253.4,937.7,412.7,8.0,1234.7,629.5,,,121.0,629.0,,,,,1140.0,,222.4,-93.3,-618.3,-1023.0,203.7,-401.5,,,False,,,,,False,,False,True,False,False,False,False,,
01083,1204,768.0,2008.0,,,,,1388.0,,585.8,191.4,506.3,183.9,351.8,294.2,,,-436.0,804.0,,,,,184.0,,-618.2,-1012.6,-697.7,-1020.1,-852.2,-909.8,,,False,,,,,True,,False,False,False,False,False,False,,
01085,91,48.0,0.0,,,,,94.0,,33.9,12.2,2.2,0.2,12.5,24.4,,,-43.0,-91.0,,,,,3.0,,-57.1,-78.8,-88.8,-90.8,-78.5,-66.6,,,False,,,,,True,,False,False,False,False,False,False,,
01087,129,24.0,50.0,,,,,92.0,,36.4,42.0,4.0,0.0,36.0,41.6,,,-105.0,-79.0,,,,,-37.0,,-92.6,-87.0,-125.0,-129.0,-93.0,-87.4,,,True,,,,,True,,True,True,False,False,True,True,,
01089,2606,2244.0,1474.0,,,,,3380.0,,1414.2,1566.8,1462.7,846.2,1079.2,768.5,,,-362.0,-1132.0,,,,,774.0,,-1191.8,-1039.2,-1143.3,-1759.8,-1526.8,-1837.5,,,False,,,,,False,,False,False,False,False,False,False,,
01091,384,126.0,10.0,,,,,312.0,,109.1,38.4,43.7,0.3,31.7,55.7,,,-258.0,-374.0,,,,,-72.0,,-274.9,-345.6,-340.3,-383.7,-352.3,-328.3,,,False,,,,,True,,False,False,False,False,False,False,,
01093,260,162.0,101.0,,,,,364.0,,105.9,105.1,39.8,1.0,87.2,72.7,,,-98.0,-159.0,,,,,104.0,,-154.1,-154.9,-220.2,-259.0,-172.8,-187.3,,,False,,,,,False,,False,False,False,False,False,False,,
01095,934,732.0,1319.0,,,,,1672.0,,562.5,267.0,233.4,18.4,78.7,359.3,,,-202.0,385.0,,,,,738.0,,-371.5,-667.0,-700.6,-915.6,-855.3,-574.7,,,False,,,,,False,,False,False,False,False,False,False,,
01097,4410,2004.0,714.0,,,,,3445.0,,1633.1,1317.9,1294.0,387.7,1156.1,2050.5,,,-2406.0,-3696.0,,,,,-965.0,,-2776.9,-3092.1,-3116.0,-4022.3,-3253.9,-2359.5,,,False,,,,,True,,False,False,False,False,False,True,,
01099,103,84.0,0.0,,,,,203.0,,70.1,26.0,5.5,0.1,22.8,42.5,,,-19.0,-103.0,,,,,100.0,,-32.9,-77.0,-97.5,-102.9,-80.2,-60.5,,,False,,,,,False,,False,False,False,False,False,False,,
01101,2337,1236.0,1105.0,,,,,2608.0,,920.5,571.3,394.6,56.2,581.2,749.4,,,-1101.0,-1232.0,,,,,271.0,,-1416.5,-1765.7,-1942.4,-2280.8,-1755.8,-1587.6,,,False,,,,,True,,False,False,False,False,False,False,,
01103,1557,666.0,822.0,,,,,1634.0,,498.0,209.1,262.0,173.2,363.9,385.0,,,-891.0,-735.0,,,,,77.0,,-1059.0,-1348.0,-1295.0,-1383.8,-1193.1,-1172.0,,,True,,,,,True,,False,False,False,False,False,False,,
01105,80,24.0,0.0,,,,,61.0,,24.5,13.0,1.5,0.0,10.3,17.3,,,-56.0,-80.0,,,,,-19.0,,-55.5,-67.0,-78.5,-80.0,-69.7,-62.7,,,False,,,,,True,,True,False,False,False,False,False,,
01107,331,186.0,179.0,,,,,279.0,,163.6,78.0,91.8,1.2,89.8,95.1,,,-145.0,-152.0,,,,,-52.0,,-167.4,-253.0,-239.2,-329.8,-241.2,-235.9,,,False,,,,,True,,False,False,False,False,False,False,,
01109,234,282.0,849.0,,,,,789.0,,287.2,111.7,29.1,0.0,166.7,261.0,,,48.0,615.0,,,,,555.0,,53.2,-122.3,-204.9,-234.0,-67.3,27.0,,,False,,,,,False,,False,False,False,False,False,True,,
01111,240,240.0,76.0,,,,,319.0,,237.4,108.3,67.0,3.0,178.1,92.5,,,0.0,-164.0,,,,,79.0,,-2.6,-131.7,-173.0,-237.0,-61.9,-147.5,,,False,,,,,False,,False,False,False,False,False,False,,
01113,284,294.0,759.0,,,,,568.0,,265.9,114.5,50.3,0.8,87.2,328.9,,,10.0,475.0,,,,,284.0,,-18.1,-169.5,-233.7,-283.2,-196.8,44.9,,,False,,,,,False,,False,False,False,False,False,False,,
01115,1165,654.0,721.0,,,,,1023.0,,564.6,304.0,239.7,91.8,96.9,327.3,,,-511.0,-444.0,,,,,-142.0,,-600.4,-861.0,-925.3,-1073.2,-1068.1,-837.7,,,True,,,,,True,,False,False,False,False,False,False,,
01117,2262,1998.0,1542.0,,,,,2249.0,,1790.4,1446.0,1221.1,238.0,1101.4,802.0,,,-264.0,-720.0,,,,,-13.0,,-471.6,-816.0,-1040.9,-2024.0,-1160.6,-1460.0,,,False,,,,,True,,False,False,False,False,False,False,,
01119,69,120.0,0.0,,,,,111.0,,115.9,18.5,11.7,0.1,22.4,76.7,,,51.0,-69.0,,,,,42.0,,46.9,-50.5,-57.3,-68.9,-46.6,7.7,,,False,,,,,True,,True,True,False,False,True,True,,
01121,787,696.0,1481.0,,,,,1111.0,,655.7,351.7,146.1,1.4,419.7,306.1,,,-91.0,694.0,,,,,324.0,,-131.3,-435.3,-640.9,-785.6,-367.3,-480.9,,,False,,,,,False,,False,False,False,False,False,False,,
01123,324,174.0,252.0,,,,,539.0,,144.5,120.0,45.2,4.6,53.8,74.7,,,-150.0,-72.0,,,,,215.0,,-179.5,-204.0,-278.8,-319.4,-270.2,-249.3,,,True,,,,,False,,False,False,False,False,False,False,,
01125,2663,8646.0,1617.0,,,,,3577.0,,9080.6,1037.3,5373.6,2789.3,1318.6,2548.7,,,5983.0,-1046.0,,,,,914.0,,6417.6,-1625.7,2710.6,126.3,-1344.4,-114.3,,,True,,,,,True,,False,True,True,True,True,True,,
01127,829,654.0,317.0,,,,,1074.0,,545.8,130.8,121.1,4.7,459.6,250.5,,,-175.0,-512.0,,,,,245.0,,-283.2,-698.2,-707.9,-824.3,-369.4,-578.5,,,False,,,,,False,,False,False,False,False,False,False,,
01129,258,78.0,0.0,,,,,205.0,,75.7,40.5,6.2,0.0,0.1,49.3,,,-180.0,-258.0,,,,,-53.0,,-182.3,-217.5,-251.8,-258.0,-257.9,-208.7,,,False,,,,,True,,False,False,False,False,False,False,,
01131,62,6.0,1.0,,,,,60.0,,2.7,16.5,1.0,0.1,1.7,16.1,,,-56.0,-61.0,,,,,-2.0,,-59.3,-45.5,-61.0,-61.9,-60.3,-45.9,,,False,,,,,True,,False,True,False,False,False,True,,
01133,305,270.0,660.0,,,,,349.0,,190.1,86.9,62.6,2.9,110.1,163.7,,,-35.0,355.0,,,,,44.0,,-114.9,-218.1,-242.4,-302.1,-194.9,-141.3,,,False,,,,,False,,False,False,False,False,False,False,,
02013,8,0.0,0.0,,,,,,,0.1,1.8,,,0.7,,,,-8.0,-8.0,,,,,,,-7.9,-6.2,,,-7.3,,,,False,,,,,,,True,True,,,True,,,
02016,7,6.0,0.0,,,,,,,6.8,4.8,,,0.5,,,,-1.0,-7.0,,,,,,,-0.2,-2.2,,,-6.5,,,,False,,,,,,,True,False,,,False,,,
02020,5526,1968.0,558.0,,,,,,,1809.5,2034.7,1323.8,1393.1,1688.7,887.6,,,-3558.0,-4968.0,,,,,,,-3716.5,-3491.3,-4202.2,-4132.9,-3837.3,-4638.4,,,False,,,,,,,False,True,False,False,False,False,,
02050,532,102.0,0.0,,,,,,,108.5,51.8,20.7,0.0,46.8,106.2,,,-430.0,-532.0,,,,,,,-423.5,-480.2,-511.3,-532.0,-485.2,-425.8,,,False,,,,,,,True,False,False,False,False,True,,
02060,0,0.0,0.0,,,,,,,0.2,0.0,0.3,,0.0,,,,0.0,0.0,,,,,,,0.2,0.0,0.3,,0.0,,,,True,,,,,,,False,True,False,,True,,,
02068,23,24.0,0.0,,,,,,,8.7,10.1,,,0.0,,,,1.0,-23.0,,,,,,,-14.3,-12.9,,,-23.0,,,,False,,,,,,,False,False,,,False,,,
02070,37,6.0,0.0,,,,,,,9.0,11.5,1.3,,5.3,,,,-31.0,-37.0,,,,,,,-28.0,-25.5,-35.7,,-31.7,,,,False,,,,,,,True,True,False,,False,,,
02090,1379,714.0,,,,,,,,656.8,355.8,848.6,502.6,544.6,417.4,,,-665.0,,,,,,,,-722.2,-1023.2,-530.4,-876.4,-834.4,-961.6,,,,,,,,,,False,False,True,False,False,False,,
02100,6,0.0,0.0,,,,,,,0.5,1.0,,,0.0,,,,-6.0,-6.0,,,,,,,-5.5,-5.0,,,-6.0,,,,False,,,,,,,True,True,,,False,,,
02105,0,0.0,0.0,,,,,,,0.6,4.7,,,0.0,,,,0.0,0.0,,,,,,,0.6,4.7,,,0.0,,,,True,,,,,,,False,False,,,True,,,
02110,277,150.0,223.0,,,,,,,152.1,139.7,19.1,269.5,76.4,70.1,,,-127.0,-54.0,,,,,,,-124.9,-137.3,-257.9,-7.5,-200.6,-206.9,,,True,,,,,,,True,False,False,True,False,False,,
02122,673,72.0,0.0,,,,,,,67.1,90.5,9.6,114.6,14.5,53.0,,,-601.0,-673.0,,,,,,,-605.9,-582.5,-663.4,-558.4,-658.5,-620.0,,,False,,,,,,,False,True,False,True,False,False,,
02130,50,0.0,0.0,,,,,,,1.0,7.6,1.4,,3.1,6.3,,,-50.0,-50.0,,,,,,,-49.0,-42.4,-48.6,,-46.9,-43.7,,,False,,,,,,,True,True,True,,True,True,,
02150,70,12.0,0.0,,,,,,,8.2,18.4,0.4,,2.6,,,,-58.0,-70.0,,,,,,,-61.8,-51.6,-69.6,,-67.4,,,,False,,,,,,,False,True,False,,False,,,
02158,306,6.0,0.0,,,,,,,7.5,,,,1.1,,,,-300.0,-306.0,,,,,,,-298.5,,,,-304.9,,,,False,,,,,,,True,,,,False,,,
02164,24,0.0,0.0,,,,,,,0.6,2.4,,,0.0,,,,-24.0,-24.0,,,,,,,-23.4,-21.6,,,-24.0,,,,False,,,,,,,True,True,,,False,,,
02170,1283,120.0,0.0,,,,,,,134.3,426.9,47.6,359.3,125.0,81.6,,,-1163.0,-1283.0,,,,,,,-1148.7,-856.1,-1235.4,-923.7,-1158.0,-1201.4,,,False,,,,,,,True,True,False,True,True,False,,
02180,82,90.0,0.0,,,,,,,60.8,17.2,5.1,,7.3,,,,8.0,-82.0,,,,,,,-21.2,-64.8,-76.9,,-74.7,,,,False,,,,,,,False,False,False,,False,,,
02185,181,222.0,0.0,,,,,,,538.7,51.1,50.8,0.0,16.0,,,,41.0,-181.0,,,,,,,357.7,-129.9,-130.2,-181.0,-165.0,,,,False,,,,,,,False,False,False,False,False,,,
02188,174,144.0,15.0,,,,,,,174.1,23.1,9.0,0.0,17.0,,,,-30.0,-159.0,,,,,,,0.1,-150.9,-165.0,-174.0,-157.0,,,,False,,,,,,,True,False,False,False,False,,,
02195,9,0.0,0.0,,,,,,,0.5,0.3,0.1,,0.0,,,,-9.0,-9.0,,,,,,,-8.5,-8.7,-8.9,,-9.0,,,,False,,,,,,,True,True,True,,False,,,
02198,6,6.0,0.0,,,,,,,7.0,10.2,1.1,,0.8,,,,0.0,-6.0,,,,,,,1.0,4.2,-4.9,,-5.2,,,,False,,,,,,,False,False,False,,False,,,
02220,36,18.0,0.0,,,,,,,10.2,13.4,2.3,,30.4,24.9,,,-18.0,-36.0,,,,,,,-25.8,-22.6,-33.7,,-5.6,-11.1,,,False,,,,,,,False,False,False,,True,True,,
02230,8,0.0,0.0,,,,,,,0.0,0.0,,,0.0,,,,-8.0,-8.0,,,,,,,-8.0,-8.0,,,-8.0,,,,False,,,,,,,False,False,,,False,,,
02240,61,24.0,0.0,,,,,,,26.2,3.7,1.5,,57.1,,,,-37.0,-61.0,,,,,,,-34.8,-57.3,-59.5,,-3.9,,,,False,,,,,,,True,False,False,,True,,,
02261,68,6.0,0.0,,,,,,,7.2,3.2,2.6,,0.0,,,,-62.0,-68.0,,,,,,,-60.8,-64.8,-65.4,,-68.0,,,,False,,,,,,,True,False,False,,False,,,
02275,0,0.0,0.0,,,,,,,0.3,1.2,,,1.5,,,,0.0,0.0,,,,,,,0.3,1.2,,,1.5,,,,True,,,,,,,False,False,,,False,,,
02282,8,18.0,0.0,,,,,,,5.1,0.0,,,0.1,,,,10.0,-8.0,,,,,,,-2.9,-8.0,,,-7.9,,,,True,,,,,,,True,True,,,True,,,
02290,44,12.0,0.0,,,,,,,13.0,3.2,5.9,,2.7,,,,-32.0,-44.0,,,,,,,-31.0,-40.8,-38.1,,-41.3,,,,False,,,,,,,True,False,False,,False,,,
04001,609,420.0,83.0,,,,,292.0,,296.1,108.9,123.0,2.0,25.3,240.2,,,-189.0,-526.0,,,,,-317.0,,-312.9,-500.1,-486.0,-607.0,-583.7,-368.8,,,False,,,,,False,,False,False,False,False,False,False,,
04003,483,138.0,30.0,,,,,458.0,,95.2,173.8,20.0,23.8,84.7,111.1,,,-345.0,-453.0,,,,,-25.0,,-387.8,-309.2,-463.0,-459.2,-398.3,-371.9,,,False,,,,,True,,False,True,False,False,False,False,,
04005,1733,1962.0,1157.0,,,,,718.0,,1274.1,302.0,1576.0,273.8,1976.9,1529.3,,,229.0,-576.0,,,,,-1015.0,,-458.9,-1431.0,-157.0,-1459.2,243.9,-203.7,,,False,,,,,False,,False,False,True,False,False,True,,
04007,839,432.0,42.0,,,,,43.0,,421.3,140.1,246.0,0.0,20.6,290.6,,,-407.0,-797.0,,,,,-796.0,,-417.7,-698.9,-593.0,-839.0,-818.4,-548.4,,,False,,,,,False,,False,False,False,False,False,False,,
04009,590,180.0,115.0,,,,,51.0,,176.4,66.0,60.0,0.0,42.6,123.5,,,-410.0,-475.0,,,,,-539.0,,-413.6,-524.0,-530.0,-590.0,-547.4,-466.5,,,False,,,,,False,,False,False,False,False,False,False,,
04011,55,6.0,0.0,,,,,55.0,,9.9,4.0,5.7,,2.0,3.1,,,-49.0,-55.0,,,,,0.0,,-45.1,-51.0,-49.3,,-53.0,-51.9,,,False,,,,,True,,True,False,False,,False,False,,
04012,96,66.0,0.0,,,,,43.0,,135.0,41.6,8.5,0.0,44.3,33.3,,,-30.0,-96.0,,,,,-53.0,,39.0,-54.4,-87.5,-96.0,-51.7,-62.7,,,False,,,,,False,,False,False,False,False,False,False,,
04013,24739,8262.0,4963.0,,,,,9266.0,,5656.4,9406.0,4794.7,910.3,1187.0,4575.2,,,-16477.0,-19776.0,,,,,-15473.0,,-19082.6,-15333.0,-19944.3,-23828.7,-23552.0,-20163.8,,,False,,,,,True,,False,True,False,False,False,False,,
04015,748,498.0,681.0,,,,,426.0,,444.1,333.3,160.8,206.1,54.3,237.3,,,-250.0,-67.0,,,,,-322.0,,-303.9,-414.7,-587.2,-541.9,-693.7,-510.7,,,True,,,,,False,,False,False,False,False,False,False,,
04017,1048,246.0,174.0,,,,,783.0,,186.3,124.1,102.7,4.6,39.6,136.1,,,-802.0,-874.0,,,,,-265.0,,-861.7,-923.9,-945.3,-1043.4,-1008.4,-911.9,,,False,,,,,True,,False,False,False,False,False,False,,
04019,4737,4908.0,3915.0,,,,,3874.0,,4470.4,2985.6,2834.0,4434.8,1527.8,2456.9,,,171.0,-822.0,,,,,-863.0,,-266.6,-1751.4,-1903.0,-302.2,-3209.2,-2280.1,,,False,,,,,False,,False,False,False,False,False,False,,
04021,2230,1176.0,218.0,,,,,684.0,,943.6,563.4,750.9,333.8,359.2,739.8,,,-1054.0,-2012.0,,,,,-1546.0,,-1286.4,-1666.6,-1479.1,-1896.2,-1870.8,-1490.2,,,False,,,,,False,,False,False,False,False,False,False,,
