,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,MSRA-DeepST,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-MSRA-DeepST,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
27093,194,111.0,,111.7,,111.0,104.0,,,,,63.4,,152.0,,132.0,112.7,,50.9,103.3,90.4,,126.0,,,,,,,113.0,58.6,-83.0,,-82.3,,-83.0,-90.0,,,,,-130.6,,-42.0,,-62.0,-81.3,,-143.1,-90.7,-103.6,,-68.0,,,,,,,-81.0,-135.4,,True,,False,False,,,,,False,,True,,True,True,,False,False,False,,True,,,,,,,True,False
27095,362,306.0,,299.5,,258.0,656.0,,,,,59.0,,148.0,,499.3,118.1,,257.7,224.7,90.4,,536.0,,,,,,,436.0,73.4,-56.0,,-62.5,,-104.0,294.0,,,,,-303.0,,-214.0,,137.3,-243.9,,-104.3,-137.3,-271.6,,174.0,,,,,,,74.0,-288.6,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,,,,,,False,False
27097,539,465.0,,451.3,,373.0,630.0,,,,,135.6,,266.0,,661.0,254.8,,343.3,340.9,203.0,,756.0,,,,,,,389.0,126.5,-74.0,,-87.7,,-166.0,91.0,,,,,-403.4,,-273.0,,122.0,-284.2,,-195.7,-198.1,-336.0,,217.0,,,,,,,-150.0,-412.5,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,,,,,,False,False
27099,193,189.0,,188.7,,165.0,218.0,,,,,373.6,,227.0,,157.4,62.6,,64.7,168.0,5.6,,315.0,,,,134.2,,,188.0,80.9,-4.0,,-4.3,,-28.0,25.0,,,,,180.6,,34.0,,-35.6,-130.4,,-128.3,-25.0,-187.4,,122.0,,,,-58.8,,,-5.0,-112.1,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,,,False,,,False,False
27101,103,96.0,,95.6,,86.0,58.0,,,,,49.0,,90.0,,79.1,31.9,,33.1,86.0,70.8,,100.0,,,,,,,60.0,43.5,-7.0,,-7.4,,-17.0,-45.0,,,,,-54.0,,-13.0,,-23.9,-71.1,,-69.9,-17.0,-32.2,,-3.0,,,,,,,-43.0,-59.5,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,True,,,,,,,False,False
27103,257,114.0,,107.5,,93.0,96.0,,,,,180.9,,193.0,,81.2,65.4,,72.4,106.5,46.9,,149.0,,,,,,,62.0,58.9,-143.0,,-149.5,,-164.0,-161.0,,,,,-76.1,,-64.0,,-175.8,-191.6,,-184.6,-150.5,-210.1,,-108.0,,,,,,,-195.0,-198.1,,False,,False,False,,,,,True,,True,,False,False,,False,False,False,,True,,,,,,,False,False
27105,450,204.0,,195.1,,136.0,,,,,,223.1,,370.0,,123.0,123.6,,75.8,187.1,16.9,,48.0,,,,122.0,,,0.0,94.9,-246.0,,-254.9,,-314.0,,,,,,-226.9,,-80.0,,-327.0,-326.4,,-374.2,-262.9,-433.1,,-402.0,,,,-328.0,,,-450.0,-355.1,,False,,False,,,,,,True,,True,,False,False,,False,False,False,,False,,,,False,,,False,False
27107,110,18.0,,10.4,,22.0,21.0,,,,,32.1,,55.0,,71.6,7.7,,24.6,39.0,,,51.0,,,,,,,33.0,11.9,-92.0,,-99.6,,-88.0,-89.0,,,,,-77.9,,-55.0,,-38.4,-102.3,,-85.4,-71.0,,,-59.0,,,,,,,-77.0,-98.1,,False,,True,True,,,,,True,,True,,True,False,,True,True,,,True,,,,,,,True,False
27109,1122,624.0,,624.8,,624.0,768.0,,,,,915.3,,757.0,,367.3,354.4,,540.6,639.5,797.5,,997.0,,,,548.1,763.0,,648.0,330.2,-498.0,,-497.2,,-498.0,-354.0,,,,,-206.7,,-365.0,,-754.7,-767.6,,-581.4,-482.5,-324.5,,-125.0,,,,-573.9,-359.0,,-474.0,-791.8,,True,,False,True,,,,,True,,True,,False,False,,False,True,True,,True,,,,False,True,,True,False
27111,538,366.0,,374.4,,365.0,462.0,,,,,385.3,,653.0,,361.1,270.0,,226.0,388.4,248.3,,624.0,,,,,,,410.0,183.0,-172.0,,-163.6,,-173.0,-76.0,,,,,-152.7,,115.0,,-176.9,-268.0,,-312.0,-149.6,-289.7,,86.0,,,,,,,-128.0,-355.0,,True,,False,True,,,,,True,,True,,False,False,,False,True,False,,True,,,,,,,True,False
27113,112,45.0,,43.5,,43.0,39.0,,,,,34.8,,127.0,,34.3,43.5,,29.2,57.8,39.8,,60.0,,,,,,,20.0,27.3,-67.0,,-68.5,,-69.0,-73.0,,,,,-77.2,,15.0,,-77.7,-68.5,,-82.8,-54.2,-72.2,,-52.0,,,,,,,-92.0,-84.7,,False,,False,False,,,,,False,,True,,False,False,,False,True,False,,True,,,,,,,False,False
27115,236,117.0,,110.8,,117.0,129.0,,,,,140.4,,152.0,,152.1,153.2,,71.7,147.4,17.9,,146.0,,,,,,,81.0,105.5,-119.0,,-125.2,,-119.0,-107.0,,,,,-95.6,,-84.0,,-83.9,-82.8,,-164.3,-88.6,-218.1,,-90.0,,,,,,,-155.0,-130.5,,False,,False,True,,,,,True,,True,,True,True,,False,True,False,,True,,,,,,,False,False
27117,103,63.0,,61.6,,63.0,68.0,,,,,78.7,,222.0,,72.3,22.7,,21.0,67.0,0.0,,60.0,,,,,,,35.0,33.2,-40.0,,-41.4,,-40.0,-35.0,,,,,-24.3,,119.0,,-30.7,-80.3,,-82.0,-36.0,-103.0,,-43.0,,,,,,,-68.0,-69.8,,False,,False,True,,,,,True,,False,,True,False,,False,True,False,,False,,,,,,,False,False
27119,760,264.0,,283.1,,256.0,311.0,,,,,103.3,,311.0,,260.8,115.9,,168.1,231.2,126.8,,426.0,,,,,,,232.0,123.0,-496.0,,-476.9,,-504.0,-449.0,,,,,-656.7,,-449.0,,-499.2,-644.1,,-591.9,-528.8,-633.2,,-334.0,,,,,,,-528.0,-637.0,,True,,False,True,,,,,False,,True,,False,False,,False,False,False,,True,,,,,,,False,False
27121,93,42.0,,42.8,,43.0,41.0,,,,,35.4,,117.0,,61.6,27.2,,17.3,54.0,39.9,,89.0,,,,,,,74.0,26.1,-51.0,,-50.2,,-50.0,-52.0,,,,,-57.6,,24.0,,-31.4,-65.8,,-75.7,-39.0,-53.1,,-4.0,,,,,,,-19.0,-66.9,,True,,True,False,,,,,False,,True,,True,False,,False,True,False,,True,,,,,,,True,False
27123,4234,2679.0,,2639.1,2047.1,2648.0,3322.0,,,,,2290.2,,2658.0,,2014.7,1450.6,,1745.7,2778.6,2556.0,,4387.0,,,,2102.3,4141.0,,2769.0,527.4,-1555.0,,-1594.9,-2186.9,-1586.0,-912.0,,,,,-1943.8,,-1576.0,,-2219.3,-2783.4,,-2488.3,-1455.4,-1678.0,,153.0,,,,-2131.7,-93.0,,-1465.0,-3706.6,,False,False,False,True,,,,,False,,False,,False,False,,False,True,False,,True,,,,False,True,,True,False
27125,55,24.0,,24.3,,14.0,,,,,,21.4,,14.0,,9.6,5.1,,8.4,16.8,,,,,,,,,,36.0,9.8,-31.0,,-30.7,,-41.0,,,,,,-33.6,,-41.0,,-45.4,-49.9,,-46.6,-38.2,,,,,,,,,,-19.0,-45.2,,True,,False,,,,,,False,,False,,False,False,,False,False,,,,,,,,,,True,False
27127,151,72.0,,57.8,,58.0,39.0,,,,,351.2,,177.0,,46.4,56.4,,88.2,93.5,9.4,,52.0,,,,,,,34.0,70.4,-79.0,,-93.2,,-93.0,-112.0,,,,,200.2,,26.0,,-104.6,-94.6,,-62.8,-57.5,-141.6,,-99.0,,,,,,,-117.0,-80.6,,False,,False,False,,,,,False,,True,,False,False,,True,True,False,,False,,,,,,,False,False
27129,139,63.0,,67.8,,68.0,83.0,,,,,112.3,,121.0,,131.4,27.1,,25.8,59.4,65.8,,83.0,,,,,,,47.0,37.7,-76.0,,-71.2,,-71.0,-56.0,,,,,-26.7,,-18.0,,-7.6,-111.9,,-113.2,-79.6,-73.2,,-56.0,,,,,,,-92.0,-101.3,,True,,True,True,,,,,True,,True,,True,False,,False,False,True,,True,,,,,,,False,False
27131,519,261.0,,262.0,,236.0,404.0,,,,,354.7,,313.0,,205.8,192.2,,101.1,265.3,13.0,,487.0,,,,208.9,,,248.0,78.2,-258.0,,-257.0,,-283.0,-115.0,,,,,-164.3,,-206.0,,-313.2,-326.8,,-417.9,-253.7,-506.0,,-32.0,,,,-310.1,,,-271.0,-440.8,,True,,False,True,,,,,True,,True,,False,False,,False,True,False,,True,,,,False,,,False,False
27133,143,189.0,,178.0,,148.0,222.0,,,,,45.0,,148.0,,226.5,28.7,,46.7,104.4,63.2,,266.0,,,,,,,160.0,101.0,46.0,,35.0,,5.0,79.0,,,,,-98.0,,5.0,,83.5,-114.3,,-96.3,-38.6,-79.8,,123.0,,,,,,,17.0,-42.0,,True,,True,False,,,,,False,,True,,False,False,,False,True,False,,False,,,,,,,True,True
27135,355,75.0,,78.9,,61.0,60.0,,,,,46.0,,60.0,,49.6,47.4,,89.2,94.0,17.3,,140.0,,,,,,,115.0,45.7,-280.0,,-276.1,,-294.0,-295.0,,,,,-309.0,,-295.0,,-305.4,-307.6,,-265.8,-261.0,-337.7,,-215.0,,,,,,,-240.0,-309.3,,True,,False,False,,,,,False,,False,,False,False,,True,True,False,,True,,,,,,,True,False
27137,1581,1146.0,,1136.2,,1137.0,1254.0,,,,,1842.4,,1051.0,,1121.0,975.9,,1269.4,1112.3,760.9,,1588.0,,,,1149.9,1270.0,,1176.0,570.8,-435.0,,-444.8,,-444.0,-327.0,,,,,261.4,,-530.0,,-460.0,-605.1,,-311.6,-468.7,-820.1,,7.0,,,,-431.1,-311.0,,-405.0,-1010.2,,False,,False,True,,,,,True,,False,,False,False,,True,False,False,,True,,,,True,True,,True,False
27139,1369,669.0,,685.6,,675.0,1002.0,,,,,980.1,,622.0,,465.8,257.9,,602.7,763.3,818.0,,1051.0,,,,384.1,919.0,,834.0,385.7,-700.0,,-683.4,,-694.0,-367.0,,,,,-388.9,,-747.0,,-903.2,-1111.1,,-766.3,-605.7,-551.0,,-318.0,,,,-984.9,-450.0,,-535.0,-983.3,,True,,True,True,,,,,True,,False,,False,False,,False,True,True,,True,,,,False,True,,True,False
27141,1128,504.0,,476.2,,473.0,867.0,,,,,577.0,,467.0,,376.6,212.7,,602.0,550.0,302.7,,858.0,,,,371.2,,,548.0,182.9,-624.0,,-651.8,,-655.0,-261.0,,,,,-551.0,,-661.0,,-751.4,-915.3,,-526.0,-578.0,-825.3,,-270.0,,,,-756.8,,,-580.0,-945.1,,False,,False,True,,,,,True,,False,,False,False,,True,True,False,,True,,,,False,,,True,False
27143,105,39.0,,39.0,,34.0,22.0,,,,,40.7,,81.0,,33.5,43.8,,12.9,42.8,22.5,,58.0,,,,,,,60.0,32.7,-66.0,,-66.0,,-71.0,-83.0,,,,,-64.3,,-24.0,,-71.5,-61.2,,-92.1,-62.2,-82.5,,-47.0,,,,,,,-45.0,-72.3,,False,,False,False,,,,,True,,True,,False,True,,False,True,False,,True,,,,,,,True,False
27145,2678,1581.0,,1548.7,,1559.0,2576.0,,,,,1444.0,,1779.0,,975.8,719.4,,1849.6,1535.4,195.4,,2347.0,,,,1004.4,2325.0,,1375.0,792.4,-1097.0,,-1129.3,,-1119.0,-102.0,,,,,-1234.0,,-899.0,,-1702.2,-1958.6,,-828.4,-1142.6,-2482.6,,-331.0,,,,-1673.6,-353.0,,-1303.0,-1885.6,,False,,False,True,,,,,False,,True,,False,False,,True,False,False,,True,,,,False,True,,False,False
27147,292,231.0,,229.0,,196.0,390.0,,,,,210.1,,192.0,,180.6,66.2,,131.7,196.4,181.2,,405.0,,,,,,,217.0,157.6,-61.0,,-63.0,,-96.0,98.0,,,,,-81.9,,-100.0,,-111.4,-225.8,,-160.3,-95.6,-110.8,,113.0,,,,,,,-75.0,-134.4,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,,,,,,False,False
27149,75,45.0,,46.8,,44.0,41.0,,,,,27.7,,232.0,,81.4,72.5,,36.2,65.0,5.4,,51.0,,,,,,,56.0,47.4,-30.0,,-28.2,,-31.0,-34.0,,,,,-47.3,,157.0,,6.4,-2.5,,-38.8,-10.0,-69.6,,-24.0,,,,,,,-19.0,-27.6,,True,,False,False,,,,,False,,False,,True,True,,False,True,False,,True,,,,,,,True,True
27151,115,54.0,,53.9,,54.0,29.0,,,,,32.8,,150.0,,56.2,24.3,,22.5,65.8,41.8,,75.0,,,,,,,0.0,39.5,-61.0,,-61.1,,-61.0,-86.0,,,,,-82.2,,35.0,,-58.8,-90.7,,-92.5,-49.2,-73.2,,-40.0,,,,,,,-115.0,-75.5,,False,,False,False,,,,,False,,True,,True,False,,False,True,False,,True,,,,,,,False,False
27153,492,267.0,,270.9,,267.0,560.0,,,,,152.8,,280.0,,209.9,165.2,,177.1,299.6,54.5,,372.0,,,,,,,261.0,193.7,-225.0,,-221.1,,-225.0,68.0,,,,,-339.2,,-212.0,,-282.1,-326.8,,-314.9,-192.4,-437.5,,-120.0,,,,,,,-231.0,-298.3,,True,,False,True,,,,,False,,True,,False,False,,False,True,False,,True,,,,,,,False,False
27155,26,15.0,,14.8,,15.0,0.0,,,,,22.6,,43.0,,20.9,5.0,,6.7,17.4,,,19.0,,,,,,,2.0,11.1,-11.0,,-11.2,,-11.0,-26.0,,,,,-3.4,,17.0,,-5.1,-21.0,,-19.3,-8.6,,,-7.0,,,,,,,-24.0,-14.9,,False,,False,False,,,,,True,,False,,True,False,,False,True,,,True,,,,,,,False,False
27157,225,138.0,,136.8,,137.0,163.0,,,,,88.5,,106.0,,162.4,41.0,,114.8,141.9,105.2,,227.0,,,,,,,85.0,81.4,-87.0,,-88.2,,-88.0,-62.0,,,,,-136.5,,-119.0,,-62.6,-184.0,,-110.2,-83.1,-119.8,,2.0,,,,,,,-140.0,-143.6,,False,,False,True,,,,,False,,False,,True,False,,False,True,False,,True,,,,,,,False,False
27159,217,174.0,,179.0,,144.0,260.0,,,,,39.5,,121.0,,460.3,40.1,,136.9,142.7,0.0,,295.0,,,,,,,192.0,43.4,-43.0,,-38.0,,-73.0,43.0,,,,,-177.5,,-96.0,,243.3,-176.9,,-80.1,-74.3,-217.0,,78.0,,,,,,,-25.0,-173.6,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,,,,,,True,False
27161,101,156.0,,232.2,,89.0,108.0,,,,,537.9,,89.0,,123.0,69.4,,42.9,78.6,0.0,,70.0,,,,,,,80.0,295.6,55.0,,131.2,,-12.0,7.0,,,,,436.9,,-12.0,,22.0,-31.6,,-58.1,-22.4,-101.0,,-31.0,,,,,,,-21.0,194.6,,False,,True,True,,,,,False,,True,,True,True,,False,True,False,,True,,,,,,,True,False
27163,3099,1707.0,,1703.4,,1714.0,2255.0,,,,,1738.1,,981.0,,1510.5,699.8,,1843.5,2077.4,1389.4,,2812.0,,,,1234.6,3342.0,,1896.0,924.4,-1392.0,,-1395.6,,-1385.0,-844.0,,,,,-1360.9,,-2118.0,,-1588.5,-2399.2,,-1255.5,-1021.6,-1709.6,,-287.0,,,,-1864.4,243.0,,-1203.0,-2174.6,,False,,True,True,,,,,True,,False,,False,False,,True,True,False,,True,,,,False,True,,True,False
27165,58,24.0,,31.2,,21.0,20.0,,,,,77.9,,99.0,,9.8,22.3,,20.9,42.6,0.0,,43.0,,,,,,,17.0,20.6,-34.0,,-26.8,,-37.0,-38.0,,,,,19.9,,41.0,,-48.2,-35.7,,-37.1,-15.4,-58.0,,-15.0,,,,,,,-41.0,-37.4,,True,,False,False,,,,,True,,False,,False,False,,False,True,False,,True,,,,,,,False,False
27167,65,57.0,,58.4,,58.0,42.0,,,,,25.6,,84.0,,98.0,5.9,,47.4,69.0,37.3,,81.0,,,,,,,52.0,29.1,-8.0,,-6.6,,-7.0,-23.0,,,,,-39.4,,19.0,,33.0,-59.1,,-17.6,4.0,-27.7,,16.0,,,,,,,-13.0,-35.9,,True,,True,False,,,,,False,,False,,False,False,,False,True,False,,False,,,,,,,False,False
27169,496,282.0,,270.6,,248.0,288.0,,,,,528.7,,355.0,,183.7,162.2,,221.8,277.4,0.0,,319.0,,,,258.0,,,187.0,169.5,-214.0,,-225.4,,-248.0,-208.0,,,,,32.7,,-141.0,,-312.3,-333.8,,-274.2,-218.6,-496.0,,-177.0,,,,-238.0,,,-309.0,-326.5,,False,,False,True,,,,,True,,True,,False,False,,False,False,False,,True,,,,False,,,False,False
27171,1432,669.0,,674.5,,670.0,643.0,,,,,960.5,,765.0,,745.0,435.5,,339.2,661.0,569.3,,968.0,,,,501.1,890.0,,666.0,199.7,-763.0,,-757.5,,-762.0,-789.0,,,,,-471.5,,-667.0,,-687.0,-996.5,,-1092.8,-771.0,-862.7,,-464.0,,,,-930.9,-542.0,,-766.0,-1232.3,,True,,True,False,,,,,True,,True,,True,False,,False,False,False,,True,,,,False,True,,False,False
27173,118,75.0,,78.3,,71.0,62.0,,,,,61.2,,137.0,,70.8,39.9,,36.0,63.8,83.1,,60.0,,,,,,,63.0,55.4,-43.0,,-39.7,,-47.0,-56.0,,,,,-56.8,,19.0,,-47.2,-78.1,,-82.0,-54.2,-34.9,,-58.0,,,,,,,-55.0,-62.6,,True,,False,False,,,,,False,,True,,False,False,,False,False,True,,False,,,,,,,False,False
28001,133,147.0,,157.6,,93.0,80.0,,,,,142.7,,129.0,,92.1,52.8,,63.4,120.3,0.2,,192.0,,,,,,,139.0,75.6,14.0,,24.6,,-40.0,-53.0,,,,,9.7,,-4.0,,-40.9,-80.2,,-69.6,-12.7,-132.8,,59.0,,,,,,,6.0,-57.4,,False,,False,False,,,,,True,,True,,False,False,,False,True,False,,False,,,,,,,True,False
28003,249,147.0,,139.7,,122.0,166.0,,,,,108.9,,200.0,,113.7,48.5,,99.3,121.2,0.2,,232.0,,,,,,,244.0,71.0,-102.0,,-109.3,,-127.0,-83.0,,,,,-140.1,,-49.0,,-135.3,-200.5,,-149.7,-127.8,-248.8,,-17.0,,,,,,,-5.0,-178.0,,False,,False,True,,,,,False,,True,,False,False,,False,False,False,,True,,,,,,,True,False
28005,27,120.0,,116.7,,54.0,28.0,,,,,50.5,,54.0,,107.6,27.7,,33.0,69.9,30.6,,159.0,,,,,,,110.0,73.0,93.0,,89.7,,27.0,1.0,,,,,23.5,,27.0,,80.6,0.7,,6.0,42.9,3.6,,132.0,,,,,,,83.0,46.0,,True,,True,True,,,,,True,,True,,True,True,,True,True,True,,False,,,,,,,True,True
28007,93,180.0,,176.5,,93.0,156.0,,,,,74.2,,64.0,,84.9,43.4,,89.1,109.3,37.5,,169.0,,,,,,,149.0,97.5,87.0,,83.5,,0.0,63.0,,,,,-18.8,,-29.0,,-8.1,-49.6,,-3.9,16.3,-55.5,,76.0,,,,,,,56.0,4.5,,True,,True,True,,,,,True,,True,,True,True,,True,True,True,,True,,,,,,,True,True
28009,112,75.0,,75.0,,53.0,1.0,,,,,49.1,,52.0,,84.0,12.4,,31.9,62.8,31.3,,124.0,,,,,,,122.0,20.4,-37.0,,-37.0,,-59.0,-111.0,,,,,-62.9,,-60.0,,-28.0,-99.6,,-80.1,-49.2,-80.7,,12.0,,,,,,,10.0,-91.6,,False,,False,False,,,,,False,,False,,True,False,,False,False,False,,True,,,,,,,True,False
28011,167,105.0,,109.4,,83.0,75.0,,,,,231.7,,147.0,,98.4,39.4,,30.2,96.9,0.2,,75.0,,,,62.0,,,0.0,55.7,-62.0,,-57.6,,-84.0,-92.0,,,,,64.7,,-20.0,,-68.6,-127.6,,-136.8,-70.1,-166.8,,-92.0,,,,-105.0,,,-167.0,-111.3,,True,,False,False,,,,,False,,True,,False,False,,False,False,False,,False,,,,False,,,False,False
28013,43,114.0,,113.7,,65.0,0.0,,,,,63.5,,65.0,,79.4,31.6,,53.9,87.8,0.2,,154.0,,,,,,,104.0,19.7,71.0,,70.7,,22.0,-43.0,,,,,20.5,,22.0,,36.4,-11.4,,10.9,44.8,-42.8,,111.0,,,,,,,61.0,-23.3,,True,,True,True,,,,,True,,True,,True,True,,True,True,True,,False,,,,,,,True,True
28015,110,345.0,,346.1,,58.0,0.0,,,,,47.6,,41.0,,24.1,24.5,,367.8,58.2,51.9,,306.0,,,,,,,102.0,311.9,235.0,,236.1,,-52.0,-110.0,,,,,-62.4,,-69.0,,-85.9,-85.5,,257.8,-51.8,-58.1,,196.0,,,,,,,-8.0,201.9,,False,,True,True,,,,,True,,True,,True,True,,False,True,True,,True,,,,,,,True,True
28017,90,132.0,,139.0,,70.0,62.0,,,,,86.1,,70.0,,166.7,44.5,,47.5,115.4,39.2,,191.0,,,,,,,209.0,48.2,42.0,,49.0,,-20.0,-28.0,,,,,-3.9,,-20.0,,76.7,-45.5,,-42.5,25.4,-50.8,,101.0,,,,,,,119.0,-41.8,,False,,True,True,,,,,True,,True,,False,False,,False,True,False,,False,,,,,,,False,True
28019,27,21.0,,19.5,,12.0,0.0,,,,,29.2,,31.0,,12.6,8.0,,3.4,18.5,0.0,,31.0,,,,,,,17.0,14.8,-6.0,,-7.5,,-15.0,-27.0,,,,,2.2,,4.0,,-14.4,-19.0,,-23.6,-8.5,-27.0,,4.0,,,,,,,-10.0,-12.2,,False,,False,False,,,,,True,,True,,False,False,,False,False,False,,True,,,,,,,False,False
28021,21,36.0,,47.5,,26.0,0.0,,,,,54.6,,26.0,,55.1,17.2,,5.4,40.2,0.0,,,,,,,,,4.0,35.6,15.0,,26.5,,5.0,-21.0,,,,,33.6,,5.0,,34.1,-3.8,,-15.6,19.2,-21.0,,,,,,,,,-17.0,14.6,,False,,True,False,,,,,False,,True,,False,True,,False,False,False,,,,,,,,,False,True
28023,105,156.0,,168.4,,87.0,87.0,,,,,225.3,,48.0,,178.3,56.0,,69.0,98.4,55.2,,172.0,,,,,,,124.0,89.0,51.0,,63.4,,-18.0,-18.0,,,,,120.3,,-57.0,,73.3,-49.0,,-36.0,-6.6,-49.8,,67.0,,,,,,,19.0,-16.0,,False,,True,True,,,,,False,,False,,False,True,,True,True,True,,False,,,,,,,True,True
28025,91,105.0,,106.8,,55.0,42.0,,,,,100.9,,55.0,,76.8,36.4,,29.5,79.8,0.2,,134.0,,,,,,,89.0,62.5,14.0,,15.8,,-36.0,-49.0,,,,,9.9,,-36.0,,-14.2,-54.6,,-61.5,-11.2,-90.8,,43.0,,,,,,,-2.0,-28.5,,False,,False,False,,,,,True,,False,,False,False,,False,True,False,,False,,,,,,,True,False
28027,80,63.0,,67.0,,55.0,37.0,,,,,186.6,,159.0,,54.1,31.0,,14.7,57.3,0.1,,55.0,,,,61.0,,,32.0,10.5,-17.0,,-13.0,,-25.0,-43.0,,,,,106.6,,79.0,,-25.9,-49.0,,-65.3,-22.7,-79.9,,-25.0,,,,-19.0,,,-48.0,-69.5,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,,,False,,,False,False
28029,109,156.0,,153.9,,117.0,171.0,,,,,130.3,,108.0,,132.3,63.3,,58.4,119.7,0.7,,193.0,,,,106.9,,,127.0,46.5,47.0,,44.9,,8.0,62.0,,,,,21.3,,-1.0,,23.3,-45.7,,-50.6,10.7,-108.3,,84.0,,,,-2.1,,,18.0,-62.5,,True,,True,False,,,,,True,,True,,True,True,,False,True,False,,False,,,,True,,,True,False
28031,143,93.0,,93.2,,68.0,43.0,,,,,108.0,,68.0,,96.1,53.0,,41.6,84.3,0.1,,132.0,,,,,,,84.0,96.2,-50.0,,-49.8,,-75.0,-100.0,,,,,-35.0,,-75.0,,-46.9,-90.0,,-101.4,-58.7,-142.9,,-11.0,,,,,,,-59.0,-46.8,,True,,False,False,,,,,True,,False,,True,False,,False,False,False,,True,,,,,,,False,True
28033,1557,1284.0,,1308.3,,928.0,1795.0,,,,,1013.3,,825.0,,909.1,368.6,,977.1,1245.7,83.6,,1842.0,,,,810.5,840.0,,1564.0,553.0,-273.0,,-248.7,,-629.0,238.0,,,,,-543.7,,-732.0,,-647.9,-1188.4,,-579.9,-311.3,-1473.4,,285.0,,,,-746.5,-717.0,,7.0,-1004.0,,True,,False,True,,,,,False,,False,,False,False,,False,False,False,,False,,,,False,False,,True,False
28035,344,342.0,,375.6,,249.0,218.0,,,,,485.1,,272.0,,405.6,153.0,,179.8,311.9,2.7,,407.0,,,,225.3,,,252.0,165.8,-2.0,,31.6,,-95.0,-126.0,,,,,141.1,,-72.0,,61.6,-191.0,,-164.2,-32.1,-341.3,,63.0,,,,-118.7,,,-92.0,-178.2,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,,,False,,,False,False
28037,33,51.0,,53.0,,19.0,0.0,,,,,36.4,,40.0,,17.1,11.0,,15.6,41.2,0.0,,51.0,,,,,,,69.0,23.3,18.0,,20.0,,-14.0,-33.0,,,,,3.4,,7.0,,-15.9,-22.0,,-17.4,8.2,-33.0,,18.0,,,,,,,36.0,-9.7,,False,,True,False,,,,,True,,True,,True,False,,True,True,False,,False,,,,,,,False,True
28039,160,195.0,,195.4,,96.0,0.0,,,,,122.1,,96.0,,202.0,57.1,,62.5,121.4,0.1,,279.0,,,,,,,133.0,49.5,35.0,,35.4,,-64.0,-160.0,,,,,-37.9,,-64.0,,42.0,-102.9,,-97.5,-38.6,-159.9,,119.0,,,,,,,-27.0,-110.5,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,,,,,,True,False
