,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
01021,625,672.0,,,,264.0,,902.3,,150.3,294.0,,,47.0,,,,-361.0,,277.3,,-474.7,-331.0,,,,,,False,,False,,False,False,,
01023,72,32.0,,,,52.0,,278.9,,6.2,,,,-40.0,,,,-20.0,,206.9,,-65.8,,,,,,,True,,False,,False,,,
01025,416,64.0,,,,201.0,,292.6,,19.3,,,,-352.0,,,,-215.0,,-123.4,,-396.7,,,,,,,True,,True,,False,,,
01027,345,232.0,,,,55.0,,491.0,,78.7,,,,-113.0,,,,-290.0,,146.0,,-266.4,,,,,,,False,,False,,False,,,
01029,290,296.0,,,,81.0,,756.9,,140.3,,,,6.0,,,,-209.0,,466.9,,-149.7,,,,,,,False,,False,,False,,,
01031,780,544.0,,,,421.0,,506.5,,45.0,,,,-236.0,,,,-359.0,,-273.5,,-735.0,,,,,,,False,,False,,False,,,
01033,926,264.0,,,,385.0,,483.7,,12.7,312.7,,,-662.0,,,,-541.0,,-442.3,,-913.3,-613.3,,,,,,True,,True,,False,True,,
01035,97,72.0,,,,67.0,,51.5,0.0,9.8,,,,-25.0,,,,-30.0,,-45.5,-97.0,-87.2,,,,,,,False,,False,False,False,,,
01037,79,40.0,,,,65.0,,31.9,11.1,159.7,,,,-39.0,,,,-14.0,,-47.1,-67.9,80.7,,,,,,,True,,False,False,False,,,
01039,715,184.0,,,,185.0,,367.6,46.5,85.0,,,,-531.0,,,,-530.0,,-347.4,-668.5,-630.0,,,,,,,True,,True,False,False,,,
01041,137,144.0,,,,144.0,,312.5,0.0,1.5,,,,7.0,,,,7.0,,175.5,-137.0,-135.5,,,,,,,False,,False,False,False,,,
01043,1461,416.0,,,,592.0,,615.3,179.8,6.7,304.1,,,-1045.0,,,,-869.0,,-845.7,-1281.2,-1454.3,-1156.9,,,,,,True,,True,False,False,False,,
01045,813,504.0,,,,331.0,,489.2,187.1,42.1,268.3,,,-309.0,,,,-482.0,,-323.8,-625.9,-770.9,-544.7,,,,,,False,,False,False,False,False,,
01047,285,272.0,,,,181.0,,440.1,1.3,112.8,196.4,,,-13.0,,,,-104.0,,155.1,-283.7,-172.2,-88.6,,,,,,False,,False,False,False,False,,
01049,1621,304.0,,,,476.0,,562.9,84.6,117.7,321.9,,,-1317.0,,,,-1145.0,,-1058.1,-1536.4,-1503.3,-1299.1,,,,,,True,,True,False,False,True,,
01051,1043,744.0,,,,425.0,,833.5,185.5,439.1,545.0,,,-299.0,,,,-618.0,,-209.5,-857.5,-603.9,-498.0,,,,,,False,,True,False,False,False,,
01053,320,344.0,,,,307.0,,502.0,0.5,71.3,155.3,,,24.0,,,,-13.0,,182.0,-319.5,-248.7,-164.7,,,,,,True,,False,False,False,False,,
01055,1732,864.0,,,,656.0,,913.0,317.6,370.2,518.8,,,-868.0,,,,-1076.0,,-819.0,-1414.4,-1361.8,-1213.2,,,,,,False,,True,False,False,False,,
01057,252,240.0,,,,80.0,,445.3,83.0,140.8,,,,-12.0,,,,-172.0,,193.3,-169.0,-111.2,,,,,,,False,,False,False,False,,,
01059,574,400.0,,,,330.0,,457.4,15.9,134.5,246.4,,,-174.0,,,,-244.0,,-116.6,-558.1,-439.5,-327.6,,,,,,False,,True,False,False,False,,
01061,529,128.0,,,,167.0,,307.4,140.1,58.1,,,,-401.0,,,,-362.0,,-221.6,-388.9,-470.9,,,,,,,True,,True,True,False,,,
01063,64,0.0,,,,30.0,,32.1,0.0,15.9,,,,-64.0,,,,-34.0,,-31.9,-64.0,-48.1,,,,,,,True,,True,True,True,,,
01065,223,120.0,,,,99.0,,292.8,1.2,2.4,,,,-103.0,,,,-124.0,,69.8,-221.8,-220.6,,,,,,,False,,True,False,False,,,
01067,342,120.0,,,,91.0,,274.3,57.9,52.3,,,,-222.0,,,,-251.0,,-67.7,-284.1,-289.7,,,,,,,False,,True,False,False,,,
01069,2025,696.0,,,,636.0,,677.8,477.3,160.9,741.2,,,-1329.0,,,,-1389.0,,-1347.2,-1547.7,-1864.1,-1283.8,,,,,,False,,False,False,False,True,,
01071,1087,328.0,,,,305.0,,507.5,175.8,57.1,183.1,,,-759.0,,,,-782.0,,-579.5,-911.2,-1029.9,-903.9,,,,,,False,,True,False,False,False,,
01073,7825,6328.0,,,,3387.0,,4483.1,875.7,1495.6,3514.1,,,-1497.0,,,,-4438.0,,-3341.9,-6949.3,-6329.4,-4310.9,,,,,,False,,False,False,False,False,,
01075,246,72.0,,,,84.0,,266.7,32.1,1.6,,,,-174.0,,,,-162.0,,20.7,-213.9,-244.4,,,,,,,True,,True,False,False,,,
01077,1381,408.0,,,,670.0,,556.3,262.1,228.6,190.8,,,-973.0,,,,-711.0,,-824.7,-1118.9,-1152.5,-1190.2,,,,,,True,,True,False,False,False,,
01079,435,224.0,,,,174.0,,542.0,130.8,76.2,,,,-211.0,,,,-261.0,,107.0,-304.2,-358.8,,,,,,,False,,True,False,False,,,
01081,1484,1016.0,,,,1348.0,,1202.6,452.2,11.1,440.2,,,-468.0,,,,-136.0,,-281.4,-1031.8,-1472.9,-1043.8,,,,,,True,,True,False,False,False,,
01083,1465,624.0,,,,628.0,,732.5,295.8,229.1,337.6,,,-841.0,,,,-837.0,,-732.5,-1169.2,-1235.9,-1127.4,,,,,,True,,True,False,False,False,,
01085,115,8.0,,,,76.0,,35.8,0.3,9.1,,,,-107.0,,,,-39.0,,-79.2,-114.7,-105.9,,,,,,,True,,True,False,True,,,
01087,147,88.0,,,,56.0,,635.9,0.0,31.6,,,,-59.0,,,,-91.0,,488.9,-147.0,-115.4,,,,,,,False,,False,False,False,,,
01089,3406,1968.0,,,,2151.0,,2085.8,639.2,84.3,814.5,,,-1438.0,,,,-1255.0,,-1320.2,-2766.8,-3321.7,-2591.5,,,,,,True,,True,False,False,False,,
01091,419,104.0,,,,119.0,,329.0,0.3,43.4,,,,-315.0,,,,-300.0,,-90.0,-418.7,-375.6,,,,,,,True,,True,False,False,,,
01093,351,392.0,,,,154.0,,523.5,73.1,35.2,,,,41.0,,,,-197.0,,172.5,-277.9,-315.8,,,,,,,False,,False,False,False,,,
01095,1177,352.0,,,,744.0,,523.8,17.3,33.7,448.9,,,-825.0,,,,-433.0,,-653.2,-1159.7,-1143.3,-728.1,,,,,,True,,True,False,False,True,,
01097,5041,1832.0,,,,2262.0,,1859.4,822.6,104.4,3446.0,,,-3209.0,,,,-2779.0,,-3181.6,-4218.4,-4936.6,-1595.0,,,,,,True,,True,False,False,True,,
01099,124,64.0,,,,113.0,,247.4,17.4,3.1,,,,-60.0,,,,-11.0,,123.4,-106.6,-120.9,,,,,,,True,,False,False,False,,,
01101,2778,1640.0,,,,1398.0,,1282.0,90.3,301.4,665.6,,,-1138.0,,,,-1380.0,,-1496.0,-2687.7,-2476.6,-2112.4,,,,,,False,,False,False,False,False,,
01103,1786,584.0,,,,728.0,,812.2,206.4,237.3,389.3,,,-1202.0,,,,-1058.0,,-973.8,-1579.6,-1548.7,-1396.7,,,,,,True,,True,False,False,False,,
01105,88,40.0,,,,35.0,,40.9,0.0,4.3,,,,-48.0,,,,-53.0,,-47.1,-88.0,-83.7,,,,,,,False,,True,False,False,,,
01107,390,160.0,,,,105.0,,339.5,1.2,41.5,,,,-230.0,,,,-285.0,,-50.5,-388.8,-348.5,,,,,,,False,,True,False,False,,,
01109,325,264.0,,,,519.0,,458.5,0.2,91.9,,,,-61.0,,,,194.0,,133.5,-324.8,-233.1,,,,,,,False,,False,False,False,,,
01111,326,88.0,,,,163.0,,367.0,41.1,34.4,,,,-238.0,,,,-163.0,,41.0,-284.9,-291.6,,,,,,,True,,True,False,False,,,
01113,371,120.0,,,,413.0,,430.2,42.9,41.2,178.0,,,-251.0,,,,42.0,,59.2,-328.1,-329.8,-193.0,,,,,,True,,True,False,False,True,,
01115,1388,768.0,,,,369.0,,1003.3,186.5,45.7,505.9,,,-620.0,,,,-1019.0,,-384.7,-1201.5,-1342.3,-882.1,,,,,,False,,True,False,False,False,,
01117,2988,2512.0,,,,900.0,,2150.4,514.6,251.5,779.6,,,-476.0,,,,-2088.0,,-837.6,-2473.4,-2736.5,-2208.4,,,,,,False,,False,False,False,False,,
01119,90,8.0,,,,66.0,,37.9,0.1,6.0,,,,-82.0,,,,-24.0,,-52.1,-89.9,-84.0,,,,,,,True,,True,False,False,,,
01121,1006,440.0,,,,364.0,,725.9,241.3,97.7,271.8,,,-566.0,,,,-642.0,,-280.1,-764.7,-908.3,-734.2,,,,,,False,,True,False,False,False,,
01123,383,96.0,,,,225.0,,345.3,31.3,26.2,,,,-287.0,,,,-158.0,,-37.7,-351.7,-356.8,,,,,,,True,,True,False,False,,,
01125,4576,1744.0,,,,1871.0,,1499.4,389.0,1452.7,981.5,,,-2832.0,,,,-2705.0,,-3076.6,-4187.0,-3123.3,-3594.5,,,,,,True,,False,False,False,False,,
01127,994,792.0,,,,363.0,,932.5,254.1,575.3,276.8,,,-202.0,,,,-631.0,,-61.5,-739.9,-418.7,-717.2,,,,,,False,,True,False,False,False,,
01129,278,56.0,,,,97.0,,282.3,0.0,7.4,,,,-222.0,,,,-181.0,,4.3,-278.0,-270.6,,,,,,,True,,True,False,False,,,
01131,67,40.0,,,,44.0,,43.3,0.2,10.2,,,,-27.0,,,,-23.0,,-23.7,-66.8,-56.8,,,,,,,True,,True,False,False,,,
01133,385,376.0,,,,140.0,,465.7,115.6,485.6,,,,-9.0,,,,-245.0,,80.7,-269.4,100.6,,,,,,,False,,False,False,False,,,
02013,9,0.0,,,,,,0.0,,0.0,,,,-9.0,,,,,,-9.0,,-9.0,,,,,,,,,True,,False,,,
02016,8,8.0,,,,,,6.1,,0.2,,,,0.0,,,,,,-1.9,,-7.8,,,,,,,,,False,,False,,,
02020,6229,2160.0,,,,,,2052.7,1446.0,806.6,850.1,,,-4069.0,,,,,,-4176.3,-4783.0,-5422.4,-5378.9,,,,,,,,False,False,False,False,,
02050,560,168.0,,,,,,109.1,,40.1,,,,-392.0,,,,,,-450.9,,-519.9,,,,,,,,,False,,False,,,
02060,0,0.0,,,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,True,,True,,,
02068,27,0.0,,,,,,5.8,,0.1,,,,-27.0,,,,,,-21.2,,-26.9,,,,,,,,,True,,True,,,
02070,39,8.0,,,,,,0.3,,2.2,,,,-31.0,,,,,,-38.7,,-36.8,,,,,,,,,False,,False,,,
02090,1594,1008.0,,,,,,1279.5,639.4,664.7,,,,-586.0,,,,,,-314.5,-954.6,-929.3,,,,,,,,,True,False,False,,,
02100,7,0.0,,,,,,1.5,,0.0,,,,-7.0,,,,,,-5.5,,-7.0,,,,,,,,,True,,False,,,
02105,0,0.0,,,,,,1.7,,0.0,,,,0.0,,,,,,1.7,,0.0,,,,,,,,,False,,True,,,
02110,336,344.0,,,,,,498.6,3.0,371.9,,,,8.0,,,,,,162.6,-333.0,35.9,,,,,,,,,False,False,False,,,
02122,694,56.0,,,,,,326.9,350.3,4.6,,,,-638.0,,,,,,-367.1,-343.7,-689.4,,,,,,,,,True,True,False,,,
02130,52,8.0,,,,,,0.1,,0.0,,,,-44.0,,,,,,-51.9,,-52.0,,,,,,,,,False,,False,,,
02150,74,16.0,,,,,,22.2,,5.2,,,,-58.0,,,,,,-51.8,,-68.8,,,,,,,,,True,,False,,,
02158,309,8.0,,,,,,10.0,,6.4,,,,-301.0,,,,,,-299.0,,-302.6,,,,,,,,,True,,False,,,
02164,31,0.0,,,,,,1.3,,0.0,,,,-31.0,,,,,,-29.7,,-31.0,,,,,,,,,True,,False,,,
02170,1350,216.0,,,,,,413.0,683.9,171.8,,,,-1134.0,,,,,,-937.0,-666.1,-1178.2,,,,,,,,,True,True,False,,,
02180,98,48.0,,,,,,28.9,,4.7,,,,-50.0,,,,,,-69.1,,-93.3,,,,,,,,,False,,False,,,
02185,243,96.0,,,,,,232.7,,27.0,,,,-147.0,,,,,,-10.3,,-216.0,,,,,,,,,True,,False,,,
02188,208,24.0,,,,,,25.6,,11.3,,,,-184.0,,,,,,-182.4,,-196.7,,,,,,,,,True,,False,,,
02195,9,0.0,,,,,,1.4,,0.0,,,,-9.0,,,,,,-7.6,,-9.0,,,,,,,,,True,,False,,,
02198,8,16.0,,,,,,19.5,,5.2,,,,8.0,,,,,,11.5,,-2.8,,,,,,,,,False,,True,,,
02220,41,16.0,,,,,,8.8,,3.8,,,,-25.0,,,,,,-32.2,,-37.2,,,,,,,,,False,,False,,,
02230,8,0.0,,,,,,0.0,,0.0,,,,-8.0,,,,,,-8.0,,-8.0,,,,,,,,,False,,False,,,
02240,66,16.0,,,,,,15.3,,2.3,,,,-50.0,,,,,,-50.7,,-63.7,,,,,,,,,False,,False,,,
02261,69,0.0,,,,,,15.1,,19.1,,,,-69.0,,,,,,-53.9,,-49.9,,,,,,,,,True,,True,,,
02275,1,0.0,,,,,,2.5,,0.2,,,,-1.0,,,,,,1.5,,-0.8,,,,,,,,,False,,True,,,
02282,13,8.0,,,,,,4.3,,0.8,,,,-5.0,,,,,,-8.7,,-12.2,,,,,,,,,False,,False,,,
02290,51,16.0,,,,,,18.5,,0.2,,,,-35.0,,,,,,-32.5,,-50.8,,,,,,,,,True,,False,,,
04001,754,200.0,,,,610.0,,60.5,4.8,12.5,287.8,,,-554.0,,,,-144.0,,-693.5,-749.2,-741.5,-466.2,,,,,,True,,False,False,False,True,,
04003,525,144.0,,,,331.0,,499.8,253.7,10.0,115.9,,,-381.0,,,,-194.0,,-25.2,-271.3,-515.0,-409.1,,,,,,True,,True,True,False,False,,
04005,2307,792.0,,,,1283.0,,430.3,25.4,4870.5,416.4,,,-1515.0,,,,-1024.0,,-1876.7,-2281.6,2563.5,-1890.6,,,,,,True,,False,False,False,False,,
04007,978,312.0,,,,89.0,,495.0,0.8,17.7,161.3,,,-666.0,,,,-889.0,,-483.0,-977.2,-960.4,-816.7,,,,,,False,,True,False,False,False,,
04009,635,136.0,,,,172.0,,371.0,0.0,58.2,,,,-499.0,,,,-463.0,,-264.0,-635.0,-576.8,,,,,,,True,,True,False,False,,,
04011,56,8.0,,,,25.0,,3.2,,2.0,,,,-48.0,,,,-31.0,,-52.8,,-54.0,,,,,,,True,,False,,False,,,
04012,117,64.0,,,,52.0,,1014.1,0.0,4.9,,,,-53.0,,,,-65.0,,897.1,-117.0,-112.1,,,,,,,False,,False,False,False,,,
04013,28410,11488.0,,,,11776.0,,7192.1,1666.1,1524.9,5952.4,,,-16922.0,,,,-16634.0,,-21217.9,-26743.9,-26885.1,-22457.6,,,,,,True,,False,False,False,False,,
04015,940,320.0,,,,869.0,,829.4,319.7,147.6,275.1,,,-620.0,,,,-71.0,,-110.6,-620.3,-792.4,-664.9,,,,,,True,,True,False,False,False,,
04017,1151,264.0,,,,753.0,,340.9,12.6,77.3,245.5,,,-887.0,,,,-398.0,,-810.1,-1138.4,-1073.7,-905.5,,,,,,True,,True,False,False,False,,
04019,7709,4184.0,,,,3458.0,,3349.8,2653.7,874.7,1750.4,,,-3525.0,,,,-4251.0,,-4359.2,-5055.3,-6834.3,-5958.6,,,,,,False,,False,False,False,False,,
04021,2598,1848.0,,,,1167.0,,2405.9,509.0,541.8,1120.3,,,-750.0,,,,-1431.0,,-192.1,-2089.0,-2056.2,-1477.7,,,,,,False,,True,False,False,False,,
04023,333,88.0,,,,176.0,,322.9,1.8,16.2,69.8,,,-245.0,,,,-157.0,,-10.1,-331.2,-316.8,-263.2,,,,,,True,,True,False,False,False,,
04025,858,512.0,,,,690.0,,691.0,513.3,409.7,263.8,,,-346.0,,,,-168.0,,-167.0,-344.7,-448.3,-594.2,,,,,,True,,True,True,False,False,,
04027,2000,536.0,,,,986.0,,577.9,12.6,70.3,2710.1,,,-1464.0,,,,-1014.0,,-1422.1,-1987.4,-1929.7,710.1,,,,,,True,,True,False,False,True,,
05001,461,136.0,,,,206.0,,526.8,21.8,92.0,,,,-325.0,,,,-255.0,,65.8,-439.2,-369.0,,,,,,,True,,True,False,False,,,
05003,219,72.0,,,,115.0,,370.1,0.1,0.8,,,,-147.0,,,,-104.0,,151.1,-218.9,-218.2,,,,,,,True,,False,False,False,,,
05005,707,416.0,,,,211.0,,671.7,393.9,354.6,,,,-291.0,,,,-496.0,,-35.3,-313.1,-352.4,,,,,,,False,,True,False,False,,,
05007,3598,1864.0,,,,3762.0,,1848.1,362.4,547.1,737.3,,,-1734.0,,,,164.0,,-1749.9,-3235.6,-3050.9,-2860.7,,,,,,True,,False,False,False,False,,
05009,714,672.0,,,,490.0,,1149.9,357.4,218.3,,,,-42.0,,,,-224.0,,435.9,-356.6,-495.7,,,,,,,False,,False,False,False,,,
05011,63,136.0,,,,98.0,,100.8,0.0,24.7,,,,73.0,,,,35.0,,37.8,-63.0,-38.3,,,,,,,True,,True,True,True,,,
05013,48,40.0,,,,20.0,,23.8,,0.1,,,,-8.0,,,,-28.0,,-24.2,,-47.9,,,,,,,False,,False,,False,,,
05015,550,456.0,,,,397.0,,819.3,173.8,195.9,,,,-94.0,,,,-153.0,,269.3,-376.2,-354.1,,,,,,,False,,False,False,False,,,
05017,86,56.0,,,,121.0,,40.7,0.7,11.6,,,,-30.0,,,,35.0,,-45.3,-85.3,-74.4,,,,,,,False,,False,False,False,,,
05019,320,160.0,,,,195.0,,1360.5,121.9,22.9,,,,-160.0,,,,-125.0,,1040.5,-198.1,-297.1,,,,,,,True,,False,False,False,,,
05021,339,208.0,,,,171.0,,1033.5,72.1,52.9,,,,-131.0,,,,-168.0,,694.5,-266.9,-286.1,,,,,,,False,,False,False,False,,,
05023,252,232.0,,,,211.0,,476.2,85.0,2.2,,,,-20.0,,,,-41.0,,224.2,-167.0,-249.8,,,,,,,False,,False,False,False,,,
05025,124,128.0,,,,37.0,,79.5,4.3,11.6,,,,4.0,,,,-87.0,,-44.5,-119.7,-112.4,,,,,,,False,,False,False,False,,,
05027,461,176.0,,,,118.0,,514.9,0.0,27.3,,,,-285.0,,,,-343.0,,53.9,-461.0,-433.7,,,,,,,False,,True,False,False,,,
05029,171,120.0,,,,366.0,,777.9,149.6,13.3,,,,-51.0,,,,195.0,,606.9,-21.4,-157.7,,,,,,,False,,False,True,False,,,
05031,3115,2520.0,,,,2152.0,,2559.1,928.7,707.8,1366.0,,,-595.0,,,,-963.0,,-555.9,-2186.3,-2407.2,-1749.0,,,,,,False,,True,False,False,False,,
05033,1279,856.0,,,,925.0,,1310.6,438.9,358.1,,,,-423.0,,,,-354.0,,31.6,-840.1,-920.9,,,,,,,True,,True,False,False,,,
05035,889,768.0,,,,679.0,,1850.3,8.4,152.8,597.1,,,-121.0,,,,-210.0,,961.3,-880.6,-736.2,-291.9,,,,,,False,,False,False,False,False,,
05037,284,464.0,,,,241.0,,906.2,118.7,182.8,,,,180.0,,,,-43.0,,622.2,-165.3,-101.2,,,,,,,True,,False,True,True,,,
05039,48,144.0,,,,34.0,,110.5,0.0,1.6,,,,96.0,,,,-14.0,,62.5,-48.0,-46.4,,,,,,,True,,True,True,True,,,
05041,196,64.0,,,,102.0,,57.8,0.0,32.0,,,,-132.0,,,,-94.0,,-138.2,-196.0,-164.0,,,,,,,True,,False,False,False,,,
05043,141,176.0,,,,190.0,,400.2,0.0,7.6,,,,35.0,,,,49.0,,259.2,-141.0,-133.4,,,,,,,False,,False,False,False,,,
05045,1757,1536.0,,,,1748.0,,1233.4,600.0,332.7,772.0,,,-221.0,,,,-9.0,,-523.6,-1157.0,-1424.3,-985.0,,,,,,True,,False,False,False,False,,
05047,414,208.0,,,,231.0,,930.9,106.8,138.1,,,,-206.0,,,,-183.0,,516.9,-307.2,-275.9,,,,,,,True,,False,False,False,,,
05049,284,112.0,,,,62.0,,195.6,,48.9,,,,-172.0,,,,-222.0,,-88.4,,-235.1,,,,,,,False,,True,,False,,,
05051,1208,872.0,,,,1178.0,,991.7,628.8,417.6,577.0,,,-336.0,,,,-30.0,,-216.3,-579.2,-790.4,-631.0,,,,,,True,,True,False,False,False,,
05053,188,152.0,,,,77.0,,138.2,137.4,46.0,,,,-36.0,,,,-111.0,,-49.8,-50.6,-142.0,,,,,,,False,,False,False,False,,,
05055,1193,424.0,,,,537.0,,685.0,228.2,19.8,,,,-769.0,,,,-656.0,,-508.0,-964.8,-1173.2,,,,,,,True,,True,False,False,,,
05057,321,72.0,,,,102.0,,955.6,0.0,19.8,,,,-249.0,,,,-219.0,,634.6,-321.0,-301.2,,,,,,,True,,False,False,False,,,
05059,606,328.0,,,,276.0,,657.4,6.7,117.2,119.1,,,-278.0,,,,-330.0,,51.4,-599.3,-488.8,-486.9,,,,,,False,,True,False,False,False,,
05061,229,104.0,,,,162.0,,447.1,0.8,57.3,,,,-125.0,,,,-67.0,,218.1,-228.2,-171.7,,,,,,,True,,False,False,False,,,
05063,694,792.0,,,,568.0,,708.5,157.6,52.3,,,,98.0,,,,-126.0,,14.5,-536.4,-641.7,,,,,,,False,,True,False,False,,,
05065,668,152.0,,,,118.0,,112.7,43.1,38.4,,,,-516.0,,,,-550.0,,-555.3,-624.9,-629.6,,,,,,,False,,False,False,False,,,
05067,740,392.0,,,,251.0,,945.1,76.2,106.9,,,,-348.0,,,,-489.0,,205.1,-663.8,-633.1,,,,,,,False,,True,False,False,,,
05069,2050,1872.0,,,,663.0,,1856.9,771.2,3146.3,1407.2,,,-178.0,,,,-1387.0,,-193.1,-1278.8,1096.3,-642.8,,,,,,False,,False,False,False,False,,
05071,290,176.0,,,,547.0,,724.2,3.0,41.4,,,,-114.0,,,,257.0,,434.2,-287.0,-248.6,,,,,,,False,,False,False,False,,,
05073,140,48.0,,,,32.0,,54.4,,19.6,,,,-92.0,,,,-108.0,,-85.6,,-120.4,,,,,,,False,,True,,False,,,
05075,634,368.0,,,,159.0,,177.6,68.2,331.4,,,,-266.0,,,,-475.0,,-456.4,-565.8,-302.6,,,,,,,False,,False,False,False,,,
05077,98,88.0,,,,100.0,,39.1,1.4,84.0,114.9,,,-10.0,,,,2.0,,-58.9,-96.6,-14.0,16.9,,,,,,True,,False,False,False,False,,
05079,580,168.0,,,,236.0,,360.7,1.5,446.0,521.0,,,-412.0,,,,-344.0,,-219.3,-578.5,-134.0,-59.0,,,,,,True,,True,False,True,True,,
05081,192,184.0,,,,52.0,,158.5,0.0,10.8,,,,-8.0,,,,-140.0,,-33.5,-192.0,-181.2,,,,,,,False,,False,False,False,,,
05083,268,104.0,,,,318.0,,363.2,8.2,15.0,,,,-164.0,,,,50.0,,95.2,-259.8,-253.0,,,,,,,True,,True,False,False,,,
05085,1131,1144.0,,,,659.0,,1218.4,549.7,102.9,,,,13.0,,,,-472.0,,87.4,-581.3,-1028.1,,,,,,,False,,False,False,False,,,
05087,152,88.0,,,,231.0,,579.0,41.3,53.0,,,,-64.0,,,,79.0,,427.0,-110.7,-99.0,,,,,,,False,,False,False,False,,,
05089,156,72.0,,,,82.0,,106.3,,29.6,,,,-84.0,,,,-74.0,,-49.7,,-126.4,,,,,,,True,,True,,False,,,
05091,1065,528.0,,,,288.0,,1308.7,120.5,73.2,,,,-537.0,,,,-777.0,,243.7,-944.5,-991.8,,,,,,,False,,True,False,False,,,
05093,1108,688.0,,,,755.0,,1354.6,4.7,77.7,367.1,,,-420.0,,,,-353.0,,246.6,-1103.3,-1030.3,-740.9,,,,,,True,,True,False,False,False,,
05095,147,16.0,,,,71.0,,36.5,0.0,8.8,,,,-131.0,,,,-76.0,,-110.5,-147.0,-138.2,,,,,,,True,,True,False,False,,,
05097,78,24.0,,,,93.0,,61.7,52.5,3.1,,,,-54.0,,,,15.0,,-16.3,-25.5,-74.9,,,,,,,True,,True,True,False,,,
05099,185,88.0,,,,37.0,,58.0,6.0,9.4,,,,-97.0,,,,-148.0,,-127.0,-179.0,-175.6,,,,,,,False,,False,False,False,,,
05101,172,272.0,,,,90.0,,259.7,0.5,18.5,,,,100.0,,,,-82.0,,87.7,-171.5,-153.5,,,,,,,True,,True,False,False,,,
05103,223,296.0,,,,72.0,,710.9,158.3,53.1,,,,73.0,,,,-151.0,,487.9,-64.7,-169.9,,,,,,,False,,False,True,False,,,
05105,103,72.0,,,,60.0,,49.6,,9.5,,,,-31.0,,,,-43.0,,-53.4,,-93.5,,,,,,,False,,False,,False,,,
