,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,YYG-ParamSearch,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,error-YYG-ParamSearch,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR,beat_baseline-YYG-ParamSearch
North Dakota,155,88.9,108.4,92.9,121.0,,84.8,107.2,-66.1,-46.6,-62.1,-34.0,,-70.2,-47.8,True,True,True,,False,True
Ohio,4256,3832.1,4100.4,4443.8,3356.0,,3970.8,4097.0,-423.9,-155.6,187.8,-900.0,,-285.2,-159.0,True,True,False,,True,True
Oklahoma,850,513.1,964.4,511.5,554.0,,502.0,594.5,-336.9,114.4,-338.5,-296.0,,-348.0,-255.5,True,False,True,,False,True
Oregon,480,330.1,472.2,322.2,407.0,,297.3,415.7,-149.9,-7.8,-157.8,-73.0,,-182.7,-64.3,True,False,True,,False,True
Pennsylvania,7750,8055.0,7703.2,8486.7,7684.0,,7674.3,8172.3,305.0,-46.8,736.7,-66.0,,-75.7,422.3,True,False,True,,True,False
Rhode Island,1069,1252.3,1081.2,1181.2,1246.0,,1100.4,1152.4,203.3,32.2,132.2,197.0,,51.4,103.4,True,True,True,,True,True
South Carolina,2877,1741.1,2625.3,2196.9,2303.0,,1496.6,2038.9,-1135.9,-251.7,-680.1,-574.0,,-1380.4,-838.1,True,True,True,,False,True
South Dakota,173,150.1,146.0,182.3,132.0,,112.2,177.2,-22.9,-27.0,9.3,-41.0,,-60.8,4.2,False,True,False,,False,True
Tennessee,1862,1185.3,1730.2,1321.8,1795.0,,1039.6,1603.3,-676.7,-131.8,-540.2,-67.0,,-822.4,-258.7,True,True,True,,False,True
Texas,13681,4629.7,10277.9,6857.7,7816.0,6300.0,4292.2,6023.2,-8580.3,-2932.1,-6352.3,-5394.0,-6910.0,-8917.8,-7186.8,True,True,True,True,False,True
Utah,420,334.6,711.2,292.8,449.0,,335.7,409.4,-85.4,291.2,-127.2,29.0,,-84.3,-10.6,False,False,True,,True,True
Vermont,58,56.0,59.9,58.6,56.0,,58.3,66.4,-2.0,1.9,0.6,-2.0,,0.3,8.4,True,True,False,,True,False
Virginia,2677,2924.7,2152.9,3134.0,2426.0,,2179.0,2567.2,247.7,-524.1,457.0,-251.0,,-498.0,-109.8,False,False,False,,False,True
Washington,1942,1793.0,1874.0,1764.8,1431.0,,1610.9,1823.4,-166.0,-85.0,-194.2,-528.0,,-348.1,-135.6,True,False,False,,False,True
West Virginia,246,102.9,150.1,112.1,105.0,,121.6,113.6,-143.1,-95.9,-133.9,-141.0,,-124.4,-132.4,True,True,True,,True,True
Wisconsin,1218,964.3,1190.0,1146.4,1130.0,,1064.6,1219.9,-220.7,5.0,-38.6,-55.0,,-120.4,34.9,True,True,True,,True,True
Wyoming,42,20.0,70.9,18.4,24.0,,27.5,27.5,-22.0,28.9,-23.6,-18.0,,-14.5,-14.5,False,False,True,,True,True
US,188698,161717.6,186196.3,168265.6,179049.0,142189.0,154200.7,169691.7,-26435.4,-1956.7,-19887.4,-9104.0,-45964.0,-33952.3,-18461.3,True,True,True,False,False,True
