,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
01021,337,352.0,,360.8,,279.0,349.0,217.0,,,,,318.2,,236.6,,,693.0,128.9,,329.4,256.0,,205.5,239.7,,,,281.0,658.5,,,,,,238.6,,,,284.7,432.0,15.0,,23.8,,-58.0,12.0,-120.0,,,,,-18.8,,-100.4,,,356.0,-208.1,,-7.6,-81.0,,-131.5,-97.3,,,,-56.0,321.5,,,,,,-98.4,,,,-52.3,95.0,,False,,False,True,False,,,,,False,,False,,,False,False,,True,False,,False,False,,,,False,False,,,,,,False,,,,False,False
01023,20,44.0,,42.6,,45.0,66.0,30.0,,,,,50.1,,14.1,,,183.0,21.2,,44.9,,,59.0,49.2,,,,38.0,,,,,,,,,,,42.0,106.1,24.0,,22.6,,25.0,46.0,10.0,,,,,30.1,,-5.9,,,163.0,1.2,,24.9,,,39.0,29.2,,,,18.0,,,,,,,,,,,22.0,86.1,,True,,False,False,True,,,,,False,,True,,,False,True,,False,,,False,False,,,,True,,,,,,,,,,,True,False
01025,254,808.0,,807.5,,775.0,755.0,878.0,,,,,394.2,,198.3,,,355.0,826.6,,373.6,,,848.0,657.4,,,,431.0,620.3,,,,,,439.7,,,,801.1,1077.6,554.0,,553.5,,521.0,501.0,624.0,,,,,140.2,,-55.7,,,101.0,572.6,,119.6,,,594.0,403.4,,,,177.0,366.3,,,,,,185.7,,,,547.1,823.6,,True,,True,True,False,,,,,True,,True,,,True,False,,True,,,False,True,,,,True,True,,,,,,True,,,,True,False
01027,115,104.0,,113.3,,113.0,112.0,90.0,,,,,109.2,,69.3,,,202.0,154.0,,75.1,,,62.0,72.3,,,,93.0,218.1,,,,,,,,,,108.4,137.9,-11.0,,-1.7,,-2.0,-3.0,-25.0,,,,,-5.8,,-45.7,,,87.0,39.0,,-39.9,,,-53.0,-42.7,,,,-22.0,103.1,,,,,,,,,,-6.6,22.9,,True,,True,True,False,,,,,True,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,,,,True,False
01029,109,204.0,,179.8,,171.0,177.0,90.0,,,,,107.0,,91.4,,,241.0,152.3,,114.6,,,203.0,171.4,,,,130.0,237.5,,,,,,,,,,205.1,175.2,95.0,,70.8,,62.0,68.0,-19.0,,,,,-2.0,,-17.6,,,132.0,43.3,,5.6,,,94.0,62.4,,,,21.0,128.5,,,,,,,,,,96.1,66.2,,True,,True,True,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,True,False,,,,,,,,,,False,True
01031,382,1000.0,,1054.0,,773.0,858.0,730.0,,,,,501.1,,402.9,,,749.0,460.1,,576.2,477.5,,986.5,772.8,,,,672.0,884.7,,,,,,675.1,,,,1012.4,976.2,618.0,,672.0,,391.0,476.0,348.0,,,,,119.1,,20.9,,,367.0,78.1,,194.2,95.5,,604.5,390.8,,,,290.0,502.7,,,,,,293.1,,,,630.4,594.2,,False,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,,,,,,True,,,,False,True
01033,295,896.0,,899.5,,636.0,664.0,907.0,,,,,486.8,,425.6,,,918.0,454.4,,536.2,261.0,,596.0,551.1,,,,601.0,765.3,,,,,,576.9,,,,758.0,772.5,601.0,,604.5,,341.0,369.0,612.0,,,,,191.8,,130.6,,,623.0,159.4,,241.2,-34.0,,301.0,256.1,,,,306.0,470.3,,,,,,281.9,,,,463.0,477.5,,False,,True,True,False,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,True,,,,,,True,,,,True,True
01035,66,92.0,,93.9,,104.0,103.0,109.0,,,,,85.5,,59.0,,,148.0,151.5,,81.5,,,108.0,85.2,,,,78.0,128.4,,,,,,,,,,97.2,110.1,26.0,,27.9,,38.0,37.0,43.0,,,,,19.5,,-7.0,,,82.0,85.5,,15.5,,,42.0,19.2,,,,12.0,62.4,,,,,,,,,,31.2,44.1,,False,,False,False,False,,,,,True,,True,,,False,False,,True,,,False,True,,,,True,False,,,,,,,,,,False,False
01037,214,160.0,,144.5,,103.0,99.0,151.0,,,,,60.6,,43.5,,,128.0,96.8,,76.8,,,115.0,93.1,,,,72.0,88.4,,,,,,,,,,145.6,108.6,-54.0,,-69.5,,-111.0,-115.0,-63.0,,,,,-153.4,,-170.5,,,-86.0,-117.2,,-137.2,,,-99.0,-120.9,,,,-142.0,-125.6,,,,,,,,,,-68.4,-105.4,,False,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,,,,,,,,,,False,False
01039,428,588.0,,622.2,,490.0,507.0,838.0,,,,,334.9,,221.5,,,540.0,249.9,,379.8,182.0,,557.0,496.3,,,,393.0,432.2,,,,,,508.2,,,,522.2,574.0,160.0,,194.2,,62.0,79.0,410.0,,,,,-93.1,,-206.5,,,112.0,-178.1,,-48.2,-246.0,,129.0,68.3,,,,-35.0,4.2,,,,,,80.2,,,,94.2,146.0,,False,,True,True,False,,,,,True,,False,,,True,False,,True,False,,True,True,,,,True,True,,,,,,True,,,,True,True
01041,150,224.0,,323.2,,173.0,206.0,170.0,,,,,130.6,,95.9,,,187.0,71.7,,159.0,,,195.0,168.7,,,,144.0,143.3,,,,,,,,,,229.7,314.9,74.0,,173.2,,23.0,56.0,20.0,,,,,-19.4,,-54.1,,,37.0,-78.3,,9.0,,,45.0,18.7,,,,-6.0,-6.7,,,,,,,,,,79.7,164.9,,False,,True,True,True,,,,,True,,True,,,True,False,,True,,,True,True,,,,True,True,,,,,,,,,,False,False
01043,388,988.0,,1000.5,,778.0,862.0,856.0,,,,,641.3,,674.8,,,1624.0,538.1,,700.7,494.0,,855.5,742.3,,,,693.0,753.7,,,,,,1114.1,,,,626.0,1035.1,600.0,,612.5,,390.0,474.0,468.0,,,,,253.3,,286.8,,,1236.0,150.1,,312.7,106.0,,467.5,354.3,,,,305.0,365.7,,,,,,726.1,,,,238.0,647.1,,False,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,True,,,,,,False,,,,True,False
01045,376,660.0,,662.6,,540.0,595.0,559.0,,,,,424.4,,343.6,,,720.0,262.2,,430.6,330.5,,622.0,480.4,,,,450.0,486.4,,,,,,403.3,,,,694.7,798.9,284.0,,286.6,,164.0,219.0,183.0,,,,,48.4,,-32.4,,,344.0,-113.8,,54.6,-45.5,,246.0,104.4,,,,74.0,110.4,,,,,,27.3,,,,318.7,422.9,,False,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,True,,,,,,True,,,,False,False
01047,210,264.0,,268.6,,270.0,292.0,227.0,,,,,263.0,,169.1,,,454.0,917.3,,242.2,236.0,,218.0,304.2,,,,163.0,280.9,,,,,,259.6,,,,270.9,404.5,54.0,,58.6,,60.0,82.0,17.0,,,,,53.0,,-40.9,,,244.0,707.3,,32.2,26.0,,8.0,94.2,,,,-47.0,70.9,,,,,,49.6,,,,60.9,194.5,,False,,False,False,True,,,,,True,,True,,,False,False,,True,True,,True,False,,,,True,False,,,,,,True,,,,False,False
01049,352,872.0,,922.9,,704.0,733.0,726.0,,,,,627.7,,502.1,,,1286.0,371.2,,552.8,417.5,,650.0,658.2,,,,654.0,917.5,,,,,,383.1,,,,829.2,875.4,520.0,,570.9,,352.0,381.0,374.0,,,,,275.7,,150.1,,,934.0,19.2,,200.8,65.5,,298.0,306.2,,,,302.0,565.5,,,,,,31.1,,,,477.2,523.4,,False,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,False,,,,,,True,,,,True,False
01051,837,1404.0,,1441.7,,1108.0,1354.0,1337.0,,,,,872.6,,437.1,,,1118.0,951.6,,818.7,181.5,,1784.5,1025.4,,,,968.0,970.1,,,,,,660.7,,,,1473.1,1750.2,567.0,,604.7,,271.0,517.0,500.0,,,,,35.6,,-399.9,,,281.0,114.6,,-18.3,-655.5,,947.5,188.4,,,,131.0,133.1,,,,,,-176.3,,,,636.1,913.2,,False,,True,True,True,,,,,True,,True,,,True,True,,True,False,,False,True,,,,True,True,,,,,,True,,,,False,False
01053,282,588.0,,590.2,,531.0,553.0,345.0,,,,,352.1,,269.0,,,561.0,675.1,,393.0,420.5,,540.0,464.0,,,,372.0,779.4,,,,,,297.8,,,,530.0,619.9,306.0,,308.2,,249.0,271.0,63.0,,,,,70.1,,-13.0,,,279.0,393.1,,111.0,138.5,,258.0,182.0,,,,90.0,497.4,,,,,,15.8,,,,248.0,337.9,,False,,True,True,True,,,,,True,,True,,,True,False,,True,True,,True,True,,,,True,False,,,,,,True,,,,True,False
01055,739,1416.0,,1393.4,,1207.0,1431.0,1449.0,,,,,1054.7,,892.6,,,1716.0,571.7,,1234.9,449.0,,1087.0,1125.4,,,,1056.0,1499.3,,,,,,1177.7,,,,856.1,1939.5,677.0,,654.4,,468.0,692.0,710.0,,,,,315.7,,153.6,,,977.0,-167.3,,495.9,-290.0,,348.0,386.4,,,,317.0,760.3,,,,,,438.7,,,,117.1,1200.5,,True,,True,False,False,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,False,,,,,,True,,,,True,False
01057,154,280.0,,272.2,,258.0,252.0,253.0,,,,,157.2,,143.2,,,287.0,402.1,,187.0,,,137.0,197.6,,,,195.0,405.1,,,,,,,,,,286.0,325.9,126.0,,118.2,,104.0,98.0,99.0,,,,,3.2,,-10.8,,,133.0,248.1,,33.0,,,-17.0,43.6,,,,41.0,251.1,,,,,,,,,,132.0,171.9,,True,,True,True,True,,,,,True,,True,,,False,False,,True,,,True,True,,,,True,False,,,,,,,,,,False,False
01059,157,364.0,,376.2,,241.0,281.0,226.0,,,,,317.9,,192.3,,,617.0,117.1,,302.7,225.5,,144.0,222.2,,,,292.0,297.4,,,,,,235.0,,,,255.2,402.5,207.0,,219.2,,84.0,124.0,69.0,,,,,160.9,,35.3,,,460.0,-39.9,,145.7,68.5,,-13.0,65.2,,,,135.0,140.4,,,,,,78.0,,,,98.2,245.5,,False,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,True,,,,,,True,,,,True,False
01061,159,520.0,,468.3,,367.0,407.0,365.0,,,,,252.5,,181.0,,,406.0,331.1,,294.4,,,494.0,365.3,,,,311.0,411.3,,,,,,310.8,,,,447.6,444.9,361.0,,309.3,,208.0,248.0,206.0,,,,,93.5,,22.0,,,247.0,172.1,,135.4,,,335.0,206.3,,,,152.0,252.3,,,,,,151.8,,,,288.6,285.9,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,,,,,,True,,,,True,True
01063,82,64.0,,65.4,,49.0,65.0,43.0,,,,,74.4,,51.4,,,97.0,24.0,,57.3,,,31.0,56.1,,,,38.0,104.4,,,,,,,,,,13.4,99.9,-18.0,,-16.6,,-33.0,-17.0,-39.0,,,,,-7.6,,-30.6,,,15.0,-58.0,,-24.7,,,-51.0,-25.9,,,,-44.0,22.4,,,,,,,,,,-68.6,17.9,,True,,False,True,False,,,,,True,,False,,,True,False,,False,,,False,False,,,,False,False,,,,,,,,,,False,True
01065,169,324.0,,362.3,,237.0,285.0,207.0,,,,,200.8,,78.1,,,228.0,174.1,,195.5,,,278.0,261.9,,,,169.0,186.1,,,,,,,,,,321.4,439.2,155.0,,193.3,,68.0,116.0,38.0,,,,,31.8,,-90.9,,,59.0,5.1,,26.5,,,109.0,92.9,,,,0.0,17.1,,,,,,,,,,152.4,270.2,,False,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,,,,,,,,,,True,False
01067,169,244.0,,236.0,,196.0,250.0,92.0,,,,,175.9,,124.4,,,222.0,126.3,,165.3,,,320.0,199.2,,,,172.0,162.7,,,,,,,,,,283.3,341.1,75.0,,67.0,,27.0,81.0,-77.0,,,,,6.9,,-44.6,,,53.0,-42.7,,-3.7,,,151.0,30.2,,,,3.0,-6.3,,,,,,,,,,114.3,172.1,,True,,True,False,False,,,,,True,,True,,,True,True,,True,,,False,True,,,,True,True,,,,,,,,,,False,False
01069,704,1524.0,,1595.1,,1618.0,1665.0,1836.0,,,,,1052.2,,740.7,,,1506.0,5865.9,,974.9,899.5,,1981.5,1213.7,,,,1069.0,2032.4,,,,,,807.4,,,,1540.1,1740.0,820.0,,891.1,,914.0,961.0,1132.0,,,,,348.2,,36.7,,,802.0,5161.9,,270.9,195.5,,1277.5,509.7,,,,365.0,1328.4,,,,,,103.4,,,,836.1,1036.0,,False,,False,False,False,,,,,True,,True,,,True,False,,True,True,,False,True,,,,True,False,,,,,,True,,,,False,False
01071,292,836.0,,779.0,,694.0,797.0,976.0,,,,,504.3,,413.7,,,850.0,491.8,,479.7,113.0,,736.0,629.9,,,,595.0,1244.6,,,,,,681.1,,,,149.8,861.2,544.0,,487.0,,402.0,505.0,684.0,,,,,212.3,,121.7,,,558.0,199.8,,187.7,-179.0,,444.0,337.9,,,,303.0,952.6,,,,,,389.1,,,,-142.2,569.2,,True,,True,True,False,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,False,,,,,,True,,,,True,False
01073,4583,7544.0,,7048.8,8307.4,5970.0,7188.0,5916.0,,,,,6239.4,,8272.0,,5375.5,9133.0,5243.7,,6571.2,4351.5,,6668.5,6557.6,,,,4617.0,6286.9,,,,,,5196.5,4989.0,,,4754.5,9842.3,2961.0,,2465.8,3724.4,1387.0,2605.0,1333.0,,,,,1656.4,,3689.0,,792.5,4550.0,660.7,,1988.2,-231.5,,2085.5,1974.6,,,,34.0,1703.9,,,,,,613.5,406.0,,,171.5,5259.3,,True,False,True,True,True,,,,,True,,False,,True,False,True,,True,True,,True,True,,,,True,True,,,,,,True,True,,,True,False
01075,91,144.0,,132.4,,103.0,127.0,73.0,,,,,91.7,,86.0,,,226.0,31.7,,79.5,,,90.0,111.4,,,,106.0,127.9,,,,,,,,,,96.5,193.4,53.0,,41.4,,12.0,36.0,-18.0,,,,,0.7,,-5.0,,,135.0,-59.3,,-11.5,,,-1.0,20.4,,,,15.0,36.9,,,,,,,,,,5.5,102.4,,True,,True,True,True,,,,,True,,True,,,False,False,,True,,,True,True,,,,True,True,,,,,,,,,,True,False
01077,460,1148.0,,1140.9,,878.0,996.0,829.0,,,,,712.0,,777.4,,,1514.0,913.9,,805.2,310.0,,875.5,834.5,,,,872.0,989.0,,,,,,595.8,,,,1215.8,1337.6,688.0,,680.9,,418.0,536.0,369.0,,,,,252.0,,317.4,,,1054.0,453.9,,345.2,-150.0,,415.5,374.5,,,,412.0,529.0,,,,,,135.8,,,,755.8,877.6,,True,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,True,,,,,,True,,,,False,False
01079,198,380.0,,364.7,,313.0,407.0,335.0,,,,,239.5,,157.0,,,608.0,233.2,,264.3,225.5,,405.0,277.6,,,,267.0,592.4,,,,,,207.1,,,,345.5,512.3,182.0,,166.7,,115.0,209.0,137.0,,,,,41.5,,-41.0,,,410.0,35.2,,66.3,27.5,,207.0,79.6,,,,69.0,394.4,,,,,,9.1,,,,147.5,314.3,,True,,True,False,True,,,,,True,,True,,,False,True,,True,True,,False,True,,,,True,False,,,,,,True,,,,True,False
01081,1271,2168.0,,2044.2,,1803.0,2351.0,938.0,,,,,1447.6,,1043.1,,1815.3,2107.0,2682.6,,1736.9,1438.0,,2392.0,1803.8,,,,1260.0,1736.6,,,,,,1120.0,1891.0,,,2023.4,3767.1,897.0,,773.2,,532.0,1080.0,-333.0,,,,,176.6,,-227.9,,544.3,836.0,1411.6,,465.9,167.0,,1121.0,532.8,,,,-11.0,465.6,,,,,,-151.0,620.0,,,752.4,2496.1,,True,,True,False,True,,,,,True,,True,,True,True,False,,True,True,,False,True,,,,True,True,,,,,,True,True,,,True,False
