,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IUPUI-HkPrMobiDyR,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IUPUI-HkPrMobiDyR,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IUPUI-HkPrMobiDyR,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
37181,134,138.0,,138.6,,106.0,93.0,121.0,,,,,52.8,,,92.1,,,102.9,74.0,79.4,,94.1,132.5,,84.0,105.5,,,,123.0,109.0,,,,,,112.4,111.6,,,,142.0,114.2,4.0,,4.6,,-28.0,-41.0,-13.0,,,,,-81.2,,,-41.9,,,-31.1,-60.0,-54.6,,-39.9,-1.5,,-50.0,-28.5,,,,-11.0,-25.0,,,,,,-21.6,-22.4,,,,8.0,-19.8,,False,,False,False,False,,,,,False,,,False,,,False,False,False,,False,True,,False,False,,,,False,False,,,,,,False,False,,,,False,False
37183,1716,1594.0,,1483.7,1632.2,1416.0,1533.0,1199.0,,,,,1075.0,,,929.4,,1416.3,1305.9,2384.0,912.8,,1832.0,2435.0,,1219.0,1702.1,,,,1151.0,1226.0,,,,,,1800.1,1270.8,1172.0,,,1466.6,2031.3,-122.0,,-232.3,-83.8,-300.0,-183.0,-517.0,,,,,-641.0,,,-786.6,,-299.7,-410.1,668.0,-803.2,,116.0,719.0,,-497.0,-13.9,,,,-565.0,-490.0,,,,,,84.1,-445.2,-544.0,,,-249.4,315.3,,False,True,False,False,False,,,,,False,,,False,,False,False,False,False,,True,False,,False,True,,,,False,False,,,,,,True,False,False,,,False,False
37185,29,34.0,,39.1,,25.0,22.0,31.0,,,,,17.6,,,20.2,,,25.8,26.0,12.7,,27.3,,,19.0,21.5,,,,22.0,27.0,,,,,,,25.4,,,,33.1,35.6,5.0,,10.1,,-4.0,-7.0,2.0,,,,,-11.4,,,-8.8,,,-3.2,-3.0,-16.3,,-1.7,,,-10.0,-7.5,,,,-7.0,-2.0,,,,,,,-3.6,,,,4.1,6.6,,False,,True,False,True,,,,,False,,,False,,,True,True,False,,True,,,False,False,,,,False,True,,,,,,,True,,,,True,False
37187,31,42.0,,47.3,,47.0,35.0,54.0,,,,,16.5,,,21.5,,,29.3,22.0,54.5,,34.8,,,64.0,37.3,,,,35.0,35.0,,,,,,,24.2,,,,53.3,52.5,11.0,,16.3,,16.0,4.0,23.0,,,,,-14.5,,,-9.5,,,-1.7,-9.0,23.5,,3.8,,,33.0,6.3,,,,4.0,4.0,,,,,,,-6.8,,,,22.3,21.5,,False,,False,True,False,,,,,False,,,True,,,True,True,False,,True,,,False,True,,,,True,True,,,,,,,True,,,,False,False
37189,117,130.0,,142.9,,117.0,95.0,124.0,,,,,54.1,,,106.2,,,90.9,139.0,118.8,,99.2,129.0,,115.0,107.3,,,,116.0,84.0,,,,,,,82.2,,,,126.3,96.7,13.0,,25.9,,0.0,-22.0,7.0,,,,,-62.9,,,-10.8,,,-26.1,22.0,1.8,,-17.8,12.0,,-2.0,-9.7,,,,-1.0,-33.0,,,,,,,-34.8,,,,9.3,-20.3,,False,,True,False,True,,,,,False,,,True,,,False,False,True,,False,True,,True,True,,,,True,False,,,,,,,False,,,,True,False
37191,103,201.0,,187.5,,170.0,140.0,128.0,,,,,129.4,,,154.6,,,154.2,319.0,89.0,,198.0,240.0,,91.0,136.5,,,,158.0,170.0,,,,,,199.6,121.8,,,,191.2,225.8,98.0,,84.5,,67.0,37.0,25.0,,,,,26.4,,,51.6,,,51.2,216.0,-14.0,,95.0,137.0,,-12.0,33.5,,,,55.0,67.0,,,,,,96.6,18.8,,,,88.2,122.8,,True,,True,True,True,,,,,True,,,True,,,True,False,True,,True,False,,True,True,,,,True,True,,,,,,True,True,,,,True,False
37193,93,97.0,,183.1,,87.0,71.0,85.0,,,,,66.1,,,78.8,,,70.6,161.0,85.9,,125.1,148.5,,50.0,65.4,,,,75.0,88.0,,,,,,99.8,70.3,,,,86.6,124.8,4.0,,90.1,,-6.0,-22.0,-8.0,,,,,-26.9,,,-14.2,,,-22.4,68.0,-7.1,,32.1,55.5,,-43.0,-27.6,,,,-18.0,-5.0,,,,,,6.8,-22.7,,,,-6.4,31.8,,False,,False,False,False,,,,,False,,,False,,,False,False,False,,False,False,,False,False,,,,False,False,,,,,,False,False,,,,False,False
37195,191,215.0,,234.8,,174.0,141.0,198.0,,,,,103.5,,,148.6,,,148.6,188.0,113.7,,160.8,260.0,,110.0,151.2,,,,169.0,163.0,,,,,,240.0,150.1,,,,352.2,201.4,24.0,,43.8,,-17.0,-50.0,7.0,,,,,-87.5,,,-42.4,,,-42.4,-3.0,-77.3,,-30.2,69.0,,-81.0,-39.8,,,,-22.0,-28.0,,,,,,49.0,-40.9,,,,161.2,10.4,,False,,True,False,True,,,,,False,,,False,,,False,True,False,,False,False,,False,False,,,,True,False,,,,,,False,False,,,,False,True
37197,56,82.0,,82.9,,67.0,55.0,70.0,,,,,37.8,,,77.5,,,54.3,80.0,52.7,,69.8,83.0,,45.0,55.6,,,,59.0,71.0,,,,,,69.5,82.8,,,,77.6,63.5,26.0,,26.9,,11.0,-1.0,14.0,,,,,-18.2,,,21.5,,,-1.7,24.0,-3.3,,13.8,27.0,,-11.0,-0.4,,,,3.0,15.0,,,,,,13.5,26.8,,,,21.6,7.5,,False,,True,True,True,,,,,True,,,True,,,True,True,True,,True,False,,True,True,,,,True,True,,,,,,True,False,,,,True,True
37199,22,30.0,,31.7,,21.0,21.0,20.0,,,,,13.7,,,95.6,,,36.2,33.0,13.0,,21.8,,,12.0,24.4,,,,22.0,22.0,,,,,,,24.3,,,,24.3,22.1,8.0,,9.7,,-1.0,-1.0,-2.0,,,,,-8.3,,,73.6,,,14.2,11.0,-9.0,,-0.2,,,-10.0,2.4,,,,0.0,0.0,,,,,,,2.3,,,,2.3,0.1,,False,,True,True,True,,,,,False,,,False,,,False,False,False,,True,,,False,True,,,,True,True,,,,,,,True,,,,True,True
38001,1,0.0,,0.6,,1.0,2.0,0.0,,,,,1.9,,,0.1,,,0.5,1.0,0.1,,2.1,,,5.0,0.2,,,,1.0,2.0,,,,,,,0.4,,,,1.9,,-1.0,,-0.4,,0.0,1.0,-1.0,,,,,0.9,,,-0.9,,,-0.5,0.0,-0.9,,1.1,,,4.0,-0.8,,,,0.0,1.0,,,,,,,-0.6,,,,0.9,,,True,,True,False,False,,,,,True,,,True,,,True,True,True,,False,,,False,True,,,,True,False,,,,,,,True,,,,True,
38003,6,5.0,,4.7,,5.0,4.0,0.0,,,,,5.0,,,0.6,,,4.2,11.0,0.8,,2.8,,,3.0,2.3,,,,6.0,13.0,,,,,,,8.4,,,,6.7,23.7,-1.0,,-1.3,,-1.0,-2.0,-6.0,,,,,-1.0,,,-5.4,,,-1.8,5.0,-5.2,,-3.2,,,-3.0,-3.7,,,,0.0,7.0,,,,,,,2.4,,,,0.7,17.7,,False,,False,False,False,,,,,False,,,False,,,False,False,False,,False,,,False,False,,,,True,False,,,,,,,False,,,,True,False
38005,3,1.0,,1.0,,2.0,4.0,0.0,,,,,5.8,,,0.2,,,2.1,9.0,0.0,,3.1,,,3.0,1.6,,,,,6.0,,,,,,,1.6,,,,0.4,3.3,-2.0,,-2.0,,-1.0,1.0,-3.0,,,,,2.8,,,-2.8,,,-0.9,6.0,-3.0,,0.1,,,0.0,-1.4,,,,,3.0,,,,,,,-1.4,,,,-2.6,0.3,,True,,True,True,False,,,,,False,,,False,,,True,False,False,,True,,,True,True,,,,,False,,,,,,,True,,,,False,True
38007,0,0.0,,0.1,,0.0,0.0,0.0,,,,,0.2,,,0.1,,,0.5,0.0,0.0,,0.2,,,0.0,0.0,,,,0.0,1.0,,,,,,,1.3,,,,0.7,,0.0,,0.1,,0.0,0.0,0.0,,,,,0.2,,,0.1,,,0.5,0.0,0.0,,0.2,,,0.0,0.0,,,,0.0,1.0,,,,,,,1.3,,,,0.7,,,False,,True,True,True,,,,,False,,,False,,,False,True,False,,False,,,True,False,,,,True,False,,,,,,,False,,,,False,
38009,14,11.0,,10.3,,9.0,8.0,0.0,,,,,4.0,,,0.9,,,9.5,10.0,3.2,,12.7,,,4.0,9.2,,,,13.0,13.0,,,,,,,14.6,,,,10.7,16.3,-3.0,,-3.7,,-5.0,-6.0,-14.0,,,,,-10.0,,,-13.1,,,-4.5,-4.0,-10.8,,-1.3,,,-10.0,-4.8,,,,-1.0,-1.0,,,,,,,0.6,,,,-3.3,2.3,,False,,False,False,False,,,,,False,,,False,,,False,False,False,,True,,,False,False,,,,True,True,,,,,,,True,,,,False,True
38011,9,2.0,,2.0,,2.0,2.0,0.0,,,,,3.1,,,4.7,,,2.4,2.0,2.2,,3.8,,,0.0,0.8,,,,,5.0,,,,,,,3.1,,,,6.2,5.3,-7.0,,-7.0,,-7.0,-7.0,-9.0,,,,,-5.9,,,-4.3,,,-6.6,-7.0,-6.8,,-5.2,,,-9.0,-8.2,,,,,-4.0,,,,,,,-5.9,,,,-2.8,-3.7,,True,,False,False,False,,,,,True,,,True,,,True,False,True,,True,,,False,False,,,,,True,,,,,,,True,,,,True,True
38013,0,3.0,,2.9,,2.0,1.0,0.0,,,,,1.4,,,0.3,,,2.2,2.0,0.0,,2.0,,,3.0,0.4,,,,,4.0,,,,,,,2.6,,,,2.3,4.3,3.0,,2.9,,2.0,1.0,0.0,,,,,1.4,,,0.3,,,2.2,2.0,0.0,,2.0,,,3.0,0.4,,,,,4.0,,,,,,,2.6,,,,2.3,4.3,,True,,True,True,True,,,,,True,,,True,,,True,True,True,,True,,,False,True,,,,,False,,,,,,,True,,,,True,False
38015,87,92.0,,87.8,,88.0,81.0,43.0,,,,,70.4,,,43.0,,,67.4,89.0,41.7,,99.1,99.0,,60.0,76.7,,,,107.0,150.0,,,,,,100.3,79.6,,,,107.6,126.6,5.0,,0.8,,1.0,-6.0,-44.0,,,,,-16.6,,,-44.0,,,-19.6,2.0,-45.3,,12.1,12.0,,-27.0,-10.3,,,,20.0,63.0,,,,,,13.3,-7.4,,,,20.6,39.6,,True,,True,False,False,,,,,False,,,False,,,False,True,False,,False,False,,False,False,,,,False,False,,,,,,False,False,,,,False,False
38017,110,149.0,,137.9,,129.0,109.0,71.0,,,,,84.1,,,100.3,,103.4,104.6,267.0,27.3,,188.8,136.5,,56.0,105.0,,,,166.0,230.0,,,,,,146.0,232.6,144.0,,,171.8,161.8,39.0,,27.9,,19.0,-1.0,-39.0,,,,,-25.9,,,-9.7,,-6.6,-5.4,157.0,-82.7,,78.8,26.5,,-54.0,-5.0,,,,56.0,120.0,,,,,,36.0,122.6,34.0,,,61.8,51.8,,True,,True,True,False,,,,,True,,,True,,True,True,False,False,,False,True,,False,True,,,,False,False,,,,,,True,False,True,,,False,False
38019,1,0.0,,0.0,,0.0,1.0,0.0,,,,,1.5,,,0.1,,,0.2,3.0,0.0,,1.3,,,0.0,0.3,,,,0.0,4.0,,,,,,,0.3,,,,0.4,,-1.0,,-1.0,,-1.0,0.0,-1.0,,,,,0.5,,,-0.9,,,-0.8,2.0,-1.0,,0.3,,,-1.0,-0.7,,,,-1.0,3.0,,,,,,,-0.7,,,,-0.6,,,False,,False,True,False,,,,,True,,,True,,,True,False,True,,True,,,False,True,,,,False,False,,,,,,,True,,,,True,
38021,1,1.0,,1.7,,2.0,2.0,0.0,,,,,3.4,,,0.1,,,1.0,4.0,2.9,,4.1,,,3.0,0.6,,,,,7.0,,,,,,,2.3,,,,1.1,,0.0,,0.7,,1.0,1.0,-1.0,,,,,2.4,,,-0.9,,,-0.0,3.0,1.9,,3.1,,,2.0,-0.4,,,,,6.0,,,,,,,1.3,,,,0.1,,,False,,False,False,False,,,,,False,,,False,,,False,False,False,,False,,,False,False,,,,,False,,,,,,,False,,,,False,
38023,7,5.0,,5.5,,2.0,2.0,0.0,,,,,0.6,,,4.6,,,4.2,1.0,0.0,,1.4,,,2.0,2.1,,,,3.0,5.0,,,,,,,3.3,,,,2.6,6.0,-2.0,,-1.5,,-5.0,-5.0,-7.0,,,,,-6.4,,,-2.4,,,-2.8,-6.0,-7.0,,-5.6,,,-5.0,-4.9,,,,-4.0,-2.0,,,,,,,-3.7,,,,-4.4,-1.0,,True,,False,False,False,,,,,False,,,False,,,False,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,False,True
38025,1,2.0,,2.2,,2.0,1.0,0.0,,,,,1.5,,,1.1,,,1.8,4.0,0.0,,1.3,,,1.0,0.6,,,,,5.0,,,,,,,2.9,,,,2.0,3.1,1.0,,1.2,,1.0,0.0,-1.0,,,,,0.5,,,0.1,,,0.8,3.0,-1.0,,0.3,,,0.0,-0.4,,,,,4.0,,,,,,,1.9,,,,1.0,2.1,,False,,False,True,False,,,,,True,,,True,,,True,False,True,,True,,,True,True,,,,,False,,,,,,,False,,,,True,False
38027,2,0.0,,0.0,,1.0,2.0,0.0,,,,,2.6,,,0.0,,,0.8,1.0,0.0,,3.4,,,5.0,0.2,,,,,3.0,,,,,,,2.1,,,,0.7,3.7,-2.0,,-2.0,,-1.0,0.0,-2.0,,,,,0.6,,,-2.0,,,-1.2,-1.0,-2.0,,1.4,,,3.0,-1.8,,,,,1.0,,,,,,,0.1,,,,-1.3,1.7,,False,,True,True,False,,,,,True,,,True,,,True,True,True,,True,,,False,True,,,,,True,,,,,,,True,,,,True,True
38029,0,1.0,,1.2,,1.0,1.0,0.0,,,,,2.1,,,0.1,,,1.3,1.0,0.1,,1.1,,,1.0,0.4,,,,1.0,3.0,,,,,,,1.2,,,,0.9,6.9,1.0,,1.2,,1.0,1.0,0.0,,,,,2.1,,,0.1,,,1.3,1.0,0.1,,1.1,,,1.0,0.4,,,,1.0,3.0,,,,,,,1.2,,,,0.9,6.9,,False,,False,False,True,,,,,False,,,True,,,False,False,True,,False,,,False,True,,,,False,False,,,,,,,False,,,,True,False
38031,7,5.0,,4.5,,4.0,3.0,0.0,,,,,1.9,,,1.8,,,4.2,1.0,4.0,,1.4,,,3.0,1.9,,,,6.0,6.0,,,,,,,4.1,,,,4.3,7.0,-2.0,,-2.5,,-3.0,-4.0,-7.0,,,,,-5.1,,,-5.2,,,-2.8,-6.0,-3.0,,-5.6,,,-4.0,-5.1,,,,-1.0,-1.0,,,,,,,-2.9,,,,-2.7,0.0,,False,,False,False,False,,,,,False,,,False,,,False,False,False,,False,,,False,False,,,,True,True,,,,,,,False,,,,False,True
38033,3,1.0,,0.8,,1.0,1.0,0.0,,,,,1.5,,,0.1,,,0.9,0.0,3.3,,1.3,,,1.0,0.4,,,,1.0,2.0,,,,,,,1.0,,,,0.9,,-2.0,,-2.2,,-2.0,-2.0,-3.0,,,,,-1.5,,,-2.9,,,-2.1,-3.0,0.3,,-1.7,,,-2.0,-2.6,,,,-2.0,-1.0,,,,,,,-2.0,,,,-2.1,,,False,,False,False,False,,,,,True,,,False,,,False,False,True,,True,,,False,False,,,,False,True,,,,,,,True,,,,False,
38035,43,63.0,,57.5,,53.0,49.0,37.0,,,,,37.7,,,38.1,,,48.4,160.0,3.9,,75.5,64.5,,32.0,46.8,,,,66.0,100.0,,,,,,98.1,46.6,,,,49.2,93.1,20.0,,14.5,,10.0,6.0,-6.0,,,,,-5.3,,,-4.9,,,5.4,117.0,-39.1,,32.5,21.5,,-11.0,3.8,,,,23.0,57.0,,,,,,55.1,3.6,,,,6.2,50.1,,True,,True,True,True,,,,,True,,,True,,,True,False,False,,False,False,,True,True,,,,False,False,,,,,,False,True,,,,True,False
38037,0,1.0,,0.9,,1.0,1.0,0.0,,,,,0.7,,,0.3,,,0.9,1.0,0.3,,0.4,,,1.0,0.2,,,,1.0,3.0,,,,,,,1.0,,,,0.7,2.1,1.0,,0.9,,1.0,1.0,0.0,,,,,0.7,,,0.3,,,0.9,1.0,0.3,,0.4,,,1.0,0.2,,,,1.0,3.0,,,,,,,1.0,,,,0.7,2.1,,True,,False,False,True,,,,,True,,,True,,,True,False,True,,True,,,False,True,,,,False,False,,,,,,,True,,,,True,False
38039,1,1.0,,1.0,,1.0,1.0,0.0,,,,,1.3,,,2.2,,,1.2,1.0,0.1,,0.6,,,0.0,0.2,,,,0.0,3.0,,,,,,,,,,,1.0,3.2,0.0,,-0.0,,0.0,0.0,-1.0,,,,,0.3,,,1.2,,,0.2,0.0,-0.9,,-0.4,,,-1.0,-0.8,,,,-1.0,2.0,,,,,,,,,,,-0.0,2.2,,False,,True,True,False,,,,,False,,,False,,,False,True,False,,False,,,False,False,,,,False,False,,,,,,,,,,,False,False
38041,9,13.0,,12.7,,2.0,6.0,0.0,,,,,1.8,,,6.9,,,12.2,1.0,0.0,,5.6,,,8.0,7.7,,,,,10.0,,,,,,,9.2,,,,1.8,,4.0,,3.7,,-7.0,-3.0,-9.0,,,,,-7.2,,,-2.1,,,3.2,-8.0,-9.0,,-3.4,,,-1.0,-1.3,,,,,1.0,,,,,,,0.2,,,,-7.2,,,True,,False,True,False,,,,,False,,,True,,,True,False,False,,True,,,True,True,,,,,True,,,,,,,True,,,,False,
38043,3,1.0,,0.9,,1.0,2.0,0.0,,,,,1.0,,,3.9,,,2.8,0.0,0.0,,1.0,,,2.0,2.3,,,,1.0,3.0,,,,,,,1.8,,,,1.0,,-2.0,,-2.1,,-2.0,-1.0,-3.0,,,,,-2.0,,,0.9,,,-0.2,-3.0,-3.0,,-2.0,,,-1.0,-0.7,,,,-2.0,0.0,,,,,,,-1.2,,,,-2.0,,,False,,False,True,False,,,,,False,,,True,,,True,False,False,,True,,,True,True,,,,False,True,,,,,,,True,,,,True,
38045,0,1.0,,0.9,,1.0,1.0,0.0,,,,,1.9,,,0.1,,,0.8,3.0,0.0,,2.2,,,0.0,0.3,,,,0.0,4.0,,,,,,,1.1,,,,0.9,,1.0,,0.9,,1.0,1.0,0.0,,,,,1.9,,,0.1,,,0.8,3.0,0.0,,2.2,,,0.0,0.3,,,,0.0,4.0,,,,,,,1.1,,,,0.9,,,True,,False,False,True,,,,,False,,,True,,,True,False,True,,False,,,True,True,,,,True,False,,,,,,,False,,,,True,
38047,0,0.0,,0.0,,0.0,1.0,0.0,,,,,1.1,,,0.7,,,0.1,0.0,0.0,,0.4,,,0.0,0.1,,,,0.0,2.0,,,,,,,0.2,,,,1.0,,0.0,,0.0,,0.0,1.0,0.0,,,,,1.1,,,0.7,,,0.1,0.0,0.0,,0.4,,,0.0,0.1,,,,0.0,2.0,,,,,,,0.2,,,,1.0,,,False,,True,False,True,,,,,False,,,False,,,False,True,False,,False,,,True,False,,,,True,False,,,,,,,False,,,,False,
38049,11,13.0,,11.5,,7.0,7.0,,,,,,3.0,,,10.7,,,9.0,7.0,1.7,,4.5,,,10.0,7.5,,,,12.0,15.0,,,,,,,13.1,,,,6.4,12.4,2.0,,0.5,,-4.0,-4.0,,,,,,-8.0,,,-0.3,,,-2.0,-4.0,-9.3,,-6.5,,,-1.0,-3.5,,,,1.0,4.0,,,,,,,2.1,,,,-4.6,1.4,,True,,False,False,,,,,,False,,,True,,,False,False,False,,False,,,True,False,,,,True,False,,,,,,,False,,,,False,True
38051,1,0.0,,0.2,,1.0,1.0,0.0,,,,,1.5,,,0.0,,,0.2,1.0,0.3,,0.8,,,1.0,0.1,,,,1.0,3.0,,,,,,,0.6,,,,1.0,1.6,-1.0,,-0.8,,0.0,0.0,-1.0,,,,,0.5,,,-1.0,,,-0.8,0.0,-0.7,,-0.2,,,0.0,-0.9,,,,0.0,2.0,,,,,,,-0.4,,,,-0.0,0.6,,True,,True,True,False,,,,,True,,,True,,,True,True,True,,True,,,True,True,,,,True,False,,,,,,,True,,,,True,True
38053,4,10.0,,11.3,,8.0,6.0,0.0,,,,,7.8,,,14.6,,,7.3,10.0,1.0,,7.8,,,0.0,4.8,,,,10.0,21.0,,,,,,,7.7,,,,8.2,12.2,6.0,,7.3,,4.0,2.0,-4.0,,,,,3.8,,,10.6,,,3.3,6.0,-3.0,,3.8,,,-4.0,0.8,,,,6.0,17.0,,,,,,,3.7,,,,4.2,8.2,,False,,True,True,True,,,,,True,,,False,,,True,False,True,,True,,,True,True,,,,False,False,,,,,,,True,,,,True,False
38055,5,8.0,,7.9,,9.0,6.0,0.0,,,,,6.6,,,3.3,,,6.8,12.0,10.0,,10.4,,,4.0,5.1,,,,15.0,16.0,,,,,,,6.6,,,,11.5,13.0,3.0,,2.9,,4.0,1.0,-5.0,,,,,1.6,,,-1.7,,,1.8,7.0,5.0,,5.4,,,-1.0,0.1,,,,10.0,11.0,,,,,,,1.6,,,,6.5,8.0,,True,,False,True,False,,,,,True,,,True,,,True,False,False,,False,,,True,True,,,,False,False,,,,,,,True,,,,False,False
38057,1,8.0,,7.3,,6.0,5.0,0.0,,,,,5.3,,,5.9,,,5.9,6.0,1.2,,5.6,,,6.0,2.9,,,,8.0,13.0,,,,,,,6.0,,,,6.9,12.2,7.0,,6.3,,5.0,4.0,-1.0,,,,,4.3,,,4.9,,,4.9,5.0,0.2,,4.6,,,5.0,1.9,,,,7.0,12.0,,,,,,,5.0,,,,5.9,11.2,,True,,True,True,True,,,,,True,,,True,,,True,True,True,,True,,,True,True,,,,False,False,,,,,,,True,,,,True,False
38059,19,35.0,,35.5,,23.0,27.0,0.0,,,,,25.3,,,18.8,,,25.4,24.0,0.9,,47.0,35.0,,19.0,22.7,,,,29.0,46.0,,,,,,35.1,73.8,,,,10.7,40.4,16.0,,16.5,,4.0,8.0,-19.0,,,,,6.3,,,-0.2,,,6.4,5.0,-18.1,,28.0,16.0,,0.0,3.7,,,,10.0,27.0,,,,,,16.1,54.8,,,,-8.3,21.4,,False,,True,True,False,,,,,True,,,True,,,True,True,False,,False,False,,True,True,,,,True,False,,,,,,False,False,,,,True,False
38061,6,2.0,,3.3,,2.0,4.0,0.0,,,,,6.0,,,4.8,,,3.7,12.0,0.0,,7.9,,,0.0,1.8,,,,2.0,11.0,,,,,,,2.5,,,,1.4,13.1,-4.0,,-2.7,,-4.0,-2.0,-6.0,,,,,-0.0,,,-1.2,,,-2.3,6.0,-6.0,,1.9,,,-6.0,-4.2,,,,-4.0,5.0,,,,,,,-3.5,,,,-4.6,7.1,,True,,False,True,False,,,,,True,,,True,,,True,False,False,,True,,,False,False,,,,False,False,,,,,,,True,,,,False,False
38063,1,5.0,,4.9,,1.0,2.0,0.0,,,,,2.0,,,3.8,,,4.6,1.0,0.5,,1.9,,,1.0,1.4,,,,6.0,6.0,,,,,,,4.1,,,,4.7,6.2,4.0,,3.9,,0.0,1.0,-1.0,,,,,1.0,,,2.8,,,3.6,0.0,-0.5,,0.9,,,0.0,0.4,,,,5.0,5.0,,,,,,,3.1,,,,3.7,5.2,,True,,True,True,True,,,,,True,,,True,,,True,True,True,,True,,,True,True,,,,False,False,,,,,,,True,,,,True,False
38065,1,0.0,,0.0,,0.0,1.0,0.0,,,,,0.5,,,0.1,,,0.3,1.0,0.2,,0.3,,,1.0,0.1,,,,1.0,2.0,,,,,,,,,,,0.7,,-1.0,,-1.0,,-1.0,0.0,-1.0,,,,,-0.5,,,-0.9,,,-0.7,0.0,-0.8,,-0.7,,,0.0,-0.9,,,,0.0,1.0,,,,,,,,,,,-0.3,,,False,,False,True,False,,,,,True,,,True,,,True,True,True,,True,,,True,True,,,,True,False,,,,,,,,,,,True,
38067,5,12.0,,11.8,,12.0,8.0,,,,,,3.9,,,5.0,,,8.6,15.0,14.2,,5.6,,,11.0,8.4,,,,14.0,14.0,,,,,,,11.4,,,,13.6,16.9,7.0,,6.8,,7.0,3.0,,,,,,-1.1,,,0.0,,,3.6,10.0,9.2,,0.6,,,6.0,3.4,,,,9.0,9.0,,,,,,,6.4,,,,8.6,11.9,,True,,False,True,,,,,,True,,,True,,,True,False,False,,True,,,True,True,,,,False,False,,,,,,,True,,,,False,False
38069,3,6.0,,5.5,,3.0,2.0,0.0,,,,,2.3,,,0.3,,,3.4,9.0,0.0,,3.3,,,2.0,1.2,,,,,7.0,,,,,,,6.0,,,,2.8,10.5,3.0,,2.5,,0.0,-1.0,-3.0,,,,,-0.7,,,-2.7,,,0.4,6.0,-3.0,,0.3,,,-1.0,-1.8,,,,,4.0,,,,,,,3.0,,,,-0.2,7.5,,True,,True,True,False,,,,,True,,,True,,,True,False,True,,True,,,True,True,,,,,False,,,,,,,True,,,,True,False
