,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,MITCovAlliance-SIR,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-MITCovAlliance-SIR,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
01085,353,312.0,,,,156.0,151.6,0.0,,,,,-41.0,,,,-197.0,-201.4,-353.0,,,,,,,,False,False,False,,,,
01087,406,408.0,,,,315.0,225.1,20.8,,,,,2.0,,,,-91.0,-180.9,-385.2,,,,,,,,False,False,False,,,,
01089,9240,16616.0,,,,11587.0,5942.4,1797.0,,7907.0,0.0,,7376.0,,,,2347.0,-3297.6,-7443.0,,-1333.0,-9240.0,,,,,True,True,False,,True,False,
01091,633,648.0,,,,581.0,144.3,0.0,,,,,15.0,,,,-52.0,-488.7,-633.0,,,,,,,,False,False,False,,,,
01093,683,1152.0,,,,1144.0,340.9,0.0,,,,,469.0,,,,461.0,-342.1,-683.0,,,,,,,,True,True,False,,,,
01095,1957,3696.0,,,,3843.0,885.8,0.0,,1778.3,,,1739.0,,,,1886.0,-1071.2,-1957.0,,-178.7,,,,,,False,True,False,,True,,
01097,9613,14104.0,,,,11450.0,27213.1,0.3,,10831.5,0.0,,4491.0,,,,1837.0,17600.1,-9612.7,,1218.5,-9613.0,,,,,True,False,False,,True,False,
01099,431,1016.0,,,,587.0,778.5,47.3,,,,,585.0,,,,156.0,347.5,-383.7,,,,,,,,True,True,True,,,,
01101,6203,7160.0,,,,5673.0,3507.0,709.1,,5072.0,4479.0,,957.0,,,,-530.0,-2696.0,-5493.9,,-1131.0,-1724.0,,,,,True,False,False,,False,False,
01103,2729,6304.0,,,,4826.0,1764.1,715.7,,2357.4,,,3575.0,,,,2097.0,-964.9,-2013.3,,-371.6,,,,,,True,True,True,,True,,
01105,215,472.0,,,,199.0,254.7,0.0,,,,,257.0,,,,-16.0,39.7,-215.0,,,,,,,,True,True,True,,,,
01107,489,856.0,,,,661.0,237.8,0.0,,,,,367.0,,,,172.0,-251.2,-489.0,,,,,,,,True,True,False,,,,
01109,897,1120.0,,,,866.0,1762.2,84.9,,,,,223.0,,,,-31.0,865.2,-812.1,,,,,,,,True,False,False,,,,
01111,369,472.0,,,,697.0,327.6,30.6,,,,,103.0,,,,328.0,-41.4,-338.4,,,,,,,,False,True,False,,,,
01113,1197,1280.0,,,,1560.0,2494.9,0.0,,1250.3,,,83.0,,,,363.0,1297.9,-1197.0,,53.3,,,,,,False,False,False,,True,,
01115,2104,4128.0,,,,2549.0,1422.5,299.7,,1661.0,,,2024.0,,,,445.0,-681.5,-1804.3,,-443.0,,,,,,True,True,True,,True,,
01117,5858,9232.0,,,,6986.0,4173.2,942.1,,5940.1,5454.0,,3374.0,,,,1128.0,-1684.8,-4915.9,,82.1,-404.0,,,,,True,True,False,,True,True,
01119,125,376.0,,,,272.0,65.7,0.0,,,,,251.0,,,,147.0,-59.3,-125.0,,,,,,,,True,True,True,,,,
01121,2257,2696.0,,,,2644.0,1490.7,167.5,,929.1,,,439.0,,,,387.0,-766.3,-2089.5,,-1327.9,,,,,,True,False,False,,False,,
01123,1246,816.0,,,,1091.0,457.2,0.0,,208.4,,,-430.0,,,,-155.0,-788.8,-1246.0,,-1037.6,,,,,,True,False,False,,False,,
01125,5146,10104.0,,,,7005.0,3831.7,1561.6,,8218.0,0.0,,4958.0,,,,1859.0,-1314.3,-3584.4,,3072.0,-5146.0,,,,,True,True,True,,True,False,
01127,1157,2680.0,,,,2668.0,1066.5,130.8,,702.6,,,1523.0,,,,1511.0,-90.5,-1026.2,,-454.4,,,,,,True,True,True,,True,,
01129,362,496.0,,,,647.0,163.7,0.0,,,,,134.0,,,,285.0,-198.3,-362.0,,,,,,,,False,False,False,,,,
01131,322,352.0,,,,178.0,120.4,0.0,,,,,30.0,,,,-144.0,-201.6,-322.0,,,,,,,,False,False,False,,,,
01133,449,1144.0,,,,1160.0,536.7,66.9,,,,,695.0,,,,711.0,87.7,-382.1,,,,,,,,False,True,True,,,,
02013,323,0.0,,,,,1138.8,,,,,,-323.0,,,,,815.8,,,,,,,,,,False,,,,,
02016,352,160.0,,,,,919.9,0.0,,,,,-192.0,,,,,567.9,-352.0,,,,,,,,,False,False,,,,
02020,3374,6928.0,,,,,3393.8,0.0,,12079.7,0.0,,3554.0,,,,,19.8,-3374.0,,8705.7,-3374.0,,,,,,True,True,,False,True,
02050,1053,2976.0,,,,,4333.1,0.3,,,,,1923.0,,,,,3280.1,-1052.7,,,,,,,,,False,True,,,,
02060,0,0.0,,,,,5.0,,,,,,0.0,,,,,5.0,,,,,,,,,,False,,,,,
02068,13,0.0,,,,,0.0,,,,,,-13.0,,,,,-13.0,,,,,,,,,,True,,,,,
02070,79,88.0,,,,,1537.8,0.0,,,,,9.0,,,,,1458.8,-79.0,,,,,,,,,False,False,,,,
02090,1197,2112.0,,,,,2661.0,0.0,,1635.1,,,915.0,,,,,1464.0,-1197.0,,438.1,,,,,,,False,False,,True,,
02100,5,0.0,,,,,0.0,,,,,,-5.0,,,,,-5.0,,,,,,,,,,True,,,,,
02105,0,0.0,,,,,3.3,,,,,,0.0,,,,,3.3,,,,,,,,,,False,,,,,
02110,191,248.0,,,,,197.9,0.0,,,,,57.0,,,,,6.9,-191.0,,,,,,,,,True,False,,,,
02122,349,576.0,,,,,118.7,0.0,,447.1,,,227.0,,,,,-230.3,-349.0,,98.1,,,,,,,False,False,,True,,
02130,118,96.0,,,,,3165.0,0.0,,,,,-22.0,,,,,3047.0,-118.0,,,,,,,,,False,False,,,,
02150,130,304.0,,,,,92.0,0.0,,,,,174.0,,,,,-38.0,-130.0,,,,,,,,,True,True,,,,
02158,363,1168.0,,,,,2362.7,,,,,,805.0,,,,,1999.7,,,,,,,,,,False,,,,,
02164,26,24.0,,,,,65.5,0.0,,,,,-2.0,,,,,39.5,-26.0,,,,,,,,,False,False,,,,
02170,2087,3088.0,,,,,3279.1,0.0,,2742.2,,,1001.0,,,,,1192.1,-2087.0,,655.2,,,,,,,False,False,,True,,
02180,47,72.0,,,,,506.1,0.0,,,,,25.0,,,,,459.1,-47.0,,,,,,,,,False,False,,,,
02185,191,192.0,,,,,60.3,0.0,,,,,1.0,,,,,-130.7,-191.0,,,,,,,,,False,False,,,,
02188,184,48.0,,,,,89.8,0.0,,,,,-136.0,,,,,-94.2,-184.0,,,,,,,,,True,False,,,,
02195,54,16.0,,,,,645.2,,,,,,-38.0,,,,,591.2,,,,,,,,,,False,,,,,
02198,6,8.0,,,,,3.8,,,,,,2.0,,,,,-2.2,,,,,,,,,,False,,,,,
02220,47,0.0,,,,,5.5,0.0,,,,,-47.0,,,,,-41.5,-47.0,,,,,,,,,True,False,,,,
02230,4,8.0,,,,,20.5,,,,,,4.0,,,,,16.5,,,,,,,,,,False,,,,,
02240,48,56.0,,,,,17.0,0.0,,,,,8.0,,,,,-31.0,-48.0,,,,,,,,,False,False,,,,
02261,100,248.0,,,,,989.3,9.5,,,,,148.0,,,,,889.3,-90.5,,,,,,,,,False,True,,,,
02275,4,8.0,,,,,15.8,,,,,,4.0,,,,,11.8,,,,,,,,,,False,,,,,
02282,15,16.0,,,,,184.6,,,,,,1.0,,,,,169.6,,,,,,,,,,False,,,,,
02290,127,24.0,,,,,12.9,0.0,,,,,-103.0,,,,,-114.1,-127.0,,,,,,,,,False,False,,,,
04001,2783,3752.0,,,,2934.0,3080.5,0.0,,1066.3,,,969.0,,,,151.0,297.5,-2783.0,,-1716.7,,,,,,True,True,False,,False,,
04003,3522,4968.0,,,,4231.0,2690.4,1182.5,,4582.2,,,1446.0,,,,709.0,-831.6,-2339.5,,1060.2,,,,,,True,True,False,,True,,
04005,5071,6128.0,,,,3150.0,4311.1,1753.7,,2996.9,2383.0,,1057.0,,,,-1921.0,-759.9,-3317.3,,-2074.1,-2688.0,,,,,False,True,False,,False,False,
04007,1798,2768.0,,,,2412.0,1852.4,506.0,,1296.3,,,970.0,,,,614.0,54.4,-1292.0,,-501.7,,,,,,True,True,False,,True,,
04009,1930,2272.0,,,,1775.0,1773.3,218.3,,897.9,,,342.0,,,,-155.0,-156.7,-1711.7,,-1032.1,,,,,,True,True,False,,False,,
04011,150,264.0,,,,458.0,636.8,0.0,,,,,114.0,,,,308.0,486.8,-150.0,,,,,,,,False,False,False,,,,
04012,875,1672.0,,,,1761.0,1637.3,0.0,,,,,797.0,,,,886.0,762.3,-875.0,,,,,,,,False,True,False,,,,
04013,178450,228744.0,,,,156138.0,293198.6,43826.9,,161002.1,0.0,,50294.0,,,,-22312.0,114748.6,-134623.1,,-17447.9,-178450.0,,,,,True,False,False,,True,False,
04015,8080,13664.0,,,,6405.0,12159.4,1074.2,,8953.1,15462.0,,5584.0,,,,-1675.0,4079.4,-7005.8,,873.1,7382.0,,,,,True,True,False,,True,False,
04017,4022,5664.0,,,,4073.0,4386.8,394.6,,3050.1,,,1642.0,,,,51.0,364.8,-3627.4,,-971.9,,,,,,True,True,False,,True,,
04019,37426,49968.0,,,,38038.0,35303.2,9026.8,,29979.3,39099.0,,12542.0,,,,612.0,-2122.8,-28399.2,,-7446.7,1673.0,,,,,True,True,False,,True,True,
04021,17648,21080.0,,,,18575.0,15951.6,2169.5,,7704.5,19481.0,,3432.0,,,,927.0,-1696.4,-15478.5,,-9943.5,1833.0,,,,,True,True,False,,False,True,
04023,1461,3560.0,,,,2495.0,1694.1,234.8,,1980.7,,,2099.0,,,,1034.0,233.1,-1226.2,,519.7,,,,,,True,True,True,,True,,
04025,5370,9856.0,,,,5896.0,6485.2,1454.8,,2653.0,6355.0,,4486.0,,,,526.0,1115.2,-3915.2,,-2717.0,985.0,,,,,True,True,True,,True,True,
04027,8036,14496.0,,,,9559.0,7602.8,0.1,,3615.3,8307.0,,6460.0,,,,1523.0,-433.2,-8035.9,,-4420.7,271.0,,,,,True,True,False,,True,True,
05001,649,680.0,,,,734.0,557.6,49.6,,,,,31.0,,,,85.0,-91.4,-599.4,,,,,,,,False,False,False,,,,
05003,481,560.0,,,,824.0,246.3,0.0,,,,,79.0,,,,343.0,-234.7,-481.0,,,,,,,,False,False,False,,,,
05005,707,1408.0,,,,963.0,1812.4,157.3,,,,,701.0,,,,256.0,1105.4,-549.7,,,,,,,,True,False,True,,,,
05007,8552,14008.0,,,,8266.0,23005.0,1498.0,,8889.9,0.0,,5456.0,,,,-286.0,14453.0,-7054.0,,337.9,-8552.0,,,,,True,False,False,,True,False,
05009,1016,1296.0,,,,911.0,864.0,0.0,,,,,280.0,,,,-105.0,-152.0,-1016.0,,,,,,,,True,True,False,,,,
05011,351,664.0,,,,380.0,178.8,0.0,,,,,313.0,,,,29.0,-172.2,-351.0,,,,,,,,True,True,False,,,,
05013,151,216.0,,,,194.0,142.3,0.2,,,,,65.0,,,,43.0,-8.7,-150.8,,,,,,,,True,True,False,,,,
05015,604,936.0,,,,551.0,438.3,0.0,,,,,332.0,,,,-53.0,-165.7,-604.0,,,,,,,,True,True,False,,,,
05017,171,272.0,,,,409.0,122.8,0.0,,,,,101.0,,,,238.0,-48.2,-171.0,,,,,,,,False,True,False,,,,
05019,625,880.0,,,,746.0,506.7,0.0,,,,,255.0,,,,121.0,-118.3,-625.0,,,,,,,,True,True,False,,,,
05021,344,552.0,,,,449.0,296.2,0.0,,,,,208.0,,,,105.0,-47.8,-344.0,,,,,,,,True,True,False,,,,
05023,563,1472.0,,,,860.0,2338.8,100.0,,,,,909.0,,,,297.0,1775.8,-463.0,,,,,,,,True,False,True,,,,
05025,337,336.0,,,,322.0,366.0,5.0,,,,,-1.0,,,,-15.0,29.0,-332.0,,,,,,,,False,False,False,,,,
05027,557,840.0,,,,854.0,874.4,83.4,,,,,283.0,,,,297.0,317.4,-473.6,,,,,,,,False,False,False,,,,
05029,754,1432.0,,,,847.0,1080.3,53.7,,,,,678.0,,,,93.0,326.3,-700.3,,,,,,,,True,True,False,,,,
05031,2518,5112.0,,,,4011.0,2915.2,706.6,,3695.9,,,2594.0,,,,1493.0,397.2,-1811.4,,1177.9,,,,,,True,True,True,,True,,
05033,2155,3024.0,,,,2957.0,2871.6,198.7,,,,,869.0,,,,802.0,716.6,-1956.3,,,,,,,,True,True,False,,,,
05035,1288,1632.0,,,,1375.0,1004.9,102.3,,2402.2,,,344.0,,,,87.0,-283.1,-1185.7,,1114.2,,,,,,True,True,False,,False,,
05037,459,1056.0,,,,648.0,644.5,69.3,,,,,597.0,,,,189.0,185.5,-389.7,,,,,,,,True,True,True,,,,
05039,235,224.0,,,,253.0,77.3,0.0,,,,,-11.0,,,,18.0,-157.7,-235.0,,,,,,,,False,False,False,,,,
05041,361,496.0,,,,338.0,191.6,0.0,,,,,135.0,,,,-23.0,-169.4,-361.0,,,,,,,,True,False,False,,,,
05043,481,552.0,,,,785.0,146.5,0.0,,,,,71.0,,,,304.0,-334.5,-481.0,,,,,,,,False,False,False,,,,
05045,3782,6720.0,,,,4218.0,10073.7,672.4,,6999.2,,,2938.0,,,,436.0,6291.7,-3109.6,,3217.2,,,,,,True,False,False,,False,,
05047,503,648.0,,,,700.0,702.3,35.9,,,,,145.0,,,,197.0,199.3,-467.1,,,,,,,,False,False,False,,,,
05049,171,600.0,,,,315.0,247.0,0.0,,,,,429.0,,,,144.0,76.0,-171.0,,,,,,,,True,True,True,,,,
05051,3721,4152.0,,,,3978.0,5390.6,342.9,,4641.7,,,431.0,,,,257.0,1669.6,-3378.1,,920.7,,,,,,True,False,False,,False,,
05053,454,1064.0,,,,627.0,893.8,44.5,,,,,610.0,,,,173.0,439.8,-409.5,,,,,,,,True,True,True,,,,
05055,1330,1640.0,,,,1699.0,727.0,0.0,,2791.8,,,310.0,,,,369.0,-603.0,-1330.0,,1461.8,,,,,,False,False,False,,False,,
05057,590,488.0,,,,781.0,264.8,90.4,,,,,-102.0,,,,191.0,-325.2,-499.6,,,,,,,,False,False,False,,,,
05059,1148,1584.0,,,,1627.0,1214.5,0.0,,539.4,,,436.0,,,,479.0,66.5,-1148.0,,-608.6,,,,,,False,True,False,,False,,
05061,417,416.0,,,,445.0,147.6,0.0,,,,,-1.0,,,,28.0,-269.4,-417.0,,,,,,,,False,False,False,,,,
05063,832,1480.0,,,,1810.0,1443.2,92.3,,772.2,,,648.0,,,,978.0,611.2,-739.7,,-59.8,,,,,,False,True,False,,True,,
05065,306,1080.0,,,,330.0,1806.8,57.5,,,,,774.0,,,,24.0,1500.8,-248.5,,,,,,,,True,False,True,,,,
05067,302,680.0,,,,609.0,92.5,0.0,,,,,378.0,,,,307.0,-209.5,-302.0,,,,,,,,True,True,True,,,,
05069,1775,2600.0,,,,2343.0,661.9,0.0,,2100.9,,,825.0,,,,568.0,-1113.1,-1775.0,,325.9,,,,,,True,False,False,,True,,
05071,828,1472.0,,,,1076.0,1428.4,73.0,,,,,644.0,,,,248.0,600.4,-755.0,,,,,,,,True,True,False,,,,
05073,156,168.0,,,,189.0,276.8,0.0,,,,,12.0,,,,33.0,120.8,-156.0,,,,,,,,False,False,False,,,,
05075,413,784.0,,,,685.0,757.1,75.8,,,,,371.0,,,,272.0,344.1,-337.2,,,,,,,,True,True,True,,,,
05077,187,368.0,,,,359.0,157.4,0.0,,,,,181.0,,,,172.0,-29.6,-187.0,,,,,,,,True,True,False,,,,
05079,312,456.0,,,,565.0,122.5,0.0,,493.9,,,144.0,,,,253.0,-189.5,-312.0,,181.9,,,,,,False,False,False,,False,,
05081,298,520.0,,,,498.0,960.1,36.9,,,,,222.0,,,,200.0,662.1,-261.1,,,,,,,,True,False,False,,,,
05083,696,1088.0,,,,1002.0,1272.8,93.7,,,,,392.0,,,,306.0,576.8,-602.3,,,,,,,,True,False,False,,,,
05085,2498,3216.0,,,,2406.0,3021.4,394.2,,2466.7,,,718.0,,,,-92.0,523.4,-2103.8,,-31.3,,,,,,True,True,False,,True,,
05087,349,616.0,,,,455.0,409.7,0.0,,,,,267.0,,,,106.0,60.7,-349.0,,,,,,,,True,True,False,,,,
05089,283,552.0,,,,318.0,1250.1,0.0,,,,,269.0,,,,35.0,967.1,-283.0,,,,,,,,True,False,False,,,,
05091,998,1312.0,,,,1559.0,1306.2,130.4,,413.5,,,314.0,,,,561.0,308.2,-867.6,,-584.5,,,,,,False,True,False,,False,,
05093,1134,1552.0,,,,1579.0,807.8,0.0,,617.8,,,418.0,,,,445.0,-326.2,-1134.0,,-516.2,,,,,,False,True,False,,False,,
05095,324,440.0,,,,258.0,339.4,6.6,,,,,116.0,,,,-66.0,15.4,-317.4,,,,,,,,True,True,False,,,,
05097,214,384.0,,,,308.0,406.4,12.1,,,,,170.0,,,,94.0,192.4,-201.9,,,,,,,,True,False,False,,,,
05099,182,136.0,,,,363.0,27.5,0.0,,,,,-46.0,,,,181.0,-154.5,-182.0,,,,,,,,False,False,False,,,,
05101,134,136.0,,,,222.0,48.4,0.0,,,,,2.0,,,,88.0,-85.6,-134.0,,,,,,,,False,False,False,,,,
05103,742,1000.0,,,,916.0,744.0,0.0,,,,,258.0,,,,174.0,2.0,-742.0,,,,,,,,True,True,False,,,,
05105,342,480.0,,,,282.0,467.4,12.5,,,,,138.0,,,,-60.0,125.4,-329.5,,,,,,,,True,True,False,,,,
05107,416,376.0,,,,754.0,80.5,0.0,,,,,-40.0,,,,338.0,-335.5,-416.0,,,,,,,,False,False,False,,,,
05109,269,432.0,,,,417.0,252.3,16.3,,,,,163.0,,,,148.0,-16.7,-252.7,,,,,,,,True,True,False,,,,
05111,640,1016.0,,,,889.0,431.9,108.7,,366.8,,,376.0,,,,249.0,-208.1,-531.3,,-273.2,,,,,,True,True,False,,True,,
05113,595,880.0,,,,901.0,1617.1,65.0,,,,,285.0,,,,306.0,1022.1,-530.0,,,,,,,,False,False,False,,,,
05115,2035,4064.0,,,,2258.0,2804.1,296.9,,3485.5,,,2029.0,,,,223.0,769.1,-1738.1,,1450.5,,,,,,True,True,True,,True,,
05117,306,384.0,,,,276.0,115.2,0.0,,,,,78.0,,,,-30.0,-190.8,-306.0,,,,,,,,True,False,False,,,,
05119,11650,19136.0,,,,12723.0,24949.8,1770.8,,23461.3,0.0,,7486.0,,,,1073.0,13299.8,-9879.2,,11811.3,-11650.0,,,,,True,False,False,,False,False,
05121,468,920.0,,,,611.0,1236.4,42.4,,,,,452.0,,,,143.0,768.4,-425.6,,,,,,,,True,False,True,,,,
05123,661,888.0,,,,968.0,463.2,0.0,,671.5,,,227.0,,,,307.0,-197.8,-661.0,,10.5,,,,,,False,True,False,,True,,
05125,3566,5336.0,,,,5241.0,5620.4,691.1,,3284.2,,,1770.0,,,,1675.0,2054.4,-2874.9,,-281.8,,,,,,True,False,False,,True,,
05127,310,736.0,,,,453.0,3433.9,24.4,,,,,426.0,,,,143.0,3123.9,-285.6,,,,,,,,True,False,True,,,,
05129,140,288.0,,,,263.0,229.1,0.0,,,,,148.0,,,,123.0,89.1,-140.0,,,,,,,,True,True,True,,,,
05131,4686,6616.0,,,,5956.0,11953.6,397.4,,3868.2,,,1930.0,,,,1270.0,7267.6,-4288.6,,-817.8,,,,,,True,False,False,,True,,
05133,526,632.0,,,,777.0,354.0,0.0,,375.8,,,106.0,,,,251.0,-172.0,-526.0,,-150.2,,,,,,False,False,False,,False,,
05135,356,872.0,,,,482.0,833.5,38.5,,,,,516.0,,,,126.0,477.5,-317.5,,,,,,,,True,True,True,,,,
05137,186,240.0,,,,365.0,87.8,79.9,,,,,54.0,,,,179.0,-98.2,-106.1,,,,,,,,False,False,False,,,,
05139,1109,2280.0,,,,1623.0,2259.3,152.7,,2426.9,,,1171.0,,,,514.0,1150.3,-956.3,,1317.9,,,,,,True,True,True,,False,,
05141,425,480.0,,,,481.0,103.5,0.0,,,,,55.0,,,,56.0,-321.5,-425.0,,,,,,,,False,False,False,,,,
05143,7323,12288.0,,,,8083.0,8209.8,1401.5,,12694.3,0.0,,4965.0,,,,760.0,886.8,-5921.5,,5371.3,-7323.0,,,,,True,True,False,,False,False,
05145,2143,5184.0,,,,3475.0,6949.3,408.0,,3129.3,,,3041.0,,,,1332.0,4806.3,-1735.0,,986.3,,,,,,True,False,True,,True,,
