,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UpstateSU-GRU
28131,87,120.0,,123.8,,125.0,122.0,137.0,,,,,100.2,,69.7,,,184.0,138.1,,106.8,,,101.0,108.9,,,,131.0,176.0,169.3,,,,,,,,,,162.7,33.0,,36.8,,38.0,35.0,50.0,,,,,13.2,,-17.3,,,97.0,51.1,,19.8,,,14.0,21.9,,,,44.0,89.0,82.3,,,,,,,,,,75.7,,False,,False,False,False,,,,,True,,True,,,False,False,,True,,,True,True,,,,False,False,False,,,,,,,,,,False
28133,117,162.0,,140.6,,151.0,157.0,48.0,,,,,193.2,,91.5,,,163.0,74.2,,162.3,,,110.0,146.5,,,,156.0,189.0,236.9,,,,,,133.4,,,,210.1,45.0,,23.6,,34.0,40.0,-69.0,,,,,76.2,,-25.5,,,46.0,-42.8,,45.3,,,-7.0,29.5,,,,39.0,72.0,119.9,,,,,,16.4,,,,93.1,,True,,True,True,False,,,,,False,,True,,,False,True,,False,,,True,True,,,,True,False,False,,,,,,True,,,,False
28135,49,114.0,,145.4,,104.0,97.0,48.0,,,,,107.5,,48.2,,,105.0,74.8,,122.6,,,45.0,90.8,,,,130.0,113.0,127.3,,,,,,,,,,169.0,65.0,,96.4,,55.0,48.0,-1.0,,,,,58.5,,-0.8,,,56.0,25.8,,73.6,,,-4.0,41.8,,,,81.0,64.0,78.3,,,,,,,,,,120.0,,False,,True,True,True,,,,,True,,True,,,True,True,,False,,,True,True,,,,False,True,False,,,,,,,,,,False
28137,118,99.0,,102.3,,103.0,124.0,122.0,,,,,155.6,,93.4,,,190.0,58.4,,128.2,,,56.0,94.6,,,,97.0,182.0,245.0,,,,,,92.5,,,,217.1,-19.0,,-15.7,,-15.0,6.0,4.0,,,,,37.6,,-24.6,,,72.0,-59.6,,10.2,,,-62.0,-23.4,,,,-21.0,64.0,127.0,,,,,,-25.5,,,,99.1,,True,,True,True,True,,,,,False,,False,,,False,False,,True,,,False,False,,,,False,False,False,,,,,,False,,,,False
28139,116,165.0,,165.3,,175.0,164.0,211.0,,,,,159.6,,64.6,,,193.0,76.9,,153.3,,,124.0,141.5,,,,162.0,204.0,210.1,,,,,,410.3,,,,275.1,49.0,,49.3,,59.0,48.0,95.0,,,,,43.6,,-51.4,,,77.0,-39.1,,37.3,,,8.0,25.5,,,,46.0,88.0,94.1,,,,,,294.3,,,,159.1,,False,,False,True,False,,,,,True,,False,,,False,True,,True,,,True,True,,,,True,False,False,,,,,,False,,,,False
28141,63,156.0,,147.8,,137.0,129.0,139.0,,,,,125.5,,79.9,,,192.0,40.9,,123.7,,,97.0,122.9,,,,122.0,169.0,191.8,,,,,,,,,,143.9,93.0,,84.8,,74.0,66.0,76.0,,,,,62.5,,16.9,,,129.0,-22.1,,60.7,,,34.0,59.9,,,,59.0,106.0,128.8,,,,,,,,,,80.9,,True,,True,True,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,True,False,False,,,,,,,,,,True
28143,50,78.0,,80.7,,66.0,66.0,67.0,,,,,56.8,,42.8,,,54.0,25.5,,62.8,,,35.5,69.1,,,,72.0,67.0,76.8,,,,,,,,,,156.4,28.0,,30.7,,16.0,16.0,17.0,,,,,6.8,,-7.2,,,4.0,-24.5,,12.8,,,-14.5,19.1,,,,22.0,17.0,26.8,,,,,,,,,,106.4,,False,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,,,,False
28145,169,261.0,,258.7,,225.0,219.0,213.0,,,,,222.9,,118.5,,,250.0,157.5,,236.5,,,116.0,194.8,,,,225.0,264.0,152.7,,,,,,229.5,,,,334.4,92.0,,89.7,,56.0,50.0,44.0,,,,,53.9,,-50.5,,,81.0,-11.5,,67.5,,,-53.0,25.8,,,,56.0,95.0,-16.3,,,,,,60.5,,,,165.4,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,False,True,,,,,,True,,,,False
28147,32,57.0,,53.2,,61.0,61.0,52.0,,,,,76.2,,38.6,,,145.0,109.6,,53.0,,,38.0,52.0,,,,71.0,87.0,76.8,,,,,,,,,,102.4,25.0,,21.2,,29.0,29.0,20.0,,,,,44.2,,6.6,,,113.0,77.6,,21.0,,,6.0,20.0,,,,39.0,55.0,44.8,,,,,,,,,,70.4,,True,,False,False,True,,,,,False,,True,,,False,False,,True,,,True,True,,,,False,False,False,,,,,,,,,,False
28149,152,303.0,,266.1,,280.0,266.0,240.0,,,,,297.4,,230.4,,,325.0,216.0,,319.0,291.0,,167.0,261.1,,,,342.0,316.0,291.9,,,,,,282.8,,,,348.5,151.0,,114.1,,128.0,114.0,88.0,,,,,145.4,,78.4,,,173.0,64.0,,167.0,139.0,,15.0,109.1,,,,190.0,164.0,139.9,,,,,,130.8,,,,196.5,,True,,True,True,True,,,,,True,,True,,,False,True,,False,True,,True,True,,,,False,False,True,,,,,,True,,,,False
28151,141,120.0,,92.7,,134.0,160.0,127.0,,,,,290.6,,120.2,,,286.0,155.0,,199.2,91.5,,38.0,121.4,,,,121.0,228.0,333.2,,,,,,133.0,,,,229.3,-21.0,,-48.3,,-7.0,19.0,-14.0,,,,,149.6,,-20.8,,,145.0,14.0,,58.2,-49.5,,-103.0,-19.6,,,,-20.0,87.0,192.2,,,,,,-8.0,,,,88.3,,False,,True,True,True,,,,,False,,True,,,False,True,,False,False,,False,True,,,,True,False,False,,,,,,True,,,,False
28153,162,237.0,,256.2,,201.0,174.0,308.0,,,,,170.7,,70.9,,,201.0,395.1,,185.1,,,78.0,167.0,,,,323.0,217.0,143.6,,,,,,123.6,,,,322.1,75.0,,94.2,,39.0,12.0,146.0,,,,,8.7,,-91.1,,,39.0,233.1,,23.1,,,-84.0,5.0,,,,161.0,55.0,-18.4,,,,,,-38.4,,,,160.1,,False,,True,True,False,,,,,True,,False,,,True,False,,True,,,False,True,,,,False,True,True,,,,,,True,,,,False
28155,72,69.0,,74.2,,68.0,65.0,65.0,,,,,62.3,,29.9,,,88.0,94.6,,56.0,,,44.0,57.5,,,,72.0,79.0,42.9,,,,,,,,,,103.2,-3.0,,2.2,,-4.0,-7.0,-7.0,,,,,-9.7,,-42.1,,,16.0,22.6,,-16.0,,,-28.0,-14.5,,,,0.0,7.0,-29.1,,,,,,,,,,31.2,,True,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,True,False,False,,,,,,,,,,False
28157,10,21.0,,23.6,,22.0,25.0,19.0,,,,,38.0,,29.7,,,81.0,9.9,,23.1,,,8.0,17.5,,,,19.0,44.0,38.1,,,,,,,,,,36.6,11.0,,13.6,,12.0,15.0,9.0,,,,,28.0,,19.7,,,71.0,-0.1,,13.1,,,-2.0,7.5,,,,9.0,34.0,28.1,,,,,,,,,,26.6,,False,,False,False,True,,,,,False,,False,,,False,True,,False,,,True,True,,,,True,False,False,,,,,,,,,,False
28159,54,114.0,,139.8,,108.0,96.0,76.0,,,,,107.0,,51.6,,,152.0,65.4,,74.4,,,74.0,86.2,,,,96.0,130.0,108.6,,,,,,110.1,,,,139.3,60.0,,85.8,,54.0,42.0,22.0,,,,,53.0,,-2.4,,,98.0,11.4,,20.4,,,20.0,32.2,,,,42.0,76.0,54.6,,,,,,56.1,,,,85.3,,False,,True,True,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,True,False,True,,,,,,True,,,,False
28161,81,183.0,,177.9,,141.0,124.0,158.0,,,,,84.7,,94.0,,,89.0,144.7,,90.2,,,128.0,140.5,,,,191.0,149.0,74.6,,,,,,,,,,155.8,102.0,,96.9,,60.0,43.0,77.0,,,,,3.7,,13.0,,,8.0,63.7,,9.2,,,47.0,59.5,,,,110.0,68.0,-6.4,,,,,,,,,,74.8,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,False,True,True,,,,,,,,,,True
28163,148,195.0,,197.7,,186.0,184.0,210.0,,,,,168.8,,123.7,,,187.0,156.6,,176.2,,,174.5,174.7,,,,224.0,206.0,139.6,,,,,,199.3,,,,250.2,47.0,,49.7,,38.0,36.0,62.0,,,,,20.8,,-24.3,,,39.0,8.6,,28.2,,,26.5,26.7,,,,76.0,58.0,-8.4,,,,,,51.3,,,,102.2,,False,,True,True,False,,,,,True,,True,,,True,True,,True,,,True,True,,,,False,False,True,,,,,,False,,,,False
29001,63,90.0,,86.5,,86.0,85.0,60.0,,,,,102.0,,66.0,,,180.0,55.1,,110.0,,,30.0,69.2,,,,82.0,102.0,125.6,,,,,,,,,,184.0,27.0,,23.5,,23.0,22.0,-3.0,,,,,39.0,,3.0,,,117.0,-7.9,,47.0,,,-33.0,6.2,,,,19.0,39.0,62.6,,,,,,,,,,121.0,,True,,True,True,True,,,,,False,,True,,,False,True,,False,,,False,True,,,,True,False,False,,,,,,,,,,False
29003,21,45.0,,45.4,,43.0,45.0,22.0,,,,,45.4,,30.0,,,107.0,27.0,,39.0,,,11.0,32.9,,,,31.0,72.0,77.3,,,,,,,,,,60.7,24.0,,24.4,,22.0,24.0,1.0,,,,,24.4,,9.0,,,86.0,6.0,,18.0,,,-10.0,11.9,,,,10.0,51.0,56.3,,,,,,,,,,39.7,,False,,True,False,True,,,,,False,,True,,,False,True,,True,,,True,True,,,,True,False,False,,,,,,,,,,False
29005,0,6.0,,3.9,,6.0,8.0,0.0,,,,,7.4,,6.6,,,26.0,0.6,,5.1,,,8.0,2.0,,,,3.0,13.0,12.4,,,,,,,,,,7.7,6.0,,3.9,,6.0,8.0,0.0,,,,,7.4,,6.6,,,26.0,0.6,,5.1,,,8.0,2.0,,,,3.0,13.0,12.4,,,,,,,,,,7.7,,True,,False,False,True,,,,,False,,False,,,False,True,,True,,,False,True,,,,True,False,False,,,,,,,,,,False
29007,31,90.0,,81.0,,86.0,79.0,26.0,,,,,69.1,,59.1,,,148.0,126.8,,86.1,,,12.0,53.3,,,,62.0,144.0,119.9,,,,,,,,,,102.8,59.0,,50.0,,55.0,48.0,-5.0,,,,,38.1,,28.1,,,117.0,95.8,,55.1,,,-19.0,22.3,,,,31.0,113.0,88.9,,,,,,,,,,71.8,,True,,True,True,True,,,,,True,,True,,,False,False,,True,,,True,True,,,,True,False,False,,,,,,,,,,False
29009,53,105.0,,93.4,,91.0,98.0,44.0,,,,,102.5,,69.0,,,337.0,28.5,,93.5,54.5,,52.0,84.4,,,,89.0,170.0,133.1,,,,,,,,,,124.3,52.0,,40.4,,38.0,45.0,-9.0,,,,,49.5,,16.0,,,284.0,-24.5,,40.5,1.5,,-1.0,31.4,,,,36.0,117.0,80.1,,,,,,,,,,71.3,,True,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,False,False,,,,,,,,,,False
29011,31,45.0,,45.4,,42.0,42.0,40.0,,,,,53.9,,15.6,,,96.0,16.2,,47.0,,,21.0,35.0,,,,50.0,55.0,55.1,,,,,,,,,,,14.0,,14.4,,11.0,11.0,9.0,,,,,22.9,,-15.4,,,65.0,-14.8,,16.0,,,-10.0,4.0,,,,19.0,24.0,24.1,,,,,,,,,,,,False,,True,True,True,,,,,False,,False,,,False,False,,False,,,True,True,,,,False,False,False,,,,,,,,,,
29013,28,69.0,,73.2,,59.0,50.0,46.0,,,,,53.8,,31.6,,,124.0,80.3,,53.4,,,29.0,46.4,,,,62.0,84.0,41.1,,,,,,,,,,73.6,41.0,,45.2,,31.0,22.0,18.0,,,,,25.8,,3.6,,,96.0,52.3,,25.4,,,1.0,18.4,,,,34.0,56.0,13.1,,,,,,,,,,45.6,,False,,True,True,True,,,,,True,,True,,,False,False,,True,,,True,True,,,,True,False,True,,,,,,,,,,False
29015,33,90.0,,78.0,,70.0,76.0,52.0,,,,,66.4,,78.8,,,118.0,19.5,,54.8,,,35.0,61.8,,,,93.0,112.0,117.9,,,,,,,,,,151.9,57.0,,45.0,,37.0,43.0,19.0,,,,,33.4,,45.8,,,85.0,-13.5,,21.8,,,2.0,28.8,,,,60.0,79.0,84.9,,,,,,,,,,118.9,,True,,True,True,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,False,False,False,,,,,,,,,,False
29017,11,36.0,,39.6,,35.0,37.0,17.0,,,,,45.4,,13.2,,,72.0,11.8,,32.5,,,28.0,30.1,,,,22.0,58.0,68.3,,,,,,,,,,57.2,25.0,,28.6,,24.0,26.0,6.0,,,,,34.4,,2.2,,,61.0,0.8,,21.5,,,17.0,19.1,,,,11.0,47.0,57.3,,,,,,,,,,46.2,,False,,True,False,True,,,,,False,,True,,,False,True,,True,,,True,True,,,,True,False,False,,,,,,,,,,False
29019,337,825.0,,837.2,,780.0,631.0,921.0,,,,,798.2,,499.4,,614.1,855.0,468.6,,818.5,2288.0,,390.5,613.8,,,,727.0,994.0,919.5,,,,,,980.5,494.0,,,627.3,488.0,,500.2,,443.0,294.0,584.0,,,,,461.2,,162.4,,277.1,518.0,131.6,,481.5,1951.0,,53.5,276.8,,,,390.0,657.0,582.5,,,,,,643.5,157.0,,,290.3,,False,,True,True,False,,,,,True,,True,,True,False,True,,True,False,,True,True,,,,True,False,False,,,,,,False,True,,,True
29021,111,270.0,,277.1,,272.0,315.0,147.0,,,,,359.6,,180.9,,,522.0,135.6,,246.6,15734.5,,98.0,199.4,,,,198.0,287.0,386.5,,,,,,288.5,,,,299.6,159.0,,166.1,,161.0,204.0,36.0,,,,,248.6,,69.9,,,411.0,24.6,,135.6,15623.5,,-13.0,88.4,,,,87.0,176.0,275.5,,,,,,177.5,,,,188.6,,False,,False,False,True,,,,,False,,True,,,False,True,,True,False,,True,True,,,,True,False,False,,,,,,False,,,,False
29023,208,198.0,,200.8,,158.0,165.0,127.0,,,,,146.0,,125.8,,,311.0,82.3,,146.3,86.0,,119.0,149.8,,,,177.0,260.0,195.3,,,,,,191.9,,,,192.5,-10.0,,-7.2,,-50.0,-43.0,-81.0,,,,,-62.0,,-82.2,,,103.0,-125.7,,-61.7,-122.0,,-89.0,-58.2,,,,-31.0,52.0,-12.7,,,,,,-16.1,,,,-15.5,,True,,False,False,False,,,,,False,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,False,,,,False
29025,16,24.0,,24.1,,22.0,26.0,8.0,,,,,24.4,,17.1,,,59.0,13.0,,20.3,,,8.0,18.8,,,,15.0,37.0,37.3,,,,,,,,,,47.3,8.0,,8.1,,6.0,10.0,-8.0,,,,,8.4,,1.1,,,43.0,-3.0,,4.3,,,-8.0,2.8,,,,-1.0,21.0,21.3,,,,,,,,,,31.3,,False,,True,False,False,,,,,False,,True,,,False,True,,True,,,False,True,,,,True,False,False,,,,,,,,,,False
29027,130,312.0,,338.0,,215.0,222.0,150.0,,,,,168.3,,110.2,,,236.0,79.5,,187.0,116.0,,200.0,216.5,,,,247.0,344.0,203.5,,,,,,270.2,,,,281.0,182.0,,208.0,,85.0,92.0,20.0,,,,,38.3,,-19.8,,,106.0,-50.5,,57.0,-14.0,,70.0,86.5,,,,117.0,214.0,73.5,,,,,,140.2,,,,151.0,,False,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,False,True,,,,,,True,,,,True
29029,59,168.0,,173.8,,147.0,128.0,62.0,,,,,170.2,,82.3,,,228.0,49.4,,168.2,85.5,,63.0,118.0,,,,130.0,235.0,216.1,,,,,,148.4,,,,171.4,109.0,,114.8,,88.0,69.0,3.0,,,,,111.2,,23.3,,,169.0,-9.6,,109.2,26.5,,4.0,59.0,,,,71.0,176.0,157.1,,,,,,89.4,,,,112.4,,False,,True,True,True,,,,,False,,True,,,False,True,,False,True,,True,True,,,,True,False,False,,,,,,True,,,,False
29031,144,435.0,,436.4,,390.0,373.0,274.0,,,,,409.5,,350.1,,,397.0,153.3,,253.9,2763.0,,335.0,360.3,,,,660.0,489.0,400.3,,,,,,359.7,,,,463.7,291.0,,292.4,,246.0,229.0,130.0,,,,,265.5,,206.1,,,253.0,9.3,,109.9,2619.0,,191.0,216.3,,,,516.0,345.0,256.3,,,,,,215.7,,,,319.7,,False,,True,True,True,,,,,True,,True,,,True,True,,True,False,,True,True,,,,False,False,True,,,,,,True,,,,False
29033,21,84.0,,87.0,,61.0,59.0,47.0,,,,,40.2,,33.4,,,61.0,104.4,,46.0,,,59.0,54.7,,,,72.0,66.0,64.9,,,,,,,,,,70.6,63.0,,66.0,,40.0,38.0,26.0,,,,,19.2,,12.4,,,40.0,83.4,,25.0,,,38.0,33.7,,,,51.0,45.0,43.9,,,,,,,,,,49.6,,False,,True,True,True,,,,,True,,True,,,True,False,,True,,,True,True,,,,True,True,True,,,,,,,,,,True
29035,12,12.0,,12.2,,12.0,13.0,0.0,,,,,17.9,,19.8,,,47.0,0.9,,9.6,,,0.0,5.5,,,,6.0,23.0,28.1,,,,,,,,,,16.9,0.0,,0.2,,0.0,1.0,-12.0,,,,,5.9,,7.8,,,35.0,-11.1,,-2.4,,,-12.0,-6.5,,,,-6.0,11.0,16.1,,,,,,,,,,4.9,,False,,True,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,,,,False
29037,249,381.0,,347.9,,360.0,344.0,252.0,,,,,362.8,,293.4,,,657.0,413.4,,387.3,287.5,,152.0,278.5,,,,534.0,530.0,473.4,,,,,,667.6,,,,392.0,132.0,,98.9,,111.0,95.0,3.0,,,,,113.8,,44.4,,,408.0,164.4,,138.3,38.5,,-97.0,29.5,,,,285.0,281.0,224.4,,,,,,418.6,,,,143.0,,True,,True,True,True,,,,,True,,True,,,False,False,,False,True,,True,True,,,,False,False,False,,,,,,False,,,,False
29039,47,42.0,,42.7,,41.0,37.0,42.0,,,,,33.3,,39.4,,,110.0,24.4,,31.6,,,23.0,30.1,,,,45.0,66.0,46.6,,,,,,,,,,48.3,-5.0,,-4.3,,-6.0,-10.0,-5.0,,,,,-13.7,,-7.6,,,63.0,-22.6,,-15.4,,,-24.0,-16.9,,,,-2.0,19.0,-0.4,,,,,,,,,,1.3,,True,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,True,False,True,,,,,,,,,,True
29041,14,15.0,,10.6,,11.0,16.0,6.0,,,,,18.2,,13.8,,,55.0,6.6,,20.3,,,0.0,9.2,,,,10.0,28.0,15.7,,,,,,,,,,33.2,1.0,,-3.4,,-3.0,2.0,-8.0,,,,,4.2,,-0.2,,,41.0,-7.4,,6.3,,,-14.0,-4.8,,,,-4.0,14.0,1.7,,,,,,,,,,19.2,,False,,False,False,False,,,,,False,,True,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,,,,False
29043,170,402.0,,432.3,,402.0,326.0,274.0,,,,,469.3,,274.3,,,630.0,223.0,,370.0,1641.0,,215.0,325.2,,,,322.0,462.0,436.2,,,,,,449.5,,,,435.9,232.0,,262.3,,232.0,156.0,104.0,,,,,299.3,,104.3,,,460.0,53.0,,200.0,1471.0,,45.0,155.2,,,,152.0,292.0,266.2,,,,,,279.5,,,,265.9,,False,,False,True,True,,,,,False,,True,,,False,True,,True,False,,True,True,,,,True,False,False,,,,,,False,,,,False
29045,19,45.0,,39.9,,29.0,28.0,36.0,,,,,20.0,,8.9,,,43.0,6.4,,23.7,,,14.0,23.7,,,,23.0,43.0,18.3,,,,,,,,,,42.8,26.0,,20.9,,10.0,9.0,17.0,,,,,1.0,,-10.1,,,24.0,-12.6,,4.7,,,-5.0,4.7,,,,4.0,24.0,-0.7,,,,,,,,,,23.8,,True,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,True,,,,,,,,,,True
29047,247,525.0,,529.1,,478.0,513.0,445.0,,,,,469.7,,545.0,,,1357.0,411.3,,535.6,1715.0,,323.0,392.0,,,,672.0,676.0,711.1,,,,,,471.2,340.0,,,482.3,278.0,,282.1,,231.0,266.0,198.0,,,,,222.7,,298.0,,,1110.0,164.3,,288.6,1468.0,,76.0,145.0,,,,425.0,429.0,464.1,,,,,,224.2,93.0,,,235.3,,False,,True,True,True,,,,,True,,False,,,False,True,,False,False,,True,True,,,,False,False,False,,,,,,True,True,,,True
29049,33,75.0,,87.9,,63.0,71.0,39.0,,,,,65.5,,64.0,,,127.0,30.7,,58.5,,,31.0,60.2,,,,53.0,103.0,77.1,,,,,,,,,,89.3,42.0,,54.9,,30.0,38.0,6.0,,,,,32.5,,31.0,,,94.0,-2.3,,25.5,,,-2.0,27.2,,,,20.0,70.0,44.1,,,,,,,,,,56.3,,False,,True,True,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,True,False,False,,,,,,,,,,False
29051,114,351.0,,349.7,,302.0,309.0,184.0,,,,,289.0,,212.0,,,409.0,115.3,,327.1,128.0,,176.0,252.4,,,,283.0,506.0,388.0,,,,,,337.5,,,,327.9,237.0,,235.7,,188.0,195.0,70.0,,,,,175.0,,98.0,,,295.0,1.3,,213.1,14.0,,62.0,138.4,,,,169.0,392.0,274.0,,,,,,223.5,,,,213.9,,True,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,False,False,,,,,,True,,,,True
29053,27,78.0,,92.4,,66.0,72.0,51.0,,,,,69.5,,26.2,,,101.0,10.0,,57.0,,,28.0,49.6,,,,66.0,128.0,93.4,,,,,,,,,,84.4,51.0,,65.4,,39.0,45.0,24.0,,,,,42.5,,-0.8,,,74.0,-17.0,,30.0,,,1.0,22.6,,,,39.0,101.0,66.4,,,,,,,,,,57.4,,False,,True,True,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,True,False,False,,,,,,,,,,False
29055,39,81.0,,81.4,,73.0,70.0,40.0,,,,,91.8,,39.3,,,116.0,50.6,,94.8,,,26.0,52.6,,,,60.0,142.0,103.8,,,,,,,,,,87.5,42.0,,42.4,,34.0,31.0,1.0,,,,,52.8,,0.3,,,77.0,11.6,,55.8,,,-13.0,13.6,,,,21.0,103.0,64.8,,,,,,,,,,48.5,,False,,True,True,True,,,,,False,,True,,,False,True,,False,,,True,True,,,,True,False,False,,,,,,,,,,False
29057,4,15.0,,15.5,,15.0,17.0,0.0,,,,,31.7,,13.2,,,75.0,25.6,,15.2,,,0.0,8.0,,,,13.0,25.0,59.2,,,,,,,,,,,11.0,,11.5,,11.0,13.0,-4.0,,,,,27.7,,9.2,,,71.0,21.6,,11.2,,,-4.0,4.0,,,,9.0,21.0,55.2,,,,,,,,,,,,False,,False,False,True,,,,,False,,True,,,False,False,,False,,,True,True,,,,True,False,False,,,,,,,,,,
29059,25,36.0,,36.7,,40.0,40.0,43.0,,,,,38.0,,34.6,,,104.0,50.2,,42.6,,,21.0,31.7,,,,37.0,70.0,51.1,,,,,,,,,,59.4,11.0,,11.7,,15.0,15.0,18.0,,,,,13.0,,9.6,,,79.0,25.2,,17.6,,,-4.0,6.7,,,,12.0,45.0,26.1,,,,,,,,,,34.4,,False,,False,False,False,,,,,False,,True,,,False,False,,False,,,True,True,,,,False,False,False,,,,,,,,,,False
29061,7,51.0,,48.0,,42.0,38.0,40.0,,,,,27.7,,30.4,,,60.0,54.6,,31.6,,,39.0,35.3,,,,52.0,45.0,23.2,,,,,,,,,,45.8,44.0,,41.0,,35.0,31.0,33.0,,,,,20.7,,23.4,,,53.0,47.6,,24.6,,,32.0,28.3,,,,45.0,38.0,16.2,,,,,,,,,,38.8,,True,,True,True,True,,,,,True,,True,,,False,False,,True,,,True,True,,,,False,True,True,,,,,,,,,,True
29063,14,42.0,,46.0,,37.0,37.0,33.0,,,,,36.7,,26.7,,,89.0,20.5,,33.0,,,6.0,23.9,,,,25.0,49.0,52.7,,,,,,,,,,62.8,28.0,,32.0,,23.0,23.0,19.0,,,,,22.7,,12.7,,,75.0,6.5,,19.0,,,-8.0,9.9,,,,11.0,35.0,38.7,,,,,,,,,,48.8,,False,,True,True,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,True,False,False,,,,,,,,,,False
29065,11,30.0,,31.7,,29.0,33.0,26.0,,,,,33.2,,25.5,,,84.0,25.1,,28.5,,,15.0,23.5,,,,26.0,59.0,61.1,,,,,,,,,,,19.0,,20.7,,18.0,22.0,15.0,,,,,22.2,,14.5,,,73.0,14.1,,17.5,,,4.0,12.5,,,,15.0,48.0,50.1,,,,,,,,,,,,False,,True,False,True,,,,,False,,True,,,False,True,,True,,,True,True,,,,True,False,False,,,,,,,,,,
