,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
47135,88,234.0,22.0,,,,,356.0,77.3,143.4,173.0,,,,,146.0,-66.0,,,,,268.0,-10.7,55.4,85.0,,,,,True,,,,,False,True,True,True,,,,
47137,74,270.0,55.0,,,,,120.0,108.1,140.2,196.0,,,,,196.0,-19.0,,,,,46.0,34.1,66.2,122.0,,,,,True,,,,,True,True,True,True,,,,
47139,353,654.0,672.0,,,,,699.0,274.7,328.8,363.5,,,,,301.0,319.0,,,,,346.0,-78.3,-24.2,10.5,,,,,False,,,,,False,True,True,True,,,,
47141,918,2484.0,2761.0,,,,,2918.0,1484.6,1690.3,1519.5,,1898.9,,,1566.0,1843.0,,,,,2000.0,566.6,772.3,601.5,,980.9,,,False,,,,,False,True,True,True,,True,,
47143,395,1314.0,589.0,,,,,1359.0,689.3,921.9,679.0,,,,,919.0,194.0,,,,,964.0,294.3,526.9,284.0,,,,,True,,,,,False,True,True,True,,,,
47145,755,1716.0,1989.0,,,,,1953.0,745.6,1205.9,857.0,,,,,961.0,1234.0,,,,,1198.0,-9.4,450.9,102.0,,,,,False,,,,,False,True,True,True,,,,
47147,1360,2268.0,3533.0,,,,,2157.0,1245.5,1520.2,1407.5,,1738.1,,,908.0,2173.0,,,,,797.0,-114.5,160.2,47.5,,378.1,,,False,,,,,True,True,True,True,,True,,
47149,5279,10158.0,13341.0,,,,,12621.0,6048.2,6491.3,6474.5,,8696.4,4438.0,,4879.0,8062.0,,,,,7342.0,769.2,1212.3,1195.5,,3417.4,-841.0,,False,,,,,False,True,True,True,,True,True,
47151,628,498.0,419.0,,,,,680.0,172.7,348.8,254.0,,712.3,,,-130.0,-209.0,,,,,52.0,-455.3,-279.2,-374.0,,84.3,,,False,,,,,True,False,False,False,,True,,
47153,225,402.0,267.0,,,,,550.0,274.2,252.8,181.5,,,,,177.0,42.0,,,,,325.0,49.2,27.8,-43.5,,,,,True,,,,,False,True,True,True,,,,
47155,1587,3498.0,7515.0,,,,,3635.0,1658.5,2236.6,1965.5,,3048.8,,,1911.0,5928.0,,,,,2048.0,71.5,649.6,378.5,,1461.8,,,False,,,,,False,True,True,True,,True,,
47157,11337,21384.0,15641.0,,,,,25826.0,14396.9,19086.2,14290.0,,17370.9,12111.0,,10047.0,4304.0,,,,,14489.0,3059.9,7749.2,2953.0,,6033.9,774.0,,True,,,,,False,True,True,True,,True,True,
47159,256,546.0,436.0,,,,,764.0,795.5,377.7,321.0,,238.2,,,290.0,180.0,,,,,508.0,539.5,121.7,65.0,,-17.8,,,True,,,,,False,False,True,True,,True,,
47161,192,336.0,165.0,,,,,347.0,333.7,192.5,303.0,,,,,144.0,-27.0,,,,,155.0,141.7,0.5,111.0,,,,,True,,,,,False,True,True,True,,,,
47163,1832,3216.0,9789.0,,,,,5231.0,2311.7,2668.8,2254.0,,2687.3,1691.0,,1384.0,7957.0,,,,,3399.0,479.7,836.8,422.0,,855.3,-141.0,,False,,,,,False,True,True,True,,True,True,
47165,3223,4944.0,4872.0,,,,,5731.0,2821.0,3633.7,3197.0,,3777.1,2167.0,,1721.0,1649.0,,,,,2508.0,-402.0,410.7,-26.0,,554.1,-1056.0,,True,,,,,False,True,True,True,,True,True,
47167,774,1800.0,2647.0,,,,,2013.0,843.2,1274.0,1214.0,,448.4,,,1026.0,1873.0,,,,,1239.0,69.2,500.0,440.0,,-325.6,,,False,,,,,False,True,True,True,,True,,
47169,103,210.0,,,,,,346.0,226.6,195.8,225.0,,106.9,,,107.0,,,,,,243.0,123.6,92.8,122.0,,3.9,,,,,,,,False,False,True,False,,True,,
47171,149,516.0,29.0,,,,,717.0,212.1,242.9,358.0,,,,,367.0,-120.0,,,,,568.0,63.1,93.9,209.0,,,,,True,,,,,False,True,True,True,,,,
47173,339,300.0,342.0,,,,,841.0,202.1,229.3,351.5,,,,,-39.0,3.0,,,,,502.0,-136.9,-109.7,12.5,,,,,True,,,,,False,False,False,True,,,,
47175,144,264.0,77.0,,,,,256.0,252.9,116.4,191.0,,,,,120.0,-67.0,,,,,112.0,108.9,-27.6,47.0,,,,,True,,,,,True,True,True,True,,,,
47177,387,1248.0,2798.0,,,,,1937.0,546.8,896.3,455.0,,504.4,,,861.0,2411.0,,,,,1550.0,159.8,509.3,68.0,,117.4,,,False,,,,,False,True,True,True,,True,,
47179,1091,3000.0,2099.0,,,,,4344.0,1895.1,2322.2,1665.0,,1219.5,828.0,,1909.0,1008.0,,,,,3253.0,804.1,1231.2,574.0,,128.5,-263.0,,True,,,,,False,True,True,True,,True,True,
47181,271,306.0,77.0,,,,,640.0,134.2,230.4,279.0,,,,,35.0,-194.0,,,,,369.0,-136.8,-40.6,8.0,,,,,False,,,,,False,False,False,True,,,,
47183,402,534.0,323.0,,,,,914.0,367.8,575.6,215.5,,410.2,,,132.0,-79.0,,,,,512.0,-34.2,173.6,-186.5,,8.2,,,True,,,,,False,True,False,False,,True,,
47185,300,756.0,411.0,,,,,1195.0,373.4,511.4,634.0,,542.4,,,456.0,111.0,,,,,895.0,73.4,211.4,334.0,,242.4,,,True,,,,,False,True,True,True,,True,,
47187,3972,6978.0,2034.0,,,,,6705.0,4618.4,4674.1,4246.0,,8413.2,2503.0,,3006.0,-1938.0,,,,,2733.0,646.4,702.1,274.0,,4441.2,-1469.0,,True,,,,,True,True,True,True,,False,True,
47189,1996,3918.0,4539.0,,,,,4905.0,2043.1,3041.4,2210.5,,3502.4,1754.0,,1922.0,2543.0,,,,,2909.0,47.1,1045.4,214.5,,1506.4,-242.0,,False,,,,,False,True,True,True,,True,True,
48001,552,450.0,217.0,,,,,1783.0,1319.1,1317.6,510.0,,841.8,,,-102.0,-335.0,,,,,1231.0,767.1,765.6,-42.0,,289.8,,,False,,,,,False,False,False,True,,False,,
48003,88,498.0,509.0,,,,,622.0,564.8,304.4,480.0,,,,,410.0,421.0,,,,,534.0,476.8,216.4,392.0,,,,,False,,,,,False,False,True,True,,,,
48005,1361,1890.0,1119.0,,,,,2958.0,1161.9,2079.6,2381.0,,747.7,,,529.0,-242.0,,,,,1597.0,-199.1,718.6,1020.0,,-613.3,,,True,,,,,False,True,False,False,,False,,
48007,262,480.0,954.0,,,,,371.0,265.3,488.4,368.0,,,,,218.0,692.0,,,,,109.0,3.3,226.4,106.0,,,,,False,,,,,True,True,False,True,,,,
48009,76,276.0,129.0,,,,,372.0,390.4,205.2,231.0,,,,,200.0,53.0,,,,,296.0,314.4,129.2,155.0,,,,,True,,,,,False,False,True,True,,,,
48011,23,60.0,10.0,,,,,48.0,26.9,19.2,36.0,,,,,37.0,-13.0,,,,,25.0,3.9,-3.8,13.0,,,,,True,,,,,True,True,True,True,,,,
48013,1587,2070.0,7.0,,,,,2092.0,10684.3,1313.9,756.0,,1967.7,,,483.0,-1580.0,,,,,505.0,9097.3,-273.1,-831.0,,380.7,,,False,,,,,False,False,True,False,,True,,
48015,472,984.0,1681.0,,,,,815.0,651.8,712.6,912.5,,,,,512.0,1209.0,,,,,343.0,179.8,240.6,440.5,,,,,False,,,,,True,True,True,True,,,,
48017,53,42.0,0.0,,,,,231.0,340.8,59.6,18.0,,,,,-11.0,-53.0,,,,,178.0,287.8,6.6,-35.0,,,,,False,,,,,False,False,True,False,,,,
48019,444,444.0,312.0,,,,,535.0,2875.4,502.3,239.0,,,,,0.0,-132.0,,,,,91.0,2431.4,58.3,-205.0,,,,,False,,,,,False,False,False,False,,,,
48021,4048,1344.0,839.0,,,,,2521.0,1176.5,1464.4,2032.5,,620.5,,,-2704.0,-3209.0,,,,,-1527.0,-2871.5,-2583.6,-2015.5,,-3427.5,,,False,,,,,True,False,True,True,,False,,
48023,17,204.0,,,,,,177.0,171.1,100.6,252.5,,,,,187.0,,,,,,160.0,154.1,83.6,235.5,,,,,,,,,,True,True,True,False,,,,
48025,493,936.0,696.0,,,,,1030.0,603.8,793.9,578.0,,,,,443.0,203.0,,,,,537.0,110.8,300.9,85.0,,,,,True,,,,,False,True,True,True,,,,
48027,4035,8406.0,2998.0,,,,,14155.0,12525.3,8501.6,5829.0,,9278.1,36054.0,,4371.0,-1037.0,,,,,10120.0,8490.3,4466.6,1794.0,,5243.1,32019.0,,True,,,,,False,False,False,True,,False,False,
48029,49376,103182.0,231601.0,,,,,74823.0,55527.5,75155.3,74108.5,,80867.8,191748.0,,53806.0,182225.0,,,,,25447.0,6151.5,25779.3,24732.5,,31491.8,142372.0,,False,,,,,True,True,True,True,,True,False,
48031,364,108.0,49.0,,,,,308.0,162.4,94.5,53.0,,,,,-256.0,-315.0,,,,,-56.0,-201.6,-269.5,-311.0,,,,,False,,,,,True,True,False,False,,,,
48033,4,0.0,0.0,,,,,23.0,7.5,1.3,0.0,,,,,-4.0,-4.0,,,,,19.0,3.5,-2.7,-4.0,,,,,False,,,,,False,True,True,False,,,,
48035,610,480.0,531.0,,,,,724.0,674.6,387.8,137.0,,,,,-130.0,-79.0,,,,,114.0,64.6,-222.2,-473.0,,,,,True,,,,,True,True,False,False,,,,
48037,1753,2370.0,4911.0,,,,,3415.0,712.4,1441.1,2811.5,,1008.5,,,617.0,3158.0,,,,,1662.0,-1040.6,-311.9,1058.5,,-744.5,,,False,,,,,False,False,True,False,,False,,
48039,7230,11538.0,8907.0,,,,,10517.0,10011.5,7750.6,9843.0,,9922.9,13795.0,,4308.0,1677.0,,,,,3287.0,2781.5,520.6,2613.0,,2692.9,6565.0,,True,,,,,True,True,True,True,,True,False,
48041,4174,6330.0,5414.0,,,,,6137.0,8115.7,4501.4,6278.0,,2781.3,13776.0,,2156.0,1240.0,,,,,1963.0,3941.7,327.4,2104.0,,-1392.7,9602.0,,True,,,,,True,False,True,True,,True,False,
48043,108,102.0,,,,,,412.0,164.9,87.3,39.0,,,,,-6.0,,,,,,304.0,56.9,-20.7,-69.0,,,,,,,,,,False,False,False,False,,,,
48045,24,30.0,0.0,,,,,60.0,163.6,18.6,41.0,,,,,6.0,-24.0,,,,,36.0,139.6,-5.4,17.0,,,,,False,,,,,False,False,True,False,,,,
48047,72,186.0,72.0,,,,,279.0,337.8,179.6,100.0,,,,,114.0,0.0,,,,,207.0,265.8,107.6,28.0,,,,,True,,,,,False,False,True,True,,,,
48049,743,1560.0,1273.0,,,,,1472.0,1289.5,1078.4,1016.0,,808.3,,,817.0,530.0,,,,,729.0,546.5,335.4,273.0,,65.3,,,True,,,,,True,True,True,True,,True,,
48051,1109,450.0,989.0,,,,,543.0,1627.8,255.8,160.0,,,,,-659.0,-120.0,,,,,-566.0,518.8,-853.2,-949.0,,,,,True,,,,,True,True,False,False,,,,
48053,1994,690.0,1996.0,,,,,1464.0,1225.5,507.4,643.0,,381.2,,,-1304.0,2.0,,,,,-530.0,-768.5,-1486.6,-1351.0,,-1612.8,,,True,,,,,True,True,False,False,,False,,
48055,2468,612.0,143.0,,,,,1530.0,681.7,807.2,561.0,,576.3,,,-1856.0,-2325.0,,,,,-938.0,-1786.3,-1660.8,-1907.0,,-1891.7,,,False,,,,,True,True,True,False,,False,,
48057,630,378.0,761.0,,,,,511.0,1683.3,335.2,117.0,,,,,-252.0,131.0,,,,,-119.0,1053.3,-294.8,-513.0,,,,,True,,,,,True,False,False,False,,,,
48059,211,174.0,55.0,,,,,433.0,216.4,215.2,68.0,,,,,-37.0,-156.0,,,,,222.0,5.4,4.2,-143.0,,,,,False,,,,,False,True,True,False,,,,
48061,5290,9036.0,38435.0,,,,,7795.0,14654.2,9171.6,5598.0,,7000.2,7216.0,,3746.0,33145.0,,,,,2505.0,9364.2,3881.6,308.0,,1710.2,1926.0,,False,,,,,True,False,False,True,,True,True,
48063,243,414.0,374.0,,,,,437.0,628.1,295.3,383.0,,,,,171.0,131.0,,,,,194.0,385.1,52.3,140.0,,,,,True,,,,,False,False,True,True,,,,
48065,62,30.0,16.0,,,,,133.0,230.8,44.1,98.0,,,,,-32.0,-46.0,,,,,71.0,168.8,-17.9,36.0,,,,,False,,,,,False,False,True,False,,,,
48067,332,450.0,519.0,,,,,993.0,160.4,270.5,527.0,,,,,118.0,187.0,,,,,661.0,-171.6,-61.5,195.0,,,,,False,,,,,False,False,True,False,,,,
48069,71,42.0,14.0,,,,,196.0,87.1,63.2,25.0,,,,,-29.0,-57.0,,,,,125.0,16.1,-7.8,-46.0,,,,,False,,,,,False,True,True,False,,,,
48071,810,1854.0,10352.0,,,,,1527.0,12129.2,1265.0,1061.5,,852.0,,,1044.0,9542.0,,,,,717.0,11319.2,455.0,251.5,,42.0,,,False,,,,,True,False,True,True,,True,,
48073,538,858.0,899.0,,,,,1826.0,2123.7,958.6,545.5,,375.1,,,320.0,361.0,,,,,1288.0,1585.7,420.6,7.5,,-162.9,,,False,,,,,False,False,False,True,,True,,
48075,73,144.0,0.0,,,,,238.0,24.5,199.8,209.0,,,,,71.0,-73.0,,,,,165.0,-48.5,126.8,136.0,,,,,False,,,,,False,True,False,False,,,,
48077,123,306.0,126.0,,,,,482.0,487.4,221.0,291.0,,,,,183.0,3.0,,,,,359.0,364.4,98.0,168.0,,,,,True,,,,,False,False,True,True,,,,
48079,32,30.0,0.0,,,,,106.0,8.0,22.5,35.0,,,,,-2.0,-32.0,,,,,74.0,-24.0,-9.5,3.0,,,,,False,,,,,False,False,False,False,,,,
48081,45,72.0,2.0,,,,,100.0,25.8,51.4,36.0,,,,,27.0,-43.0,,,,,55.0,-19.2,6.4,-9.0,,,,,False,,,,,False,True,True,True,,,,
48083,130,276.0,77.0,,,,,284.0,592.3,245.6,284.0,,,,,146.0,-53.0,,,,,154.0,462.3,115.6,154.0,,,,,True,,,,,False,False,True,False,,,,
48085,20529,38010.0,34591.0,,,,,37270.0,21062.8,32189.1,33779.5,,23978.7,41827.0,,17481.0,14062.0,,,,,16741.0,533.8,11660.1,13250.5,,3449.7,21298.0,,True,,,,,True,True,True,True,,True,False,
48087,25,42.0,,,,,,105.0,223.2,34.6,47.0,,,,,17.0,,,,,,80.0,198.2,9.6,22.0,,,,,,,,,,False,False,True,False,,,,
48089,311,636.0,1128.0,,,,,586.0,453.3,345.7,593.0,,,,,325.0,817.0,,,,,275.0,142.3,34.7,282.0,,,,,False,,,,,True,True,True,True,,,,
48091,1789,2706.0,392.0,,,,,4042.0,3386.4,2444.2,1725.0,,1560.3,2754.0,,917.0,-1397.0,,,,,2253.0,1597.4,655.2,-64.0,,-228.7,965.0,,False,,,,,False,False,True,True,,True,False,
48093,340,120.0,30.0,,,,,608.0,143.6,147.4,134.0,,,,,-220.0,-310.0,,,,,268.0,-196.4,-192.6,-206.0,,,,,False,,,,,False,True,True,True,,,,
48095,75,60.0,1.0,,,,,145.0,248.9,46.4,14.0,,,,,-15.0,-74.0,,,,,70.0,173.9,-28.6,-61.0,,,,,False,,,,,False,False,False,False,,,,
48097,650,1038.0,322.0,,,,,1849.0,1342.6,882.5,729.5,,770.6,,,388.0,-328.0,,,,,1199.0,692.6,232.5,79.5,,120.6,,,True,,,,,False,False,True,True,,True,,
48099,3011,1992.0,2137.0,,,,,3269.0,1479.4,1907.8,1749.5,,849.6,,,-1019.0,-874.0,,,,,258.0,-1531.6,-1103.2,-1261.5,,-2161.4,,,True,,,,,True,False,False,False,,False,,
48101,7,48.0,,,,,,76.0,19.8,31.9,64.0,,,,,41.0,,,,,,69.0,12.8,24.9,57.0,,,,,,,,,,False,True,True,False,,,,
48103,65,0.0,0.0,,,,,218.0,9.1,6.8,0.0,,,,,-65.0,-65.0,,,,,153.0,-55.9,-58.2,-65.0,,,,,False,,,,,False,True,True,False,,,,
48105,114,0.0,,,,,,170.0,6.9,16.6,29.0,,,,,-114.0,,,,,,56.0,-107.1,-97.4,-85.0,,,,,,,,,,True,True,True,True,,,,
48107,134,6.0,13.0,,,,,180.0,60.2,64.3,99.0,,,,,-128.0,-121.0,,,,,46.0,-73.8,-69.7,-35.0,,,,,True,,,,,True,True,True,True,,,,
48109,68,48.0,,,,,,47.0,1.7,15.9,78.0,,,,,-20.0,,,,,,-21.0,-66.3,-52.1,10.0,,,,,,,,,,False,False,False,True,,,,
48111,303,0.0,0.0,,,,,140.0,18.5,13.3,14.0,,,,,-303.0,-303.0,,,,,-163.0,-284.5,-289.7,-289.0,,,,,False,,,,,True,True,True,True,,,,
48113,47156,109650.0,115667.0,,,,,99753.0,102948.2,86111.5,96548.0,,68235.5,131647.0,,62494.0,68511.0,,,,,52597.0,55792.2,38955.5,49392.0,,21079.5,84491.0,,False,,,,,True,True,True,True,,True,False,
48115,150,258.0,91.0,,,,,484.0,1473.1,191.4,311.0,,,,,108.0,-59.0,,,,,334.0,1323.1,41.4,161.0,,,,,True,,,,,False,False,True,False,,,,
48117,202,276.0,147.0,,,,,606.0,128.0,209.6,172.0,,226.2,,,74.0,-55.0,,,,,404.0,-74.0,7.6,-30.0,,24.2,,,True,,,,,False,False,True,True,,True,,
48119,93,192.0,256.0,,,,,165.0,88.1,102.6,118.0,,,,,99.0,163.0,,,,,72.0,-4.9,9.6,25.0,,,,,False,,,,,True,True,True,True,,,,
48121,17722,18990.0,16722.0,,,,,35666.0,13927.0,19026.2,15344.5,,10620.0,15364.0,,1268.0,-1000.0,,,,,17944.0,-3795.0,1304.2,-2377.5,,-7102.0,-2358.0,,True,,,,,False,False,False,False,,False,False,
48123,304,162.0,107.0,,,,,503.0,1182.4,267.6,187.0,,,,,-142.0,-197.0,,,,,199.0,878.4,-36.4,-117.0,,,,,False,,,,,False,False,True,True,,,,
48125,25,12.0,0.0,,,,,78.0,0.7,25.0,29.0,,,,,-13.0,-25.0,,,,,53.0,-24.3,0.0,4.0,,,,,False,,,,,False,False,True,True,,,,
48127,600,642.0,689.0,,,,,699.0,2532.7,410.0,167.0,,,,,42.0,89.0,,,,,99.0,1932.7,-190.0,-433.0,,,,,False,,,,,False,False,False,False,,,,
48129,63,36.0,,,,,,61.0,2.7,22.5,29.0,,,,,-27.0,,,,,,-2.0,-60.3,-40.5,-34.0,,,,,,,,,,True,False,False,False,,,,
48131,176,450.0,411.0,,,,,537.0,328.6,281.6,296.0,,,,,274.0,235.0,,,,,361.0,152.6,105.6,120.0,,,,,True,,,,,False,True,True,True,,,,
48133,315,372.0,426.0,,,,,756.0,359.8,275.5,251.0,,,,,57.0,111.0,,,,,441.0,44.8,-39.5,-64.0,,,,,False,,,,,False,True,True,False,,,,
48135,4129,4074.0,16522.0,,,,,5126.0,87.2,1854.6,1703.0,,3184.8,3063.0,,-55.0,12393.0,,,,,997.0,-4041.8,-2274.4,-2426.0,,-944.2,-1066.0,,False,,,,,False,False,False,False,,False,False,
48137,36,42.0,,,,,,78.0,371.3,22.2,47.0,,,,,6.0,,,,,,42.0,335.3,-13.8,11.0,,,,,,,,,,False,False,False,False,,,,
48139,4311,8514.0,5518.0,,,,,6497.0,7054.0,5918.9,6225.5,,2655.6,7378.0,,4203.0,1207.0,,,,,2186.0,2743.0,1607.9,1914.5,,-1655.4,3067.0,,True,,,,,True,True,True,True,,True,True,
48141,17133,20538.0,60369.0,,,,,18208.0,4508.7,12703.0,22156.5,,12605.1,14673.0,,3405.0,43236.0,,,,,1075.0,-12624.3,-4430.0,5023.5,,-4527.9,-2460.0,,False,,,,,True,False,False,False,,False,True,
48143,488,1248.0,1532.0,,,,,2266.0,885.3,812.4,955.0,,466.8,,,760.0,1044.0,,,,,1778.0,397.3,324.4,467.0,,-21.2,,,False,,,,,False,True,True,True,,True,,
48145,739,366.0,,,,,,702.0,65.0,310.4,250.0,,,,,-373.0,,,,,,-37.0,-674.0,-428.6,-489.0,,,,,,,,,,True,False,False,False,,,,
48147,743,1476.0,3840.0,,,,,1272.0,3103.8,1032.1,1058.0,,854.3,,,733.0,3097.0,,,,,529.0,2360.8,289.1,315.0,,111.3,,,False,,,,,True,False,True,True,,True,,
48149,832,420.0,366.0,,,,,714.0,201.7,353.2,111.0,,,,,-412.0,-466.0,,,,,-118.0,-630.3,-478.8,-721.0,,,,,False,,,,,True,False,False,False,,,,
48151,25,96.0,,,,,,92.0,707.5,62.3,64.0,,,,,71.0,,,,,,67.0,682.5,37.3,39.0,,,,,,,,,,True,False,True,True,,,,
48153,139,102.0,19.0,,,,,169.0,118.6,117.3,42.0,,,,,-37.0,-120.0,,,,,30.0,-20.4,-21.7,-97.0,,,,,False,,,,,True,True,True,False,,,,
48155,28,120.0,16.0,,,,,78.0,131.1,47.3,23.0,,,,,92.0,-12.0,,,,,50.0,103.1,19.3,-5.0,,,,,True,,,,,True,False,True,True,,,,
48157,13910,24000.0,10088.0,,,,,20268.0,50419.5,20040.1,12236.0,,14338.0,26533.0,,10090.0,-3822.0,,,,,6358.0,36509.5,6130.1,-1674.0,,428.0,12623.0,,True,,,,,True,False,True,True,,True,False,
48159,138,336.0,553.0,,,,,368.0,461.0,193.1,458.0,,,,,198.0,415.0,,,,,230.0,323.0,55.1,320.0,,,,,False,,,,,False,False,True,False,,,,
48161,898,126.0,24.0,,,,,567.0,62.7,171.4,109.0,,,,,-772.0,-874.0,,,,,-331.0,-835.3,-726.6,-789.0,,,,,False,,,,,True,False,True,False,,,,
48163,509,762.0,1046.0,,,,,1040.0,1951.1,659.8,433.0,,455.6,,,253.0,537.0,,,,,531.0,1442.1,150.8,-76.0,,-53.4,,,False,,,,,False,False,True,True,,True,,
48165,117,96.0,25.0,,,,,687.0,253.2,136.6,216.0,,,,,-21.0,-92.0,,,,,570.0,136.2,19.6,99.0,,,,,False,,,,,False,False,True,False,,,,
48167,7788,17328.0,49266.0,,,,,11357.0,4897.2,11989.6,7875.5,,10440.9,20673.0,,9540.0,41478.0,,,,,3569.0,-2890.8,4201.6,87.5,,2652.9,12885.0,,False,,,,,True,True,True,True,,True,False,
48169,89,6.0,0.0,,,,,202.0,6.4,40.1,49.0,,,,,-83.0,-89.0,,,,,113.0,-82.6,-48.9,-40.0,,,,,False,,,,,False,True,True,True,,,,
48171,590,576.0,135.0,,,,,714.0,3330.1,691.7,221.0,,,,,-14.0,-455.0,,,,,124.0,2740.1,101.7,-369.0,,,,,False,,,,,False,False,False,False,,,,
48173,23,0.0,0.0,,,,,60.0,374.7,9.3,34.0,,,,,-23.0,-23.0,,,,,37.0,351.7,-13.7,11.0,,,,,False,,,,,False,False,True,True,,,,
48175,106,0.0,0.0,,,,,197.0,171.6,47.1,24.0,,,,,-106.0,-106.0,,,,,91.0,65.6,-58.9,-82.0,,,,,False,,,,,True,True,True,True,,,,
48177,640,840.0,1668.0,,,,,680.0,3257.0,693.3,495.5,,,,,200.0,1028.0,,,,,40.0,2617.0,53.3,-144.5,,,,,False,,,,,True,False,True,True,,,,
48179,329,150.0,106.0,,,,,799.0,83.5,144.8,91.0,,,,,-179.0,-223.0,,,,,470.0,-245.5,-184.2,-238.0,,,,,False,,,,,False,False,False,False,,,,
48181,2022,5064.0,5326.0,,,,,5804.0,16348.2,3850.9,3717.0,,2874.6,2678.0,,3042.0,3304.0,,,,,3782.0,14326.2,1828.9,1695.0,,852.6,656.0,,False,,,,,False,False,True,True,,True,True,
48183,2349,5244.0,10987.0,,,,,3913.0,2818.2,3070.9,1562.5,,3223.8,,,2895.0,8638.0,,,,,1564.0,469.2,721.9,-786.5,,874.8,,,False,,,,,True,True,True,True,,True,,
48185,1565,366.0,428.0,,,,,766.0,438.8,405.1,144.0,,,,,-1199.0,-1137.0,,,,,-799.0,-1126.2,-1159.9,-1421.0,,,,,True,,,,,True,True,True,False,,,,
48187,4164,4830.0,9488.0,,,,,4693.0,39165.4,4321.7,3152.5,,1334.4,1850.0,,666.0,5324.0,,,,,529.0,35001.4,157.7,-1011.5,,-2829.6,-2314.0,,False,,,,,True,False,True,False,,False,False,
48189,398,1122.0,580.0,,,,,1057.0,754.2,798.2,1073.0,,966.5,,,724.0,182.0,,,,,659.0,356.2,400.2,675.0,,568.5,,,True,,,,,True,True,True,True,,True,,
48191,83,456.0,0.0,,,,,81.0,154.9,184.0,176.0,,,,,373.0,-83.0,,,,,-2.0,71.9,101.0,93.0,,,,,True,,,,,True,True,True,True,,,,
48193,196,264.0,74.0,,,,,363.0,10.3,140.0,14.0,,,,,68.0,-122.0,,,,,167.0,-185.7,-56.0,-182.0,,,,,False,,,,,False,False,True,False,,,,
48195,140,54.0,26.0,,,,,144.0,45.1,88.5,16.0,,,,,-86.0,-114.0,,,,,4.0,-94.9,-51.5,-124.0,,,,,False,,,,,True,False,True,False,,,,
48197,47,258.0,0.0,,,,,139.0,241.3,112.1,118.0,,,,,211.0,-47.0,,,,,92.0,194.3,65.1,71.0,,,,,True,,,,,True,True,True,True,,,,
48199,805,1626.0,1786.0,,,,,2030.0,2263.1,1355.5,1518.0,,952.0,,,821.0,981.0,,,,,1225.0,1458.1,550.5,713.0,,147.0,,,False,,,,,False,False,True,True,,True,,
48201,67426,129894.0,144609.0,,,,,144798.0,114796.6,104854.9,127661.5,,116777.2,278322.0,,62468.0,77183.0,,,,,77372.0,47370.6,37428.9,60235.5,,49351.2,210896.0,,False,,,,,False,True,True,True,,True,False,
48203,1276,2448.0,3428.0,,,,,2331.0,1310.9,1930.4,4143.5,,2060.7,,,1172.0,2152.0,,,,,1055.0,34.9,654.4,2867.5,,784.7,,,False,,,,,True,True,True,False,,True,,
48205,163,0.0,0.0,,,,,156.0,2.7,30.8,23.0,,,,,-163.0,-163.0,,,,,-7.0,-160.3,-132.2,-140.0,,,,,False,,,,,True,True,True,True,,,,
48207,77,156.0,0.0,,,,,210.0,106.4,109.4,66.0,,,,,79.0,-77.0,,,,,133.0,29.4,32.4,-11.0,,,,,True,,,,,False,True,True,True,,,,
48209,3837,8892.0,0.0,,,,,7025.0,3493.6,7324.4,9175.5,,7982.3,5475.0,,5055.0,-3837.0,,,,,3188.0,-343.4,3487.4,5338.5,,4145.3,1638.0,,True,,,,,True,True,True,False,,True,True,
48211,101,120.0,17.0,,,,,124.0,541.4,105.6,145.0,,,,,19.0,-84.0,,,,,23.0,440.4,4.6,44.0,,,,,False,,,,,False,False,True,False,,,,
48213,1167,2418.0,11805.0,,,,,2422.0,7889.2,1439.6,1446.5,,1244.3,,,1251.0,10638.0,,,,,1255.0,6722.2,272.6,279.5,,77.3,,,False,,,,,False,False,True,True,,True,,
48215,19347,16422.0,17436.0,,,,,23222.0,22299.3,19586.0,12222.0,,4116.3,12066.0,,-2925.0,-1911.0,,,,,3875.0,2952.3,239.0,-7125.0,,-15230.7,-7281.0,,True,,,,,False,False,True,False,,False,False,
48217,1922,432.0,1538.0,,,,,1155.0,68.6,393.7,350.0,,836.3,,,-1490.0,-384.0,,,,,-767.0,-1853.4,-1528.3,-1572.0,,-1085.7,,,True,,,,,True,False,False,False,,True,,
