,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
51775,68,108.0,,93.4,,90.0,256.0,71.0,,,,78.8,,129.2,,,168.0,49.0,,145.3,,,30.0,74.7,,,,109.0,87.0,117.4,,,,,,,,,117.7,,40.0,,25.4,,22.0,188.0,3.0,,,,10.8,,61.2,,,100.0,-19.0,,77.3,,,-38.0,6.7,,,,41.0,19.0,49.4,,,,,,,,,49.7,,,True,,True,False,True,,,,True,,False,,,False,True,,False,,,True,True,,,,False,True,False,,,,,,,,,False,
51790,91,134.0,,144.5,,109.0,299.0,70.0,,,,92.5,,85.6,,,149.0,46.1,,86.4,,,114.0,102.8,,,,124.0,101.0,134.5,,,,,,,,,33.5,,43.0,,53.5,,18.0,208.0,-21.0,,,,1.5,,-5.4,,,58.0,-44.9,,-4.6,,,23.0,11.8,,,,33.0,10.0,43.5,,,,,,,,,-57.5,,,False,,True,False,True,,,,True,,True,,,False,False,,True,,,True,True,,,,True,True,False,,,,,,,,,False,
51800,387,662.0,,684.2,,511.0,949.0,481.0,,,,366.1,,482.9,,,601.0,510.7,,602.2,196.5,,548.0,471.7,,,,703.0,493.0,605.0,,,,,,,,,655.1,,275.0,,297.2,,124.0,562.0,94.0,,,,-20.9,,95.9,,,214.0,123.7,,215.2,-190.5,,161.0,84.7,,,,316.0,106.0,218.0,,,,,,,,,268.1,,,False,,True,False,True,,,,True,,True,,,True,True,,True,True,,True,True,,,,False,True,True,,,,,,,,,True,
51810,1695,2502.0,,2546.3,1932.8,1973.0,3468.0,2060.0,,,,1537.5,,2018.0,,2128.2,3461.0,1504.5,,2414.5,1215.5,,1776.0,2050.4,,,,2636.0,1813.0,1743.4,,,,,,1716.0,,,2801.6,,807.0,,851.3,237.8,278.0,1773.0,365.0,,,,-157.5,,323.0,,433.2,1766.0,-190.5,,719.5,-479.5,,81.0,355.4,,,,941.0,118.0,48.4,,,,,,21.0,,,1106.6,,,False,True,True,False,True,,,,True,,True,,True,False,True,,True,True,,True,True,,,,False,True,True,,,,,,True,,,False,
51820,79,202.0,,199.9,,144.0,318.0,195.0,,,,99.1,,138.5,,,128.0,116.8,,130.2,,,116.0,130.5,,,,195.0,156.0,227.4,,,,,,,,,202.0,,123.0,,120.9,,65.0,239.0,116.0,,,,20.1,,59.5,,,49.0,37.8,,51.2,,,37.0,51.5,,,,116.0,77.0,148.4,,,,,,,,,123.0,,,True,,True,False,True,,,,True,,True,,,True,True,,True,,,True,True,,,,True,True,False,,,,,,,,,True,
51830,38,58.0,,58.8,,51.0,150.0,55.0,,,,21.8,,85.6,,,83.0,108.0,,26.6,,,38.0,44.1,,,,86.0,41.0,57.1,,,,,,,,,50.5,,20.0,,20.8,,13.0,112.0,17.0,,,,-16.2,,47.6,,,45.0,70.0,,-11.4,,,0.0,6.1,,,,48.0,3.0,19.1,,,,,,,,,12.5,,,False,,True,False,True,,,,True,,False,,,False,False,,True,,,True,True,,,,False,True,True,,,,,,,,,True,
51840,50,86.0,,106.3,,79.0,266.0,47.0,,,,95.8,,63.0,,,145.0,73.0,,123.8,,,37.0,69.4,,,,104.0,77.0,219.7,,,,,,,,,66.4,,36.0,,56.3,,29.0,216.0,-3.0,,,,45.8,,13.0,,,95.0,23.0,,73.8,,,-13.0,19.4,,,,54.0,27.0,169.7,,,,,,,,,16.4,,,False,,True,False,True,,,,False,,True,,,False,True,,False,,,True,True,,,,False,True,False,,,,,,,,,True,
53001,35,80.0,,74.1,,72.0,192.0,72.0,,,,51.7,,56.6,,,48.0,60.7,,52.4,,,90.0,57.1,,,,82.0,75.0,85.6,,,,,,,,,84.4,70.2,45.0,,39.1,,37.0,157.0,37.0,,,,16.7,,21.6,,,13.0,25.7,,17.4,,,55.0,22.1,,,,47.0,40.0,50.6,,,,,,,,,49.4,35.2,,True,,True,False,True,,,,True,,True,,,True,True,,True,,,False,True,,,,False,True,False,,,,,,,,,False,True
53003,23,38.0,,33.9,,28.0,124.0,15.0,,,,33.6,,50.2,,,70.0,6.3,,46.3,,,9.0,23.2,,,,36.0,43.0,22.3,,,,,,,,,28.0,58.1,15.0,,10.9,,5.0,101.0,-8.0,,,,10.6,,27.2,,,47.0,-16.7,,23.3,,,-14.0,0.2,,,,13.0,20.0,-0.7,,,,,,,,,5.0,35.1,,True,,True,False,True,,,,True,,False,,,False,False,,False,,,True,True,,,,True,False,True,,,,,,,,,True,False
53005,364,576.0,,672.0,,432.0,904.0,504.0,,,,375.6,,388.6,,440.8,741.0,35.1,,538.1,180.0,,199.0,309.9,,,,450.0,494.0,434.5,,,,,,314.0,,,438.7,646.5,212.0,,308.0,,68.0,540.0,140.0,,,,11.6,,24.6,,76.8,377.0,-328.9,,174.1,-184.0,,-165.0,-54.1,,,,86.0,130.0,70.5,,,,,,-50.0,,,74.7,282.5,,False,,True,False,True,,,,True,,True,,True,False,False,,True,True,,True,True,,,,True,True,True,,,,,,True,,,True,False
53007,108,196.0,,180.2,,147.0,412.0,153.0,,,,177.9,,215.4,,,179.0,124.4,,256.1,36.0,,73.0,119.8,,,,186.0,227.0,169.4,,,,,,,,,128.4,162.4,88.0,,72.2,,39.0,304.0,45.0,,,,69.9,,107.4,,,71.0,16.4,,148.1,-72.0,,-35.0,11.8,,,,78.0,119.0,61.4,,,,,,,,,20.4,54.4,,True,,True,False,True,,,,True,,False,,,True,True,,False,True,,True,True,,,,True,False,True,,,,,,,,,True,True
53009,40,44.0,,43.0,,37.0,127.0,24.0,,,,34.3,,69.2,,,103.0,18.6,,130.6,7.5,,25.0,29.0,,,,44.0,113.0,64.5,,,,,,,,,36.1,52.0,4.0,,3.0,,-3.0,87.0,-16.0,,,,-5.7,,29.2,,,63.0,-21.4,,90.6,-32.5,,-15.0,-11.0,,,,4.0,73.0,24.5,,,,,,,,,-3.9,12.0,,True,,True,False,False,,,,False,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,,,,True,False
53011,569,626.0,,643.3,,609.0,1359.0,394.0,,,,637.9,,634.3,,627.2,934.0,692.8,,1034.4,279.0,,359.0,423.1,,,,659.0,930.0,963.4,,,,,,264.0,,,521.5,946.9,57.0,,74.3,,40.0,790.0,-175.0,,,,68.9,,65.3,,58.2,365.0,123.8,,465.4,-290.0,,-210.0,-145.9,,,,90.0,361.0,394.4,,,,,,-305.0,,,-47.5,377.9,,False,,True,False,False,,,,False,,False,,False,False,False,,False,False,,False,False,,,,False,False,False,,,,,,False,,,True,False
53013,2,0.0,,1.2,,3.0,135.0,5.0,,,,3.2,,9.7,,,10.0,737.3,,9.2,,,5.0,3.3,,,,,9.0,7.0,,,,,,,,,6.3,3.1,-2.0,,-0.8,,1.0,133.0,3.0,,,,1.2,,7.7,,,8.0,735.3,,7.2,,,3.0,1.3,,,,,7.0,5.0,,,,,,,,,4.3,1.1,,True,,True,False,False,,,,True,,False,,,False,False,,False,,,False,True,,,,,False,False,,,,,,,,,False,True
53015,302,172.0,,222.1,,193.0,469.0,136.0,,,,181.1,,236.1,,,253.0,292.2,,428.3,65.5,,19.0,123.4,,,,,264.0,193.5,,,,,,,,,233.4,244.4,-130.0,,-79.9,,-109.0,167.0,-166.0,,,,-120.9,,-65.9,,,-49.0,-9.8,,126.3,-236.5,,-283.0,-178.6,,,,,-38.0,-108.5,,,,,,,,,-68.6,-57.6,,True,,True,False,False,,,,True,,True,,,True,True,,True,False,,False,False,,,,,True,True,,,,,,,,,True,True
53017,68,86.0,,94.0,,65.0,206.0,48.0,,,,84.3,,85.9,,,95.0,39.8,,125.9,23.0,,39.0,50.9,,,,77.0,104.0,59.9,,,,,,,,,67.0,93.9,18.0,,26.0,,-3.0,138.0,-20.0,,,,16.3,,17.9,,,27.0,-28.2,,57.9,-45.0,,-29.0,-17.1,,,,9.0,36.0,-8.1,,,,,,,,,-1.0,25.9,,False,,True,False,False,,,,True,,True,,,False,False,,False,False,,False,True,,,,True,False,True,,,,,,,,,True,False
53019,5,2.0,,2.3,,3.0,33.0,0.0,,,,4.6,,11.0,,,16.0,4.2,,6.0,,,6.0,0.3,,,,,10.0,5.6,,,,,,,,,0.4,6.2,-3.0,,-2.7,,-2.0,28.0,-5.0,,,,-0.4,,6.0,,,11.0,-0.8,,1.0,,,1.0,-4.7,,,,,5.0,0.6,,,,,,,,,-4.6,1.2,,True,,True,False,False,,,,True,,False,,,False,True,,True,,,True,False,,,,,False,True,,,,,,,,,False,True
53021,258,466.0,,428.7,,407.0,1103.0,482.0,,,,307.9,,227.3,,,271.0,1281.4,,415.1,138.0,,223.0,337.9,,,,522.0,431.0,642.7,,,,,,,,,507.7,466.2,208.0,,170.7,,149.0,845.0,224.0,,,,49.9,,-30.7,,,13.0,1023.4,,157.1,-120.0,,-35.0,79.9,,,,264.0,173.0,384.7,,,,,,,,,249.7,208.2,,True,,True,False,False,,,,True,,True,,,True,False,,True,True,,True,True,,,,False,True,False,,,,,,,,,False,False
53023,5,2.0,,0.6,,4.0,70.0,0.0,,,,2.9,,4.0,,,6.0,282.1,,4.2,,,4.0,1.5,,,,,6.0,6.5,,,,,,,,,4.7,6.5,-3.0,,-4.4,,-1.0,65.0,-5.0,,,,-2.1,,-1.0,,,1.0,277.1,,-0.8,,,-1.0,-3.5,,,,,1.0,1.5,,,,,,,,,-0.3,1.5,,False,,True,False,False,,,,True,,True,,,True,False,,True,,,True,False,,,,,True,True,,,,,,,,,True,True
53025,247,338.0,,344.6,,251.0,579.0,221.0,,,,267.5,,258.6,,250.2,256.0,149.5,,359.8,71.0,,139.0,196.4,,,,293.0,332.0,312.6,,,,,,,,,272.4,333.1,91.0,,97.6,,4.0,332.0,-26.0,,,,20.5,,11.6,,3.2,9.0,-97.5,,112.8,-176.0,,-108.0,-50.6,,,,46.0,85.0,65.6,,,,,,,,,25.4,86.1,,False,,True,False,True,,,,True,,True,,True,True,False,,False,False,,False,True,,,,True,True,True,,,,,,,,,True,True
53027,123,302.0,,284.6,,170.0,542.0,335.0,,,,145.2,,202.4,,,127.0,107.7,,175.6,29.5,,60.0,123.7,,,,263.0,292.0,239.7,,,,,,,,,188.0,204.6,179.0,,161.6,,47.0,419.0,212.0,,,,22.2,,79.4,,,4.0,-15.3,,52.6,-93.5,,-63.0,0.7,,,,140.0,169.0,116.7,,,,,,,,,65.0,81.6,,True,,True,False,False,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,,,,True,True
53029,43,84.0,,90.7,,73.0,176.0,86.0,,,,56.3,,97.3,,66.1,144.0,45.4,,119.6,10.0,,68.0,44.9,,,,82.0,139.0,78.9,,,,,,,,,79.8,80.0,41.0,,47.7,,30.0,133.0,43.0,,,,13.3,,54.3,,23.1,101.0,2.4,,76.6,-33.0,,25.0,1.9,,,,39.0,96.0,35.9,,,,,,,,,36.8,37.0,,False,,True,False,False,,,,True,,False,,True,False,True,,False,True,,True,True,,,,True,False,True,,,,,,,,,True,True
53031,8,24.0,,31.2,,24.0,93.0,28.0,,,,15.3,,37.1,,,26.0,70.9,,68.0,0.0,,2.0,14.8,,,,42.0,67.0,31.5,,,,,,,,,30.0,18.6,16.0,,23.2,,16.0,85.0,20.0,,,,7.3,,29.1,,,18.0,62.9,,60.0,-8.0,,-6.0,6.8,,,,34.0,59.0,23.5,,,,,,,,,22.0,10.6,,False,,False,False,False,,,,True,,False,,,False,False,,False,True,,True,True,,,,False,False,False,,,,,,,,,False,True
53033,2473,3684.0,,3660.0,3723.5,3052.0,5526.0,3452.0,,,,2810.5,,2748.1,,2668.8,3645.0,2119.6,,3823.2,1970.0,,1763.0,2288.7,,,,3264.0,3813.0,3667.7,,,,,,1324.0,,,3749.0,3142.2,1211.0,,1187.0,1250.5,579.0,3053.0,979.0,,,,337.5,,275.1,,195.8,1172.0,-353.4,,1350.2,-503.0,,-710.0,-184.3,,,,791.0,1340.0,1194.7,,,,,,-1149.0,,,1276.0,669.2,,True,False,True,False,True,,,,True,,True,,True,True,True,,False,True,,True,True,,,,True,False,True,,,,,,True,,,False,True
53035,226,470.0,,472.2,,355.0,723.0,588.0,,,,245.6,,369.5,,357.6,528.0,302.8,,472.4,117.0,,266.0,259.8,,,,438.0,657.0,388.2,,,,,,236.0,,,423.1,375.4,244.0,,246.2,,129.0,497.0,362.0,,,,19.6,,143.5,,131.6,302.0,76.8,,246.4,-109.0,,40.0,33.8,,,,212.0,431.0,162.2,,,,,,10.0,,,197.1,149.4,,False,,True,False,False,,,,True,,True,,True,False,True,,False,True,,True,True,,,,True,False,True,,,,,,True,,,True,True
53037,97,50.0,,46.1,,46.0,195.0,42.0,,,,67.0,,80.1,,,113.0,46.3,,119.8,11.0,,45.0,39.1,,,,65.0,55.0,57.2,,,,,,,,,32.6,66.3,-47.0,,-50.9,,-51.0,98.0,-55.0,,,,-30.0,,-16.9,,,16.0,-50.7,,22.8,-86.0,,-52.0,-57.9,,,,-32.0,-42.0,-39.8,,,,,,,,,-64.4,-30.7,,False,,False,False,False,,,,True,,True,,,True,False,,True,False,,False,False,,,,True,True,True,,,,,,,,,False,True
53039,17,50.0,,50.4,,30.0,108.0,15.0,,,,19.4,,44.7,,,39.0,8.7,,36.1,,,23.0,20.7,,,,53.0,53.0,31.0,,,,,,,,,44.3,49.2,33.0,,33.4,,13.0,91.0,-2.0,,,,2.4,,27.7,,,22.0,-8.3,,19.1,,,6.0,3.7,,,,36.0,36.0,14.0,,,,,,,,,27.3,32.2,,False,,True,False,True,,,,True,,True,,,True,True,,True,,,True,True,,,,False,False,True,,,,,,,,,True,True
53041,168,216.0,,203.6,,158.0,419.0,170.0,,,,145.1,,222.8,,,153.0,137.2,,203.4,32.5,,138.0,132.7,,,,212.0,250.0,108.8,,,,,,,,,182.4,192.8,48.0,,35.6,,-10.0,251.0,2.0,,,,-22.9,,54.8,,,-15.0,-30.8,,35.4,-135.5,,-30.0,-35.3,,,,44.0,82.0,-59.2,,,,,,,,,14.4,24.8,,True,,True,False,True,,,,True,,False,,,True,True,,True,False,,True,True,,,,True,False,False,,,,,,,,,True,True
53043,9,16.0,,16.9,,15.0,66.0,0.0,,,,9.1,,22.5,,,18.0,22.1,,19.6,,,11.0,10.0,,,,17.0,20.0,13.0,,,,,,,,,16.9,15.2,7.0,,7.9,,6.0,57.0,-9.0,,,,0.1,,13.5,,,9.0,13.1,,10.6,,,2.0,1.0,,,,8.0,11.0,4.0,,,,,,,,,7.9,6.2,,False,,True,False,False,,,,True,,False,,,False,False,,False,,,True,True,,,,False,False,True,,,,,,,,,False,True
53045,77,124.0,,131.2,,98.0,256.0,88.0,,,,88.5,,128.9,,,117.0,44.1,,122.0,15.0,,53.0,61.5,,,,111.0,171.0,98.5,,,,,,,,,86.5,139.3,47.0,,54.2,,21.0,179.0,11.0,,,,11.5,,51.9,,,40.0,-32.9,,45.0,-62.0,,-24.0,-15.5,,,,34.0,94.0,21.5,,,,,,,,,9.5,62.3,,False,,True,False,True,,,,True,,False,,,True,True,,True,False,,True,True,,,,True,False,True,,,,,,,,,True,False
53047,70,54.0,,57.5,,38.0,149.0,31.0,,,,62.1,,56.2,,,78.0,17.7,,87.0,5.5,,21.0,30.4,,,,43.0,87.0,53.0,,,,,,,,,24.4,89.8,-16.0,,-12.5,,-32.0,79.0,-39.0,,,,-7.9,,-13.8,,,8.0,-52.3,,17.0,-64.5,,-49.0,-39.6,,,,-27.0,17.0,-17.0,,,,,,,,,-45.6,19.8,,True,,False,False,False,,,,True,,True,,,True,False,,False,False,,False,False,,,,False,False,False,,,,,,,,,False,False
53049,24,18.0,,19.4,,21.0,103.0,33.0,,,,25.8,,31.4,,,25.0,21.0,,46.7,,,5.0,13.2,,,,24.0,49.0,28.6,,,,,,,,,15.6,33.5,-6.0,,-4.6,,-3.0,79.0,9.0,,,,1.8,,7.4,,,1.0,-3.0,,22.7,,,-19.0,-10.8,,,,0.0,25.0,4.6,,,,,,,,,-8.4,9.5,,True,,True,False,False,,,,True,,False,,,True,True,,False,,,False,False,,,,True,False,True,,,,,,,,,False,False
53051,39,24.0,,23.7,,16.0,76.0,15.0,,,,18.7,,33.7,,,38.0,10.4,,25.8,,,7.0,13.3,,,,19.0,26.0,14.8,,,,,,,,,17.3,31.8,-15.0,,-15.3,,-23.0,37.0,-24.0,,,,-20.3,,-5.3,,,-1.0,-28.6,,-13.2,,,-32.0,-25.7,,,,-20.0,-13.0,-24.2,,,,,,,,,-21.7,-7.2,,False,,False,False,False,,,,False,,True,,,True,False,,True,,,False,False,,,,False,True,False,,,,,,,,,False,True
53053,1823,2596.0,,2695.6,2729.6,1944.0,3519.0,2326.0,,,,1359.5,,1784.0,,2109.9,1832.0,1218.5,,2574.6,815.0,,1619.5,1770.8,,,,2436.0,2804.0,1662.3,,,,,,1075.0,,,1823.3,2781.8,773.0,,872.6,906.6,121.0,1696.0,503.0,,,,-463.5,,-39.0,,286.9,9.0,-604.5,,751.6,-1008.0,,-203.5,-52.2,,,,613.0,981.0,-160.7,,,,,,-748.0,,,0.3,958.8,,False,False,True,False,True,,,,True,,True,,True,True,True,,True,False,,True,True,,,,True,False,True,,,,,,True,,,True,False
53055,4,26.0,,26.2,,18.0,105.0,71.0,,,,6.0,,26.7,,,10.0,215.3,,25.2,,,2.0,13.1,,,,21.0,40.0,18.4,,,,,,,,,24.5,13.0,22.0,,22.2,,14.0,101.0,67.0,,,,2.0,,22.7,,,6.0,211.3,,21.2,,,-2.0,9.1,,,,17.0,36.0,14.4,,,,,,,,,20.5,9.0,,False,,True,False,False,,,,True,,False,,,True,False,,True,,,True,True,,,,True,False,True,,,,,,,,,True,True
53057,147,176.0,,146.9,,131.0,389.0,134.0,,,,166.3,,195.6,,122.8,243.0,128.1,,301.7,65.0,,38.0,102.0,,,,171.0,238.0,160.9,,,,,,86.0,,,131.7,201.4,29.0,,-0.1,,-16.0,242.0,-13.0,,,,19.3,,48.6,,-24.2,96.0,-18.9,,154.7,-82.0,,-109.0,-45.0,,,,24.0,91.0,13.9,,,,,,-61.0,,,-15.3,54.4,,True,,True,False,True,,,,True,,False,,True,False,True,,False,False,,False,False,,,,True,False,True,,,,,,False,,,True,False
53059,6,8.0,,9.5,,8.0,46.0,0.0,,,,9.0,,16.1,,,21.0,5.9,,20.3,,,13.0,2.7,,,,9.0,19.0,8.8,,,,,,,,,2.4,10.0,2.0,,3.5,,2.0,40.0,-6.0,,,,3.0,,10.1,,,15.0,-0.1,,14.3,,,7.0,-3.3,,,,3.0,13.0,2.8,,,,,,,,,-3.6,4.0,,False,,False,False,False,,,,False,,False,,,False,True,,False,,,False,False,,,,False,False,False,,,,,,,,,False,False
53061,1143,1172.0,,1196.5,,1054.0,2201.0,919.0,,,,973.8,,1028.0,,1241.0,1718.0,1283.5,,1733.9,659.0,,750.5,735.7,,,,1152.0,1438.0,1106.7,,,,,,665.0,,,1028.4,1390.8,29.0,,53.5,,-89.0,1058.0,-224.0,,,,-169.2,,-115.0,,98.0,575.0,140.5,,590.9,-484.0,,-392.5,-407.3,,,,9.0,295.0,-36.3,,,,,,-478.0,,,-114.6,247.8,,False,,False,False,False,,,,False,,False,,False,False,False,,False,False,,False,False,,,,True,False,False,,,,,,False,,,False,False
53063,1285,1724.0,,1699.8,1747.6,1248.0,2590.0,1220.0,,,,1074.1,,1178.5,,1316.5,1766.0,1190.0,,2124.3,468.5,,708.0,979.7,,,,1542.0,1396.0,1442.3,,,,,,856.0,,,1241.4,1571.1,439.0,,414.8,462.6,-37.0,1305.0,-65.0,,,,-210.9,,-106.5,,31.5,481.0,-95.0,,839.3,-816.5,,-577.0,-305.3,,,,257.0,111.0,157.3,,,,,,-429.0,,,-43.6,286.1,,True,False,True,False,True,,,,True,,True,,True,False,True,,False,False,,False,True,,,,True,True,True,,,,,,True,,,True,True
53065,68,60.0,,64.2,,59.0,180.0,77.0,,,,48.8,,92.6,,,127.0,80.6,,91.7,2.0,,43.0,40.6,,,,70.0,99.0,52.4,,,,,,,,,56.7,62.6,-8.0,,-3.8,,-9.0,112.0,9.0,,,,-19.2,,24.6,,,59.0,12.6,,23.7,-66.0,,-25.0,-27.4,,,,2.0,31.0,-15.6,,,,,,,,,-11.3,-5.4,,True,,False,False,False,,,,False,,False,,,False,False,,False,False,,False,False,,,,True,False,False,,,,,,,,,False,True
53067,432,426.0,,452.6,,312.0,681.0,416.0,,,,272.8,,398.7,,303.1,592.0,185.1,,789.2,125.5,,222.0,241.6,,,,387.0,544.0,427.9,,,,,,194.0,,,326.1,572.1,-6.0,,20.6,,-120.0,249.0,-16.0,,,,-159.2,,-33.3,,-128.9,160.0,-246.9,,357.2,-306.5,,-210.0,-190.4,,,,-45.0,112.0,-4.1,,,,,,-238.0,,,-105.9,140.1,,False,,False,False,False,,,,False,,False,,False,False,False,,False,False,,False,False,,,,False,False,True,,,,,,False,,,False,False
53069,17,8.0,,8.1,,6.0,39.0,0.0,,,,3.3,,12.7,,,10.0,9.1,,6.0,,,7.0,2.4,,,,5.0,10.0,5.2,,,,,,,,,6.4,6.8,-9.0,,-8.9,,-11.0,22.0,-17.0,,,,-13.7,,-4.3,,,-7.0,-7.9,,-11.0,,,-10.0,-14.6,,,,-12.0,-7.0,-11.8,,,,,,,,,-10.6,-10.2,,True,,False,False,False,,,,False,,True,,,True,True,,False,,,False,False,,,,False,True,False,,,,,,,,,False,False
53071,108,176.0,,201.8,,135.0,395.0,133.0,,,,123.0,,154.6,,,143.0,176.0,,227.5,51.0,,28.0,97.8,,,,171.0,159.0,69.4,,,,,,,,,133.0,203.3,68.0,,93.8,,27.0,287.0,25.0,,,,15.0,,46.6,,,35.0,68.0,,119.5,-57.0,,-80.0,-10.2,,,,63.0,51.0,-38.6,,,,,,,,,25.0,95.3,,False,,True,False,True,,,,True,,True,,,True,True,,False,True,,False,True,,,,True,True,True,,,,,,,,,True,False
53073,524,564.0,,556.2,,564.0,1227.0,580.0,,,,327.9,,520.5,,860.5,458.0,903.0,,1040.8,115.0,,611.0,353.9,,,,701.0,617.0,683.0,,,,,,400.0,,,575.2,628.9,40.0,,32.2,,40.0,703.0,56.0,,,,-196.1,,-3.5,,336.5,-66.0,379.0,,516.8,-409.0,,87.0,-170.1,,,,177.0,93.0,159.0,,,,,,-124.0,,,51.2,104.9,,True,,False,False,False,,,,False,,True,,False,False,False,,False,False,,False,False,,,,False,False,False,,,,,,False,,,False,False
53075,85,38.0,,43.1,,44.0,208.0,46.0,,,,83.5,,45.3,,,128.0,44.9,,105.9,12.0,,15.0,31.6,,,,43.0,57.0,77.4,,,,,,,,,66.3,75.4,-47.0,,-41.9,,-41.0,123.0,-39.0,,,,-1.5,,-39.7,,,43.0,-40.1,,20.9,-73.0,,-70.0,-53.4,,,,-42.0,-28.0,-7.6,,,,,,,,,-18.7,-9.6,,True,,True,False,True,,,,True,,True,,,True,True,,True,False,,False,False,,,,True,True,True,,,,,,,,,True,True
53077,650,1086.0,,1122.3,,1078.0,2159.0,890.0,,,,868.4,,449.9,,1168.1,1167.0,1688.3,,1056.8,400.5,,623.0,695.7,,,,1289.0,1083.0,697.8,,,,,,1246.0,,,1267.9,1167.0,436.0,,472.3,,428.0,1509.0,240.0,,,,218.4,,-200.1,,518.1,517.0,1038.3,,406.8,-249.5,,-27.0,45.7,,,,639.0,433.0,47.8,,,,,,596.0,,,617.9,517.0,,False,,True,False,True,,,,True,,True,,False,False,False,,True,True,,True,True,,,,False,True,True,,,,,,False,,,False,False
54001,49,18.0,,13.7,,34.0,150.0,23.0,,,,18.5,,28.3,,,58.0,50.3,,36.3,,,1.0,22.1,,,,,45.0,60.8,,,,,,,,,37.0,83.2,-31.0,,-35.3,,-15.0,101.0,-26.0,,,,-30.5,,-20.7,,,9.0,1.3,,-12.7,,,-48.0,-26.9,,,,,-4.0,11.8,,,,,,,,,-12.0,34.2,,False,,True,False,True,,,,True,,True,,,True,True,,True,,,False,True,,,,,True,True,,,,,,,,,True,False
54003,274,490.0,,483.0,,379.0,697.0,349.0,,,,361.5,,353.8,,,418.0,196.8,,427.2,160.5,,267.0,315.5,,,,405.0,442.0,516.5,,,,,,,,,267.0,601.9,216.0,,209.0,,105.0,423.0,75.0,,,,87.5,,79.8,,,144.0,-77.2,,153.2,-113.5,,-7.0,41.5,,,,131.0,168.0,242.5,,,,,,,,,-7.0,327.9,,True,,True,False,True,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,False,,,,,,,,,True,False
