,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-UCLA-SuEIR
Nebraska,1920,2190.4,2662.8,2064.7,2130.0,1841.7,270.4,742.8,144.7,210.0,-78.3,False,True,True,True
Nevada,4264,3081.6,3411.1,3655.1,2599.0,3123.3,-1182.4,-852.9,-608.9,-1665.0,-1140.7,True,True,False,True
New Hampshire,1042,640.1,816.7,663.8,755.0,596.3,-401.9,-225.3,-378.2,-287.0,-445.7,True,True,True,False
New Jersey,21455,18683.1,22337.8,21028.9,18937.0,21818.4,-2771.9,882.8,-426.1,-2518.0,363.4,True,True,True,True
New Mexico,3265,3039.0,4464.7,3155.6,3099.0,2355.7,-226.0,1199.7,-109.4,-166.0,-909.3,False,True,True,False
New York,43453,37148.0,40838.9,42667.4,37108.0,43887.4,-6305.0,-2614.1,-785.6,-6345.0,434.4,True,True,False,True
North Carolina,9287,7281.4,8209.7,11224.4,7564.0,7669.0,-2005.6,-1077.3,1937.4,-1723.0,-1618.0,True,True,True,True
North Dakota,1447,1930.3,2376.8,1455.2,2256.0,1176.0,483.3,929.8,8.2,809.0,-271.0,False,True,False,True
Ohio,11121,8696.9,12855.0,12740.9,10056.0,11453.2,-2424.1,1734.0,1619.9,-1065.0,332.2,True,True,True,True
Oklahoma,3504,2678.9,3613.6,3460.2,3112.0,3192.7,-825.1,109.6,-43.8,-392.0,-311.3,True,True,True,True
Oregon,1957,1401.6,2030.3,1619.9,1514.0,1804.1,-555.4,73.3,-337.1,-443.0,-152.9,True,True,True,True
Pennsylvania,21562,15000.9,17810.0,17860.3,17222.0,14784.4,-6561.1,-3752.0,-3701.7,-4340.0,-6777.6,True,True,True,False
Rhode Island,2154,1688.3,2079.7,1877.0,1642.0,1667.8,-465.7,-74.3,-277.0,-512.0,-486.2,True,True,False,False
South Carolina,7014,5968.6,5762.7,5188.2,5441.0,5975.1,-1045.4,-1251.3,-1825.8,-1573.0,-1038.9,False,False,False,True
South Dakota,1775,2544.0,2159.6,1313.1,2810.0,1280.2,769.0,384.6,-461.9,1035.0,-494.8,True,True,False,True
Tennessee,9574,7942.7,8933.5,8271.5,8241.0,8265.7,-1631.3,-640.5,-1302.5,-1333.0,-1308.3,True,True,True,True
Texas,36924,31047.6,33521.6,34814.8,33958.0,29094.0,-5549.4,-3075.4,-1782.2,-2639.0,-7503.0,True,True,True,False
Utah,1663,1532.3,2422.5,2089.3,1896.0,1719.9,-130.7,759.5,426.3,233.0,56.9,False,False,False,True
Vermont,173,102.4,57.9,72.2,94.0,100.4,-70.6,-115.1,-100.8,-79.0,-72.6,False,False,False,False
Virginia,6449,5298.3,5219.7,5988.8,5425.0,5159.5,-1150.7,-1229.3,-460.2,-1024.0,-1289.5,False,True,True,False
Washington,4285,3604.7,8682.5,4442.3,3793.0,3968.2,-687.3,4390.5,150.3,-499.0,-323.8,False,True,True,True
West Virginia,2015,1450.6,2346.9,1867.7,1751.0,1666.8,-564.4,331.9,-147.3,-264.0,-348.2,True,True,True,True
Wisconsin,6430,7083.0,6604.4,6910.8,6736.0,7840.1,653.0,174.4,480.8,306.0,1410.1,True,True,True,False
Wyoming,596,491.4,980.0,416.9,762.0,428.6,-104.6,384.0,-179.1,166.0,-167.4,False,False,False,False
US,439530,361021.3,456394.7,411097.2,378332.0,382737.4,-78105.7,17267.7,-28029.8,-60795.0,-56389.6,True,True,True,True
