,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR
Minnesota,6255,3995.6,5777.5,5768.0,4261.0,,3372.3,-2259.4,-477.5,-487.0,-1994.0,,-2882.7,True,True,True,,False
Mississippi,6018,4419.0,4493.2,5121.2,4222.0,,4198.1,-1599.0,-1524.8,-896.8,-1796.0,,-1819.9,True,True,False,,False
Missouri,7040,5979.4,6973.6,6280.1,4522.0,,3366.5,-1070.6,-76.4,-769.9,-2528.0,,-3683.5,True,True,False,,False
Montana,1232,1073.0,1354.9,1166.7,783.0,,543.5,-159.0,122.9,-65.3,-449.0,,-688.5,True,True,False,,False
Nebraska,1920,1261.1,1522.3,1521.8,1157.0,,791.7,-658.9,-397.7,-398.2,-763.0,,-1128.3,True,True,False,,False
Nevada,4264,2215.1,2805.1,3819.3,2216.0,,2597.0,-2044.9,-1454.9,-440.7,-2044.0,,-1663.0,True,True,True,,True
New Hampshire,1042,570.0,930.8,2708.5,593.0,,524.0,-472.0,-111.2,1666.5,-449.0,,-518.0,True,False,True,,False
New Jersey,21455,17310.4,20358.4,17217.7,16755.0,,16690.2,-4144.6,-1096.6,-4237.3,-4700.0,,-4764.8,True,False,False,,False
New Mexico,3265,1424.3,2257.1,2560.5,1264.0,,1142.5,-1840.7,-1007.9,-704.5,-2001.0,,-2122.5,True,True,False,,False
New York,43453,34322.7,36654.5,38282.2,34084.0,,33907.4,-8910.3,-6578.5,-4950.8,-9149.0,,-9325.6,True,True,False,,False
North Carolina,9287,7247.1,7293.3,9018.4,6746.0,,5676.4,-2039.9,-1993.7,-268.6,-2541.0,,-3610.6,True,True,False,,False
North Dakota,1447,1176.6,1938.0,1152.3,1286.0,,817.9,-270.4,491.0,-294.7,-161.0,,-629.1,False,False,True,,False
Ohio,11121,7132.1,8315.7,10483.7,7447.0,,6573.6,-3988.9,-2805.3,-637.3,-3674.0,,-4547.4,True,True,True,,False
Oklahoma,3504,2329.9,2208.8,3492.6,2250.0,,2039.8,-1174.1,-1295.2,-11.4,-1254.0,,-1464.2,False,True,False,,False
Oregon,1957,1110.3,1142.5,2000.1,895.0,,997.4,-846.7,-814.5,43.1,-1062.0,,-959.6,True,True,False,,False
Pennsylvania,21562,11169.0,13274.6,17232.9,10708.0,,9428.2,-10393.0,-8287.4,-4329.1,-10854.0,,-12133.8,True,True,False,,False
Rhode Island,2154,1523.4,2275.3,1773.7,1418.0,,1277.8,-630.6,121.3,-380.3,-736.0,,-876.2,True,True,False,,False
South Carolina,7014,5908.3,5128.2,6490.0,4691.0,,5122.5,-1105.7,-1885.8,-524.0,-2323.0,,-1891.5,False,True,False,,False
South Dakota,1775,1095.6,1480.0,925.5,917.0,,624.5,-679.4,-295.0,-849.5,-858.0,,-1150.5,True,False,False,,False
Tennessee,9574,6207.3,7442.4,7381.3,5679.0,,5380.5,-3366.7,-2131.6,-2192.7,-3895.0,,-4193.5,True,True,False,,False
Texas,36924,24745.0,24204.4,30211.0,24270.0,42581.0,22691.6,-11873.0,-12413.6,-6407.0,-12348.0,5963.0,-13926.4,False,True,False,True,False
Utah,1663,973.9,1634.1,2629.8,1127.0,,942.5,-689.1,-28.9,966.8,-536.0,,-720.5,True,False,True,,False
Vermont,173,58.0,66.9,64.9,58.0,,58.0,-115.0,-106.1,-108.1,-115.0,,-115.0,True,True,False,,False
Virginia,6449,5584.3,5095.9,5431.4,4885.0,,4259.8,-860.7,-1349.1,-1013.6,-1560.0,,-2185.2,False,False,False,,False
Washington,4285,3085.9,3333.2,4209.0,2945.0,,2992.6,-1210.1,-962.8,-87.0,-1351.0,,-1303.4,True,True,False,,False
West Virginia,2015,743.7,836.6,947.9,865.0,,682.3,-1271.3,-1178.4,-1067.1,-1150.0,,-1332.7,True,True,True,,False
Wisconsin,6430,4604.9,4557.3,6188.1,4212.0,,3312.6,-1522.1,-1569.7,61.1,-1915.0,,-2814.4,False,True,False,,False
Wyoming,596,220.4,346.5,147.0,133.0,,112.2,-375.6,-249.5,-449.0,-463.0,,-483.8,True,False,False,,False
US,439530,302205.4,414540.8,381307.6,289815.0,284963.0,277553.6,-136487.6,-24152.2,-57385.4,-148878.0,-153730.0,-161139.4,True,True,False,False,False
