,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
45007,1249,1012.0,1043.1,,794.0,342.0,,,,,892.0,,858.0,344.9,,753.1,930.3,,217.5,,567.0,696.0,,922.0,1651.8,-237.0,-205.9,,-455.0,-907.0,,,,,-357.0,,-391.0,-904.0,,-495.9,-318.7,,-1031.5,,-682.0,-553.0,,-327.0,402.8,True,,False,False,,,,,False,,False,False,,False,False,,False,,False,False,,False,False
45009,49,32.0,28.1,,26.0,7.0,,,,,70.0,,22.0,20.7,,0.2,36.1,,21.1,,25.5,,,12.0,65.2,-17.0,-20.9,,-23.0,-42.0,,,,,21.0,,-27.0,-28.3,,-48.8,-12.9,,-27.9,,-23.5,,,-37.0,16.2,False,,False,False,,,,,False,,False,False,,False,True,,False,,False,,,False,True
45011,135,208.0,185.8,,122.0,159.0,,,,,65.0,,267.0,66.4,,38.5,118.2,,26.5,,159.9,,,82.0,301.8,73.0,50.8,,-13.0,24.0,,,,,-70.0,,132.0,-68.6,,-96.5,-16.8,,-108.5,,24.9,,,-53.0,166.8,True,,True,True,,,,,True,,False,True,,False,True,,False,,True,,,True,False
45013,442,528.0,608.1,,338.0,236.0,,,,,297.0,,471.5,234.4,,215.0,443.9,,118.1,,330.6,226.0,,366.0,1037.3,86.0,166.1,,-104.0,-206.0,,,,,-145.0,,29.5,-207.6,,-227.0,1.9,,-323.9,,-111.4,-216.0,,-76.0,595.3,False,,False,False,,,,,False,,True,False,,False,True,,False,,False,False,,True,False
45015,660,312.0,169.7,,196.0,181.0,,,,,534.0,,212.9,226.8,,72.7,223.0,,127.9,,194.1,140.0,,189.0,998.9,-348.0,-490.3,,-464.0,-479.0,,,,,-126.0,,-447.1,-433.2,,-587.3,-437.0,,-532.1,,-465.9,-520.0,,-471.0,338.9,False,,False,False,,,,,True,,False,False,,False,False,,False,,False,False,,False,True
45017,55,60.0,59.0,,46.0,9.0,,,,,55.0,,49.9,9.0,,8.7,54.8,,52.5,,41.0,,,57.0,31.9,5.0,4.0,,-9.0,-46.0,,,,,0.0,,-5.1,-46.0,,-46.3,-0.2,,-2.5,,-14.0,,,2.0,-23.1,True,,False,False,,,,,True,,False,False,,False,True,,True,,False,,,True,False
45019,1381,892.0,1134.4,724.1,644.0,439.0,,,,,757.0,,573.4,523.2,,495.4,711.4,,484.0,,412.3,498.0,,479.0,1526.4,-489.0,-246.6,-656.9,-737.0,-942.0,,,,,-624.0,,-807.6,-857.8,,-885.6,-669.6,,-897.0,,-968.7,-883.0,,-902.0,145.4,True,False,False,False,,,,,False,,False,False,,False,False,,False,,False,False,,False,True
45021,322,260.0,275.6,,206.0,174.0,,,,,324.0,,193.8,135.6,,91.6,262.3,,153.9,,131.5,,,202.0,266.6,-62.0,-46.4,,-116.0,-148.0,,,,,2.0,,-128.2,-186.4,,-230.4,-59.7,,-168.1,,-190.5,,,-120.0,-55.4,True,,False,False,,,,,True,,False,False,,False,True,,False,,False,,,False,True
45023,187,108.0,108.0,,91.0,60.0,,,,,187.0,,98.2,53.5,,23.3,99.0,,41.3,,99.4,,,153.0,46.4,-79.0,-79.0,,-96.0,-127.0,,,,,0.0,,-88.8,-133.5,,-163.7,-88.0,,-145.7,,-87.6,,,-34.0,-140.6,False,,False,False,,,,,True,,False,False,,False,False,,False,,False,,,True,False
45025,237,160.0,167.0,,129.0,128.0,,,,,267.0,,170.4,106.3,,43.4,151.4,,24.8,,125.7,,,123.0,56.1,-77.0,-70.0,,-108.0,-109.0,,,,,30.0,,-66.6,-130.7,,-193.6,-85.6,,-212.2,,-111.3,,,-114.0,-180.9,True,,False,False,,,,,True,,True,False,,False,False,,False,,False,,,False,False
45027,72,56.0,63.4,,56.0,63.0,,,,,122.0,,76.5,55.0,,7.6,54.9,,6.9,,62.0,,,39.0,57.9,-16.0,-8.6,,-16.0,-9.0,,,,,50.0,,4.5,-17.0,,-64.4,-17.1,,-65.1,,-10.0,,,-33.0,-14.1,True,,False,True,,,,,False,,True,False,,False,False,,False,,True,,,False,True
45029,211,184.0,187.4,,143.0,143.0,,,,,127.0,,162.7,54.5,,30.7,150.4,,69.4,,143.9,,,231.0,128.4,-27.0,-23.6,,-68.0,-68.0,,,,,-84.0,,-48.3,-156.5,,-180.3,-60.6,,-141.6,,-67.1,,,20.0,-82.6,True,,False,False,,,,,False,,False,False,,False,False,,False,,False,,,True,False
45031,421,268.0,331.8,,243.0,270.0,,,,,349.0,,211.0,166.4,,118.6,222.3,,62.8,,280.4,,,155.0,268.6,-153.0,-89.2,,-178.0,-151.0,,,,,-72.0,,-210.0,-254.6,,-302.4,-198.7,,-358.2,,-140.6,,,-266.0,-152.4,True,,False,True,,,,,True,,False,False,,False,False,,False,,True,,,False,True
45033,218,324.0,327.6,,225.0,434.0,,,,,167.0,,215.2,167.2,,168.3,263.5,,246.1,,203.1,,,342.0,194.8,106.0,109.6,,7.0,216.0,,,,,-51.0,,-2.8,-50.8,,-49.7,45.5,,28.1,,-14.9,,,124.0,-23.2,False,,True,False,,,,,True,,True,True,,True,True,,True,,True,,,False,True
45035,642,328.0,275.8,,255.0,199.0,,,,,390.0,,308.7,167.2,,210.4,334.9,,136.6,,175.0,266.0,,368.0,337.2,-314.0,-366.2,,-387.0,-443.0,,,,,-252.0,,-333.3,-474.8,,-431.6,-307.1,,-505.4,,-467.0,-376.0,,-274.0,-304.8,False,,False,False,,,,,True,,False,False,,False,True,,False,,False,False,,True,True
45037,109,56.0,10.2,,50.0,49.0,,,,,147.0,,89.3,57.0,,7.1,58.3,,10.8,,47.9,,,18.0,1836.1,-53.0,-98.8,,-59.0,-60.0,,,,,38.0,,-19.7,-52.0,,-101.9,-50.7,,-98.2,,-61.1,,,-91.0,1727.1,False,,False,False,,,,,True,,True,True,,False,True,,False,,False,,,False,False
45039,91,76.0,83.1,,70.0,28.0,,,,,144.0,,98.6,43.7,,13.3,69.0,,38.6,,65.1,,,44.0,105.6,-15.0,-7.9,,-21.0,-63.0,,,,,53.0,,7.6,-47.3,,-77.7,-22.0,,-52.4,,-25.9,,,-47.0,14.6,True,,False,False,,,,,False,,True,False,,False,False,,False,,False,,,False,True
45041,665,424.0,370.5,,290.0,289.0,,,,,675.0,,282.9,294.4,,265.3,408.5,,193.6,,202.2,233.0,,294.0,284.5,-241.0,-294.5,,-375.0,-376.0,,,,,10.0,,-382.1,-370.6,,-399.7,-256.5,,-471.4,,-462.8,-432.0,,-371.0,-380.5,False,,False,False,,,,,True,,False,False,,False,False,,False,,False,False,,False,False
45043,472,96.0,100.1,,81.0,81.0,,,,,179.0,,132.1,50.6,,18.6,94.3,,62.0,,56.4,,,89.0,52.3,-376.0,-371.9,,-391.0,-391.0,,,,,-293.0,,-339.9,-421.4,,-453.4,-377.7,,-410.0,,-415.6,,,-383.0,-419.7,True,,False,False,,,,,True,,True,False,,False,False,,False,,False,,,False,False
45045,3150,2212.0,2088.8,1743.4,1869.0,2126.0,,,,,2327.0,,1586.2,1175.6,,1691.9,2191.6,,2036.6,,1138.2,2486.0,,2441.0,1716.5,-938.0,-1061.2,-1406.6,-1281.0,-1024.0,,,,,-823.0,,-1563.8,-1974.4,,-1458.1,-958.4,,-1113.4,,-2011.8,-664.0,,-709.0,-1433.5,False,False,False,False,,,,,True,,False,False,,False,False,,False,,False,True,,True,False
45047,300,328.0,338.5,,272.0,160.0,,,,,358.0,,270.3,156.9,,152.2,394.1,,276.2,,209.8,,,315.0,165.9,28.0,38.5,,-28.0,-140.0,,,,,58.0,,-29.7,-143.1,,-147.8,94.1,,-23.8,,-90.2,,,15.0,-134.1,False,,False,False,,,,,False,,False,False,,False,False,,True,,False,,,True,False
45049,79,188.0,186.2,,109.0,24.0,,,,,91.0,,193.5,40.1,,67.4,141.0,,59.1,,145.4,,,134.0,115.4,109.0,107.2,,30.0,-55.0,,,,,12.0,,114.5,-38.9,,-11.6,62.0,,-19.9,,66.4,,,55.0,36.4,True,,True,True,,,,,True,,False,True,,True,True,,True,,True,,,True,True
45051,2017,992.0,974.6,789.0,766.0,1180.0,,,,,677.0,,610.9,510.2,,868.0,953.4,,613.9,,618.5,1626.0,,858.0,907.4,-1025.0,-1042.4,-1228.0,-1251.0,-837.0,,,,,-1340.0,,-1406.1,-1506.8,,-1149.0,-1063.6,,-1403.1,,-1398.5,-391.0,,-1159.0,-1109.6,False,False,False,True,,,,,False,,False,False,,False,False,,False,,False,True,,False,False
45053,111,52.0,44.2,,43.0,11.0,,,,,79.0,,82.8,37.5,,4.1,56.8,,9.8,,37.1,,,45.0,146.0,-59.0,-66.8,,-68.0,-100.0,,,,,-32.0,,-28.2,-73.5,,-106.9,-54.2,,-101.2,,-73.9,,,-66.0,35.0,False,,False,False,,,,,True,,True,False,,False,True,,False,,False,,,False,True
45055,435,456.0,417.4,,357.0,545.0,,,,,338.0,,370.2,74.3,,235.3,376.2,,220.5,,230.9,,,429.0,351.9,21.0,-17.6,,-78.0,110.0,,,,,-97.0,,-64.8,-360.7,,-199.7,-58.8,,-214.5,,-204.1,,,-6.0,-83.1,True,,False,False,,,,,False,,False,False,,False,False,,False,,False,,,True,False
45057,390,308.0,296.1,,285.0,117.0,,,,,399.0,,227.0,132.0,,131.3,301.5,,323.4,,189.6,,,218.0,437.8,-82.0,-93.9,,-105.0,-273.0,,,,,9.0,,-163.0,-258.0,,-258.7,-88.5,,-66.6,,-200.4,,,-172.0,47.8,False,,False,False,,,,,True,,False,False,,False,False,,True,,False,,,False,True
45059,245,300.0,291.3,,226.0,337.0,,,,,292.0,,225.6,93.4,,115.6,185.2,,205.1,,233.7,,,400.0,173.6,55.0,46.3,,-19.0,92.0,,,,,47.0,,-19.4,-151.6,,-129.4,-59.8,,-39.9,,-11.3,,,155.0,-71.4,True,,True,False,,,,,True,,True,False,,False,False,,True,,True,,,False,False
45061,77,0.0,0.0,,22.0,25.0,,,,,96.0,,42.6,16.1,,1.1,30.3,,13.3,,25.8,,,16.0,62.4,-77.0,-77.0,,-55.0,-52.0,,,,,19.0,,-34.4,-60.9,,-75.9,-46.7,,-63.7,,-51.2,,,-61.0,-14.6,False,,True,True,,,,,True,,True,True,,True,True,,True,,True,,,True,True
45063,1475,1980.0,1845.3,1407.5,1484.0,1877.0,,,,,1032.0,,1643.3,725.1,,1315.2,1626.6,,1428.7,,1191.9,3002.0,,2000.0,1993.3,505.0,370.3,-67.5,9.0,402.0,,,,,-443.0,,168.3,-749.9,,-159.8,151.6,,-46.3,,-283.1,1527.0,,525.0,518.3,True,True,True,True,,,,,True,,True,False,,True,True,,True,,True,False,,False,False
45065,38,52.0,21.4,,32.0,56.0,,,,,23.0,,40.5,18.4,,11.8,32.3,,15.7,,38.3,,,16.0,45.9,14.0,-16.6,,-6.0,18.0,,,,,-15.0,,2.5,-19.6,,-26.2,-5.7,,-22.3,,0.3,,,-22.0,7.9,False,,True,False,,,,,False,,True,False,,False,True,,False,,True,,,False,True
45067,240,224.0,188.7,,151.0,256.0,,,,,123.0,,211.3,92.7,,62.5,150.0,,41.2,,164.8,,,173.0,171.6,-16.0,-51.3,,-89.0,16.0,,,,,-117.0,,-28.7,-147.3,,-177.5,-90.0,,-198.8,,-75.2,,,-67.0,-68.4,False,,False,False,,,,,False,,False,False,,False,False,,False,,False,,,False,False
45069,189,164.0,163.6,,117.0,104.0,,,,,104.0,,119.2,104.5,,53.4,154.2,,59.4,,175.4,,,188.0,111.2,-25.0,-25.4,,-72.0,-85.0,,,,,-85.0,,-69.8,-84.5,,-135.6,-34.8,,-129.6,,-13.6,,,-1.0,-77.8,False,,False,False,,,,,False,,False,False,,False,False,,False,,True,,,True,False
45071,306,524.0,556.1,,299.0,545.0,,,,,218.0,,265.4,82.4,,334.4,337.0,,149.4,,270.0,,,582.0,516.5,218.0,250.1,,-7.0,239.0,,,,,-88.0,,-40.6,-223.6,,28.4,31.0,,-156.6,,-36.0,,,276.0,210.5,False,,True,False,,,,,True,,True,False,,True,True,,True,,True,,,False,True
45073,642,1860.0,1715.9,,1433.0,6116.0,,,,,379.0,,1639.7,153.4,,1103.3,917.4,,2911.3,,976.8,,,3815.0,,1218.0,1073.9,,791.0,5474.0,,,,,-263.0,,997.7,-488.6,,461.3,275.4,,2269.3,,334.8,,,3173.0,,True,,True,False,,,,,True,,True,True,,True,True,,False,,True,,,False,
45075,233,204.0,196.8,,149.0,153.0,,,,,379.0,,160.7,102.9,,29.3,140.8,,25.9,,123.6,,,185.0,147.7,-29.0,-36.2,,-84.0,-80.0,,,,,146.0,,-72.3,-130.1,,-203.7,-92.2,,-207.1,,-109.4,,,-48.0,-85.3,False,,False,False,,,,,False,,False,False,,False,False,,False,,False,,,False,False
45077,1331,1484.0,1486.0,,854.0,3584.0,,,,,665.0,,1350.6,371.9,,645.5,890.0,,387.8,,814.0,,,1651.0,705.3,153.0,155.0,,-477.0,2253.0,,,,,-666.0,,19.6,-959.1,,-685.5,-441.0,,-943.2,,-517.0,,,320.0,-625.7,False,,False,False,,,,,False,,True,False,,False,False,,False,,False,,,False,False
45079,1879,1844.0,1922.5,1542.6,1496.0,1039.0,,,,,1681.0,,1403.5,1196.6,,1315.8,1643.4,,1057.8,,1067.2,852.0,,1285.0,3181.2,-35.0,43.5,-336.4,-383.0,-840.0,,,,,-198.0,,-475.5,-682.4,,-563.2,-235.6,,-821.2,,-811.8,-1027.0,,-594.0,1302.2,False,False,False,False,,,,,False,,False,False,,False,False,,False,,False,False,,False,False
45081,42,8.0,9.0,,15.0,11.0,,,,,95.0,,47.6,34.5,,4.3,26.4,,9.0,,65.8,,,6.0,142.9,-34.0,-33.0,,-27.0,-31.0,,,,,53.0,,5.6,-7.5,,-37.7,-15.6,,-33.0,,23.8,,,-36.0,100.9,True,,True,True,,,,,False,,True,True,,False,True,,True,,True,,,False,False
45083,2134,1024.0,1087.1,,776.0,432.0,,,,,1480.0,,635.9,731.1,,642.3,1079.2,,761.2,,600.1,856.0,,1269.0,1766.7,-1110.0,-1046.9,,-1358.0,-1702.0,,,,,-654.0,,-1498.1,-1402.9,,-1491.7,-1054.8,,-1372.8,,-1533.9,-1278.0,,-865.0,-367.3,True,,False,False,,,,,True,,False,False,,False,True,,False,,False,False,,True,True
45085,337,240.0,225.8,,202.0,143.0,,,,,531.0,,245.4,141.0,,80.5,192.7,,21.0,,153.9,,,195.0,362.3,-97.0,-111.2,,-135.0,-194.0,,,,,194.0,,-91.6,-196.0,,-256.5,-144.3,,-316.0,,-183.1,,,-142.0,25.3,False,,False,False,,,,,False,,True,False,,False,False,,False,,False,,,False,True
45087,164,192.0,194.1,,153.0,175.0,,,,,139.0,,153.1,45.8,,114.4,153.3,,149.4,,112.2,,,186.0,143.4,28.0,30.1,,-11.0,11.0,,,,,-25.0,,-10.9,-118.2,,-49.6,-10.7,,-14.6,,-51.8,,,22.0,-20.6,False,,True,True,,,,,True,,True,False,,False,True,,True,,False,,,True,True
45089,123,60.0,60.1,,39.0,42.0,,,,,115.0,,40.0,53.4,,3.4,58.6,,3.4,,26.3,,,20.0,61.6,-63.0,-62.9,,-84.0,-81.0,,,,,-8.0,,-83.0,-69.6,,-119.6,-64.4,,-119.6,,-96.7,,,-103.0,-61.4,True,,False,False,,,,,True,,False,False,,False,False,,False,,False,,,False,True
45091,1283,1124.0,970.4,,850.0,1539.0,,,,,915.0,,813.8,611.2,,807.7,883.4,,628.9,,724.8,1062.0,,1222.0,856.6,-159.0,-312.6,,-433.0,256.0,,,,,-368.0,,-469.2,-671.8,,-475.3,-399.6,,-654.1,,-558.2,-221.0,,-61.0,-426.4,False,,False,False,,,,,False,,False,False,,False,False,,False,,False,False,,True,False
46003,132,68.0,71.6,,36.0,0.0,,,,,29.0,,95.6,0.0,,13.7,50.0,,39.5,,31.5,,,72.0,,-64.0,-60.4,,-96.0,-132.0,,,,,-103.0,,-36.4,-132.0,,-118.3,-82.0,,-92.5,,-100.5,,,-60.0,,True,,False,False,,,,,False,,True,False,,False,False,,False,,False,,,True,
46005,508,228.0,197.3,,161.0,0.0,,,,,416.0,,240.4,6.7,,65.1,185.5,,139.6,,116.7,,,161.0,,-280.0,-310.7,,-347.0,-508.0,,,,,-92.0,,-267.6,-501.3,,-442.9,-322.5,,-368.4,,-391.3,,,-347.0,,False,,False,False,,,,,True,,True,False,,False,False,,False,,False,,,False,
46007,141,28.0,34.0,,26.0,0.0,,,,,41.0,,29.5,5.5,,,23.5,,0.6,,,,,24.0,,-113.0,-107.0,,-115.0,-141.0,,,,,-100.0,,-111.5,-135.5,,,-117.5,,-140.4,,,,,-117.0,,True,,False,False,,,,,True,,True,False,,,False,,False,,,,,False,
46009,886,108.0,86.9,,87.0,37.0,,,,,105.0,,79.8,2.0,,69.3,100.1,,277.9,,78.7,,,157.0,,-778.0,-799.1,,-799.0,-849.0,,,,,-781.0,,-806.2,-884.0,,-816.7,-785.9,,-608.1,,-807.3,,,-729.0,,False,,False,False,,,,,False,,False,False,,False,False,,True,,False,,,True,
46011,689,328.0,301.4,,286.0,389.0,,,,,1072.0,,407.1,51.2,,226.6,265.6,,21.1,,227.7,,,287.0,,-361.0,-387.6,,-403.0,-300.0,,,,,383.0,,-281.9,-637.8,,-462.4,-423.4,,-667.9,,-461.3,,,-402.0,,False,,False,True,,,,,False,,True,False,,False,False,,False,,False,,,False,
46013,824,664.0,684.1,,652.0,810.0,,,,,800.0,,714.6,108.5,,360.9,640.7,,463.0,,463.7,,,848.0,,-160.0,-139.9,,-172.0,-14.0,,,,,-24.0,,-109.4,-715.5,,-463.1,-183.3,,-361.0,,-360.3,,,24.0,,True,,False,True,,,,,True,,True,False,,False,False,,False,,False,,,True,
46015,162,124.0,134.4,,79.0,0.0,,,,,40.0,,170.4,6.4,,,88.4,,21.5,,86.2,,,55.0,,-38.0,-27.6,,-83.0,-162.0,,,,,-122.0,,8.4,-155.6,,,-73.6,,-140.5,,-75.8,,,-107.0,,True,,False,False,,,,,False,,True,False,,,False,,False,,False,,,False,
46017,118,64.0,62.1,,24.0,6.0,,,,,20.0,,66.9,0.5,,20.5,39.4,,8.0,,26.4,,,0.0,,-54.0,-55.9,,-94.0,-112.0,,,,,-98.0,,-51.1,-117.5,,-97.5,-78.6,,-110.0,,-91.6,,,-118.0,,False,,False,False,,,,,False,,True,False,,False,False,,False,,False,,,False,
46019,286,100.0,97.6,,83.0,0.0,,,,,76.0,,217.2,68.8,,,81.8,,84.1,,,,,80.0,,-186.0,-188.4,,-203.0,-286.0,,,,,-210.0,,-68.8,-217.2,,,-204.2,,-201.9,,,,,-206.0,,False,,False,False,,,,,False,,True,False,,,False,,False,,,,,False,
46021,44,52.0,50.4,,31.0,2.0,,,,,34.0,,208.1,6.2,,,27.9,,6.7,,,,,25.0,,8.0,6.4,,-13.0,-42.0,,,,,-10.0,,164.1,-37.8,,,-16.1,,-37.3,,,,,-19.0,,True,,False,False,,,,,False,,False,False,,,False,,False,,,,,False,
46023,215,140.0,139.9,,118.0,0.0,,,,,53.0,,178.0,6.7,,136.8,139.2,,116.7,,59.1,,,167.0,,-75.0,-75.1,,-97.0,-215.0,,,,,-162.0,,-37.0,-208.3,,-78.2,-75.8,,-98.3,,-155.9,,,-48.0,,False,,False,False,,,,,False,,True,False,,False,False,,False,,False,,,True,
46025,96,24.0,21.8,,23.0,0.0,,,,,81.0,,42.1,1.2,,17.3,29.2,,39.4,,13.8,,,32.0,,-72.0,-74.2,,-73.0,-96.0,,,,,-15.0,,-53.9,-94.8,,-78.7,-66.8,,-56.6,,-82.2,,,-64.0,,False,,False,False,,,,,True,,True,False,,False,True,,True,,False,,,True,
46027,284,92.0,76.3,,85.0,36.0,,,,,239.0,,75.8,12.1,,39.2,84.6,,98.6,,200.9,,,63.0,,-192.0,-207.7,,-199.0,-248.0,,,,,-45.0,,-208.2,-271.9,,-244.8,-199.4,,-185.4,,-83.1,,,-221.0,,False,,False,False,,,,,True,,False,False,,False,False,,True,,True,,,False,
46029,628,512.0,485.2,,433.0,471.0,,,,,870.0,,695.6,30.4,,257.9,395.7,,324.1,,176.4,,,322.0,,-116.0,-142.8,,-195.0,-157.0,,,,,242.0,,67.6,-597.6,,-370.1,-232.3,,-303.9,,-451.6,,,-306.0,,False,,False,False,,,,,False,,True,False,,False,False,,False,,False,,,False,
46031,133,12.0,6.5,,11.0,0.0,,,,,32.0,,10.4,3.7,,39.5,14.5,,2.2,,21.1,,,2.0,,-121.0,-126.5,,-122.0,-133.0,,,,,-101.0,,-122.6,-129.3,,-93.5,-118.5,,-130.8,,-111.9,,,-131.0,,False,,False,False,,,,,True,,False,False,,True,True,,False,,True,,,False,
46033,138,56.0,56.2,,41.0,28.0,,,,,29.0,,62.1,25.1,,,44.5,,37.6,,,,,38.0,,-82.0,-81.8,,-97.0,-110.0,,,,,-109.0,,-75.9,-112.9,,,-93.5,,-100.4,,,,,-100.0,,True,,False,False,,,,,False,,True,False,,,False,,False,,,,,False,
46035,651,452.0,463.5,,391.0,715.0,,,,,327.0,,958.3,22.2,,249.8,402.2,,347.9,,319.4,,,451.0,,-199.0,-187.5,,-260.0,64.0,,,,,-324.0,,307.3,-628.8,,-401.2,-248.8,,-303.1,,-331.6,,,-200.0,,True,,False,True,,,,,False,,False,False,,False,False,,False,,False,,,False,
46037,77,84.0,85.6,,71.0,28.0,,,,,59.0,,139.0,1.4,,40.8,87.9,,105.4,,66.0,,,92.0,,7.0,8.6,,-6.0,-49.0,,,,,-18.0,,62.0,-75.6,,-36.2,10.9,,28.4,,-11.0,,,15.0,,False,,True,False,,,,,False,,False,False,,False,False,,False,,False,,,False,
46039,104,40.0,44.9,,39.0,0.0,,,,,49.0,,38.3,8.6,,22.4,48.0,,28.2,,,,,33.0,,-64.0,-59.1,,-65.0,-104.0,,,,,-55.0,,-65.7,-95.4,,-81.6,-56.0,,-75.8,,,,,-71.0,,True,,False,False,,,,,True,,False,False,,False,True,,False,,,,,False,
46041,229,120.0,124.6,,102.0,,,,,,35.0,,145.7,15.6,,92.3,118.8,,73.8,,100.2,,,24.0,,-109.0,-104.4,,-127.0,,,,,,-194.0,,-83.3,-213.4,,-136.7,-110.2,,-155.2,,-128.8,,,-205.0,,True,,False,,,,,,False,,True,False,,False,False,,False,,False,,,False,
46043,78,72.0,74.5,,35.0,32.0,,,,,29.0,,97.7,2.8,,31.5,59.0,,12.2,,,,,32.0,,-6.0,-3.5,,-43.0,-46.0,,,,,-49.0,,19.7,-75.2,,-46.5,-19.0,,-65.8,,,,,-46.0,,True,,False,False,,,,,False,,False,False,,False,False,,False,,,,,False,
46045,48,44.0,35.5,,34.0,2.0,,,,,85.0,,40.7,6.1,,8.7,43.2,,12.5,,,,,17.0,,-4.0,-12.5,,-14.0,-46.0,,,,,37.0,,-7.3,-41.9,,-39.3,-4.8,,-35.5,,,,,-31.0,,False,,False,False,,,,,False,,False,False,,False,False,,False,,,,,False,
46047,125,40.0,41.1,,34.0,0.0,,,,,34.0,,33.5,4.8,,11.6,37.0,,26.7,,51.1,,,38.0,,-85.0,-83.9,,-91.0,-125.0,,,,,-91.0,,-91.5,-120.2,,-113.4,-88.0,,-98.3,,-73.9,,,-87.0,,True,,False,False,,,,,False,,False,False,,False,False,,False,,True,,,False,
46049,144,20.0,20.8,,20.0,0.0,,,,,74.0,,32.0,0.1,,26.5,24.3,,9.7,,20.8,,,18.0,,-124.0,-123.2,,-124.0,-144.0,,,,,-70.0,,-112.0,-143.9,,-117.5,-119.7,,-134.3,,-123.2,,,-126.0,,True,,False,False,,,,,True,,True,False,,True,True,,False,,True,,,False,
46051,141,192.0,200.6,,146.0,133.0,,,,,143.0,,386.0,4.5,,109.3,164.6,,100.5,,123.2,,,171.0,,51.0,59.6,,5.0,-8.0,,,,,2.0,,245.0,-136.5,,-31.7,23.6,,-40.5,,-17.8,,,30.0,,False,,True,True,,,,,True,,False,False,,True,True,,True,,True,,,True,
46053,103,80.0,81.4,,32.0,0.0,,,,,30.0,,132.9,9.1,,17.2,63.6,,15.2,,,,,40.0,,-23.0,-21.6,,-71.0,-103.0,,,,,-73.0,,29.9,-93.9,,-85.8,-39.4,,-87.8,,,,,-63.0,,True,,False,False,,,,,False,,False,False,,False,False,,False,,,,,False,
46055,70,36.0,38.0,,31.0,0.0,,,,,51.0,,53.9,11.4,,,24.7,,21.9,,,,,31.0,,-34.0,-32.0,,-39.0,-70.0,,,,,-19.0,,-16.1,-58.6,,,-45.3,,-48.1,,,,,-39.0,,True,,False,False,,,,,True,,True,False,,,False,,False,,,,,False,
46057,103,44.0,42.2,,42.0,56.0,,,,,79.0,,71.1,4.7,,10.1,38.1,,8.3,,48.2,,,77.0,,-59.0,-60.8,,-61.0,-47.0,,,,,-24.0,,-31.9,-98.3,,-92.9,-64.9,,-94.7,,-54.8,,,-26.0,,False,,False,True,,,,,True,,True,False,,False,False,,False,,True,,,True,
46059,90,80.0,79.8,,55.0,0.0,,,,,57.0,,170.4,0.9,,8.9,53.6,,34.4,,,,,18.0,,-10.0,-10.2,,-35.0,-90.0,,,,,-33.0,,80.4,-89.1,,-81.1,-36.4,,-55.6,,,,,-72.0,,False,,False,False,,,,,False,,False,False,,False,False,,False,,,,,False,
46061,60,40.0,38.6,,30.0,0.0,,,,,38.0,,69.7,3.2,,,27.2,,6.3,,19.8,,,26.0,,-20.0,-21.4,,-30.0,-60.0,,,,,-22.0,,9.7,-56.8,,,-32.8,,-53.6,,-40.2,,,-34.0,,False,,False,False,,,,,False,,True,False,,,False,,False,,False,,,False,
46063,53,0.0,0.0,,0.0,0.0,,,,,32.0,,1.4,4.0,,,1.0,,0.7,,,,,0.0,,-53.0,-53.0,,-53.0,-53.0,,,,,-21.0,,-51.6,-49.0,,,-52.0,,-52.3,,,,,-53.0,,False,,False,False,,,,,True,,True,True,,,True,,True,,,,,False,
