,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
05055,915,371.0,,,,,468.0,,580.5,169.6,212.3,19.5,,,,-544.0,,,,,-447.0,,-334.5,-745.4,-702.7,-895.5,,,,,,,,True,,True,False,False,False,,,
05057,240,63.0,,,,,89.0,,816.6,8.3,0.0,17.5,,,,-177.0,,,,,-151.0,,576.6,-231.7,-240.0,-222.5,,,,,,,,True,,False,False,False,False,,,
05059,494,287.0,,,,,245.0,,568.3,131.7,6.6,112.2,112.0,,,-207.0,,,,,-249.0,,74.3,-362.3,-487.4,-381.8,-382.0,,,,,,,False,,True,False,False,False,False,,
05061,170,91.0,,,,,139.0,,378.7,21.5,0.8,52.2,,,,-79.0,,,,,-31.0,,208.7,-148.5,-169.2,-117.8,,,,,,,,True,,False,False,False,False,,,
05063,588,693.0,,,,,496.0,,611.8,274.5,151.1,49.0,,,,105.0,,,,,-92.0,,23.8,-313.5,-436.9,-539.0,,,,,,,,True,,True,False,False,False,,,
05065,493,133.0,,,,,102.0,,98.6,41.7,38.5,37.5,,,,-360.0,,,,,-391.0,,-394.4,-451.3,-454.5,-455.6,,,,,,,,False,,False,False,False,False,,,
05067,656,343.0,,,,,222.0,,811.2,613.8,70.8,97.7,,,,-313.0,,,,,-434.0,,155.2,-42.2,-585.2,-558.4,,,,,,,,False,,True,True,False,False,,,
05069,1814,1638.0,,,,,576.0,,1660.2,1465.5,716.3,2921.8,1268.6,,,-176.0,,,,,-1238.0,,-153.8,-348.5,-1097.7,1107.8,-545.4,,,,,,,False,,True,False,False,False,False,,
05071,256,154.0,,,,,477.0,,614.9,13.7,2.9,39.7,,,,-102.0,,,,,221.0,,358.9,-242.3,-253.1,-216.3,,,,,,,,False,,False,False,False,False,,,
05073,112,42.0,,,,,28.0,,46.3,14.1,,17.3,,,,-70.0,,,,,-84.0,,-65.7,-97.9,,-94.7,,,,,,,,False,,True,False,,False,,,
05075,564,322.0,,,,,138.0,,156.7,77.4,63.3,321.1,,,,-242.0,,,,,-426.0,,-407.3,-486.6,-500.7,-242.9,,,,,,,,False,,False,False,False,False,,,
05077,92,77.0,,,,,87.0,,36.8,7.0,1.4,78.3,100.4,,,-15.0,,,,,-5.0,,-55.2,-85.0,-90.6,-13.7,8.4,,,,,,,True,,False,False,False,True,True,,
05079,560,147.0,,,,,208.0,,346.7,16.2,1.5,422.3,453.1,,,-413.0,,,,,-352.0,,-213.3,-543.8,-558.5,-137.7,-106.9,,,,,,,True,,True,False,False,True,True,,
05081,155,161.0,,,,,46.0,,140.9,93.1,0.0,10.7,,,,6.0,,,,,-109.0,,-14.1,-61.9,-155.0,-144.3,,,,,,,,False,,False,False,False,False,,,
05083,231,91.0,,,,,273.0,,301.3,24.8,7.9,15.0,,,,-140.0,,,,,42.0,,70.3,-206.2,-223.1,-216.0,,,,,,,,True,,True,False,False,False,,,
05085,955,1001.0,,,,,577.0,,1028.5,714.4,498.9,98.0,,,,46.0,,,,,-378.0,,73.5,-240.6,-456.1,-857.0,,,,,,,,False,,False,False,False,False,,,
05087,123,77.0,,,,,201.0,,487.8,8.5,36.8,48.8,,,,-46.0,,,,,78.0,,364.8,-114.5,-86.2,-74.2,,,,,,,,False,,False,False,False,False,,,
05089,116,63.0,,,,,72.0,,88.8,16.1,,27.0,,,,-53.0,,,,,-44.0,,-27.2,-99.9,,-89.0,,,,,,,,True,,True,False,,False,,,
05091,871,462.0,,,,,253.0,,1109.5,145.2,112.8,68.0,,,,-409.0,,,,,-618.0,,238.5,-725.8,-758.2,-803.0,,,,,,,,False,,True,False,False,False,,,
05093,900,602.0,,,,,662.0,,1177.3,269.9,4.6,75.5,342.4,,,-298.0,,,,,-238.0,,277.3,-630.1,-895.4,-824.5,-557.6,,,,,,,True,,True,False,False,False,False,,
05095,126,14.0,,,,,61.0,,32.5,0.7,0.0,8.4,,,,-112.0,,,,,-65.0,,-93.5,-125.3,-126.0,-117.6,,,,,,,,True,,True,False,False,False,,,
05097,66,21.0,,,,,81.0,,54.3,0.9,49.7,3.1,,,,-45.0,,,,,15.0,,-11.7,-65.1,-16.3,-62.9,,,,,,,,True,,True,False,True,False,,,
05099,155,77.0,,,,,33.0,,51.3,5.7,5.7,9.0,,,,-78.0,,,,,-122.0,,-103.7,-149.3,-149.3,-146.0,,,,,,,,False,,False,False,False,False,,,
05101,150,238.0,,,,,79.0,,228.4,96.0,0.5,18.5,,,,88.0,,,,,-71.0,,78.4,-54.0,-149.5,-131.5,,,,,,,,True,,True,True,False,False,,,
05103,184,259.0,,,,,62.0,,594.5,82.6,143.5,48.9,,,,75.0,,,,,-122.0,,410.5,-101.4,-40.5,-135.1,,,,,,,,False,,False,False,True,False,,,
05105,78,63.0,,,,,53.0,,42.1,22.5,,8.4,,,,-15.0,,,,,-25.0,,-35.9,-55.5,,-69.6,,,,,,,,False,,False,False,,False,,,
05107,347,112.0,,,,,148.0,,89.1,21.2,0.0,12.9,,,,-235.0,,,,,-199.0,,-257.9,-325.8,-347.0,-334.1,,,,,,,,True,,False,False,False,False,,,
05109,62,203.0,,,,,145.0,,166.3,45.3,49.3,42.6,,,,141.0,,,,,83.0,,104.3,-16.7,-12.7,-19.4,,,,,,,,True,,True,True,True,True,,,
05111,605,350.0,,,,,241.0,,660.0,40.8,0.3,114.0,,,,-255.0,,,,,-364.0,,55.0,-564.2,-604.7,-491.0,,,,,,,,False,,True,False,False,False,,,
05113,126,91.0,,,,,130.0,,367.7,13.4,114.3,57.6,,,,-35.0,,,,,4.0,,241.7,-112.6,-11.7,-68.4,,,,,,,,True,,False,False,True,False,,,
05115,869,770.0,,,,,837.0,,981.0,110.3,6.4,235.2,554.3,,,-99.0,,,,,-32.0,,112.0,-758.7,-862.6,-633.8,-314.7,,,,,,,True,,False,False,False,False,False,,
05117,110,63.0,,,,,52.0,,40.0,14.9,26.3,6.9,,,,-47.0,,,,,-58.0,,-70.0,-95.1,-83.7,-103.1,,,,,,,,False,,False,False,False,False,,,
05119,4340,3983.0,,,,,3213.0,,2436.5,3442.5,2325.2,1147.6,2059.9,,,-357.0,,,,,-1127.0,,-1903.5,-897.5,-2014.8,-3192.4,-2280.1,,,,,,,False,,False,False,False,False,False,,
05121,347,140.0,,,,,212.0,,664.5,36.3,66.4,21.9,,,,-207.0,,,,,-135.0,,317.5,-310.7,-280.6,-325.1,,,,,,,,True,,False,False,False,False,,,
05123,399,154.0,,,,,440.0,,117.4,6.1,2.8,49.2,73.6,,,-245.0,,,,,41.0,,-281.6,-392.9,-396.2,-349.8,-325.4,,,,,,,True,,False,False,False,False,False,,
05125,1195,1001.0,,,,,770.0,,1027.1,493.3,589.5,266.6,556.0,,,-194.0,,,,,-425.0,,-167.9,-701.7,-605.5,-928.4,-639.0,,,,,,,False,,True,False,False,False,False,,
05127,140,21.0,,,,,78.0,,24.9,39.0,,4.6,,,,-119.0,,,,,-62.0,,-115.1,-101.0,,-135.3,,,,,,,,True,,True,True,,False,,,
05129,81,91.0,,,,,69.0,,97.9,11.1,0.0,8.1,,,,10.0,,,,,-12.0,,16.9,-69.9,-81.0,-72.9,,,,,,,,False,,False,False,False,False,,,
05131,1882,1260.0,,,,,2600.0,,1201.6,487.6,10.7,306.3,614.4,,,-622.0,,,,,718.0,,-680.4,-1394.4,-1871.3,-1575.7,-1267.6,,,,,,,False,,False,False,False,False,False,,
05133,213,98.0,,,,,167.0,,352.1,6.1,8.6,70.5,131.9,,,-115.0,,,,,-46.0,,139.1,-206.9,-204.4,-142.5,-81.1,,,,,,,True,,False,False,False,False,True,,
05135,214,77.0,,,,,86.0,,448.7,10.0,98.7,50.1,,,,-137.0,,,,,-128.0,,234.7,-204.0,-115.3,-163.9,,,,,,,,True,,False,False,True,False,,,
05137,145,245.0,,,,,96.0,,408.3,18.0,57.3,38.3,,,,100.0,,,,,-49.0,,263.3,-127.0,-87.7,-106.7,,,,,,,,True,,False,False,True,False,,,
05139,376,427.0,,,,,223.0,,649.1,188.4,294.9,100.6,,,,51.0,,,,,-153.0,,273.1,-187.6,-81.1,-275.4,,,,,,,,False,,False,False,False,False,,,
05141,61,105.0,,,,,135.0,,599.5,12.2,124.4,37.2,,,,44.0,,,,,74.0,,538.5,-48.8,63.4,-23.8,,,,,,,,False,,False,False,False,True,,,
05143,3610,4319.0,,,,,4667.0,,4205.6,1092.8,1678.0,595.3,1759.9,,,709.0,,,,,1057.0,,595.6,-2517.2,-1932.0,-3014.7,-1850.1,,,,,,,False,,True,False,False,False,False,,
05145,947,483.0,,,,,1006.0,,654.8,318.8,574.2,98.0,,,,-464.0,,,,,59.0,,-292.2,-628.2,-372.8,-849.0,,,,,,,,True,,True,False,True,False,,,
05147,99,28.0,,,,,39.0,,13.8,7.5,,3.1,,,,-71.0,,,,,-60.0,,-85.2,-91.5,,-95.9,,,,,,,,True,,False,False,,False,,,
05149,163,168.0,,,,,211.0,,100.1,8.4,1.8,40.8,107.7,,,5.0,,,,,48.0,,-62.9,-154.6,-161.2,-122.2,-55.3,,,,,,,False,,False,False,False,False,False,,
06001,4039,4942.0,,,,,5837.0,,5141.2,2672.7,2234.4,1225.2,5033.7,,,903.0,,,,,1798.0,,1102.2,-1366.3,-1804.6,-2813.8,994.7,,,,,,,False,,False,False,False,False,False,,
06003,6,0.0,,,,,4.0,,5.9,0.0,,0.0,,,,-6.0,,,,,-2.0,,-0.1,-6.0,,-6.0,,,,,,,,True,,True,True,,False,,,
06005,64,0.0,,,,,30.0,,339.0,6.0,146.0,11.8,,,,-64.0,,,,,-34.0,,275.0,-58.0,82.0,-52.2,,,,,,,,True,,False,True,False,True,,,
06007,555,1946.0,,,,,854.0,,2411.8,501.7,1342.0,217.7,734.7,,,1391.0,,,,,299.0,,1856.8,-53.3,787.0,-337.3,179.7,,,,,,,True,,False,True,True,True,True,,
06009,56,175.0,,,,,29.0,,601.9,13.1,377.6,142.0,,,,119.0,,,,,-27.0,,545.9,-42.9,321.6,86.0,,,,,,,,True,,False,True,False,True,,,
06011,68,133.0,,,,,47.0,,107.2,31.4,0.8,151.4,,,,65.0,,,,,-21.0,,39.2,-36.6,-67.2,83.4,,,,,,,,True,,True,True,False,False,,,
06013,4028,4529.0,,,,,3933.0,,4018.3,3229.9,3199.8,1013.5,3262.3,,,501.0,,,,,-95.0,,-9.7,-798.1,-828.2,-3014.5,-765.7,,,,,,,True,,True,False,False,False,False,,
06015,52,35.0,,,,,10.0,,171.9,1.0,83.6,8.3,,,,-17.0,,,,,-42.0,,119.9,-51.0,31.6,-43.7,,,,,,,,False,,False,False,False,False,,,
06017,356,217.0,,,,,244.0,,597.3,38.3,474.3,44.6,109.1,,,-139.0,,,,,-112.0,,241.3,-317.7,118.3,-311.4,-246.9,,,,,,,True,,False,False,True,False,False,,
06019,4559,5390.0,,,,,5435.0,,5360.9,3770.7,3039.2,1492.5,4291.4,,,831.0,,,,,876.0,,801.9,-788.3,-1519.8,-3066.5,-267.6,,,,,,,False,,True,True,False,False,True,,
06021,163,329.0,,,,,80.0,,727.8,67.3,0.1,147.1,,,,166.0,,,,,-83.0,,564.8,-95.7,-162.9,-15.9,,,,,,,,True,,False,True,True,True,,,
06023,124,266.0,,,,,206.0,,392.8,15.5,760.8,177.2,,,,142.0,,,,,82.0,,268.8,-108.5,636.8,53.2,,,,,,,,True,,False,True,False,True,,,
06025,1764,1631.0,,,,,974.0,,1005.5,696.5,14.9,294.3,737.0,,,-133.0,,,,,-790.0,,-758.5,-1067.5,-1749.1,-1469.7,-1027.0,,,,,,,False,,False,False,False,False,False,,
06027,55,21.0,,,,,29.0,,95.1,0.8,79.2,0.1,,,,-34.0,,,,,-26.0,,40.1,-54.2,24.2,-55.0,,,,,,,,True,,False,False,True,False,,,
06029,3745,4935.0,,,,,4892.0,,4039.4,2305.4,381.2,246.1,8904.5,,,1190.0,,,,,1147.0,,294.4,-1439.6,-3363.8,-3498.9,5159.5,,,,,,,True,,True,False,False,False,False,,
06031,1587,2457.0,,,,,1040.0,,2028.9,453.8,27.8,153.9,1353.4,,,870.0,,,,,-547.0,,441.9,-1133.2,-1559.2,-1433.1,-233.6,,,,,,,True,,True,False,False,False,True,,
06033,331,210.0,,,,,67.0,,340.5,106.9,731.1,53.4,,,,-121.0,,,,,-264.0,,9.5,-224.1,400.1,-277.6,,,,,,,,False,,True,False,False,False,,,
06035,50,49.0,,,,,109.0,,327.9,10.6,0.1,11.6,,,,-1.0,,,,,59.0,,277.9,-39.4,-49.9,-38.4,,,,,,,,False,,False,False,False,False,,,
06037,54442,39438.0,,,,,32213.0,,23802.2,33069.0,2758.1,13813.9,25934.4,,,-15004.0,,,,,-22229.0,,-30639.8,-21373.0,-51683.9,-40628.1,-28507.6,,,,,,,False,,False,False,False,False,False,,
06039,944,1379.0,,,,,605.0,,1402.5,311.0,7.6,149.5,790.7,,,435.0,,,,,-339.0,,458.5,-633.0,-936.4,-794.5,-153.3,,,,,,,True,,False,False,False,False,True,,
06041,705,924.0,,,,,1266.0,,658.7,493.1,398.1,1.9,350.6,,,219.0,,,,,561.0,,-46.3,-211.9,-306.9,-703.1,-354.4,,,,,,,False,,True,True,False,False,False,,
06043,6,7.0,,,,,14.0,,27.3,5.0,,5.2,,,,1.0,,,,,8.0,,21.3,-1.0,,-0.8,,,,,,,,False,,False,False,,True,,,
06045,387,287.0,,,,,169.0,,536.6,34.7,955.0,97.2,,,,-100.0,,,,,-218.0,,149.6,-352.3,568.0,-289.8,,,,,,,,False,,False,False,False,False,,,
06047,1150,1848.0,,,,,1354.0,,1642.0,472.0,4.5,63.5,2079.7,,,698.0,,,,,204.0,,492.0,-678.0,-1145.5,-1086.5,929.7,,,,,,,True,,True,True,False,False,False,,
06049,29,7.0,,,,,14.0,,236.3,0.5,,5.7,,,,-22.0,,,,,-15.0,,207.3,-28.5,,-23.3,,,,,,,,True,,False,False,,False,,,
06051,30,7.0,,,,,25.0,,638.8,0.0,0.0,0.0,,,,-23.0,,,,,-5.0,,608.8,-30.0,-30.0,-30.0,,,,,,,,True,,False,False,False,False,,,
06053,2944,3045.0,,,,,2923.0,,2839.0,988.3,51.9,2400.8,2089.8,,,101.0,,,,,-21.0,,-105.0,-1955.7,-2892.1,-543.2,-854.2,,,,,,,True,,False,False,False,False,False,,
06055,485,476.0,,,,,464.0,,679.2,74.5,765.2,108.1,347.1,,,-9.0,,,,,-21.0,,194.2,-410.5,280.2,-376.9,-137.9,,,,,,,False,,False,False,False,False,False,,
06057,161,189.0,,,,,86.0,,461.9,53.1,446.2,34.6,,,,28.0,,,,,-75.0,,300.9,-107.9,285.2,-126.4,,,,,,,,False,,False,False,False,False,,,
06059,9122,8757.0,,,,,11163.0,,8209.1,6317.2,1271.5,1325.9,5782.2,,,-365.0,,,,,2041.0,,-912.9,-2804.8,-7850.5,-7796.1,-3339.8,,,,,,,False,,False,False,False,False,False,,
06061,1052,1029.0,,,,,813.0,,1250.0,502.0,803.1,450.0,679.9,,,-23.0,,,,,-239.0,,198.0,-550.0,-248.9,-602.0,-372.1,,,,,,,False,,False,False,False,False,False,,
06063,37,21.0,,,,,20.0,,22.3,2.2,,0.0,,,,-16.0,,,,,-17.0,,-14.7,-34.8,,-37.0,,,,,,,,False,,True,False,,False,,,
06065,12977,7602.0,,,,,10953.0,,6080.9,3600.4,2913.5,95.9,3606.8,,,-5375.0,,,,,-2024.0,,-6896.1,-9376.6,-10063.5,-12881.1,-9370.2,,,,,,,True,,False,False,False,False,False,,
06067,6122,8750.0,,,,,5949.0,,4986.2,5521.5,6508.1,2333.5,4706.4,,,2628.0,,,,,-173.0,,-1135.8,-600.5,386.1,-3788.5,-1415.6,,,,,,,True,,True,True,True,False,True,,
06069,241,322.0,,,,,173.0,,751.9,84.3,264.7,161.2,245.0,,,81.0,,,,,-68.0,,510.9,-156.7,23.7,-79.8,4.0,,,,,,,True,,False,False,True,True,True,,
06071,14409,8526.0,,,,,9760.0,,8218.4,5858.2,3662.3,3637.4,2991.9,,,-5883.0,,,,,-4649.0,,-6190.6,-8550.8,-10746.7,-10771.6,-11417.1,,,,,,,True,,False,False,False,False,False,,
06073,14336,14504.0,,,,,17851.0,,10405.3,8027.7,2216.4,3070.1,11567.4,,,168.0,,,,,3515.0,,-3930.7,-6308.3,-12119.6,-11265.9,-2768.6,,,,,,,False,,False,False,False,False,False,,
06075,2136,2968.0,,,,,10187.0,,5895.2,985.9,4.5,1086.7,1736.2,,,832.0,,,,,8051.0,,3759.2,-1150.1,-2131.5,-1049.3,-399.8,,,,,,,False,,False,False,False,False,True,,
06077,3087,4067.0,,,,,3386.0,,2913.6,1810.6,3002.6,3935.2,1791.7,,,980.0,,,,,299.0,,-173.4,-1276.4,-84.4,848.2,-1295.3,,,,,,,True,,True,False,True,True,False,,
06079,1076,1036.0,,,,,1997.0,,1048.1,711.3,1944.5,48.0,460.6,,,-40.0,,,,,921.0,,-27.9,-364.7,868.5,-1028.0,-615.4,,,,,,,False,,True,False,False,False,False,,
06081,2294,3220.0,,,,,3167.0,,2963.7,1734.9,2272.0,85.9,2928.4,,,926.0,,,,,873.0,,669.7,-559.1,-22.0,-2208.1,634.4,,,,,,,True,,True,True,True,False,True,,
06083,1336,1729.0,,,,,3408.0,,1827.5,1042.1,1126.8,1442.2,1332.1,,,393.0,,,,,2072.0,,491.5,-293.9,-209.2,106.2,-3.9,,,,,,,False,,False,True,True,True,True,,
06085,5569,8589.0,,,,,6945.0,,5223.1,6588.9,826.6,4614.3,5276.0,,,3020.0,,,,,1376.0,,-345.9,1019.9,-4742.4,-954.7,-293.0,,,,,,,True,,True,True,False,True,True,,
06087,863,686.0,,,,,1304.0,,1281.9,345.9,2217.0,300.8,179.0,,,-177.0,,,,,441.0,,418.9,-517.1,1354.0,-562.2,-684.0,,,,,,,False,,False,False,False,False,False,,
06089,1436,217.0,,,,,275.0,,384.2,32.3,502.8,10.1,,,,-1219.0,,,,,-1161.0,,-1051.8,-1403.7,-933.2,-1425.9,,,,,,,,True,,True,False,True,False,,,
06091,0,0.0,,,,,7.0,,10.1,0.1,,0.0,,,,0.0,,,,,7.0,,10.1,0.1,,0.0,,,,,,,,False,,False,False,,True,,,
06093,86,77.0,,,,,21.0,,660.4,12.4,266.0,28.4,,,,-9.0,,,,,-65.0,,574.4,-73.6,180.0,-57.5,,,,,,,,False,,False,False,False,False,,,
06095,1814,1043.0,,,,,1344.0,,1137.3,242.8,1574.4,66.8,770.2,,,-771.0,,,,,-470.0,,-676.7,-1571.2,-239.6,-1747.2,-1043.8,,,,,,,True,,True,False,True,False,False,,
06097,3020,3668.0,,,,,1972.0,,2351.6,1334.0,6498.3,1064.4,3233.2,,,648.0,,,,,-1048.0,,-668.4,-1686.0,3478.3,-1955.6,213.2,,,,,,,False,,False,False,False,False,True,,
06099,2002,4543.0,,,,,2645.0,,3567.2,1447.3,1920.0,2482.6,3420.1,,,2541.0,,,,,643.0,,1565.2,-554.7,-82.0,480.6,1418.1,,,,,,,True,,True,True,True,True,True,,
06101,348,693.0,,,,,311.0,,730.7,361.8,616.2,46.5,401.2,,,345.0,,,,,-37.0,,382.7,13.8,268.2,-301.5,53.2,,,,,,,True,,False,True,True,True,True,,
06103,467,168.0,,,,,97.0,,589.2,49.8,407.5,173.1,,,,-299.0,,,,,-370.0,,122.2,-417.2,-59.5,-293.9,,,,,,,,False,,True,False,True,True,,,
06105,27,21.0,,,,,7.0,,14.4,0.2,,2.3,,,,-6.0,,,,,-20.0,,-12.6,-26.8,,-24.7,,,,,,,,False,,False,False,,False,,,
06107,2738,3059.0,,,,,2180.0,,2286.6,682.7,95.0,94.7,2103.3,,,321.0,,,,,-558.0,,-451.4,-2055.3,-2643.0,-2643.3,-634.7,,,,,,,False,,False,False,False,False,False,,
06109,78,140.0,,,,,106.0,,459.5,53.9,185.6,0.1,,,,62.0,,,,,28.0,,381.5,-24.1,107.6,-77.9,,,,,,,,True,,False,True,False,False,,,
06111,2878,3703.0,,,,,2534.0,,4712.4,1750.9,2177.2,985.0,2041.0,,,825.0,,,,,-344.0,,1834.4,-1127.1,-700.8,-1893.0,-837.0,,,,,,,True,,False,False,True,False,False,,
06113,642,882.0,,,,,937.0,,1182.5,725.3,1651.5,186.0,704.6,,,240.0,,,,,295.0,,540.5,83.3,1009.5,-456.0,62.6,,,,,,,False,,False,True,False,False,True,,
06115,296,441.0,,,,,216.0,,735.1,175.0,519.9,44.6,,,,145.0,,,,,-80.0,,439.1,-121.0,223.9,-251.3,,,,,,,,True,,False,True,False,False,,,
08001,7220,1757.0,,,,,1030.0,,1241.4,510.7,488.2,938.7,1035.8,,,-5463.0,,,,,-6190.0,,-5978.6,-6709.3,-6731.8,-6281.3,-6184.2,,,,,,,False,,False,False,False,False,False,,
08003,116,14.0,,,,,35.0,,6.3,0.0,0.1,8.9,,,,-102.0,,,,,-81.0,,-109.7,-116.0,-115.9,-107.1,,,,,,,,True,,False,False,False,False,,,
08005,5175,1358.0,,,,,1591.0,,823.0,764.8,783.5,679.9,911.6,,,-3817.0,,,,,-3584.0,,-4352.0,-4410.2,-4391.5,-4495.1,-4263.4,,,,,,,True,,False,False,False,False,False,,
08007,23,0.0,,,,,18.0,,0.9,0.2,,0.0,,,,-23.0,,,,,-5.0,,-22.1,-22.8,,-23.0,,,,,,,,True,,True,True,,False,,,
08009,20,0.0,,,,,19.0,,0.2,0.0,,4.9,,,,-20.0,,,,,-1.0,,-19.8,-20.0,,-15.1,,,,,,,,True,,True,True,,True,,,
08011,8,0.0,,,,,24.0,,0.2,0.1,,1.3,,,,-8.0,,,,,16.0,,-7.8,-7.9,,-6.7,,,,,,,,False,,True,True,,True,,,
08013,3183,2030.0,,,,,860.0,,1197.2,2874.9,2065.7,3122.2,2107.7,,,-1153.0,,,,,-2323.0,,-1985.8,-308.1,-1117.3,-60.8,-1075.3,,,,,,,False,,False,True,True,True,True,,
08014,507,126.0,,,,,95.0,,395.2,59.6,,58.7,,,,-381.0,,,,,-412.0,,-111.8,-447.4,,-448.3,,,,,,,,False,,True,False,,False,,,
08015,113,7.0,,,,,30.0,,6.7,0.0,42.2,0.0,,,,-106.0,,,,,-83.0,,-106.3,-113.0,-70.8,-113.0,,,,,,,,True,,False,False,True,False,,,
08017,6,0.0,,,,,16.0,,0.1,1.0,,7.1,,,,-6.0,,,,,10.0,,-5.9,-5.0,,1.1,,,,,,,,False,,True,True,,True,,,
08019,54,0.0,,,,,14.0,,5.4,0.1,,4.4,,,,-54.0,,,,,-40.0,,-48.6,-53.9,,-49.6,,,,,,,,True,,True,True,,True,,,
08021,51,0.0,,,,,10.0,,0.4,0.4,,2.2,,,,-51.0,,,,,-41.0,,-50.6,-50.6,,-48.8,,,,,,,,True,,True,True,,True,,,
08023,7,0.0,,,,,7.0,,0.2,0.2,,0.1,,,,-7.0,,,,,0.0,,-6.8,-6.8,,-7.0,,,,,,,,True,,True,True,,True,,,
08025,23,0.0,,,,,21.0,,3.1,0.5,,1.1,,,,-23.0,,,,,-2.0,,-19.9,-22.5,,-21.9,,,,,,,,True,,True,True,,True,,,
08027,7,0.0,,,,,8.0,,1.3,0.0,,0.0,,,,-7.0,,,,,1.0,,-5.7,-7.0,,-7.0,,,,,,,,True,,True,True,,False,,,
08029,43,35.0,,,,,15.0,,102.0,1.2,194.4,1.4,,,,-8.0,,,,,-28.0,,59.0,-41.8,151.4,-41.6,,,,,,,,False,,False,False,False,False,,,
08031,7681,1967.0,,,,,1532.0,,1349.5,1383.5,736.9,863.4,1320.7,,,-5714.0,,,,,-6149.0,,-6331.5,-6297.5,-6944.1,-6817.6,-6360.3,,,,,,,False,,False,False,False,False,False,,
08033,0,7.0,,,,,5.0,,0.5,,,0.6,,,,7.0,,,,,5.0,,0.5,,,0.6,,,,,,,,True,,True,,,True,,,
08035,2142,679.0,,,,,459.0,,729.5,364.1,245.8,199.0,322.3,,,-1463.0,,,,,-1683.0,,-1412.5,-1777.9,-1896.2,-1943.0,-1819.7,,,,,,,False,,True,False,False,False,False,,
08037,304,119.0,,,,,215.0,,219.5,20.7,155.2,4.5,222.7,,,-185.0,,,,,-89.0,,-84.5,-283.3,-148.8,-299.4,-81.3,,,,,,,True,,True,False,True,False,True,,
08039,108,49.0,,,,,31.0,,274.3,6.9,129.9,6.2,,,,-59.0,,,,,-77.0,,166.3,-101.1,21.9,-101.8,,,,,,,,False,,False,False,True,False,,,
08041,4558,1057.0,,,,,1653.0,,889.6,724.9,644.6,675.2,616.6,,,-3501.0,,,,,-2905.0,,-3668.4,-3833.1,-3913.4,-3882.8,-3941.4,,,,,,,True,,False,False,False,False,False,,
08043,644,28.0,,,,,79.0,,116.9,1.4,173.0,5.3,,,,-616.0,,,,,-565.0,,-527.1,-642.6,-471.0,-638.7,,,,,,,,True,,True,False,True,False,,,
08045,340,224.0,,,,,86.0,,271.5,51.6,102.7,1.8,,,,-116.0,,,,,-254.0,,-68.5,-288.4,-237.3,-338.2,,,,,,,,False,,True,False,False,False,,,
08047,13,0.0,,,,,13.0,,6.9,0.1,,0.5,,,,-13.0,,,,,0.0,,-6.1,-12.9,,-12.5,,,,,,,,True,,True,True,,True,,,
08049,90,21.0,,,,,24.0,,187.2,0.3,,0.0,,,,-69.0,,,,,-66.0,,97.2,-89.7,,-90.0,,,,,,,,True,,False,False,,False,,,
08051,27,7.0,,,,,96.0,,13.9,0.1,125.5,26.6,,,,-20.0,,,,,69.0,,-13.1,-26.9,98.5,-0.4,,,,,,,,False,,True,False,False,True,,,
08053,1,0.0,,,,,3.0,,0.3,0.0,,0.0,,,,-1.0,,,,,2.0,,-0.7,-1.0,,-1.0,,,,,,,,False,,True,True,,False,,,
08055,26,7.0,,,,,14.0,,5.3,0.0,,1.2,,,,-19.0,,,,,-12.0,,-20.7,-26.0,,-24.8,,,,,,,,True,,False,False,,False,,,
08057,0,0.0,,,,,7.0,,3.8,,,2.7,,,,0.0,,,,,7.0,,3.8,,,2.7,,,,,,,,False,,False,,,False,,,
08059,4217,1015.0,,,,,809.0,,764.5,436.3,689.2,366.7,490.6,,,-3202.0,,,,,-3408.0,,-3452.5,-3780.7,-3527.8,-3850.3,-3726.4,,,,,,,False,,False,False,False,False,False,,
08061,6,0.0,,,,,13.0,,0.2,,,0.0,,,,-6.0,,,,,7.0,,-5.8,,,-6.0,,,,,,,,False,,True,,,False,,,
08063,62,14.0,,,,,24.0,,0.2,0.6,,0.3,,,,-48.0,,,,,-38.0,,-61.8,-61.4,,-61.7,,,,,,,,True,,False,False,,False,,,
