,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
38095,33,20.0,,20.5,,18.0,0.0,,,,,,20.5,,,10.0,,70.8,,1.1,,,,18.0,,32.0,,,,,,,,,0.0,,-13.0,,-12.5,,-15.0,-33.0,,,,,,-12.5,,,-23.0,,37.8,,-31.9,,,,-15.0,,-1.0,,,,,,,,,-33.0,,,True,,False,False,,,,,,True,,,False,,False,,False,,,,False,,True,,,,,,,,,False,
38097,103,39.0,,37.5,,37.0,25.0,,,,,,50.8,,,52.0,,82.9,,3.0,,,34.5,46.1,25.4,65.0,,,,,,,,,59.0,,-64.0,,-65.5,,-66.0,-78.0,,,,,,-52.2,,,-51.0,,-20.1,,-100.0,,,-68.5,-56.9,-77.6,-38.0,,,,,,,,,-44.0,,,False,,False,False,,,,,,True,,,True,,True,,False,,,False,True,False,True,,,,,,,,,True,
38099,183,93.0,,94.5,,89.0,81.0,,,,,,117.6,,,84.0,,108.6,,7.1,,,89.3,102.1,48.1,109.0,,,,,,,,,67.0,,-90.0,,-88.5,,-94.0,-102.0,,,,,,-65.4,,,-99.0,,-74.4,,-175.9,,,-93.7,-80.9,-134.9,-74.0,,,,,,,,,-116.0,,,True,,False,False,,,,,,True,,,False,,True,,False,,,False,True,False,True,,,,,,,,,False,
38101,1009,592.0,,591.6,,562.0,439.0,,,,,,650.8,,,473.0,,841.2,,97.1,596.5,,617.2,653.7,226.1,707.0,2.0,,,,533.5,,,,401.0,,-417.0,,-417.4,,-447.0,-570.0,,,,,,-358.2,,,-536.0,,-167.8,,-911.9,-412.5,,-391.8,-355.3,-782.9,-302.0,-1007.0,,,,-475.5,,,,-608.0,,,False,,False,False,,,,,,True,,,False,,True,,False,True,,True,True,False,True,False,,,,False,,,,False,
38103,71,41.0,,40.3,,29.0,2.0,,,,,,74.6,,,22.0,,45.4,,0.8,,,34.7,29.4,0.0,47.0,,,,,,,,,12.0,,-30.0,,-30.7,,-42.0,-69.0,,,,,,3.6,,,-49.0,,-25.6,,-70.2,,,-36.3,-41.6,-71.0,-24.0,,,,,,,,,-59.0,,,False,,False,False,,,,,,True,,,False,,True,,False,,,False,False,False,True,,,,,,,,,False,
38105,219,163.0,,158.1,,147.0,134.0,,,,,,196.4,,,270.0,,170.9,,45.3,206.0,,118.2,148.7,0.6,202.0,56.0,,,,145.2,,,,0.0,,-56.0,,-60.9,,-72.0,-85.0,,,,,,-22.6,,,51.0,,-48.1,,-173.7,-13.0,,-100.8,-70.3,-218.4,-17.0,-163.0,,,,-73.8,,,,-219.0,,,False,,False,False,,,,,,True,,,True,,True,,False,True,,False,False,False,True,False,,,,False,,,,False,
39001,51,27.0,,27.7,,28.0,28.0,,,,,,16.3,,,40.0,,31.3,,23.3,,,6.3,18.5,22.7,31.0,19.0,,,,,,,,29.0,21.0,-24.0,,-23.3,,-23.0,-23.0,,,,,,-34.7,,,-11.0,,-19.7,,-27.7,,,-44.7,-32.5,-28.3,-20.0,-32.0,,,,,,,,-22.0,-30.0,,True,,True,True,,,,,,False,,,True,,True,,False,,,False,False,False,True,False,,,,,,,,True,False
39003,316,299.0,,307.6,,259.0,302.0,,,,,,354.2,,,240.0,,265.6,,224.7,289.5,,227.2,265.0,197.9,361.0,483.0,,,,249.7,,,,303.0,,-17.0,,-8.4,,-57.0,-14.0,,,,,,38.2,,,-76.0,,-50.4,,-91.3,-26.5,,-88.8,-51.0,-118.1,45.0,167.0,,,,-66.3,,,,-13.0,,,True,,False,True,,,,,,False,,,False,,False,,False,False,,False,False,False,False,False,,,,False,,,,True,
39005,75,55.0,,52.7,,53.0,44.0,,,,,,55.9,,,67.0,,38.7,,29.9,50.0,,57.5,50.3,50.9,65.0,91.0,,,,,,,,45.0,55.7,-20.0,,-22.3,,-22.0,-31.0,,,,,,-19.1,,,-8.0,,-36.3,,-45.1,-25.0,,-17.5,-24.7,-24.1,-10.0,16.0,,,,,,,,-30.0,-19.3,,False,,False,False,,,,,,True,,,True,,False,,False,False,,True,False,False,True,True,,,,,,,,False,True
39007,116,35.0,,34.0,,35.0,36.0,,,,,,30.2,,,92.0,,29.6,,63.7,31.0,,22.8,43.5,34.6,42.0,39.0,,,,,,,,51.0,17.7,-81.0,,-82.0,,-81.0,-80.0,,,,,,-85.8,,,-24.0,,-86.4,,-52.3,-85.0,,-93.2,-72.5,-81.4,-74.0,-77.0,,,,,,,,-65.0,-98.3,,False,,False,True,,,,,,False,,,True,,False,,True,False,,False,True,False,True,True,,,,,,,,True,False
39009,119,118.0,,116.9,,96.0,82.0,,,,,,130.6,,,68.0,,94.3,,90.5,145.0,,106.4,122.9,0.0,162.0,196.0,,,,96.9,,,,93.0,184.8,-1.0,,-2.1,,-23.0,-37.0,,,,,,11.6,,,-51.0,,-24.7,,-28.5,26.0,,-12.6,3.9,-119.0,43.0,77.0,,,,-22.1,,,,-26.0,65.8,,False,,False,False,,,,,,False,,,False,,False,,False,False,,False,False,False,False,False,,,,False,,,,False,False
39011,204,155.0,,157.2,,170.0,189.0,,,,,,177.8,,,104.0,,170.0,,69.4,163.5,,170.6,186.9,136.5,197.0,16.0,,,,,,,,155.0,,-49.0,,-46.8,,-34.0,-15.0,,,,,,-26.2,,,-100.0,,-34.0,,-134.6,-40.5,,-33.4,-17.1,-67.5,-7.0,-188.0,,,,,,,,-49.0,,,True,,True,True,,,,,,True,,,False,,True,,False,True,,True,True,False,True,False,,,,,,,,False,
39013,68,33.0,,31.8,,33.0,44.0,,,,,,44.5,,,60.0,,34.1,,33.7,29.5,,8.2,29.4,36.6,46.0,40.0,,,,,,,,28.0,10.0,-35.0,,-36.2,,-35.0,-24.0,,,,,,-23.5,,,-8.0,,-33.9,,-34.3,-38.5,,-59.8,-38.6,-31.4,-22.0,-28.0,,,,,,,,-40.0,-58.0,,False,,False,True,,,,,,True,,,True,,True,,True,False,,False,False,True,True,True,,,,,,,,False,False
39015,82,47.0,,49.1,,46.0,61.0,,,,,,49.8,,,68.0,,45.4,,38.7,40.5,,31.3,46.1,33.9,64.0,72.0,,,,,,,,51.0,,-35.0,,-32.9,,-36.0,-21.0,,,,,,-32.2,,,-14.0,,-36.6,,-43.3,-41.5,,-50.7,-35.9,-48.1,-18.0,-10.0,,,,,,,,-31.0,,,True,,False,True,,,,,,True,,,True,,False,,False,False,,False,False,False,True,True,,,,,,,,True,
39017,870,778.0,,781.5,,778.0,820.0,,,,,,1107.3,,,701.0,,675.3,,418.6,763.0,,774.1,837.6,844.5,850.0,662.0,,,,714.2,878.0,,,721.0,832.4,-92.0,,-88.5,,-92.0,-50.0,,,,,,237.3,,,-169.0,,-194.7,,-451.4,-107.0,,-95.9,-32.4,-25.5,-20.0,-208.0,,,,-155.8,8.0,,,-149.0,-37.6,,True,,False,True,,,,,,False,,,False,,False,,False,False,,False,True,True,True,False,,,,False,True,,,False,True
39019,29,33.0,,32.7,,24.0,48.0,,,,,,31.8,,,19.0,,22.9,,24.1,,,15.9,23.9,19.6,38.0,217.0,,,,,,,,48.0,13.3,4.0,,3.7,,-5.0,19.0,,,,,,2.8,,,-10.0,,-6.1,,-4.9,,,-13.1,-5.1,-9.4,9.0,188.0,,,,,,,,19.0,-15.7,,True,,False,False,,,,,,True,,,False,,False,,False,,,False,False,False,False,False,,,,,,,,False,False
39021,55,36.0,,34.7,,36.0,43.0,,,,,,37.8,,,54.0,,36.3,,28.5,35.0,,20.3,37.7,31.1,48.0,6.0,,,,,,,,33.0,35.0,-19.0,,-20.3,,-19.0,-12.0,,,,,,-17.2,,,-1.0,,-18.7,,-26.5,-20.0,,-34.7,-17.3,-23.9,-7.0,-49.0,,,,,,,,-22.0,-20.0,,False,,False,True,,,,,,True,,,True,,True,,False,False,,False,True,False,True,False,,,,,,,,False,False
39023,298,269.0,,272.7,,238.0,279.0,,,,,,271.6,,,207.0,,238.4,,182.3,251.0,,190.7,259.9,170.7,290.0,221.0,,,,249.3,230.0,,,276.0,,-29.0,,-25.3,,-60.0,-19.0,,,,,,-26.4,,,-91.0,,-59.6,,-115.7,-47.0,,-107.3,-38.1,-127.3,-8.0,-77.0,,,,-48.7,-68.0,,,-22.0,,,True,,False,True,,,,,,True,,,False,,False,,False,False,,False,False,False,True,False,,,,False,False,,,True,
39025,361,311.0,,321.6,,322.0,341.0,,,,,,315.7,,,308.0,,286.4,,285.6,301.0,,331.4,348.0,255.2,360.0,352.0,,,,290.3,359.0,,,352.0,98.7,-50.0,,-39.4,,-39.0,-20.0,,,,,,-45.3,,,-53.0,,-74.6,,-75.4,-60.0,,-29.6,-13.0,-105.8,-1.0,-9.0,,,,-70.7,-2.0,,,-9.0,-262.3,,True,,True,True,,,,,,True,,,False,,False,,False,False,,True,True,False,True,True,,,,False,True,,,True,False
39027,72,83.0,,83.8,,79.0,117.0,,,,,,78.8,,,66.0,,89.0,,54.6,73.0,,69.2,79.4,48.1,105.0,29.0,,,,,,,,81.0,,11.0,,11.8,,7.0,45.0,,,,,,6.8,,,-6.0,,17.0,,-17.4,1.0,,-2.8,7.4,-23.9,33.0,-43.0,,,,,,,,9.0,,,False,,True,False,,,,,,True,,,True,,False,,False,True,,True,True,False,False,False,,,,,,,,True,
39029,106,75.0,,75.3,,71.0,108.0,,,,,,93.1,,,108.0,,67.2,,73.4,80.5,,63.2,101.9,13.7,86.0,36.0,,,,64.9,,,,81.0,,-31.0,,-30.7,,-35.0,2.0,,,,,,-12.9,,,2.0,,-38.8,,-32.6,-25.5,,-42.8,-4.1,-92.3,-20.0,-70.0,,,,-41.1,,,,-25.0,,,True,,False,True,,,,,,True,,,True,,False,,False,True,,False,True,False,True,False,,,,False,,,,True,
39031,78,44.0,,43.3,,40.0,55.0,,,,,,48.7,,,40.0,,34.1,,19.5,35.0,,34.4,43.3,26.8,55.0,29.0,,,,,,,,44.0,6.6,-34.0,,-34.7,,-38.0,-23.0,,,,,,-29.3,,,-38.0,,-43.9,,-58.5,-43.0,,-43.6,-34.7,-51.2,-23.0,-49.0,,,,,,,,-34.0,-71.4,,False,,False,True,,,,,,True,,,False,,False,,False,False,,False,False,False,True,False,,,,,,,,False,False
39033,96,102.0,,105.4,,98.0,130.0,,,,,,148.4,,,61.0,,130.9,,47.6,110.5,,84.3,98.0,61.4,147.0,130.0,,,,,,,,80.0,62.4,6.0,,9.4,,2.0,34.0,,,,,,52.4,,,-35.0,,34.9,,-48.4,14.5,,-11.7,2.0,-34.6,51.0,34.0,,,,,,,,-16.0,-33.6,,False,,True,False,,,,,,False,,,False,,False,,False,False,,False,True,False,False,False,,,,,,,,False,False
39035,1400,985.0,,999.3,970.4,992.0,1068.0,,,,,,1231.0,,,1207.0,,730.0,,1137.5,856.5,,1148.2,1292.8,33.9,1034.0,1445.0,,,,861.2,1451.0,,,1065.0,,-415.0,,-400.7,-429.6,-408.0,-332.0,,,,,,-169.0,,,-193.0,,-670.0,,-262.5,-543.5,,-251.8,-107.2,-1366.1,-366.0,45.0,,,,-538.8,51.0,,,-335.0,,,True,False,True,True,,,,,,True,,,True,,False,,True,False,,True,True,False,True,True,,,,False,True,,,True,
39037,133,96.0,,90.1,,88.0,88.0,,,,,,112.6,,,106.0,,82.5,,45.6,108.0,,66.2,87.8,85.6,112.0,47.0,,,,86.1,,,,92.0,108.5,-37.0,,-42.9,,-45.0,-45.0,,,,,,-20.4,,,-27.0,,-50.5,,-87.4,-25.0,,-66.8,-45.2,-47.4,-21.0,-86.0,,,,-46.9,,,,-41.0,-24.5,,False,,False,False,,,,,,True,,,True,,False,,False,True,,False,False,False,True,False,,,,False,,,,False,True
39039,105,52.0,,48.7,,47.0,38.0,,,,,,69.4,,,70.0,,28.9,,29.3,46.0,,46.9,54.6,37.0,55.0,72.0,,,,,,,,30.0,53.7,-53.0,,-56.3,,-58.0,-67.0,,,,,,-35.6,,,-35.0,,-76.1,,-75.7,-59.0,,-58.1,-50.4,-68.0,-50.0,-33.0,,,,,,,,-75.0,-51.3,,False,,False,False,,,,,,True,,,True,,False,,False,False,,False,True,False,True,True,,,,,,,,False,True
39041,235,196.0,,197.6,,194.0,217.0,,,,,,237.3,,,177.0,,146.7,,232.2,193.5,,175.1,205.5,312.3,202.0,229.0,,,,187.3,194.0,,,124.0,,-39.0,,-37.4,,-41.0,-18.0,,,,,,2.3,,,-58.0,,-88.3,,-2.8,-41.5,,-59.9,-29.5,77.3,-33.0,-6.0,,,,-47.7,-41.0,,,-111.0,,,True,,False,True,,,,,,True,,,False,,False,,True,False,,False,True,False,True,True,,,,False,False,,,False,
39043,85,67.0,,64.8,,65.0,66.0,,,,,,82.2,,,122.0,,64.1,,70.0,71.0,,35.9,64.7,90.8,82.0,134.0,,,,65.7,,,,79.0,54.5,-18.0,,-20.2,,-20.0,-19.0,,,,,,-2.8,,,37.0,,-20.9,,-15.0,-14.0,,-49.1,-20.3,5.8,-3.0,49.0,,,,-19.3,,,,-6.0,-30.5,,False,,False,False,,,,,,True,,,False,,False,,True,True,,False,False,True,True,False,,,,False,,,,True,False
39045,281,263.0,,258.0,,263.0,354.0,,,,,,418.4,,,178.0,,161.8,,155.5,206.0,,308.4,306.3,227.7,255.0,260.0,,,,235.0,386.0,,,167.0,,-18.0,,-23.0,,-18.0,73.0,,,,,,137.4,,,-103.0,,-119.2,,-125.5,-75.0,,27.4,25.3,-53.3,-26.0,-21.0,,,,-46.0,105.0,,,-114.0,,,False,,False,False,,,,,,False,,,False,,False,,False,False,,False,False,False,False,False,,,,False,False,,,False,
39047,40,44.0,,42.3,,42.0,68.0,,,,,,38.8,,,42.0,,61.8,,30.6,,,18.4,39.2,26.7,75.0,17.0,,,,,,,,42.0,104.6,4.0,,2.3,,2.0,28.0,,,,,,-1.2,,,2.0,,21.8,,-9.4,,,-21.6,-0.8,-13.3,35.0,-23.0,,,,,,,,2.0,64.6,,True,,True,False,,,,,,True,,,True,,False,,False,,,False,True,False,False,False,,,,,,,,True,False
39049,2105,1598.0,,1613.1,1658.1,1636.0,1597.0,,,,,,2000.4,,,1765.0,,1206.0,,1635.8,1484.0,,1687.5,1850.4,2556.3,1652.0,1032.0,,,,1418.3,1899.0,,,1627.0,,-507.0,,-491.9,-446.9,-469.0,-508.0,,,,,,-104.6,,,-340.0,,-899.0,,-469.2,-621.0,,-417.5,-254.6,451.3,-453.0,-1073.0,,,,-686.7,-206.0,,,-478.0,,,True,True,True,False,,,,,,True,,,True,,False,,True,False,,True,True,True,True,False,,,,False,True,,,True,
39051,92,89.0,,92.9,,89.0,103.0,,,,,,48.8,,,71.0,,118.4,,55.5,105.0,,48.8,68.4,76.8,114.0,76.0,,,,,,,,102.0,80.7,-3.0,,0.9,,-3.0,11.0,,,,,,-43.2,,,-21.0,,26.4,,-36.5,13.0,,-43.2,-23.6,-15.2,22.0,-16.0,,,,,,,,10.0,-11.3,,True,,False,False,,,,,,False,,,False,,False,,False,False,,False,False,False,False,False,,,,,,,,False,False
39053,34,28.0,,29.5,,29.0,33.0,,,,,,38.0,,,37.0,,24.4,,14.6,31.0,,15.9,29.0,28.5,37.0,18.0,,,,,,,,20.0,,-6.0,,-4.5,,-5.0,-1.0,,,,,,4.0,,,3.0,,-9.6,,-19.4,-3.0,,-18.1,-5.0,-5.5,3.0,-16.0,,,,,,,,-14.0,,,True,,True,True,,,,,,True,,,True,,False,,False,True,,False,True,True,True,False,,,,,,,,False,
39055,101,68.0,,71.9,,70.0,102.0,,,,,,87.6,,,70.0,,60.1,,91.2,60.0,,52.7,73.0,78.2,84.0,55.0,,,,,,,,96.0,42.0,-33.0,,-29.1,,-31.0,1.0,,,,,,-13.4,,,-31.0,,-40.9,,-9.8,-41.0,,-48.3,-28.0,-22.8,-17.0,-46.0,,,,,,,,-5.0,-59.0,,True,,True,True,,,,,,True,,,True,,False,,True,False,,False,True,True,True,False,,,,,,,,True,False
39057,364,325.0,,327.3,,327.0,371.0,,,,,,371.9,,,224.0,,315.1,,255.4,320.0,,358.8,368.5,298.0,356.0,126.0,,,,280.2,385.0,,,332.0,,-39.0,,-36.7,,-37.0,7.0,,,,,,7.9,,,-140.0,,-48.9,,-108.6,-44.0,,-5.2,4.5,-66.0,-8.0,-238.0,,,,-83.8,21.0,,,-32.0,,,True,,True,True,,,,,,True,,,False,,False,,False,False,,True,True,False,True,False,,,,False,True,,,True,
39059,86,84.0,,84.4,,84.0,118.0,,,,,,89.7,,,38.0,,114.8,,43.1,80.5,,90.5,89.2,54.5,110.0,108.0,,,,,,,,101.0,15.2,-2.0,,-1.6,,-2.0,32.0,,,,,,3.7,,,-48.0,,28.8,,-42.9,-5.5,,4.5,3.2,-31.5,24.0,22.0,,,,,,,,15.0,-70.8,,True,,False,False,,,,,,False,,,False,,False,,False,False,,False,False,False,False,False,,,,,,,,False,False
39061,1611,1385.0,,1356.2,1502.7,1380.0,1367.0,,,,,,1710.9,,,1375.0,,1134.4,,1128.3,1292.0,,1590.4,1703.2,1262.2,1629.0,549.0,,,,1139.0,1752.0,,,969.0,791.9,-226.0,,-254.8,-108.3,-231.0,-244.0,,,,,,99.9,,,-236.0,,-476.6,,-482.7,-319.0,,-20.6,92.2,-348.8,18.0,-1062.0,,,,-472.0,141.0,,,-642.0,-819.1,,False,True,False,False,,,,,,True,,,False,,False,,False,False,,True,True,False,True,False,,,,False,True,,,False,False
39063,187,111.0,,111.1,,118.0,132.0,,,,,,83.9,,,123.0,,135.3,,109.2,122.0,,76.1,118.3,120.4,139.0,45.0,,,,,,,,148.0,,-76.0,,-75.9,,-69.0,-55.0,,,,,,-103.1,,,-64.0,,-51.7,,-77.8,-65.0,,-110.9,-68.7,-66.6,-48.0,-142.0,,,,,,,,-39.0,,,True,,True,True,,,,,,False,,,True,,True,,False,True,,False,True,True,True,False,,,,,,,,True,
39065,48,50.0,,51.5,,45.0,57.0,,,,,,52.7,,,50.0,,36.2,,32.5,35.0,,28.6,45.0,31.3,57.0,156.0,,,,,,,,46.0,,2.0,,3.5,,-3.0,9.0,,,,,,4.7,,,2.0,,-11.8,,-15.5,-13.0,,-19.4,-3.0,-16.7,9.0,108.0,,,,,,,,-2.0,,,False,,False,False,,,,,,False,,,False,,False,,False,False,,False,False,False,False,False,,,,,,,,False,
39067,8,10.0,,10.8,,8.0,0.0,,,,,,9.2,,,19.0,,8.2,,6.8,,,3.8,8.0,,10.0,28.0,,,,,,,,18.0,,2.0,,2.8,,0.0,-8.0,,,,,,1.2,,,11.0,,0.2,,-1.2,,,-4.2,-0.0,,2.0,20.0,,,,,,,,10.0,,,False,,True,False,,,,,,True,,,False,,True,,True,,,False,True,,False,False,,,,,,,,False,
39069,76,63.0,,63.8,,47.0,41.0,,,,,,71.0,,,43.0,,47.1,,31.1,,,42.4,55.7,44.3,70.0,136.0,,,,,,,,65.0,38.0,-13.0,,-12.2,,-29.0,-35.0,,,,,,-5.0,,,-33.0,,-28.9,,-44.9,,,-33.6,-20.3,-31.7,-6.0,60.0,,,,,,,,-11.0,-38.0,,True,,False,False,,,,,,True,,,False,,False,,False,,,False,False,False,True,False,,,,,,,,True,False
39071,110,97.0,,95.5,,87.0,135.0,,,,,,77.4,,,62.0,,109.7,,43.7,91.5,,72.4,86.9,49.3,124.0,141.0,,,,,,,,87.0,,-13.0,,-14.5,,-23.0,25.0,,,,,,-32.6,,,-48.0,,-0.3,,-66.3,-18.5,,-37.6,-23.1,-60.7,14.0,31.0,,,,,,,,-23.0,,,False,,False,False,,,,,,False,,,False,,True,,False,False,,False,False,False,False,False,,,,,,,,False,
39073,37,16.0,,16.1,,14.0,14.0,,,,,,23.0,,,24.0,,14.0,,22.7,,,5.3,13.3,14.8,15.0,37.0,,,,,,,,8.0,8.5,-21.0,,-20.9,,-23.0,-23.0,,,,,,-14.0,,,-13.0,,-23.0,,-14.3,,,-31.7,-23.7,-22.2,-22.0,0.0,,,,,,,,-29.0,-28.5,,True,,False,False,,,,,,True,,,True,,False,,True,,,False,False,False,False,True,,,,,,,,False,False
39075,243,151.0,,156.2,,143.0,215.0,,,,,,178.5,,,78.0,,118.3,,37.1,112.5,,143.4,150.4,59.9,171.0,182.0,,,,,,,,112.0,57.9,-92.0,,-86.8,,-100.0,-28.0,,,,,,-64.5,,,-165.0,,-124.7,,-205.9,-130.5,,-99.6,-92.6,-183.1,-72.0,-61.0,,,,,,,,-131.0,-185.1,,True,,False,True,,,,,,True,,,False,,False,,False,False,,False,False,False,True,True,,,,,,,,False,False
39077,50,32.0,,21.5,,32.0,49.0,,,,,,24.1,,,80.0,,32.4,,50.9,40.5,,18.1,34.2,46.2,41.0,48.0,,,,,,,,31.0,61.9,-18.0,,-28.5,,-18.0,-1.0,,,,,,-25.9,,,30.0,,-17.6,,0.9,-9.5,,-31.9,-15.8,-3.8,-9.0,-2.0,,,,,,,,-19.0,11.9,,False,,False,True,,,,,,False,,,False,,True,,True,True,,False,True,True,True,True,,,,,,,,False,True
39079,59,71.0,,67.7,,61.0,93.0,,,,,,45.6,,,46.0,,102.9,,38.4,82.0,,28.3,57.9,47.8,102.0,74.0,,,,,,,,98.0,79.7,12.0,,8.7,,2.0,34.0,,,,,,-13.4,,,-13.0,,43.9,,-20.6,23.0,,-30.7,-1.1,-11.2,43.0,15.0,,,,,,,,39.0,20.7,,True,,True,False,,,,,,False,,,False,,False,,False,False,,False,True,True,False,False,,,,,,,,False,False
39081,58,50.0,,48.6,,52.0,61.0,,,,,,48.9,,,52.0,,54.2,,61.9,51.0,,33.2,53.9,59.5,64.0,76.0,,,,,,,,46.0,35.8,-8.0,,-9.4,,-6.0,3.0,,,,,,-9.1,,,-6.0,,-3.8,,3.9,-7.0,,-24.8,-4.1,1.5,6.0,18.0,,,,,,,,-12.0,-22.2,,False,,True,True,,,,,,False,,,True,,True,,True,True,,False,True,True,True,False,,,,,,,,False,False
39083,94,61.0,,63.5,,58.0,82.0,,,,,,50.2,,,68.0,,57.2,,68.8,48.5,,56.8,58.3,43.5,71.0,110.0,,,,,,,,75.0,,-33.0,,-30.5,,-36.0,-12.0,,,,,,-43.8,,,-26.0,,-36.8,,-25.2,-45.5,,-37.2,-35.7,-50.5,-23.0,16.0,,,,,,,,-19.0,,,True,,False,True,,,,,,False,,,True,,False,,True,False,,False,False,False,True,True,,,,,,,,True,
39085,363,163.0,,156.5,,184.0,223.0,,,,,,205.6,,,231.0,,118.5,,231.3,129.5,,184.4,206.0,143.9,169.0,272.0,,,,148.1,260.0,,,196.0,66.2,-200.0,,-206.5,,-179.0,-140.0,,,,,,-157.4,,,-132.0,,-244.5,,-131.7,-233.5,,-178.6,-157.0,-219.1,-194.0,-91.0,,,,-214.9,-103.0,,,-167.0,-296.8,,False,,True,True,,,,,,True,,,True,,False,,True,False,,True,True,False,True,True,,,,False,True,,,True,False
39087,139,78.0,,76.5,,78.0,82.0,,,,,,53.7,,,68.0,,98.4,,58.4,89.5,,80.2,103.9,57.8,101.0,109.0,,,,,,,,99.0,66.3,-61.0,,-62.5,,-61.0,-57.0,,,,,,-85.3,,,-71.0,,-40.6,,-80.6,-49.5,,-58.8,-35.1,-81.2,-38.0,-30.0,,,,,,,,-40.0,-72.7,,False,,False,True,,,,,,False,,,False,,True,,False,True,,True,True,False,True,True,,,,,,,,True,False
39089,333,294.0,,294.8,,294.0,336.0,,,,,,345.5,,,193.0,,267.3,,254.5,270.5,,267.9,298.3,237.2,357.0,279.0,,,,249.8,413.0,,,286.0,93.3,-39.0,,-38.2,,-39.0,3.0,,,,,,12.5,,,-140.0,,-65.7,,-78.5,-62.5,,-65.1,-34.7,-95.8,24.0,-54.0,,,,-83.2,80.0,,,-47.0,-239.7,,True,,False,True,,,,,,True,,,False,,False,,False,False,,False,True,False,True,False,,,,False,False,,,False,False
39091,78,53.0,,53.9,,53.0,63.0,,,,,,51.9,,,68.0,,52.8,,48.3,46.5,,34.2,49.7,44.2,66.0,87.0,,,,,,,,71.0,,-25.0,,-24.1,,-25.0,-15.0,,,,,,-26.1,,,-10.0,,-25.2,,-29.7,-31.5,,-43.8,-28.3,-33.8,-12.0,9.0,,,,,,,,-7.0,,,True,,False,True,,,,,,False,,,True,,False,,False,False,,False,False,False,True,True,,,,,,,,True,
39093,305,193.0,,192.8,,193.0,240.0,,,,,,255.5,,,361.0,,143.7,,315.1,174.5,,177.1,197.7,181.7,207.0,367.0,,,,171.1,247.0,,,210.0,104.2,-112.0,,-112.2,,-112.0,-65.0,,,,,,-49.5,,,56.0,,-161.3,,10.1,-130.5,,-127.9,-107.3,-123.3,-98.0,62.0,,,,-133.9,-58.0,,,-95.0,-200.8,,False,,False,True,,,,,,True,,,True,,False,,True,False,,False,True,False,True,True,,,,False,True,,,True,False
