,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
01025,365,684.0,4.0,,,,,366.0,,190.9,61.1,332.4,,9.6,,,,319.0,-361.0,,,,,1.0,,-174.1,-303.9,-32.6,,-355.4,,,,False,,,,,True,,True,True,True,,False,,,
01027,243,690.0,299.0,,,,,164.0,,555.6,68.6,408.4,,65.6,,,,447.0,56.0,,,,,-79.0,,312.6,-174.4,165.4,,-177.4,,,,True,,,,,True,,True,True,True,,True,,,
01029,226,306.0,247.0,,,,,206.0,,711.0,60.0,146.2,,94.4,,,,80.0,21.0,,,,,-20.0,,485.0,-166.0,-79.8,,-131.6,,,,True,,,,,True,,False,False,True,,False,,,
01031,608,1392.0,2233.0,,,,,769.0,,735.4,215.4,1334.3,,74.2,581.3,,,784.0,1625.0,,,,,161.0,,127.4,-392.6,726.3,,-533.8,-26.7,,,False,,,,,True,,True,True,True,,True,True,,
01033,706,516.0,1500.0,,,,,736.0,,131.4,164.8,354.5,,38.1,459.4,,,-190.0,794.0,,,,,30.0,,-574.6,-541.2,-351.5,,-667.9,-246.6,,,False,,,,,True,,False,False,False,,False,False,,
01035,58,480.0,43.0,,,,,108.0,,108.8,35.7,216.9,27.8,5.9,,,,422.0,-15.0,,,,,50.0,,50.8,-22.3,158.9,-30.2,-52.1,,,,True,,,,,True,,True,True,True,True,True,,,
01037,60,282.0,496.0,,,,,112.0,,176.1,33.4,298.3,17.8,77.4,,,,222.0,436.0,,,,,52.0,,116.1,-26.6,238.3,-42.2,17.4,,,,False,,,,,True,,True,True,False,True,True,,,
01039,595,2784.0,653.0,,,,,578.0,,1357.1,178.3,2442.6,172.6,194.1,,,,2189.0,58.0,,,,,-17.0,,762.1,-416.7,1847.6,-422.4,-400.9,,,,True,,,,,True,,True,True,True,True,True,,,
01041,99,630.0,31.0,,,,,253.0,,416.1,62.2,111.7,73.7,2.6,,,,531.0,-68.0,,,,,154.0,,317.1,-36.8,12.7,-25.3,-96.4,,,,True,,,,,True,,True,True,True,True,True,,,
01043,1010,1944.0,55.0,,,,,1472.0,,809.8,321.1,716.5,346.9,103.1,833.0,,,934.0,-955.0,,,,,462.0,,-200.2,-688.9,-293.5,-663.1,-906.9,-177.0,,,False,,,,,True,,True,True,True,True,True,True,,
01045,616,1440.0,4571.0,,,,,554.0,,758.2,215.3,1382.1,211.1,6.3,748.1,,,824.0,3955.0,,,,,-62.0,,142.2,-400.7,766.1,-404.9,-609.7,132.1,,,False,,,,,True,,True,True,True,True,True,True,,
01047,176,1578.0,752.0,,,,,530.0,,568.5,79.0,1007.2,140.1,180.7,643.4,,,1402.0,576.0,,,,,354.0,,392.5,-97.0,831.2,-35.9,4.7,467.4,,,True,,,,,True,,True,True,True,True,True,True,,
01049,1344,1224.0,137.0,,,,,1018.0,,201.7,220.3,992.5,72.5,112.6,862.4,,,-120.0,-1207.0,,,,,-326.0,,-1142.3,-1123.7,-351.5,-1271.5,-1231.4,-481.6,,,False,,,,,False,,False,False,False,False,False,False,,
01051,776,1986.0,7422.0,,,,,1008.0,,557.3,218.3,1078.3,422.7,306.2,1300.5,,,1210.0,6646.0,,,,,232.0,,-218.7,-557.7,302.3,-353.3,-469.8,524.5,,,False,,,,,True,,True,True,True,True,True,True,,
01053,226,1614.0,14.0,,,,,549.0,,713.5,134.9,758.9,153.5,94.2,616.2,,,1388.0,-212.0,,,,,323.0,,487.5,-91.1,532.9,-72.5,-131.8,390.2,,,True,,,,,True,,True,True,True,True,True,True,,
01055,1217,2874.0,2925.0,,,,,1284.0,,900.8,518.0,2739.4,673.9,360.3,1182.7,,,1657.0,1708.0,,,,,67.0,,-316.2,-699.0,1522.4,-543.1,-856.7,-34.3,,,False,,,,,True,,True,True,True,True,True,True,,
01057,179,462.0,142.0,,,,,175.0,,580.7,106.9,418.4,107.3,71.3,,,,283.0,-37.0,,,,,-4.0,,401.7,-72.1,239.4,-71.7,-107.7,,,,True,,,,,True,,False,True,True,True,True,,,
01059,448,594.0,298.0,,,,,662.0,,127.7,90.6,206.3,278.4,140.6,362.8,,,146.0,-150.0,,,,,214.0,,-320.3,-357.4,-241.7,-169.6,-307.4,-85.2,,,False,,,,,False,,False,False,False,False,False,True,,
01061,407,912.0,1493.0,,,,,321.0,,666.7,187.6,503.1,102.0,98.9,,,,505.0,1086.0,,,,,-86.0,,259.7,-219.4,96.1,-305.0,-308.1,,,,False,,,,,True,,True,True,True,True,True,,,
01063,49,108.0,0.0,,,,,46.0,,22.0,15.3,0.4,0.0,10.6,,,,59.0,-49.0,,,,,-3.0,,-27.0,-33.7,-48.6,-49.0,-38.4,,,,True,,,,,True,,True,True,True,True,True,,,
01065,176,366.0,50.0,,,,,227.0,,382.6,30.4,96.4,48.4,6.1,,,,190.0,-126.0,,,,,51.0,,206.6,-145.6,-79.6,-127.6,-169.9,,,,True,,,,,True,,False,True,True,True,True,,,
01067,278,648.0,187.0,,,,,111.0,,500.0,69.6,334.6,82.6,141.2,,,,370.0,-91.0,,,,,-167.0,,222.0,-208.4,56.6,-195.4,-136.8,,,,True,,,,,True,,True,True,True,True,True,,,
01069,1618,4230.0,12482.0,,,,,1100.0,,2035.9,554.4,3650.7,648.3,464.4,2090.6,,,2612.0,10864.0,,,,,-518.0,,417.9,-1063.6,2032.7,-969.7,-1153.6,472.6,,,False,,,,,True,,True,True,True,True,True,True,,
01071,852,840.0,843.0,,,,,669.0,,194.8,242.1,509.9,128.9,191.5,560.6,,,-12.0,-9.0,,,,,-183.0,,-657.2,-609.9,-342.1,-723.1,-660.5,-291.4,,,True,,,,,False,,False,False,False,False,False,False,,
01073,5551,9804.0,41214.0,,,,,7595.0,,310.2,2519.2,8793.9,3124.5,2853.5,4989.4,,,4253.0,35663.0,,,,,2044.0,,-5240.8,-3031.8,3242.9,-2426.5,-2697.5,-561.6,,,False,,,,,True,,False,True,True,True,True,True,,
01075,190,336.0,0.0,,,,,191.0,,302.3,54.8,237.1,46.4,54.8,,,,146.0,-190.0,,,,,1.0,,112.3,-135.2,47.1,-143.6,-135.2,,,,False,,,,,True,,True,True,True,True,True,,,
01077,1106,738.0,1755.0,,,,,1268.0,,98.4,278.2,530.2,219.7,231.8,532.6,,,-368.0,649.0,,,,,162.0,,-1007.6,-827.8,-575.8,-886.3,-874.2,-573.4,,,False,,,,,True,,False,False,False,False,False,False,,
01079,348,318.0,54.0,,,,,402.0,,158.2,156.7,157.9,106.0,66.1,,,,-30.0,-294.0,,,,,54.0,,-189.8,-191.3,-190.1,-242.0,-281.9,,,,False,,,,,False,,False,False,False,False,False,,,
01081,1060,12672.0,31471.0,,,,,2604.0,,5557.1,758.1,9787.7,2366.0,605.8,4666.7,,,11612.0,30411.0,,,,,1544.0,,4497.1,-301.9,8727.7,1306.0,-454.2,3606.7,,,False,,,,,True,,True,True,True,True,True,True,,
01083,1084,1182.0,2885.0,,,,,1310.0,,211.0,238.1,1066.1,451.1,209.9,549.7,,,98.0,1801.0,,,,,226.0,,-873.0,-845.9,-17.9,-632.9,-874.1,-534.3,,,False,,,,,False,,False,False,True,False,False,False,,
01085,82,246.0,0.0,,,,,78.0,,3.9,11.5,50.1,0.3,17.3,,,,164.0,-82.0,,,,,-4.0,,-78.1,-70.5,-31.9,-81.7,-64.7,,,,True,,,,,True,,True,True,True,True,True,,,
01087,90,336.0,175.0,,,,,88.0,,620.9,59.4,31.6,42.7,29.9,,,,246.0,85.0,,,,,-2.0,,530.9,-30.6,-58.4,-47.3,-60.1,,,,True,,,,,True,,False,True,True,True,True,,,
01089,2364,4296.0,4920.0,,,,,3383.0,,196.4,1538.5,4923.8,650.2,546.7,1849.3,,,1932.0,2556.0,,,,,1019.0,,-2167.6,-825.5,2559.8,-1713.8,-1817.3,-514.7,,,False,,,,,True,,False,True,False,True,True,True,,
01091,375,258.0,1.0,,,,,294.0,,262.3,51.3,95.2,0.3,27.9,,,,-117.0,-374.0,,,,,-81.0,,-112.7,-323.7,-279.8,-374.7,-347.1,,,,False,,,,,True,,True,False,False,False,False,,,
01093,207,948.0,0.0,,,,,336.0,,495.3,145.2,1245.1,156.3,36.9,,,,741.0,-207.0,,,,,129.0,,288.3,-61.8,1038.1,-50.7,-170.2,,,,True,,,,,True,,True,True,False,True,True,,,
01095,773,1710.0,90.0,,,,,1491.0,,147.2,230.1,1224.1,378.3,70.8,823.1,,,937.0,-683.0,,,,,718.0,,-625.8,-542.9,451.1,-394.7,-702.2,50.1,,,True,,,,,True,,True,True,True,True,True,True,,
01097,4287,3366.0,1033.0,,,,,2881.0,,125.1,1124.5,2656.8,411.8,58.2,3265.8,,,-921.0,-3254.0,,,,,-1406.0,,-4161.9,-3162.5,-1630.2,-3875.2,-4228.8,-1021.2,,,False,,,,,False,,False,False,False,False,False,False,,
01099,93,786.0,0.0,,,,,208.0,,422.8,50.5,35.4,28.8,28.8,,,,693.0,-93.0,,,,,115.0,,329.8,-42.5,-57.6,-64.2,-64.2,,,,True,,,,,True,,True,True,True,True,True,,,
01101,2110,3192.0,16901.0,,,,,2455.0,,180.9,484.5,1633.8,986.9,527.1,2555.8,,,1082.0,14791.0,,,,,345.0,,-1929.1,-1625.5,-476.2,-1123.1,-1582.9,445.8,,,False,,,,,True,,False,False,True,False,False,True,,
01103,1323,1422.0,3540.0,,,,,1499.0,,176.0,296.5,778.7,172.5,271.2,875.7,,,99.0,2217.0,,,,,176.0,,-1147.0,-1026.5,-544.3,-1150.5,-1051.8,-447.3,,,False,,,,,False,,False,False,False,False,False,False,,
01105,71,312.0,0.0,,,,,61.0,,11.6,18.0,34.8,0.0,3.1,,,,241.0,-71.0,,,,,-10.0,,-59.4,-53.0,-36.2,-71.0,-67.9,,,,True,,,,,True,,True,True,True,True,True,,,
01107,298,420.0,232.0,,,,,235.0,,432.2,68.4,171.1,84.8,89.7,,,,122.0,-66.0,,,,,-63.0,,134.2,-229.6,-126.9,-213.2,-208.3,,,,True,,,,,True,,False,False,False,False,False,,,
01109,243,1632.0,751.0,,,,,821.0,,853.9,111.4,542.7,169.3,129.5,,,,1389.0,508.0,,,,,578.0,,610.9,-131.6,299.7,-73.7,-113.5,,,,True,,,,,True,,True,True,True,True,True,,,
01111,258,630.0,0.0,,,,,312.0,,409.6,107.2,344.0,66.3,0.8,,,,372.0,-258.0,,,,,54.0,,151.6,-150.8,86.0,-191.7,-257.2,,,,True,,,,,True,,True,True,True,True,True,,,
01113,312,816.0,38.0,,,,,682.0,,404.8,121.0,181.2,35.4,52.0,408.4,,,504.0,-274.0,,,,,370.0,,92.8,-191.0,-130.8,-276.6,-260.0,96.4,,,True,,,,,True,,True,True,True,True,True,True,,
01115,1015,2514.0,8615.0,,,,,967.0,,1390.4,426.8,2609.0,482.8,130.5,1115.9,,,1499.0,7600.0,,,,,-48.0,,375.4,-588.2,1594.0,-532.2,-884.5,100.9,,,False,,,,,True,,True,True,False,True,True,True,,
01117,2158,6414.0,25607.0,,,,,2305.0,,2811.5,1040.7,7648.5,1843.6,558.3,2573.6,,,4256.0,23449.0,,,,,147.0,,653.5,-1117.3,5490.5,-314.4,-1599.7,415.6,,,False,,,,,True,,True,True,False,True,True,True,,
01119,66,84.0,,,,,,110.0,,4.2,15.8,2.4,0.1,3.5,,,,18.0,,,,,,44.0,,-61.8,-50.2,-63.6,-65.9,-62.5,,,,,,,,,False,,False,False,False,False,False,,,
01121,756,4194.0,6509.0,,,,,996.0,,2387.1,392.4,4043.3,702.7,156.0,1609.8,,,3438.0,5753.0,,,,,240.0,,1631.1,-363.6,3287.3,-53.3,-600.0,853.8,,,False,,,,,True,,True,True,True,True,True,True,,
01123,275,1068.0,671.0,,,,,540.0,,601.9,105.0,793.1,70.7,65.4,,,,793.0,396.0,,,,,265.0,,326.9,-170.0,518.1,-204.3,-209.6,,,,True,,,,,True,,True,True,True,True,True,,,
01125,3626,10080.0,6565.0,,,,,4265.0,,7075.6,705.9,10785.4,1628.6,1347.7,4273.0,,,6454.0,2939.0,,,,,639.0,,3449.6,-2920.1,7159.4,-1997.4,-2278.3,647.0,,,True,,,,,True,,True,True,False,True,True,True,,
01127,748,1200.0,6075.0,,,,,994.0,,242.5,151.1,503.9,237.6,257.0,519.2,,,452.0,5327.0,,,,,246.0,,-505.5,-596.9,-244.1,-510.4,-491.0,-228.8,,,False,,,,,True,,False,False,True,False,False,True,,
01129,231,228.0,0.0,,,,,181.0,,116.3,47.6,17.3,0.0,1.9,,,,-3.0,-231.0,,,,,-50.0,,-114.7,-183.4,-213.7,-231.0,-229.1,,,,False,,,,,False,,False,False,False,False,False,,,
01131,49,306.0,17.0,,,,,64.0,,14.3,20.4,10.9,22.0,2.9,,,,257.0,-32.0,,,,,15.0,,-34.7,-28.6,-38.1,-27.0,-46.1,,,,True,,,,,True,,True,True,True,True,True,,,
01133,284,534.0,464.0,,,,,318.0,,242.1,95.5,413.4,127.2,185.4,,,,250.0,180.0,,,,,34.0,,-41.9,-188.5,129.4,-156.8,-98.6,,,,True,,,,,True,,True,True,True,True,True,,,
02013,5,0.0,0.0,,,,,,,0.0,0.9,,,0.0,,,,-5.0,-5.0,,,,,,,-5.0,-4.1,,,-5.0,,,,False,,,,,,,False,True,,,False,,,
02016,4,0.0,0.0,,,,,,,0.0,1.4,,,0.1,,,,-4.0,-4.0,,,,,,,-4.0,-2.6,,,-3.9,,,,False,,,,,,,False,True,,,True,,,
02020,4409,1728.0,804.0,,,,,,,1427.1,2068.9,922.6,1164.2,545.5,852.0,,,-2681.0,-3605.0,,,,,,,-2981.9,-2340.1,-3486.4,-3244.8,-3863.5,-3557.0,,,False,,,,,,,False,True,False,False,False,False,,
02050,382,60.0,0.0,,,,,,,75.7,56.9,16.6,,77.7,,,,-322.0,-382.0,,,,,,,-306.3,-325.1,-365.4,,-304.3,,,,False,,,,,,,True,False,False,,True,,,
02060,0,0.0,0.0,,,,,,,0.0,0.0,0.6,,0.0,,,,0.0,0.0,,,,,,,0.0,0.0,0.6,,0.0,,,,True,,,,,,,False,True,False,,True,,,
02068,25,0.0,0.0,,,,,,,2.7,2.6,,,0.0,,,,-25.0,-25.0,,,,,,,-22.3,-22.4,,,-25.0,,,,False,,,,,,,True,True,,,False,,,
02070,32,6.0,0.0,,,,,,,12.0,7.5,0.4,,4.4,,,,-26.0,-32.0,,,,,,,-20.0,-24.6,-31.6,,-27.6,,,,False,,,,,,,True,True,False,,False,,,
02090,1261,540.0,,,,,,,,714.9,455.2,540.4,495.4,303.7,,,,-721.0,,,,,,,,-546.1,-805.8,-720.6,-765.6,-957.3,,,,,,,,,,,True,False,True,False,False,,,
02100,4,6.0,0.0,,,,,,,5.4,0.9,,,0.0,,,,2.0,-4.0,,,,,,,1.4,-3.1,,,-4.0,,,,False,,,,,,,True,False,,,False,,,
02105,0,0.0,0.0,,,,,,,0.8,2.2,,,0.0,,,,0.0,0.0,,,,,,,0.8,2.2,,,0.0,,,,True,,,,,,,False,False,,,True,,,
02110,232,198.0,221.0,,,,,,,327.4,143.6,51.0,121.1,160.2,,,,-34.0,-11.0,,,,,,,95.4,-88.4,-181.0,-110.9,-71.8,,,,True,,,,,,,False,False,False,False,False,,,
02122,478,54.0,22.0,,,,,,,242.6,114.5,6.2,146.6,0.8,,,,-424.0,-456.0,,,,,,,-235.4,-363.5,-471.8,-331.4,-477.2,,,,False,,,,,,,True,True,False,True,False,,,
02130,19,6.0,0.0,,,,,,,7.8,4.6,3.1,,2.3,,,,-13.0,-19.0,,,,,,,-11.2,-14.4,-15.9,,-16.7,,,,False,,,,,,,True,False,False,,False,,,
02150,55,6.0,0.0,,,,,,,5.1,6.7,0.8,,0.4,,,,-49.0,-55.0,,,,,,,-49.9,-48.3,-54.2,,-54.6,,,,False,,,,,,,False,True,False,,False,,,
02158,228,12.0,0.0,,,,,,,10.4,,,,4.8,,,,-216.0,-228.0,,,,,,,-217.6,,,,-223.2,,,,False,,,,,,,False,,,,False,,,
02164,23,0.0,0.0,,,,,,,0.7,2.6,,,0.0,,,,-23.0,-23.0,,,,,,,-22.3,-20.4,,,-23.0,,,,False,,,,,,,True,True,,,False,,,
02170,862,264.0,0.0,,,,,,,304.9,419.3,123.5,366.5,118.9,,,,-598.0,-862.0,,,,,,,-557.1,-442.7,-738.5,-495.5,-743.0,,,,False,,,,,,,True,True,False,True,False,,,
02180,83,6.0,0.0,,,,,,,13.5,17.6,9.3,,5.5,,,,-77.0,-83.0,,,,,,,-69.5,-65.4,-73.7,,-77.5,,,,False,,,,,,,True,True,True,,False,,,
02185,180,138.0,0.0,,,,,,,136.7,51.5,9.4,,123.6,,,,-42.0,-180.0,,,,,,,-43.3,-128.5,-170.6,,-56.4,,,,False,,,,,,,False,False,False,,False,,,
02188,172,54.0,0.0,,,,,,,28.6,26.5,17.3,,26.0,,,,-118.0,-172.0,,,,,,,-143.4,-145.5,-154.7,,-146.0,,,,False,,,,,,,False,False,False,,False,,,
02195,8,0.0,0.0,,,,,,,0.8,0.4,0.2,,0.0,,,,-8.0,-8.0,,,,,,,-7.2,-7.6,-7.8,,-8.0,,,,False,,,,,,,True,True,True,,False,,,
02198,4,6.0,0.0,,,,,,,4.3,9.8,2.3,,0.0,,,,2.0,-4.0,,,,,,,0.3,5.8,-1.7,,-4.0,,,,False,,,,,,,True,False,True,,False,,,
02220,24,12.0,0.0,,,,,,,8.6,15.1,4.6,,6.0,,,,-12.0,-24.0,,,,,,,-15.4,-8.9,-19.4,,-18.0,,,,False,,,,,,,False,True,False,,False,,,
02230,8,0.0,0.0,,,,,,,0.0,0.0,,,0.0,,,,-8.0,-8.0,,,,,,,-8.0,-8.0,,,-8.0,,,,False,,,,,,,True,False,,,False,,,
02240,50,6.0,0.0,,,,,,,8.5,0.8,0.8,,2.7,,,,-44.0,-50.0,,,,,,,-41.5,-49.2,-49.2,,-47.3,,,,False,,,,,,,True,False,False,,False,,,
02261,47,0.0,0.0,,,,,,,5.4,2.8,6.7,,0.0,,,,-47.0,-47.0,,,,,,,-41.6,-44.2,-40.3,,-47.0,,,,False,,,,,,,True,True,True,,False,,,
02275,0,6.0,0.0,,,,,,,4.4,0.8,,,6.6,,,,6.0,0.0,,,,,,,4.4,0.8,,,6.6,,,,True,,,,,,,True,True,,,False,,,
02282,12,0.0,0.0,,,,,,,0.0,0.0,,,15.8,,,,-12.0,-12.0,,,,,,,-12.0,-12.0,,,3.8,,,,False,,,,,,,True,False,,,True,,,
02290,39,24.0,0.0,,,,,,,16.9,2.9,11.3,,0.1,,,,-15.0,-39.0,,,,,,,-22.1,-36.1,-27.7,,-38.9,,,,False,,,,,,,False,False,False,,False,,,
04001,559,336.0,79.0,,,,,734.0,,121.0,109.6,98.7,2.7,19.9,263.0,,,-223.0,-480.0,,,,,175.0,,-438.0,-449.4,-460.3,-556.3,-539.1,-296.0,,,False,,,,,True,,False,False,False,False,False,False,,
04003,330,78.0,64.0,,,,,210.0,,490.5,101.3,20.2,78.6,20.6,79.8,,,-252.0,-266.0,,,,,-120.0,,160.5,-228.8,-309.8,-251.4,-309.4,-250.2,,,False,,,,,True,,True,True,False,True,False,True,,
04005,1662,1482.0,41.0,,,,,886.0,,988.9,232.0,809.6,186.1,220.1,637.9,,,-180.0,-1621.0,,,,,-776.0,,-673.1,-1430.0,-852.4,-1475.9,-1441.9,-1024.1,,,False,,,,,False,,False,False,False,False,False,False,,
04007,754,300.0,68.0,,,,,53.0,,575.7,110.5,218.3,0.4,53.9,227.5,,,-454.0,-686.0,,,,,-701.0,,-178.3,-643.5,-535.7,-753.6,-700.1,-526.5,,,False,,,,,False,,True,False,False,False,False,False,,
04009,458,84.0,55.0,,,,,73.0,,320.5,84.3,32.2,0.0,49.4,,,,-374.0,-403.0,,,,,-385.0,,-137.5,-373.7,-425.8,-458.0,-408.6,,,,False,,,,,False,,True,True,False,False,False,,,
04011,49,0.0,0.0,,,,,30.0,,2.7,8.3,0.0,,0.0,,,,-49.0,-49.0,,,,,-19.0,,-46.3,-40.7,-49.0,,-49.0,,,,False,,,,,True,,True,True,True,,False,,,
04012,96,54.0,3.0,,,,,25.0,,932.3,16.6,5.5,0.0,107.3,,,,-42.0,-93.0,,,,,-71.0,,836.3,-79.4,-90.5,-96.0,11.3,,,,False,,,,,False,,False,False,False,False,True,,,
04013,19175,11718.0,23081.0,,,,,9271.0,,8488.0,8081.5,9827.3,1073.0,1427.1,9885.4,,,-7457.0,3906.0,,,,,-9904.0,,-10687.0,-11093.5,-9347.7,-18102.0,-17747.9,-9289.6,,,True,,,,,False,,False,False,False,False,False,False,,
04015,550,594.0,72.0,,,,,407.0,,684.5,168.3,214.9,213.9,929.3,357.7,,,44.0,-478.0,,,,,-143.0,,134.5,-381.7,-335.1,-336.1,379.3,-192.3,,,False,,,,,False,,False,False,False,False,False,False,,
04017,800,342.0,91.0,,,,,712.0,,386.3,104.9,140.5,7.3,209.7,222.4,,,-458.0,-709.0,,,,,-88.0,,-413.7,-695.1,-659.5,-792.7,-590.3,-577.6,,,False,,,,,True,,True,False,False,False,False,False,,
04019,4087,11736.0,25729.0,,,,,2556.0,,7164.2,1749.9,11022.1,4130.3,2961.3,5161.1,,,7649.0,21642.0,,,,,-1531.0,,3077.2,-2337.1,6935.1,43.3,-1125.7,1074.1,,,False,,,,,True,,True,True,True,True,True,True,,
04021,1775,1002.0,785.0,,,,,561.0,,1473.8,450.8,672.9,378.5,215.1,671.5,,,-773.0,-990.0,,,,,-1214.0,,-301.2,-1324.2,-1102.1,-1396.5,-1559.9,-1103.5,,,False,,,,,False,,True,False,False,False,False,False,,
04023,234,186.0,4.0,,,,,176.0,,418.3,26.1,40.7,1.0,17.2,92.4,,,-48.0,-230.0,,,,,-58.0,,184.3,-207.9,-193.3,-233.0,-216.8,-141.6,,,False,,,,,False,,False,False,False,False,False,False,,
04025,556,234.0,141.0,,,,,346.0,,593.0,322.3,226.3,292.2,43.8,300.9,,,-322.0,-415.0,,,,,-210.0,,37.0,-233.7,-329.7,-263.8,-512.2,-255.1,,,False,,,,,True,,True,True,False,True,False,True,,
04027,1400,720.0,190.0,,,,,422.0,,677.0,284.3,219.7,7.0,407.2,348.5,,,-680.0,-1210.0,,,,,-978.0,,-723.0,-1115.7,-1180.3,-1393.0,-992.8,-1051.5,,,False,,,,,False,,False,False,False,False,False,False,,
