,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
19029,238,114.0,114.8,,97.0,130.0,,,,,62.3,,56.0,,103.5,29.2,,53.6,100.4,78.3,199.0,,,,,,,,84.0,360.3,,-124.0,-123.2,,-141.0,-108.0,,,,,-175.7,,-182.0,,-134.5,-208.8,,-184.4,-137.6,-159.7,-39.0,,,,,,,,-154.0,122.3,,True,,False,True,,,,,False,,False,,False,False,,False,False,False,True,,,,,,,,False,True,
19031,234,60.0,61.2,,63.0,75.0,,,,,149.3,,62.0,,77.5,38.9,,15.4,73.2,77.6,73.0,,,,,,,,75.0,42.9,,-174.0,-172.8,,-171.0,-159.0,,,,,-84.7,,-172.0,,-156.5,-195.1,,-218.6,-160.8,-156.4,-161.0,,,,,,,,-159.0,-191.1,,True,,True,True,,,,,True,,True,,True,False,,False,True,True,True,,,,,,,,True,False,
19033,415,207.0,203.4,,184.0,216.0,,,,,184.3,,287.0,,207.9,59.8,,107.1,168.7,0.7,219.0,,,,144.5,,,,0.0,170.4,,-208.0,-211.6,,-231.0,-199.0,,,,,-230.7,,-128.0,,-207.1,-355.2,,-307.9,-246.3,-414.3,-196.0,,,,-270.5,,,,-415.0,-244.6,,False,,False,True,,,,,False,,True,,True,False,,False,False,False,True,,,,False,,,,False,False,
19035,112,114.0,108.1,,103.0,130.0,,,,,76.3,,113.0,,127.3,61.7,,48.0,112.0,0.0,126.0,,,,,,,,84.0,62.5,,2.0,-3.9,,-9.0,18.0,,,,,-35.7,,1.0,,15.3,-50.3,,-64.0,0.0,-112.0,14.0,,,,,,,,-28.0,-49.5,,False,,False,False,,,,,False,,True,,False,False,,False,True,False,False,,,,,,,,False,False,
19037,81,48.0,42.6,,49.0,42.0,,,,,98.8,,67.0,,53.2,23.6,,21.0,62.0,0.0,40.0,,,,,,,,30.0,54.4,,-33.0,-38.4,,-32.0,-39.0,,,,,17.8,,-14.0,,-27.8,-57.4,,-60.0,-19.0,-81.0,-41.0,,,,,,,,-51.0,-26.6,,False,,True,False,,,,,True,,True,,True,False,,False,True,False,False,,,,,,,,False,True,
19039,81,36.0,34.7,,35.0,19.0,,,,,98.5,,50.0,,48.4,24.6,,13.8,60.7,0.0,44.0,,,,,,,,36.0,19.5,,-45.0,-46.3,,-46.0,-62.0,,,,,17.5,,-31.0,,-32.6,-56.4,,-67.2,-20.3,-81.0,-37.0,,,,,,,,-45.0,-61.5,,False,,False,False,,,,,True,,True,,True,False,,False,True,False,True,,,,,,,,False,False,
19041,166,162.0,164.5,,162.0,249.0,,,,,119.4,,204.0,,161.5,65.1,,102.1,164.2,191.4,229.0,,,,,,,,136.0,72.0,,-4.0,-1.5,,-4.0,83.0,,,,,-46.6,,38.0,,-4.5,-100.9,,-63.9,-1.8,25.4,63.0,,,,,,,,-30.0,-94.0,,True,,False,False,,,,,False,,False,,False,False,,False,True,False,False,,,,,,,,False,False,
19043,236,84.0,82.5,,81.0,71.0,,,,,115.9,,81.0,,93.9,30.0,,25.0,82.7,45.7,118.0,,,,,,,,87.0,64.7,,-152.0,-153.5,,-155.0,-165.0,,,,,-120.1,,-155.0,,-142.1,-206.0,,-211.0,-153.3,-190.3,-118.0,,,,,,,,-149.0,-171.3,,False,,False,False,,,,,True,,False,,True,False,,False,False,False,True,,,,,,,,True,False,
19045,357,198.0,196.5,,185.0,193.0,,,,,189.4,,260.0,,183.3,98.5,,157.6,252.2,0.2,213.0,,,,155.5,,,,232.0,141.8,,-159.0,-160.5,,-172.0,-164.0,,,,,-167.6,,-97.0,,-173.7,-258.5,,-199.4,-104.8,-356.8,-144.0,,,,-201.5,,,,-125.0,-215.2,,False,,False,False,,,,,False,,True,,False,False,,False,True,False,True,,,,False,,,,True,False,
19047,175,225.0,205.5,,155.0,258.0,,,,,165.2,,138.0,,207.2,90.3,,94.2,167.2,7.3,243.0,,,,138.6,,,,0.0,143.6,,50.0,30.5,,-20.0,83.0,,,,,-9.8,,-37.0,,32.2,-84.7,,-80.8,-7.8,-167.7,68.0,,,,-36.4,,,,-175.0,-31.4,,True,,True,False,,,,,True,,True,,True,False,,False,True,False,False,,,,True,,,,False,True,
19049,613,498.0,498.2,,430.0,625.0,,,,,357.6,,270.0,,406.6,133.9,,471.1,599.8,230.6,778.0,,,,407.1,,,,474.0,364.8,,-115.0,-114.8,,-183.0,12.0,,,,,-255.4,,-343.0,,-206.4,-479.1,,-141.9,-13.2,-382.4,165.0,,,,-205.9,,,,-139.0,-248.2,,True,,False,True,,,,,False,,False,,False,False,,False,True,False,False,,,,False,,,,False,False,
19051,53,39.0,40.6,,33.0,21.0,,,,,69.5,,40.0,,33.8,19.7,,7.0,34.9,16.8,42.0,,,,,,,,28.0,54.0,,-14.0,-12.4,,-20.0,-32.0,,,,,16.5,,-13.0,,-19.2,-33.3,,-46.0,-18.1,-36.2,-11.0,,,,,,,,-25.0,1.0,,True,,False,False,,,,,False,,True,,False,False,,False,False,False,True,,,,,,,,False,True,
19053,71,75.0,72.7,,43.0,62.0,,,,,28.3,,32.0,,128.0,21.7,,43.2,51.7,0.0,130.0,,,,,,,,53.0,19.3,,4.0,1.7,,-28.0,-9.0,,,,,-42.7,,-39.0,,57.0,-49.3,,-27.8,-19.3,-71.0,59.0,,,,,,,,-18.0,-51.7,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,,,,,,,False,False,
19055,305,189.0,178.4,,175.0,233.0,,,,,79.6,,119.0,,228.0,83.5,,164.1,208.5,166.7,207.0,,,,,,,,113.0,118.3,,-116.0,-126.6,,-130.0,-72.0,,,,,-225.4,,-186.0,,-77.0,-221.5,,-140.9,-96.5,-138.3,-98.0,,,,,,,,-192.0,-186.7,,False,,False,True,,,,,False,,False,,True,False,,False,True,False,True,,,,,,,,False,False,
19057,595,312.0,324.7,,316.0,539.0,,,,,144.5,,337.0,,369.5,112.2,,170.1,352.8,62.4,636.0,,,,,,,,316.0,249.0,,-283.0,-270.3,,-279.0,-56.0,,,,,-450.5,,-258.0,,-225.5,-482.8,,-424.9,-242.2,-532.6,41.0,,,,,,,,-279.0,-346.0,,True,,True,True,,,,,False,,True,,True,False,,False,True,False,True,,,,,,,,True,False,
19059,203,174.0,172.9,,156.0,171.0,,,,,101.2,,166.0,,176.3,77.2,,77.2,158.2,6.2,302.0,,,,,,,,144.0,82.7,,-29.0,-30.1,,-47.0,-32.0,,,,,-101.8,,-37.0,,-26.7,-125.8,,-125.8,-44.8,-196.8,99.0,,,,,,,,-59.0,-120.3,,False,,False,False,,,,,False,,False,,True,False,,False,False,False,False,,,,,,,,False,False,
19061,1656,1221.0,1353.7,,1230.0,721.0,,,,,1444.0,,626.0,,1192.0,363.5,,1353.5,1251.7,1271.0,1508.0,,,,675.2,,,,715.0,699.1,,-435.0,-302.3,,-426.0,-935.0,,,,,-212.0,,-1030.0,,-464.0,-1292.5,,-302.5,-404.3,-385.0,-148.0,,,,-980.8,,,,-941.0,-956.9,,True,,True,False,,,,,True,,False,,False,False,,True,True,True,True,,,,False,,,,False,False,
19063,119,144.0,143.6,,95.0,46.0,,,,,62.4,,94.0,,149.8,60.5,,124.8,121.4,66.7,238.0,,,,,,,,149.0,41.8,,25.0,24.6,,-24.0,-73.0,,,,,-56.6,,-25.0,,30.8,-58.5,,5.8,2.4,-52.3,119.0,,,,,,,,30.0,-77.2,,True,,True,False,,,,,False,,False,,False,False,,True,True,False,False,,,,,,,,False,False,
19065,154,108.0,103.4,,105.0,113.0,,,,,162.1,,131.0,,121.4,40.3,,37.9,96.1,76.7,153.0,,,,,,,,87.0,40.6,,-46.0,-50.6,,-49.0,-41.0,,,,,8.1,,-23.0,,-32.6,-113.7,,-116.1,-57.9,-77.3,-1.0,,,,,,,,-67.0,-113.4,,False,,False,True,,,,,True,,True,,True,False,,False,False,False,True,,,,,,,,False,False,
19067,92,39.0,39.9,,44.0,67.0,,,,,54.7,,81.0,,55.3,46.9,,15.1,43.5,0.0,24.0,,,,,,,,34.0,79.7,,-53.0,-52.1,,-48.0,-25.0,,,,,-37.3,,-11.0,,-36.7,-45.1,,-76.9,-48.5,-92.0,-68.0,,,,,,,,-58.0,-12.3,,True,,True,True,,,,,True,,True,,True,True,,False,True,False,False,,,,,,,,False,True,
19069,44,21.0,20.8,,21.0,0.0,,,,,78.7,,47.0,,23.7,12.1,,6.5,25.4,0.0,28.0,,,,,,,,13.0,27.3,,-23.0,-23.2,,-23.0,-44.0,,,,,34.7,,3.0,,-20.3,-31.9,,-37.5,-18.6,-44.0,-16.0,,,,,,,,-31.0,-16.7,,False,,False,False,,,,,False,,True,,True,False,,False,True,False,True,,,,,,,,False,True,
19071,55,75.0,70.3,,56.0,79.0,,,,,39.7,,26.0,,89.1,22.5,,19.7,55.7,41.4,60.0,,,,,,,,0.0,436.0,,20.0,15.3,,1.0,24.0,,,,,-15.3,,-29.0,,34.1,-32.5,,-35.3,0.7,-13.6,5.0,,,,,,,,-55.0,381.0,,True,,True,False,,,,,True,,False,,False,False,,False,True,True,True,,,,,,,,False,False,
19073,57,75.0,76.0,,58.0,81.0,,,,,55.6,,34.0,,97.8,15.5,,32.6,68.5,10.6,128.0,,,,,,,,105.0,134.3,,18.0,19.0,,1.0,24.0,,,,,-1.4,,-23.0,,40.8,-41.5,,-24.4,11.5,-46.4,71.0,,,,,,,,48.0,77.3,,False,,True,False,,,,,True,,False,,False,False,,False,True,False,False,,,,,,,,False,False,
19075,114,48.0,47.2,,46.0,38.0,,,,,103.2,,43.0,,46.5,30.0,,12.5,52.6,0.0,60.0,,,,,,,,50.0,56.6,,-66.0,-66.8,,-68.0,-76.0,,,,,-10.8,,-71.0,,-67.5,-84.0,,-101.5,-61.4,-114.0,-54.0,,,,,,,,-64.0,-57.4,,False,,False,False,,,,,True,,False,,False,False,,False,True,False,True,,,,,,,,True,True,
19077,99,117.0,113.9,,112.0,122.0,,,,,101.6,,35.0,,133.5,47.3,,54.6,117.0,103.1,193.0,,,,,,,,81.0,44.3,,18.0,14.9,,13.0,23.0,,,,,2.6,,-64.0,,34.5,-51.7,,-44.4,18.0,4.1,94.0,,,,,,,,-18.0,-54.7,,True,,True,False,,,,,True,,False,,False,False,,False,True,True,False,,,,,,,,False,False,
19079,119,123.0,120.4,,106.0,141.0,,,,,105.5,,61.0,,130.8,41.2,,58.4,106.4,82.3,191.0,,,,,,,,223.0,37.3,,4.0,1.4,,-13.0,22.0,,,,,-13.5,,-58.0,,11.8,-77.8,,-60.6,-12.6,-36.7,72.0,,,,,,,,104.0,-81.7,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,,,,,,,False,False,
19081,162,93.0,88.5,,84.0,27.0,,,,,119.0,,41.0,,115.6,18.9,,74.9,87.3,61.3,132.0,,,,,,,,114.0,38.3,,-69.0,-73.5,,-78.0,-135.0,,,,,-43.0,,-121.0,,-46.4,-143.1,,-87.1,-74.7,-100.7,-30.0,,,,,,,,-48.0,-123.7,,False,,False,False,,,,,True,,False,,True,False,,False,False,False,True,,,,,,,,True,False,
19083,188,66.0,67.9,,66.0,62.0,,,,,119.9,,66.0,,58.4,36.6,,117.7,132.7,91.9,126.0,,,,,,,,36.0,66.6,,-122.0,-120.1,,-122.0,-126.0,,,,,-68.1,,-122.0,,-129.6,-151.4,,-70.3,-55.3,-96.1,-62.0,,,,,,,,-152.0,-121.4,,True,,False,False,,,,,True,,False,,False,False,,True,True,True,True,,,,,,,,False,True,
19085,296,375.0,375.4,,326.0,537.0,,,,,190.2,,89.0,,553.8,18.5,,449.6,305.8,177.1,537.0,,,,,,,,336.0,1896.5,,79.0,79.4,,30.0,241.0,,,,,-105.8,,-207.0,,257.8,-277.5,,153.6,9.8,-118.9,241.0,,,,,,,,40.0,1600.5,,False,,True,False,,,,,False,,False,,False,False,,False,True,False,False,,,,,,,,True,False,
19087,264,198.0,210.0,,166.0,159.0,,,,,149.8,,99.0,,196.2,69.9,,83.8,184.0,0.3,129.0,,,,,,,,73.0,230.4,,-66.0,-54.0,,-98.0,-105.0,,,,,-114.2,,-165.0,,-67.8,-194.1,,-180.2,-80.0,-263.7,-135.0,,,,,,,,-191.0,-33.6,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,,,,,,,False,True,
19089,79,45.0,44.2,,43.0,0.0,,,,,101.2,,49.0,,41.5,15.4,,15.4,47.6,0.0,46.0,,,,,,,,58.0,106.1,,-34.0,-34.8,,-36.0,-79.0,,,,,22.2,,-30.0,,-37.5,-63.6,,-63.6,-31.4,-79.0,-33.0,,,,,,,,-21.0,27.1,,False,,False,False,,,,,True,,True,,False,False,,False,True,False,True,,,,,,,,True,True,
19091,148,126.0,118.7,,88.0,68.0,,,,,74.7,,59.0,,126.1,27.6,,109.6,88.1,68.4,200.0,,,,,,,,155.0,38.9,,-22.0,-29.3,,-60.0,-80.0,,,,,-73.3,,-89.0,,-21.9,-120.4,,-38.4,-59.9,-79.6,52.0,,,,,,,,7.0,-109.1,,False,,False,False,,,,,False,,False,,True,False,,False,False,False,False,,,,,,,,True,False,
19093,90,27.0,29.8,,30.0,7.0,,,,,52.3,,58.0,,41.5,16.9,,6.9,35.9,0.0,21.0,,,,,,,,29.0,353.8,,-63.0,-60.2,,-60.0,-83.0,,,,,-37.7,,-32.0,,-48.5,-73.2,,-83.1,-54.1,-90.0,-69.0,,,,,,,,-61.0,263.8,,True,,True,False,,,,,True,,True,,True,False,,False,True,False,False,,,,,,,,True,False,
19095,168,183.0,179.4,,157.0,201.0,,,,,136.9,,65.0,,238.3,44.2,,96.0,161.7,110.5,306.0,,,,,,,,241.0,83.5,,15.0,11.4,,-11.0,33.0,,,,,-31.1,,-103.0,,70.3,-123.8,,-72.0,-6.3,-57.5,138.0,,,,,,,,73.0,-84.5,,True,,True,False,,,,,False,,False,,False,False,,False,True,False,False,,,,,,,,False,False,
19097,303,135.0,138.8,,137.0,154.0,,,,,138.9,,108.0,,154.8,47.0,,87.3,147.8,144.9,177.0,,,,,,,,124.0,74.7,,-168.0,-164.2,,-166.0,-149.0,,,,,-164.1,,-195.0,,-148.2,-256.0,,-215.7,-155.2,-158.1,-126.0,,,,,,,,-179.0,-228.3,,True,,True,True,,,,,True,,False,,True,False,,False,True,True,True,,,,,,,,False,False,
19099,318,147.0,142.6,,145.0,85.0,,,,,226.7,,146.0,,151.5,97.7,,100.0,161.4,0.3,105.0,,,,,,,,100.0,146.5,,-171.0,-175.4,,-173.0,-233.0,,,,,-91.3,,-172.0,,-166.5,-220.3,,-218.0,-156.6,-317.7,-213.0,,,,,,,,-218.0,-171.5,,False,,False,False,,,,,True,,False,,True,False,,False,True,False,False,,,,,,,,False,False,
19101,106,54.0,54.1,,54.0,38.0,,,,,140.1,,69.0,,79.6,24.6,,17.1,57.1,41.3,105.0,,,,,,,,116.0,11.8,,-52.0,-51.9,,-52.0,-68.0,,,,,34.1,,-37.0,,-26.4,-81.4,,-88.9,-48.9,-64.7,-1.0,,,,,,,,10.0,-94.2,,True,,False,False,,,,,True,,True,,True,False,,False,True,False,True,,,,,,,,True,False,
19103,739,555.0,557.5,,502.0,1317.0,,,,,430.3,,604.0,,463.7,156.2,,463.5,693.6,0.2,410.0,,,,843.3,456.0,,,8.0,273.5,,-184.0,-181.5,,-237.0,578.0,,,,,-308.7,,-135.0,,-275.3,-582.8,,-275.5,-45.4,-738.8,-329.0,,,,104.3,-283.0,,,-731.0,-465.5,,True,,False,False,,,,,False,,True,,False,False,,False,True,False,False,,,,True,False,,,False,False,
19105,211,120.0,120.3,,122.0,121.0,,,,,156.6,,130.0,,116.1,52.0,,53.7,126.8,119.9,143.0,,,,,,,,77.0,85.8,,-91.0,-90.7,,-89.0,-90.0,,,,,-54.4,,-81.0,,-94.9,-159.0,,-157.3,-84.2,-91.1,-68.0,,,,,,,,-134.0,-125.2,,True,,True,True,,,,,True,,True,,False,False,,False,True,False,True,,,,,,,,False,False,
19107,77,18.0,17.0,,21.0,21.0,,,,,88.7,,56.0,,18.6,12.6,,4.2,31.5,27.9,44.0,,,,,,,,8.0,74.7,,-59.0,-60.0,,-56.0,-56.0,,,,,11.7,,-21.0,,-58.4,-64.4,,-72.8,-45.5,-49.1,-33.0,,,,,,,,-69.0,-2.3,,False,,True,True,,,,,True,,True,,True,False,,False,True,True,True,,,,,,,,False,True,
19109,141,171.0,169.8,,149.0,209.0,,,,,44.1,,108.0,,206.5,65.2,,96.4,140.4,176.4,179.0,,,,,,,,182.0,881.0,,30.0,28.8,,8.0,68.0,,,,,-96.9,,-33.0,,65.5,-75.8,,-44.6,-0.6,35.4,38.0,,,,,,,,41.0,740.0,,True,,True,False,,,,,False,,False,,False,False,,False,True,False,False,,,,,,,,False,False,
19111,301,222.0,228.6,,157.0,352.0,,,,,122.1,,144.0,,216.5,112.6,,150.8,254.5,0.4,284.0,,,,,,,,240.0,131.2,,-79.0,-72.4,,-144.0,51.0,,,,,-178.9,,-157.0,,-84.5,-188.4,,-150.2,-46.5,-300.6,-17.0,,,,,,,,-61.0,-169.8,,True,,False,True,,,,,False,,False,,False,False,,False,True,False,True,,,,,,,,True,False,
19113,1844,837.0,878.6,,775.0,705.0,,,,,1405.3,,891.0,,701.9,714.3,,757.1,864.6,1150.9,957.0,,,,516.0,689.0,,,691.0,519.5,,-1007.0,-965.4,,-1069.0,-1139.0,,,,,-438.7,,-953.0,,-1142.1,-1129.7,,-1086.9,-979.4,-693.1,-887.0,,,,-1328.0,-1155.0,,,-1153.0,-1324.5,,True,,False,False,,,,,True,,True,,False,False,,False,True,True,True,,,,False,False,,,False,False,
19115,95,57.0,49.8,,36.0,5.0,,,,,151.9,,33.0,,39.3,14.4,,14.0,47.0,16.1,69.0,,,,,,,,41.0,32.3,94.7,-38.0,-45.2,,-59.0,-90.0,,,,,56.9,,-62.0,,-55.7,-80.6,,-81.0,-48.0,-78.9,-26.0,,,,,,,,-54.0,-62.7,-0.3,False,,False,False,,,,,False,,False,,False,False,,False,False,False,True,,,,,,,,False,False,True
19117,52,15.0,16.3,,15.0,8.0,,,,,45.6,,63.0,,11.7,21.3,,2.1,16.8,0.0,18.0,,,,,,,,7.0,37.6,107.5,-37.0,-35.7,,-37.0,-44.0,,,,,-6.4,,11.0,,-40.3,-30.7,,-49.9,-35.2,-52.0,-34.0,,,,,,,,-45.0,-14.4,55.5,True,,False,False,,,,,True,,True,,False,True,,False,True,False,True,,,,,,,,False,True,False
19119,120,150.0,145.1,,128.0,220.0,,,,,117.3,,103.0,,163.1,55.6,,47.1,148.4,0.0,143.0,,,,,,,,41.0,651.4,,30.0,25.1,,8.0,100.0,,,,,-2.7,,-17.0,,43.1,-64.4,,-72.9,28.4,-120.0,23.0,,,,,,,,-79.0,531.4,,True,,True,False,,,,,True,,True,,False,False,,False,True,False,True,,,,,,,,False,False,
19121,89,111.0,108.3,,112.0,165.0,,,,,109.0,,54.0,,118.6,45.8,,75.8,130.6,91.1,206.0,,,,,,,,75.0,283.4,,22.0,19.3,,23.0,76.0,,,,,20.0,,-35.0,,29.6,-43.2,,-13.2,41.6,2.1,117.0,,,,,,,,-14.0,194.4,,True,,False,False,,,,,True,,False,,False,False,,True,False,True,False,,,,,,,,True,False,
19123,262,180.0,161.9,,146.0,143.0,,,,,150.6,,109.0,,159.7,72.0,,125.2,198.5,104.1,157.0,,,,,,,,97.0,121.3,,-82.0,-100.1,,-116.0,-119.0,,,,,-111.4,,-153.0,,-102.3,-190.0,,-136.8,-63.5,-157.9,-105.0,,,,,,,,-165.0,-140.7,,False,,False,False,,,,,False,,False,,False,False,,False,True,False,False,,,,,,,,False,False,
19125,261,180.0,179.9,,160.0,188.0,,,,,157.2,,157.0,,163.3,108.5,,142.7,234.6,8.5,190.0,,,,,,,,184.0,103.9,,-81.0,-81.1,,-101.0,-73.0,,,,,-103.8,,-104.0,,-97.7,-152.5,,-118.3,-26.4,-252.5,-71.0,,,,,,,,-77.0,-157.1,,False,,False,True,,,,,False,,False,,False,False,,False,True,False,True,,,,,,,,True,False,
19127,345,114.0,108.9,,110.0,88.0,,,,,281.2,,205.0,,107.5,54.2,,40.4,151.5,32.5,188.0,,,,115.9,,,,91.0,117.5,,-231.0,-236.1,,-235.0,-257.0,,,,,-63.8,,-140.0,,-237.5,-290.8,,-304.6,-193.5,-312.5,-157.0,,,,-229.1,,,,-254.0,-227.5,,False,,False,False,,,,,True,,True,,False,False,,False,True,False,True,,,,True,,,,False,True,
19129,175,183.0,183.4,,179.0,247.0,,,,,111.6,,81.0,,191.7,41.4,,171.2,191.6,127.9,325.0,,,,,,,,163.0,121.3,,8.0,8.4,,4.0,72.0,,,,,-63.4,,-94.0,,16.7,-133.6,,-3.8,16.6,-47.1,150.0,,,,,,,,-12.0,-53.7,,False,,True,False,,,,,False,,False,,False,False,,True,False,False,False,,,,,,,,False,False,
19131,100,21.0,20.7,,18.0,6.0,,,,,51.5,,44.0,,14.1,17.2,,7.9,27.7,0.0,36.0,,,,,,,,4.0,58.8,,-79.0,-79.3,,-82.0,-94.0,,,,,-48.5,,-56.0,,-85.9,-82.8,,-92.1,-72.3,-100.0,-64.0,,,,,,,,-96.0,-41.2,,False,,False,False,,,,,True,,True,,False,False,,False,True,False,True,,,,,,,,False,True,
19133,71,60.0,55.0,,60.0,43.0,,,,,113.3,,65.0,,66.6,17.8,,36.3,71.6,49.6,47.0,,,,,,,,53.0,39.0,,-11.0,-16.0,,-11.0,-28.0,,,,,42.3,,-6.0,,-4.4,-53.2,,-34.7,0.6,-21.4,-24.0,,,,,,,,-18.0,-32.0,,False,,False,False,,,,,False,,True,,True,False,,False,True,False,False,,,,,,,,False,False,
19135,83,96.0,87.9,,59.0,6.0,,,,,61.7,,53.0,,88.9,11.4,,33.4,71.9,30.6,134.0,,,,,,,,98.0,82.5,,13.0,4.9,,-24.0,-77.0,,,,,-21.3,,-30.0,,5.9,-71.6,,-49.6,-11.1,-52.4,51.0,,,,,,,,15.0,-0.5,,True,,False,False,,,,,False,,False,,True,False,,False,True,False,False,,,,,,,,False,True,
19137,74,69.0,69.0,,52.0,46.0,,,,,60.7,,34.0,,93.3,13.3,,24.0,54.9,39.9,126.0,,,,,,,,151.0,9.0,,-5.0,-5.0,,-22.0,-28.0,,,,,-13.3,,-40.0,,19.3,-60.7,,-50.0,-19.1,-34.1,52.0,,,,,,,,77.0,-65.0,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,,,,,,,False,False,
19139,366,159.0,157.6,,150.0,186.0,,,,,322.4,,160.0,,141.3,92.3,,146.2,195.7,2.7,264.0,,,,113.5,,,,129.0,48.9,,-207.0,-208.4,,-216.0,-180.0,,,,,-43.6,,-206.0,,-224.7,-273.7,,-219.8,-170.3,-363.3,-102.0,,,,-252.5,,,,-237.0,-317.1,,False,,False,True,,,,,True,,True,,False,False,,False,True,False,True,,,,False,,,,False,False,
19141,304,156.0,161.1,,157.0,182.0,,,,,125.9,,175.0,,159.9,65.4,,117.9,167.1,0.0,150.0,,,,,,,,131.0,408.4,,-148.0,-142.9,,-147.0,-122.0,,,,,-178.1,,-129.0,,-144.1,-238.6,,-186.1,-136.9,-304.0,-154.0,,,,,,,,-173.0,104.4,,True,,True,True,,,,,False,,True,,True,False,,False,True,False,False,,,,,,,,False,True,
19143,106,78.0,76.2,,53.0,44.0,,,,,64.0,,71.0,,58.8,16.7,,32.2,70.2,0.0,75.0,,,,,,,,20.0,42.2,,-28.0,-29.8,,-53.0,-62.0,,,,,-42.0,,-35.0,,-47.2,-89.3,,-73.8,-35.8,-106.0,-31.0,,,,,,,,-86.0,-63.8,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,,,,,,,False,False,
19145,146,123.0,120.0,,105.0,178.0,,,,,98.4,,69.0,,137.9,38.5,,57.1,142.3,0.0,289.0,,,,,,,,73.0,49.7,,-23.0,-26.0,,-41.0,32.0,,,,,-47.6,,-77.0,,-8.1,-107.5,,-88.9,-3.7,-146.0,143.0,,,,,,,,-73.0,-96.3,,False,,False,False,,,,,False,,False,,True,False,,False,True,False,False,,,,,,,,False,False,
19147,87,75.0,84.7,,72.0,93.0,,,,,38.3,,76.0,,81.1,45.1,,32.7,74.1,0.0,73.0,,,,,,,,39.0,42.7,,-12.0,-2.3,,-15.0,6.0,,,,,-48.7,,-11.0,,-5.9,-41.9,,-54.3,-12.9,-87.0,-14.0,,,,,,,,-48.0,-44.3,,True,,False,True,,,,,False,,True,,True,False,,False,False,False,False,,,,,,,,False,False,
19149,462,324.0,331.1,,236.0,229.0,,,,,161.8,,240.0,,303.8,137.1,,150.7,278.8,297.1,287.0,,,,179.2,,,,89.0,192.7,,-138.0,-130.9,,-226.0,-233.0,,,,,-300.2,,-222.0,,-158.2,-324.9,,-311.3,-183.2,-164.9,-175.0,,,,-282.8,,,,-373.0,-269.3,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,,,False,,,,False,False,
19151,68,42.0,40.0,,35.0,0.0,,,,,61.9,,32.0,,41.4,16.3,,14.7,44.0,0.0,49.0,,,,,,,,26.0,38.7,,-26.0,-28.0,,-33.0,-68.0,,,,,-6.1,,-36.0,,-26.6,-51.7,,-53.3,-24.0,-68.0,-19.0,,,,,,,,-42.0,-29.3,,False,,False,False,,,,,True,,False,,False,False,,False,True,False,True,,,,,,,,False,False,
