,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
01021,372,872.0,,878.7,,889.0,1232.0,,,,,1057.7,1109.0,,,1062.0,1255.8,399.9,550.5,,895.0,992.0,,,904.0,833.4,,,,,,470.9,,,,891.7,489.3,500.0,,506.7,,517.0,860.0,,,,,685.7,737.0,,,690.0,883.8,27.9,178.5,,523.0,620.0,,,532.0,461.4,,,,,,98.9,,,,519.7,117.3,,False,,False,False,,,,,False,False,,,False,False,True,True,,False,False,,,False,True,,,,,,True,,,,False,True
01023,40,32.0,,29.9,,40.0,8.0,,,,,147.5,89.5,,,265.0,4.9,72.1,,,28.0,44.4,,,155.0,101.5,,,,,,,,,,42.6,70.7,-8.0,,-10.1,,0.0,-32.0,,,,,107.5,49.5,,,225.0,-35.1,32.1,,,-12.0,4.4,,,115.0,61.5,,,,,,,,,,2.6,30.7,,False,,True,False,,,,,False,False,,,False,False,False,,,False,True,,,False,False,,,,,,,,,,True,False
01025,708,724.0,,718.9,,656.0,1095.0,,,,,907.0,924.6,,,468.0,414.1,330.3,,,758.0,817.2,,,671.0,725.9,,,,,,497.8,,,,491.7,533.1,16.0,,10.9,,-52.0,387.0,,,,,199.0,216.6,,,-240.0,-293.9,-377.7,,,50.0,109.2,,,-37.0,17.9,,,,,,-210.2,,,,-216.3,-174.9,,True,,False,False,,,,,False,False,,,False,False,False,,,False,False,,,False,False,,,,,,False,,,,False,False
01027,133,260.0,,264.1,,263.0,331.0,,,,,408.1,357.8,,,305.0,137.4,122.0,,,233.0,321.4,,,284.0,262.3,,,,,,,,,,387.3,157.7,127.0,,131.1,,130.0,198.0,,,,,275.1,224.8,,,172.0,4.4,-11.0,,,100.0,188.4,,,151.0,129.3,,,,,,,,,,254.3,24.7,,False,,False,False,,,,,False,False,,,False,True,True,,,True,False,,,False,False,,,,,,,,,,False,True
01029,202,284.0,,263.6,,249.0,146.0,,,,,357.8,382.4,,,382.0,148.1,128.8,,,230.5,281.6,,,312.0,238.3,,,,,,,,,,340.9,177.4,82.0,,61.6,,47.0,-56.0,,,,,155.8,180.4,,,180.0,-53.9,-73.2,,,28.5,79.6,,,110.0,36.3,,,,,,,,,,138.9,-24.6,,True,,True,True,,,,,False,False,,,False,True,True,,,True,True,,,False,True,,,,,,,,,,False,True
01031,965,1712.0,,1743.6,,1418.0,3924.0,,,,,1409.3,1944.4,,,1064.0,1178.3,580.3,1247.5,,1498.0,1796.2,,,1501.0,1207.3,,,,,,1282.8,,,,2388.7,997.7,747.0,,778.6,,453.0,2959.0,,,,,444.3,979.4,,,99.0,213.3,-384.7,282.5,,533.0,831.2,,,536.0,242.3,,,,,,317.8,,,,1423.7,32.7,,False,,True,False,,,,,True,False,,,True,True,True,True,,True,False,,,True,True,,,,,,True,,,,False,True
01033,813,1296.0,,1297.1,,1257.0,1487.0,,,,,1622.3,1929.4,,,1525.0,691.6,720.3,911.0,,1193.5,1429.7,,,1309.0,1168.5,,,,,,734.3,,,,1366.4,726.0,483.0,,484.1,,444.0,674.0,,,,,809.3,1116.4,,,712.0,-121.4,-92.7,98.0,,380.5,616.7,,,496.0,355.5,,,,,,-78.7,,,,553.4,-87.0,,False,,True,False,,,,,False,False,,,False,True,True,True,,True,False,,,False,True,,,,,,True,,,,False,True
01035,126,160.0,,164.1,,169.0,221.0,,,,,288.5,262.1,,,194.0,406.9,88.2,,,121.0,165.2,,,212.0,129.3,,,,,,,,,,176.9,94.0,34.0,,38.1,,43.0,95.0,,,,,162.5,136.1,,,68.0,280.9,-37.8,,,-5.0,39.2,,,86.0,3.3,,,,,,,,,,50.9,-32.0,,False,,False,False,,,,,False,False,,,False,False,False,,,True,False,,,False,True,,,,,,,,,,False,True
01037,168,220.0,,206.9,,213.0,452.0,,,,,190.0,235.6,,,184.0,484.4,79.0,,,284.0,203.7,,,215.0,151.1,,,,,,,,,,234.1,83.6,52.0,,38.9,,45.0,284.0,,,,,22.0,67.6,,,16.0,316.4,-89.0,,,116.0,35.7,,,47.0,-16.9,,,,,,,,,,66.1,-84.4,,True,,True,False,,,,,True,False,,,True,False,False,,,False,True,,,True,True,,,,,,,,,,False,False
01039,587,788.0,,832.8,,778.0,2052.0,,,,,1030.8,1049.8,,,796.0,716.4,346.2,499.5,,997.0,751.0,,,862.0,639.1,,,,,,451.2,,,,884.7,480.6,201.0,,245.8,,191.0,1465.0,,,,,443.8,462.8,,,209.0,129.4,-240.8,-87.5,,410.0,164.0,,,275.0,52.1,,,,,,-135.8,,,,297.7,-106.4,,False,,True,False,,,,,False,False,,,False,True,False,True,,False,True,,,False,True,,,,,,True,,,,False,True
01041,232,624.0,,680.8,,460.0,801.0,,,,,365.6,498.5,,,273.0,273.7,212.2,,,519.0,528.5,,,418.0,289.0,,,,,,,,,,761.9,292.1,392.0,,448.8,,228.0,569.0,,,,,133.6,266.5,,,41.0,41.7,-19.8,,,287.0,296.5,,,186.0,57.0,,,,,,,,,,529.9,60.1,,False,,True,False,,,,,True,True,,,True,True,True,,,True,True,,,True,True,,,,,,,,,,False,True
01043,1057,1696.0,,1718.3,,1644.0,961.0,,,,,2373.7,2761.6,,,2591.0,1083.2,1155.1,967.5,,1351.5,1888.5,,,1741.0,1866.2,,,,,,1415.5,,,,1639.4,1249.6,639.0,,661.3,,587.0,-96.0,,,,,1316.7,1704.6,,,1534.0,26.2,98.1,-89.5,,294.5,831.5,,,684.0,809.2,,,,,,358.5,,,,582.4,192.6,,False,,True,True,,,,,False,False,,,False,True,True,True,,True,False,,,False,False,,,,,,True,,,,True,True
01045,708,1132.0,,1134.6,,1101.0,2256.0,,,,,1311.3,1479.9,,,1051.0,942.7,691.7,858.0,,1691.0,1359.5,,,1143.0,884.3,,,,,,642.7,,,,1442.9,660.8,424.0,,426.6,,393.0,1548.0,,,,,603.3,771.9,,,343.0,234.7,-16.3,150.0,,983.0,651.5,,,435.0,176.3,,,,,,-65.3,,,,734.9,-47.2,,False,,True,False,,,,,False,False,,,True,True,True,True,,False,False,,,False,True,,,,,,True,,,,False,True
01047,354,356.0,,362.0,,379.0,221.0,,,,,856.3,640.2,,,674.0,756.5,365.3,309.0,,308.0,407.7,,,595.0,364.6,,,,,,354.4,,,,552.1,290.0,2.0,,8.0,,25.0,-133.0,,,,,502.3,286.2,,,320.0,402.5,11.3,-45.0,,-46.0,53.7,,,241.0,10.6,,,,,,0.4,,,,198.1,-64.0,,False,,False,False,,,,,False,False,,,False,False,False,False,,False,False,,,False,False,,,,,,True,,,,False,False
01049,908,1392.0,,1484.8,,1362.0,2275.0,,,,,2323.6,2200.6,,,2296.0,457.4,859.4,857.0,,1155.0,1467.5,,,1520.0,1495.1,,,,,,946.2,,,,1336.2,1006.9,484.0,,576.8,,454.0,1367.0,,,,,1415.6,1292.6,,,1388.0,-450.6,-48.6,-51.0,,247.0,559.5,,,612.0,587.1,,,,,,38.2,,,,428.2,98.9,,False,,True,False,,,,,False,False,,,False,True,True,True,,True,False,,,False,False,,,,,,True,,,,True,True
01051,1535,2836.0,,2875.9,,2558.0,3452.0,,,,,2746.1,3304.8,,,1596.0,2709.8,1500.3,1614.0,,2227.0,2699.2,,,2615.0,1755.9,,,,,,2022.3,,,,3781.1,1844.1,1301.0,,1340.9,,1023.0,1917.0,,,,,1211.1,1769.8,,,61.0,1174.8,-34.7,79.0,,692.0,1164.2,,,1080.0,220.9,,,,,,487.3,,,,2246.1,309.1,,False,,True,False,,,,,True,False,,,True,True,True,True,,True,True,,,True,True,,,,,,True,,,,False,True
01053,674,960.0,,962.5,,882.0,431.0,,,,,1042.8,1114.5,,,786.0,836.5,460.1,611.0,,993.0,986.8,,,926.0,695.9,,,,,,723.1,,,,1095.8,568.6,286.0,,288.5,,208.0,-243.0,,,,,368.8,440.5,,,112.0,162.5,-213.9,-63.0,,319.0,312.8,,,252.0,21.9,,,,,,49.1,,,,421.8,-105.4,,False,,True,True,,,,,False,False,,,True,True,True,True,,False,False,,,True,True,,,,,,True,,,,False,True
01055,1722,3172.0,,3150.7,,2841.0,6029.0,,,,,3676.7,4194.7,,,2841.0,922.7,1679.1,1477.0,,2043.0,3453.5,,,2961.0,1984.5,,,,,,2069.1,,,,3307.9,1980.8,1450.0,,1428.7,,1119.0,4307.0,,,,,1954.7,2472.7,,,1119.0,-799.3,-42.9,-245.0,,321.0,1731.5,,,1239.0,262.5,,,,,,347.1,,,,1585.9,258.8,,True,,True,False,,,,,False,False,,,True,True,True,True,,True,False,,,True,True,,,,,,True,,,,False,True
01057,355,420.0,,410.2,,405.0,291.0,,,,,512.0,572.5,,,426.0,113.0,187.0,,,487.0,449.6,,,390.0,382.1,,,,,,,,,,436.3,238.9,65.0,,55.2,,50.0,-64.0,,,,,157.0,217.5,,,71.0,-242.0,-168.0,,,132.0,94.6,,,35.0,27.1,,,,,,,,,,81.3,-116.1,,True,,True,True,,,,,False,False,,,False,False,False,,,False,False,,,True,True,,,,,,,,,,False,False
01059,389,788.0,,801.3,,680.0,675.0,,,,,1047.4,1085.7,,,1071.0,506.2,361.0,557.5,,650.5,871.6,,,791.0,630.9,,,,,,419.4,,,,676.1,371.9,399.0,,412.3,,291.0,286.0,,,,,658.4,696.7,,,682.0,117.2,-28.0,168.5,,261.5,482.6,,,402.0,241.9,,,,,,30.4,,,,287.1,-17.1,,False,,True,True,,,,,False,False,,,False,True,True,True,,True,False,,,False,True,,,,,,True,,,,True,True
01061,436,648.0,,621.3,,644.0,967.0,,,,,620.2,777.0,,,640.0,642.8,318.5,,,858.0,752.0,,,644.0,459.7,,,,,,,,,,734.0,343.1,212.0,,185.3,,208.0,531.0,,,,,184.2,341.0,,,204.0,206.8,-117.5,,,422.0,316.0,,,208.0,23.7,,,,,,,,,,298.0,-92.9,,True,,True,False,,,,,True,False,,,True,True,True,,,False,False,,,True,True,,,,,,,,,,False,True
01063,100,176.0,,185.4,,158.0,121.0,,,,,259.0,211.5,,,120.0,149.5,121.6,,,114.0,201.9,,,181.0,152.1,,,,,,,,,,212.0,92.4,76.0,,85.4,,58.0,21.0,,,,,159.0,111.5,,,20.0,49.5,21.6,,,14.0,101.9,,,81.0,52.1,,,,,,,,,,112.0,-7.6,,False,,True,True,,,,,False,False,,,True,True,True,,,True,False,,,False,True,,,,,,,,,,False,True
01065,346,656.0,,683.4,,490.0,450.0,,,,,585.5,703.3,,,312.0,190.2,242.9,,,504.0,569.7,,,475.0,501.8,,,,,,,,,,961.5,319.4,310.0,,337.4,,144.0,104.0,,,,,239.5,357.3,,,-34.0,-155.8,-103.1,,,158.0,223.7,,,129.0,155.8,,,,,,,,,,615.5,-26.6,,False,,True,True,,,,,True,False,,,True,True,True,,,True,True,,,True,True,,,,,,,,,,False,True
01067,318,560.0,,551.3,,520.0,327.0,,,,,474.9,594.3,,,349.0,558.4,268.5,,,639.0,536.6,,,494.0,360.3,,,,,,,,,,516.6,310.5,242.0,,233.3,,202.0,9.0,,,,,156.9,276.3,,,31.0,240.4,-49.5,,,321.0,218.6,,,176.0,42.3,,,,,,,,,,198.6,-7.5,,True,,True,True,,,,,True,False,,,True,True,True,,,False,True,,,True,True,,,,,,,,,,True,True
01069,1588,2632.0,,2730.6,,2624.0,4095.0,,,,,2796.4,3428.6,,,2046.0,3723.4,1276.2,1849.0,,2981.0,2767.4,,,2785.0,2098.8,,,,,,2417.1,,,,2858.7,1588.8,1044.0,,1142.6,,1036.0,2507.0,,,,,1208.4,1840.6,,,458.0,2135.4,-311.8,261.0,,1393.0,1179.4,,,1197.0,510.8,,,,,,829.1,,,,1270.7,0.8,,False,,True,False,,,,,False,False,,,True,False,True,True,,False,False,,,False,True,,,,,,True,,,,False,True
01071,785,1400.0,,1313.7,,1312.0,2468.0,,,,,1847.7,2001.9,,,1556.0,1368.3,662.5,441.0,,1278.5,1552.6,,,1342.0,1193.8,,,,,,728.3,,,,1239.0,863.2,615.0,,528.7,,527.0,1683.0,,,,,1062.7,1216.9,,,771.0,583.3,-122.5,-344.0,,493.5,767.6,,,557.0,408.8,,,,,,-56.7,,,,454.0,78.2,,True,,True,False,,,,,False,False,,,False,True,True,True,,True,False,,,True,True,,,,,,True,,,,True,True
01073,9928,19092.0,,18721.6,12836.0,16884.0,36681.0,,,,,20431.2,24452.1,,19600.9,15467.0,12970.9,10910.3,14082.0,,18816.5,20969.1,,,17271.0,14790.6,,,,,,10555.2,16973.0,,,19036.4,9518.0,9164.0,,8793.6,2908.0,6956.0,26753.0,,,,,10503.2,14524.1,,9672.9,5539.0,3042.9,982.3,4154.0,,8888.5,11041.1,,,7343.0,4862.6,,,,,,627.2,7045.0,,,9108.4,-410.0,,True,True,True,False,,,,,False,False,,False,True,True,True,True,,True,False,,,True,True,,,,,,True,True,,,True,True
01075,137,252.0,,240.0,,251.0,173.0,,,,,377.9,357.5,,,297.0,107.6,154.9,,,247.5,266.4,,,280.0,280.4,,,,,,,,,,213.6,154.8,115.0,,103.0,,114.0,36.0,,,,,240.9,220.5,,,160.0,-29.4,17.9,,,110.5,129.4,,,143.0,143.4,,,,,,,,,,76.6,17.8,,True,,True,True,,,,,False,False,,,False,True,True,,,True,False,,,False,False,,,,,,,,,,True,True
01077,1201,2144.0,,2135.3,,1747.0,1477.0,,,,,2404.1,3220.9,,,2567.0,1230.9,1234.5,1668.0,,1700.5,2263.3,,,2223.0,1406.8,,,,,,1112.3,,,,2356.1,1433.6,943.0,,934.3,,546.0,276.0,,,,,1203.1,2019.9,,,1366.0,29.9,33.5,467.0,,499.5,1062.3,,,1022.0,205.8,,,,,,-88.7,,,,1155.1,232.6,,True,,True,True,,,,,False,False,,,False,True,True,True,,True,False,,,False,True,,,,,,True,,,,False,True
01079,402,852.0,,847.4,,768.0,1181.0,,,,,823.5,1112.1,,,1021.0,371.4,420.7,609.5,,677.0,942.9,,,771.0,636.3,,,,,,553.5,,,,763.1,449.2,450.0,,445.4,,366.0,779.0,,,,,421.5,710.1,,,619.0,-30.6,18.7,207.5,,275.0,540.9,,,369.0,234.3,,,,,,151.5,,,,361.1,47.2,,True,,True,False,,,,,True,False,,,False,True,True,True,,True,False,,,True,True,,,,,,True,,,,True,True
01081,2779,3960.0,,3868.9,,3945.0,9929.0,,,,,4184.6,4581.5,,5728.5,2981.0,3075.8,1904.5,2938.5,,5179.5,4383.0,,,3820.0,3064.3,,,,,,3030.4,5672.0,,,4834.7,2913.7,1181.0,,1089.9,,1166.0,7150.0,,,,,1405.6,1802.5,,2949.5,202.0,296.8,-874.5,159.5,,2400.5,1604.0,,,1041.0,285.3,,,,,,251.4,2893.0,,,2055.7,134.7,,True,,True,False,,,,,False,False,,False,True,True,True,True,,False,False,,,True,True,,,,,,True,False,,,False,True
01083,1366,2224.0,,2089.5,,2166.0,3817.0,,,,,2575.7,3203.8,,,2319.0,983.0,1255.6,1730.5,,2076.0,2492.3,,,2191.0,2018.5,,,,,,1727.9,,,,2945.3,1453.1,858.0,,723.5,,800.0,2451.0,,,,,1209.7,1837.8,,,953.0,-383.0,-110.4,364.5,,710.0,1126.3,,,825.0,652.5,,,,,,361.9,,,,1579.3,87.1,,True,,True,False,,,,,False,False,,,False,True,True,True,,True,False,,,True,True,,,,,,True,,,,False,True
01085,222,360.0,,340.2,,328.0,349.0,,,,,296.9,316.8,,,116.0,386.6,109.2,,,429.0,303.8,,,294.0,139.8,,,,,,,,,,346.6,202.1,138.0,,118.2,,106.0,127.0,,,,,74.9,94.8,,,-106.0,164.6,-112.8,,,207.0,81.8,,,72.0,-82.2,,,,,,,,,,124.6,-19.9,,True,,True,True,,,,,True,True,,,True,False,True,,,False,True,,,True,True,,,,,,,,,,True,True
01087,249,284.0,,284.5,,272.0,303.0,,,,,343.7,354.1,,,235.0,110.1,173.2,,,252.0,317.0,,,340.0,234.4,,,,,,,,,,379.0,144.3,35.0,,35.5,,23.0,54.0,,,,,94.7,105.1,,,-14.0,-138.9,-75.8,,,3.0,68.0,,,91.0,-14.6,,,,,,,,,,130.0,-104.7,,False,,True,False,,,,,False,False,,,True,False,False,,,True,False,,,False,True,,,,,,,,,,False,False
01089,5407,8416.0,,8337.7,6197.3,8205.0,10850.0,,,,,9001.2,10891.5,,10130.9,8033.0,5983.4,5041.7,5256.0,,8098.5,9515.3,,,7938.0,7519.6,,,,,,4991.6,7881.0,,,9681.8,5327.1,3009.0,,2930.7,790.3,2798.0,5443.0,,,,,3594.2,5484.5,,4723.9,2626.0,576.4,-365.3,-151.0,,2691.5,4108.3,,,2531.0,2112.6,,,,,,-415.4,2474.0,,,4274.8,-79.9,,True,True,True,False,,,,,False,False,,False,True,True,True,True,,True,False,,,True,True,,,,,,True,True,,,False,True
01091,279,452.0,,408.7,,369.0,324.0,,,,,648.3,621.4,,,375.0,74.6,239.6,,,320.0,479.7,,,465.0,346.4,,,,,,,,,,331.2,334.4,173.0,,129.7,,90.0,45.0,,,,,369.3,342.4,,,96.0,-204.4,-39.4,,,41.0,200.7,,,186.0,67.4,,,,,,,,,,52.2,55.4,,True,,True,True,,,,,False,False,,,True,False,True,,,True,False,,,False,True,,,,,,,,,,True,True
