,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
08045,104,178.0,,168.4,,140.0,140.0,150.0,,,,,89.7,,,136.0,,,262.0,51.0,,128.5,158.5,,68.0,107.4,,,,156.0,156.0,143.3,,,,,,198.9,156.7,,,,142.0,204.9,74.0,,64.4,,36.0,36.0,46.0,,,,,-14.3,,,32.0,,,158.0,-53.0,,24.5,54.5,,-36.0,3.4,,,,52.0,52.0,39.3,,,,,,94.9,52.7,,,,38.0,100.9,,True,,True,True,True,,,,,True,,,True,,,False,True,,True,True,,True,True,,,,True,True,True,,,,,,False,True,,,,True,False
08047,7,6.0,,6.0,,5.0,5.0,0.0,,,,,2.6,,,6.1,,,7.0,5.4,,4.7,,,5.0,3.3,,,,5.0,6.0,,,,,,,,7.0,,,,5.5,5.4,-1.0,,-1.0,,-2.0,-2.0,-7.0,,,,,-4.4,,,-0.9,,,0.0,-1.6,,-2.3,,,-2.0,-3.7,,,,-2.0,-1.0,,,,,,,,0.0,,,,-1.5,-1.6,,True,,False,False,False,,,,,False,,,True,,,True,False,,False,,,False,False,,,,False,False,,,,,,,,True,,,,False,False
08049,121,61.0,,77.3,,73.0,63.0,74.0,,,,,24.6,,,119.9,,,39.0,106.6,,58.3,,,70.0,76.1,,,,96.0,56.0,72.6,,,,,,,52.8,,,,109.8,48.8,-60.0,,-43.7,,-48.0,-58.0,-47.0,,,,,-96.4,,,-1.1,,,-82.0,-14.4,,-62.7,,,-51.0,-44.9,,,,-25.0,-65.0,-48.4,,,,,,,-68.2,,,,-11.2,-72.2,,True,,True,True,True,,,,,False,,,True,,,False,True,,False,,,True,True,,,,True,False,True,,,,,,,False,,,,True,False
08051,31,76.0,,68.9,,69.0,67.0,103.0,,,,,27.3,,,44.4,,76.2,45.0,137.7,,71.1,,,39.0,56.3,,,,44.0,67.0,55.8,,,,,,,61.5,,,,69.5,90.9,45.0,,37.9,,38.0,36.0,72.0,,,,,-3.7,,,13.4,,45.2,14.0,106.7,,40.1,,,8.0,25.3,,,,13.0,36.0,24.8,,,,,,,30.5,,,,38.5,59.9,,True,,True,True,False,,,,,True,,,True,,False,True,False,,True,,,True,True,,,,True,True,True,,,,,,,True,,,,True,False
08053,2,0.0,,0.0,,0.0,1.0,0.0,,,,,0.0,,,0.0,,,2.0,0.0,,0.6,,,1.0,0.9,,,,0.0,1.0,,,,,,,,2.6,,,,0.6,,-2.0,,-2.0,,-2.0,-1.0,-2.0,,,,,-2.0,,,-2.0,,,0.0,-2.0,,-1.4,,,-1.0,-1.1,,,,-2.0,-1.0,,,,,,,,0.6,,,,-1.4,,,False,,False,True,False,,,,,True,,,False,,,True,True,,True,,,True,True,,,,False,True,,,,,,,,True,,,,True,
08055,1,4.0,,4.1,,4.0,5.0,0.0,,,,,3.0,,,2.1,,,11.0,1.3,,3.3,,,5.0,2.4,,,,3.0,5.0,3.7,,,,,,,7.3,,,,2.3,5.9,3.0,,3.1,,3.0,4.0,-1.0,,,,,2.0,,,1.1,,,10.0,0.3,,2.3,,,4.0,1.4,,,,2.0,4.0,2.7,,,,,,,6.3,,,,1.3,4.9,,False,,False,False,True,,,,,True,,,True,,,False,True,,True,,,False,True,,,,True,False,True,,,,,,,False,,,,True,False
08057,0,1.0,,0.3,,1.0,1.0,0.0,,,,,0.8,,,0.9,,,3.0,0.0,,0.8,,,2.0,0.1,,,,0.0,1.0,,,,,,,,3.1,,,,1.0,,1.0,,0.3,,1.0,1.0,0.0,,,,,0.8,,,0.9,,,3.0,0.0,,0.8,,,2.0,0.1,,,,0.0,1.0,,,,,,,,3.1,,,,1.0,,,True,,False,False,True,,,,,True,,,True,,,False,True,,True,,,False,True,,,,True,False,,,,,,,,False,,,,False,
08059,672,869.0,,865.6,815.6,680.0,801.0,831.0,,,,,510.6,,,863.2,,674.8,865.0,399.1,,830.5,747.5,,660.5,680.0,,,,810.0,867.0,1323.2,,,,,,1002.6,872.4,620.0,,,680.4,794.4,197.0,,193.6,143.6,8.0,129.0,159.0,,,,,-161.4,,,191.2,,2.8,193.0,-272.9,,158.5,75.5,,-11.5,8.0,,,,138.0,195.0,651.2,,,,,,330.6,200.4,-52.0,,,8.4,122.4,,True,True,True,True,True,,,,,True,,,True,,True,True,False,,True,True,,True,True,,,,True,True,False,,,,,,False,False,True,,,True,True
08061,1,3.0,,3.2,,2.0,2.0,0.0,,,,,1.6,,,1.3,,,3.0,2.4,,2.3,,,2.0,1.1,,,,3.0,3.0,,,,,,,,4.2,,,,2.8,,2.0,,2.2,,1.0,1.0,-1.0,,,,,0.6,,,0.3,,,2.0,1.4,,1.3,,,1.0,0.1,,,,2.0,2.0,,,,,,,,3.2,,,,1.8,,,False,,True,True,True,,,,,True,,,True,,,False,True,,True,,,True,True,,,,False,False,,,,,,,,False,,,,True,
08063,5,9.0,,8.2,,10.0,10.0,0.0,,,,,7.6,,,13.6,,,14.0,14.6,,10.4,,,2.0,6.3,,,,16.0,11.0,23.0,,,,,,,12.3,,,,9.4,13.6,4.0,,3.2,,5.0,5.0,-5.0,,,,,2.6,,,8.6,,,9.0,9.6,,5.4,,,-3.0,1.3,,,,11.0,6.0,18.0,,,,,,,7.3,,,,4.4,8.6,,True,,False,False,False,,,,,True,,,False,,,False,False,,False,,,True,True,,,,False,False,False,,,,,,,False,,,,False,False
08065,68,41.0,,38.7,,28.0,32.0,11.0,,,,,8.2,,,61.5,,,23.0,4.0,,18.7,,,58.0,32.9,,,,34.0,27.0,12.1,,,,,,,33.0,,,,34.4,28.0,-27.0,,-29.3,,-40.0,-36.0,-57.0,,,,,-59.8,,,-6.5,,,-45.0,-64.0,,-49.3,,,-10.0,-35.1,,,,-34.0,-41.0,-55.9,,,,,,,-35.0,,,,-33.6,-40.0,,False,,False,False,False,,,,,False,,,True,,,False,False,,False,,,True,False,,,,False,False,False,,,,,,,False,,,,False,False
08067,60,64.0,,47.5,,48.0,68.0,47.0,,,,,48.2,,,61.2,,,134.0,24.0,,54.2,73.0,,24.0,42.2,,,,61.0,67.0,125.1,,,,,,92.5,70.7,,,,48.3,97.7,4.0,,-12.5,,-12.0,8.0,-13.0,,,,,-11.8,,,1.2,,,74.0,-36.0,,-5.8,13.0,,-36.0,-17.8,,,,1.0,7.0,65.1,,,,,,32.5,10.7,,,,-11.7,37.7,,False,,False,False,False,,,,,False,,,True,,,False,False,,False,False,,False,False,,,,True,False,False,,,,,,False,False,,,,False,False
08069,517,545.0,,553.8,,485.0,501.0,514.0,,,,,285.6,,,495.3,,519.2,629.0,415.1,,434.9,511.0,,446.0,465.3,,,,564.0,537.0,791.1,,,,,,542.1,506.4,527.0,,,365.8,459.3,28.0,,36.8,,-32.0,-16.0,-3.0,,,,,-231.4,,,-21.7,,2.2,112.0,-101.9,,-82.1,-6.0,,-71.0,-51.7,,,,47.0,20.0,274.1,,,,,,25.1,-10.6,10.0,,,-151.2,-57.7,,False,,False,True,True,,,,,False,,,True,,True,False,False,,False,True,,False,False,,,,False,True,False,,,,,,True,True,True,,,False,False
08071,19,19.0,,8.6,,14.0,33.0,1.0,,,,,20.3,,,29.5,,,28.0,5.9,,23.4,,,8.0,18.6,,,,,24.0,66.0,,,,,,,28.8,,,,8.0,58.9,0.0,,-10.4,,-5.0,14.0,-18.0,,,,,1.3,,,10.5,,,9.0,-13.1,,4.4,,,-11.0,-0.4,,,,,5.0,47.0,,,,,,,9.8,,,,-11.0,39.9,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,,False,False,,,,,,,False,,,,False,False
08073,45,38.0,,39.1,,30.0,44.0,0.0,,,,,16.7,,,168.3,,,9.0,28.6,,28.8,,,68.0,68.0,,,,46.0,31.0,13.3,,,,,,,32.9,,,,26.9,44.3,-7.0,,-5.9,,-15.0,-1.0,-45.0,,,,,-28.3,,,123.3,,,-36.0,-16.4,,-16.2,,,23.0,23.0,,,,1.0,-14.0,-31.7,,,,,,,-12.1,,,,-18.1,-0.7,,True,,False,True,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,True,False,False,,,,,,,False,,,,False,True
08075,35,56.0,,60.5,,43.0,50.0,39.0,,,,,42.6,,,36.5,,,38.0,15.5,,86.7,,,34.0,39.0,,,,56.0,58.0,76.7,,,,,,60.4,39.6,,,,43.4,55.2,21.0,,25.5,,8.0,15.0,4.0,,,,,7.6,,,1.5,,,3.0,-19.5,,51.7,,,-1.0,4.0,,,,21.0,23.0,41.7,,,,,,25.4,4.6,,,,8.4,20.2,,False,,True,True,True,,,,,True,,,True,,,True,True,,False,,,True,True,,,,False,False,False,,,,,,False,True,,,,True,True
08077,522,565.0,,555.8,,505.0,488.0,513.0,,,,,219.2,,,490.9,,,551.0,453.2,,440.6,410.0,,505.0,465.2,,,,633.0,518.0,541.9,,,,,,564.7,483.3,630.0,,,547.5,444.8,43.0,,33.8,,-17.0,-34.0,-9.0,,,,,-302.8,,,-31.1,,,29.0,-68.8,,-81.4,-112.0,,-17.0,-56.8,,,,111.0,-4.0,19.9,,,,,,42.7,-38.7,108.0,,,25.5,-77.2,,True,,True,True,True,,,,,False,,,True,,,True,False,,False,False,,True,False,,,,False,True,True,,,,,,True,True,False,,,True,False
08079,0,4.0,,4.0,,2.0,3.0,0.0,,,,,1.2,,,7.6,,,1.0,1.1,,1.9,,,3.0,1.5,,,,4.0,3.0,,,,,,,,5.1,,,,4.2,,4.0,,4.0,,2.0,3.0,0.0,,,,,1.2,,,7.6,,,1.0,1.1,,1.9,,,3.0,1.5,,,,4.0,3.0,,,,,,,,5.1,,,,4.2,,,True,,True,True,True,,,,,True,,,False,,,True,True,,True,,,True,True,,,,False,True,,,,,,,,False,,,,False,
08081,16,11.0,,8.7,,13.0,15.0,7.0,,,,,9.0,,,21.8,,,50.0,37.7,,14.4,,,12.0,8.3,,,,15.0,15.0,23.0,,,,,,,35.3,,,,12.5,12.7,-5.0,,-7.3,,-3.0,-1.0,-9.0,,,,,-7.0,,,5.8,,,34.0,21.7,,-1.6,,,-4.0,-7.7,,,,-1.0,-1.0,7.0,,,,,,,19.3,,,,-3.5,-3.3,,False,,True,True,False,,,,,False,,,False,,,False,False,,True,,,True,False,,,,True,True,False,,,,,,,False,,,,True,True
08083,43,49.0,,38.1,,49.0,53.0,65.0,,,,,34.2,,,37.3,,,84.0,54.6,,54.3,,,27.0,40.5,,,,61.0,56.0,80.8,,,,,,,39.0,,,,44.2,63.1,6.0,,-4.9,,6.0,10.0,22.0,,,,,-8.8,,,-5.7,,,41.0,11.6,,11.3,,,-16.0,-2.5,,,,18.0,13.0,37.8,,,,,,,-4.0,,,,1.2,20.1,,True,,False,False,False,,,,,False,,,True,,,False,False,,False,,,False,True,,,,False,False,False,,,,,,,True,,,,True,False
08085,69,143.0,,146.2,,130.0,127.0,143.0,,,,,67.3,,,174.9,,,153.0,121.5,,153.1,127.0,,68.0,111.7,,,,169.0,149.0,162.1,,,,,,140.6,94.5,,,,139.4,157.8,74.0,,77.2,,61.0,58.0,74.0,,,,,-1.7,,,105.9,,,84.0,52.5,,84.1,58.0,,-1.0,42.7,,,,100.0,80.0,93.1,,,,,,71.6,25.5,,,,70.4,88.8,,False,,True,True,False,,,,,True,,,False,,,False,True,,False,True,,True,True,,,,False,False,False,,,,,,True,True,,,,True,False
08087,24,25.0,,22.8,,23.0,31.0,23.0,,,,,32.6,,,49.9,,,50.0,12.3,,38.5,,,16.0,22.3,,,,25.0,34.0,53.1,,,,,,30.5,49.6,,,,25.0,35.6,1.0,,-1.2,,-1.0,7.0,-1.0,,,,,8.6,,,25.9,,,26.0,-11.7,,14.5,,,-8.0,-1.7,,,,1.0,10.0,29.1,,,,,,6.5,25.6,,,,1.0,11.6,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,False,False,,,,False,False
08089,6,12.0,,12.6,,13.0,20.0,0.0,,,,,23.2,,,19.6,,,34.0,4.4,,30.4,,,2.0,13.0,,,,13.0,23.0,43.3,,,,,,,22.6,,,,7.0,28.6,6.0,,6.6,,7.0,14.0,-6.0,,,,,17.2,,,13.6,,,28.0,-1.6,,24.4,,,-4.0,7.0,,,,7.0,17.0,37.3,,,,,,,16.6,,,,1.0,22.6,,False,,False,False,False,,,,,False,,,False,,,False,True,,False,,,True,False,,,,False,False,False,,,,,,,False,,,,True,False
08091,14,22.0,,22.9,,15.0,18.0,0.0,,,,,4.4,,,9.6,,,9.0,3.9,,8.8,,,21.0,13.0,,,,13.0,16.0,,,,,,,,19.9,,,,14.8,21.5,8.0,,8.9,,1.0,4.0,-14.0,,,,,-9.6,,,-4.4,,,-5.0,-10.1,,-5.2,,,7.0,-1.0,,,,-1.0,2.0,,,,,,,,5.9,,,,0.8,7.5,,False,,True,True,False,,,,,False,,,True,,,True,False,,True,,,True,True,,,,True,True,,,,,,,,True,,,,True,True
08093,24,16.0,,14.6,,13.0,13.0,13.0,,,,,10.2,,,5.5,,,24.0,5.5,,17.2,,,6.0,9.4,,,,17.0,19.0,23.4,,,,,,,16.6,,,,8.6,13.3,-8.0,,-9.4,,-11.0,-11.0,-11.0,,,,,-13.8,,,-18.5,,,0.0,-18.5,,-6.8,,,-18.0,-14.6,,,,-7.0,-5.0,-0.6,,,,,,,-7.4,,,,-15.4,-10.7,,False,,False,False,False,,,,,False,,,False,,,True,False,,True,,,False,False,,,,True,True,True,,,,,,,True,,,,False,False
08095,4,6.0,,7.8,,6.0,5.0,3.0,,,,,4.6,,,1.6,,,9.0,1.8,,7.2,,,0.0,3.2,,,,6.0,7.0,,,,,,,,6.8,,,,6.4,7.8,2.0,,3.8,,2.0,1.0,-1.0,,,,,0.6,,,-2.4,,,5.0,-2.2,,3.2,,,-4.0,-0.8,,,,2.0,3.0,,,,,,,,2.8,,,,2.4,3.8,,False,,False,True,True,,,,,True,,,False,,,False,False,,False,,,False,True,,,,False,False,,,,,,,,False,,,,False,False
08097,51,69.0,,87.8,,56.0,61.0,76.0,,,,,48.9,,,48.1,,,55.0,26.6,,63.7,,,14.5,47.3,,,,64.0,62.0,47.9,,,,,,,53.1,,,,50.8,105.5,18.0,,36.8,,5.0,10.0,25.0,,,,,-2.1,,,-2.9,,,4.0,-24.4,,12.7,,,-36.5,-3.7,,,,13.0,11.0,-3.1,,,,,,,2.1,,,,-0.2,54.5,,False,,True,True,False,,,,,True,,,True,,,True,False,,True,,,False,True,,,,True,True,True,,,,,,,True,,,,True,False
08099,28,15.0,,16.7,,16.0,18.0,7.0,,,,,14.0,,,22.9,,,27.0,9.1,,18.1,,,13.0,20.7,,,,19.0,15.0,24.4,,,,,,,18.2,,,,10.8,20.6,-13.0,,-11.3,,-12.0,-10.0,-21.0,,,,,-14.0,,,-5.1,,,-1.0,-18.9,,-9.9,,,-15.0,-7.3,,,,-9.0,-13.0,-3.6,,,,,,,-9.8,,,,-17.2,-7.4,,True,,True,True,False,,,,,False,,,True,,,True,False,,True,,,False,True,,,,True,False,True,,,,,,,True,,,,False,True
08101,100,167.0,,166.7,,123.0,169.0,118.0,,,,,149.0,,,158.5,,121.2,295.0,52.0,,240.6,130.0,,70.0,127.7,,,,135.0,198.0,288.7,,,,,,215.9,189.5,100.0,,,98.3,189.9,67.0,,66.7,,23.0,69.0,18.0,,,,,49.0,,,58.5,,21.2,195.0,-48.0,,140.6,30.0,,-30.0,27.7,,,,35.0,98.0,188.7,,,,,,115.9,89.5,0.0,,,-1.7,89.9,,True,,True,False,True,,,,,True,,,True,,True,False,True,,False,True,,True,True,,,,True,False,False,,,,,,False,False,True,,,True,False
08103,23,24.0,,23.1,,21.0,19.0,0.0,,,,,8.8,,,20.9,,,22.0,64.7,,20.3,,,4.0,19.1,,,,43.0,23.0,18.9,,,,,,,20.5,,,,24.0,27.2,1.0,,0.1,,-2.0,-4.0,-23.0,,,,,-14.2,,,-2.1,,,-1.0,41.7,,-2.7,,,-19.0,-3.9,,,,20.0,0.0,-4.1,,,,,,,-2.5,,,,1.0,4.2,,True,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,True,False,,,,,,,False,,,,False,False
08105,21,36.0,,49.8,,27.0,27.0,40.0,,,,,14.3,,,10.0,,,20.0,12.7,,27.4,,,18.0,20.1,,,,50.0,32.0,26.5,,,,,,,24.9,,,,32.0,33.8,15.0,,28.8,,6.0,6.0,19.0,,,,,-6.7,,,-11.0,,,-1.0,-8.3,,6.4,,,-3.0,-0.9,,,,29.0,11.0,5.5,,,,,,,3.9,,,,11.0,12.8,,False,,True,True,False,,,,,True,,,True,,,True,True,,True,,,True,True,,,,False,True,True,,,,,,,True,,,,True,True
08107,108,125.0,,121.4,,114.0,112.0,177.0,,,,,42.1,,,97.7,,,102.0,166.7,,93.0,,,96.5,112.6,,,,172.0,114.0,128.0,,,,,,,91.0,,,,110.7,111.2,17.0,,13.4,,6.0,4.0,69.0,,,,,-65.9,,,-10.3,,,-6.0,58.7,,-15.0,,,-11.5,4.6,,,,64.0,6.0,20.0,,,,,,,-17.0,,,,2.7,3.2,,True,,True,True,False,,,,,False,,,True,,,True,False,,True,,,True,True,,,,False,True,False,,,,,,,False,,,,True,True
08109,2,4.0,,4.5,,5.0,9.0,0.0,,,,,4.6,,,0.6,,,9.0,2.4,,6.3,,,0.0,1.7,,,,4.0,7.0,8.7,,,,,,,5.1,,,,5.2,23.2,2.0,,2.5,,3.0,7.0,-2.0,,,,,2.6,,,-1.4,,,7.0,0.4,,4.3,,,-2.0,-0.3,,,,2.0,5.0,6.7,,,,,,,3.1,,,,3.2,21.2,,False,,False,False,False,,,,,False,,,True,,,False,True,,False,,,False,True,,,,False,False,False,,,,,,,False,,,,False,False
08111,0,3.0,,3.3,,3.0,3.0,1.0,,,,,0.9,,,0.8,,,2.0,3.9,,1.5,,,3.0,0.8,,,,4.0,3.0,,,,,,,,3.3,,,,3.6,,3.0,,3.3,,3.0,3.0,1.0,,,,,0.9,,,0.8,,,2.0,3.9,,1.5,,,3.0,0.8,,,,4.0,3.0,,,,,,,,3.3,,,,3.6,,,False,,False,False,True,,,,,True,,,True,,,True,False,,True,,,False,True,,,,False,False,,,,,,,,False,,,,False,
08113,59,79.0,,86.7,,73.0,58.0,77.0,,,,,20.2,,,28.0,,,22.0,210.0,,53.9,,,13.0,55.6,,,,118.0,52.0,90.8,,,,,,,53.7,,,,75.0,70.3,20.0,,27.7,,14.0,-1.0,18.0,,,,,-38.8,,,-31.0,,,-37.0,151.0,,-5.1,,,-46.0,-3.4,,,,59.0,-7.0,31.8,,,,,,,-5.3,,,,16.0,11.3,,False,,True,True,True,,,,,False,,,False,,,False,False,,True,,,False,True,,,,False,True,False,,,,,,,True,,,,True,True
08115,1,7.0,,7.5,,4.0,4.0,0.0,,,,,3.6,,,0.4,,,5.0,2.1,,5.2,,,1.0,2.4,,,,6.0,6.0,,,,,,,,6.6,,,,6.8,,6.0,,6.5,,3.0,3.0,-1.0,,,,,2.6,,,-0.6,,,4.0,1.1,,4.2,,,0.0,1.4,,,,5.0,5.0,,,,,,,,5.6,,,,5.8,,,False,,True,True,True,,,,,True,,,True,,,True,True,,True,,,True,True,,,,True,True,,,,,,,,True,,,,True,
08117,128,127.0,,128.8,,108.0,102.0,133.0,,,,,49.3,,,57.7,,,72.0,74.9,,82.0,118.0,,109.0,97.8,,,,118.0,108.0,119.2,,,,,,125.5,109.6,,,,111.9,95.9,-1.0,,0.8,,-20.0,-26.0,5.0,,,,,-78.7,,,-70.3,,,-56.0,-53.1,,-46.0,-10.0,,-19.0,-30.2,,,,-10.0,-20.0,-8.8,,,,,,-2.5,-18.4,,,,-16.1,-32.1,,True,,False,False,False,,,,,False,,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,False,False,,,,False,False
08119,25,33.0,,31.9,,32.0,36.0,36.0,,,,,20.4,,,42.6,,,29.0,26.0,,26.9,,,34.0,29.9,,,,38.0,38.0,50.0,,,,,,,33.1,,,,30.5,32.9,8.0,,6.9,,7.0,11.0,11.0,,,,,-4.6,,,17.6,,,4.0,1.0,,1.9,,,9.0,4.9,,,,13.0,13.0,25.0,,,,,,,8.1,,,,5.5,7.9,,True,,True,False,False,,,,,True,,,False,,,True,True,,True,,,False,True,,,,False,False,False,,,,,,,False,,,,True,True
08121,2,2.0,,1.7,,4.0,5.0,0.0,,,,,3.3,,,2.1,,,9.0,2.5,,4.6,,,5.0,1.7,,,,2.0,5.0,9.5,,,,,,,3.8,,,,1.0,6.0,0.0,,-0.3,,2.0,3.0,-2.0,,,,,1.3,,,0.1,,,7.0,0.5,,2.6,,,3.0,-0.3,,,,0.0,3.0,7.5,,,,,,,1.8,,,,-1.0,4.0,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,True,False,False,,,,,,,False,,,,False,False
08123,567,490.0,,504.4,,395.0,487.0,378.0,,,,,338.4,,,437.8,,403.8,504.0,337.7,,592.1,663.5,,331.0,386.7,,,,510.0,499.0,945.7,,,,,,510.2,413.1,365.0,,,234.1,555.8,-77.0,,-62.6,,-172.0,-80.0,-189.0,,,,,-228.6,,,-129.2,,-163.2,-63.0,-229.3,,25.1,96.5,,-236.0,-180.3,,,,-57.0,-68.0,378.7,,,,,,-56.8,-153.9,-202.0,,,-332.9,-11.2,,True,,False,False,False,,,,,False,,,False,,False,True,False,,True,False,,False,False,,,,True,True,False,,,,,,True,False,False,,,False,True
08125,16,19.0,,19.9,,16.0,19.0,,,,,,12.0,,,14.1,,,22.0,14.9,,20.8,,,12.0,15.4,,,,23.0,21.0,25.8,,,,,,,20.8,,,,16.1,19.6,3.0,,3.9,,0.0,3.0,,,,,,-4.0,,,-1.9,,,6.0,-1.1,,4.8,,,-4.0,-0.6,,,,7.0,5.0,9.8,,,,,,,4.8,,,,0.1,3.6,,False,,True,False,,,,,,False,,,True,,,False,True,,False,,,False,True,,,,False,False,False,,,,,,,False,,,,True,False
09001,2378,2961.0,,2979.2,3102.3,2570.0,2726.0,2399.0,,,,,1980.1,,,1680.0,,2533.5,3811.0,1746.2,,2253.7,2785.5,,2187.5,2290.8,,,,2902.0,2534.0,3121.2,,,,,,3307.2,2477.2,1391.0,,,2956.6,3336.5,583.0,,601.2,724.3,192.0,348.0,21.0,,,,,-397.9,,,-698.0,,155.5,1433.0,-631.8,,-124.3,407.5,,-190.5,-87.2,,,,524.0,156.0,743.2,,,,,,929.2,99.2,-987.0,,,578.6,958.5,,False,False,True,True,True,,,,,True,,,False,,True,False,False,,True,True,,True,True,,,,True,True,False,,,,,,False,True,False,,,True,False
09003,2285,3184.0,,3113.6,3142.7,2867.0,2994.0,2265.0,,,,,1943.8,,,1960.1,,2552.2,3654.0,2125.4,,2649.4,3055.0,,3347.0,2503.9,,,,3151.0,2812.0,3253.2,,,,,,2760.6,2602.1,1368.0,,,2953.8,3073.0,899.0,,828.6,857.7,582.0,709.0,-20.0,,,,,-341.2,,,-324.9,,267.2,1369.0,-159.6,,364.4,770.0,,1062.0,218.9,,,,866.0,527.0,968.2,,,,,,475.6,317.1,-917.0,,,668.8,788.0,,True,True,True,True,True,,,,,True,,,True,,True,False,True,,True,True,,False,True,,,,True,True,False,,,,,,True,True,False,,,True,True
09005,373,492.0,,494.0,,409.0,417.0,403.0,,,,,290.3,,,193.4,,411.6,629.0,300.4,,389.3,329.5,,340.0,346.9,,,,482.0,440.0,437.6,,,,,,527.3,421.4,248.0,,,418.1,496.7,119.0,,121.0,,36.0,44.0,30.0,,,,,-82.7,,,-179.6,,38.6,256.0,-72.6,,16.3,-43.5,,-33.0,-26.1,,,,109.0,67.0,64.6,,,,,,154.3,48.4,-125.0,,,45.1,123.7,,False,,True,True,True,,,,,True,,,False,,True,False,True,,True,True,,True,True,,,,True,True,True,,,,,,False,True,False,,,True,False
