,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
05007,9051,7890.0,5688.0,,,,,7669.0,,5067.6,5563.3,8860.0,2040.0,,6849.7,2608.0,,-1161.0,-3363.0,,,,,-1382.0,,-3983.4,-3487.7,-191.0,-7011.0,,-2201.3,-6443.0,,False,,,,,False,,False,False,True,False,,False,False,
05009,1010,876.0,720.0,,,,,912.0,,313.6,594.0,920.5,161.1,,,,,-134.0,-290.0,,,,,-98.0,,-696.4,-416.0,-89.5,-848.9,,,,,False,,,,,True,,False,False,True,False,,,,
05011,396,534.0,865.0,,,,,346.0,,498.6,312.0,721.0,40.4,,,,,138.0,469.0,,,,,-50.0,,102.6,-84.0,325.0,-355.6,,,,,False,,,,,True,,True,True,False,False,,,,
05013,153,132.0,15.0,,,,,145.0,,118.4,86.4,95.0,0.3,,,,,-21.0,-138.0,,,,,-8.0,,-34.6,-66.6,-58.0,-152.7,,,,,False,,,,,True,,False,False,False,False,,,,
05015,666,564.0,415.0,,,,,534.0,,311.8,520.3,797.0,170.9,,,,,-102.0,-251.0,,,,,-132.0,,-354.2,-145.7,131.0,-495.1,,,,,False,,,,,False,,False,False,False,False,,,,
05017,188,240.0,40.0,,,,,351.0,,49.7,186.8,218.0,0.0,,,,,52.0,-148.0,,,,,163.0,,-138.3,-1.2,30.0,-188.0,,,,,False,,,,,False,,False,True,True,False,,,,
05019,619,636.0,133.0,,,,,649.0,,492.6,363.5,926.0,138.0,,,,,17.0,-486.0,,,,,30.0,,-126.4,-255.5,307.0,-481.0,,,,,False,,,,,False,,False,False,False,False,,,,
05021,370,426.0,67.0,,,,,493.0,,91.8,220.9,366.0,0.0,,,,,56.0,-303.0,,,,,123.0,,-278.2,-149.1,-4.0,-370.0,,,,,False,,,,,False,,False,False,True,False,,,,
05023,695,666.0,733.0,,,,,769.0,,552.5,340.1,703.0,141.8,,,,,-29.0,38.0,,,,,74.0,,-142.5,-354.9,8.0,-553.2,,,,,False,,,,,False,,False,False,True,False,,,,
05025,339,174.0,85.0,,,,,218.0,,77.4,123.5,175.0,0.0,,,,,-165.0,-254.0,,,,,-121.0,,-261.6,-215.5,-164.0,-339.0,,,,,False,,,,,True,,False,False,True,False,,,,
05027,536,516.0,354.0,,,,,752.0,,213.7,378.7,431.0,131.8,,,,,-20.0,-182.0,,,,,216.0,,-322.3,-157.3,-105.0,-404.2,,,,,False,,,,,False,,False,False,False,False,,,,
05029,853,888.0,700.0,,,,,788.0,,710.3,485.5,1074.0,79.9,,,,,35.0,-153.0,,,,,-65.0,,-142.7,-367.5,221.0,-773.1,,,,,False,,,,,False,,False,False,False,False,,,,
05031,2830,3264.0,1823.0,,,,,4004.0,,1768.1,2304.3,4093.0,1032.5,,2287.9,,,434.0,-1007.0,,,,,1174.0,,-1061.9,-525.7,1263.0,-1797.5,,-542.1,,,False,,,,,False,,False,False,False,False,,False,,
05033,2254,1500.0,918.0,,,,,2850.0,,1030.0,1116.3,1872.0,295.7,,,,,-754.0,-1336.0,,,,,596.0,,-1224.0,-1137.7,-382.0,-1958.3,,,,,False,,,,,True,,False,False,True,False,,,,
05035,1324,1398.0,878.0,,,,,1473.0,,639.8,819.9,1348.5,142.9,,1293.1,,,74.0,-446.0,,,,,149.0,,-684.2,-504.1,24.5,-1181.1,,-30.9,,,False,,,,,False,,False,False,True,False,,True,,
05037,547,612.0,311.0,,,,,622.0,,561.6,346.3,1045.0,104.8,,,,,65.0,-236.0,,,,,75.0,,14.6,-200.7,498.0,-442.2,,,,,False,,,,,False,,True,False,False,False,,,,
05039,230,240.0,204.0,,,,,209.0,,123.3,115.4,271.0,18.1,,,,,10.0,-26.0,,,,,-21.0,,-106.7,-114.6,41.0,-211.9,,,,,False,,,,,False,,False,False,False,False,,,,
05041,355,480.0,261.0,,,,,317.0,,253.5,277.7,483.0,44.5,,,,,125.0,-94.0,,,,,-38.0,,-101.5,-77.3,128.0,-310.5,,,,,True,,,,,True,,True,True,False,False,,,,
05043,508,726.0,536.0,,,,,589.0,,237.1,443.9,784.0,0.0,,,,,218.0,28.0,,,,,81.0,,-270.9,-64.1,276.0,-508.0,,,,,True,,,,,True,,False,True,False,False,,,,
05045,4117,3366.0,2024.0,,,,,3758.0,,2151.2,2299.5,3295.5,847.3,,3789.1,,,-751.0,-2093.0,,,,,-359.0,,-1965.8,-1817.5,-821.5,-3269.7,,-327.9,,,False,,,,,True,,False,False,False,False,,True,,
05047,500,324.0,78.0,,,,,672.0,,106.8,243.4,269.5,0.0,,,,,-176.0,-422.0,,,,,172.0,,-393.2,-256.6,-230.5,-500.0,,,,,False,,,,,True,,False,False,False,False,,,,
05049,220,462.0,540.0,,,,,271.0,,1350.4,264.7,1035.0,75.9,,,,,242.0,320.0,,,,,51.0,,1130.4,44.7,815.0,-144.1,,,,,False,,,,,True,,False,True,False,True,,,,
05051,3546,2520.0,1764.0,,,,,3536.0,,1855.6,1791.7,2998.0,446.4,,3113.2,,,-1026.0,-1782.0,,,,,-10.0,,-1690.4,-1754.3,-548.0,-3099.6,,-432.8,,,False,,,,,True,,False,False,True,False,,True,,
05053,507,786.0,653.0,,,,,542.0,,748.6,407.2,671.0,78.5,,,,,279.0,146.0,,,,,35.0,,241.6,-99.8,164.0,-428.5,,,,,True,,,,,True,,True,True,True,False,,,,
05055,1389,1560.0,849.0,,,,,1725.0,,391.2,882.3,1263.5,0.0,,2363.4,,,171.0,-540.0,,,,,336.0,,-997.8,-506.7,-125.5,-1389.0,,974.4,,,False,,,,,False,,False,False,True,False,,False,,
05057,531,534.0,414.0,,,,,666.0,,307.1,383.3,547.0,122.1,,,,,3.0,-117.0,,,,,135.0,,-223.9,-147.7,16.0,-408.9,,,,,False,,,,,False,,False,False,False,False,,,,
05059,1070,1074.0,1795.0,,,,,1336.0,,828.2,601.5,1519.0,0.0,,882.6,,,4.0,725.0,,,,,266.0,,-241.8,-468.5,449.0,-1070.0,,-187.4,,,False,,,,,False,,False,False,False,False,,False,,
05061,374,306.0,219.0,,,,,388.0,,349.3,215.3,390.0,105.9,,,,,-68.0,-155.0,,,,,14.0,,-24.7,-158.7,16.0,-268.1,,,,,False,,,,,True,,True,False,True,False,,,,
05063,914,948.0,1034.0,,,,,1689.0,,415.5,584.0,948.0,0.0,,492.3,,,34.0,120.0,,,,,775.0,,-498.5,-330.0,34.0,-914.0,,-421.7,,,False,,,,,False,,False,False,False,False,,False,,
05065,392,450.0,67.0,,,,,352.0,,358.5,238.4,326.0,0.0,,,,,58.0,-325.0,,,,,-40.0,,-33.5,-153.6,-66.0,-392.0,,,,,False,,,,,True,,True,False,False,False,,,,
05067,360,498.0,78.0,,,,,647.0,,322.1,413.2,1001.0,0.0,,,,,138.0,-282.0,,,,,287.0,,-37.9,53.2,641.0,-360.0,,,,,False,,,,,False,,True,True,False,False,,,,
05069,1782,2082.0,1087.0,,,,,1999.0,,3601.7,1117.1,3760.5,305.3,,616.0,,,300.0,-695.0,,,,,217.0,,1819.7,-664.9,1978.5,-1476.7,,-1166.0,,,False,,,,,True,,False,False,False,False,,False,,
05071,841,720.0,592.0,,,,,1125.0,,982.0,423.2,1017.5,96.4,,,,,-121.0,-249.0,,,,,284.0,,141.0,-417.8,176.5,-744.6,,,,,False,,,,,False,,False,False,False,False,,,,
05073,146,96.0,0.0,,,,,158.0,,113.4,67.0,84.0,0.0,,,,,-50.0,-146.0,,,,,12.0,,-32.6,-79.0,-62.0,-146.0,,,,,False,,,,,True,,True,False,False,False,,,,
05075,449,666.0,408.0,,,,,605.0,,208.7,278.3,497.0,120.8,,,,,217.0,-41.0,,,,,156.0,,-240.3,-170.7,48.0,-328.2,,,,,True,,,,,True,,False,True,True,False,,,,
05077,205,288.0,439.0,,,,,317.0,,77.8,178.6,269.0,0.0,,,,,83.0,234.0,,,,,112.0,,-127.2,-26.4,64.0,-205.0,,,,,False,,,,,False,,False,True,True,False,,,,
05079,298,384.0,,,,,,407.0,,68.5,285.7,375.0,0.0,,153.9,,,86.0,,,,,,109.0,,-229.5,-12.3,77.0,-298.0,,-144.1,,,,,,,,False,,False,True,True,False,,False,,
05081,310,306.0,77.0,,,,,393.0,,127.0,174.7,422.0,0.0,,,,,-4.0,-233.0,,,,,83.0,,-183.0,-135.3,112.0,-310.0,,,,,False,,,,,False,,False,False,False,False,,,,
05083,711,504.0,519.0,,,,,1006.0,,241.9,400.6,570.0,136.1,,,,,-207.0,-192.0,,,,,295.0,,-469.1,-310.4,-141.0,-574.9,,,,,True,,,,,False,,False,False,True,False,,,,
05085,2392,1794.0,1335.0,,,,,2244.0,,1620.9,1222.1,2538.0,538.5,,1399.2,,,-598.0,-1057.0,,,,,-148.0,,-771.1,-1169.9,146.0,-1853.5,,-992.8,,,False,,,,,True,,False,False,True,False,,False,,
05087,396,432.0,285.0,,,,,437.0,,163.9,352.7,571.0,0.0,,,,,36.0,-111.0,,,,,41.0,,-232.1,-43.3,175.0,-396.0,,,,,False,,,,,False,,False,False,False,False,,,,
05089,306,216.0,67.0,,,,,319.0,,94.6,138.8,249.0,0.0,,,,,-90.0,-239.0,,,,,13.0,,-211.4,-167.2,-57.0,-306.0,,,,,False,,,,,True,,False,False,True,False,,,,
05091,915,1146.0,1151.0,,,,,1216.0,,627.8,515.7,792.0,195.5,,655.0,,,231.0,236.0,,,,,301.0,,-287.2,-399.3,-123.0,-719.5,,-260.0,,,False,,,,,False,,False,False,True,False,,False,,
05093,1153,1266.0,371.0,,,,,1681.0,,489.8,778.4,1096.0,0.0,,549.4,,,113.0,-782.0,,,,,528.0,,-663.2,-374.6,-57.0,-1153.0,,-603.6,,,False,,,,,False,,False,False,True,False,,False,,
05095,323,270.0,271.0,,,,,221.0,,169.6,107.7,304.0,8.0,,,,,-53.0,-52.0,,,,,-102.0,,-153.4,-215.3,-19.0,-315.0,,,,,True,,,,,False,,False,False,True,False,,,,
05097,220,198.0,121.0,,,,,269.0,,72.7,128.7,182.0,0.0,,,,,-22.0,-99.0,,,,,49.0,,-147.3,-91.3,-38.0,-220.0,,,,,False,,,,,False,,False,False,False,False,,,,
05099,155,228.0,79.0,,,,,309.0,,100.1,141.3,277.0,19.6,,,,,73.0,-76.0,,,,,154.0,,-54.9,-13.7,122.0,-135.4,,,,,False,,,,,False,,True,True,False,False,,,,
05101,122,156.0,,,,,,190.0,,32.1,82.5,111.0,0.0,,,,,34.0,,,,,,68.0,,-89.9,-39.5,-11.0,-122.0,,,,,,,,,,False,,False,False,True,False,,,,
05103,771,666.0,205.0,,,,,744.0,,202.9,376.9,479.0,0.0,,,,,-105.0,-566.0,,,,,-27.0,,-568.1,-394.1,-292.0,-771.0,,,,,False,,,,,True,,False,False,False,False,,,,
05105,317,294.0,178.0,,,,,287.0,,236.2,165.2,337.0,17.5,,,,,-23.0,-139.0,,,,,-30.0,,-80.8,-151.8,20.0,-299.5,,,,,False,,,,,False,,False,False,True,False,,,,
05107,413,426.0,0.0,,,,,684.0,,540.2,283.1,572.5,40.7,,,,,13.0,-413.0,,,,,271.0,,127.2,-129.9,159.5,-372.3,,,,,False,,,,,False,,False,False,False,False,,,,
05109,261,570.0,681.0,,,,,346.0,,261.0,301.5,421.0,34.5,,,,,309.0,420.0,,,,,85.0,,-0.0,40.5,160.0,-226.5,,,,,False,,,,,True,,True,True,True,True,,,,
05111,703,1044.0,16.0,,,,,1047.0,,767.0,540.7,1106.0,169.6,,571.2,,,341.0,-687.0,,,,,344.0,,64.0,-162.3,403.0,-533.4,,-131.8,,,False,,,,,False,,True,True,False,False,,True,,
05113,592,396.0,185.0,,,,,747.0,,113.8,301.1,295.0,0.0,,,,,-196.0,-407.0,,,,,155.0,,-478.2,-290.9,-297.0,-592.0,,,,,False,,,,,True,,False,False,False,False,,,,
05115,2183,2514.0,1498.0,,,,,2258.0,,1829.7,1409.7,2366.5,371.4,,735.6,,,331.0,-685.0,,,,,75.0,,-353.3,-773.3,183.5,-1811.6,,-1447.4,,,False,,,,,True,,False,False,True,False,,False,,
05117,319,378.0,380.0,,,,,255.0,,590.3,164.6,338.0,24.1,,,,,59.0,61.0,,,,,-64.0,,271.3,-154.4,19.0,-294.9,,,,,False,,,,,False,,False,False,True,False,,,,
05119,12289,9570.0,4395.0,,,,,11277.0,,8289.1,6011.5,11394.0,2131.6,,3173.5,4919.0,,-2719.0,-7894.0,,,,,-1012.0,,-3999.9,-6277.5,-895.0,-10157.4,,-9115.5,-7370.0,,False,,,,,True,,False,False,True,False,,False,False,
05121,533,438.0,29.0,,,,,603.0,,212.9,316.5,547.0,69.4,,,,,-95.0,-504.0,,,,,70.0,,-320.1,-216.5,14.0,-463.6,,,,,False,,,,,True,,False,False,True,False,,,,
05123,697,774.0,682.0,,,,,948.0,,457.9,588.7,896.5,0.0,,436.6,,,77.0,-15.0,,,,,251.0,,-239.1,-108.3,199.5,-697.0,,-260.4,,,True,,,,,False,,False,False,False,False,,False,,
05125,3698,2808.0,1181.0,,,,,4614.0,,1368.1,2095.0,2968.5,985.3,,2321.2,,,-890.0,-2517.0,,,,,916.0,,-2329.9,-1603.0,-729.5,-2712.7,,-1376.8,,,False,,,,,False,,False,False,True,False,,False,,
05127,376,180.0,32.0,,,,,397.0,,37.0,119.3,93.0,0.0,,,,,-196.0,-344.0,,,,,21.0,,-339.0,-256.7,-283.0,-376.0,,,,,False,,,,,True,,False,False,False,False,,,,
05129,156,228.0,6.0,,,,,224.0,,77.7,138.9,222.5,0.0,,,,,72.0,-150.0,,,,,68.0,,-78.3,-17.1,66.5,-156.0,,,,,False,,,,,True,,False,True,True,False,,,,
05131,4896,2904.0,2428.0,,,,,5645.0,,1626.3,2050.1,3326.5,477.7,,1514.7,,,-1992.0,-2468.0,,,,,749.0,,-3269.7,-2845.9,-1569.5,-4418.3,,-3381.3,,,False,,,,,True,,False,False,True,False,,False,,
05133,432,426.0,0.0,,,,,697.0,,188.4,261.0,457.0,0.2,,,,,-6.0,-432.0,,,,,265.0,,-243.6,-171.0,25.0,-431.8,,,,,False,,,,,False,,False,False,False,False,,,,
05135,423,528.0,316.0,,,,,471.0,,346.5,326.9,612.0,60.7,,,,,105.0,-107.0,,,,,48.0,,-76.5,-96.1,189.0,-362.3,,,,,False,,,,,True,,True,True,False,False,,,,
05137,194,486.0,1100.0,,,,,303.0,,246.4,333.8,484.0,139.0,,,,,292.0,906.0,,,,,109.0,,52.4,139.8,290.0,-55.0,,,,,False,,,,,True,,True,True,True,True,,,,
05139,1232,1446.0,1400.0,,,,,1341.0,,1328.0,888.1,1562.0,173.9,,1470.1,,,214.0,168.0,,,,,109.0,,96.0,-343.9,330.0,-1058.1,,238.1,,,True,,,,,True,,True,False,False,False,,False,,
05141,447,378.0,143.0,,,,,470.0,,540.5,293.2,702.0,27.5,,,,,-69.0,-304.0,,,,,23.0,,93.5,-153.8,255.0,-419.5,,,,,False,,,,,True,,False,False,False,False,,,,
05143,7868,7110.0,5541.0,,,,,7137.0,,4528.7,5331.3,8232.5,1943.8,,2286.3,2932.0,,-758.0,-2327.0,,,,,-731.0,,-3339.3,-2536.7,364.5,-5924.2,,-5581.7,-4936.0,,False,,,,,True,,False,False,True,False,,False,False,
05145,2482,2106.0,2719.0,,,,,3210.0,,3792.1,1434.1,3819.0,555.3,,1437.6,,,-376.0,237.0,,,,,728.0,,1310.1,-1047.9,1337.0,-1926.7,,-1044.4,,,True,,,,,False,,False,False,False,False,,False,,
05147,267,174.0,46.0,,,,,171.0,,155.5,86.4,168.0,12.6,,,,,-93.0,-221.0,,,,,-96.0,,-111.5,-180.6,-99.0,-254.4,,,,,False,,,,,False,,False,False,False,False,,,,
05149,908,918.0,381.0,,,,,850.0,,887.4,528.5,1317.5,111.5,,,,,10.0,-527.0,,,,,-58.0,,-20.6,-379.5,409.5,-796.5,,,,,False,,,,,False,,False,False,False,False,,,,
06001,30500,37014.0,33501.0,,,,,33558.0,,57285.8,39727.0,47453.0,9744.9,,28894.1,36220.0,,6514.0,3001.0,,,,,3058.0,,26785.8,9227.0,16953.0,-20755.1,,-1605.9,5720.0,,True,,,,,True,,False,False,False,False,,True,True,
06003,20,6.0,0.0,,,,,12.0,,6.1,1.3,30.0,,,,,,-14.0,-20.0,,,,,-8.0,,-13.9,-18.7,10.0,,,,,,False,,,,,True,,True,False,True,,,,,
06005,1018,2238.0,1083.0,,,,,996.0,,1731.8,497.1,2000.5,0.0,,,,,1220.0,65.0,,,,,-22.0,,713.8,-520.9,982.5,-1018.0,,,,,True,,,,,True,,True,True,True,True,,,,
06007,3548,5802.0,7354.0,,,,,5893.0,,12745.5,3426.0,5650.5,1059.2,,4486.5,4016.0,,2254.0,3806.0,,,,,2345.0,,9197.5,-122.0,2102.5,-2488.8,,938.5,468.0,,False,,,,,False,,False,True,True,False,,True,True,
06009,756,1152.0,2318.0,,,,,905.0,,1795.0,452.5,1913.0,54.0,,,,,396.0,1562.0,,,,,149.0,,1039.0,-303.5,1157.0,-702.0,,,,,False,,,,,True,,False,True,False,False,,,,
06011,785,906.0,868.0,,,,,671.0,,1062.9,296.5,760.0,121.3,,,,,121.0,83.0,,,,,-114.0,,277.9,-488.5,-25.0,-663.7,,,,,True,,,,,True,,False,False,True,False,,,,
06013,20701,23382.0,11948.0,,,,,24870.0,,40199.9,14659.1,30832.5,4312.1,,22520.3,32335.0,,2681.0,-8753.0,,,,,4169.0,,19498.9,-6041.9,10131.5,-16388.9,,1819.3,11634.0,,False,,,,,False,,False,False,False,False,,True,False,
06015,203,312.0,69.0,,,,,236.0,,354.0,235.5,364.0,0.0,,,,,109.0,-134.0,,,,,33.0,,151.0,32.5,161.0,-203.0,,,,,False,,,,,True,,False,True,False,False,,,,
06017,3477,4056.0,2850.0,,,,,5147.0,,3757.4,2241.1,3930.0,354.2,,3237.1,3507.0,,579.0,-627.0,,,,,1670.0,,280.4,-1235.9,453.0,-3122.8,,-239.9,30.0,,False,,,,,False,,True,False,True,False,,True,True,
06019,28262,57648.0,85344.0,,,,,49890.0,,355124.1,35500.0,144220.0,2745.6,,37214.1,,,29386.0,57082.0,,,,,21628.0,,326862.1,7238.0,115958.0,-25516.4,,8952.1,,,False,,,,,True,,False,True,False,True,,True,,
06021,732,702.0,528.0,,,,,790.0,,404.2,325.3,806.0,278.0,,,,,-30.0,-204.0,,,,,58.0,,-327.8,-406.7,74.0,-454.0,,,,,False,,,,,False,,False,False,False,False,,,,
06023,1323,1182.0,1864.0,,,,,1320.0,,685.4,737.0,564.0,123.5,,,649.0,,-141.0,541.0,,,,,-3.0,,-637.6,-586.0,-759.0,-1199.5,,,-674.0,,False,,,,,True,,False,False,False,False,,,False,
06025,4828,7296.0,2301.0,,,,,9301.0,,8340.7,4225.6,7106.0,0.0,,6184.4,3103.0,,2468.0,-2527.0,,,,,4473.0,,3512.7,-602.4,2278.0,-4828.0,,1356.4,-1725.0,,False,,,,,False,,False,True,True,False,,True,True,
06027,565,510.0,,,,,,143.0,,1306.0,134.2,563.0,54.1,,,,,-55.0,,,,,,-422.0,,741.0,-430.8,-2.0,-510.9,,,,,,,,,,False,,False,False,True,False,,,,
06029,33305,38142.0,23298.0,,,,,44839.0,,70440.8,25040.0,57096.0,4657.4,,30015.2,31336.0,,4837.0,-10007.0,,,,,11534.0,,37135.8,-8265.0,23791.0,-28647.6,,-3289.8,-1969.0,,False,,,,,False,,False,False,False,False,,True,True,
06031,5671,7212.0,5725.0,,,,,5876.0,,4045.2,5008.2,7293.0,878.5,,6021.1,3732.0,,1541.0,54.0,,,,,205.0,,-1625.8,-662.8,1622.0,-4792.5,,350.1,-1939.0,,True,,,,,True,,False,True,False,False,,True,False,
06033,1431,1734.0,2399.0,,,,,1064.0,,1894.8,1247.0,1832.5,90.4,,,,,303.0,968.0,,,,,-367.0,,463.8,-184.0,401.5,-1340.6,,,,,False,,,,,False,,False,True,False,False,,,,
06035,1255,1914.0,0.0,,,,,937.0,,1543.7,1119.7,3664.5,0.0,,,,,659.0,-1255.0,,,,,-318.0,,288.7,-135.3,2409.5,-1255.0,,,,,False,,,,,True,,True,True,False,False,,,,
06037,436128,576456.0,627389.0,,,,,526018.0,,826510.1,413306.5,629592.0,152850.3,,411756.4,606766.0,,140328.0,191261.0,,,,,89890.0,,390382.1,-22821.5,193464.0,-283277.7,,-24371.6,170638.0,,False,,,,,True,,False,True,False,False,,True,False,
06039,4982,6966.0,8249.0,,,,,4821.0,,7467.1,2126.5,6290.0,519.7,,6951.4,2809.0,,1984.0,3267.0,,,,,-161.0,,2485.1,-2855.5,1308.0,-4462.3,,1969.4,-2173.0,,False,,,,,True,,False,False,True,False,,True,False,
06041,3165,3588.0,4191.0,,,,,4357.0,,5566.8,2723.6,4486.5,2.4,,1692.1,3218.0,,423.0,1026.0,,,,,1192.0,,2401.8,-441.4,1321.5,-3162.6,,-1472.9,53.0,,False,,,,,False,,False,False,False,False,,False,True,
06043,159,186.0,89.0,,,,,158.0,,75.2,177.5,115.0,1.6,,,,,27.0,-70.0,,,,,-1.0,,-83.8,18.5,-44.0,-157.4,,,,,False,,,,,True,,False,True,False,False,,,,
06045,1259,930.0,336.0,,,,,1346.0,,1101.2,693.2,1469.0,178.1,,1450.2,,,-329.0,-923.0,,,,,87.0,,-157.8,-565.8,210.0,-1080.9,,191.2,,,False,,,,,True,,True,False,True,False,,True,,
06047,9349,10554.0,8997.0,,,,,14179.0,,10554.3,5789.2,10737.5,595.4,,9025.6,6109.0,,1205.0,-352.0,,,,,4830.0,,1205.3,-3559.8,1388.5,-8753.6,,-323.4,-3240.0,,True,,,,,False,,False,False,False,False,,True,False,
06049,120,132.0,0.0,,,,,212.0,,98.1,96.8,109.0,0.0,,,,,12.0,-120.0,,,,,92.0,,-21.9,-23.2,-11.0,-120.0,,,,,False,,,,,False,,False,False,True,False,,,,
06051,325,510.0,410.0,,,,,111.0,,627.7,68.0,575.0,0.0,,,,,185.0,85.0,,,,,-214.0,,302.7,-257.0,250.0,-325.0,,,,,True,,,,,False,,False,False,False,False,,,,
06053,14744,20712.0,10798.0,,,,,17882.0,,45581.2,11311.0,22590.5,3966.4,,17754.9,12975.0,,5968.0,-3946.0,,,,,3138.0,,30837.2,-3433.0,7846.5,-10777.6,,3010.9,-1769.0,,True,,,,,True,,False,True,False,False,,True,True,
06055,3247,3978.0,3960.0,,,,,3430.0,,3275.4,2164.0,4053.0,2000.9,,4628.6,3318.0,,731.0,713.0,,,,,183.0,,28.4,-1083.0,806.0,-1246.1,,1381.6,71.0,,True,,,,,True,,True,False,False,False,,False,True,
06057,1163,1428.0,1344.0,,,,,2395.0,,539.0,655.1,1122.0,0.9,,1289.3,,,265.0,181.0,,,,,1232.0,,-624.0,-507.9,-41.0,-1162.1,,126.3,,,True,,,,,False,,False,False,True,False,,True,,
06059,87803,137166.0,106755.0,,,,,122711.0,,282461.1,73083.8,173504.0,26034.7,,87436.4,172608.0,,49363.0,18952.0,,,,,34908.0,,194658.1,-14719.2,85701.0,-61768.3,,-366.6,84805.0,,True,,,,,True,,False,True,False,False,,True,False,
06061,6124,9990.0,11602.0,,,,,12513.0,,12132.4,4511.7,12008.5,2276.2,,11907.3,6052.0,,3866.0,5478.0,,,,,6389.0,,6008.4,-1612.3,5884.5,-3847.8,,5783.3,-72.0,,False,,,,,False,,False,True,False,True,,False,True,
06063,177,228.0,55.0,,,,,570.0,,262.4,94.6,361.0,8.9,,,,,51.0,-122.0,,,,,393.0,,85.4,-82.4,184.0,-168.1,,,,,False,,,,,False,,False,False,False,False,,,,
06065,113480,145890.0,66035.0,,,,,144517.0,,288328.4,114923.3,241848.0,31750.4,,100439.7,93908.0,,32410.0,-47445.0,,,,,31037.0,,174848.4,1443.3,128368.0,-81729.6,,-13040.3,-19572.0,,False,,,,,True,,False,True,False,False,,True,True,
06067,27519,45762.0,57028.0,,,,,46382.0,,36297.0,20412.7,43485.0,8896.1,,29090.9,30293.0,,18243.0,29509.0,,,,,18863.0,,8778.0,-7106.3,15966.0,-18622.9,,1571.9,2774.0,,False,,,,,False,,True,True,True,False,,True,True,
06069,2137,3066.0,2913.0,,,,,2526.0,,4747.0,452.9,5208.0,405.7,,2336.8,,,929.0,776.0,,,,,389.0,,2610.0,-1684.1,3071.0,-1731.3,,199.8,,,True,,,,,True,,False,False,False,False,,True,,
06071,96137,144942.0,88979.0,,,,,163309.0,,354483.3,121934.7,256003.0,40414.6,,86844.1,139824.0,,48805.0,-7158.0,,,,,67172.0,,258346.3,25797.7,159866.0,-55722.4,,-9292.9,43687.0,,True,,,,,False,,False,True,False,False,,True,True,
06073,102687,118050.0,70834.0,,,,,113675.0,,156444.4,71911.5,135845.0,31593.1,,116932.2,105857.0,,15363.0,-31853.0,,,,,10988.0,,53757.4,-30775.5,33158.0,-71093.9,,14245.2,3170.0,,False,,,,,True,,False,False,False,False,,True,True,
06075,10099,10890.0,9122.0,,,,,12795.0,,15065.1,10909.2,17251.0,5017.1,,7915.6,10356.0,,791.0,-977.0,,,,,2696.0,,4966.1,810.2,7152.0,-5081.9,,-2183.4,257.0,,False,,,,,False,,False,False,False,False,,False,True,
06077,21530,33630.0,47979.0,,,,,29729.0,,68173.4,16838.8,45080.0,3639.4,,21400.4,74834.0,,12100.0,26449.0,,,,,8199.0,,46643.4,-4691.2,23550.0,-17890.6,,-129.6,53304.0,,False,,,,,True,,False,True,False,False,,True,False,
06079,8718,6906.0,4824.0,,,,,8460.0,,13942.4,3247.1,7989.0,1682.6,,7162.6,4697.0,,-1812.0,-3894.0,,,,,-258.0,,5224.4,-5470.9,-729.0,-7035.4,,-1555.4,-4021.0,,False,,,,,True,,False,False,True,False,,True,False,
06081,14121,12534.0,4644.0,,,,,15185.0,,23895.5,12088.4,24652.5,2676.7,,4103.8,15481.0,,-1587.0,-9477.0,,,,,1064.0,,9774.5,-2032.6,10531.5,-11444.3,,-10017.2,1360.0,,False,,,,,True,,False,False,False,False,,False,True,
06083,13672,9360.0,8177.0,,,,,12411.0,,16823.6,9552.7,13804.5,1309.1,,5710.6,15364.0,,-4312.0,-5495.0,,,,,-1261.0,,3151.6,-4119.3,132.5,-12362.9,,-7961.4,1692.0,,False,,,,,True,,True,True,True,False,,False,True,
06085,41307,50382.0,37464.0,,,,,46932.0,,63468.5,24921.9,54752.0,14907.1,,41082.8,54226.0,,9075.0,-3843.0,,,,,5625.0,,22161.5,-16385.1,13445.0,-26399.9,,-224.2,12919.0,,True,,,,,True,,False,False,False,False,,True,False,
