,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,UCF-AEM,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-UCF-AEM,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
Idaho,44577,87416.0,,87914.9,,91155.0,159012.9,81109.6,,47830.7,47852.0,42839.0,,43337.9,,46578.0,114435.9,36532.6,,3253.7,3275.0,,False,,False,False,True,,True,True
Illinois,302593,493704.0,,382829.9,,481156.0,543053.7,193818.0,,581395.9,201910.0,191111.0,,80236.9,,178563.0,240460.7,-108775.0,,278802.9,-100683.0,,True,,True,False,True,,False,True
Indiana,218451,356136.0,,368576.9,,375249.0,556637.6,206506.5,,253469.4,180145.0,137685.0,,150125.9,,156798.0,338186.6,-11944.5,,35018.4,-38306.0,,False,,False,False,True,,True,True
Iowa,69297,92992.0,,87373.4,,114386.0,103071.7,27797.3,,83591.9,33494.0,23695.0,,18076.4,,45089.0,33774.7,-41499.7,,14294.9,-35803.0,,True,,False,False,False,,True,False
Kansas,95866,136776.0,,125821.9,,129969.0,197538.3,60507.2,,141497.4,66738.0,40910.0,,29955.9,,34103.0,101672.3,-35358.8,,45631.4,-29128.0,,True,,True,False,True,,False,True
Kentucky,155594,180760.0,,214733.1,,210024.0,342972.4,169540.8,,115934.3,98602.0,25166.0,,59139.1,,54430.0,187378.4,13946.8,,-39659.7,-56992.0,,False,,False,False,True,,False,False
Louisiana,145670,136112.0,,162934.4,,149231.0,210708.1,153787.1,,99180.3,67982.0,-9558.0,,17264.4,,3561.0,65038.1,8117.1,,-46489.7,-77688.0,,False,,True,False,True,,False,False
Maine,25445,19944.0,,21684.6,,26664.0,45618.8,39015.5,,25614.5,13744.0,-5501.0,,-3760.4,,1219.0,20173.8,13570.5,,169.5,-11701.0,,True,,True,False,False,,True,False
Maryland,130075,157000.0,,157917.6,,174346.0,267145.3,156212.7,,144802.7,87401.0,26925.0,,27842.6,,44271.0,137070.3,26137.7,,14727.7,-42674.0,,False,,False,False,True,,True,False
Massachusetts,255102,269664.0,,361098.8,,325801.0,640060.1,608330.1,,260281.8,231264.0,14562.0,,105996.8,,70699.0,384958.1,353228.1,,5179.8,-23838.0,,False,,False,False,False,,True,False
Michigan,155526,308664.0,,274990.3,,359500.0,530484.6,193086.9,,465127.9,115336.0,153138.0,,119464.3,,203974.0,374958.6,37560.9,,309601.9,-40190.0,,True,,False,False,True,,False,True
Minnesota,91819,240936.0,,232479.9,,288850.0,303430.1,100472.9,,182718.3,93929.0,149117.0,,140660.9,,197031.0,211611.1,8653.9,,90899.3,2110.0,,True,,False,False,True,,True,True
Mississippi,102831,115912.0,,125992.9,,121045.0,242084.4,183141.2,,117189.3,88440.0,13081.0,,23161.9,,18214.0,139253.4,80310.2,,14358.3,-14391.0,,False,,False,False,False,,False,False
Missouri,130222,198400.0,,188076.7,,199066.0,211635.6,93957.4,,199055.1,95879.0,68178.0,,57854.7,,68844.0,81413.6,-36264.6,,68833.1,-34343.0,,True,,False,False,True,,False,True
Montana,23073,44600.0,,39528.3,,50229.0,51130.7,16663.8,,20817.2,19476.0,21527.0,,16455.3,,27156.0,28057.7,-6409.2,,-2255.8,-3597.0,,True,,False,False,True,,True,True
Nebraska,45733,72960.0,,74432.8,,89472.0,86066.4,43376.3,,63217.6,28204.0,27227.0,,28699.8,,43739.0,40333.4,-2356.7,,17484.6,-17529.0,,False,,False,False,True,,True,True
Nevada,99442,146568.0,,166993.3,,145651.0,280164.1,120212.4,,166113.1,82747.0,47126.0,,67551.3,,46209.0,180722.1,20770.4,,66671.1,-16695.0,,False,,True,False,True,,False,True
New Hampshire,37817,48848.0,,55270.8,,62896.0,107260.0,104754.5,,76248.8,23669.0,11031.0,,17453.8,,25079.0,69443.0,66937.5,,38431.8,-14148.0,,False,,False,False,False,,False,False
New Jersey,282064,276080.0,,287476.4,,286197.0,395684.7,291123.4,,269267.6,164959.0,-5984.0,,5412.4,,4133.0,113620.7,9059.4,,-12796.4,-117105.0,,True,,True,False,False,,False,False
New Mexico,58856,92016.0,,78315.4,,103542.0,163501.7,32344.3,,45898.8,38576.0,33160.0,,19459.4,,44686.0,104645.7,-26511.7,,-12957.2,-20280.0,,True,,False,False,True,,True,True
New York,696073,550728.0,,915935.3,,558932.0,1154853.0,2354471.4,,395079.9,329365.0,-145345.0,,219862.3,,-137141.0,458780.0,1658398.4,,-300993.1,-366708.0,,False,,True,False,False,,False,False
North Carolina,361745,329792.0,,401764.9,,392982.0,559555.0,501215.4,,216854.9,232970.0,-31953.0,,40019.9,,31237.0,197810.0,139470.4,,-144890.1,-128775.0,,False,,True,False,False,,False,False
North Dakota,10516,40688.0,,30540.3,,50216.0,36154.4,10973.9,,18311.1,18352.0,30172.0,,20024.3,,39700.0,25638.4,457.9,,7795.1,7836.0,,True,,False,True,True,,True,True
Ohio,364618,688232.0,,720574.8,,751106.0,1019349.4,805490.9,,978319.3,367930.0,323614.0,,355956.8,,386488.0,654731.4,440872.9,,613701.3,3312.0,,False,,False,False,False,,False,True
Oklahoma,168444,160728.0,,182439.5,,215899.0,250721.4,83618.7,,141336.4,97961.0,-7716.0,,13995.5,,47455.0,82277.4,-84825.3,,-27107.6,-70483.0,,False,,False,False,False,,False,False
Oregon,53902,76768.0,,86864.9,,83593.0,153682.3,97667.8,,140331.1,39309.0,22866.0,,32962.9,,29691.0,99780.3,43765.8,,86429.1,-14593.0,,False,,False,False,False,,False,True
Pennsylvania,383892,557560.0,,628989.6,,627692.0,1161010.3,884453.9,,336408.5,371653.0,173668.0,,245097.6,,243800.0,777118.3,500561.9,,-47483.5,-12239.0,,False,,False,False,False,,True,True
Rhode Island,47073,69448.0,,72133.4,,72760.0,116216.6,74046.2,,26509.0,29177.0,22375.0,,25060.4,,25687.0,69143.6,26973.2,,-20564.0,-17896.0,,False,,False,False,False,,True,True
South Carolina,214183,156504.0,,179236.3,,173760.0,273760.6,250237.2,,146975.3,116332.0,-57679.0,,-34946.7,,-40423.0,59577.6,36054.2,,-67207.7,-97851.0,,True,,True,False,True,,False,False
South Dakota,18725,40824.0,,36420.9,,44615.0,47148.5,16104.5,,43500.9,16073.0,22099.0,,17695.9,,25890.0,28423.5,-2620.5,,24775.9,-2652.0,,True,,False,False,True,,False,True
Tennessee,299260,363448.0,,406896.1,,413759.0,533113.0,381073.5,,315070.6,253620.0,64188.0,,107636.1,,114499.0,233853.0,81813.5,,15810.6,-45640.0,,False,,False,False,False,,True,True
Texas,1012229,712680.0,,712029.3,,875562.0,1309229.9,1034848.4,,593807.0,372267.0,-299549.0,,-300199.7,,-136667.0,297000.9,22619.4,,-418422.0,-639962.0,,False,,True,True,True,,False,False
Utah,121879,151816.0,,166617.6,,193302.0,236485.7,66827.6,,81217.9,79190.0,29937.0,,44738.6,,71423.0,114606.7,-55051.4,,-40661.1,-42689.0,,False,,False,False,False,,False,False
Vermont,7140,5856.0,,7179.8,,8834.0,9137.1,11920.3,,10411.0,4019.0,-1284.0,,39.8,,1694.0,1997.1,4780.3,,3271.0,-3121.0,,True,,False,False,False,,False,False
Virginia,247561,219536.0,,236237.7,,213866.0,364838.0,358520.6,,184674.0,151887.0,-28025.0,,-11323.3,,-33695.0,117277.0,110959.6,,-62887.0,-95674.0,,True,,False,False,False,,False,False
Washington,111429,191536.0,,207115.4,,146144.0,369791.6,186437.2,,314794.7,109470.0,80107.0,,95686.4,,34715.0,258362.6,75008.2,,203365.7,-1959.0,,False,,True,False,True,,False,True
West Virginia,62039,68632.0,,71032.4,,71928.0,119226.7,80108.5,,94385.6,42420.0,6593.0,,8993.4,,9889.0,57187.7,18069.5,,32346.6,-19619.0,,False,,False,False,False,,False,False
Wisconsin,134025,224584.0,,210372.8,,232174.0,263904.5,72969.4,,174122.2,102967.0,90559.0,,76347.8,,98149.0,129879.5,-61055.6,,40097.2,-31058.0,,True,,False,False,True,,True,True
Wyoming,13711,23728.0,,19625.8,,28242.0,28618.1,9287.4,,17645.6,13308.0,10017.0,,5914.8,,14531.0,14907.1,-4423.6,,3934.6,-403.0,,True,,False,False,True,,True,True
US,10697537,11847848.0,26633382.0,14698673.5,12418196.0,12118245.0,21267702.8,17054723.7,13011963.0,9575856.9,6962010.0,1150311.0,15935845.0,4001136.5,1720659.0,1420708.0,10570165.8,6357186.7,2314426.0,-1121680.1,-3735527.0,False,False,False,False,False,False,False,True,False
