,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
20001,42,9.0,11.2,,6.0,0.0,,,,,,15.0,,97.4,13.1,,,2.2,,0.0,,3.3,,,,,,7.0,4.7,27.5,-33.0,-30.8,,-36.0,-42.0,,,,,,-27.0,,55.4,-28.9,,,-39.8,,-42.0,,-38.7,,,,,,-35.0,-37.3,-14.5,True,,False,False,,,,,,True,,False,True,,,False,,False,,False,,,,,,False,False,True
20003,36,12.0,8.4,,8.0,21.0,,,,,,21.0,,22.9,10.9,,2.8,2.6,,,,5.6,,,,,,14.0,7.4,41.2,-24.0,-27.6,,-28.0,-15.0,,,,,,-15.0,,-13.1,-25.1,,-33.2,-33.4,,,,-30.4,,,,,,-22.0,-28.6,5.2,False,,False,True,,,,,,True,,True,False,,False,False,,,,False,,,,,,True,False,True
20005,85,186.0,143.1,,45.0,92.0,,,,,,61.0,,137.1,62.7,,0.0,16.7,7.1,162.0,,5.7,,,,,,76.0,16.0,621.7,101.0,58.1,,-40.0,7.0,,,,,,-24.0,,52.1,-22.3,,-85.0,-68.3,-77.9,77.0,,-79.3,,,,,,-9.0,-69.0,536.7,True,,True,True,,,,,,True,,True,True,,True,True,True,True,,True,,,,,,True,True,False
20007,8,0.0,0.4,,0.0,0.0,,,,,,8.0,,0.2,0.1,,0.0,0.0,,0.0,,0.7,,,,,,0.0,4.3,38.6,-8.0,-7.6,,-8.0,-8.0,,,,,,0.0,,-7.8,-8.0,,-8.0,-8.0,,-8.0,,-7.3,,,,,,-8.0,-3.7,30.6,True,,False,False,,,,,,True,,True,True,,True,True,,False,,True,,,,,,False,True,False
20009,189,108.0,101.9,,85.0,70.0,,,,,,88.0,,176.4,141.7,,15.1,40.7,64.3,75.0,,13.3,,,,,,75.0,30.8,141.0,-81.0,-87.1,,-104.0,-119.0,,,,,,-101.0,,-12.6,-47.3,,-173.9,-148.3,-124.7,-114.0,,-175.7,,,,,,-114.0,-158.2,-48.0,False,,False,False,,,,,,False,,True,True,,False,False,False,False,,False,,,,,,False,False,True
20011,78,30.0,34.8,,19.0,0.0,,,,,,43.0,,176.7,35.2,,4.6,10.3,24.4,20.0,,6.4,,,,,,29.0,12.8,138.5,-48.0,-43.2,,-59.0,-78.0,,,,,,-35.0,,98.7,-42.8,,-73.4,-67.7,-53.6,-58.0,,-71.6,,,,,,-49.0,-65.2,60.5,True,,False,False,,,,,,True,,False,True,,False,False,False,False,,False,,,,,,False,False,False
20013,65,9.0,11.3,,8.0,11.0,,,,,,25.0,,6.6,20.4,,4.5,1.3,,20.0,,0.9,,,,,,6.0,13.9,30.4,-56.0,-53.7,,-57.0,-54.0,,,,,,-40.0,,-58.4,-44.6,,-60.5,-63.7,,-45.0,,-64.1,,,,,,-59.0,-51.1,-34.6,True,,False,True,,,,,,True,,False,True,,False,False,,True,,False,,,,,,False,True,True
20015,545,117.0,114.4,,114.0,21.0,,,,,,178.0,,213.2,263.2,,36.2,58.3,224.0,132.0,,8.4,,,,,,90.0,36.9,2684.4,-428.0,-430.6,,-431.0,-524.0,,,,,,-367.0,,-331.8,-281.8,,-508.8,-486.7,-321.0,-413.0,,-536.5,,,,,,-455.0,-508.1,2139.4,False,,False,False,,,,,,True,,True,True,,False,False,True,True,,False,,,,,,False,False,False
20017,2,15.0,12.1,,3.0,0.0,,,,,,8.0,,10.6,5.8,,3.0,2.0,,13.0,,0.1,,,,,,3.0,15.7,31.0,13.0,10.1,,1.0,-2.0,,,,,,6.0,,8.6,3.8,,1.0,0.0,,11.0,,-1.9,,,,,,1.0,13.7,29.0,True,,True,True,,,,,,True,,True,True,,True,True,,True,,True,,,,,,True,False,False
20019,9,9.0,8.2,,2.0,0.0,,,,,,7.0,,9.2,2.5,,0.2,0.7,,0.0,,1.7,,,,,,7.0,4.7,72.4,0.0,-0.8,,-7.0,-9.0,,,,,,-2.0,,0.2,-6.5,,-8.8,-8.3,,-9.0,,-7.3,,,,,,-2.0,-4.3,63.4,False,,False,False,,,,,,False,,False,False,,False,False,,False,,False,,,,,,False,False,False
20021,168,201.0,194.7,,110.0,100.0,,,,,,117.0,,314.6,73.6,,108.8,73.0,80.3,273.0,,43.3,,,,,,116.0,31.3,806.6,33.0,26.7,,-58.0,-68.0,,,,,,-51.0,,146.6,-94.4,,-59.2,-95.0,-87.7,105.0,,-124.7,,,,,,-52.0,-136.7,638.6,True,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,,,,,,False,False,False
20023,62,6.0,6.0,,0.0,0.0,,,,,,9.0,,5.8,2.8,,0.2,0.6,,0.0,,0.7,,,,,,5.0,4.2,36.2,-56.0,-56.0,,-62.0,-62.0,,,,,,-53.0,,-56.2,-59.2,,-61.8,-61.4,,-62.0,,-61.3,,,,,,-57.0,-57.8,-25.8,True,,False,False,,,,,,True,,False,False,,False,False,,False,,False,,,,,,False,False,True
20025,8,3.0,2.6,,2.0,0.0,,,,,,10.0,,2.5,1.0,,1.8,0.1,,11.0,,0.0,,,,,,1.0,9.7,75.2,-5.0,-5.4,,-6.0,-8.0,,,,,,2.0,,-5.5,-7.0,,-6.2,-7.9,,3.0,,-8.0,,,,,,-7.0,1.7,67.2,False,,False,False,,,,,,True,,False,False,,False,False,,True,,False,,,,,,False,True,False
20027,23,0.0,1.1,,2.0,17.0,,,,,,15.0,,1.7,16.4,,1.9,0.6,,0.0,,0.7,,,,,,5.0,5.4,74.7,-23.0,-21.9,,-21.0,-6.0,,,,,,-8.0,,-21.3,-6.6,,-21.1,-22.4,,-23.0,,-22.4,,,,,,-18.0,-17.6,51.7,True,,True,True,,,,,,True,,True,True,,True,True,,False,,True,,,,,,True,True,False
20029,13,0.0,0.0,,2.0,8.0,,,,,,20.0,,2.1,12.5,,3.1,1.0,,12.0,,3.9,,,,,,2.0,7.4,10.7,-13.0,-13.0,,-11.0,-5.0,,,,,,7.0,,-10.9,-0.5,,-9.9,-12.0,,-1.0,,-9.1,,,,,,-11.0,-5.6,-2.3,False,,True,True,,,,,,True,,True,True,,True,True,,True,,True,,,,,,True,True,True
20031,28,33.0,35.2,,18.0,22.0,,,,,,17.0,,30.8,9.7,,2.1,13.0,13.5,29.0,,12.7,,,,,,18.0,7.8,71.8,5.0,7.2,,-10.0,-6.0,,,,,,-11.0,,2.8,-18.3,,-25.9,-15.0,-14.5,1.0,,-15.3,,,,,,-10.0,-20.2,43.8,False,,False,False,,,,,,False,,True,False,,False,False,False,True,,False,,,,,,False,False,False
20033,7,0.0,0.9,,0.0,0.0,,,,,,6.0,,0.1,0.4,,0.1,0.0,,0.0,,0.0,,,,,,0.0,11.7,16.4,-7.0,-6.1,,-7.0,-7.0,,,,,,-1.0,,-6.9,-6.6,,-6.9,-7.0,,-7.0,,-7.0,,,,,,-7.0,4.7,9.4,True,,False,False,,,,,,True,,True,True,,True,True,,False,,False,,,,,,False,True,False
20035,123,42.0,46.3,,45.0,25.0,,,,,,108.0,,114.8,122.5,,1.8,16.5,118.1,,,13.3,,,,,,34.0,55.0,293.6,-81.0,-76.7,,-78.0,-98.0,,,,,,-15.0,,-8.2,-0.5,,-121.2,-106.5,-4.9,,,-109.7,,,,,,-89.0,-68.0,170.6,True,,True,False,,,,,,True,,True,True,,False,False,True,,,False,,,,,,False,True,False
20037,273,267.0,309.6,,144.0,0.0,,,,,,305.0,,582.9,123.2,,88.2,119.4,35.2,506.0,,168.1,,,,,,158.0,19.3,921.6,-6.0,36.6,,-129.0,-273.0,,,,,,32.0,,309.9,-149.8,,-184.8,-153.6,-237.8,233.0,,-104.9,,,,,,-115.0,-253.7,648.6,False,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,,,,,,False,False,False
20039,20,0.0,0.1,,0.0,0.0,,,,,,8.0,,0.2,0.9,,,0.1,,0.0,,0.1,,,,,,0.0,4.2,22.4,-20.0,-19.9,,-20.0,-20.0,,,,,,-12.0,,-19.8,-19.1,,,-19.9,,-20.0,,-19.9,,,,,,-20.0,-15.8,2.4,True,,False,False,,,,,,True,,True,True,,,True,,False,,True,,,,,,False,True,True
20041,135,21.0,22.2,,21.0,24.0,,,,,,25.0,,139.0,50.3,,7.5,7.4,,21.0,,16.3,,,,,,15.0,10.5,29.3,-114.0,-112.8,,-114.0,-111.0,,,,,,-110.0,,4.0,-84.7,,-127.5,-127.6,,-114.0,,-118.7,,,,,,-120.0,-124.5,-105.7,True,,False,True,,,,,,True,,True,True,,False,False,,False,,False,,,,,,False,False,True
20043,34,33.0,31.0,,24.0,41.0,,,,,,24.0,,33.8,15.2,,5.2,6.5,,29.0,,10.3,,,,,,23.0,9.1,139.8,-1.0,-3.0,,-10.0,7.0,,,,,,-10.0,,-0.2,-18.8,,-28.8,-27.5,,-5.0,,-23.7,,,,,,-11.0,-24.9,105.8,False,,False,False,,,,,,False,,True,False,,False,False,,False,,False,,,,,,False,False,False
20045,588,771.0,790.5,,752.0,1800.0,,,,,,999.0,,973.3,550.0,,210.0,324.2,830.0,520.0,,8.8,,383.0,,,,473.0,58.7,3365.2,183.0,202.5,,164.0,1212.0,,,,,,411.0,,385.3,-38.0,,-378.0,-263.8,242.0,-68.0,,-579.2,,-205.0,,,,-115.0,-529.3,2777.2,False,,True,False,,,,,,False,,False,True,,False,False,False,True,,False,,False,,,,True,False,False
20047,19,9.0,14.2,,4.0,2.0,,,,,,8.0,,23.0,3.7,,1.0,1.8,,,,2.3,,,,,,11.0,8.1,97.5,-10.0,-4.8,,-15.0,-17.0,,,,,,-11.0,,4.0,-15.3,,-18.0,-17.2,,,,-16.7,,,,,,-8.0,-10.9,78.5,True,,False,False,,,,,,False,,True,False,,False,False,,,,False,,,,,,True,False,False
20049,6,0.0,0.0,,0.0,0.0,,,,,,3.0,,1.1,1.2,,,0.0,,0.0,,0.0,,,,,,0.0,4.3,74.4,-6.0,-6.0,,-6.0,-6.0,,,,,,-3.0,,-4.9,-4.8,,,-6.0,,-6.0,,-6.0,,,,,,-6.0,-1.7,68.4,False,,False,False,,,,,,True,,True,True,,,True,,False,,False,,,,,,False,True,False
20051,414,432.0,442.6,,288.0,1353.0,,,,,,330.0,,900.2,115.0,,50.8,149.0,34.2,380.0,,244.9,,,,,,195.0,381.9,651.1,18.0,28.6,,-126.0,939.0,,,,,,-84.0,,486.2,-299.0,,-363.2,-265.0,-379.8,-34.0,,-169.1,,,,,,-219.0,-32.1,237.1,False,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,,,,,,False,False,False
20053,38,0.0,0.0,,0.0,0.0,,,,,,14.0,,1.1,1.4,,0.6,0.1,,0.0,,0.1,,,,,,0.0,5.4,23.1,-38.0,-38.0,,-38.0,-38.0,,,,,,-24.0,,-36.9,-36.6,,-37.4,-37.9,,-38.0,,-37.9,,,,,,-38.0,-32.6,-14.9,True,,False,False,,,,,,True,,True,True,,True,True,,False,,True,,,,,,False,True,True
20055,309,123.0,114.3,,69.0,,,,,,,285.0,,168.4,86.3,,51.9,69.7,5.2,159.0,,41.0,,65.7,,,,0.0,40.9,292.9,-186.0,-194.7,,-240.0,,,,,,,-24.0,,-140.6,-222.7,,-257.1,-239.3,-303.8,-150.0,,-268.0,,-243.3,,,,-309.0,-268.1,-16.1,False,,False,,,,,,,True,,True,False,,False,False,False,True,,False,,False,,,,False,False,True
20057,474,240.0,280.5,,208.0,272.0,,,,,,300.0,,272.9,87.2,,44.6,94.5,5.4,158.0,,225.0,,107.1,,,,0.0,101.2,662.5,-234.0,-193.5,,-266.0,-202.0,,,,,,-174.0,,-201.1,-386.8,,-429.4,-379.5,-468.6,-316.0,,-249.0,,-366.9,,,,-474.0,-372.8,188.5,True,,False,True,,,,,,True,,True,False,,False,False,False,False,,False,,False,,,,False,False,True
20059,136,27.0,32.2,,22.0,1.0,,,,,,62.0,,228.2,47.7,,0.2,13.3,87.2,,,12.0,,,,,,17.0,41.6,192.8,-109.0,-103.8,,-114.0,-135.0,,,,,,-74.0,,92.2,-88.3,,-135.8,-122.7,-48.8,,,-124.0,,,,,,-119.0,-94.4,56.8,True,,False,False,,,,,,True,,True,True,,False,False,True,,,False,,,,,,False,True,True
20061,188,42.0,25.0,,41.0,14.0,,,,,,162.0,,164.7,106.2,,4.6,33.2,128.4,,,9.5,,,,,,41.0,7.5,196.1,-146.0,-163.0,,-147.0,-174.0,,,,,,-26.0,,-23.3,-81.8,,-183.4,-154.8,-59.6,,,-178.5,,,,,,-147.0,-180.5,8.1,False,,False,False,,,,,,True,,True,True,,False,False,True,,,False,,,,,,False,False,True
20063,66,6.0,6.1,,6.0,0.0,,,,,,7.0,,27.3,5.9,,0.3,0.9,,0.0,,5.1,,,,,,13.0,6.5,55.9,-60.0,-59.9,,-60.0,-66.0,,,,,,-59.0,,-38.7,-60.1,,-65.7,-65.1,,-66.0,,-60.9,,,,,,-53.0,-59.5,-10.1,True,,False,False,,,,,,True,,True,False,,False,False,,False,,False,,,,,,True,True,True
20065,11,12.0,13.6,,3.0,0.0,,,,,,6.0,,8.6,2.1,,,0.5,,0.0,,2.2,,,,,,5.0,6.1,10.8,1.0,2.6,,-8.0,-11.0,,,,,,-5.0,,-2.4,-8.9,,,-10.5,,-11.0,,-8.8,,,,,,-6.0,-4.9,-0.2,False,,False,False,,,,,,False,,False,False,,,False,,False,,False,,,,,,False,False,True
20067,131,60.0,72.2,,28.0,56.0,,,,,,25.0,,45.2,28.1,,22.3,30.2,0.0,51.0,,0.1,,,,,,16.0,17.1,100.6,-71.0,-58.8,,-103.0,-75.0,,,,,,-106.0,,-85.8,-102.9,,-108.7,-100.8,-131.0,-80.0,,-130.9,,,,,,-115.0,-113.9,-30.4,True,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,,,,,,False,False,True
20069,19,0.0,0.0,,3.0,4.0,,,,,,19.0,,8.7,16.2,,0.0,0.6,0.0,14.0,,9.0,,,,,,5.0,17.5,166.1,-19.0,-19.0,,-16.0,-15.0,,,,,,0.0,,-10.3,-2.8,,-19.0,-18.4,-19.0,-5.0,,-10.0,,,,,,-14.0,-1.5,147.1,False,,True,True,,,,,,True,,True,True,,True,True,True,True,,True,,,,,,True,True,False
20071,7,6.0,5.9,,2.0,0.0,,,,,,10.0,,2.2,1.0,,,0.5,,3.0,,0.9,,,,,,2.0,4.4,40.7,-1.0,-1.1,,-5.0,-7.0,,,,,,3.0,,-4.8,-6.0,,,-6.5,,-4.0,,-6.1,,,,,,-5.0,-2.6,33.7,False,,False,False,,,,,,False,,False,False,,,False,,False,,False,,,,,,False,False,False
20073,5,45.0,39.1,,12.0,22.0,,,,,,12.0,,64.8,7.1,,1.5,10.0,,,,0.9,,,,,,49.0,8.8,58.1,40.0,34.1,,7.0,17.0,,,,,,7.0,,59.8,2.1,,-3.5,5.0,,,,-4.1,,,,,,44.0,3.8,53.1,True,,True,True,,,,,,True,,False,True,,True,True,,,,True,,,,,,False,True,False
20075,5,0.0,0.0,,0.0,0.0,,,,,,14.0,,0.2,1.1,,1.4,0.0,,2.0,,0.2,,,,,,0.0,5.0,12.6,-5.0,-5.0,,-5.0,-5.0,,,,,,9.0,,-4.8,-3.9,,-3.6,-5.0,,-3.0,,-4.8,,,,,,-5.0,-0.0,7.6,False,,False,False,,,,,,False,,True,True,,True,True,,True,,True,,,,,,False,True,False
20077,1,9.0,5.5,,7.0,29.0,,,,,,17.0,,9.9,14.7,,0.2,4.9,0.0,19.0,,0.8,,,,,,6.0,11.1,31.3,8.0,4.5,,6.0,28.0,,,,,,16.0,,8.9,13.7,,-0.8,3.9,-1.0,18.0,,-0.2,,,,,,5.0,10.1,30.3,True,,True,False,,,,,,False,,False,False,,True,True,True,False,,True,,,,,,True,False,False
20079,53,39.0,42.9,,33.0,11.0,,,,,,52.0,,136.0,93.5,,2.6,23.8,87.3,,,28.0,,,,,,29.0,52.6,366.6,-14.0,-10.1,,-20.0,-42.0,,,,,,-1.0,,83.0,40.5,,-50.4,-29.2,34.3,,,-25.0,,,,,,-24.0,-0.4,313.6,True,,False,False,,,,,,True,,False,False,,False,False,False,,,False,,,,,,False,True,False
20081,40,9.0,0.0,,5.0,45.0,,,,,,16.0,,89.1,7.7,,4.4,2.5,,14.0,,2.5,,,,,,30.0,13.2,113.5,-31.0,-40.0,,-35.0,5.0,,,,,,-24.0,,49.1,-32.3,,-35.6,-37.5,,-26.0,,-37.5,,,,,,-10.0,-26.8,73.5,False,,False,True,,,,,,True,,False,False,,False,False,,True,,False,,,,,,True,True,False
20083,7,12.0,12.5,,3.0,0.0,,,,,,4.0,,15.3,0.2,,0.3,0.8,,,,3.4,,,,,,8.0,4.5,118.8,5.0,5.5,,-4.0,-7.0,,,,,,-3.0,,8.3,-6.8,,-6.7,-6.2,,,,-3.6,,,,,,1.0,-2.5,111.8,False,,True,False,,,,,,True,,False,False,,False,False,,,,True,,,,,,True,True,False
20085,29,24.0,23.8,,24.0,38.0,,,,,,28.0,,21.1,33.7,,5.2,12.4,41.8,50.0,,60.2,,,,,,10.0,17.8,99.2,-5.0,-5.2,,-5.0,9.0,,,,,,-1.0,,-7.9,4.7,,-23.8,-16.6,12.8,21.0,,31.2,,,,,,-19.0,-11.2,70.2,False,,False,False,,,,,,True,,False,True,,False,False,False,False,,False,,,,,,False,False,False
20087,57,57.0,55.9,,38.0,45.0,,,,,,30.0,,156.4,67.5,,5.5,26.1,75.6,43.0,,16.0,,,,,,42.0,35.7,278.4,0.0,-1.1,,-19.0,-12.0,,,,,,-27.0,,99.4,10.5,,-51.5,-30.9,18.6,-14.0,,-41.0,,,,,,-15.0,-21.3,221.4,False,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,,,,,,False,False,False
20089,3,0.0,0.2,,0.0,0.0,,,,,,9.0,,0.1,0.6,,0.3,0.0,,0.0,,0.0,,,,,,0.0,5.2,15.1,-3.0,-2.8,,-3.0,-3.0,,,,,,6.0,,-2.9,-2.4,,-2.7,-3.0,,-3.0,,-3.0,,,,,,-3.0,2.2,12.1,True,,False,False,,,,,,False,,True,True,,True,True,,False,,False,,,,,,False,True,False
20091,2445,1884.0,1820.8,1866.5,1556.0,1211.0,,,,,,1604.0,,1541.1,1852.7,,1486.9,1550.8,2371.3,1487.0,,980.3,,1267.9,2128.0,,,1157.0,1361.0,5799.9,-561.0,-624.2,-578.5,-889.0,-1234.0,,,,,,-841.0,,-903.9,-592.3,,-958.1,-894.2,-73.7,-958.0,,-1464.7,,-1177.1,-317.0,,,-1288.0,-1084.0,3354.9,False,False,False,False,,,,,,False,,False,False,,False,False,True,False,,False,,False,True,,,False,False,False
20093,24,9.0,6.3,,4.0,0.0,,,,,,13.0,,8.2,6.9,,3.3,1.1,,13.0,,3.6,,,,,,3.0,9.7,57.6,-15.0,-17.7,,-20.0,-24.0,,,,,,-11.0,,-15.8,-17.1,,-20.7,-22.9,,-11.0,,-20.4,,,,,,-21.0,-14.3,33.6,False,,False,False,,,,,,True,,False,False,,False,False,,True,,False,,,,,,False,True,False
20095,50,24.0,24.9,,15.0,2.0,,,,,,12.0,,22.0,27.6,,,4.3,,20.0,,3.7,,,,,,17.0,11.1,280.3,-26.0,-25.1,,-35.0,-48.0,,,,,,-38.0,,-28.0,-22.4,,,-45.7,,-30.0,,-46.3,,,,,,-33.0,-38.9,230.3,True,,False,False,,,,,,False,,False,True,,,False,,False,,False,,,,,,False,False,False
20097,13,0.0,0.2,,0.0,0.0,,,,,,6.0,,19.5,2.1,,0.3,0.3,,0.0,,3.1,,,,,,9.0,4.9,186.2,-13.0,-12.8,,-13.0,-13.0,,,,,,-7.0,,6.5,-10.9,,-12.7,-12.7,,-13.0,,-9.9,,,,,,-4.0,-8.1,173.2,True,,False,False,,,,,,True,,True,True,,True,True,,False,,True,,,,,,True,True,False
20099,49,30.0,27.6,,25.0,24.0,,,,,,69.0,,139.8,49.9,,4.7,22.1,74.0,44.0,,13.2,,,,,,19.0,30.7,89.2,-19.0,-21.4,,-24.0,-25.0,,,,,,20.0,,90.8,0.9,,-44.3,-26.9,25.0,-5.0,,-35.8,,,,,,-30.0,-18.3,40.2,False,,False,False,,,,,,False,,False,True,,False,False,False,True,,False,,,,,,False,True,False
20101,6,9.0,10.1,,1.0,0.0,,,,,,6.0,,7.2,0.3,,0.2,0.6,,,,1.1,,,,,,5.0,4.4,128.6,3.0,4.1,,-5.0,-6.0,,,,,,0.0,,1.2,-5.7,,-5.8,-5.4,,,,-4.9,,,,,,-1.0,-1.6,122.6,False,,False,False,,,,,,True,,True,False,,False,False,,,,False,,,,,,True,True,False
20103,522,201.0,203.4,,178.0,237.0,,,,,,369.0,,320.8,222.5,,72.8,101.6,77.2,175.0,,61.7,,177.2,,,,65.0,132.4,758.1,-321.0,-318.6,,-344.0,-285.0,,,,,,-153.0,,-201.2,-299.5,,-449.2,-420.4,-444.8,-347.0,,-460.3,,-344.8,,,,-457.0,-389.6,236.1,True,,False,True,,,,,,True,,True,True,,False,False,False,False,,False,,False,,,,False,False,True
20105,4,0.0,1.0,,0.0,0.0,,,,,,6.0,,8.3,0.9,,,0.2,,0.0,,0.9,,,,,,4.0,4.9,42.0,-4.0,-3.0,,-4.0,-4.0,,,,,,2.0,,4.3,-3.1,,,-3.8,,-4.0,,-3.1,,,,,,0.0,0.9,38.0,True,,False,False,,,,,,True,,False,True,,,True,,False,,True,,,,,,True,True,False
20107,30,3.0,4.4,,3.0,0.0,,,,,,16.0,,3.4,10.6,,3.3,0.9,,12.0,,1.8,,,,,,3.0,8.3,38.4,-27.0,-25.6,,-27.0,-30.0,,,,,,-14.0,,-26.6,-19.4,,-26.7,-29.1,,-18.0,,-28.2,,,,,,-27.0,-21.7,8.4,True,,False,False,,,,,,True,,True,True,,True,False,,True,,False,,,,,,False,True,True
20109,29,9.0,8.8,,7.0,0.0,,,,,,7.0,,18.4,4.3,,,0.7,,,,9.2,,,,,,22.0,4.4,102.1,-20.0,-20.2,,-22.0,-29.0,,,,,,-22.0,,-10.6,-24.7,,,-28.3,,,,-19.8,,,,,,-7.0,-24.6,73.1,False,,False,False,,,,,,False,,True,False,,,False,,,,True,,,,,,True,False,False
20111,121,174.0,180.0,,95.0,,,,,,,258.0,,306.5,98.3,,31.4,84.1,1.5,122.0,,90.8,,,,,,34.0,40.2,174.0,53.0,59.0,,-26.0,,,,,,,137.0,,185.5,-22.7,,-89.6,-36.9,-119.5,1.0,,-30.2,,,,,,-87.0,-80.8,53.0,False,,True,,,,,,,False,,False,True,,False,True,False,True,,True,,,,,,False,False,True
20113,35,87.0,79.5,,46.0,41.0,,,,,,45.0,,175.1,75.6,,23.1,45.5,161.6,69.0,,34.7,,,,,,58.0,35.1,193.5,52.0,44.5,,11.0,6.0,,,,,,10.0,,140.1,40.6,,-11.9,10.5,126.6,34.0,,-0.3,,,,,,23.0,0.1,158.5,True,,True,True,,,,,,True,,False,True,,True,True,False,True,,True,,,,,,True,True,False
20115,32,6.0,2.7,,2.0,0.0,,,,,,13.0,,9.3,21.7,,2.3,1.9,,13.0,,0.0,,,,,,7.0,6.6,47.1,-26.0,-29.3,,-30.0,-32.0,,,,,,-19.0,,-22.7,-10.3,,-29.7,-30.1,,-19.0,,-32.0,,,,,,-25.0,-25.4,15.1,False,,False,False,,,,,,True,,True,True,,False,False,,True,,False,,,,,,True,True,True
20117,19,0.0,0.0,,0.0,0.0,,,,,,22.0,,1.6,1.6,,,0.3,,0.0,,0.6,,,,,,0.0,5.2,42.2,-19.0,-19.0,,-19.0,-19.0,,,,,,3.0,,-17.4,-17.4,,,-18.7,,-19.0,,-18.4,,,,,,-19.0,-13.8,23.2,False,,False,False,,,,,,True,,True,True,,,True,,False,,True,,,,,,False,True,False
20119,67,21.0,17.1,,6.0,0.0,,,,,,21.0,,14.7,14.1,,2.3,3.4,,21.0,,2.8,,,,,,7.0,6.4,465.6,-46.0,-49.9,,-61.0,-67.0,,,,,,-46.0,,-52.3,-52.9,,-64.7,-63.6,,-46.0,,-64.2,,,,,,-60.0,-60.6,398.6,False,,False,False,,,,,,False,,False,False,,False,False,,False,,False,,,,,,False,False,False
20121,136,120.0,120.6,,116.0,358.0,,,,,,89.0,,387.1,127.0,,25.5,40.3,212.7,167.0,,131.1,,,,,,126.0,80.9,738.2,-16.0,-15.4,,-20.0,222.0,,,,,,-47.0,,251.1,-9.0,,-110.5,-95.7,76.7,31.0,,-4.9,,,,,,-10.0,-55.1,602.2,True,,False,False,,,,,,False,,False,True,,False,False,False,False,,True,,,,,,True,False,False
20123,7,0.0,1.5,,0.0,0.0,,,,,,15.0,,16.4,4.5,,1.1,0.7,,0.0,,1.1,,,,,,8.0,6.3,16.1,-7.0,-5.5,,-7.0,-7.0,,,,,,8.0,,9.4,-2.5,,-5.9,-6.3,,-7.0,,-5.9,,,,,,1.0,-0.7,9.1,True,,False,False,,,,,,False,,False,True,,True,True,,False,,True,,,,,,True,True,False
20125,133,120.0,122.9,,83.0,110.0,,,,,,97.0,,151.3,110.1,,43.1,48.7,51.1,125.0,,1.6,,,,,,92.0,27.9,122.9,-13.0,-10.1,,-50.0,-23.0,,,,,,-36.0,,18.3,-22.9,,-89.9,-84.3,-81.9,-8.0,,-131.4,,,,,,-41.0,-105.1,-10.1,True,,False,False,,,,,,False,,False,False,,False,False,False,True,,False,,,,,,False,False,True
