,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
47059,121,206.0,200.3,,181.0,121.0,,,,,,,150.0,,288.0,172.6,,174.2,185.8,145.5,174.0,445.0,,96.6,,,,,257.0,294.2,378.6,85.0,79.3,,60.0,0.0,,,,,,,29.0,,167.0,51.6,,53.2,64.8,24.5,53.0,324.0,,-24.4,,,,,136.0,173.2,257.6,True,,True,True,,,,,,,True,,False,True,,True,True,True,True,False,,True,,,,,False,False,False
47061,129,110.0,113.0,,111.0,36.0,,,,,,,42.0,,115.9,18.0,,160.4,112.5,45.3,153.0,150.0,,267.3,,,,,135.0,142.7,255.4,-19.0,-16.0,,-18.0,-93.0,,,,,,,-87.0,,-13.1,-111.0,,31.4,-16.5,-83.7,24.0,21.0,,138.3,,,,,6.0,13.7,126.4,True,,True,False,,,,,,,False,,True,False,,False,True,False,False,False,,False,,,,,True,True,False
47063,179,156.0,159.6,,129.0,4.0,,,,,,,189.0,,203.9,122.7,,64.0,126.0,0.9,255.0,184.0,,0.0,130.2,,,,111.0,211.0,225.4,-23.0,-19.4,,-50.0,-175.0,,,,,,,10.0,,24.9,-56.3,,-115.0,-53.0,-178.1,76.0,5.0,,-179.0,-48.8,,,,-68.0,32.0,46.4,True,,False,False,,,,,,,True,,False,False,,False,False,False,False,True,,False,False,,,,False,False,False
47065,802,622.0,622.2,650.5,569.0,364.0,,,,,,,1028.0,,558.7,450.8,,380.0,689.2,111.3,358.0,770.0,,443.5,606.2,430.0,,,663.0,989.5,1486.5,-180.0,-179.8,-151.5,-233.0,-438.0,,,,,,,226.0,,-243.3,-351.2,,-422.0,-112.8,-690.7,-444.0,-32.0,,-358.5,-195.8,-372.0,,,-139.0,187.5,684.5,True,True,False,False,,,,,,,False,,False,False,,False,True,False,False,True,,False,False,False,,,True,False,False
47067,7,6.0,5.3,,6.0,11.0,,,,,,,10.0,,6.6,10.8,,1.4,4.6,0.0,1.0,22.0,,2.7,,,,,5.0,12.2,20.7,-1.0,-1.7,,-1.0,4.0,,,,,,,3.0,,-0.4,3.8,,-5.6,-2.4,-7.0,-6.0,15.0,,-4.3,,,,,-2.0,5.2,13.7,False,,False,False,,,,,,,False,,True,False,,False,False,False,False,False,,False,,,,,False,False,False
47069,98,132.0,107.2,,108.0,0.0,,,,,,,114.0,,233.5,58.6,,69.9,114.1,110.3,276.0,252.0,,64.9,93.3,,,,14.0,236.8,237.5,34.0,9.2,,10.0,-98.0,,,,,,,16.0,,135.5,-39.4,,-28.1,16.1,12.3,178.0,154.0,,-33.1,-4.7,,,,-84.0,138.8,139.5,True,,True,False,,,,,,,True,,False,False,,True,True,True,False,False,,True,True,,,,False,False,False
47071,145,164.0,164.1,,145.0,129.0,,,,,,,103.0,,216.7,82.1,,86.2,147.3,120.5,170.0,68.0,,50.1,,,,,104.0,229.9,324.0,19.0,19.1,,0.0,-16.0,,,,,,,-42.0,,71.7,-62.9,,-58.8,2.3,-24.5,25.0,-77.0,,-94.9,,,,,-41.0,84.9,179.0,False,,True,True,,,,,,,False,,False,False,,False,True,False,False,False,,False,,,,,False,False,False
47073,114,70.0,74.4,,74.0,0.0,,,,,,,117.0,,95.0,76.9,,73.8,106.9,46.5,72.0,81.0,,8.9,,,,,136.0,96.6,167.8,-44.0,-39.6,,-40.0,-114.0,,,,,,,3.0,,-19.0,-37.1,,-40.2,-7.1,-67.5,-42.0,-33.0,,-105.1,,,,,22.0,-17.4,53.8,True,,True,False,,,,,,,True,,True,True,,True,True,False,True,True,,False,,,,,True,True,False
47075,152,106.0,103.5,,104.0,31.0,,,,,,,41.0,,216.7,51.0,,88.7,124.1,0.2,91.0,96.0,,117.6,,,,,9.0,162.4,206.2,-46.0,-48.5,,-48.0,-121.0,,,,,,,-111.0,,64.7,-101.0,,-63.3,-27.9,-151.8,-61.0,-56.0,,-34.4,,,,,-143.0,10.4,54.2,False,,False,False,,,,,,,False,,False,False,,False,True,False,False,False,,True,,,,,False,True,False
47077,122,148.0,148.5,,148.0,134.0,,,,,,,84.0,,198.8,91.8,,118.7,172.7,2.0,117.0,163.0,,182.7,146.1,,,,115.0,252.1,209.6,26.0,26.5,,26.0,12.0,,,,,,,-38.0,,76.8,-30.2,,-3.3,50.7,-120.0,-5.0,41.0,,60.7,24.1,,,,-7.0,130.1,87.6,False,,False,True,,,,,,,False,,False,False,,True,False,False,True,False,,False,True,,,,True,False,False
47079,56,98.0,101.1,,75.0,73.0,,,,,,,73.0,,142.3,81.3,,42.8,78.8,10.5,69.0,216.0,,17.1,,,,,108.0,154.0,107.6,42.0,45.1,,19.0,17.0,,,,,,,17.0,,86.3,25.3,,-13.2,22.8,-45.5,13.0,160.0,,-38.9,,,,,52.0,98.0,51.6,False,,True,True,,,,,,,True,,False,True,,True,True,False,True,False,,True,,,,,False,False,False
47081,120,112.0,117.7,,112.0,109.0,,,,,,,74.0,,198.6,58.5,,65.2,112.7,57.8,174.0,44.0,,133.2,,,,,107.0,154.3,324.2,-8.0,-2.3,,-8.0,-11.0,,,,,,,-46.0,,78.6,-61.5,,-54.8,-7.3,-62.2,54.0,-76.0,,13.2,,,,,-13.0,34.3,204.2,True,,False,False,,,,,,,False,,False,False,,False,True,False,False,False,,False,,,,,False,False,False
47083,107,92.0,92.3,,79.0,76.0,,,,,,,31.0,,99.3,16.5,,43.0,67.9,6.0,118.0,,,119.2,,,,,82.0,116.2,193.6,-15.0,-14.7,,-28.0,-31.0,,,,,,,-76.0,,-7.7,-90.5,,-64.0,-39.1,-101.0,11.0,,,12.2,,,,,-25.0,9.2,86.6,True,,False,False,,,,,,,False,,True,False,,False,False,False,True,,,True,,,,,False,True,False
47085,66,50.0,46.9,,44.0,24.0,,,,,,,48.0,,175.5,38.2,,16.6,43.8,28.8,,37.0,,30.9,,,,,42.0,57.6,98.4,-16.0,-19.1,,-22.0,-42.0,,,,,,,-18.0,,109.5,-27.8,,-49.4,-22.2,-37.2,,-29.0,,-35.1,,,,,-24.0,-8.4,32.4,False,,False,False,,,,,,,False,,False,False,,False,False,False,,False,,False,,,,,False,True,False
47087,50,46.0,47.0,,37.0,48.0,,,,,,,27.0,,48.0,26.2,,21.2,37.5,0.0,6.0,25.0,,31.4,,,,,38.0,94.6,113.2,-4.0,-3.0,,-13.0,-2.0,,,,,,,-23.0,,-2.0,-23.8,,-28.8,-12.5,-50.0,-44.0,-25.0,,-18.6,,,,,-12.0,44.6,63.2,True,,False,True,,,,,,,False,,True,False,,False,False,False,False,False,,False,,,,,False,False,False
47089,160,98.0,102.8,,100.0,201.0,,,,,,,148.0,,292.2,133.7,,79.1,113.8,58.5,119.0,226.0,,88.8,79.8,,,,87.0,174.9,470.1,-62.0,-57.2,,-60.0,41.0,,,,,,,-12.0,,132.2,-26.3,,-80.9,-46.2,-101.5,-41.0,66.0,,-71.2,-80.2,,,,-73.0,14.9,310.1,True,,True,True,,,,,,,True,,False,True,,False,True,False,True,False,,False,False,,,,False,True,False
47091,130,204.0,210.7,,45.0,32.0,,,,,,,20.0,,252.2,31.0,,40.1,90.8,33.2,222.0,75.0,,12.8,,,,,116.0,363.8,254.5,74.0,80.7,,-85.0,-98.0,,,,,,,-110.0,,122.2,-99.0,,-89.9,-39.2,-96.8,92.0,-55.0,,-117.2,,,,,-14.0,233.8,124.5,False,,False,False,,,,,,,False,,False,False,,False,True,False,False,True,,False,,,,,True,False,False
47093,1073,1636.0,1632.1,1565.2,1505.0,1363.0,,,,,,,1250.0,,1967.0,1295.7,,1439.0,1418.5,1721.4,1890.0,360.0,,1307.9,1116.8,1494.0,,,1320.0,2290.2,3080.5,563.0,559.1,492.2,432.0,290.0,,,,,,,177.0,,894.0,222.7,,366.0,345.5,648.4,817.0,-713.0,,234.9,43.8,421.0,,,247.0,1217.2,2007.5,True,True,True,True,,,,,,,True,,False,True,,True,True,False,False,False,,True,True,True,,,True,False,False
47095,67,30.0,30.5,,18.0,0.0,,,,,,,32.0,,21.2,10.0,,6.0,18.4,0.0,5.0,42.0,,3.8,,,,,32.0,42.3,81.6,-37.0,-36.5,,-49.0,-67.0,,,,,,,-35.0,,-45.8,-57.0,,-61.0,-48.6,-67.0,-62.0,-25.0,,-63.2,,,,,-35.0,-24.7,14.6,True,,False,False,,,,,,,True,,False,False,,False,False,False,False,True,,False,,,,,True,True,True
47097,111,122.0,123.3,,93.0,94.0,,,,,,,112.0,,183.9,71.0,,66.4,92.2,0.1,118.0,55.0,,67.3,,,,,71.0,189.0,181.7,11.0,12.3,,-18.0,-17.0,,,,,,,1.0,,72.9,-40.0,,-44.6,-18.8,-110.9,7.0,-56.0,,-43.7,,,,,-40.0,78.0,70.7,False,,False,False,,,,,,,True,,False,False,,False,False,False,True,False,,False,,,,,False,False,False
47099,200,182.0,196.1,,170.0,81.0,,,,,,,181.0,,226.4,82.6,,122.6,170.0,86.5,278.0,247.0,,95.2,,,,,179.0,221.7,353.0,-18.0,-3.9,,-30.0,-119.0,,,,,,,-19.0,,26.4,-117.4,,-77.4,-30.0,-113.5,78.0,47.0,,-104.8,,,,,-21.0,21.7,153.0,True,,False,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,,,,,False,False,False
47101,52,28.0,29.5,,28.0,14.0,,,,,,,39.0,,28.5,22.2,,25.3,35.4,0.0,3.0,85.0,,21.9,,,,,52.0,54.5,117.3,-24.0,-22.5,,-24.0,-38.0,,,,,,,-13.0,,-23.5,-29.8,,-26.7,-16.6,-52.0,-49.0,33.0,,-30.1,,,,,0.0,2.5,65.3,True,,False,False,,,,,,,True,,True,False,,False,True,False,False,False,,False,,,,,True,True,False
47103,81,122.0,119.5,,97.0,76.0,,,,,,,141.0,,184.7,86.5,,55.6,82.6,75.1,203.0,24.0,,45.7,,,,,80.0,143.8,349.3,41.0,38.5,,16.0,-5.0,,,,,,,60.0,,103.7,5.5,,-25.4,1.6,-5.9,122.0,-57.0,,-35.3,,,,,-1.0,62.8,268.3,True,,True,True,,,,,,,False,,False,True,,True,True,True,False,False,,True,,,,,True,False,False
47105,157,144.0,137.1,,130.0,76.0,,,,,,,126.0,,258.0,74.6,,104.0,133.1,19.0,224.0,29.0,,99.1,147.5,,,,138.0,191.9,400.5,-13.0,-19.9,,-27.0,-81.0,,,,,,,-31.0,,101.0,-82.4,,-53.0,-23.9,-138.0,67.0,-128.0,,-57.9,-9.5,,,,-19.0,34.9,243.5,False,,False,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,True,,,,False,False,False
47107,141,224.0,223.5,,213.0,0.0,,,,,,,213.0,,288.4,152.4,,186.1,194.9,108.8,283.0,180.0,,392.5,,,,,215.0,324.4,444.4,83.0,82.5,,72.0,-141.0,,,,,,,72.0,,147.4,11.4,,45.1,53.9,-32.2,142.0,39.0,,251.5,,,,,74.0,183.4,303.4,True,,True,False,,,,,,,True,,False,True,,True,True,True,False,True,,False,,,,,True,False,False
47109,170,174.0,179.6,,154.0,91.0,,,,,,,113.0,,270.3,66.5,,146.3,154.2,95.8,198.0,19.0,,220.4,,,,,152.0,208.2,214.6,4.0,9.6,,-16.0,-79.0,,,,,,,-57.0,,100.3,-103.5,,-23.7,-15.8,-74.2,28.0,-151.0,,50.4,,,,,-18.0,38.2,44.6,False,,False,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,,,,,False,False,False
47111,93,70.0,67.0,,67.0,0.0,,,,,,,83.0,,95.9,16.9,,30.6,80.5,0.4,71.0,14.0,,49.1,,,,,61.0,112.9,116.3,-23.0,-26.0,,-26.0,-93.0,,,,,,,-10.0,,2.9,-76.1,,-62.4,-12.5,-92.6,-22.0,-79.0,,-43.9,,,,,-32.0,19.9,23.3,False,,False,False,,,,,,,True,,True,False,,False,True,False,True,False,,False,,,,,False,True,False
47113,540,648.0,622.6,,540.0,376.0,,,,,,,419.0,,821.5,405.5,,401.3,500.0,455.4,660.0,590.0,,484.5,594.7,,,,546.0,775.8,677.4,108.0,82.6,,0.0,-164.0,,,,,,,-121.0,,281.5,-134.5,,-138.7,-40.0,-84.6,120.0,50.0,,-55.5,54.7,,,,6.0,235.8,137.4,True,,True,False,,,,,,,False,,False,False,,False,True,True,False,True,,True,True,,,,True,False,False
47115,75,126.0,128.3,,114.0,202.0,,,,,,,114.0,,317.0,64.5,,57.3,94.9,36.3,147.0,30.0,,61.1,,,,,103.0,158.2,340.5,51.0,53.3,,39.0,127.0,,,,,,,39.0,,242.0,-10.5,,-17.7,19.9,-38.7,72.0,-45.0,,-13.9,,,,,28.0,83.2,265.5,False,,True,False,,,,,,,True,,False,True,,True,True,True,False,True,,True,,,,,True,False,False
47117,117,148.0,135.8,,96.0,79.0,,,,,,,90.0,,237.3,81.2,,91.8,112.4,0.1,142.0,79.0,,91.2,,,,,170.0,200.8,400.1,31.0,18.8,,-21.0,-38.0,,,,,,,-27.0,,120.3,-35.8,,-25.2,-4.6,-116.9,25.0,-38.0,,-25.8,,,,,53.0,83.8,283.1,True,,True,False,,,,,,,True,,False,False,,True,True,False,True,False,,True,,,,,False,False,False
47119,317,346.0,336.9,,356.0,622.0,,,,,,,239.0,,456.6,172.3,,324.1,355.3,288.7,409.0,195.0,,681.0,307.7,,,,384.0,480.9,711.6,29.0,19.9,,39.0,305.0,,,,,,,-78.0,,139.6,-144.7,,7.1,38.3,-28.3,92.0,-122.0,,364.0,-9.3,,,,67.0,163.9,394.6,True,,False,False,,,,,,,False,,False,False,,True,False,True,False,False,,False,True,,,,False,False,False
47121,19,32.0,32.3,,31.0,35.0,,,,,,,47.0,,101.5,25.8,,14.0,30.4,11.7,4.0,7.0,,21.9,,,,,26.0,45.7,153.4,13.0,13.3,,12.0,16.0,,,,,,,28.0,,82.5,6.8,,-5.0,11.4,-7.3,-15.0,-12.0,,2.9,,,,,7.0,26.7,134.4,False,,True,False,,,,,,,False,,False,True,,True,True,True,False,True,,True,,,,,True,False,False
47123,116,102.0,108.0,,102.0,123.0,,,,,,,166.0,,200.9,104.0,,33.8,76.1,0.1,86.0,48.0,,16.5,,,,,59.0,173.6,250.2,-14.0,-8.0,,-14.0,7.0,,,,,,,50.0,,84.9,-12.0,,-82.2,-39.9,-115.9,-30.0,-68.0,,-99.5,,,,,-57.0,57.6,134.2,True,,False,True,,,,,,,False,,False,True,,False,False,False,False,False,,False,,,,,False,False,False
47125,290,322.0,318.0,,313.0,337.0,,,,,,,541.0,,420.9,278.3,,240.3,319.2,267.2,339.0,145.0,,80.9,219.1,266.0,,,292.0,431.9,408.6,32.0,28.0,,23.0,47.0,,,,,,,251.0,,130.9,-11.7,,-49.7,29.2,-22.8,49.0,-145.0,,-209.1,-70.9,-24.0,,,2.0,141.9,118.6,True,,True,False,,,,,,,False,,False,True,,False,True,True,False,False,,False,False,True,,,True,False,False
47127,44,40.0,46.8,,35.0,14.0,,,,,,,34.0,,45.5,13.5,,26.0,39.8,24.8,5.0,9.0,,21.3,,,,,53.0,48.4,95.2,-4.0,2.8,,-9.0,-30.0,,,,,,,-10.0,,1.5,-30.5,,-18.0,-4.2,-19.2,-39.0,-35.0,,-22.7,,,,,9.0,4.4,51.2,True,,False,False,,,,,,,False,,True,False,,False,False,False,False,False,,False,,,,,False,False,False
47129,31,42.0,49.4,,40.0,31.0,,,,,,,114.0,,96.4,43.4,,18.0,34.5,0.0,6.0,62.0,,39.5,,,,,34.0,64.9,136.2,11.0,18.4,,9.0,0.0,,,,,,,83.0,,65.4,12.4,,-13.0,3.5,-31.0,-25.0,31.0,,8.5,,,,,3.0,33.9,105.2,False,,True,True,,,,,,,False,,False,False,,False,True,False,False,False,,True,,,,,True,False,False
47131,229,190.0,182.2,,181.0,10.0,,,,,,,114.0,,237.2,82.0,,108.1,181.5,132.4,162.0,152.0,,256.4,,,,,163.0,248.3,341.9,-39.0,-46.8,,-48.0,-219.0,,,,,,,-115.0,,8.2,-147.0,,-120.9,-47.5,-96.6,-67.0,-77.0,,27.4,,,,,-66.0,19.3,112.9,False,,False,False,,,,,,,False,,True,False,,False,False,False,False,False,,True,,,,,False,True,False
47133,143,160.0,167.4,,95.0,84.0,,,,,,,55.0,,245.8,75.7,,94.2,94.5,87.5,150.0,22.0,,32.1,,,,,105.0,224.9,254.4,17.0,24.4,,-48.0,-59.0,,,,,,,-88.0,,102.8,-67.3,,-48.8,-48.5,-55.5,7.0,-121.0,,-110.9,,,,,-38.0,81.9,111.4,False,,False,False,,,,,,,False,,False,False,,False,False,False,True,False,,False,,,,,False,False,False
47135,16,16.0,15.6,,16.0,14.0,,,,,,,32.0,,21.6,13.3,,9.3,20.3,8.8,,8.0,,20.5,,,,,17.0,24.8,78.3,0.0,-0.4,,0.0,-2.0,,,,,,,16.0,,5.6,-2.7,,-6.7,4.3,-7.2,,-8.0,,4.5,,,,,1.0,8.8,62.3,False,,True,False,,,,,,,False,,False,False,,False,False,False,,False,,False,,,,,False,False,False
47137,47,12.0,11.9,,12.0,30.0,,,,,,,12.0,,17.4,8.3,,5.2,13.9,,2.0,45.0,,3.1,,,,,10.0,23.2,39.5,-35.0,-35.1,,-35.0,-17.0,,,,,,,-35.0,,-29.6,-38.7,,-41.8,-33.1,,-45.0,-2.0,,-43.9,,,,,-37.0,-23.8,-7.5,False,,False,True,,,,,,,False,,True,False,,False,True,,False,True,,False,,,,,False,True,True
47139,39,20.0,22.7,,21.0,1.0,,,,,,,65.0,,73.2,28.8,,10.0,23.7,0.0,4.0,16.0,,27.4,,,,,16.0,41.2,83.5,-19.0,-16.3,,-18.0,-38.0,,,,,,,26.0,,34.2,-10.2,,-29.0,-15.3,-39.0,-35.0,-23.0,,-11.6,,,,,-23.0,2.2,44.5,True,,True,False,,,,,,,False,,False,True,,False,True,False,False,False,,True,,,,,False,True,False
47141,466,648.0,647.0,,614.0,1065.0,,,,,,,356.0,,731.6,135.7,,581.2,520.0,465.2,978.0,187.0,,686.6,539.0,,,,398.0,769.3,1028.6,182.0,181.0,,148.0,599.0,,,,,,,-110.0,,265.6,-330.3,,115.2,54.0,-0.8,512.0,-279.0,,220.6,73.0,,,,-68.0,303.3,562.6,True,,True,False,,,,,,,True,,False,False,,True,True,True,False,False,,False,True,,,,True,False,False
47143,120,90.0,90.9,,90.0,101.0,,,,,,,106.0,,146.2,66.4,,35.3,85.4,7.5,131.0,34.0,,77.8,,,,,72.0,123.7,278.6,-30.0,-29.1,,-30.0,-19.0,,,,,,,-14.0,,26.2,-53.6,,-84.7,-34.6,-112.5,11.0,-86.0,,-42.2,,,,,-48.0,3.7,158.6,True,,False,True,,,,,,,True,,True,False,,False,False,False,True,False,,False,,,,,False,True,False
47145,116,168.0,168.9,,148.0,186.0,,,,,,,142.0,,244.1,132.2,,132.6,148.1,107.1,282.0,101.0,,23.7,,,,,141.0,212.4,549.3,52.0,52.9,,32.0,70.0,,,,,,,26.0,,128.1,16.2,,16.6,32.1,-8.9,166.0,-15.0,,-92.3,,,,,25.0,96.4,433.3,False,,True,False,,,,,,,True,,False,True,,True,True,True,False,True,,False,,,,,True,False,False
47147,128,192.0,194.4,,175.0,328.0,,,,,,,157.0,,274.5,78.4,,77.2,155.7,11.2,153.0,136.0,,41.7,195.3,,,,160.0,241.8,574.3,64.0,66.4,,47.0,200.0,,,,,,,29.0,,146.5,-49.6,,-50.8,27.7,-116.8,25.0,8.0,,-86.3,67.3,,,,32.0,113.8,446.3,False,,True,False,,,,,,,True,,False,True,,True,True,False,True,True,,False,False,,,,True,False,False
47149,766,820.0,810.7,818.6,775.0,732.0,,,,,,,830.0,,899.4,368.6,,672.7,915.0,84.3,988.0,1294.0,,196.7,713.9,687.0,,,808.0,1103.6,1930.1,54.0,44.7,52.6,9.0,-34.0,,,,,,,64.0,,133.4,-397.4,,-93.3,149.0,-681.7,222.0,528.0,,-569.4,-52.1,-79.0,,,42.0,337.6,1164.1,True,True,True,True,,,,,,,False,,False,False,,False,False,False,False,False,,False,True,False,,,True,False,False
47151,45,30.0,33.0,,33.0,0.0,,,,,,,49.0,,87.6,26.9,,13.5,38.7,34.5,,54.0,,0.0,,,,,30.0,39.4,99.1,-15.0,-12.0,,-12.0,-45.0,,,,,,,4.0,,42.6,-18.1,,-31.5,-6.3,-10.5,,9.0,,-45.0,,,,,-15.0,-5.6,54.1,True,,True,False,,,,,,,True,,False,False,,False,True,True,,True,,False,,,,,False,True,False
47153,31,52.0,52.9,,42.0,84.0,,,,,,,38.0,,117.4,25.4,,12.8,40.1,33.1,,15.0,,23.3,,,,,44.0,58.2,166.5,21.0,21.9,,11.0,53.0,,,,,,,7.0,,86.4,-5.6,,-18.2,9.1,2.1,,-16.0,,-7.7,,,,,13.0,27.2,135.5,False,,True,False,,,,,,,True,,False,True,,True,True,True,,True,,True,,,,,True,False,False
47155,239,198.0,193.8,,176.0,84.0,,,,,,,255.0,,282.6,175.5,,86.2,181.4,13.4,214.0,144.0,,119.0,175.8,,,,179.0,258.5,504.8,-41.0,-45.2,,-63.0,-155.0,,,,,,,16.0,,43.6,-63.5,,-152.8,-57.6,-225.6,-25.0,-95.0,,-120.0,-63.2,,,,-60.0,19.5,265.8,False,,False,False,,,,,,,True,,False,False,,False,False,False,True,False,,False,False,,,,False,True,False
47157,1682,2348.0,2378.1,1916.0,2107.0,3277.0,,,,,,,1922.0,,2119.6,1148.8,,2214.2,2627.9,246.5,2732.0,1520.0,,1278.0,1958.5,2116.0,,,2393.0,3368.7,3306.0,666.0,696.1,234.0,425.0,1595.0,,,,,,,240.0,,437.6,-533.2,,532.2,945.9,-1435.5,1050.0,-162.0,,-404.0,276.5,434.0,,,711.0,1686.7,1624.0,False,True,True,False,,,,,,,True,,True,True,,True,False,False,False,True,,True,True,True,,,False,False,False
47159,109,110.0,109.6,,60.0,21.0,,,,,,,48.0,,212.7,40.3,,60.0,91.0,0.9,135.0,49.0,,39.9,,,,,76.0,133.9,267.3,1.0,0.6,,-49.0,-88.0,,,,,,,-61.0,,103.7,-68.7,,-49.0,-18.0,-108.1,26.0,-60.0,,-69.1,,,,,-33.0,24.9,158.3,True,,False,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,,,,,False,False,False
47161,63,96.0,98.1,,66.0,31.0,,,,,,,31.0,,66.3,18.8,,83.9,73.3,34.4,,123.0,,0.0,,,,,107.0,104.2,266.5,33.0,35.1,,3.0,-32.0,,,,,,,-32.0,,3.3,-44.2,,20.9,10.3,-28.6,,60.0,,-63.0,,,,,44.0,41.2,203.5,False,,True,True,,,,,,,True,,True,False,,True,True,True,,False,,False,,,,,False,False,False
47163,315,206.0,183.5,,179.0,91.0,,,,,,,333.0,,235.0,392.1,,167.4,185.3,390.8,135.0,381.0,,109.8,148.7,114.0,,,180.0,381.1,345.6,-109.0,-131.5,,-136.0,-224.0,,,,,,,18.0,,-80.0,77.1,,-147.6,-129.7,75.8,-180.0,66.0,,-205.2,-166.3,-201.0,,,-135.0,66.1,30.6,False,,False,False,,,,,,,True,,True,True,,False,False,True,False,True,,False,False,False,,,False,True,True
47165,387,342.0,342.1,,342.0,425.0,,,,,,,367.0,,454.1,248.5,,306.5,415.8,97.1,344.0,117.0,,104.5,227.9,338.0,,,364.0,476.0,938.6,-45.0,-44.9,,-45.0,38.0,,,,,,,-20.0,,67.1,-138.5,,-80.5,28.8,-289.9,-43.0,-270.0,,-282.5,-159.1,-49.0,,,-23.0,89.0,551.6,True,,False,True,,,,,,,True,,False,False,,False,True,False,True,False,,False,False,False,,,True,False,False
47167,174,212.0,198.4,,197.0,96.0,,,,,,,180.0,,297.5,97.3,,137.7,200.6,9.6,193.0,124.0,,209.4,203.8,,,,226.0,252.5,593.5,38.0,24.4,,23.0,-78.0,,,,,,,6.0,,123.5,-76.7,,-36.3,26.6,-164.4,19.0,-50.0,,35.4,29.8,,,,52.0,78.5,419.5,True,,True,False,,,,,,,True,,False,False,,True,True,False,True,False,,True,True,,,,False,False,False
47169,36,18.0,18.2,,13.0,,,,,,,,51.0,,15.8,9.7,,7.6,13.9,0.3,8.0,11.0,,3.7,10.2,,,,28.0,25.5,93.5,-18.0,-17.8,,-23.0,,,,,,,,15.0,,-20.2,-26.3,,-28.4,-22.1,-35.7,-28.0,-25.0,,-32.3,-25.8,,,,-8.0,-10.5,57.5,True,,False,,,,,,,,True,,False,False,,False,False,False,False,False,,False,False,,,,True,True,False
47171,20,46.0,46.3,,39.0,14.0,,,,,,,39.0,,93.7,7.8,,18.2,44.2,0.0,,114.0,,29.0,,,,,48.0,59.7,96.9,26.0,26.3,,19.0,-6.0,,,,,,,19.0,,73.7,-12.2,,-1.8,24.2,-20.0,,94.0,,9.0,,,,,28.0,39.7,76.9,False,,True,True,,,,,,,True,,False,True,,True,True,True,,False,,True,,,,,False,False,False
47173,72,126.0,120.3,,93.0,92.0,,,,,,,76.0,,205.5,50.4,,98.2,81.6,38.2,182.0,224.0,,0.0,,,,,119.0,129.2,395.3,54.0,48.3,,21.0,20.0,,,,,,,4.0,,133.5,-21.6,,26.2,9.6,-33.8,110.0,152.0,,-72.0,,,,,47.0,57.2,323.3,True,,True,True,,,,,,,True,,False,True,,True,True,True,False,False,,False,,,,,True,False,False
