,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
27011,57,15.0,0.0,,,,17.0,11.6,,4.2,,,8.6,10.7,,5.0,-42.0,-57.0,,,,-40.0,-45.4,,-52.8,,,-48.4,-46.3,,-52.0,False,,,,True,False,,False,,,False,False,,False
27013,598,775.0,1956.0,,,,684.0,354.0,,990.3,122.7,,651.2,457.6,,772.0,177.0,1358.0,,,,86.0,-244.0,,392.3,-475.3,,53.2,-140.4,,174.0,False,,,,True,False,,False,False,,True,True,,True
27015,99,90.0,144.0,,,,120.0,110.8,,56.9,64.4,,58.6,77.4,,202.0,-9.0,45.0,,,,21.0,11.8,,-42.1,-34.6,,-40.4,-21.6,,103.0,False,,,,False,False,,False,False,,False,False,,False
27017,112,105.0,201.0,,,,92.0,207.0,,9.9,107.3,,258.1,74.5,,120.0,-7.0,89.0,,,,-20.0,95.0,,-102.1,-4.7,,146.1,-37.5,,8.0,False,,,,False,False,,False,True,,False,False,,False
27019,377,440.0,481.0,,,,639.0,429.7,,131.8,498.3,,139.2,347.5,,428.0,63.0,104.0,,,,262.0,52.7,,-245.2,121.3,,-237.8,-29.5,,51.0,False,,,,False,True,,False,False,,False,True,,True
27021,110,70.0,48.0,,,,48.0,156.9,,17.3,118.2,,11.4,103.9,,88.0,-40.0,-62.0,,,,-62.0,46.9,,-92.7,8.2,,-98.6,-6.1,,-22.0,False,,,,False,False,,False,True,,False,True,,True
27023,120,35.0,16.0,,,,41.0,47.7,,7.8,15.1,,7.0,33.4,,40.0,-85.0,-104.0,,,,-79.0,-72.3,,-112.2,-104.9,,-113.0,-86.6,,-80.0,False,,,,True,True,,False,False,,False,False,,True
27025,278,200.0,380.0,,,,199.0,264.7,,125.5,364.0,,106.8,175.3,,202.0,-78.0,102.0,,,,-79.0,-13.3,,-152.5,86.0,,-171.2,-102.7,,-76.0,False,,,,False,True,,False,False,,False,False,,True
27027,682,225.0,362.0,,,,387.0,91.7,,65.4,75.4,,25.0,164.1,,437.0,-457.0,-320.0,,,,-295.0,-590.3,,-616.6,-606.6,,-657.0,-517.9,,-245.0,True,,,,True,False,,False,False,,False,False,,True
27029,17,10.0,0.0,,,,0.0,2.3,,2.6,,,37.4,3.1,,47.0,-7.0,-17.0,,,,-17.0,-14.7,,-14.4,,,20.4,-13.9,,30.0,False,,,,False,False,,False,,,False,False,,False
27031,1,0.0,0.0,,,,0.0,4.4,,,,,0.6,1.3,,0.0,-1.0,-1.0,,,,-1.0,3.4,,,,,-0.4,0.3,,-1.0,False,,,,False,False,,,,,True,True,,False
27033,40,15.0,8.0,,,,53.0,23.4,,5.9,0.0,,7.4,45.0,,2.0,-25.0,-32.0,,,,13.0,-16.6,,-34.1,-40.0,,-32.6,5.0,,-38.0,False,,,,True,True,,False,False,,False,True,,False
27035,318,80.0,40.0,,,,292.0,280.1,,14.3,150.9,,26.9,52.0,,108.0,-238.0,-278.0,,,,-26.0,-37.9,,-303.7,-167.1,,-291.1,-266.0,,-210.0,False,,,,True,True,,False,True,,False,False,,True
27037,2152,2855.0,4031.0,,,,2529.0,1819.9,,3285.0,1620.3,,2435.4,2264.9,,2686.0,703.0,1879.0,,,,377.0,-332.1,,1133.0,-531.7,,283.4,112.9,,534.0,False,,,,True,True,,False,True,,True,True,,True
27039,127,45.0,80.0,,,,87.0,50.3,,12.2,61.9,,14.5,21.8,,35.0,-82.0,-47.0,,,,-40.0,-76.7,,-114.8,-65.1,,-112.5,-105.2,,-92.0,True,,,,True,True,,False,True,,False,False,,False
27041,253,70.0,60.0,,,,269.0,78.3,,9.8,57.2,,13.7,36.8,,204.0,-183.0,-193.0,,,,16.0,-174.7,,-243.2,-195.8,,-239.3,-216.2,,-49.0,False,,,,True,True,,False,False,,False,False,,True
27043,50,55.0,87.0,,,,76.0,42.7,,13.3,44.9,,19.2,28.4,,98.0,5.0,37.0,,,,26.0,-7.3,,-36.7,-5.1,,-30.8,-21.6,,48.0,False,,,,False,False,,False,False,,False,False,,False
27045,74,25.0,27.0,,,,77.0,39.9,,22.7,,,11.7,14.1,,14.0,-49.0,-47.0,,,,3.0,-34.1,,-51.3,,,-62.3,-59.9,,-60.0,True,,,,True,True,,False,,,False,False,,False
27047,160,65.0,67.0,,,,289.0,70.8,,8.1,62.9,,33.2,19.6,,50.0,-95.0,-93.0,,,,129.0,-89.2,,-151.9,-97.1,,-126.8,-140.4,,-110.0,True,,,,False,True,,False,False,,False,False,,False
27049,159,110.0,131.0,,,,252.0,142.4,,23.7,166.9,,83.5,103.0,,89.0,-49.0,-28.0,,,,93.0,-16.6,,-135.3,7.9,,-75.5,-56.0,,-70.0,True,,,,False,True,,False,True,,False,False,,False
27051,12,0.0,0.0,,,,15.0,9.0,,7.6,,,6.4,43.5,,0.0,-12.0,-12.0,,,,3.0,-3.0,,-4.4,,,-5.6,31.5,,-12.0,False,,,,True,True,,True,,,True,False,,False
27053,5748,6350.0,7468.0,,,,7852.0,4251.1,,4552.8,1384.4,,2802.9,5871.8,,5487.0,602.0,1720.0,,,,2104.0,-1496.9,,-1195.2,-4363.6,,-2945.1,123.8,,-261.0,False,,,,False,False,,False,False,,False,True,,True
27055,75,45.0,66.0,,,,48.0,58.2,,22.2,,,17.5,40.7,,19.0,-30.0,-9.0,,,,-27.0,-16.8,,-52.8,,,-57.5,-34.3,,-56.0,True,,,,True,True,,False,,,False,False,,False
27057,110,10.0,0.0,,,,34.0,57.0,,7.5,,,7.4,7.1,,9.0,-100.0,-110.0,,,,-76.0,-53.0,,-102.5,,,-102.6,-102.9,,-101.0,False,,,,True,True,,False,,,False,False,,False
27059,171,50.0,40.0,,,,149.0,147.7,,14.7,56.8,,15.1,82.9,,22.0,-121.0,-131.0,,,,-22.0,-23.3,,-156.3,-114.2,,-155.9,-88.1,,-149.0,False,,,,True,True,,False,True,,False,True,,False
27061,213,180.0,199.0,,,,45.0,176.6,,54.7,128.5,,386.3,87.0,,515.0,-33.0,-14.0,,,,-168.0,-36.4,,-158.3,-84.5,,173.3,-126.0,,302.0,True,,,,False,False,,False,False,,False,False,,False
27063,65,30.0,4.0,,,,31.0,37.6,,10.1,,,28.3,33.6,,24.0,-35.0,-61.0,,,,-34.0,-27.4,,-54.9,,,-36.7,-31.4,,-41.0,False,,,,True,True,,False,,,False,True,,False
27065,80,65.0,114.0,,,,38.0,68.5,,5.1,,,12.3,70.1,,72.0,-15.0,34.0,,,,-42.0,-11.5,,-74.9,,,-67.7,-9.9,,-8.0,False,,,,False,True,,False,,,False,True,,True
27067,300,220.0,324.0,,,,381.0,249.8,,43.5,29.5,,178.2,176.7,,217.0,-80.0,24.0,,,,81.0,-50.2,,-256.5,-270.5,,-121.8,-123.3,,-83.0,True,,,,False,True,,False,False,,False,False,,False
27069,8,15.0,0.0,,,,0.0,4.1,,1.2,,,4.3,9.1,,101.0,7.0,-8.0,,,,-8.0,-3.9,,-6.8,,,-3.7,1.1,,93.0,False,,,,False,True,,True,,,True,True,,False
27071,40,10.0,0.0,,,,8.0,42.0,,7.6,,,4.5,22.3,,9.0,-30.0,-40.0,,,,-32.0,2.0,,-32.4,,,-35.5,-17.7,,-31.0,False,,,,False,True,,False,,,False,True,,False
27073,66,15.0,0.0,,,,15.0,6.2,,2.3,,,1.5,,,21.0,-51.0,-66.0,,,,-51.0,-59.8,,-63.7,,,-64.5,,,-45.0,False,,,,False,False,,False,,,False,,,True
27075,43,20.0,0.0,,,,0.0,20.5,,7.6,,,1.4,9.7,,135.0,-23.0,-43.0,,,,-43.0,-22.5,,-35.4,,,-41.6,-33.3,,92.0,False,,,,False,True,,False,,,False,False,,False
27077,19,0.0,0.0,,,,0.0,16.4,,,,,5.8,1.1,,0.0,-19.0,-19.0,,,,-19.0,-2.6,,,,,-13.2,-17.9,,-19.0,False,,,,False,True,,,,,True,True,,False
27079,119,305.0,573.0,,,,163.0,173.0,,257.5,172.3,,0.0,170.8,,186.0,186.0,454.0,,,,44.0,54.0,,138.5,53.3,,-119.0,51.8,,67.0,False,,,,True,True,,True,True,,True,True,,True
27081,58,15.0,0.0,,,,11.0,21.3,,8.3,,,0.9,52.3,,24.0,-43.0,-58.0,,,,-47.0,-36.7,,-49.7,,,-57.1,-5.7,,-34.0,False,,,,False,True,,False,,,False,True,,True
27083,270,280.0,406.0,,,,197.0,54.3,,194.0,50.1,,115.6,147.5,,396.0,10.0,136.0,,,,-73.0,-215.7,,-76.0,-219.9,,-154.4,-122.5,,126.0,False,,,,False,False,,False,False,,False,False,,False
27085,150,310.0,358.0,,,,224.0,235.0,,118.6,167.3,,66.8,366.2,,239.0,160.0,208.0,,,,74.0,85.0,,-31.4,17.3,,-83.2,216.2,,89.0,False,,,,True,True,,True,True,,True,False,,True
27087,17,15.0,0.0,,,,1.0,13.7,,3.1,,,3.2,16.8,,5.0,-2.0,-17.0,,,,-16.0,-3.3,,-13.9,,,-13.8,-0.2,,-12.0,False,,,,False,False,,False,,,False,True,,False
27089,25,10.0,0.0,,,,0.0,15.0,,4.6,,,0.0,7.8,,90.0,-15.0,-25.0,,,,-25.0,-10.0,,-20.4,,,-25.0,-17.2,,65.0,False,,,,False,True,,False,,,False,False,,False
27091,270,60.0,35.0,,,,125.0,45.5,,12.6,74.4,,94.3,40.4,,109.0,-210.0,-235.0,,,,-145.0,-224.6,,-257.4,-195.6,,-175.7,-229.6,,-161.0,False,,,,True,False,,False,True,,True,False,,True
27093,126,60.0,73.0,,,,97.0,64.9,,23.7,46.3,,27.3,49.4,,215.0,-66.0,-53.0,,,,-29.0,-61.1,,-102.3,-79.7,,-98.7,-76.6,,89.0,True,,,,True,True,,False,False,,False,False,,False
27095,92,75.0,126.0,,,,84.0,126.8,,20.0,,,41.5,96.4,,101.0,-17.0,34.0,,,,-8.0,34.8,,-72.0,,,-50.5,4.4,,9.0,False,,,,True,False,,False,,,False,True,,True
27097,201,30.0,55.0,,,,155.0,109.0,,3.1,91.9,,39.9,27.8,,52.0,-171.0,-146.0,,,,-46.0,-92.0,,-197.9,-109.1,,-161.1,-173.2,,-149.0,True,,,,True,True,,False,True,,True,False,,True
27099,192,130.0,144.0,,,,386.0,108.8,,10.4,4.2,,230.6,82.7,,77.0,-62.0,-48.0,,,,194.0,-83.2,,-181.6,-187.8,,38.6,-109.3,,-115.0,True,,,,False,False,,False,False,,True,False,,False
27101,51,35.0,0.0,,,,15.0,32.8,,1.6,32.9,,0.1,16.5,,35.0,-16.0,-51.0,,,,-36.0,-18.2,,-49.4,-18.1,,-50.9,-34.5,,-16.0,False,,,,False,False,,False,False,,False,False,,False
27103,147,160.0,146.0,,,,204.0,188.8,,85.7,220.2,,66.2,156.5,,97.0,13.0,-1.0,,,,57.0,41.8,,-61.3,73.2,,-80.8,9.5,,-50.0,True,,,,False,False,,False,False,,False,True,,False
27105,146,165.0,0.0,,,,221.0,83.7,,41.0,3.9,,162.4,47.7,,0.0,19.0,-146.0,,,,75.0,-62.3,,-105.0,-142.1,,16.4,-98.3,,-146.0,False,,,,False,False,,False,False,,True,False,,False
27107,21,0.0,0.0,,,,9.0,15.5,,5.8,,,0.2,10.5,,4.0,-21.0,-21.0,,,,-12.0,-5.5,,-15.2,,,-20.8,-10.5,,-17.0,False,,,,True,True,,True,,,True,True,,True
27109,645,505.0,847.0,,,,1507.0,434.3,,314.4,186.5,,265.5,384.3,,631.0,-140.0,202.0,,,,862.0,-210.7,,-330.6,-458.5,,-379.5,-260.7,,-14.0,False,,,,False,False,,False,False,,False,False,,True
27111,239,185.0,260.0,,,,334.0,377.3,,98.8,176.8,,426.5,119.5,,318.0,-54.0,21.0,,,,95.0,138.3,,-140.2,-62.2,,187.5,-119.5,,79.0,True,,,,False,False,,False,False,,False,False,,False
27113,44,60.0,56.0,,,,12.0,31.7,,24.8,,,9.9,40.3,,336.0,16.0,12.0,,,,-32.0,-12.3,,-19.2,,,-34.1,-3.7,,292.0,True,,,,False,True,,False,,,False,True,,False
27115,230,55.0,65.0,,,,74.0,78.9,,14.8,26.8,,32.3,28.5,,130.0,-175.0,-165.0,,,,-156.0,-151.1,,-215.2,-203.2,,-197.7,-201.5,,-100.0,True,,,,True,True,,False,False,,False,False,,True
27117,76,65.0,27.0,,,,50.0,57.8,,21.8,0.0,,53.5,67.5,,66.0,-11.0,-49.0,,,,-26.0,-18.2,,-54.2,-76.0,,-22.5,-8.5,,-10.0,False,,,,False,False,,False,False,,False,True,,True
27119,151,95.0,77.0,,,,111.0,162.7,,27.3,174.3,,69.8,84.1,,139.0,-56.0,-74.0,,,,-40.0,11.7,,-123.7,23.3,,-81.2,-66.9,,-12.0,False,,,,True,True,,False,True,,False,False,,True
27121,45,30.0,2.0,,,,48.0,40.5,,8.4,,,0.1,20.6,,16.0,-15.0,-43.0,,,,3.0,-4.5,,-36.6,,,-44.9,-24.4,,-29.0,False,,,,True,True,,False,,,False,False,,False
27123,2431,2885.0,3936.0,,,,3597.0,1529.5,,1307.7,143.7,,1623.2,2980.1,,2624.0,454.0,1505.0,,,,1166.0,-901.5,,-1123.3,-2287.3,,-807.8,549.1,,193.0,False,,,,False,False,,False,False,,False,False,,True
27125,19,0.0,0.0,,,,0.0,9.4,,2.9,,,5.2,,,1.0,-19.0,-19.0,,,,-19.0,-9.6,,-16.1,,,-13.8,,,-18.0,False,,,,False,True,,True,,,True,,,True
27127,146,40.0,57.0,,,,45.0,43.7,,21.4,,,5.7,14.0,,35.0,-106.0,-89.0,,,,-101.0,-102.3,,-124.6,,,-140.3,-132.0,,-111.0,True,,,,True,True,,False,,,False,False,,False
27129,89,50.0,32.0,,,,53.0,43.9,,29.6,,,16.9,49.6,,161.0,-39.0,-57.0,,,,-36.0,-45.1,,-59.4,,,-72.1,-39.4,,72.0,False,,,,True,False,,False,,,False,False,,False
27131,219,290.0,450.0,,,,518.0,162.9,,56.4,135.2,,254.9,205.1,,203.0,71.0,231.0,,,,299.0,-56.1,,-162.6,-83.8,,35.9,-13.9,,-16.0,False,,,,False,True,,False,False,,True,True,,True
27133,89,30.0,1.0,,,,45.0,43.1,,2.2,23.5,,2.6,18.0,,24.0,-59.0,-88.0,,,,-44.0,-45.9,,-86.8,-65.5,,-86.4,-71.0,,-65.0,False,,,,True,True,,False,False,,False,False,,False
27135,76,30.0,16.0,,,,15.0,62.4,,19.4,,,2.8,46.4,,97.0,-46.0,-60.0,,,,-61.0,-13.6,,-56.6,,,-73.2,-29.6,,21.0,False,,,,False,True,,False,,,False,True,,True
27137,1026,550.0,505.0,,,,494.0,1560.3,,631.1,702.4,,363.2,718.4,,677.0,-476.0,-521.0,,,,-532.0,534.3,,-394.9,-323.6,,-662.8,-307.6,,-349.0,False,,,,False,False,,True,True,,False,True,,True
27139,768,730.0,1031.0,,,,955.0,609.4,,570.8,412.9,,478.7,441.5,,612.0,-38.0,263.0,,,,187.0,-158.6,,-197.2,-355.1,,-289.3,-326.5,,-156.0,False,,,,False,False,,False,False,,False,False,,False
27141,341,355.0,798.0,,,,452.0,495.1,,393.8,223.4,,88.4,370.6,,497.0,14.0,457.0,,,,111.0,154.1,,52.8,-117.6,,-252.6,29.6,,156.0,False,,,,False,False,,False,False,,False,False,,False
27143,83,145.0,249.0,,,,67.0,60.8,,112.8,65.0,,308.5,89.6,,164.0,62.0,166.0,,,,-16.0,-22.2,,29.8,-18.0,,225.5,6.6,,81.0,False,,,,True,True,,True,True,,False,True,,False
27145,1033,790.0,1952.0,,,,1231.0,504.0,,506.3,139.0,,101.3,1037.4,,771.0,-243.0,919.0,,,,198.0,-529.0,,-526.7,-894.0,,-931.7,4.4,,-262.0,False,,,,True,False,,False,False,,False,True,,False
27147,159,170.0,272.0,,,,277.0,175.0,,84.7,93.6,,151.3,148.0,,213.0,11.0,113.0,,,,118.0,16.0,,-74.3,-65.4,,-7.7,-11.0,,54.0,False,,,,False,False,,False,False,,True,False,,False
27149,84,65.0,46.0,,,,69.0,30.0,,16.1,,,559.3,50.5,,189.0,-19.0,-38.0,,,,-15.0,-54.0,,-67.9,,,475.3,-33.5,,105.0,False,,,,True,False,,False,,,False,False,,False
27151,94,10.0,0.0,,,,38.0,23.2,,8.4,,,2.9,21.3,,15.0,-84.0,-94.0,,,,-56.0,-70.8,,-85.6,,,-91.1,-72.7,,-79.0,False,,,,True,True,,False,,,False,True,,True
27153,78,30.0,0.0,,,,183.0,51.2,,4.6,12.0,,20.3,12.9,,36.0,-48.0,-78.0,,,,105.0,-26.8,,-73.4,-66.0,,-57.7,-65.1,,-42.0,False,,,,False,True,,False,False,,False,False,,True
27155,19,0.0,0.0,,,,11.0,3.8,,1.0,,,3.0,,,0.0,-19.0,-19.0,,,,-8.0,-15.2,,-18.0,,,-16.1,,,-19.0,False,,,,True,True,,True,,,True,,,False
27157,105,65.0,70.0,,,,82.0,90.1,,23.4,91.6,,48.5,29.5,,56.0,-40.0,-35.0,,,,-23.0,-14.9,,-81.6,-13.4,,-56.5,-75.5,,-49.0,True,,,,True,True,,False,True,,False,False,,False
27159,39,50.0,44.0,,,,46.0,62.4,,6.6,,,30.9,40.1,,107.0,11.0,5.0,,,,7.0,23.4,,-32.4,,,-8.1,1.1,,68.0,True,,,,True,False,,False,,,True,True,,False
27161,563,235.0,395.0,,,,93.0,136.2,,206.5,102.8,,166.3,268.9,,143.0,-328.0,-168.0,,,,-470.0,-426.8,,-356.5,-460.2,,-396.7,-294.1,,-420.0,True,,,,False,False,,False,False,,False,True,,False
27163,1172,1740.0,2789.0,,,,1271.0,1185.3,,1789.6,1285.2,,3217.6,1497.0,,1785.0,568.0,1617.0,,,,99.0,13.3,,617.6,113.2,,2045.6,325.0,,613.0,False,,,,True,True,,False,True,,False,True,,False
27165,115,130.0,67.0,,,,69.0,37.9,,135.1,0.4,,73.0,162.2,,55.0,15.0,-48.0,,,,-46.0,-77.1,,20.1,-114.6,,-42.0,47.2,,-60.0,False,,,,False,False,,False,False,,False,False,,False
27167,29,35.0,0.0,,,,24.0,20.6,,10.5,,,18.9,30.4,,24.0,6.0,-29.0,,,,-5.0,-8.4,,-18.5,,,-10.1,1.4,,-5.0,False,,,,True,False,,False,,,False,True,,True
27169,582,470.0,3634.0,,,,334.0,268.0,,1225.2,140.2,,104.1,259.7,,776.0,-112.0,3052.0,,,,-248.0,-314.0,,643.2,-441.8,,-477.9,-322.3,,194.0,False,,,,False,False,,False,False,,False,False,,False
27171,597,665.0,879.0,,,,698.0,636.9,,293.9,873.5,,631.4,484.6,,738.0,68.0,282.0,,,,101.0,39.9,,-303.1,276.5,,34.4,-112.4,,141.0,False,,,,False,True,,False,False,,True,False,,False
27173,137,100.0,121.0,,,,26.0,43.9,,29.7,,,336.3,103.3,,135.0,-37.0,-16.0,,,,-111.0,-93.1,,-107.3,,,199.3,-33.7,,-2.0,True,,,,False,False,,False,,,False,True,,True
28001,184,370.0,723.0,,,,461.0,225.9,,99.3,66.9,,35.5,280.4,,250.0,186.0,539.0,,,,277.0,41.9,,-84.7,-117.1,,-148.5,96.4,,66.0,False,,,,False,True,,True,True,,True,True,,True
28003,241,550.0,1673.0,,,,464.0,293.2,,318.2,118.1,,46.0,641.6,,410.0,309.0,1432.0,,,,223.0,52.2,,77.2,-122.9,,-195.0,400.6,,169.0,False,,,,True,True,,True,True,,True,False,,True
28005,77,65.0,31.0,,,,122.0,66.4,,5.7,38.0,,21.0,51.3,,31.0,-12.0,-46.0,,,,45.0,-10.6,,-71.3,-39.0,,-56.0,-25.7,,-46.0,False,,,,False,True,,False,False,,False,False,,False
28007,111,55.0,41.0,,,,125.0,61.6,,9.2,11.4,,20.1,55.0,,21.0,-56.0,-70.0,,,,14.0,-49.4,,-101.8,-99.6,,-90.9,-56.0,,-90.0,False,,,,True,True,,False,False,,False,True,,False
28009,58,45.0,65.0,,,,90.0,40.8,,2.5,0.0,,21.5,30.5,,12.0,-13.0,7.0,,,,32.0,-17.2,,-55.5,-58.0,,-36.5,-27.5,,-46.0,True,,,,False,False,,False,False,,False,False,,False
28011,436,645.0,490.0,,,,316.0,255.0,,544.5,4.4,,229.8,378.9,,27.0,209.0,54.0,,,,-120.0,-181.0,,108.5,-431.6,,-206.2,-57.1,,-409.0,True,,,,True,True,,True,False,,True,True,,False
28013,74,105.0,35.0,,,,99.0,66.5,,28.4,0.8,,7.7,70.4,,69.0,31.0,-39.0,,,,25.0,-7.5,,-45.6,-73.2,,-66.3,-3.6,,-5.0,False,,,,True,True,,False,False,,False,True,,True
28015,43,30.0,23.0,,,,57.0,40.4,,6.0,2.2,,13.8,28.0,,14.0,-13.0,-20.0,,,,14.0,-2.6,,-37.0,-40.8,,-29.2,-15.0,,-29.0,False,,,,False,True,,False,False,,False,False,,False
28017,134,170.0,154.0,,,,155.0,81.2,,47.0,4.9,,121.1,132.4,,74.0,36.0,20.0,,,,21.0,-52.8,,-87.0,-129.1,,-12.9,-1.6,,-60.0,True,,,,True,False,,False,False,,True,True,,False
28019,34,25.0,6.0,,,,36.0,20.8,,6.0,13.4,,9.0,20.1,,14.0,-9.0,-28.0,,,,2.0,-13.2,,-28.0,-20.6,,-25.0,-13.9,,-20.0,False,,,,True,False,,False,False,,False,False,,False
28021,39,70.0,2.0,,,,74.0,25.9,,16.7,0.0,,2.0,39.1,,2.0,31.0,-37.0,,,,35.0,-13.1,,-22.3,-39.0,,-37.0,0.1,,-37.0,False,,,,False,True,,True,False,,False,True,,False
28023,186,135.0,182.0,,,,79.0,94.3,,194.6,68.1,,155.3,171.3,,59.0,-51.0,-4.0,,,,-107.0,-91.7,,8.6,-117.9,,-30.7,-14.7,,-127.0,True,,,,False,False,,True,False,,True,True,,False
28025,142,120.0,139.0,,,,139.0,79.3,,10.9,16.7,,58.2,162.0,,63.0,-22.0,-3.0,,,,-3.0,-62.7,,-131.1,-125.3,,-83.8,20.0,,-79.0,True,,,,True,False,,False,False,,False,True,,False
28027,220,350.0,394.0,,,,298.0,172.5,,71.1,0.6,,195.1,339.0,,56.0,130.0,174.0,,,,78.0,-47.5,,-148.9,-219.4,,-24.9,119.0,,-164.0,False,,,,True,True,,False,False,,True,True,,False
28029,181,220.0,80.0,,,,245.0,89.1,,124.5,6.2,,6.1,173.9,,129.0,39.0,-101.0,,,,64.0,-91.9,,-56.5,-174.8,,-174.9,-7.1,,-52.0,False,,,,False,False,,False,False,,False,True,,False
28031,131,115.0,78.0,,,,182.0,78.9,,28.5,1.4,,3.0,74.1,,64.0,-16.0,-53.0,,,,51.0,-52.1,,-102.5,-129.6,,-128.0,-56.9,,-67.0,False,,,,False,False,,False,False,,False,False,,False
28033,1241,1550.0,1800.0,,,,1071.0,986.8,,920.3,494.7,,1081.9,924.1,,818.0,309.0,559.0,,,,-170.0,-254.2,,-320.7,-746.3,,-159.1,-316.9,,-423.0,False,,,,True,True,,False,False,,True,False,,False
28035,521,585.0,982.0,,,,719.0,374.2,,190.2,75.2,,269.5,612.7,,457.0,64.0,461.0,,,,198.0,-146.8,,-330.8,-445.8,,-251.5,91.7,,-64.0,False,,,,False,False,,False,False,,False,False,,False
28037,29,55.0,50.0,,,,143.0,38.9,,2.4,0.0,,36.2,51.6,,19.0,26.0,21.0,,,,114.0,9.9,,-26.6,-29.0,,7.2,22.6,,-10.0,True,,,,False,True,,False,False,,True,True,,True
28039,142,60.0,32.0,,,,225.0,92.9,,21.4,0.2,,15.2,181.9,,18.0,-82.0,-110.0,,,,83.0,-49.1,,-120.6,-141.8,,-126.8,39.9,,-124.0,False,,,,False,True,,False,False,,False,True,,False
28041,115,40.0,3.0,,,,118.0,64.1,,10.4,0.0,,11.8,99.0,,24.0,-75.0,-112.0,,,,3.0,-50.9,,-104.6,-115.0,,-103.2,-16.0,,-91.0,False,,,,True,True,,False,False,,False,True,,False
28043,186,175.0,66.0,,,,211.0,85.3,,60.4,5.0,,172.4,109.6,,30.0,-11.0,-120.0,,,,25.0,-100.7,,-125.6,-181.0,,-13.6,-76.4,,-156.0,False,,,,False,False,,False,False,,False,False,,False
28045,131,185.0,185.0,,,,361.0,222.7,,106.0,127.5,,67.9,113.7,,175.0,54.0,54.0,,,,230.0,91.7,,-25.0,-3.5,,-63.1,-17.3,,44.0,False,,,,False,False,,True,True,,False,True,,True
28047,791,1280.0,1584.0,,,,1219.0,1241.7,,1025.1,662.2,,896.1,874.7,,875.0,489.0,793.0,,,,428.0,450.7,,234.1,-128.8,,105.1,83.7,,84.0,False,,,,True,True,,True,True,,True,True,,True
28049,800,1255.0,1038.0,,,,1390.0,991.9,,951.5,344.9,,365.0,804.0,,818.0,455.0,238.0,,,,590.0,191.9,,151.5,-455.1,,-435.0,4.0,,18.0,True,,,,False,True,,True,False,,True,True,,True
28051,68,180.0,95.0,,,,126.0,101.8,,70.2,4.0,,150.0,83.8,,0.0,112.0,27.0,,,,58.0,33.8,,2.2,-64.0,,82.0,15.8,,-68.0,True,,,,True,True,,True,True,,True,True,,True
28053,46,45.0,34.0,,,,56.0,36.3,,3.5,0.2,,20.3,36.7,,22.0,-1.0,-12.0,,,,10.0,-9.7,,-42.5,-45.8,,-25.7,-9.3,,-24.0,False,,,,False,False,,False,False,,False,False,,False
28055,10,20.0,21.0,,,,28.0,5.7,,,,,53.8,55.4,,0.0,10.0,11.0,,,,18.0,-4.3,,,,,43.8,45.4,,-10.0,False,,,,False,True,,,,,False,False,,False
28057,364,340.0,317.0,,,,157.0,203.0,,289.2,119.2,,193.7,479.3,,171.0,-24.0,-47.0,,,,-207.0,-161.0,,-74.8,-244.8,,-170.3,115.3,,-193.0,False,,,,False,False,,False,False,,False,False,,False
28059,791,1130.0,1240.0,,,,916.0,1301.0,,847.1,509.4,,479.2,594.8,,538.0,339.0,449.0,,,,125.0,510.0,,56.1,-281.6,,-311.8,-196.2,,-253.0,False,,,,True,False,,True,True,,True,True,,True
28061,117,110.0,108.0,,,,136.0,57.7,,15.7,1.0,,5.6,89.9,,44.0,-7.0,-9.0,,,,19.0,-59.3,,-101.3,-116.0,,-111.4,-27.1,,-73.0,False,,,,False,False,,False,False,,False,False,,False
28063,29,35.0,0.0,,,,84.0,25.9,,10.5,0.0,,2.6,19.1,,11.0,6.0,-29.0,,,,55.0,-3.1,,-18.5,-29.0,,-26.4,-9.9,,-18.0,False,,,,False,True,,False,False,,False,False,,False
28065,50,165.0,114.0,,,,93.0,91.9,,48.5,38.9,,21.3,199.2,,112.0,115.0,64.0,,,,43.0,41.9,,-1.5,-11.1,,-28.7,149.2,,62.0,True,,,,True,True,,True,True,,True,False,,True
