,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
28067,424,445.0,406.0,,,,667.0,250.0,,124.4,62.5,,21.0,465.1,,317.0,21.0,-18.0,,,,243.0,-174.0,,-299.6,-361.5,,-403.0,41.1,,-107.0,True,,,,False,False,,False,False,,False,False,,False
28069,23,60.0,35.0,,,,59.0,36.5,,5.7,0.7,,49.9,70.1,,52.0,37.0,12.0,,,,36.0,13.5,,-17.3,-22.3,,26.9,47.1,,29.0,True,,,,True,True,,True,True,,True,False,,True
28071,881,1125.0,3722.0,,,,578.0,267.6,,1821.3,470.2,,671.4,635.6,,615.0,244.0,2841.0,,,,-303.0,-613.4,,940.3,-410.8,,-209.6,-245.4,,-266.0,False,,,,False,False,,False,False,,True,False,,False
28073,424,370.0,630.0,,,,537.0,304.7,,105.7,107.1,,119.1,364.7,,404.0,-54.0,206.0,,,,113.0,-119.3,,-318.3,-316.9,,-304.9,-59.3,,-20.0,False,,,,False,False,,False,False,,False,False,,True
28075,369,610.0,1205.0,,,,704.0,435.2,,162.6,171.7,,191.5,569.5,,386.0,241.0,836.0,,,,335.0,66.2,,-206.4,-197.3,,-177.5,200.5,,17.0,False,,,,False,True,,True,True,,True,True,,True
28077,39,145.0,105.0,,,,106.0,64.6,,14.0,0.5,,38.8,77.7,,45.0,106.0,66.0,,,,67.0,25.6,,-25.0,-38.5,,-0.2,38.7,,6.0,True,,,,True,True,,True,True,,True,True,,True
28079,102,210.0,185.0,,,,195.0,71.1,,16.9,3.7,,7.4,191.2,,97.0,108.0,83.0,,,,93.0,-30.9,,-85.1,-98.3,,-94.6,89.2,,-5.0,True,,,,True,True,,True,True,,True,True,,True
28081,888,905.0,453.0,,,,879.0,486.7,,287.9,577.0,,536.4,1121.2,,401.0,17.0,-435.0,,,,-9.0,-401.3,,-600.1,-311.0,,-351.6,233.2,,-487.0,False,,,,True,False,,False,False,,False,False,,False
28083,232,215.0,185.0,,,,381.0,147.2,,24.5,0.9,,30.5,180.4,,35.0,-17.0,-47.0,,,,149.0,-84.8,,-207.5,-231.1,,-201.6,-51.6,,-197.0,False,,,,False,False,,False,False,,False,False,,False
28085,182,225.0,133.0,,,,332.0,171.9,,75.9,31.0,,173.7,198.7,,118.0,43.0,-49.0,,,,150.0,-10.1,,-106.1,-151.0,,-8.3,16.7,,-64.0,False,,,,False,True,,False,False,,True,True,,False
28087,373,320.0,427.0,,,,531.0,206.7,,71.6,131.1,,42.6,271.4,,194.0,-53.0,54.0,,,,158.0,-166.3,,-301.4,-241.9,,-330.4,-101.6,,-179.0,False,,,,False,False,,False,False,,False,False,,False
28089,448,825.0,1307.0,,,,687.0,468.4,,525.8,126.2,,119.9,553.6,,667.0,377.0,859.0,,,,239.0,20.4,,77.8,-321.8,,-328.1,105.6,,219.0,False,,,,True,True,,True,True,,True,True,,True
28091,111,125.0,75.0,,,,266.0,126.4,,50.4,2.1,,10.6,127.9,,81.0,14.0,-36.0,,,,155.0,15.4,,-60.6,-108.9,,-100.4,16.9,,-30.0,False,,,,False,False,,False,False,,False,False,,False
28093,194,290.0,253.0,,,,343.0,222.5,,117.1,3.6,,235.9,301.8,,76.0,96.0,59.0,,,,149.0,28.5,,-76.9,-190.4,,41.9,107.8,,-118.0,True,,,,False,True,,True,False,,True,False,,False
28095,258,300.0,207.0,,,,285.0,261.2,,204.5,50.9,,195.2,294.4,,126.0,42.0,-51.0,,,,27.0,3.2,,-53.5,-207.1,,-62.8,36.4,,-132.0,False,,,,True,True,,False,False,,False,True,,False
28097,79,80.0,66.0,,,,62.0,55.5,,25.8,0.2,,40.3,77.9,,27.0,1.0,-13.0,,,,-17.0,-23.5,,-53.2,-78.8,,-38.7,-1.1,,-52.0,False,,,,False,False,,False,False,,False,False,,False
28099,227,240.0,225.0,,,,214.0,103.6,,31.2,4.2,,62.7,250.0,,6.0,13.0,-2.0,,,,-13.0,-123.4,,-195.8,-222.8,,-164.3,23.0,,-221.0,True,,,,False,False,,False,False,,False,False,,False
28101,133,200.0,258.0,,,,116.0,118.1,,45.3,4.3,,25.6,213.9,,91.0,67.0,125.0,,,,-17.0,-14.9,,-87.7,-128.7,,-107.4,80.9,,-42.0,False,,,,True,True,,False,False,,False,False,,True
28103,52,70.0,74.0,,,,78.0,54.0,,2.5,2.2,,7.1,88.0,,0.0,18.0,22.0,,,,26.0,2.0,,-49.5,-49.8,,-44.9,36.0,,-52.0,False,,,,False,True,,False,False,,False,False,,False
28105,444,660.0,683.0,,,,533.0,177.8,,288.8,0.1,,380.0,621.6,,353.0,216.0,239.0,,,,89.0,-266.2,,-155.2,-443.9,,-64.0,177.6,,-91.0,False,,,,True,False,,True,False,,True,True,,True
28107,254,295.0,187.0,,,,298.0,193.9,,44.5,3.7,,112.6,216.1,,142.0,41.0,-67.0,,,,44.0,-60.1,,-209.5,-250.3,,-141.4,-37.9,,-112.0,False,,,,False,False,,False,False,,False,True,,False
28109,203,355.0,467.0,,,,395.0,334.0,,101.9,206.3,,237.3,256.4,,256.0,152.0,264.0,,,,192.0,131.0,,-101.1,3.3,,34.3,53.4,,53.0,False,,,,False,True,,True,True,,True,True,,True
28111,152,45.0,35.0,,,,96.0,66.2,,9.1,0.0,,15.7,141.9,,19.0,-107.0,-117.0,,,,-56.0,-85.8,,-142.9,-152.0,,-136.3,-10.1,,-133.0,False,,,,True,True,,False,False,,False,True,,False
28113,133,275.0,245.0,,,,503.0,259.7,,119.5,4.2,,96.1,383.1,,90.0,142.0,112.0,,,,370.0,126.7,,-13.5,-128.8,,-36.9,250.1,,-43.0,True,,,,False,True,,True,True,,True,False,,True
28115,274,410.0,438.0,,,,298.0,167.0,,112.3,12.1,,212.6,177.5,,178.0,136.0,164.0,,,,24.0,-107.0,,-161.7,-261.9,,-61.4,-96.5,,-96.0,False,,,,True,True,,False,False,,True,True,,True
28117,284,270.0,168.0,,,,275.0,184.3,,44.8,91.6,,77.8,555.8,,132.0,-14.0,-116.0,,,,-9.0,-99.7,,-239.2,-192.4,,-206.2,271.8,,-152.0,False,,,,True,False,,False,False,,False,False,,False
28119,82,110.0,55.0,,,,45.0,36.7,,33.3,0.2,,10.7,117.3,,8.0,28.0,-27.0,,,,-37.0,-45.3,,-48.7,-81.8,,-71.3,35.3,,-74.0,True,,,,False,False,,False,False,,False,False,,False
28121,614,910.0,1689.0,,,,863.0,745.1,,677.9,218.9,,423.2,733.3,,929.0,296.0,1075.0,,,,249.0,131.1,,63.9,-395.1,,-190.8,119.3,,315.0,False,,,,True,True,,True,False,,True,True,,False
28123,92,95.0,129.0,,,,248.0,95.6,,32.7,2.0,,19.8,91.1,,40.0,3.0,37.0,,,,156.0,3.6,,-59.3,-90.0,,-72.2,-0.9,,-52.0,False,,,,False,False,,False,False,,False,True,,False
28125,32,80.0,33.0,,,,30.0,29.5,,11.6,0.3,,5.8,136.3,,0.0,48.0,1.0,,,,-2.0,-2.5,,-20.4,-31.7,,-26.2,104.3,,-32.0,True,,,,True,True,,True,True,,True,False,,True
28127,141,215.0,110.0,,,,226.0,187.8,,82.6,3.0,,12.2,144.5,,155.0,74.0,-31.0,,,,85.0,46.8,,-58.4,-138.0,,-128.8,3.5,,14.0,True,,,,False,True,,True,False,,False,True,,True
28129,90,60.0,61.0,,,,100.0,58.5,,12.0,18.0,,19.5,62.3,,45.0,-30.0,-29.0,,,,10.0,-31.5,,-78.0,-72.0,,-70.5,-27.7,,-45.0,True,,,,True,False,,False,False,,False,True,,False
28131,78,150.0,102.0,,,,252.0,113.4,,41.3,49.6,,80.0,401.1,,75.0,72.0,24.0,,,,174.0,35.4,,-36.7,-28.4,,2.0,323.1,,-3.0,True,,,,False,True,,True,True,,True,False,,True
28133,260,350.0,171.0,,,,326.0,179.5,,132.3,2.6,,160.4,171.8,,1.0,90.0,-89.0,,,,66.0,-80.5,,-127.7,-257.4,,-99.6,-88.2,,-259.0,True,,,,True,True,,False,False,,False,True,,False
28135,166,120.0,49.0,,,,186.0,84.7,,35.2,0.4,,23.0,155.9,,20.0,-46.0,-117.0,,,,20.0,-81.3,,-130.8,-165.6,,-143.1,-10.1,,-146.0,False,,,,True,False,,False,False,,False,True,,False
28137,184,135.0,83.0,,,,215.0,108.7,,27.4,3.7,,51.5,102.7,,69.0,-49.0,-101.0,,,,31.0,-75.3,,-156.6,-180.3,,-132.5,-81.3,,-115.0,False,,,,True,False,,False,False,,False,False,,False
28139,191,245.0,159.0,,,,226.0,110.5,,43.6,130.4,,150.4,293.5,,137.0,54.0,-32.0,,,,35.0,-80.5,,-147.4,-60.6,,-40.6,102.5,,-54.0,True,,,,True,False,,False,False,,True,False,,False
28141,174,215.0,109.0,,,,184.0,166.6,,57.7,3.4,,83.8,639.6,,93.0,41.0,-65.0,,,,10.0,-7.4,,-116.3,-170.6,,-90.2,465.6,,-81.0,False,,,,True,True,,False,False,,False,False,,False
28143,57,135.0,82.0,,,,62.0,76.5,,36.0,0.0,,92.4,206.1,,12.0,78.0,25.0,,,,5.0,19.5,,-21.0,-57.0,,35.4,149.1,,-45.0,True,,,,True,True,,True,True,,True,False,,True
28145,167,275.0,67.0,,,,281.0,217.5,,112.9,3.3,,109.3,253.2,,122.0,108.0,-100.0,,,,114.0,50.5,,-54.1,-163.7,,-57.7,86.2,,-45.0,True,,,,False,True,,True,False,,True,True,,True
28147,42,95.0,48.0,,,,156.0,62.6,,18.1,0.5,,34.2,65.1,,41.0,53.0,6.0,,,,114.0,20.6,,-23.9,-41.5,,-7.8,23.1,,-1.0,True,,,,False,True,,True,True,,True,True,,True
28149,125,305.0,182.0,,,,387.0,226.8,,89.7,7.6,,74.5,252.2,,153.0,180.0,57.0,,,,262.0,101.8,,-35.3,-117.4,,-50.5,127.2,,28.0,True,,,,False,True,,True,True,,True,True,,True
28151,330,415.0,262.0,,,,406.0,280.0,,97.3,8.8,,98.7,298.8,,68.0,85.0,-68.0,,,,76.0,-50.0,,-232.7,-321.2,,-231.3,-31.2,,-262.0,True,,,,True,True,,False,False,,False,True,,False
28153,82,80.0,74.0,,,,210.0,54.0,,5.0,5.6,,65.6,111.1,,40.0,-2.0,-8.0,,,,128.0,-28.0,,-77.0,-76.4,,-16.4,29.1,,-42.0,False,,,,False,False,,False,False,,False,False,,False
28155,49,90.0,99.0,,,,64.0,54.2,,10.1,10.3,,6.0,88.5,,26.0,41.0,50.0,,,,15.0,5.2,,-38.9,-38.7,,-43.0,39.5,,-23.0,False,,,,True,True,,True,True,,False,True,,True
28157,34,115.0,87.0,,,,166.0,52.3,,5.3,17.7,,10.5,134.9,,60.0,81.0,53.0,,,,132.0,18.3,,-28.7,-16.3,,-23.5,100.9,,26.0,True,,,,False,True,,True,True,,True,False,,True
28159,69,65.0,68.0,,,,109.0,76.3,,7.9,3.8,,17.9,109.5,,26.0,-4.0,-1.0,,,,40.0,7.3,,-61.1,-65.2,,-51.1,40.5,,-43.0,True,,,,False,False,,False,False,,False,False,,False
28161,94,75.0,57.0,,,,86.0,43.6,,17.7,1.8,,3.1,62.9,,32.0,-19.0,-37.0,,,,-8.0,-50.4,,-76.3,-92.2,,-90.9,-31.1,,-62.0,False,,,,True,False,,False,False,,False,False,,False
28163,128,120.0,99.0,,,,359.0,127.6,,30.1,0.9,,61.3,129.6,,84.0,-8.0,-29.0,,,,231.0,-0.4,,-97.9,-127.1,,-66.7,1.6,,-44.0,False,,,,False,True,,False,False,,False,True,,False
29001,148,100.0,107.0,,,,282.0,112.9,,43.4,72.8,,60.9,28.8,,87.0,-48.0,-41.0,,,,134.0,-35.1,,-104.6,-75.2,,-87.1,-119.2,,-61.0,True,,,,False,True,,False,False,,False,False,,False
29003,163,100.0,151.0,,,,94.0,85.4,,69.5,78.8,,86.9,119.0,,221.0,-63.0,-12.0,,,,-69.0,-77.6,,-93.5,-84.2,,-76.1,-44.0,,58.0,True,,,,False,False,,False,False,,False,True,,True
29005,33,30.0,0.0,,,,20.0,12.2,,3.9,,,21.1,,,100.0,-3.0,-33.0,,,,-13.0,-20.8,,-29.1,,,-11.9,,,67.0,False,,,,False,False,,False,,,False,,,False
29007,205,110.0,128.0,,,,154.0,156.9,,26.1,30.4,,142.9,93.7,,109.0,-95.0,-77.0,,,,-51.0,-48.1,,-178.9,-174.6,,-62.1,-111.3,,-96.0,True,,,,True,True,,False,False,,True,False,,False
29009,176,150.0,165.0,,,,236.0,232.8,,80.7,164.9,,50.7,153.5,,109.0,-26.0,-11.0,,,,60.0,56.8,,-95.3,-11.1,,-125.3,-22.5,,-67.0,True,,,,False,False,,False,True,,False,True,,False
29011,135,120.0,89.0,,,,41.0,33.1,,,68.1,,352.2,73.4,,315.0,-15.0,-46.0,,,,-94.0,-101.9,,,-66.9,,217.2,-61.6,,180.0,False,,,,False,False,,,False,,False,False,,False
29013,84,50.0,77.0,,,,72.0,42.3,,17.2,,,12.1,38.1,,129.0,-34.0,-7.0,,,,-12.0,-41.7,,-66.8,,,-71.9,-45.9,,45.0,True,,,,True,False,,False,,,False,False,,False
29015,220,70.0,72.0,,,,61.0,95.6,,9.2,144.2,,17.1,113.9,,57.0,-150.0,-148.0,,,,-159.0,-124.4,,-210.8,-75.8,,-202.9,-106.1,,-163.0,True,,,,False,True,,False,True,,False,True,,False
29017,237,135.0,160.0,,,,69.0,75.7,,139.2,53.0,,206.8,83.5,,178.0,-102.0,-77.0,,,,-168.0,-161.3,,-97.8,-184.0,,-30.2,-153.5,,-59.0,True,,,,False,False,,True,False,,True,False,,True
29019,2423,2340.0,3514.0,,,,1557.0,665.3,,2014.7,1020.4,,2675.5,1562.7,,2750.0,-83.0,1091.0,,,,-866.0,-1757.7,,-408.3,-1402.6,,252.5,-860.3,,327.0,False,,,,False,False,,False,False,,False,False,,False
29021,920,505.0,1511.0,,,,800.0,245.3,,394.4,83.0,,2718.1,333.9,,847.0,-415.0,591.0,,,,-120.0,-674.7,,-525.6,-837.0,,1798.1,-586.1,,-73.0,False,,,,True,False,,False,False,,False,False,,True
29023,349,140.0,136.0,,,,376.0,203.2,,41.3,138.2,,17.4,219.4,,142.0,-209.0,-213.0,,,,27.0,-145.8,,-307.7,-210.8,,-331.6,-129.6,,-207.0,False,,,,True,True,,False,False,,False,True,,True
29025,71,10.0,0.0,,,,40.0,27.9,,7.3,,,2.2,5.5,,22.0,-61.0,-71.0,,,,-31.0,-43.1,,-63.7,,,-68.8,-65.5,,-49.0,False,,,,True,True,,False,,,False,False,,True
29027,402,360.0,607.0,,,,281.0,217.4,,337.6,187.8,,262.1,428.0,,431.0,-42.0,205.0,,,,-121.0,-184.6,,-64.4,-214.2,,-139.9,26.0,,29.0,False,,,,False,False,,False,False,,False,True,,True
29029,586,320.0,617.0,,,,197.0,183.9,,270.0,313.1,,81.7,227.1,,308.0,-266.0,31.0,,,,-389.0,-402.1,,-316.0,-272.9,,-504.3,-358.9,,-278.0,True,,,,False,False,,False,False,,False,False,,False
29031,971,485.0,461.0,,,,520.0,418.1,,490.5,357.4,,176.9,238.5,,379.0,-486.0,-510.0,,,,-451.0,-552.9,,-480.5,-613.6,,-794.1,-732.5,,-592.0,False,,,,True,False,,True,False,,False,False,,False
29033,33,15.0,0.0,,,,61.0,37.2,,0.6,11.9,,0.0,15.1,,13.0,-18.0,-33.0,,,,28.0,4.2,,-32.4,-21.1,,-33.0,-17.9,,-20.0,False,,,,False,True,,False,False,,False,True,,False
29035,80,50.0,48.0,,,,19.0,13.3,,6.7,,,7.8,,,160.0,-30.0,-32.0,,,,-61.0,-66.7,,-73.3,,,-72.2,,,80.0,False,,,,False,False,,False,,,False,,,False
29037,519,525.0,816.0,,,,388.0,632.5,,441.3,638.0,,212.9,365.3,,512.0,6.0,297.0,,,,-131.0,113.5,,-77.7,119.0,,-306.1,-153.7,,-7.0,False,,,,False,False,,False,False,,False,False,,False
29039,95,15.0,0.0,,,,56.0,14.3,,12.9,,,0.1,8.7,,9.0,-80.0,-95.0,,,,-39.0,-80.7,,-82.1,,,-94.9,-86.3,,-86.0,False,,,,True,False,,False,,,False,False,,False
29041,31,15.0,0.0,,,,17.0,11.0,,4.4,,,0.0,10.5,,17.0,-16.0,-31.0,,,,-14.0,-20.0,,-26.6,,,-31.0,-20.5,,-14.0,False,,,,True,False,,False,,,False,False,,True
29043,985,595.0,938.0,,,,399.0,382.0,,540.6,662.4,,1366.4,324.4,,649.0,-390.0,-47.0,,,,-586.0,-603.0,,-444.4,-322.6,,381.4,-660.6,,-336.0,True,,,,False,False,,False,True,,True,False,,True
29045,32,40.0,37.0,,,,37.0,17.3,,14.0,,,7.2,,,63.0,8.0,5.0,,,,5.0,-14.7,,-18.0,,,-24.8,,,31.0,True,,,,True,False,,False,,,False,,,False
29047,512,550.0,677.0,,,,1275.0,850.5,,150.4,508.4,,264.4,801.0,,758.0,38.0,165.0,,,,763.0,338.5,,-361.6,-3.6,,-247.6,289.0,,246.0,False,,,,False,False,,False,True,,False,False,,False
29049,140,75.0,77.0,,,,107.0,84.1,,24.1,129.5,,25.8,64.5,,48.0,-65.0,-63.0,,,,-33.0,-55.9,,-115.9,-10.5,,-114.2,-75.5,,-92.0,True,,,,True,True,,False,True,,False,False,,False
29051,901,590.0,247.0,,,,559.0,488.9,,272.8,385.0,,387.7,464.2,,346.0,-311.0,-654.0,,,,-342.0,-412.1,,-628.2,-516.0,,-513.3,-436.8,,-555.0,False,,,,False,False,,False,False,,False,False,,False
29053,251,180.0,148.0,,,,100.0,128.2,,86.6,103.4,,0.0,199.4,,141.0,-71.0,-103.0,,,,-151.0,-122.8,,-164.4,-147.6,,-251.0,-51.6,,-110.0,False,,,,False,False,,False,False,,False,True,,False
29055,247,205.0,255.0,,,,113.0,144.6,,88.0,116.4,,56.3,245.5,,202.0,-42.0,8.0,,,,-134.0,-102.4,,-159.0,-130.6,,-190.7,-1.5,,-45.0,True,,,,False,False,,False,False,,False,True,,False
29057,54,25.0,12.0,,,,22.0,14.1,,,,,12.9,,,40.0,-29.0,-42.0,,,,-32.0,-39.9,,,,,-41.1,,,-14.0,False,,,,False,False,,,,,False,,,True
29059,101,100.0,134.0,,,,73.0,144.4,,61.8,82.4,,182.9,71.0,,134.0,-1.0,33.0,,,,-28.0,43.4,,-39.2,-18.6,,81.9,-30.0,,33.0,False,,,,False,False,,False,False,,False,False,,False
29061,122,15.0,0.0,,,,40.0,7.7,,8.6,,,6.5,6.9,,16.0,-107.0,-122.0,,,,-82.0,-114.3,,-113.4,,,-115.5,-115.1,,-106.0,False,,,,True,False,,False,,,False,False,,True
29063,96,65.0,163.0,,,,120.0,68.2,,40.5,,,44.9,75.2,,81.0,-31.0,67.0,,,,24.0,-27.8,,-55.5,,,-51.1,-20.8,,-15.0,False,,,,True,True,,False,,,False,True,,True
29065,116,30.0,,,,,45.0,35.3,,19.3,,,15.7,,,16.0,-86.0,,,,,-71.0,-80.7,,-96.7,,,-100.3,,,-100.0,,,,,True,True,,False,,,False,,,False
29067,122,60.0,0.0,,,,67.0,93.8,,17.5,49.9,,9.9,50.9,,93.0,-62.0,-122.0,,,,-55.0,-28.2,,-104.5,-72.1,,-112.1,-71.1,,-29.0,False,,,,True,True,,False,False,,False,False,,True
29069,396,150.0,66.0,,,,331.0,174.7,,130.0,92.9,,25.4,199.9,,53.0,-246.0,-330.0,,,,-65.0,-221.3,,-266.0,-303.1,,-370.6,-196.1,,-343.0,False,,,,True,True,,False,False,,False,True,,False
29071,897,790.0,1239.0,,,,643.0,855.8,,576.4,755.4,,665.7,561.5,,913.0,-107.0,342.0,,,,-254.0,-41.2,,-320.6,-141.6,,-231.3,-335.5,,16.0,False,,,,False,True,,False,False,,False,False,,True
29073,91,190.0,433.0,,,,48.0,59.2,,64.9,,,82.9,148.8,,412.0,99.0,342.0,,,,-43.0,-31.8,,-26.1,,,-8.1,57.8,,321.0,False,,,,True,True,,True,,,True,True,,False
29075,47,25.0,0.0,,,,36.0,23.4,,28.1,,,1.9,21.3,,65.0,-22.0,-47.0,,,,-11.0,-23.6,,-18.9,,,-45.1,-25.7,,18.0,False,,,,True,False,,True,,,False,False,,True
29077,3867,3165.0,4899.0,,,,1551.0,1486.3,,5642.4,2270.8,,6091.2,2288.7,,3375.0,-702.0,1032.0,,,,-2316.0,-2380.7,,1775.4,-1596.2,,2224.2,-1578.3,,-492.0,False,,,,False,False,,False,False,,False,False,,True
29079,170,40.0,0.0,,,,39.0,22.8,,27.1,,,21.2,27.5,,175.0,-130.0,-170.0,,,,-131.0,-147.2,,-142.9,,,-148.8,-142.5,,5.0,False,,,,False,False,,False,,,False,False,,True
29081,59,40.0,0.0,,,,41.0,12.4,,27.7,,,6.2,27.2,,224.0,-19.0,-59.0,,,,-18.0,-46.6,,-31.3,,,-52.8,-31.8,,165.0,False,,,,True,False,,False,,,False,False,,False
29083,129,30.0,35.0,,,,111.0,81.2,,9.4,118.8,,9.9,35.0,,34.0,-99.0,-94.0,,,,-18.0,-47.8,,-119.6,-10.2,,-119.2,-94.0,,-95.0,True,,,,True,True,,False,True,,False,True,,True
29085,55,60.0,45.0,,,,21.0,98.6,,,,,36.9,,,57.0,5.0,-10.0,,,,-34.0,43.6,,,,,-18.1,,,2.0,False,,,,False,False,,,,,False,,,True
29087,23,35.0,18.0,,,,13.0,31.2,,10.0,,,12.1,,,15.0,12.0,-5.0,,,,-10.0,8.2,,-13.0,,,-10.9,,,-8.0,True,,,,True,True,,False,,,True,,,True
29089,88,140.0,157.0,,,,47.0,68.6,,65.0,21.8,,9.8,202.3,,150.0,52.0,69.0,,,,-41.0,-19.4,,-23.0,-66.2,,-78.2,114.3,,62.0,False,,,,True,True,,True,False,,False,False,,False
29091,509,215.0,318.0,,,,260.0,239.4,,315.1,188.6,,104.8,320.4,,368.0,-294.0,-191.0,,,,-249.0,-269.6,,-193.9,-320.4,,-404.2,-188.6,,-141.0,True,,,,True,True,,True,False,,False,True,,True
29093,33,35.0,87.0,,,,34.0,48.7,,7.5,,,24.1,,,37.0,2.0,54.0,,,,1.0,15.7,,-25.5,,,-8.9,,,4.0,False,,,,True,False,,False,,,False,,,False
29095,2215,1905.0,1428.0,,,,3096.0,4468.3,,2026.9,1157.4,,333.3,1076.1,,1818.0,-310.0,-787.0,,,,881.0,2253.3,,-188.1,-1057.6,,-1881.7,-1138.9,,-397.0,False,,,,False,False,,True,False,,False,False,,False
29097,1912,985.0,1138.0,,,,725.0,551.1,,576.9,449.6,,152.2,638.8,,868.0,-927.0,-774.0,,,,-1187.0,-1360.9,,-1335.1,-1462.4,,-1759.8,-1273.2,,-1044.0,True,,,,False,False,,False,False,,False,False,,False
29099,1907,1755.0,1666.0,,,,1104.0,2279.3,,2728.4,1616.3,,912.9,1655.4,,1493.0,-152.0,-241.0,,,,-803.0,372.3,,821.4,-290.7,,-994.1,-251.6,,-414.0,False,,,,False,False,,False,False,,False,False,,False
29101,550,225.0,632.0,,,,308.0,214.6,,160.0,129.6,,10.1,103.5,,355.0,-325.0,82.0,,,,-242.0,-335.4,,-390.0,-420.4,,-539.9,-446.5,,-195.0,True,,,,True,False,,False,False,,False,False,,True
29103,17,0.0,0.0,,,,23.0,8.6,,,,,3.8,,,2.0,-17.0,-17.0,,,,6.0,-8.4,,,,,-13.2,,,-15.0,False,,,,True,True,,,,,True,,,True
29105,475,115.0,167.0,,,,221.0,234.5,,92.0,144.4,,92.0,58.3,,93.0,-360.0,-308.0,,,,-254.0,-240.5,,-383.0,-330.6,,-382.9,-416.7,,-382.0,True,,,,True,True,,False,True,,False,False,,False
29107,361,125.0,131.0,,,,137.0,152.8,,23.5,125.0,,64.3,127.1,,203.0,-236.0,-230.0,,,,-224.0,-208.2,,-337.5,-236.0,,-296.7,-233.9,,-158.0,True,,,,True,True,,False,True,,False,True,,True
29109,365,250.0,314.0,,,,233.0,433.7,,132.5,350.7,,235.8,281.0,,220.0,-115.0,-51.0,,,,-132.0,68.7,,-232.5,-14.3,,-129.2,-84.0,,-145.0,True,,,,False,True,,False,True,,False,True,,False
29111,61,30.0,22.0,,,,54.0,31.2,,11.4,,,0.1,34.8,,45.0,-31.0,-39.0,,,,-7.0,-29.8,,-49.6,,,-60.9,-26.2,,-16.0,False,,,,True,True,,False,,,False,True,,True
29113,307,315.0,373.0,,,,341.0,389.0,,106.7,369.1,,80.6,340.2,,349.0,8.0,66.0,,,,34.0,82.0,,-200.3,62.1,,-226.4,33.2,,42.0,False,,,,False,False,,False,False,,False,False,,False
29115,86,20.0,28.0,,,,54.0,29.6,,17.7,,,20.4,21.2,,24.0,-66.0,-58.0,,,,-32.0,-56.4,,-68.3,,,-65.6,-64.8,,-62.0,True,,,,True,True,,False,,,True,True,,True
29117,358,30.0,0.0,,,,61.0,50.2,,37.3,,,6.7,31.0,,37.0,-328.0,-358.0,,,,-297.0,-307.8,,-320.7,,,-351.3,-327.0,,-321.0,False,,,,True,True,,True,,,False,True,,True
29119,134,60.0,0.0,,,,234.0,45.3,,4.4,0.5,,2.7,149.4,,37.0,-74.0,-134.0,,,,100.0,-88.7,,-129.6,-133.5,,-131.3,15.4,,-97.0,False,,,,False,False,,False,False,,False,True,,False
29121,94,20.0,1.0,,,,61.0,54.5,,20.9,,,1.5,67.5,,9.0,-74.0,-93.0,,,,-33.0,-39.5,,-73.1,,,-92.5,-26.5,,-85.0,False,,,,True,True,,True,,,False,True,,False
29123,207,260.0,533.0,,,,63.0,96.9,,450.7,41.2,,123.0,,,315.0,53.0,326.0,,,,-144.0,-110.1,,243.7,-165.8,,-84.0,,,108.0,False,,,,False,False,,False,False,,False,,,False
29125,48,50.0,60.0,,,,19.0,31.6,,27.8,,,8.3,,,73.0,2.0,12.0,,,,-29.0,-16.4,,-20.2,,,-39.7,,,25.0,False,,,,False,False,,False,,,False,,,False
29127,255,640.0,1227.0,,,,253.0,392.2,,1151.6,44.4,,1742.1,554.5,,519.0,385.0,972.0,,,,-2.0,137.2,,896.6,-210.6,,1487.1,299.5,,264.0,False,,,,True,True,,False,True,,False,True,,True
29129,14,10.0,0.0,,,,9.0,5.8,,4.0,,,7.7,,,7.0,-4.0,-14.0,,,,-5.0,-8.2,,-10.0,,,-6.3,,,-7.0,False,,,,False,False,,False,,,False,,,False
29131,316,200.0,285.0,,,,133.0,276.1,,172.0,286.0,,197.1,106.4,,229.0,-116.0,-31.0,,,,-183.0,-39.9,,-144.0,-30.0,,-118.9,-209.6,,-87.0,True,,,,False,True,,False,True,,False,False,,True
