,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
05103,147,96.0,117.0,,,,282.0,22.6,26.4,107.9,,,-51.0,-30.0,,,,135.0,-124.4,-120.6,-39.1,,,True,,,,False,False,False,True,,
05105,37,24.0,0.0,,,,70.0,37.1,0.3,10.9,,,-13.0,-37.0,,,,33.0,0.1,-36.7,-26.1,,,False,,,,False,True,False,False,,
05107,174,168.0,144.0,,,,331.0,46.5,107.2,159.2,,,-6.0,-30.0,,,,157.0,-127.5,-66.8,-14.8,,,False,,,,False,False,False,False,,
05109,83,96.0,130.0,,,,80.0,13.8,20.8,158.6,,,13.0,47.0,,,,-3.0,-69.2,-62.2,75.6,,,False,,,,True,False,False,False,,
05111,310,372.0,249.0,,,,237.0,115.3,236.1,557.1,,,62.0,-61.0,,,,-73.0,-194.7,-73.9,247.1,,,True,,,,False,False,False,False,,
05113,80,246.0,394.0,,,,168.0,106.6,59.0,169.6,,,166.0,314.0,,,,88.0,26.6,-21.0,89.6,,,False,,,,True,True,True,True,,
05115,663,924.0,1686.0,,,,513.0,381.9,428.3,757.8,,,261.0,1023.0,,,,-150.0,-281.1,-234.7,94.8,,,False,,,,True,False,True,True,,
05117,45,36.0,45.0,,,,36.0,2.3,20.7,183.5,,,-9.0,0.0,,,,-9.0,-42.7,-24.3,138.5,,,True,,,,False,False,False,False,,
05119,3243,2862.0,2448.0,,,,3017.0,2032.2,1688.3,1525.9,,,-381.0,-795.0,,,,-226.0,-1210.8,-1554.7,-1717.1,,,False,,,,True,False,False,False,,
05121,182,198.0,195.0,,,,122.0,46.0,65.8,209.2,,,16.0,13.0,,,,-60.0,-136.0,-116.2,27.2,,,True,,,,False,False,False,False,,
05123,296,162.0,56.0,,,,485.0,39.7,50.2,62.0,,,-134.0,-240.0,,,,189.0,-256.3,-245.8,-234.0,,,False,,,,False,False,False,False,,
05125,881,768.0,364.0,,,,1063.0,268.9,223.2,617.9,,,-113.0,-517.0,,,,182.0,-612.1,-657.8,-263.1,,,False,,,,False,False,False,False,,
05127,28,42.0,48.0,,,,78.0,73.9,15.6,33.4,,,14.0,20.0,,,,50.0,45.9,-12.4,5.4,,,False,,,,False,False,True,True,,
05129,96,144.0,87.0,,,,56.0,11.3,11.4,94.3,,,48.0,-9.0,,,,-40.0,-84.7,-84.6,-1.7,,,True,,,,True,False,False,True,,
05131,1260,1590.0,1991.0,,,,1550.0,746.7,645.9,1091.8,,,330.0,731.0,,,,290.0,-513.3,-614.1,-168.2,,,False,,,,True,False,False,True,,
05133,99,366.0,135.0,,,,304.0,72.7,224.4,289.9,,,267.0,36.0,,,,205.0,-26.3,125.4,190.9,,,True,,,,True,True,True,True,,
05135,123,30.0,80.0,,,,86.0,10.8,44.0,89.7,,,-93.0,-43.0,,,,-37.0,-112.2,-79.0,-33.3,,,True,,,,True,False,True,True,,
05137,221,402.0,724.0,,,,69.0,308.5,61.3,196.9,,,181.0,503.0,,,,-152.0,87.5,-159.7,-24.1,,,False,,,,True,True,True,True,,
05139,318,426.0,403.0,,,,481.0,178.0,237.7,396.2,,,108.0,85.0,,,,163.0,-140.0,-80.3,78.2,,,True,,,,False,False,True,True,,
05141,104,126.0,222.0,,,,129.0,21.8,8.5,49.9,,,22.0,118.0,,,,25.0,-82.2,-95.5,-54.1,,,False,,,,False,False,False,False,,
05143,3280,1182.0,1606.0,,,,1962.0,261.5,423.8,576.3,,,-2098.0,-1674.0,,,,-1318.0,-3018.5,-2856.2,-2703.7,,,True,,,,True,False,False,False,,
05145,511,354.0,471.0,,,,674.0,189.7,264.9,688.6,,,-157.0,-40.0,,,,163.0,-321.3,-246.1,177.6,,,True,,,,False,False,False,False,,
05147,34,12.0,0.0,,,,77.0,13.6,7.6,,,,-22.0,-34.0,,,,43.0,-20.4,-26.4,,,,False,,,,False,True,False,,,
05149,160,132.0,49.0,,,,237.0,18.2,12.9,438.0,,,-28.0,-111.0,,,,77.0,-141.8,-147.1,278.0,,,False,,,,False,False,False,False,,
06001,4928,12810.0,26481.0,,,,11306.0,5781.3,1711.1,10196.0,,,7882.0,21553.0,,,,6378.0,853.3,-3216.9,5268.0,,,False,,,,True,True,True,True,,
06003,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,True,,,,True,False,True,True,,
06005,31,342.0,420.0,,,,171.0,149.6,3.6,356.1,,,311.0,389.0,,,,140.0,118.6,-27.4,325.1,,,False,,,,True,True,True,False,,
06007,1297,1272.0,949.0,,,,1005.0,628.4,953.6,877.5,,,-25.0,-348.0,,,,-292.0,-668.6,-343.4,-419.5,,,False,,,,False,False,False,False,,
06009,127,138.0,144.0,,,,143.0,20.1,12.1,112.3,,,11.0,17.0,,,,16.0,-106.9,-114.9,-14.7,,,False,,,,False,False,False,False,,
06011,119,60.0,35.0,,,,362.0,0.4,128.0,186.1,,,-59.0,-84.0,,,,243.0,-118.6,9.0,67.1,,,False,,,,False,False,True,False,,
06013,4707,8094.0,4261.0,,,,8552.0,5450.2,6046.2,5479.2,,,3387.0,-446.0,,,,3845.0,743.2,1339.2,772.2,,,True,,,,False,True,True,True,,
06015,31,60.0,59.0,,,,36.0,7.7,0.0,92.2,,,29.0,28.0,,,,5.0,-23.3,-31.0,61.2,,,True,,,,True,True,False,False,,
06017,284,414.0,253.0,,,,872.0,101.0,90.9,220.7,,,130.0,-31.0,,,,588.0,-183.0,-193.1,-63.3,,,True,,,,False,False,False,True,,
06019,6015,22098.0,42082.0,,,,19870.0,17251.7,12260.1,16177.2,,,16083.0,36067.0,,,,13855.0,11236.7,6245.1,10162.2,,,False,,,,True,True,True,True,,
06021,179,0.0,103.0,,,,186.0,0.9,108.5,147.7,,,-179.0,-76.0,,,,7.0,-178.1,-70.5,-31.3,,,True,,,,True,True,True,True,,
06023,173,216.0,233.0,,,,436.0,45.3,107.9,234.4,,,43.0,60.0,,,,263.0,-127.7,-65.1,61.4,,,False,,,,False,False,False,False,,
06025,1654,2010.0,1489.0,,,,1243.0,359.7,242.5,1473.9,,,356.0,-165.0,,,,-411.0,-1294.3,-1411.5,-180.1,,,True,,,,False,False,False,True,,
06027,27,222.0,14.0,,,,21.0,16.7,117.6,423.2,,,195.0,-13.0,,,,-6.0,-10.3,90.6,396.2,,,True,,,,True,True,True,False,,
06029,4685,8352.0,3188.0,,,,11380.0,5325.1,2785.9,7332.3,,,3667.0,-1497.0,,,,6695.0,640.1,-1899.1,2647.3,,,True,,,,False,True,True,True,,
06031,2075,2358.0,5874.0,,,,3724.0,866.0,10568.0,2042.3,,,283.0,3799.0,,,,1649.0,-1209.0,8493.0,-32.7,,,False,,,,False,False,False,True,,
06033,292,132.0,98.0,,,,219.0,41.5,77.4,193.4,,,-160.0,-194.0,,,,-73.0,-250.5,-214.6,-98.6,,,False,,,,True,False,False,True,,
06035,58,54.0,48.0,,,,81.0,0.0,9.0,,,,-4.0,-10.0,,,,23.0,-58.0,-49.0,,,,False,,,,False,False,False,,,
06037,42976,58770.0,25519.0,,,,63730.0,42455.1,31139.0,58036.6,,,15794.0,-17457.0,,,,20754.0,-520.9,-11837.0,15060.6,,,False,,,,False,True,True,True,,
06039,1303,2490.0,1270.0,,,,2353.0,481.4,171.8,1573.4,,,1187.0,-33.0,,,,1050.0,-821.6,-1131.2,270.4,,,True,,,,True,True,True,True,,
06041,924,1014.0,257.0,,,,2004.0,530.3,77.3,1232.7,,,90.0,-667.0,,,,1080.0,-393.7,-846.7,308.7,,,False,,,,False,False,False,False,,
06043,7,30.0,23.0,,,,22.0,0.7,7.2,35.6,,,23.0,16.0,,,,15.0,-6.3,0.2,28.6,,,True,,,,True,True,True,False,,
06045,383,456.0,413.0,,,,584.0,352.5,268.1,323.7,,,73.0,30.0,,,,201.0,-30.5,-114.9,-59.3,,,True,,,,False,True,False,True,,
06047,1622,3906.0,871.0,,,,6873.0,1097.7,1052.0,2309.4,,,2284.0,-751.0,,,,5251.0,-524.3,-570.0,687.4,,,True,,,,False,True,True,True,,
06049,24,0.0,0.0,,,,0.0,0.0,0.2,0.8,,,-24.0,-24.0,,,,-24.0,-24.0,-23.8,-23.2,,,False,,,,False,True,True,True,,
06051,7,12.0,0.0,,,,9.0,0.1,38.1,136.8,,,5.0,-7.0,,,,2.0,-6.9,31.1,129.8,,,False,,,,True,False,False,False,,
06053,3245,5502.0,5360.0,,,,5468.0,1602.5,2675.1,5118.3,,,2257.0,2115.0,,,,2223.0,-1642.5,-569.9,1873.3,,,True,,,,True,True,True,True,,
06055,420,666.0,369.0,,,,1301.0,115.7,281.8,1351.5,,,246.0,-51.0,,,,881.0,-304.3,-138.2,931.5,,,True,,,,False,False,True,False,,
06057,139,204.0,232.0,,,,357.0,79.0,11.5,160.7,,,65.0,93.0,,,,218.0,-60.0,-127.5,21.7,,,False,,,,False,True,False,True,,
06059,7946,14604.0,4512.0,,,,18600.0,11130.7,4393.3,10524.6,,,6658.0,-3434.0,,,,10654.0,3184.7,-3552.7,2578.6,,,True,,,,False,True,True,True,,
06061,888,948.0,252.0,,,,2130.0,718.2,542.0,1180.0,,,60.0,-636.0,,,,1242.0,-169.8,-346.0,292.0,,,False,,,,False,False,False,False,,
06063,11,6.0,0.0,,,,31.0,0.3,1.0,17.1,,,-5.0,-11.0,,,,20.0,-10.7,-10.0,6.1,,,False,,,,False,False,False,False,,
06065,10452,22920.0,13719.0,,,,33532.0,15259.2,21983.0,19119.3,,,12468.0,3267.0,,,,23080.0,4807.2,11531.0,8667.3,,,True,,,,False,True,True,True,,
06067,7608,9792.0,3313.0,,,,11154.0,3734.3,8221.6,5477.4,,,2184.0,-4295.0,,,,3546.0,-3873.7,613.6,-2130.6,,,False,,,,False,False,True,True,,
06069,415,792.0,1257.0,,,,1074.0,463.9,527.8,564.8,,,377.0,842.0,,,,659.0,48.9,112.8,149.8,,,False,,,,False,True,True,True,,
06071,11408,25590.0,31080.0,,,,26411.0,19163.5,23059.7,16873.3,,,14182.0,19672.0,,,,15003.0,7755.5,11651.7,5465.3,,,False,,,,False,True,True,True,,
06073,11997,12828.0,14250.0,,,,11834.0,7632.1,8424.7,9234.0,,,831.0,2253.0,,,,-163.0,-4364.9,-3572.3,-2763.0,,,False,,,,True,False,False,False,,
06075,2623,3804.0,2971.0,,,,6462.0,1722.0,2732.9,3434.0,,,1181.0,348.0,,,,3839.0,-901.0,109.9,811.0,,,True,,,,False,True,True,True,,
06077,4597,7422.0,2528.0,,,,11255.0,4293.2,7039.1,5009.8,,,2825.0,-2069.0,,,,6658.0,-303.8,2442.1,412.8,,,True,,,,False,True,True,True,,
06079,1020,1356.0,624.0,,,,3015.0,451.9,90.0,1078.6,,,336.0,-396.0,,,,1995.0,-568.1,-930.0,58.6,,,False,,,,False,False,False,True,,
06081,2672,3498.0,1302.0,,,,4162.0,1462.3,862.5,3603.1,,,826.0,-1370.0,,,,1490.0,-1209.7,-1809.5,931.1,,,False,,,,False,False,False,False,,
06083,1596,2274.0,1317.0,,,,4362.0,1001.2,1546.5,2087.3,,,678.0,-279.0,,,,2766.0,-594.8,-49.5,491.3,,,True,,,,False,True,True,True,,
06085,6238,9786.0,5915.0,,,,14279.0,7328.9,8117.6,6488.6,,,3548.0,-323.0,,,,8041.0,1090.9,1879.6,250.6,,,True,,,,False,True,True,True,,
06087,867,1182.0,1516.0,,,,2035.0,766.0,912.8,743.3,,,315.0,649.0,,,,1168.0,-101.0,45.8,-123.7,,,False,,,,False,True,True,True,,
06089,515,258.0,148.0,,,,334.0,80.6,30.2,356.2,,,-257.0,-367.0,,,,-181.0,-434.4,-484.8,-158.8,,,False,,,,True,False,False,True,,
06091,0,0.0,0.0,,,,0.0,0.0,0.2,0.9,,,0.0,0.0,,,,0.0,0.0,0.2,0.9,,,True,,,,True,False,False,False,,
06093,51,72.0,56.0,,,,19.0,40.7,2.9,168.9,,,21.0,5.0,,,,-32.0,-10.3,-48.1,117.9,,,True,,,,False,True,False,False,,
06095,1472,2712.0,1670.0,,,,3579.0,1445.0,519.0,2272.2,,,1240.0,198.0,,,,2107.0,-27.0,-953.0,800.2,,,True,,,,False,True,True,True,,
06097,2685,5460.0,5894.0,,,,3807.0,5947.9,1698.1,3843.8,,,2775.0,3209.0,,,,1122.0,3262.9,-986.9,1158.8,,,False,,,,True,False,True,True,,
06099,3924,7974.0,2649.0,,,,10943.0,3122.5,7409.2,7128.8,,,4050.0,-1275.0,,,,7019.0,-801.5,3485.2,3204.8,,,True,,,,False,True,True,True,,
06101,545,792.0,429.0,,,,694.0,263.4,44.5,416.6,,,247.0,-116.0,,,,149.0,-281.6,-500.5,-128.4,,,True,,,,True,False,False,True,,
06103,265,234.0,211.0,,,,152.0,171.0,177.4,456.5,,,-31.0,-54.0,,,,-113.0,-94.0,-87.6,191.5,,,False,,,,False,False,False,False,,
06105,10,0.0,0.0,,,,0.0,2.0,12.7,1.6,,,-10.0,-10.0,,,,-10.0,-8.0,2.7,-8.4,,,False,,,,False,True,True,True,,
06107,3282,6072.0,2988.0,,,,6254.0,1087.4,2620.4,1700.1,,,2790.0,-294.0,,,,2972.0,-2194.6,-661.6,-1581.9,,,True,,,,False,True,True,True,,
06109,58,72.0,41.0,,,,114.0,15.2,35.6,76.5,,,14.0,-17.0,,,,56.0,-42.8,-22.4,18.5,,,False,,,,False,False,False,False,,
06111,3255,4650.0,6770.0,,,,8830.0,3590.9,1330.3,2462.3,,,1395.0,3515.0,,,,5575.0,335.9,-1924.7,-792.7,,,False,,,,False,True,False,True,,
06113,683,1308.0,847.0,,,,1803.0,866.2,1060.7,897.6,,,625.0,164.0,,,,1120.0,183.2,377.7,214.6,,,True,,,,False,True,True,True,,
06115,344,624.0,401.0,,,,487.0,348.5,36.7,244.4,,,280.0,57.0,,,,143.0,4.5,-307.3,-99.6,,,True,,,,True,True,False,True,,
08001,2593,2166.0,3302.0,,,,1137.0,746.5,1143.3,1587.8,,,-427.0,709.0,,,,-1456.0,-1846.5,-1449.7,-1005.2,,,False,,,,False,False,False,False,,
08003,15,18.0,0.0,,,,22.0,1.1,16.7,13.5,,,3.0,-15.0,,,,7.0,-13.9,1.7,-1.5,,,False,,,,False,False,True,True,,
08005,1844,1464.0,2076.0,,,,1117.0,772.8,994.7,1195.1,,,-380.0,232.0,,,,-727.0,-1071.2,-849.3,-648.9,,,True,,,,False,False,False,False,,
08007,12,24.0,0.0,,,,3.0,0.3,0.0,12.0,,,12.0,-12.0,,,,-9.0,-11.7,-12.0,-0.0,,,False,,,,True,True,False,True,,
08009,5,0.0,0.0,,,,5.0,0.1,0.2,0.5,,,-5.0,-5.0,,,,0.0,-4.9,-4.8,-4.5,,,False,,,,True,True,True,True,,
08011,1,6.0,0.0,,,,3.0,0.1,2.1,10.8,,,5.0,-1.0,,,,2.0,-0.9,1.1,9.8,,,True,,,,True,True,True,False,,
08013,2354,504.0,515.0,,,,268.0,390.9,379.5,663.5,,,-1850.0,-1839.0,,,,-2086.0,-1963.1,-1974.5,-1690.5,,,True,,,,False,False,False,True,,
08014,175,132.0,42.0,,,,104.0,29.2,17.5,117.9,,,-43.0,-133.0,,,,-71.0,-145.8,-157.5,-57.1,,,False,,,,False,False,False,False,,
08015,27,30.0,0.0,,,,13.0,2.9,2.4,126.5,,,3.0,-27.0,,,,-14.0,-24.1,-24.6,99.5,,,False,,,,False,False,False,False,,
08017,5,0.0,0.0,,,,0.0,0.0,0.8,1.2,,,-5.0,-5.0,,,,-5.0,-5.0,-4.2,-3.8,,,False,,,,False,True,True,True,,
08019,13,18.0,0.0,,,,4.0,0.2,0.0,11.2,,,5.0,-13.0,,,,-9.0,-12.8,-13.0,-1.8,,,False,,,,False,False,False,True,,
08021,7,18.0,0.0,,,,3.0,0.6,4.5,6.8,,,11.0,-7.0,,,,-4.0,-6.4,-2.5,-0.2,,,True,,,,True,True,True,True,,
08023,7,12.0,0.0,,,,0.0,0.3,2.8,3.0,,,5.0,-7.0,,,,-7.0,-6.7,-4.2,-4.0,,,False,,,,False,False,True,True,,
08025,1,0.0,0.0,,,,4.0,0.8,4.4,1.4,,,-1.0,-1.0,,,,3.0,-0.2,3.4,0.4,,,False,,,,False,True,False,True,,
08027,5,0.0,0.0,,,,0.0,0.1,2.8,,,,-5.0,-5.0,,,,-5.0,-4.9,-2.2,,,,False,,,,False,True,True,,,
08029,54,48.0,44.0,,,,8.0,1.2,1.8,30.9,,,-6.0,-10.0,,,,-46.0,-52.8,-52.2,-23.1,,,False,,,,False,False,False,False,,
08031,2886,2004.0,3101.0,,,,1354.0,1420.1,4319.7,1385.1,,,-882.0,215.0,,,,-1532.0,-1465.9,1433.7,-1500.9,,,True,,,,False,False,False,False,,
08033,1,6.0,0.0,,,,0.0,,0.9,2.5,,,5.0,-1.0,,,,-1.0,,-0.1,1.5,,,True,,,,True,,True,True,,
08035,867,462.0,556.0,,,,313.0,261.3,324.0,265.3,,,-405.0,-311.0,,,,-554.0,-605.7,-543.0,-601.7,,,True,,,,False,False,False,False,,
08037,111,96.0,7.0,,,,123.0,13.9,25.5,170.0,,,-15.0,-104.0,,,,12.0,-97.1,-85.5,59.0,,,False,,,,True,False,False,False,,
08039,52,42.0,17.0,,,,16.0,2.5,2.0,26.4,,,-10.0,-35.0,,,,-36.0,-49.5,-50.0,-25.6,,,False,,,,False,False,False,False,,
08041,1443,1542.0,606.0,,,,1045.0,1114.4,993.8,1050.0,,,99.0,-837.0,,,,-398.0,-328.6,-449.2,-393.0,,,False,,,,False,False,False,False,,
08043,34,54.0,42.0,,,,34.0,6.5,36.0,36.8,,,20.0,8.0,,,,0.0,-27.5,2.0,2.8,,,True,,,,True,False,True,True,,
08045,153,132.0,19.0,,,,81.0,26.3,65.9,191.5,,,-21.0,-134.0,,,,-72.0,-126.7,-87.1,38.5,,,False,,,,False,False,False,False,,
08047,2,0.0,0.0,,,,1.0,0.1,0.9,,,,-2.0,-2.0,,,,-1.0,-1.9,-1.1,,,,False,,,,True,True,True,,,
08049,27,12.0,0.0,,,,3.0,0.4,14.7,48.5,,,-15.0,-27.0,,,,-24.0,-26.6,-12.3,21.5,,,False,,,,False,False,True,False,,
08051,11,42.0,2.0,,,,6.0,6.9,1.6,33.0,,,31.0,-9.0,,,,-5.0,-4.1,-9.4,22.0,,,True,,,,True,True,True,True,,
08053,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,True,,,,True,False,True,True,,
08055,17,0.0,0.0,,,,0.0,0.0,0.1,1.5,,,-17.0,-17.0,,,,-17.0,-17.0,-16.9,-15.5,,,False,,,,False,True,True,True,,
08057,1,0.0,0.0,,,,0.0,,1.5,1.4,,,-1.0,-1.0,,,,-1.0,,0.5,0.4,,,False,,,,False,,True,True,,
08059,1452,1110.0,1179.0,,,,541.0,448.1,711.9,468.2,,,-342.0,-273.0,,,,-911.0,-1003.9,-740.1,-983.8,,,True,,,,False,False,False,False,,
08061,1,0.0,0.0,,,,0.0,,0.0,,,,-1.0,-1.0,,,,-1.0,,-1.0,,,,False,,,,False,,False,,,
08063,15,0.0,0.0,,,,8.0,0.8,9.2,91.8,,,-15.0,-15.0,,,,-7.0,-14.2,-5.8,76.8,,,False,,,,True,True,True,False,,
08065,19,6.0,0.0,,,,3.0,2.2,7.2,20.1,,,-13.0,-19.0,,,,-16.0,-16.8,-11.8,1.1,,,False,,,,False,False,True,True,,
08067,42,18.0,43.0,,,,18.0,1.3,30.7,22.4,,,-24.0,1.0,,,,-24.0,-40.7,-11.3,-19.6,,,True,,,,False,False,True,True,,
08069,941,738.0,550.0,,,,226.0,402.7,623.3,426.8,,,-203.0,-391.0,,,,-715.0,-538.3,-317.7,-514.2,,,False,,,,False,False,False,False,,
08071,6,6.0,0.0,,,,2.0,0.2,0.7,,,,0.0,-6.0,,,,-4.0,-5.8,-5.3,,,,False,,,,False,False,False,,,
08073,10,0.0,0.0,,,,0.0,0.0,0.1,1.1,,,-10.0,-10.0,,,,-10.0,-10.0,-9.9,-8.9,,,False,,,,False,True,True,True,,
08075,259,48.0,0.0,,,,80.0,2.2,13.4,16.9,,,-211.0,-259.0,,,,-179.0,-256.8,-245.6,-242.1,,,False,,,,True,False,False,False,,
08077,319,72.0,21.0,,,,94.0,22.9,65.8,123.6,,,-247.0,-298.0,,,,-225.0,-296.1,-253.2,-195.4,,,False,,,,True,False,False,True,,
08079,1,6.0,0.0,,,,0.0,0.2,0.7,6.8,,,5.0,-1.0,,,,-1.0,-0.8,-0.3,5.8,,,True,,,,True,True,True,False,,
08081,12,6.0,0.0,,,,1.0,0.3,0.6,19.9,,,-6.0,-12.0,,,,-11.0,-11.7,-11.4,7.9,,,False,,,,False,False,False,False,,
08083,26,48.0,26.0,,,,4.0,1.4,26.8,41.8,,,22.0,0.0,,,,-22.0,-24.6,0.8,15.8,,,True,,,,False,False,True,True,,
08085,55,90.0,95.0,,,,21.0,11.0,39.1,102.5,,,35.0,40.0,,,,-34.0,-44.0,-15.9,47.5,,,False,,,,True,False,True,False,,
08087,61,54.0,67.0,,,,88.0,3.6,28.3,50.1,,,-7.0,6.0,,,,27.0,-57.4,-32.7,-10.9,,,True,,,,False,False,False,False,,
08089,26,12.0,2.0,,,,14.0,0.9,28.5,36.2,,,-14.0,-24.0,,,,-12.0,-25.1,2.5,10.2,,,False,,,,True,False,True,True,,
08091,16,6.0,0.0,,,,0.0,4.1,0.8,2.6,,,-10.0,-16.0,,,,-16.0,-11.9,-15.2,-13.4,,,False,,,,False,False,False,False,,
08093,17,6.0,0.0,,,,4.0,0.4,2.4,4.0,,,-11.0,-17.0,,,,-13.0,-16.6,-14.6,-13.0,,,False,,,,False,False,False,False,,
08095,15,0.0,0.0,,,,0.0,0.1,0.4,3.3,,,-15.0,-15.0,,,,-15.0,-14.9,-14.6,-11.7,,,False,,,,False,True,True,True,,
08097,42,6.0,0.0,,,,8.0,1.7,12.4,30.4,,,-36.0,-42.0,,,,-34.0,-40.3,-29.6,-11.6,,,False,,,,True,False,True,True,,
08099,18,84.0,65.0,,,,26.0,1.8,24.0,68.2,,,66.0,47.0,,,,8.0,-16.2,6.0,50.2,,,True,,,,True,True,True,True,,
08101,382,288.0,195.0,,,,447.0,106.8,54.5,94.1,,,-94.0,-187.0,,,,65.0,-275.2,-327.5,-287.9,,,False,,,,True,False,False,False,,
08103,6,6.0,0.0,,,,0.0,0.2,1.7,,,,0.0,-6.0,,,,-6.0,-5.8,-4.3,,,,False,,,,False,False,False,,,
08105,4,12.0,0.0,,,,7.0,2.7,20.2,20.7,,,8.0,-4.0,,,,3.0,-1.3,16.2,16.7,,,True,,,,True,True,False,False,,
08107,32,18.0,4.0,,,,6.0,0.7,16.0,92.9,,,-14.0,-28.0,,,,-26.0,-31.3,-16.0,60.9,,,False,,,,False,False,False,False,,
08109,3,12.0,0.0,,,,2.0,0.0,13.8,27.1,,,9.0,-3.0,,,,-1.0,-3.0,10.8,24.1,,,True,,,,True,True,False,False,,
08111,4,0.0,0.0,,,,0.0,0.0,0.0,0.1,,,-4.0,-4.0,,,,-4.0,-4.0,-4.0,-3.9,,,False,,,,False,True,False,True,,
08113,6,0.0,0.0,,,,0.0,1.8,0.0,18.1,,,-6.0,-6.0,,,,-6.0,-4.2,-6.0,12.1,,,False,,,,False,True,False,False,,
08115,3,6.0,0.0,,,,0.0,,3.7,,,,3.0,-3.0,,,,-3.0,,0.7,,,,False,,,,False,,True,,,
08117,131,30.0,42.0,,,,25.0,1.3,9.2,29.4,,,-101.0,-89.0,,,,-106.0,-129.7,-121.8,-101.6,,,True,,,,False,False,False,False,,
08119,26,42.0,42.0,,,,13.0,7.8,35.4,33.3,,,16.0,16.0,,,,-13.0,-18.2,9.4,7.3,,,False,,,,True,False,True,True,,
08121,17,12.0,0.0,,,,1.0,0.4,3.4,13.0,,,-5.0,-17.0,,,,-16.0,-16.6,-13.6,-4.0,,,False,,,,False,False,False,True,,
08123,990,708.0,696.0,,,,421.0,219.5,573.2,543.6,,,-282.0,-294.0,,,,-569.0,-770.5,-416.8,-446.4,,,False,,,,False,False,False,False,,
08125,68,0.0,0.0,,,,10.0,0.6,7.8,5.2,,,-68.0,-68.0,,,,-58.0,-67.4,-60.2,-62.8,,,False,,,,True,True,True,True,,
09001,1966,1644.0,14044.0,,,,280.0,178.7,493.3,1317.9,,,-322.0,12078.0,,,,-1686.0,-1787.3,-1472.7,-648.1,,,False,,,,False,False,False,False,,
09003,1987,786.0,1005.0,,,,676.0,134.8,59.2,1330.4,,,-1201.0,-982.0,,,,-1311.0,-1852.2,-1927.8,-656.6,,,True,,,,False,False,False,True,,
09005,254,78.0,78.0,,,,8.0,7.7,15.5,86.4,,,-176.0,-176.0,,,,-246.0,-246.3,-238.5,-167.6,,,False,,,,False,False,False,True,,
09007,188,72.0,82.0,,,,5.0,0.3,7.6,69.7,,,-116.0,-106.0,,,,-183.0,-187.7,-180.4,-118.3,,,True,,,,False,False,False,False,,
09009,1141,756.0,693.0,,,,168.0,100.2,418.9,864.6,,,-385.0,-448.0,,,,-973.0,-1040.8,-722.1,-276.4,,,False,,,,False,False,False,True,,
09011,701,168.0,117.0,,,,50.0,6.6,52.3,187.5,,,-533.0,-584.0,,,,-651.0,-694.4,-648.7,-513.5,,,False,,,,False,False,False,True,,
09013,366,162.0,42.0,,,,31.0,4.4,26.6,258.6,,,-204.0,-324.0,,,,-335.0,-361.6,-339.4,-107.4,,,False,,,,False,False,False,True,,
09015,257,78.0,18.0,,,,51.0,3.0,5.9,127.8,,,-179.0,-239.0,,,,-206.0,-254.0,-251.1,-129.2,,,False,,,,False,False,False,True,,
10001,598,408.0,113.0,,,,426.0,110.7,308.8,506.7,,123.0,-190.0,-485.0,,,,-172.0,-487.3,-289.2,-91.3,,-475.0,False,,,,True,False,False,True,,False
10003,3165,1686.0,1436.0,,,,1647.0,1091.4,1334.5,1407.2,,1148.0,-1479.0,-1729.0,,,,-1518.0,-2073.6,-1830.5,-1757.8,,-2017.0,False,,,,False,False,False,False,,False
10005,831,420.0,210.0,,,,669.0,79.3,542.2,515.5,,142.0,-411.0,-621.0,,,,-162.0,-751.7,-288.8,-315.5,,-689.0,False,,,,True,False,True,True,,False
12001,3575,2250.0,1489.0,,,,3542.0,1492.9,942.6,1330.3,,1148.0,-1325.0,-2086.0,,,,-33.0,-2082.1,-2632.4,-2244.7,,-2427.0,False,,,,True,False,False,False,,False
12003,406,246.0,581.0,,,,722.0,85.3,962.4,1694.3,,32.0,-160.0,175.0,,,,316.0,-320.7,556.4,1288.3,,-374.0,False,,,,False,False,False,False,,False
12005,1063,1998.0,1265.0,,,,2928.0,789.5,725.7,1471.5,,491.0,935.0,202.0,,,,1865.0,-273.5,-337.3,408.5,,-572.0,True,,,,False,True,True,True,,True
