,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
30053,33,12.0,,0.0,,,,23.0,15.7,,14.4,36.6,,5.0,-21.0,,-33.0,,,,-10.0,-17.3,,-18.6,3.6,,-28.0,,False,,,,True,True,,True,True,,False
30055,14,12.0,,0.0,,,,25.0,,,17.7,4.4,,5.0,-2.0,,-14.0,,,,11.0,,,3.7,-9.6,,-9.0,,False,,,,False,,,False,False,,False
30057,18,0.0,,0.0,,,,29.0,18.9,,9.3,53.9,,2.0,-18.0,,-18.0,,,,11.0,0.9,,-8.7,35.9,,-16.0,,False,,,,True,True,,True,False,,True
30059,21,0.0,,0.0,,,,6.0,0.1,,0.0,0.3,,0.0,-21.0,,-21.0,,,,-15.0,-20.9,,-21.0,-20.7,,-21.0,,False,,,,True,True,,False,True,,False
30061,0,12.0,,0.0,,,,6.0,,,6.2,,,102.0,12.0,,0.0,,,,6.0,,,6.2,,,102.0,,True,,,,True,,,True,,,False
30063,362,300.0,597.3,290.0,,,,866.0,129.2,209.9,801.3,1136.5,,292.0,-62.0,235.3,-72.0,,,,504.0,-232.8,-152.1,439.3,774.5,,-70.0,False,False,,,,False,False,False,False,False,,False
30065,31,6.0,,0.0,,,,8.0,0.4,,0.3,2.9,,6.0,-25.0,,-31.0,,,,-23.0,-30.6,,-30.7,-28.1,,-25.0,,False,,,,True,False,,False,False,,False
30067,37,48.0,,0.0,,,,20.0,18.2,,1.9,40.7,,28.0,11.0,,-37.0,,,,-17.0,-18.8,,-35.0,3.7,,-9.0,,False,,,,False,False,,False,True,,True
30069,0,0.0,,0.0,,,,12.0,,,0.0,,,,0.0,,0.0,,,,12.0,,,0.0,,,,,True,,,,False,,,True,,,
30071,30,378.0,,79.0,,,,42.0,,,262.6,,,68.0,348.0,,49.0,,,,12.0,,,232.6,,,38.0,,True,,,,True,,,True,,,True
30073,18,0.0,,0.0,,,,6.0,1.0,,2.0,,,0.0,-18.0,,-18.0,,,,-12.0,-17.0,,-16.0,,,-18.0,,False,,,,True,True,,True,,,False
30075,8,0.0,,0.0,,,,0.0,,,0.0,,,0.0,-8.0,,-8.0,,,,-8.0,,,-8.0,,,-8.0,,False,,,,False,,,False,,,False
30077,10,0.0,,0.0,,,,31.0,,,0.0,0.4,,0.0,-10.0,,-10.0,,,,21.0,,,-10.0,-9.6,,-10.0,,False,,,,False,,,False,True,,False
30079,1,0.0,,0.0,,,,6.0,,,0.7,,,0.0,-1.0,,-1.0,,,,5.0,,,-0.3,,,-1.0,,False,,,,False,,,True,,,False
30081,55,18.0,,10.0,,,,156.0,77.5,,1.1,14.6,,5.0,-37.0,,-45.0,,,,101.0,22.5,,-53.9,-40.4,,-50.0,,False,,,,False,True,,False,False,,False
30083,30,6.0,,0.0,,,,72.0,28.8,,4.9,9.0,,2.0,-24.0,,-30.0,,,,42.0,-1.2,,-25.1,-21.0,,-28.0,,False,,,,False,True,,False,True,,False
30085,312,42.0,,,,,,73.0,10.4,,14.4,,,106.0,-270.0,,,,,,-239.0,-301.6,,-297.6,,,-206.0,,,,,,True,False,,False,,,True
30087,563,228.0,,22.0,,,,72.0,48.9,,749.9,,,312.0,-335.0,,-541.0,,,,-491.0,-514.1,,186.9,,,-251.0,,False,,,,False,False,,True,,,True
30089,36,12.0,,0.0,,,,12.0,,,3.0,11.4,,100.0,-24.0,,-36.0,,,,-24.0,,,-33.0,-24.6,,64.0,,False,,,,False,,,False,False,,False
30091,9,0.0,,0.0,,,,22.0,,,1.7,1.4,,0.0,-9.0,,-9.0,,,,13.0,,,-7.3,-7.6,,-9.0,,False,,,,False,,,True,True,,False
30093,153,108.0,,129.0,,,,241.0,5.2,41.1,8.6,165.2,,45.0,-45.0,,-24.0,,,,88.0,-147.8,-111.9,-144.4,12.2,,-108.0,,True,,,,False,False,False,False,True,,False
30095,38,48.0,,0.0,,,,31.0,12.8,,4.8,,,51.0,10.0,,-38.0,,,,-7.0,-25.2,,-33.2,,,13.0,,False,,,,True,False,,False,,,False
30097,39,0.0,,0.0,,,,3.0,,,6.5,1.0,,0.0,-39.0,,-39.0,,,,-36.0,,,-32.5,-38.0,,-39.0,,False,,,,True,,,True,True,,False
30099,6,0.0,,0.0,,,,6.0,,,0.0,,,0.0,-6.0,,-6.0,,,,0.0,,,-6.0,,,-6.0,,False,,,,True,,,False,,,False
30101,31,0.0,,0.0,,,,11.0,9.0,,28.2,137.8,,3.0,-31.0,,-31.0,,,,-20.0,-22.0,,-2.8,106.8,,-28.0,,False,,,,True,True,,True,False,,True
30103,1,0.0,,0.0,,,,18.0,,,0.0,0.0,,0.0,-1.0,,-1.0,,,,17.0,,,-1.0,-1.0,,-1.0,,False,,,,False,,,False,True,,False
30105,53,96.0,,2.0,,,,155.0,,,23.4,,,144.0,43.0,,-51.0,,,,102.0,,,-29.6,,,91.0,,False,,,,False,,,True,,,False
30107,14,0.0,,0.0,,,,11.0,0.1,,0.0,0.7,,0.0,-14.0,,-14.0,,,,-3.0,-13.9,,-14.0,-13.3,,-14.0,,False,,,,True,True,,False,True,,False
30109,6,0.0,,0.0,,,,6.0,,,1.3,0.7,,0.0,-6.0,,-6.0,,,,0.0,,,-4.7,-5.3,,-6.0,,False,,,,True,,,True,True,,False
30111,1634,1356.0,2656.1,1855.0,,,,650.0,2222.2,630.0,455.6,639.6,,1464.0,-278.0,1022.1,221.0,,,,-984.0,588.2,-1004.0,-1178.4,-994.4,,-170.0,False,True,,,,False,False,False,False,False,,True
31001,179,66.0,,106.0,,,,214.0,3.9,24.0,6.7,45.6,,46.0,-113.0,,-73.0,,,,35.0,-175.1,-155.0,-172.3,-133.4,,-133.0,,True,,,,True,False,False,False,False,,False
31003,48,12.0,,0.0,,,,6.0,1.8,,7.2,12.0,,14.0,-36.0,,-48.0,,,,-42.0,-46.2,,-40.8,-36.0,,-34.0,,False,,,,False,False,,False,True,,True
31005,0,0.0,,0.0,,,,0.0,,,1.0,,,1.0,0.0,,0.0,,,,0.0,,,1.0,,,1.0,,True,,,,True,,,False,,,False
31007,1,0.0,,0.0,,,,0.0,,,0.5,0.1,,0.0,-1.0,,-1.0,,,,-1.0,,,-0.5,-0.9,,-1.0,,False,,,,False,,,True,True,,False
31009,1,0.0,,0.0,,,,0.0,,,0.0,,,,-1.0,,-1.0,,,,-1.0,,,-1.0,,,,,False,,,,False,,,False,,,
31011,67,18.0,,0.0,,,,1.0,0.7,,11.7,6.5,,179.0,-49.0,,-67.0,,,,-66.0,-66.3,,-55.3,-60.5,,112.0,,False,,,,False,False,,False,False,,False
31013,62,24.0,,0.0,,,,18.0,2.7,,2.1,,,84.0,-38.0,,-62.0,,,,-44.0,-59.3,,-59.9,,,22.0,,False,,,,False,False,,False,,,True
31015,14,24.0,,0.0,,,,0.0,0.8,,0.7,9.8,,47.0,10.0,,-14.0,,,,-14.0,-13.2,,-13.3,-4.2,,33.0,,False,,,,False,False,,False,True,,False
31017,32,12.0,,0.0,,,,0.0,,,0.0,,,136.0,-20.0,,-32.0,,,,-32.0,,,-32.0,,,104.0,,False,,,,False,,,False,,,False
31019,552,528.0,,727.0,,,,203.0,124.8,213.6,268.8,382.8,,500.0,-24.0,,175.0,,,,-349.0,-427.2,-338.4,-283.2,-169.2,,-52.0,,False,,,,False,False,False,False,False,,False
31021,25,126.0,,150.0,,,,14.0,18.9,,27.4,97.2,,158.0,101.0,,125.0,,,,-11.0,-6.1,,2.4,72.2,,133.0,,False,,,,True,True,,True,True,,False
31023,47,36.0,,,,,,15.0,7.9,,14.8,18.0,,82.0,-11.0,,,,,,-32.0,-39.1,,-32.2,-29.0,,35.0,,,,,,False,False,,False,False,,False
31025,116,222.0,,292.0,,,,70.0,83.2,166.8,93.1,168.5,,311.0,106.0,,176.0,,,,-46.0,-32.8,50.8,-22.9,52.5,,195.0,,False,,,,True,True,True,True,True,,False
31027,58,30.0,,0.0,,,,12.0,8.3,,13.4,16.4,,205.0,-28.0,,-58.0,,,,-46.0,-49.7,,-44.6,-41.6,,147.0,,False,,,,False,False,,False,False,,False
31029,16,6.0,,0.0,,,,0.0,2.7,,2.1,7.6,,2.0,-10.0,,-16.0,,,,-16.0,-13.3,,-13.9,-8.4,,-14.0,,False,,,,False,False,,False,True,,False
31031,43,0.0,,0.0,,,,0.0,0.2,,0.1,1.2,,0.0,-43.0,,-43.0,,,,-43.0,-42.8,,-42.9,-41.8,,-43.0,,False,,,,False,True,,True,True,,False
31033,11,0.0,,0.0,,,,6.0,4.1,,4.2,11.9,,0.0,-11.0,,-11.0,,,,-5.0,-6.9,,-6.8,0.9,,-11.0,,False,,,,True,True,,True,True,,False
31035,25,0.0,,0.0,,,,7.0,9.2,,0.3,16.6,,1.0,-25.0,,-25.0,,,,-18.0,-15.8,,-24.7,-8.4,,-24.0,,False,,,,True,True,,True,True,,True
31037,75,36.0,,0.0,,,,78.0,3.4,3.9,29.8,27.7,,0.0,-39.0,,-75.0,,,,3.0,-71.6,-71.1,-45.2,-47.3,,-75.0,,False,,,,True,False,False,False,False,,False
31039,73,30.0,,26.0,,,,23.0,10.3,,20.9,24.6,,13.0,-43.0,,-47.0,,,,-50.0,-62.7,,-52.1,-48.4,,-60.0,,False,,,,False,False,,False,False,,False
31041,28,72.0,,,,,,7.0,6.4,,53.5,34.5,,367.0,44.0,,,,,,-21.0,-21.6,,25.5,6.5,,339.0,,,,,,True,True,,True,True,,False
31043,269,90.0,,0.0,,,,118.0,12.7,9.9,122.9,161.2,,0.0,-179.0,,-269.0,,,,-151.0,-256.3,-259.1,-146.1,-107.8,,-269.0,,False,,,,True,False,False,True,True,,False
31045,108,30.0,,0.0,,,,18.0,5.0,,433.4,21.5,,61.0,-78.0,,-108.0,,,,-90.0,-103.0,,325.4,-86.5,,-47.0,,False,,,,False,False,,False,False,,True
31047,106,102.0,,25.0,,,,88.0,17.9,2.9,49.5,82.4,,27.0,-4.0,,-81.0,,,,-18.0,-88.1,-103.1,-56.5,-23.6,,-79.0,,False,,,,False,False,False,False,False,,False
31049,3,0.0,,0.0,,,,0.0,,,1.0,0.4,,0.0,-3.0,,-3.0,,,,-3.0,,,-2.0,-2.6,,-3.0,,False,,,,False,,,True,True,,False
31051,33,0.0,,0.0,,,,18.0,25.1,,3.2,1.3,,0.0,-33.0,,-33.0,,,,-15.0,-7.9,,-29.8,-31.7,,-33.0,,False,,,,True,True,,True,True,,False
31053,331,228.0,,474.0,,,,146.0,39.0,22.2,160.3,93.6,,238.0,-103.0,,143.0,,,,-185.0,-292.0,-308.8,-170.7,-237.4,,-93.0,,False,,,,False,False,False,False,False,,True
31055,3815,5070.0,2324.3,8298.0,,,,3252.0,1502.3,664.1,2671.7,5665.0,,2956.0,1255.0,-1490.7,4483.0,,,,-563.0,-2312.7,-3150.9,-1143.3,1850.0,,-859.0,False,False,,,,True,False,False,True,False,,True
31057,11,0.0,,0.0,,,,0.0,,,13.2,0.2,,0.0,-11.0,,-11.0,,,,-11.0,,,2.2,-10.8,,-11.0,,False,,,,False,,,True,True,,False
31059,26,30.0,,0.0,,,,4.0,10.3,,9.8,15.2,,77.0,4.0,,-26.0,,,,-22.0,-15.7,,-16.2,-10.8,,51.0,,False,,,,False,False,,False,False,,False
31061,13,18.0,,0.0,,,,1.0,0.8,,4.3,,,33.0,5.0,,-13.0,,,,-12.0,-12.2,,-8.7,,,20.0,,False,,,,False,False,,False,,,False
31063,4,6.0,,0.0,,,,0.0,0.1,,0.6,5.4,,51.0,2.0,,-4.0,,,,-4.0,-3.9,,-3.4,1.4,,47.0,,False,,,,False,False,,False,True,,False
31065,24,12.0,,0.0,,,,6.0,1.6,,2.7,,,6.0,-12.0,,-24.0,,,,-18.0,-22.4,,-21.3,,,-18.0,,False,,,,False,False,,False,,,False
31067,151,42.0,,64.0,,,,38.0,23.1,,36.4,27.3,,46.0,-109.0,,-87.0,,,,-113.0,-127.9,,-114.6,-123.7,,-105.0,,True,,,,False,False,,False,False,,True
31069,6,0.0,,0.0,,,,0.0,0.3,,0.0,0.0,,0.0,-6.0,,-6.0,,,,-6.0,-5.7,,-6.0,-6.0,,-6.0,,False,,,,False,True,,False,True,,False
31071,5,18.0,,0.0,,,,0.0,0.2,,4.1,12.1,,87.0,13.0,,-5.0,,,,-5.0,-4.8,,-0.9,7.1,,82.0,,True,,,,True,True,,True,True,,False
31073,12,18.0,,0.0,,,,0.0,2.3,,15.0,16.3,,9.0,6.0,,-12.0,,,,-12.0,-9.7,,3.0,4.3,,-3.0,,False,,,,False,False,,True,True,,True
31075,1,0.0,,0.0,,,,0.0,,,0.0,,,,-1.0,,-1.0,,,,-1.0,,,-1.0,,,,,False,,,,False,,,False,,,
31077,17,0.0,,0.0,,,,0.0,0.8,,1.1,8.8,,2.0,-17.0,,-17.0,,,,-17.0,-16.2,,-15.9,-8.2,,-15.0,,False,,,,False,True,,True,True,,True
31079,241,156.0,61.0,186.0,,,,626.0,31.2,16.1,84.9,215.9,,104.0,-85.0,-180.0,-55.0,,,,385.0,-209.8,-224.9,-156.1,-25.1,,-137.0,False,True,,,,False,False,False,False,True,,False
31081,28,24.0,,3.0,,,,17.0,1.1,38.6,6.0,20.5,,8.0,-4.0,,-25.0,,,,-11.0,-26.9,10.6,-22.0,-7.5,,-20.0,,False,,,,False,False,False,False,False,,False
31083,20,6.0,,0.0,,,,1.0,0.0,,1.1,,,157.0,-14.0,,-20.0,,,,-19.0,-20.0,,-18.9,,,137.0,,False,,,,False,False,,False,,,False
31085,0,0.0,,0.0,,,,0.0,,,0.0,,,,0.0,,0.0,,,,0.0,,,0.0,,,,,True,,,,True,,,True,,,
31087,3,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,-3.0,,-3.0,,,,-3.0,-3.0,,-3.0,-3.0,,-3.0,,False,,,,False,True,,False,True,,False
31089,60,6.0,,0.0,,,,1.0,3.8,,2.6,,,4.0,-54.0,,-60.0,,,,-59.0,-56.2,,-57.4,,,-56.0,,False,,,,False,False,,False,,,False
31091,3,0.0,,0.0,,,,0.0,,,0.0,0.8,,0.0,-3.0,,-3.0,,,,-3.0,,,-3.0,-2.2,,-3.0,,False,,,,False,,,False,True,,False
31093,40,6.0,,0.0,,,,9.0,7.9,,5.2,4.3,,1.0,-34.0,,-40.0,,,,-31.0,-32.1,,-34.8,-35.7,,-39.0,,False,,,,True,True,,False,False,,False
31095,11,18.0,,0.0,,,,6.0,2.7,,2.8,,,64.0,7.0,,-11.0,,,,-5.0,-8.3,,-8.2,,,53.0,,False,,,,True,False,,False,,,False
31097,35,6.0,,0.0,,,,6.0,4.4,,1.7,,,2.0,-29.0,,-35.0,,,,-29.0,-30.6,,-33.3,,,-33.0,,False,,,,False,False,,False,,,False
31099,58,186.0,,173.0,,,,12.0,11.9,,26.5,112.4,,141.0,128.0,,115.0,,,,-46.0,-46.1,,-31.5,54.4,,83.0,,True,,,,True,True,,True,True,,True
31101,32,90.0,,83.0,,,,1.0,7.5,,17.7,,,226.0,58.0,,51.0,,,,-31.0,-24.5,,-14.3,,,194.0,,True,,,,True,True,,True,,,False
31103,6,0.0,,0.0,,,,0.0,,,0.0,0.0,,,-6.0,,-6.0,,,,-6.0,,,-6.0,-6.0,,,,False,,,,False,,,False,True,,
31105,0,0.0,,0.0,,,,6.0,1.0,,1.0,0.3,,0.0,0.0,,0.0,,,,6.0,1.0,,1.0,0.3,,0.0,,True,,,,False,False,,False,False,,True
31107,122,48.0,,0.0,,,,8.0,19.6,,6.4,43.0,,104.0,-74.0,,-122.0,,,,-114.0,-102.4,,-115.6,-79.0,,-18.0,,False,,,,False,False,,False,False,,True
31109,2748,930.0,3052.0,586.0,,,,2036.0,461.4,621.4,225.8,748.7,,416.0,-1818.0,304.0,-2162.0,,,,-712.0,-2286.6,-2126.6,-2522.2,-1999.3,,-2332.0,True,False,,,,True,False,False,False,False,,False
31111,180,486.0,,1367.0,,,,41.0,312.3,206.4,226.8,312.5,,1221.0,306.0,,1187.0,,,,-139.0,132.3,26.4,46.8,132.5,,1041.0,,False,,,,True,True,True,True,True,,False
31113,7,0.0,,0.0,,,,0.0,,,0.0,,,,-7.0,,-7.0,,,,-7.0,,,-7.0,,,,,False,,,,False,,,False,,,
31115,3,0.0,,0.0,,,,0.0,,,0.0,,,,-3.0,,-3.0,,,,-3.0,,,-3.0,,,,,False,,,,False,,,False,,,
31117,0,6.0,,0.0,,,,0.0,,,0.2,5.2,,8.0,6.0,,0.0,,,,0.0,,,0.2,5.2,,8.0,,True,,,,True,,,True,True,,False
31119,334,246.0,,883.0,,,,208.0,67.8,38.7,59.1,113.6,,451.0,-88.0,,549.0,,,,-126.0,-266.2,-295.3,-274.9,-220.4,,117.0,,False,,,,False,False,False,False,False,,False
31121,22,6.0,,9.0,,,,16.0,9.4,,21.9,34.6,,7.0,-16.0,,-13.0,,,,-6.0,-12.6,,-0.1,12.6,,-15.0,,True,,,,True,True,,True,True,,True
31123,16,30.0,,0.0,,,,8.0,39.0,,5.6,26.0,,61.0,14.0,,-16.0,,,,-8.0,23.0,,-10.4,10.0,,45.0,,False,,,,True,False,,True,True,,False
31125,37,12.0,,0.0,,,,1.0,0.7,,1.8,19.1,,24.0,-25.0,,-37.0,,,,-36.0,-36.3,,-35.2,-17.9,,-13.0,,False,,,,False,False,,False,True,,True
31127,73,132.0,,190.0,,,,12.0,20.8,,12.1,,,164.0,59.0,,117.0,,,,-61.0,-52.2,,-60.9,,,91.0,,False,,,,False,True,,False,,,False
31129,12,6.0,,0.0,,,,0.0,0.3,,3.1,5.6,,7.0,-6.0,,-12.0,,,,-12.0,-11.7,,-8.9,-6.4,,-5.0,,False,,,,False,False,,False,False,,True
31131,88,108.0,,184.0,,,,42.0,29.6,,5.7,64.5,,340.0,20.0,,96.0,,,,-46.0,-58.4,,-82.3,-23.5,,252.0,,False,,,,False,False,,False,False,,False
31133,10,0.0,,0.0,,,,0.0,,,6.4,2.6,,0.0,-10.0,,-10.0,,,,-10.0,,,-3.6,-7.4,,-10.0,,False,,,,False,,,True,True,,False
31135,14,12.0,,0.0,,,,0.0,,,350.0,,,5.0,-2.0,,-14.0,,,,-14.0,,,336.0,,,-9.0,,False,,,,False,,,False,,,False
31137,64,36.0,,,,,,18.0,9.3,,19.8,31.7,,51.0,-28.0,,,,,,-46.0,-54.7,,-44.2,-32.3,,-13.0,,,,,,False,False,,False,False,,True
31139,65,144.0,,183.0,,,,6.0,9.9,,18.9,,,281.0,79.0,,118.0,,,,-59.0,-55.1,,-46.1,,,216.0,,False,,,,True,True,,True,,,False
31141,265,138.0,,308.0,,,,192.0,17.9,42.2,72.6,109.3,,114.0,-127.0,,43.0,,,,-73.0,-247.1,-222.8,-192.4,-155.7,,-151.0,,True,,,,True,False,False,False,False,,False
31143,29,12.0,,0.0,,,,6.0,3.2,,0.5,12.1,,4.0,-17.0,,-29.0,,,,-23.0,-25.8,,-28.6,-16.9,,-25.0,,False,,,,False,False,,False,True,,False
31145,17,12.0,,0.0,,,,6.0,2.0,,0.0,,,3.0,-5.0,,-17.0,,,,-11.0,-15.0,,-17.0,,,-14.0,,False,,,,False,False,,False,,,False
31147,26,30.0,,0.0,,,,12.0,10.1,,6.4,,,41.0,4.0,,-26.0,,,,-14.0,-15.9,,-19.6,,,15.0,,False,,,,False,False,,False,,,False
31149,40,0.0,,0.0,,,,0.0,,,0.3,0.2,,0.0,-40.0,,-40.0,,,,-40.0,,,-39.7,-39.8,,-40.0,,False,,,,False,,,True,True,,False
31151,132,42.0,,0.0,,,,77.0,3.2,1.2,2.4,39.3,,17.0,-90.0,,-132.0,,,,-55.0,-128.8,-130.8,-129.6,-92.7,,-115.0,,False,,,,True,False,False,False,False,,False
31153,1127,1398.0,1275.3,1626.0,,,,827.0,937.9,861.6,842.1,1381.0,,902.0,271.0,148.3,499.0,,,,-300.0,-189.1,-265.4,-284.9,254.0,,-225.0,True,False,,,,False,True,True,False,True,,True
31155,293,108.0,,202.0,,,,56.0,26.6,120.8,62.0,120.3,,96.0,-185.0,,-91.0,,,,-237.0,-266.4,-172.2,-231.0,-172.7,,-197.0,,True,,,,False,False,True,False,True,,False
31157,102,66.0,,47.0,,,,158.0,8.6,33.2,15.0,18.8,,49.0,-36.0,,-55.0,,,,56.0,-93.4,-68.8,-87.0,-83.2,,-53.0,,False,,,,False,False,False,False,False,,False
31159,101,78.0,,52.0,,,,50.0,7.7,125.0,59.8,100.2,,48.0,-23.0,,-49.0,,,,-51.0,-93.3,24.0,-41.2,-0.8,,-53.0,,False,,,,False,False,False,False,True,,False
31161,36,18.0,,0.0,,,,0.0,,,0.0,7.3,,89.0,-18.0,,-36.0,,,,-36.0,,,-36.0,-28.7,,53.0,,False,,,,False,,,False,False,,False
31163,11,18.0,,0.0,,,,0.0,1.0,,13.8,,,14.0,7.0,,-11.0,,,,-11.0,-10.0,,2.8,,,3.0,,False,,,,False,False,,True,,,True
31165,2,0.0,,0.0,,,,6.0,,,0.0,0.8,,0.0,-2.0,,-2.0,,,,4.0,,,-2.0,-1.2,,-2.0,,False,,,,False,,,False,True,,False
31167,9,18.0,,0.0,,,,12.0,4.7,,16.8,9.9,,17.0,9.0,,-9.0,,,,3.0,-4.3,,7.8,0.9,,8.0,,False,,,,True,True,,True,True,,True
31169,4,0.0,,0.0,,,,2.0,2.5,,2.1,,,1.0,-4.0,,-4.0,,,,-2.0,-1.5,,-1.9,,,-3.0,,False,,,,True,True,,True,,,True
31171,5,6.0,,0.0,,,,0.0,0.1,,0.2,,,30.0,1.0,,-5.0,,,,-5.0,-4.9,,-4.8,,,25.0,,False,,,,False,False,,False,,,False
31173,47,36.0,,0.0,,,,20.0,0.6,0.0,0.0,27.3,,9.0,-11.0,,-47.0,,,,-27.0,-46.4,-47.0,-47.0,-19.7,,-38.0,,False,,,,False,False,False,False,False,,False
31175,25,18.0,,0.0,,,,0.0,2.2,,4.9,10.1,,130.0,-7.0,,-25.0,,,,-25.0,-22.8,,-20.1,-14.9,,105.0,,False,,,,False,False,,False,False,,False
31177,118,168.0,,229.0,,,,61.0,68.9,84.7,37.4,153.2,,195.0,50.0,,111.0,,,,-57.0,-49.1,-33.3,-80.6,35.2,,77.0,,False,,,,False,True,True,False,True,,False
31179,104,18.0,,0.0,,,,22.0,6.4,,0.5,23.7,,56.0,-86.0,,-104.0,,,,-82.0,-97.6,,-103.5,-80.3,,-48.0,,False,,,,True,False,,False,True,,True
31181,9,6.0,,0.0,,,,6.0,0.7,,0.0,5.1,,21.0,-3.0,,-9.0,,,,-3.0,-8.3,,-9.0,-3.9,,12.0,,False,,,,False,False,,False,False,,False
31183,1,6.0,,0.0,,,,0.0,,,2.1,2.3,,36.0,5.0,,-1.0,,,,-1.0,,,1.1,1.3,,35.0,,True,,,,True,,,True,True,,False
31185,75,90.0,,113.0,,,,28.0,17.0,,22.1,77.0,,117.0,15.0,,38.0,,,,-47.0,-58.0,,-52.9,2.0,,42.0,,False,,,,False,False,,False,True,,False
32001,65,120.0,,43.0,,,,10.0,3.9,,23.7,159.4,,615.0,55.0,,-22.0,,,,-55.0,-61.1,,-41.3,94.4,,550.0,,True,,,,False,False,,True,False,,False
32003,13770,27000.0,56492.1,16799.0,,,,19661.0,26810.5,5727.1,14467.5,14729.5,,13660.0,13230.0,42722.1,3029.0,,,,5891.0,13040.5,-8042.9,697.5,959.5,,-110.0,False,True,,,,True,True,True,True,True,,True
32005,83,96.0,,25.0,,,,152.0,27.2,168.9,13.8,340.8,,41.0,13.0,,-58.0,,,,69.0,-55.8,85.9,-69.2,257.8,,-42.0,,False,,,,False,False,False,False,False,,False
32007,331,528.0,806.8,43.0,,,,118.0,506.4,212.3,409.3,400.1,,455.0,197.0,475.8,-288.0,,,,-213.0,175.4,-118.7,78.3,69.1,,124.0,False,False,,,,False,True,True,True,True,,True
32009,0,0.0,,0.0,,,,0.0,,,0.0,,,,0.0,,0.0,,,,0.0,,,0.0,,,,,True,,,,True,,,True,,,
32011,6,12.0,,0.0,,,,6.0,,,1.5,5.4,,54.0,6.0,,-6.0,,,,0.0,,,-4.5,-0.6,,48.0,,False,,,,True,,,True,True,,False
32013,18,12.0,,0.0,,,,19.0,5.4,3.4,20.6,11.1,,13.0,-6.0,,-18.0,,,,1.0,-12.6,-14.6,2.6,-6.9,,-5.0,,False,,,,True,False,False,True,False,,True
32015,18,6.0,,0.0,,,,10.0,3.0,,1.8,4.9,,7.0,-12.0,,-18.0,,,,-8.0,-15.0,,-16.2,-13.1,,-11.0,,False,,,,True,False,,False,False,,True
32017,3,0.0,,0.0,,,,6.0,0.0,,0.2,0.7,,4.0,-3.0,,-3.0,,,,3.0,-3.0,,-2.8,-2.3,,1.0,,False,,,,False,True,,True,True,,True
32019,169,264.0,146.0,384.0,,,,116.0,62.0,138.6,146.8,235.9,,424.0,95.0,-23.0,215.0,,,,-53.0,-107.0,-30.4,-22.2,66.9,,255.0,True,False,,,,True,False,True,True,True,,False
32021,2,0.0,,0.0,,,,0.0,0.2,,0.0,,,0.0,-2.0,,-2.0,,,,-2.0,-1.8,,-2.0,,,-2.0,,False,,,,False,True,,False,,,False
32023,75,138.0,,5.0,,,,152.0,106.1,89.4,137.8,63.9,,93.0,63.0,,-70.0,,,,77.0,31.1,14.4,62.8,-11.1,,18.0,,False,,,,False,True,True,True,True,,True
32027,10,6.0,,0.0,,,,0.0,0.6,,4.8,,,49.0,-4.0,,-10.0,,,,-10.0,-9.4,,-5.2,,,39.0,,False,,,,False,False,,False,,,False
32029,4,12.0,,0.0,,,,0.0,0.1,,1.9,6.6,,57.0,8.0,,-4.0,,,,-4.0,-3.9,,-2.1,2.6,,53.0,,True,,,,True,True,,True,True,,False
32031,3011,2676.0,4293.1,2919.0,,,,2147.0,2255.1,860.1,2043.1,1849.3,,2023.0,-335.0,1282.1,-92.0,,,,-864.0,-755.9,-2150.9,-967.9,-1161.7,,-988.0,False,True,,,,False,False,False,False,False,,False
32033,47,6.0,,0.0,,,,119.0,0.5,,0.0,,,6.0,-41.0,,-47.0,,,,72.0,-46.5,,-47.0,,,-41.0,,False,,,,False,False,,False,,,False
32510,154,258.0,428.5,387.0,,,,288.0,73.6,123.0,124.6,179.3,,421.0,104.0,274.5,233.0,,,,134.0,-80.4,-31.0,-29.4,25.3,,267.0,False,False,,,,False,True,True,True,True,,False
33001,27,30.0,28.2,41.0,,,,66.0,6.6,70.5,43.4,17.6,,28.0,3.0,1.2,14.0,,,,39.0,-20.4,43.5,16.4,-9.4,,1.0,True,False,,,,False,False,False,False,False,,True
