,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
01021,581,330.0,221.0,,,,329.0,321.2,,248.3,,187.5,322.6,,,-251.0,-360.0,,,,-252.0,-259.8,,-332.7,,-393.5,-258.4,,,False,,,,False,False,,False,,False,False,,
01023,36,60.0,37.0,,,,92.0,49.5,,15.5,,47.3,58.0,,,24.0,1.0,,,,56.0,13.5,,-20.5,,11.3,22.0,,,True,,,,False,True,,True,,True,True,,
01025,160,235.0,465.0,,,,228.0,168.7,,118.8,,164.4,196.2,,,75.0,305.0,,,,68.0,8.7,,-41.2,,4.4,36.2,,,False,,,,True,True,,True,,True,True,,
01027,260,100.0,88.0,,,,87.0,98.0,,9.6,,15.3,85.7,,,-160.0,-172.0,,,,-173.0,-162.0,,-250.4,,-244.7,-174.3,,,False,,,,False,False,,False,,False,False,,
01029,198,220.0,110.0,,,,75.0,66.4,,102.5,,30.6,110.9,,,22.0,-88.0,,,,-123.0,-131.6,,-95.5,,-167.4,-87.1,,,False,,,,False,False,,False,,False,False,,
01031,360,470.0,773.0,,,,374.0,338.9,,175.6,,195.9,404.1,,,110.0,413.0,,,,14.0,-21.1,,-184.4,,-164.1,44.1,,,False,,,,True,True,,False,,False,True,,
01033,301,360.0,207.0,,,,419.0,309.4,,130.2,,166.5,160.1,,,59.0,-94.0,,,,118.0,8.4,,-170.8,,-134.5,-140.9,,,False,,,,False,True,,False,,False,False,,
01035,74,90.0,35.0,,,,122.0,62.5,,21.9,,10.7,67.9,,,16.0,-39.0,,,,48.0,-11.5,,-52.1,,-63.3,-6.1,,,False,,,,False,True,,False,,False,True,,
01037,47,30.0,4.0,,,,66.0,40.4,,3.4,,3.5,70.3,,,-17.0,-43.0,,,,19.0,-6.6,,-43.6,,-43.5,23.3,,,False,,,,False,True,,False,,False,False,,
01039,379,230.0,82.0,,,,293.0,272.0,,102.3,,174.7,146.9,,,-149.0,-297.0,,,,-86.0,-107.0,,-276.7,,-204.3,-232.1,,,False,,,,True,True,,False,,False,False,,
01041,110,95.0,43.0,,,,103.0,85.9,,25.0,,90.2,142.0,,,-15.0,-67.0,,,,-7.0,-24.1,,-85.0,,-19.8,32.0,,,False,,,,True,False,,False,,False,False,,
01043,382,515.0,900.0,,,,597.0,541.7,,134.8,,142.1,511.8,,,133.0,518.0,,,,215.0,159.7,,-247.2,,-239.9,129.8,,,False,,,,False,False,,False,,False,True,,
01045,372,415.0,695.0,,,,336.0,269.1,,291.2,,153.9,305.2,,,43.0,323.0,,,,-36.0,-102.9,,-80.8,,-218.1,-66.8,,,False,,,,True,False,,False,,False,False,,
01047,260,195.0,93.0,,,,377.0,141.5,,70.0,,245.0,118.5,,,-65.0,-167.0,,,,117.0,-118.5,,-190.0,,-15.0,-141.5,,,False,,,,False,False,,False,,True,False,,
01049,357,415.0,227.0,,,,603.0,375.1,,214.7,,161.0,349.2,,,58.0,-130.0,,,,246.0,18.1,,-142.3,,-196.0,-7.8,,,False,,,,False,True,,False,,False,True,,
01051,652,545.0,562.0,,,,445.0,309.1,,263.1,,109.6,538.5,,,-107.0,-90.0,,,,-207.0,-342.9,,-388.9,,-542.4,-113.5,,,True,,,,False,False,,False,,False,False,,
01053,279,325.0,81.0,,,,344.0,313.6,,100.0,,207.4,215.2,,,46.0,-198.0,,,,65.0,34.6,,-179.0,,-71.6,-63.8,,,False,,,,False,True,,False,,False,False,,
01055,872,1255.0,2760.0,,,,732.0,900.6,,914.4,,859.5,807.0,,,383.0,1888.0,,,,-140.0,28.6,,42.4,,-12.5,-65.0,,,False,,,,True,True,,True,,True,True,,
01057,160,140.0,118.0,,,,133.0,135.3,,104.7,,123.4,144.1,,,-20.0,-42.0,,,,-27.0,-24.7,,-55.3,,-36.6,-15.9,,,False,,,,False,False,,False,,False,True,,
01059,330,490.0,430.0,,,,339.0,115.5,,185.0,,317.3,366.7,,,160.0,100.0,,,,9.0,-214.5,,-145.0,,-12.7,36.7,,,True,,,,True,False,,True,,True,True,,
01061,231,335.0,517.0,,,,240.0,240.4,,159.2,,134.6,254.7,,,104.0,286.0,,,,9.0,9.4,,-71.8,,-96.4,23.7,,,False,,,,True,True,,True,,True,True,,
01063,24,55.0,35.0,,,,70.0,30.0,,12.6,,11.7,36.4,,,31.0,11.0,,,,46.0,6.0,,-11.4,,-12.3,12.4,,,True,,,,False,True,,True,,True,True,,
01065,109,85.0,56.0,,,,153.0,52.8,,20.3,,55.7,115.7,,,-24.0,-53.0,,,,44.0,-56.2,,-88.7,,-53.3,6.7,,,False,,,,False,False,,False,,False,True,,
01067,156,135.0,87.0,,,,104.0,72.2,,61.5,,82.3,118.2,,,-21.0,-69.0,,,,-52.0,-83.8,,-94.5,,-73.7,-37.8,,,False,,,,False,False,,False,,False,False,,
01069,1006,1075.0,4389.0,,,,666.0,709.8,,922.2,,410.8,885.7,,,69.0,3383.0,,,,-340.0,-296.2,,-83.8,,-595.2,-120.3,,,False,,,,False,False,,False,,False,False,,
01071,330,440.0,216.0,,,,329.0,498.7,,224.6,,171.6,375.3,,,110.0,-114.0,,,,-1.0,168.7,,-105.4,,-158.4,45.3,,,False,,,,True,False,,True,,False,True,,
01073,4732,3370.0,2024.0,,,,3705.0,3525.3,,2146.8,,781.5,2525.1,,,-1362.0,-2708.0,,,,-1027.0,-1206.7,,-2585.2,,-3950.5,-2206.9,,,False,,,,True,True,,False,,False,False,,
01075,94,100.0,68.0,,,,102.0,85.6,,30.6,,25.2,75.6,,,6.0,-26.0,,,,8.0,-8.4,,-63.4,,-68.8,-18.4,,,False,,,,False,False,,False,,False,False,,
01077,369,445.0,359.0,,,,603.0,554.5,,227.1,,249.5,446.3,,,76.0,-10.0,,,,234.0,185.5,,-141.9,,-119.5,77.3,,,True,,,,False,False,,False,,False,False,,
01079,200,145.0,46.0,,,,301.0,196.0,,103.9,,103.1,154.2,,,-55.0,-154.0,,,,101.0,-4.0,,-96.1,,-96.9,-45.8,,,False,,,,False,True,,False,,False,True,,
01081,2572,780.0,1092.0,,,,793.0,928.6,,259.6,,283.4,665.6,,,-1792.0,-1480.0,,,,-1779.0,-1643.4,,-2312.4,,-2288.6,-1906.4,,,True,,,,True,True,,False,,False,False,,
01083,537,450.0,294.0,,,,599.0,395.2,,247.8,,246.9,360.5,,,-87.0,-243.0,,,,62.0,-141.8,,-289.2,,-290.1,-176.5,,,False,,,,True,False,,False,,False,False,,
01085,54,40.0,2.0,,,,80.0,19.8,,2.5,,165.3,32.7,,,-14.0,-52.0,,,,26.0,-34.2,,-51.5,,111.3,-21.3,,,False,,,,False,False,,False,,False,False,,
01087,85,140.0,98.0,,,,104.0,104.1,,20.3,,42.2,121.9,,,55.0,13.0,,,,19.0,19.1,,-64.7,,-42.8,36.9,,,True,,,,True,True,,False,,True,True,,
01089,1899,1085.0,679.0,,,,1908.0,2188.2,,692.2,,458.1,864.4,,,-814.0,-1220.0,,,,9.0,289.2,,-1206.8,,-1440.9,-1034.6,,,False,,,,True,True,,False,,False,False,,
01091,102,115.0,107.0,,,,192.0,92.3,,25.7,,54.0,177.3,,,13.0,5.0,,,,90.0,-9.7,,-76.3,,-48.0,75.3,,,True,,,,False,True,,False,,False,False,,
01093,250,245.0,242.0,,,,238.0,200.3,,153.8,,53.9,152.7,,,-5.0,-8.0,,,,-12.0,-49.7,,-96.2,,-196.1,-97.3,,,False,,,,False,False,,False,,False,False,,
01095,455,910.0,1110.0,,,,740.0,549.6,,436.7,,408.5,715.7,,,455.0,655.0,,,,285.0,94.6,,-18.3,,-46.5,260.7,,,False,,,,True,True,,True,,True,True,,
01097,1803,2745.0,1157.0,,,,2959.0,3053.0,,2059.2,,794.9,3038.8,,,942.0,-646.0,,,,1156.0,1250.0,,256.2,,-1008.1,1235.8,,,True,,,,False,False,,True,,False,False,,
01099,69,70.0,24.0,,,,162.0,84.0,,13.7,,74.2,42.5,,,1.0,-45.0,,,,93.0,15.0,,-55.3,,5.2,-26.5,,,False,,,,False,False,,False,,False,False,,
01101,1274,1640.0,924.0,,,,1468.0,769.2,,536.0,,465.0,520.2,,,366.0,-350.0,,,,194.0,-504.8,,-738.0,,-809.0,-753.8,,,True,,,,True,False,,False,,False,False,,
01103,611,620.0,638.0,,,,834.0,459.3,,175.4,,316.9,578.5,,,9.0,27.0,,,,223.0,-151.7,,-435.6,,-294.1,-32.5,,,False,,,,False,False,,False,,False,False,,
01105,33,65.0,34.0,,,,86.0,48.6,,32.4,,38.2,120.5,,,32.0,1.0,,,,53.0,15.6,,-0.6,,5.2,87.5,,,True,,,,False,True,,True,,True,False,,
01107,147,290.0,285.0,,,,195.0,118.1,,254.4,,250.8,282.3,,,143.0,138.0,,,,48.0,-28.9,,107.4,,103.8,135.3,,,True,,,,True,True,,True,,True,True,,
01109,320,260.0,183.0,,,,236.0,134.0,,104.0,,196.5,196.7,,,-60.0,-137.0,,,,-84.0,-186.0,,-216.0,,-123.5,-123.3,,,False,,,,False,False,,False,,False,False,,
01111,190,105.0,7.0,,,,138.0,130.7,,45.6,,35.0,147.1,,,-85.0,-183.0,,,,-52.0,-59.3,,-144.4,,-155.0,-42.9,,,False,,,,True,True,,False,,False,True,,
01113,219,440.0,214.0,,,,349.0,273.0,,117.2,,319.7,214.8,,,221.0,-5.0,,,,130.0,54.0,,-101.8,,100.7,-4.2,,,True,,,,True,True,,True,,True,True,,
01115,640,595.0,1054.0,,,,509.0,560.3,,537.5,,363.5,458.1,,,-45.0,414.0,,,,-131.0,-79.7,,-102.5,,-276.5,-181.9,,,False,,,,False,False,,False,,False,False,,
01117,2058,795.0,478.0,,,,1202.0,1184.6,,454.6,,624.5,635.2,,,-1263.0,-1580.0,,,,-856.0,-873.4,,-1603.4,,-1433.5,-1422.8,,,False,,,,True,True,,False,,False,False,,
01119,38,85.0,87.0,,,,111.0,20.9,,8.2,,62.0,81.3,,,47.0,49.0,,,,73.0,-17.1,,-29.8,,24.0,43.3,,,False,,,,False,True,,True,,True,True,,
01121,598,440.0,460.0,,,,551.0,788.5,,159.6,,148.7,378.4,,,-158.0,-138.0,,,,-47.0,190.5,,-438.4,,-449.3,-219.6,,,True,,,,True,False,,False,,False,False,,
01123,155,150.0,95.0,,,,266.0,185.8,,38.3,,76.9,160.6,,,-5.0,-60.0,,,,111.0,30.8,,-116.7,,-78.1,5.6,,,False,,,,False,False,,False,,False,False,,
01125,3461,1790.0,3733.0,,,,1405.0,847.4,,1408.9,,1166.7,1551.7,,,-1671.0,272.0,,,,-2056.0,-2613.6,,-2052.1,,-2294.3,-1909.3,,,True,,,,False,False,,False,,False,False,,
01127,506,535.0,1230.0,,,,502.0,207.8,,171.6,,236.6,312.0,,,29.0,724.0,,,,-4.0,-298.2,,-334.4,,-269.4,-194.0,,,False,,,,True,False,,False,,False,False,,
01129,55,95.0,164.0,,,,118.0,121.5,,5.8,,29.3,81.9,,,40.0,109.0,,,,63.0,66.5,,-49.2,,-25.7,26.9,,,False,,,,False,False,,False,,True,True,,
01131,38,100.0,71.0,,,,91.0,47.6,,16.5,,68.7,67.5,,,62.0,33.0,,,,53.0,9.6,,-21.5,,30.7,29.5,,,True,,,,True,True,,True,,True,True,,
01133,223,170.0,117.0,,,,213.0,112.7,,38.5,,60.9,134.3,,,-53.0,-106.0,,,,-10.0,-110.3,,-184.5,,-162.1,-88.7,,,False,,,,True,False,,False,,False,False,,
02013,7,0.0,0.0,,,,,9.0,,,,0.0,0.7,,,-7.0,-7.0,,,,,2.0,,,,-7.0,-6.3,,,False,,,,,True,,,,True,True,,
02016,6,0.0,0.0,,,,,9.1,,,,1.0,0.8,,,-6.0,-6.0,,,,,3.1,,,,-5.0,-5.2,,,False,,,,,True,,,,True,True,,
02020,1547,1285.0,1690.0,,,,,2680.6,,690.5,,900.2,690.1,,,-262.0,143.0,,,,,1133.6,,-856.5,,-646.8,-856.9,,,True,,,,,False,,False,,False,False,,
02050,72,45.0,4.0,,,,,19.7,,6.9,,53.6,42.5,,,-27.0,-68.0,,,,,-52.3,,-65.1,,-18.4,-29.5,,,False,,,,,False,,False,,True,False,,
02060,0,0.0,0.0,,,,,0.0,,1.0,,2.1,,,,0.0,0.0,,,,,0.0,,1.0,,2.1,,,,True,,,,,True,,False,,False,,,
02068,5,0.0,0.0,,,,,2.6,,,,0.0,,,,-5.0,-5.0,,,,,-2.4,,,,-5.0,,,,False,,,,,True,,,,False,,,
02070,3,15.0,0.0,,,,,49.6,,0.4,,2.3,6.8,,,12.0,-3.0,,,,,46.6,,-2.6,,-0.7,3.8,,,True,,,,,False,,True,,True,True,,
02090,533,340.0,0.0,,,,,475.8,,300.7,,182.5,293.4,,,-193.0,-533.0,,,,,-57.2,,-232.3,,-350.5,-239.6,,,False,,,,,True,,False,,False,False,,
02100,1,0.0,0.0,,,,,2.2,,,,0.5,1.8,,,-1.0,-1.0,,,,,1.2,,,,-0.5,0.8,,,False,,,,,False,,,,True,True,,
02105,0,0.0,0.0,,,,,3.5,,,,0.0,,,,0.0,0.0,,,,,3.5,,,,0.0,,,,True,,,,,False,,,,True,,,
02110,133,75.0,130.0,,,,,148.3,,22.1,,97.9,114.9,,,-58.0,-3.0,,,,,15.3,,-110.9,,-35.1,-18.1,,,True,,,,,True,,False,,True,True,,
02122,54,235.0,196.0,,,,,275.8,,24.2,,133.7,219.6,,,181.0,142.0,,,,,221.8,,-29.8,,79.7,165.6,,,True,,,,,False,,True,,True,True,,
02130,10,15.0,0.0,,,,,6.7,,3.6,,13.6,21.0,,,5.0,-10.0,,,,,-3.3,,-6.4,,3.6,11.0,,,False,,,,,True,,False,,True,False,,
02150,10,20.0,0.0,,,,,5.3,,0.8,,16.5,12.8,,,10.0,-10.0,,,,,-4.7,,-9.2,,6.5,2.8,,,False,,,,,True,,True,,True,True,,
02158,4,0.0,0.0,,,,,,,,,0.5,1.3,,,-4.0,-4.0,,,,,,,,,-3.5,-2.7,,,False,,,,,,,,,True,True,,
02164,17,0.0,0.0,,,,,3.7,,,,0.0,,,,-17.0,-17.0,,,,,-13.3,,,,-17.0,,,,False,,,,,True,,,,False,,,
02170,177,260.0,318.0,,,,,608.6,,214.3,,214.4,205.4,,,83.0,141.0,,,,,431.6,,37.3,,37.4,28.4,,,False,,,,,False,,True,,True,True,,
02180,37,30.0,0.0,,,,,9.8,,3.1,,32.0,,,,-7.0,-37.0,,,,,-27.2,,-33.9,,-5.0,,,,False,,,,,False,,False,,True,,,
02185,94,45.0,,,,,,35.1,,2.1,,28.8,,,,-49.0,,,,,,-58.9,,-91.9,,-65.2,,,,,,,,,False,,False,,False,,,
02188,45,90.0,0.0,,,,,28.0,,7.5,,34.1,,,,45.0,-45.0,,,,,-17.0,,-37.5,,-10.9,,,,False,,,,,True,,True,,True,,,
02195,0,0.0,0.0,,,,,0.4,,0.3,,0.0,0.3,,,0.0,0.0,,,,,0.4,,0.3,,0.0,0.3,,,True,,,,,False,,False,,False,False,,
02198,11,35.0,,,,,,16.8,,2.0,,7.0,,,,24.0,,,,,,5.8,,-9.0,,-4.0,,,,,,,,,True,,True,,True,,,
02220,11,15.0,0.0,,,,,16.2,,2.9,,1.0,8.6,,,4.0,-11.0,,,,,5.2,,-8.1,,-10.0,-2.4,,,False,,,,,False,,False,,False,True,,
02230,0,0.0,0.0,,,,,0.0,,,,0.0,,,,0.0,0.0,,,,,0.0,,,,0.0,,,,True,,,,,True,,,,True,,,
02240,8,0.0,0.0,,,,,1.1,,1.0,,4.6,,,,-8.0,-8.0,,,,,-6.9,,-7.0,,-3.4,,,,False,,,,,True,,True,,True,,,
02261,8,50.0,0.0,,,,,13.0,,7.6,,23.0,,,,42.0,-8.0,,,,,5.0,,-0.4,,15.0,,,,True,,,,,True,,True,,True,,,
02275,4,5.0,0.0,,,,,1.8,,,,1.0,8.1,,,1.0,-4.0,,,,,-2.2,,,,-3.0,4.1,,,False,,,,,False,,,,False,False,,
02282,17,0.0,0.0,,,,,0.0,,,,1.9,5.3,,,-17.0,-17.0,,,,,-17.0,,,,-15.1,-11.7,,,False,,,,,False,,,,True,True,,
02290,15,45.0,0.0,,,,,7.8,,12.3,,10.1,,,,30.0,-15.0,,,,,-7.2,,-2.7,,-4.9,,,,True,,,,,True,,True,,True,,,
04001,241,300.0,453.0,,,,170.0,194.1,,56.4,,65.6,283.9,,,59.0,212.0,,,,-71.0,-46.9,,-184.6,,-175.4,42.9,,,False,,,,False,True,,False,,False,True,,
04003,112,155.0,116.0,,,,345.0,338.0,,19.9,,45.6,145.0,,,43.0,4.0,,,,233.0,226.0,,-92.1,,-66.4,33.0,,,True,,,,False,False,,False,,False,True,,
04005,831,345.0,236.0,,,,293.0,190.0,,146.1,,97.0,381.1,,,-486.0,-595.0,,,,-538.0,-641.0,,-684.9,,-734.0,-449.9,,,False,,,,False,False,,False,,False,True,,
04007,235,380.0,173.0,,,,166.0,262.5,,234.1,,50.3,156.2,,,145.0,-62.0,,,,-69.0,27.5,,-0.9,,-184.7,-78.8,,,True,,,,True,True,,True,,False,True,,
04009,155,340.0,225.0,,,,74.0,186.2,,219.7,,156.7,364.1,,,185.0,70.0,,,,-81.0,31.2,,64.7,,1.7,209.1,,,True,,,,True,True,,True,,True,False,,
04011,4,0.0,0.0,,,,7.0,15.4,,8.5,,7.4,6.2,,,-4.0,-4.0,,,,3.0,11.4,,4.5,,3.4,2.2,,,False,,,,True,False,,False,,True,True,,
04012,53,25.0,1.0,,,,101.0,18.4,,0.8,,8.7,25.3,,,-28.0,-52.0,,,,48.0,-34.6,,-52.2,,-44.4,-27.7,,,False,,,,False,False,,False,,False,True,,
04013,9278,14100.0,16092.0,,,,12532.0,10596.2,,8798.9,,2706.6,6963.3,,,4822.0,6814.0,,,,3254.0,1318.2,,-479.1,,-6571.4,-2314.7,,,False,,,,True,True,,True,,False,True,,
04015,500,680.0,457.0,,,,1189.0,412.6,,290.6,,192.1,274.3,,,180.0,-43.0,,,,689.0,-87.4,,-209.4,,-307.9,-225.7,,,True,,,,False,True,,False,,False,False,,
04017,292,245.0,148.0,,,,223.0,167.5,,76.3,,96.5,388.0,,,-47.0,-144.0,,,,-69.0,-124.5,,-215.7,,-195.5,96.0,,,False,,,,False,False,,False,,False,False,,
04019,4891,5665.0,2995.0,,,,3381.0,2547.6,,2068.3,,986.2,3320.6,,,774.0,-1896.0,,,,-1510.0,-2343.4,,-2822.7,,-3904.8,-1570.4,,,False,,,,False,False,,False,,False,False,,
04021,1389,2325.0,7845.0,,,,2124.0,583.9,,1262.1,,1381.1,1682.1,,,936.0,6456.0,,,,735.0,-805.1,,-126.9,,-7.9,293.1,,,False,,,,True,True,,True,,True,True,,
04023,128,190.0,97.0,,,,610.0,75.2,,43.2,,22.6,142.4,,,62.0,-31.0,,,,482.0,-52.8,,-84.8,,-105.4,14.4,,,True,,,,False,True,,False,,False,True,,
04025,293,505.0,239.0,,,,976.0,779.3,,271.5,,131.6,278.4,,,212.0,-54.0,,,,683.0,486.3,,-21.5,,-161.4,-14.6,,,True,,,,False,False,,True,,True,True,,
04027,636,950.0,655.0,,,,706.0,471.8,,199.1,,128.1,761.6,,,314.0,19.0,,,,70.0,-164.2,,-436.9,,-507.9,125.6,,,True,,,,True,True,,False,,False,True,,
05001,141,85.0,69.0,,,,181.0,148.0,,28.1,,132.8,79.3,,,-56.0,-72.0,,,,40.0,7.0,,-112.9,,-8.2,-61.7,,,False,,,,True,True,,False,,True,False,,
05003,55,120.0,42.0,,,,192.0,139.3,,33.4,,83.8,200.7,,,65.0,-13.0,,,,137.0,84.3,,-21.6,,28.8,145.7,,,True,,,,False,False,,True,,True,False,,
05005,230,130.0,353.0,,,,171.0,187.3,,85.4,,49.6,69.0,,,-100.0,123.0,,,,-59.0,-42.7,,-144.6,,-180.4,-161.0,,,False,,,,True,True,,False,,False,False,,
05007,1462,830.0,1162.0,,,,1603.0,355.8,,376.7,,490.7,534.7,,,-632.0,-300.0,,,,141.0,-1106.2,,-1085.3,,-971.3,-927.3,,,True,,,,True,False,,False,,False,False,,
05009,454,160.0,80.0,,,,166.0,275.5,,147.7,,0.3,217.8,,,-294.0,-374.0,,,,-288.0,-178.5,,-306.3,,-453.7,-236.2,,,False,,,,True,True,,False,,False,True,,
05011,91,165.0,133.0,,,,99.0,98.3,,81.6,,172.6,116.1,,,74.0,42.0,,,,8.0,7.3,,-9.4,,81.6,25.1,,,True,,,,True,True,,True,,False,True,,
05013,14,35.0,25.0,,,,39.0,16.5,,,,15.6,,,,21.0,11.0,,,,25.0,2.5,,,,1.6,,,,True,,,,False,True,,,,True,,,
05015,223,230.0,315.0,,,,117.0,110.5,,63.0,,59.2,192.0,,,7.0,92.0,,,,-106.0,-112.5,,-160.0,,-163.8,-31.0,,,False,,,,False,False,,False,,False,False,,
05017,70,80.0,163.0,,,,151.0,65.7,,7.3,,33.2,309.8,,,10.0,93.0,,,,81.0,-4.3,,-62.7,,-36.8,239.8,,,False,,,,False,True,,False,,False,False,,
05019,136,100.0,39.0,,,,164.0,82.7,,14.6,,34.3,61.2,,,-36.0,-97.0,,,,28.0,-53.3,,-121.4,,-101.7,-74.8,,,False,,,,True,False,,False,,False,False,,
05021,132,85.0,93.0,,,,82.0,85.7,,56.2,,180.4,127.3,,,-47.0,-39.0,,,,-50.0,-46.3,,-75.8,,48.4,-4.7,,,True,,,,False,True,,False,,False,True,,
05023,88,115.0,234.0,,,,180.0,78.2,,35.6,,2.6,56.1,,,27.0,146.0,,,,92.0,-9.8,,-52.4,,-85.4,-31.9,,,False,,,,False,True,,False,,False,False,,
05025,57,50.0,46.0,,,,44.0,53.2,,5.9,,11.2,121.0,,,-7.0,-11.0,,,,-13.0,-3.8,,-51.1,,-45.8,64.0,,,False,,,,False,True,,False,,False,False,,
05027,170,160.0,151.0,,,,219.0,182.6,,73.7,,84.2,98.8,,,-10.0,-19.0,,,,49.0,12.6,,-96.3,,-85.8,-71.2,,,False,,,,False,False,,False,,False,False,,
05029,76,130.0,193.0,,,,200.0,103.8,,67.5,,60.2,87.7,,,54.0,117.0,,,,124.0,27.8,,-8.5,,-15.8,11.7,,,False,,,,False,True,,True,,True,True,,
05031,1259,1010.0,1549.0,,,,778.0,819.7,,413.2,,236.8,712.5,,,-249.0,290.0,,,,-481.0,-439.3,,-845.8,,-1022.2,-546.5,,,False,,,,False,False,,False,,False,False,,
05033,556,580.0,677.0,,,,493.0,175.5,,260.2,,357.6,506.5,,,24.0,121.0,,,,-63.0,-380.5,,-295.8,,-198.4,-49.5,,,False,,,,False,False,,False,,False,False,,
05035,381,515.0,310.0,,,,446.0,314.0,,182.3,,362.7,555.3,,,134.0,-71.0,,,,65.0,-67.0,,-198.7,,-18.3,174.3,,,True,,,,True,True,,False,,True,False,,
05037,194,80.0,84.0,,,,97.0,110.7,,15.5,,35.6,68.0,,,-114.0,-110.0,,,,-97.0,-83.3,,-178.5,,-158.4,-126.0,,,True,,,,True,True,,False,,False,False,,
05039,76,100.0,58.0,,,,63.0,53.6,,59.2,,0.0,78.3,,,24.0,-18.0,,,,-13.0,-22.4,,-16.8,,-76.0,2.3,,,True,,,,True,True,,True,,False,True,,
05041,74,50.0,12.0,,,,129.0,68.4,,22.6,,29.8,54.0,,,-24.0,-62.0,,,,55.0,-5.6,,-51.4,,-44.2,-20.0,,,False,,,,False,True,,False,,False,True,,
