,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
30005,6,0.0,0.0,,,,20.0,10.8,,,,1.7,,,3.0,-6.0,-6.0,,,,14.0,4.8,,,,-4.3,,,-3.0,False,,,,False,True,,,,True,,,True
30007,3,0.0,0.0,,,,35.0,1.6,,0.4,,3.0,,,0.0,-3.0,-3.0,,,,32.0,-1.4,,-2.6,,0.0,,,-3.0,False,,,,False,True,,True,,True,,,False
30009,34,35.0,0.0,,,,47.0,54.8,,6.8,,14.2,66.8,,13.0,1.0,-34.0,,,,13.0,20.8,,-27.2,,-19.8,32.8,,-21.0,False,,,,False,False,,False,,False,False,,False
30011,4,0.0,0.0,,,,0.0,0.0,,,,0.0,,,,-4.0,-4.0,,,,-4.0,-4.0,,,,-4.0,,,,False,,,,False,False,,,,False,,,
30013,473,75.0,52.0,,,,325.0,276.4,,40.2,,15.4,62.5,,80.0,-398.0,-421.0,,,,-148.0,-196.6,,-432.8,,-457.6,-410.5,,-393.0,False,,,,True,True,,False,,False,False,,True
30015,20,0.0,0.0,,,,38.0,7.2,,,,1.9,2.0,,0.0,-20.0,-20.0,,,,18.0,-12.8,,,,-18.1,-18.0,,-20.0,False,,,,True,True,,,,True,True,,False
30017,54,10.0,0.0,,,,85.0,14.3,,,,6.7,44.5,,2.0,-44.0,-54.0,,,,31.0,-39.7,,,,-47.3,-9.5,,-52.0,False,,,,True,True,,,,False,True,,False
30019,2,0.0,0.0,,,,30.0,4.5,,,,0.0,0.5,,0.0,-2.0,-2.0,,,,28.0,2.5,,,,-2.0,-1.5,,-2.0,False,,,,False,False,,,,False,True,,False
30021,46,5.0,0.0,,,,55.0,7.5,,,,0.5,,,9.0,-41.0,-46.0,,,,9.0,-38.5,,,,-45.5,,,-37.0,False,,,,True,True,,,,False,,,True
30023,85,10.0,0.0,,,,25.0,25.1,,1.1,,3.3,,,17.0,-75.0,-85.0,,,,-60.0,-59.9,,-83.9,,-81.7,,,-68.0,False,,,,True,True,,False,,False,,,True
30025,3,0.0,0.0,,,,5.0,3.1,,,,0.0,0.3,,0.0,-3.0,-3.0,,,,2.0,0.1,,,,-3.0,-2.7,,-3.0,False,,,,True,True,,,,False,True,,False
30027,41,5.0,0.0,,,,91.0,18.3,,,,2.8,,,15.0,-36.0,-41.0,,,,50.0,-22.7,,,,-38.2,,,-26.0,False,,,,False,True,,,,False,,,True
30029,521,420.0,609.0,,,,1125.0,564.3,,466.9,,139.0,348.7,,455.0,-101.0,88.0,,,,604.0,43.3,,-54.1,,-382.0,-172.3,,-66.0,True,,,,False,True,,True,,False,False,,True
30031,326,115.0,67.0,,,,293.0,274.1,,40.5,,0.0,84.0,,65.0,-211.0,-259.0,,,,-33.0,-51.9,,-285.5,,-326.0,-242.0,,-261.0,False,,,,True,True,,False,,False,False,,False
30033,6,0.0,0.0,,,,65.0,1.7,,,,0.0,,,0.0,-6.0,-6.0,,,,59.0,-4.3,,,,-6.0,,,-6.0,False,,,,False,True,,,,False,,,False
30035,170,90.0,9.0,,,,153.0,104.9,,88.6,,123.3,212.0,,82.0,-80.0,-161.0,,,,-17.0,-65.1,,-81.4,,-46.7,42.0,,-88.0,False,,,,True,True,,False,,True,True,,False
30037,1,0.0,0.0,,,,10.0,0.3,,0.0,,0.0,0.0,,0.0,-1.0,-1.0,,,,9.0,-0.7,,-1.0,,-1.0,-1.0,,-1.0,False,,,,False,True,,True,,False,True,,False
30039,4,0.0,0.0,,,,5.0,3.6,,,,5.1,,,0.0,-4.0,-4.0,,,,1.0,-0.4,,,,1.1,,,-4.0,False,,,,True,True,,,,True,,,False
30041,99,25.0,0.0,,,,145.0,11.2,,2.5,,1.7,,,39.0,-74.0,-99.0,,,,46.0,-87.8,,-96.5,,-97.3,,,-60.0,False,,,,True,False,,False,,False,,,True
30043,40,15.0,0.0,,,,45.0,17.2,,0.8,,3.4,,,19.0,-25.0,-40.0,,,,5.0,-22.8,,-39.2,,-36.6,,,-21.0,False,,,,True,True,,False,,False,,,True
30045,4,0.0,0.0,,,,9.0,3.8,,,,0.0,0.6,,0.0,-4.0,-4.0,,,,5.0,-0.2,,,,-4.0,-3.4,,-4.0,False,,,,False,True,,,,False,True,,False
30047,88,25.0,0.0,,,,82.0,97.0,,5.2,,7.0,27.7,,12.0,-63.0,-88.0,,,,-6.0,9.0,,-82.8,,-81.0,-60.3,,-76.0,False,,,,True,True,,False,,False,True,,False
30049,84,75.0,39.0,,,,291.0,203.6,,28.9,,21.0,31.4,,63.0,-9.0,-45.0,,,,207.0,119.6,,-55.1,,-63.0,-52.6,,-21.0,False,,,,False,False,,False,,False,False,,False
30051,17,0.0,0.0,,,,0.0,1.6,,0.0,,0.0,,,0.0,-17.0,-17.0,,,,-17.0,-15.4,,-17.0,,-17.0,,,-17.0,False,,,,False,True,,True,,False,,,False
30053,31,10.0,0.0,,,,16.0,25.4,,4.1,,12.1,16.7,,2.0,-21.0,-31.0,,,,-15.0,-5.6,,-26.9,,-18.9,-14.3,,-29.0,False,,,,True,True,,False,,True,True,,False
30055,14,0.0,0.0,,,,29.0,11.5,,,,0.3,1.2,,0.0,-14.0,-14.0,,,,15.0,-2.5,,,,-13.7,-12.8,,-14.0,False,,,,False,True,,,,True,True,,False
30057,11,30.0,0.0,,,,30.0,14.9,,4.4,,2.0,47.1,,15.0,19.0,-11.0,,,,19.0,3.9,,-6.6,,-9.0,36.1,,4.0,True,,,,False,True,,True,,True,False,,True
30059,21,0.0,0.0,,,,15.0,0.3,,0.0,,0.0,0.3,,0.0,-21.0,-21.0,,,,-6.0,-20.7,,-21.0,,-21.0,-20.7,,-21.0,False,,,,True,True,,True,,False,True,,False
30061,0,0.0,0.0,,,,5.0,24.4,,,,1.5,0.1,,0.0,0.0,0.0,,,,5.0,24.4,,,,1.5,0.1,,0.0,True,,,,False,False,,,,False,False,,True
30063,340,110.0,53.0,,,,568.0,490.6,,23.0,,150.5,351.0,,117.0,-230.0,-287.0,,,,228.0,150.6,,-317.0,,-189.5,11.0,,-223.0,False,,,,True,True,,False,,True,True,,True
30065,29,10.0,0.0,,,,120.0,16.3,,0.1,,1.3,5.1,,34.0,-19.0,-29.0,,,,91.0,-12.7,,-28.9,,-27.7,-23.9,,5.0,False,,,,False,True,,False,,False,False,,True
30067,35,5.0,0.0,,,,25.0,39.0,,3.0,,0.8,9.0,,6.0,-30.0,-35.0,,,,-10.0,4.0,,-32.0,,-34.2,-26.0,,-29.0,False,,,,True,True,,False,,False,True,,True
30069,0,0.0,0.0,,,,14.0,0.0,,,,0.0,,,,0.0,0.0,,,,14.0,0.0,,,,0.0,,,,True,,,,False,True,,,,True,,,
30071,14,80.0,23.0,,,,69.0,37.9,,,,63.7,,,34.0,66.0,9.0,,,,55.0,23.9,,,,49.7,,,20.0,True,,,,True,True,,,,True,,,True
30073,14,15.0,0.0,,,,0.0,4.1,,1.3,,1.0,,,52.0,1.0,-14.0,,,,-14.0,-9.9,,-12.7,,-13.0,,,38.0,False,,,,False,False,,False,,False,,,False
30075,8,0.0,0.0,,,,5.0,3.5,,,,0.0,,,0.0,-8.0,-8.0,,,,-3.0,-4.5,,,,-8.0,,,-8.0,False,,,,True,True,,,,False,,,False
30077,10,0.0,0.0,,,,10.0,7.2,,,,5.2,0.2,,0.0,-10.0,-10.0,,,,0.0,-2.8,,,,-4.8,-9.8,,-10.0,False,,,,True,True,,,,True,True,,False
30079,1,0.0,0.0,,,,15.0,5.2,,,,0.0,,,0.0,-1.0,-1.0,,,,14.0,4.2,,,,-1.0,,,-1.0,False,,,,False,False,,,,False,,,False
30081,48,35.0,18.0,,,,115.0,94.7,,10.9,,4.3,41.0,,19.0,-13.0,-30.0,,,,67.0,46.7,,-37.1,,-43.7,-7.0,,-29.0,False,,,,False,False,,False,,False,True,,False
30083,24,30.0,0.0,,,,89.0,24.7,,4.0,,3.9,15.2,,139.0,6.0,-24.0,,,,65.0,0.7,,-20.0,,-20.1,-8.8,,115.0,False,,,,False,True,,False,,False,False,,False
30085,303,20.0,1.0,,,,87.0,22.0,,0.9,,17.7,,,26.0,-283.0,-302.0,,,,-216.0,-281.0,,-302.1,,-285.3,,,-277.0,False,,,,True,True,,False,,False,,,True
30087,500,315.0,26.0,,,,36.0,38.9,,663.0,,34.5,,,220.0,-185.0,-474.0,,,,-464.0,-461.1,,163.0,,-465.5,,,-280.0,False,,,,False,False,,True,,False,,,False
30089,19,85.0,35.0,,,,10.0,39.8,,,,33.9,,,335.0,66.0,16.0,,,,-9.0,20.8,,,,14.9,,,316.0,True,,,,True,True,,,,True,,,False
30091,9,0.0,0.0,,,,20.0,3.9,,,,0.0,1.4,,0.0,-9.0,-9.0,,,,11.0,-5.1,,,,-9.0,-7.6,,-9.0,False,,,,False,True,,,,False,True,,False
30093,146,35.0,6.0,,,,113.0,73.3,,4.3,,3.5,579.8,,7.0,-111.0,-140.0,,,,-33.0,-72.7,,-141.7,,-142.5,433.8,,-139.0,False,,,,True,True,,False,,False,False,,False
30095,36,10.0,0.0,,,,30.0,25.6,,1.8,,2.0,,,9.0,-26.0,-36.0,,,,-6.0,-10.4,,-34.2,,-34.0,,,-27.0,False,,,,True,True,,False,,False,,,False
30097,36,15.0,0.0,,,,9.0,8.6,,,,13.0,11.3,,60.0,-21.0,-36.0,,,,-27.0,-27.4,,,,-23.0,-24.7,,24.0,False,,,,False,False,,,,False,False,,False
30099,5,5.0,0.0,,,,0.0,1.5,,,,1.7,,,66.0,0.0,-5.0,,,,-5.0,-3.5,,,,-3.3,,,61.0,False,,,,False,False,,,,False,,,False
30101,29,10.0,0.0,,,,0.0,0.1,,1.4,,12.5,12.0,,3.0,-19.0,-29.0,,,,-29.0,-28.9,,-27.6,,-16.5,-17.0,,-26.0,False,,,,False,False,,False,,True,True,,False
30103,0,5.0,0.0,,,,0.0,1.2,,,,0.3,2.1,,28.0,5.0,0.0,,,,0.0,1.2,,,,0.3,2.1,,28.0,True,,,,True,True,,,,True,True,,False
30105,47,30.0,0.0,,,,268.0,38.1,,,,5.8,,,17.0,-17.0,-47.0,,,,221.0,-8.9,,,,-41.2,,,-30.0,False,,,,False,True,,,,False,,,False
30107,14,0.0,0.0,,,,15.0,1.4,,0.0,,0.0,0.3,,0.0,-14.0,-14.0,,,,1.0,-12.6,,-14.0,,-14.0,-13.7,,-14.0,False,,,,True,True,,True,,False,True,,False
30109,4,10.0,0.0,,,,5.0,8.9,,,,2.7,7.5,,29.0,6.0,-4.0,,,,1.0,4.9,,,,-1.3,3.5,,25.0,True,,,,True,True,,,,True,True,,False
30111,1348,1430.0,1889.0,,,,790.0,1692.2,,2136.4,,706.2,900.8,,1416.0,82.0,541.0,,,,-558.0,344.2,,788.4,,-641.8,-447.2,,68.0,False,,,,False,False,,False,,False,False,,True
31001,162,85.0,112.0,,,,195.0,147.1,,10.4,,23.1,64.6,,41.0,-77.0,-50.0,,,,33.0,-14.9,,-151.6,,-138.9,-97.4,,-121.0,True,,,,True,True,,False,,False,False,,False
31003,46,5.0,0.0,,,,22.0,11.4,,2.0,,6.5,7.9,,5.0,-41.0,-46.0,,,,-24.0,-34.6,,-44.0,,-39.5,-38.1,,-41.0,False,,,,True,True,,False,,True,True,,False
31005,0,0.0,0.0,,,,0.0,3.4,,,,0.0,,,0.0,0.0,0.0,,,,0.0,3.4,,,,0.0,,,0.0,True,,,,True,False,,,,True,,,True
31007,0,5.0,0.0,,,,5.0,1.8,,,,1.1,3.7,,1.0,5.0,0.0,,,,5.0,1.8,,,,1.1,3.7,,1.0,True,,,,False,True,,,,True,True,,True
31009,1,0.0,0.0,,,,0.0,0.0,,,,0.0,,,,-1.0,-1.0,,,,-1.0,-1.0,,,,-1.0,,,,False,,,,False,False,,,,False,,,
31011,62,25.0,0.0,,,,10.0,18.7,,0.6,,10.6,,,44.0,-37.0,-62.0,,,,-52.0,-43.3,,-61.4,,-51.5,,,-18.0,False,,,,False,False,,False,,False,,,True
31013,59,15.0,0.0,,,,20.0,13.5,,1.5,,3.8,,,23.0,-44.0,-59.0,,,,-39.0,-45.5,,-57.5,,-55.2,,,-36.0,False,,,,True,False,,False,,False,,,True
31015,12,10.0,0.0,,,,10.0,12.7,,0.5,,0.6,9.9,,17.0,-2.0,-12.0,,,,-2.0,0.7,,-11.5,,-11.4,-2.1,,5.0,False,,,,False,True,,False,,False,False,,False
31017,32,0.0,0.0,,,,10.0,18.7,,,,1.9,0.9,,10.0,-32.0,-32.0,,,,-22.0,-13.3,,,,-30.1,-31.1,,-22.0,False,,,,True,True,,,,True,True,,True
31019,480,360.0,321.0,,,,257.0,598.2,,138.9,,202.9,441.2,,344.0,-120.0,-159.0,,,,-223.0,118.2,,-341.1,,-277.1,-38.8,,-136.0,False,,,,False,True,,False,,False,True,,False
31021,20,25.0,40.0,,,,25.0,36.4,,8.4,,16.6,22.7,,56.0,5.0,20.0,,,,5.0,16.4,,-11.6,,-3.4,2.7,,36.0,False,,,,False,False,,False,,True,True,,False
31023,40,35.0,,,,,22.0,53.0,,4.7,,13.1,16.5,,22.0,-5.0,,,,,-18.0,13.0,,-35.3,,-26.9,-23.5,,-18.0,,,,,False,False,,False,,False,False,,False
31025,94,110.0,148.0,,,,95.0,222.4,,17.1,,84.8,86.0,,131.0,16.0,54.0,,,,1.0,128.4,,-76.9,,-9.2,-8.0,,37.0,False,,,,True,False,,False,,True,True,,False
31027,45,65.0,36.0,,,,25.0,28.8,,7.8,,41.4,36.3,,96.0,20.0,-9.0,,,,-20.0,-16.2,,-37.2,,-3.6,-8.7,,51.0,True,,,,False,True,,False,,True,True,,False
31029,12,20.0,0.0,,,,0.0,8.9,,0.5,,1.2,14.6,,20.0,8.0,-12.0,,,,-12.0,-3.1,,-11.5,,-10.8,2.6,,8.0,False,,,,False,True,,False,,False,True,,False
31031,42,5.0,0.0,,,,3.0,2.3,,0.2,,1.8,3.8,,2.0,-37.0,-42.0,,,,-39.0,-39.7,,-41.8,,-40.2,-38.2,,-40.0,False,,,,False,False,,False,,False,False,,False
31033,10,5.0,0.0,,,,5.0,18.5,,2.0,,2.7,9.6,,2.0,-5.0,-10.0,,,,-5.0,8.5,,-8.0,,-7.3,-0.4,,-8.0,False,,,,False,False,,False,,False,True,,False
31035,22,15.0,0.0,,,,12.0,18.7,,4.8,,10.4,13.0,,6.0,-7.0,-22.0,,,,-10.0,-3.3,,-17.2,,-11.6,-9.0,,-16.0,False,,,,False,True,,False,,False,False,,False
31037,71,20.0,0.0,,,,91.0,23.2,,3.7,,24.9,9.1,,0.0,-51.0,-71.0,,,,20.0,-47.8,,-67.3,,-46.1,-61.9,,-71.0,False,,,,True,True,,False,,True,False,,False
31039,72,5.0,1.0,,,,35.0,28.7,,6.7,,0.0,34.5,,11.0,-67.0,-71.0,,,,-37.0,-43.3,,-65.3,,-72.0,-37.5,,-61.0,False,,,,True,True,,True,,False,True,,True
31041,19,45.0,,,,,35.0,23.1,,4.2,,15.1,23.0,,41.0,26.0,,,,,16.0,4.1,,-14.8,,-3.9,4.0,,22.0,,,,,True,True,,True,,True,True,,True
31043,249,100.0,0.0,,,,143.0,69.5,,11.1,,101.1,148.6,,0.0,-149.0,-249.0,,,,-106.0,-179.5,,-237.9,,-147.9,-100.4,,-249.0,False,,,,True,False,,False,,True,True,,False
31045,74,170.0,141.0,,,,20.0,24.7,,11.9,,135.9,,,325.0,96.0,67.0,,,,-54.0,-49.3,,-62.1,,61.9,,,251.0,True,,,,True,True,,True,,True,,,False
31047,93,65.0,19.0,,,,179.0,141.9,,7.1,,27.6,36.3,,6.0,-28.0,-74.0,,,,86.0,48.9,,-85.9,,-65.5,-56.7,,-87.0,False,,,,False,False,,False,,False,False,,False
31049,3,0.0,0.0,,,,0.0,4.7,,,,1.5,0.7,,0.0,-3.0,-3.0,,,,-3.0,1.7,,,,-1.5,-2.3,,-3.0,False,,,,False,True,,,,True,True,,False
31051,33,0.0,0.0,,,,25.0,5.5,,10.1,,0.8,1.9,,0.0,-33.0,-33.0,,,,-8.0,-27.5,,-22.9,,-32.2,-31.1,,-33.0,False,,,,True,True,,True,,True,True,,False
31053,303,140.0,196.0,,,,134.0,129.5,,16.4,,97.8,105.0,,58.0,-163.0,-107.0,,,,-169.0,-173.5,,-286.6,,-205.2,-198.0,,-245.0,True,,,,False,False,,False,,False,False,,False
31055,3281,2670.0,1463.0,,,,2685.0,2081.6,,986.3,,2314.1,1970.8,,1396.0,-611.0,-1818.0,,,,-596.0,-1199.4,,-2294.7,,-966.9,-1310.2,,-1885.0,False,,,,True,False,,False,,False,False,,False
31057,6,20.0,0.0,,,,0.0,31.4,,,,10.3,9.0,,62.0,14.0,-6.0,,,,-6.0,25.4,,,,4.3,3.0,,56.0,True,,,,True,False,,,,True,True,,False
31059,25,5.0,0.0,,,,10.0,18.7,,4.2,,5.8,2.7,,10.0,-20.0,-25.0,,,,-15.0,-6.3,,-20.8,,-19.2,-22.3,,-15.0,False,,,,True,True,,False,,True,False,,True
31061,12,5.0,0.0,,,,5.0,6.3,,1.5,,7.1,,,8.0,-7.0,-12.0,,,,-7.0,-5.7,,-10.5,,-4.9,,,-4.0,False,,,,False,True,,False,,True,,,True
31063,3,5.0,0.0,,,,0.0,6.6,,0.1,,0.8,3.4,,7.0,2.0,-3.0,,,,-3.0,3.6,,-2.9,,-2.2,0.4,,4.0,False,,,,False,False,,False,,False,True,,False
31065,23,5.0,0.0,,,,10.0,10.3,,1.9,,6.1,,,7.0,-18.0,-23.0,,,,-13.0,-12.7,,-21.1,,-16.9,,,-16.0,False,,,,True,True,,False,,True,,,True
31067,135,80.0,140.0,,,,61.0,91.9,,3.0,,10.6,52.4,,58.0,-55.0,5.0,,,,-74.0,-43.1,,-132.0,,-124.4,-82.6,,-77.0,True,,,,False,True,,False,,False,False,,False
31069,5,5.0,0.0,,,,0.0,2.3,,1.2,,11.4,2.0,,1.0,0.0,-5.0,,,,-5.0,-2.7,,-3.8,,6.4,-3.0,,-4.0,False,,,,False,False,,False,,False,False,,False
31071,5,0.0,0.0,,,,5.0,4.8,,0.1,,1.3,2.8,,8.0,-5.0,-5.0,,,,0.0,-0.2,,-4.9,,-3.7,-2.2,,3.0,False,,,,True,True,,True,,True,True,,True
31073,12,0.0,0.0,,,,5.0,2.2,,1.1,,9.3,6.3,,5.0,-12.0,-12.0,,,,-7.0,-9.8,,-10.9,,-2.7,-5.7,,-7.0,False,,,,True,True,,True,,True,True,,True
31075,1,0.0,0.0,,,,0.0,0.0,,,,0.0,,,,-1.0,-1.0,,,,-1.0,-1.0,,,,-1.0,,,,False,,,,False,False,,,,False,,,
31077,17,0.0,0.0,,,,5.0,0.8,,0.4,,0.7,4.2,,0.0,-17.0,-17.0,,,,-12.0,-16.2,,-16.6,,-16.3,-12.8,,-17.0,False,,,,True,True,,True,,True,True,,False
31079,210,155.0,156.0,,,,551.0,255.9,,29.5,,48.6,190.6,,40.0,-55.0,-54.0,,,,341.0,45.9,,-180.5,,-161.4,-19.4,,-170.0,True,,,,False,True,,False,,False,True,,False
31081,26,0.0,0.0,,,,23.0,27.9,,0.1,,7.5,6.2,,6.0,-26.0,-26.0,,,,-3.0,1.9,,-25.9,,-18.5,-19.8,,-20.0,False,,,,True,True,,True,,True,True,,True
31083,20,0.0,0.0,,,,5.0,4.6,,0.0,,0.1,0.3,,1.0,-20.0,-20.0,,,,-15.0,-15.4,,-20.0,,-19.9,-19.7,,-19.0,False,,,,True,True,,True,,True,True,,True
31085,0,0.0,0.0,,,,0.0,0.0,,,,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,,,,True,,,,True,True,,,,True,,,
31087,2,5.0,0.0,,,,0.0,8.3,,0.0,,0.7,2.0,,1.0,3.0,-2.0,,,,-2.0,6.3,,-2.0,,-1.3,-0.0,,-1.0,True,,,,True,False,,True,,True,True,,True
31089,58,10.0,0.0,,,,29.0,11.8,,1.7,,2.0,,,7.0,-48.0,-58.0,,,,-29.0,-46.2,,-56.3,,-56.0,,,-51.0,False,,,,True,True,,False,,False,,,False
31091,3,0.0,0.0,,,,0.0,0.5,,,,0.0,0.4,,0.0,-3.0,-3.0,,,,-3.0,-2.5,,,,-3.0,-2.6,,-3.0,False,,,,False,True,,,,False,True,,False
31093,36,20.0,0.0,,,,16.0,21.5,,3.9,,9.0,14.2,,9.0,-16.0,-36.0,,,,-20.0,-14.5,,-32.1,,-27.0,-21.8,,-27.0,False,,,,False,True,,False,,False,False,,False
31095,11,0.0,0.0,,,,15.0,15.7,,1.3,,0.4,,,4.0,-11.0,-11.0,,,,4.0,4.7,,-9.7,,-10.6,,,-7.0,False,,,,True,True,,True,,True,,,True
31097,28,35.0,0.0,,,,16.0,10.5,,1.0,,0.1,,,39.0,7.0,-28.0,,,,-12.0,-17.5,,-27.0,,-27.9,,,11.0,False,,,,False,False,,False,,False,,,False
31099,43,75.0,76.0,,,,20.0,40.6,,7.2,,12.4,42.9,,87.0,32.0,33.0,,,,-23.0,-2.4,,-35.8,,-30.6,-0.1,,44.0,False,,,,True,True,,False,,True,True,,False
31101,22,35.0,42.0,,,,4.0,44.7,,3.7,,17.5,,,83.0,13.0,20.0,,,,-18.0,22.7,,-18.3,,-4.5,,,61.0,False,,,,False,False,,False,,True,,,False
31103,6,0.0,0.0,,,,3.0,0.0,,,,0.0,0.0,,,-6.0,-6.0,,,,-3.0,-6.0,,,,-6.0,-6.0,,,False,,,,True,False,,,,False,False,,
31105,0,0.0,0.0,,,,10.0,1.0,,0.5,,0.7,0.1,,0.0,0.0,0.0,,,,10.0,1.0,,0.5,,0.7,0.1,,0.0,True,,,,False,False,,False,,False,False,,True
31107,115,35.0,0.0,,,,25.0,13.4,,8.8,,6.4,19.5,,45.0,-80.0,-115.0,,,,-90.0,-101.6,,-106.2,,-108.6,-95.5,,-70.0,False,,,,False,False,,False,,False,False,,True
31109,2578,850.0,1657.0,,,,1510.0,1277.0,,522.2,,131.0,714.7,,554.0,-1728.0,-921.0,,,,-1068.0,-1301.0,,-2055.8,,-2447.0,-1863.3,,-2024.0,True,,,,True,True,,False,,False,False,,False
31111,120,300.0,808.0,,,,109.0,260.4,,69.7,,104.0,174.9,,616.0,180.0,688.0,,,,-11.0,140.4,,-50.3,,-16.0,54.9,,496.0,False,,,,True,True,,True,,True,True,,False
31113,5,10.0,0.0,,,,0.0,13.2,,,,11.6,,,31.0,5.0,-5.0,,,,-5.0,8.2,,,,6.6,,,26.0,False,,,,False,False,,,,False,,,False
31115,3,0.0,0.0,,,,0.0,0.0,,,,0.0,,,,-3.0,-3.0,,,,-3.0,-3.0,,,,-3.0,,,,False,,,,False,False,,,,False,,,
31117,0,0.0,0.0,,,,0.0,2.3,,,,0.1,0.9,,1.0,0.0,0.0,,,,0.0,2.3,,,,0.1,0.9,,1.0,True,,,,True,False,,,,False,False,,False
31119,282,260.0,623.0,,,,202.0,194.8,,95.4,,50.5,169.5,,112.0,-22.0,341.0,,,,-80.0,-87.2,,-186.6,,-231.5,-112.5,,-170.0,False,,,,False,False,,False,,False,False,,False
31121,19,5.0,2.0,,,,25.0,23.1,,4.1,,6.4,10.9,,4.0,-14.0,-17.0,,,,6.0,4.1,,-14.9,,-12.6,-8.1,,-15.0,False,,,,True,True,,False,,True,True,,False
31123,16,0.0,0.0,,,,9.0,6.7,,15.0,,7.9,6.1,,4.0,-16.0,-16.0,,,,-7.0,-9.3,,-1.0,,-8.1,-9.9,,-12.0,False,,,,True,True,,True,,True,True,,True
31125,36,5.0,0.0,,,,9.0,2.9,,0.4,,1.3,9.4,,7.0,-31.0,-36.0,,,,-27.0,-33.1,,-35.6,,-34.7,-26.6,,-29.0,False,,,,True,False,,False,,False,True,,True
31127,64,45.0,66.0,,,,20.0,49.3,,10.7,,8.1,,,72.0,-19.0,2.0,,,,-44.0,-14.7,,-53.3,,-55.9,,,8.0,True,,,,False,True,,False,,False,,,True
31129,10,5.0,0.0,,,,5.0,3.8,,0.2,,2.5,6.0,,4.0,-5.0,-10.0,,,,-5.0,-6.2,,-9.8,,-7.5,-4.0,,-6.0,False,,,,False,False,,False,,False,True,,False
31131,65,115.0,198.0,,,,63.0,83.5,,17.7,,44.7,85.8,,180.0,50.0,133.0,,,,-2.0,18.5,,-47.3,,-20.3,20.8,,115.0,False,,,,True,True,,True,,True,True,,False
31133,9,5.0,0.0,,,,5.0,7.4,,,,2.9,7.1,,2.0,-4.0,-9.0,,,,-4.0,-1.6,,,,-6.1,-1.9,,-7.0,False,,,,False,True,,,,False,True,,False
31135,8,30.0,0.0,,,,0.0,13.0,,,,24.7,,,19.0,22.0,-8.0,,,,-8.0,5.0,,,,16.7,,,11.0,True,,,,True,True,,,,True,,,True
31137,55,45.0,,,,,30.0,33.8,,5.5,,24.9,35.6,,40.0,-10.0,,,,,-25.0,-21.2,,-49.5,,-30.1,-19.4,,-15.0,,,,,False,False,,False,,False,False,,False
31139,53,60.0,86.0,,,,17.0,35.8,,5.5,,28.8,,,134.0,7.0,33.0,,,,-36.0,-17.2,,-47.5,,-24.2,,,81.0,False,,,,False,False,,False,,False,,,False
31141,248,85.0,98.0,,,,183.0,151.8,,6.4,,45.8,52.9,,34.0,-163.0,-150.0,,,,-65.0,-96.2,,-241.6,,-202.2,-195.1,,-214.0,True,,,,True,True,,False,,False,False,,False
31143,26,15.0,0.0,,,,10.0,15.6,,1.8,,5.0,10.2,,9.0,-11.0,-26.0,,,,-16.0,-10.4,,-24.2,,-21.0,-15.8,,-17.0,False,,,,False,True,,False,,False,False,,False
31145,17,0.0,0.0,,,,15.0,7.7,,1.0,,0.0,,,2.0,-17.0,-17.0,,,,-2.0,-9.3,,-16.0,,-17.0,,,-15.0,False,,,,True,True,,True,,False,,,True
31147,25,5.0,0.0,,,,27.0,12.4,,6.5,,4.3,,,13.0,-20.0,-25.0,,,,2.0,-12.6,,-18.5,,-20.7,,,-12.0,False,,,,True,True,,True,,False,,,True
31149,39,5.0,0.0,,,,10.0,3.7,,,,3.6,2.1,,2.0,-34.0,-39.0,,,,-29.0,-35.3,,,,-35.4,-36.9,,-37.0,False,,,,True,False,,,,False,False,,False
31151,119,65.0,0.0,,,,88.0,81.1,,6.5,,0.0,33.7,,4.0,-54.0,-119.0,,,,-31.0,-37.9,,-112.5,,-119.0,-85.3,,-115.0,False,,,,True,True,,False,,False,False,,False
31153,966,805.0,489.0,,,,731.0,935.8,,388.7,,428.4,678.9,,658.0,-161.0,-477.0,,,,-235.0,-30.2,,-577.3,,-537.6,-287.1,,-308.0,False,,,,False,True,,False,,False,False,,False
