,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,IHME-CurveFit,LANL-GrowthRate,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-LANL-GrowthRate,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-LANL-GrowthRate,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
36089,59,14.0,7.7,,,,0.1,16.9,,4.0,-45.0,-51.3,,,,-58.9,-42.1,,-55.0,False,,,,False,True,,False
36091,281,203.0,81.4,,,,28.5,374.2,,197.0,-78.0,-199.6,,,,-252.5,93.2,,-84.0,False,,,,False,False,,False
36093,341,182.0,105.7,,,,49.5,185.6,,104.0,-159.0,-235.3,,,,-291.5,-155.4,,-237.0,False,,,,False,True,,False
36095,15,7.0,,,,,1.4,6.9,,1.0,-8.0,,,,,-13.6,-8.1,,-14.0,,,,,False,False,,False
36097,19,0.0,,,,,0.2,3.6,,2.0,-19.0,,,,,-18.8,-15.4,,-17.0,,,,,True,True,,True
36099,17,28.0,,,,,2.4,15.7,,24.0,11.0,,,,,-14.6,-1.3,,7.0,,,,,False,True,,True
36101,106,56.0,2.1,,,,2.4,65.8,,50.0,-50.0,-103.9,,,,-103.6,-40.2,,-56.0,False,,,,False,True,,False
36103,2596,3143.0,1181.4,,,,1227.2,3352.0,,3027.0,547.0,-1414.6,,,,-1368.8,756.0,,431.0,False,,,,False,False,,True
36105,95,35.0,29.1,,,,2.7,29.6,,86.0,-60.0,-65.9,,,,-92.3,-65.4,,-9.0,False,,,,False,False,,True
36107,41,35.0,,,,,1.9,13.9,,26.0,-6.0,,,,,-39.1,-27.1,,-15.0,,,,,False,False,,False
36109,175,28.0,22.3,,,,1.8,17.3,,10.0,-147.0,-152.7,,,,-173.2,-157.7,,-165.0,False,,,,False,False,,False
36111,199,217.0,54.8,,,,33.4,203.0,,270.0,18.0,-144.2,,,,-165.6,4.0,,71.0,False,,,,False,True,,False
36113,69,56.0,23.0,,,,4.9,73.4,,47.0,-13.0,-46.0,,,,-64.1,4.4,,-22.0,False,,,,False,True,,False
36115,39,14.0,10.0,,,,2.8,15.7,,17.0,-25.0,-29.0,,,,-36.2,-23.3,,-22.0,False,,,,False,True,,True
36117,67,28.0,173.4,,,,2.6,44.3,,6.0,-39.0,106.4,,,,-64.4,-22.7,,-61.0,False,,,,False,True,,False
36119,1871,1442.0,173.2,,,,543.7,2614.1,,1042.0,-429.0,-1697.8,,,,-1327.3,743.1,,-829.0,False,,,,False,False,,False
36121,20,28.0,,,,,5.0,20.9,,18.0,8.0,,,,,-15.0,0.9,,-2.0,,,,,False,True,,True
36123,6,7.0,,,,,3.1,9.3,,51.0,1.0,,,,,-2.9,3.3,,45.0,,,,,False,False,,False
37001,1472,1449.0,4006.4,,,,506.2,1831.6,,799.0,-23.0,2534.4,,,,-965.8,359.6,,-673.0,False,,,,False,False,,False
37003,217,0.0,,,,,4.3,422.2,,15.0,-217.0,,,,,-212.7,205.2,,-202.0,,,,,True,True,,True
37005,61,700.0,,,,,0.5,438.0,,323.0,639.0,,,,,-60.5,377.0,,262.0,,,,,True,True,,True
37007,270,182.0,,,,,36.7,120.5,,70.0,-88.0,,,,,-233.3,-149.5,,-200.0,,,,,False,False,,False
37009,109,266.0,,,,,63.3,243.8,,285.0,157.0,,,,,-45.7,134.8,,176.0,,,,,True,True,,False
37011,251,119.0,,,,,34.2,64.8,,51.0,-132.0,,,,,-216.8,-186.2,,-200.0,,,,,False,False,,False
37013,565,469.0,,,,,95.0,426.8,,167.0,-96.0,,,,,-470.0,-138.2,,-398.0,,,,,False,False,,False
37015,317,168.0,,,,,19.4,144.7,,115.0,-149.0,,,,,-297.6,-172.3,,-202.0,,,,,False,False,,False
37017,281,322.0,,,,,68.5,133.9,,210.0,41.0,,,,,-212.5,-147.1,,-71.0,,,,,False,False,,False
37019,387,462.0,1828.8,,,,137.9,365.3,,188.0,75.0,1441.8,,,,-249.1,-21.7,,-199.0,False,,,,False,True,,False
37021,1123,1351.0,3822.1,,,,574.0,1227.2,,764.0,228.0,2699.1,,,,-549.0,104.2,,-359.0,False,,,,False,True,,False
37023,439,651.0,713.6,,,,21.6,672.6,,259.0,212.0,274.6,,,,-417.4,233.6,,-180.0,False,,,,False,False,,True
37025,1308,1596.0,2371.1,,,,347.0,982.0,,912.0,288.0,1063.1,,,,-961.0,-326.0,,-396.0,False,,,,False,False,,False
37027,419,742.0,1736.4,,,,155.3,719.8,,274.0,323.0,1317.4,,,,-263.7,300.8,,-145.0,False,,,,True,True,,True
37029,38,49.0,,,,,22.8,105.6,,104.0,11.0,,,,,-15.2,67.6,,66.0,,,,,False,False,,False
37031,363,371.0,905.2,,,,27.8,323.9,,152.0,8.0,542.2,,,,-335.2,-39.1,,-211.0,False,,,,False,False,,False
37033,163,70.0,,,,,12.3,49.2,,77.0,-93.0,,,,,-150.7,-113.8,,-86.0,,,,,False,False,,True
37035,1011,1568.0,5198.1,,,,671.0,1075.9,,844.0,557.0,4187.1,,,,-340.0,64.9,,-167.0,False,,,,True,True,,True
37037,381,525.0,587.6,,,,70.3,566.3,,507.0,144.0,206.6,,,,-310.7,185.3,,126.0,False,,,,False,False,,True
37039,352,238.0,,,,,9.9,242.5,,56.0,-114.0,,,,,-342.1,-109.5,,-296.0,,,,,False,True,,False
37041,200,203.0,,,,,13.1,233.2,,90.0,3.0,,,,,-186.9,33.2,,-110.0,,,,,False,False,,False
37043,45,77.0,,,,,8.6,78.3,,17.0,32.0,,,,,-36.4,33.3,,-28.0,,,,,False,False,,True
37045,1037,1176.0,2768.5,,,,551.4,1091.8,,790.0,139.0,1731.5,,,,-485.6,54.8,,-247.0,False,,,,False,True,,False
37047,472,525.0,645.1,,,,197.6,546.9,,386.0,53.0,173.1,,,,-274.4,74.9,,-86.0,False,,,,False,False,,False
37049,876,497.0,772.5,,,,36.5,733.0,,283.0,-379.0,-103.5,,,,-839.5,-143.0,,-593.0,True,,,,False,True,,False
37051,2215,2436.0,5514.8,,,,1724.5,3631.0,,1446.0,221.0,3299.8,,,,-490.5,1416.0,,-769.0,False,,,,False,False,,False
37053,105,21.0,,,,,3.7,47.1,,3.0,-84.0,,,,,-101.3,-57.9,,-102.0,,,,,False,True,,False
37055,62,77.0,,,,,13.7,25.8,,42.0,15.0,,,,,-48.3,-36.2,,-20.0,,,,,False,False,,False
37057,977,861.0,1201.0,,,,471.7,598.7,,597.0,-116.0,224.0,,,,-505.3,-378.3,,-380.0,False,,,,False,False,,False
37059,139,371.0,,,,,84.9,165.5,,366.0,232.0,,,,,-54.1,26.5,,227.0,,,,,True,True,,True
37061,314,574.0,362.3,,,,99.2,471.4,,234.0,260.0,48.3,,,,-214.8,157.4,,-80.0,True,,,,True,True,,True
37063,1581,1988.0,8323.7,,,,723.0,1721.3,,1047.0,407.0,6742.7,,,,-858.0,140.3,,-534.0,False,,,,False,True,,False
37065,715,406.0,597.9,,,,246.7,852.2,,197.0,-309.0,-117.1,,,,-468.3,137.2,,-518.0,True,,,,False,True,,False
37067,1740,2310.0,452.8,,,,1083.9,1765.0,,1373.0,570.0,-1287.2,,,,-656.1,25.0,,-367.0,False,,,,False,True,,True
37069,340,602.0,842.5,,,,200.1,636.6,,339.0,262.0,502.5,,,,-139.9,296.6,,-1.0,False,,,,True,False,,True
37071,1810,2135.0,3858.6,,,,2051.8,1539.2,,1060.0,325.0,2048.6,,,,241.8,-270.8,,-750.0,False,,,,True,True,,False
37073,92,21.0,,,,,1.7,50.4,,33.0,-71.0,,,,,-90.3,-41.6,,-59.0,,,,,False,True,,True
37075,118,63.0,,,,,9.6,,,67.0,-55.0,,,,,-108.4,,,-51.0,,,,,False,,,True
37077,488,469.0,411.6,,,,99.9,467.2,,273.0,-19.0,-76.4,,,,-388.1,-20.8,,-215.0,False,,,,False,False,,False
37079,275,147.0,,,,,24.5,132.9,,113.0,-128.0,,,,,-250.5,-142.1,,-162.0,,,,,False,False,,False
37081,2941,2891.0,4690.0,,,,1259.3,2130.6,,1654.0,-50.0,1749.0,,,,-1681.7,-810.4,,-1287.0,False,,,,False,False,,False
37083,295,532.0,971.5,,,,138.8,310.5,,356.0,237.0,676.5,,,,-156.2,15.5,,61.0,False,,,,True,True,,True
37085,947,959.0,1005.6,,,,810.3,1117.0,,858.0,12.0,58.6,,,,-136.7,170.0,,-89.0,False,,,,False,False,,False
37087,174,882.0,457.6,,,,208.4,1269.2,,1238.0,708.0,283.6,,,,34.4,1095.2,,1064.0,True,,,,True,False,,False
37089,522,798.0,1628.0,,,,335.9,624.5,,324.0,276.0,1106.0,,,,-186.1,102.5,,-198.0,False,,,,True,True,,True
37091,408,399.0,,,,,157.8,629.2,,228.0,-9.0,,,,,-250.2,221.2,,-180.0,,,,,False,False,,False
37093,448,329.0,737.0,,,,70.7,315.0,,140.0,-119.0,289.0,,,,-377.3,-133.0,,-308.0,False,,,,False,False,,False
37095,81,35.0,,,,,9.6,132.3,,50.0,-46.0,,,,,-71.4,51.3,,-31.0,,,,,False,False,,True
37097,1091,945.0,2503.0,,,,117.5,570.3,,483.0,-146.0,1412.0,,,,-973.5,-520.7,,-608.0,False,,,,False,False,,False
37099,198,343.0,,,,,55.4,275.7,,133.0,145.0,,,,,-142.6,77.7,,-65.0,,,,,True,True,,True
37101,1161,1925.0,1101.3,,,,603.5,1359.1,,1038.0,764.0,-59.7,,,,-557.5,198.1,,-123.0,True,,,,True,True,,True
37103,64,168.0,,,,,17.3,85.8,,119.0,104.0,,,,,-46.7,21.8,,55.0,,,,,True,True,,True
37105,353,721.0,475.3,,,,161.6,858.6,,504.0,368.0,122.3,,,,-191.4,505.6,,151.0,True,,,,True,False,,True
37107,427,259.0,562.6,,,,70.7,214.8,,232.0,-168.0,135.6,,,,-356.3,-212.2,,-195.0,True,,,,False,False,,False
37109,785,777.0,2189.5,,,,155.9,1063.8,,451.0,-8.0,1404.5,,,,-629.1,278.8,,-334.0,False,,,,False,False,,False
37111,309,560.0,,,,,214.2,962.9,,324.0,251.0,,,,,-94.8,653.9,,15.0,,,,,True,False,,True
37113,131,105.0,,,,,3.3,316.8,,19.0,-26.0,,,,,-127.7,185.8,,-112.0,,,,,False,False,,False
37115,58,49.0,,,,,8.6,226.2,,34.0,-9.0,,,,,-49.4,168.2,,-24.0,,,,,False,False,,False
37117,198,133.0,,,,,28.2,186.6,,66.0,-65.0,,,,,-169.8,-11.4,,-132.0,,,,,False,True,,False
37119,6370,9709.0,15444.1,,,,6872.1,7338.9,,4300.0,3339.0,9074.1,,,,502.1,968.9,,-2070.0,False,,,,True,True,,True
37121,54,56.0,,,,,2.0,140.0,,8.0,2.0,,,,,-52.0,86.0,,-46.0,,,,,False,False,,False
37123,393,413.0,,,,,65.0,353.2,,230.0,20.0,,,,,-328.0,-39.8,,-163.0,,,,,False,False,,False
37125,656,819.0,1518.7,,,,413.7,737.0,,638.0,163.0,862.7,,,,-242.3,81.0,,-18.0,False,,,,False,True,,True
37127,1174,1008.0,1536.4,,,,500.6,871.5,,592.0,-166.0,362.4,,,,-673.4,-302.5,,-582.0,False,,,,False,False,,False
37129,1683,1708.0,6747.2,,,,526.2,1200.4,,762.0,25.0,5064.2,,,,-1156.8,-482.6,,-921.0,False,,,,False,False,,False
37131,135,294.0,,,,,26.6,483.1,,123.0,159.0,,,,,-108.4,348.1,,-12.0,,,,,True,False,,True
37133,1094,910.0,1867.4,,,,512.7,1743.5,,588.0,-184.0,773.4,,,,-581.3,649.5,,-506.0,False,,,,False,False,,False
37135,1312,441.0,1420.0,,,,322.0,347.1,,202.0,-871.0,108.0,,,,-990.0,-964.9,,-1110.0,True,,,,False,False,,False
37137,195,70.0,,,,,8.2,51.2,,83.0,-125.0,,,,,-186.8,-143.8,,-112.0,,,,,False,False,,True
37139,274,308.0,,,,,135.3,210.5,,237.0,34.0,,,,,-138.7,-63.5,,-37.0,,,,,False,False,,False
37141,291,294.0,415.5,,,,37.3,184.1,,110.0,3.0,124.5,,,,-253.7,-106.9,,-181.0,False,,,,False,False,,False
37143,99,140.0,,,,,6.2,81.8,,184.0,41.0,,,,,-92.8,-17.2,,85.0,,,,,False,True,,False
37145,214,119.0,,,,,35.7,193.9,,47.0,-95.0,,,,,-178.3,-20.1,,-167.0,,,,,False,True,,False
37147,2890,1561.0,3833.9,,,,940.3,526.0,,835.0,-1329.0,943.9,,,,-1949.7,-2364.0,,-2055.0,True,,,,False,False,,False
37149,131,175.0,,,,,36.5,160.7,,307.0,44.0,,,,,-94.5,29.7,,176.0,,,,,False,True,,False
37151,661,847.0,1709.6,,,,304.4,747.9,,418.0,186.0,1048.6,,,,-356.6,86.9,,-243.0,False,,,,False,True,,False
37153,502,189.0,,,,,40.3,118.2,,64.0,-313.0,,,,,-461.7,-383.8,,-438.0,,,,,False,False,,False
37155,1705,1246.0,1938.9,,,,472.0,745.1,,368.0,-459.0,233.9,,,,-1233.0,-959.9,,-1337.0,True,,,,False,False,,False
37157,715,574.0,1157.5,,,,172.9,507.6,,607.0,-141.0,442.5,,,,-542.1,-207.4,,-108.0,False,,,,False,False,,True
37159,1147,1309.0,2010.2,,,,614.5,1259.7,,901.0,162.0,863.2,,,,-532.5,112.7,,-246.0,False,,,,False,True,,False
37161,450,518.0,879.4,,,,207.4,1167.2,,231.0,68.0,429.4,,,,-242.6,717.2,,-219.0,False,,,,False,False,,False
37163,649,581.0,446.6,,,,254.2,379.3,,357.0,-68.0,-202.4,,,,-394.8,-269.7,,-292.0,False,,,,False,False,,False
37165,805,462.0,,,,,199.6,608.6,,375.0,-343.0,,,,,-605.4,-196.4,,-430.0,,,,,False,True,,False
37167,873,1155.0,1109.2,,,,536.7,699.2,,574.0,282.0,236.2,,,,-336.3,-173.8,,-299.0,True,,,,False,True,,False
37169,151,245.0,,,,,52.8,162.7,,229.0,94.0,,,,,-98.2,11.7,,78.0,,,,,False,True,,True
37171,364,476.0,584.5,,,,210.9,383.5,,249.0,112.0,220.5,,,,-153.1,19.5,,-115.0,False,,,,False,True,,False
37173,31,112.0,,,,,39.9,130.5,,138.0,81.0,,,,,8.9,99.5,,107.0,,,,,True,False,,False
37175,189,91.0,,,,,4.5,146.1,,42.0,-98.0,,,,,-184.5,-42.9,,-147.0,,,,,False,True,,False
37177,16,49.0,,,,,11.3,86.9,,6.0,33.0,,,,,-4.7,70.9,,-10.0,,,,,True,False,,True
37179,1660,2170.0,3596.4,,,,625.2,1447.7,,1256.0,510.0,1936.4,,,,-1034.8,-212.3,,-404.0,False,,,,False,True,,True
37181,265,266.0,,,,,51.9,223.1,,128.0,1.0,,,,,-213.1,-41.9,,-137.0,,,,,False,False,,False
37183,5572,6559.0,16429.5,,,,4169.0,3825.6,,3493.0,987.0,10857.5,,,,-1403.0,-1746.4,,-2079.0,False,,,,False,False,,False
37185,89,119.0,,,,,9.1,149.3,,76.0,30.0,,,,,-79.9,60.3,,-13.0,,,,,False,False,,True
37187,72,98.0,,,,,10.7,204.8,,36.0,26.0,,,,,-61.3,132.8,,-36.0,,,,,False,False,,False
37189,537,252.0,521.0,,,,10.3,486.6,,90.0,-285.0,-16.0,,,,-526.7,-50.4,,-447.0,True,,,,False,True,,False
37191,967,714.0,1115.3,,,,266.3,729.7,,410.0,-253.0,148.3,,,,-700.7,-237.3,,-557.0,True,,,,False,True,,False
37193,380,441.0,215.2,,,,933.3,323.6,,546.0,61.0,-164.8,,,,553.3,-56.4,,166.0,False,,,,False,True,,False
37195,743,658.0,1113.8,,,,95.1,1153.2,,224.0,-85.0,370.8,,,,-647.9,410.2,,-519.0,False,,,,False,False,,False
37197,209,322.0,,,,,53.2,320.5,,227.0,113.0,,,,,-155.8,111.5,,18.0,,,,,False,True,,True
37199,151,49.0,,,,,0.5,147.1,,9.0,-102.0,,,,,-150.5,-3.9,,-142.0,,,,,False,True,,False
38001,23,0.0,,,,,,,,0.0,-23.0,,,,,,,,-23.0,,,,,,,,False
38003,199,35.0,,,,,19.5,55.7,,57.0,-164.0,,,,,-179.5,-143.3,,-142.0,,,,,False,True,,True
38005,207,287.0,,,,,9.4,,,115.0,80.0,,,,,-197.6,,,-92.0,,,,,False,,,False
38007,18,0.0,,,,,,,,4.0,-18.0,,,,,,,,-14.0,,,,,,,,True
38009,53,7.0,,,,,4.3,,,85.0,-46.0,,,,,-48.7,,,32.0,,,,,False,,,True
38011,34,0.0,,,,,0.3,2.3,,0.0,-34.0,,,,,-33.7,-31.7,,-34.0,,,,,True,True,,False
38013,11,28.0,,,,,2.6,,,28.0,17.0,,,,,-8.4,,,17.0,,,,,True,,,False
38015,2383,1386.0,2117.8,,,,1860.7,475.5,,928.0,-997.0,-265.2,,,,-522.3,-1907.5,,-1455.0,True,,,,True,False,,False
38017,2036,777.0,99.9,,,,352.9,649.4,,462.0,-1259.0,-1936.1,,,,-1683.1,-1386.6,,-1574.0,False,,,,False,False,,False
38019,23,0.0,,,,,,,,1.0,-23.0,,,,,,,,-22.0,,,,,,,,True
38021,53,7.0,,,,,5.5,,,6.0,-46.0,,,,,-47.5,,,-47.0,,,,,False,,,False
38023,5,7.0,,,,,0.1,,,107.0,2.0,,,,,-4.9,,,102.0,,,,,False,,,False
38025,74,7.0,,,,,5.4,3.5,,13.0,-67.0,,,,,-68.6,-70.5,,-61.0,,,,,False,False,,True
38027,69,35.0,,,,,2.1,,,19.0,-34.0,,,,,-66.9,,,-50.0,,,,,False,,,False
38029,133,14.0,,,,,1.9,,,4.0,-119.0,,,,,-131.1,,,-129.0,,,,,False,,,False
38031,43,56.0,,,,,4.9,,,71.0,13.0,,,,,-38.1,,,28.0,,,,,False,,,False
38033,41,0.0,,,,,,,,0.0,-41.0,,,,,,,,-41.0,,,,,,,,False
38035,1539,336.0,247.4,,,,162.2,395.8,,150.0,-1203.0,-1291.6,,,,-1376.8,-1143.2,,-1389.0,False,,,,False,True,,False
38037,15,0.0,,,,,0.2,,,0.0,-15.0,,,,,-14.8,,,-15.0,,,,,True,,,False
38039,25,35.0,,,,,10.3,,,28.0,10.0,,,,,-14.7,,,3.0,,,,,False,,,True
38041,57,0.0,,,,,,2.6,,0.0,-57.0,,,,,,-54.4,,-57.0,,,,,,True,,False
38043,36,14.0,,,,,,,,6.0,-22.0,,,,,,,,-30.0,,,,,,,,False
38045,45,14.0,,,,,,4.5,,155.0,-31.0,,,,,,-40.5,,110.0,,,,,,False,,False
38047,50,21.0,,,,,,,,32.0,-29.0,,,,,,,,-18.0,,,,,,,,True
38049,46,14.0,,,,,2.1,,,10.0,-32.0,,,,,-43.9,,,-36.0,,,,,False,,,False
38051,41,77.0,,,,,7.4,,,55.0,36.0,,,,,-33.6,,,14.0,,,,,True,,,True
38053,138,77.0,,,,,28.0,41.1,,73.0,-61.0,,,,,-110.0,-96.9,,-65.0,,,,,False,False,,False
38055,211,154.0,,,,,24.9,124.8,,221.0,-57.0,,,,,-186.1,-86.2,,10.0,,,,,False,False,,True
38057,119,35.0,,,,,7.1,,,33.0,-84.0,,,,,-111.9,,,-86.0,,,,,False,,,False
38059,891,623.0,,,,,1216.3,554.9,,493.0,-268.0,,,,,325.3,-336.1,,-398.0,,,,,False,False,,False
38061,123,112.0,,,,,6.1,70.8,,95.0,-11.0,,,,,-116.9,-52.2,,-28.0,,,,,False,False,,False
38063,31,56.0,,,,,4.6,,,67.0,25.0,,,,,-26.4,,,36.0,,,,,False,,,False
38065,14,7.0,,,,,0.7,12.9,,2.0,-7.0,,,,,-13.3,-1.1,,-12.0,,,,,False,True,,False
38067,52,0.0,,,,,5.5,,,0.0,-52.0,,,,,-46.5,,,-52.0,,,,,True,,,False
38069,24,0.0,,,,,3.0,,,12.0,-24.0,,,,,-21.0,,,-12.0,,,,,True,,,True
38071,157,203.0,,,,,27.2,97.2,,345.0,46.0,,,,,-129.8,-59.8,,188.0,,,,,False,False,,False
38073,54,14.0,,,,,5.4,12.8,,10.0,-40.0,,,,,-48.6,-41.2,,-44.0,,,,,False,False,,False
38075,52,0.0,,,,,0.7,2.0,,0.0,-52.0,,,,,-51.3,-50.0,,-52.0,,,,,True,True,,False
38077,133,98.0,,,,,35.5,169.1,,96.0,-35.0,,,,,-97.5,36.1,,-37.0,,,,,False,False,,False
38079,120,203.0,,,,,53.3,121.1,,475.0,83.0,,,,,-66.7,1.1,,355.0,,,,,True,True,,False
38081,64,21.0,,,,,1.3,18.7,,149.0,-43.0,,,,,-62.7,-45.3,,85.0,,,,,False,False,,False
38083,3,21.0,,,,,,,,32.0,18.0,,,,,,,,29.0,,,,,,,,False
38085,73,147.0,,,,,90.4,120.9,,91.0,74.0,,,,,17.4,47.9,,18.0,,,,,True,True,,True
38087,4,0.0,,,,,0.1,,,0.0,-4.0,,,,,-3.9,,,-4.0,,,,,True,,,False
38089,1326,504.0,,,,,93.2,576.8,,639.0,-822.0,,,,,-1232.8,-749.2,,-687.0,,,,,False,True,,True
38091,15,28.0,,,,,1.2,,,16.0,13.0,,,,,-13.8,,,1.0,,,,,False,,,True
38093,386,126.0,,,,,10.6,142.7,,107.0,-260.0,,,,,-375.4,-243.3,,-279.0,,,,,False,True,,False
38095,14,0.0,,,,,,1.7,,0.0,-14.0,,,,,,-12.3,,-14.0,,,,,,True,,False
38097,69,84.0,,,,,18.3,73.5,,106.0,15.0,,,,,-50.7,4.5,,37.0,,,,,False,True,,False
38099,93,42.0,,,,,1.8,157.4,,11.0,-51.0,,,,,-91.2,64.4,,-82.0,,,,,False,False,,False
38101,813,315.0,128.4,,,,42.5,412.9,,291.0,-498.0,-684.6,,,,-770.5,-400.1,,-522.0,False,,,,False,True,,False
38103,15,42.0,,,,,9.0,,,81.0,27.0,,,,,-6.0,,,66.0,,,,,True,,,False
38105,709,280.0,,,,,51.7,125.4,,131.0,-429.0,,,,,-657.3,-583.6,,-578.0,,,,,False,False,,False
39001,72,42.0,,,,,14.6,118.3,,7.0,-30.0,,,,,-57.4,46.3,,-65.0,,,,,False,False,,False
39003,705,679.0,761.3,,,,471.1,668.8,,365.0,-26.0,56.3,,,,-233.9,-36.2,,-340.0,False,,,,False,False,,False
39005,98,112.0,147.8,,,,47.9,108.7,,98.0,14.0,49.8,,,,-50.1,10.7,,0.0,False,,,,False,True,,True
39007,98,175.0,159.2,,,,38.6,96.3,,97.0,77.0,61.2,,,,-59.4,-1.7,,-1.0,True,,,,True,True,,True
39009,322,98.0,779.0,,,,15.5,89.7,,29.0,-224.0,457.0,,,,-306.5,-232.3,,-293.0,False,,,,False,False,,False
39011,357,294.0,,,,,70.7,543.0,,256.0,-63.0,,,,,-286.3,186.0,,-101.0,,,,,False,False,,False
39013,101,224.0,201.4,,,,93.0,137.0,,1924.0,123.0,100.4,,,,-8.0,36.0,,1823.0,True,,,,True,True,,False
39015,161,98.0,,,,,38.2,136.9,,58.0,-63.0,,,,,-122.8,-24.1,,-103.0,,,,,False,True,,False
39017,3131,1673.0,2144.7,,,,963.7,1019.7,,932.0,-1458.0,-986.3,,,,-2167.3,-2111.3,,-2199.0,True,,,,False,False,,False
39019,44,28.0,,,,,0.4,19.6,,5.0,-16.0,,,,,-43.6,-24.4,,-39.0,,,,,False,False,,False
39021,134,497.0,,,,,89.2,340.7,,629.0,363.0,,,,,-44.8,206.7,,495.0,,,,,True,True,,False
39023,662,525.0,190.0,,,,144.2,428.0,,328.0,-137.0,-472.0,,,,-517.8,-234.0,,-334.0,False,,,,False,False,,False
39025,804,700.0,1171.9,,,,461.7,449.5,,662.0,-104.0,367.9,,,,-342.3,-354.5,,-142.0,False,,,,False,False,,False
39027,138,126.0,,,,,23.4,75.6,,70.0,-12.0,,,,,-114.6,-62.4,,-68.0,,,,,False,False,,False
39029,275,630.0,234.0,,,,311.1,237.3,,1012.0,355.0,-41.0,,,,36.1,-37.7,,737.0,True,,,,True,True,,False
39031,43,49.0,,,,,17.5,31.5,,23.0,6.0,,,,,-25.5,-11.5,,-20.0,,,,,False,False,,False
39033,64,70.0,,,,,4.0,45.5,,116.0,6.0,,,,,-60.0,-18.5,,52.0,,,,,False,False,,False
39035,4023,6272.0,12978.8,,,,5612.7,3250.4,,4112.0,2249.0,8955.8,,,,1589.7,-772.6,,89.0,False,,,,True,True,,True
39037,406,560.0,165.7,,,,148.4,310.1,,524.0,154.0,-240.3,,,,-257.6,-95.9,,118.0,False,,,,False,True,,True
39039,152,91.0,,,,,21.6,324.4,,30.0,-61.0,,,,,-130.4,172.4,,-122.0,,,,,False,False,,False
39041,967,784.0,1747.4,,,,361.2,345.2,,496.0,-183.0,780.4,,,,-605.8,-621.8,,-471.0,False,,,,False,False,,False
39043,376,441.0,356.8,,,,184.7,749.8,,198.0,65.0,-19.2,,,,-191.3,373.8,,-178.0,True,,,,False,False,,False
39045,738,973.0,1452.2,,,,726.9,1245.3,,601.0,235.0,714.2,,,,-11.1,507.3,,-137.0,False,,,,True,False,,True
39047,119,147.0,,,,,17.8,169.3,,109.0,28.0,,,,,-101.2,50.3,,-10.0,,,,,False,False,,True
39049,8690,8610.0,18005.9,,,,8334.8,5764.5,,4418.0,-80.0,9315.9,,,,-355.2,-2925.5,,-4272.0,False,,,,False,False,,False
39051,98,63.0,,,,,11.2,21.1,,13.0,-35.0,,,,,-86.8,-76.9,,-85.0,,,,,False,False,,False
39053,126,49.0,,,,,5.5,439.4,,90.0,-77.0,,,,,-120.5,313.4,,-36.0,,,,,False,False,,True
39055,174,224.0,150.4,,,,53.8,198.6,,159.0,50.0,-23.6,,,,-120.2,24.6,,-15.0,True,,,,False,True,,True
39057,769,469.0,1649.6,,,,366.9,210.6,,285.0,-300.0,880.6,,,,-402.1,-558.4,,-484.0,False,,,,False,False,,False
39059,54,42.0,,,,,6.8,9.9,,32.0,-12.0,,,,,-47.2,-44.1,,-22.0,,,,,False,False,,False
39061,3575,3745.0,10076.5,,,,3345.3,2228.9,,2439.0,170.0,6501.5,,,,-229.7,-1346.1,,-1136.0,False,,,,False,False,,False
39063,341,441.0,723.2,,,,225.2,293.5,,156.0,100.0,382.2,,,,-115.8,-47.5,,-185.0,False,,,,False,True,,False
39065,94,98.0,,,,,14.4,74.1,,233.0,4.0,,,,,-79.6,-19.9,,139.0,,,,,False,False,,False
39067,38,49.0,,,,,1.7,29.7,,144.0,11.0,,,,,-36.3,-8.3,,106.0,,,,,False,True,,False
39069,202,84.0,,,,,20.9,153.5,,59.0,-118.0,,,,,-181.1,-48.5,,-143.0,,,,,False,True,,False
39071,74,245.0,,,,,109.9,115.3,,218.0,171.0,,,,,35.9,41.3,,144.0,,,,,True,True,,True
39073,48,70.0,,,,,5.3,155.0,,102.0,22.0,,,,,-42.7,107.0,,54.0,,,,,False,False,,False
39075,61,56.0,,,,,2.9,144.1,,29.0,-5.0,,,,,-58.1,83.1,,-32.0,,,,,False,False,,False
39077,151,189.0,1041.8,,,,68.1,114.4,,54.0,38.0,890.8,,,,-82.9,-36.6,,-97.0,False,,,,False,True,,False
39079,184,63.0,,,,,5.5,47.6,,29.0,-121.0,,,,,-178.5,-136.4,,-155.0,,,,,False,False,,False
39081,112,147.0,286.4,,,,37.4,73.2,,141.0,35.0,174.4,,,,-74.6,-38.8,,29.0,False,,,,False,False,,True
39083,82,322.0,122.2,,,,101.9,245.3,,248.0,240.0,40.2,,,,19.9,163.3,,166.0,True,,,,True,True,,True
