,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
19091,26,20.0,5.8,,8.0,0.0,,,,,,,23.0,,14.1,11.8,,5.7,8.6,15.2,21.0,58.0,,6.1,,,,,,23.0,4.8,64.9,-6.0,-20.2,,-18.0,-26.0,,,,,,,-3.0,,-11.9,-14.2,,-20.3,-17.4,-10.8,-5.0,32.0,,-19.9,,,,,,-3.0,-21.2,38.9,False,,False,False,,,,,,,True,,False,False,,False,False,False,True,False,,False,,,,,,True,False,False
19093,54,38.0,36.2,,26.0,14.0,,,,,,,12.0,,32.7,10.5,,4.9,25.8,,,65.0,,30.5,,,,,,40.0,6.6,80.7,-16.0,-17.8,,-28.0,-40.0,,,,,,,-42.0,,-21.3,-43.5,,-49.1,-28.2,,,11.0,,-23.5,,,,,,-14.0,-47.4,26.7,False,,False,False,,,,,,,False,,False,False,,False,False,,,True,,False,,,,,,True,False,False
19095,52,66.0,68.6,,66.0,90.0,,,,,,,21.0,,151.4,26.9,,28.6,45.8,53.1,43.0,93.0,,96.0,,,,,,83.0,15.8,117.0,14.0,16.6,,14.0,38.0,,,,,,,-31.0,,99.4,-25.1,,-23.4,-6.2,1.1,-9.0,41.0,,44.0,,,,,,31.0,-36.2,65.0,False,,False,False,,,,,,,False,,False,False,,False,True,True,True,False,,False,,,,,,False,False,False
19097,89,50.0,51.8,,44.0,18.0,,,,,,,40.0,,111.2,49.7,,27.4,48.2,70.6,63.0,25.0,,30.7,,,,,,48.0,19.0,101.8,-39.0,-37.2,,-45.0,-71.0,,,,,,,-49.0,,22.2,-39.3,,-61.6,-40.8,-18.4,-26.0,-64.0,,-58.3,,,,,,-41.0,-70.0,12.8,True,,False,False,,,,,,,False,,True,False,,False,False,True,True,False,,False,,,,,,False,False,True
19099,161,96.0,100.5,,89.0,,,,,,,,70.0,,184.4,73.3,,65.3,89.8,53.4,133.0,126.0,,203.9,,,,,,126.0,27.5,213.6,-65.0,-60.5,,-72.0,,,,,,,,-91.0,,23.4,-87.7,,-95.7,-71.2,-107.6,-28.0,-35.0,,42.9,,,,,,-35.0,-133.5,52.6,True,,False,,,,,,,,False,,True,False,,False,False,False,True,True,,True,,,,,,True,False,True
19101,12,6.0,7.3,,6.0,15.0,,,,,,,52.0,,49.1,21.2,,0.8,4.7,32.8,12.0,32.0,,4.4,,,,,,8.0,7.8,12.8,-6.0,-4.7,,-6.0,3.0,,,,,,,40.0,,37.1,9.2,,-11.2,-7.3,20.8,0.0,20.0,,-7.6,,,,,,-4.0,-4.2,0.8,True,,False,True,,,,,,,False,,False,False,,False,False,False,True,False,,False,,,,,,True,True,True
19103,337,606.0,371.9,,542.0,869.0,,,,,,,613.0,,755.5,323.0,,424.8,481.3,0.5,542.0,53.0,,867.5,,1205.8,350.0,,,301.0,513.7,606.2,269.0,34.9,,205.0,532.0,,,,,,,276.0,,418.5,-14.0,,87.8,144.3,-336.5,205.0,-284.0,,530.5,,868.8,13.0,,,-36.0,176.7,269.2,True,,True,False,,,,,,,False,,False,True,,True,True,False,True,False,,False,,False,True,,,True,True,False
19105,59,48.0,48.1,,50.0,68.0,,,,,,,55.0,,107.2,43.4,,28.4,45.1,54.2,88.0,42.0,,55.0,,,,,,61.0,13.1,103.8,-11.0,-10.9,,-9.0,9.0,,,,,,,-4.0,,48.2,-15.6,,-30.6,-13.9,-4.8,29.0,-17.0,,-4.0,,,,,,2.0,-45.9,44.8,True,,True,True,,,,,,,True,,False,False,,False,False,True,False,False,,True,,,,,,True,False,False
19107,29,20.0,20.5,,14.0,34.0,,,,,,,14.0,,15.7,15.9,,3.5,12.4,,12.0,23.0,,12.3,,,,,,15.0,13.0,21.7,-9.0,-8.5,,-15.0,5.0,,,,,,,-15.0,,-13.3,-13.1,,-25.5,-16.6,,-17.0,-6.0,,-16.7,,,,,,-14.0,-16.0,-7.3,True,,False,True,,,,,,,False,,False,False,,False,False,,False,True,,False,,,,,,False,False,True
19109,107,66.0,65.2,,45.0,26.0,,,,,,,37.0,,81.1,30.0,,41.5,47.7,64.3,,120.0,,36.3,,,,,,106.0,28.9,90.7,-41.0,-41.8,,-62.0,-81.0,,,,,,,-70.0,,-25.9,-77.0,,-65.5,-59.3,-42.7,,13.0,,-70.7,,,,,,-1.0,-78.1,-16.3,False,,False,False,,,,,,,False,,True,False,,False,False,False,,True,,False,,,,,,True,False,True
19111,89,128.0,100.5,,94.0,132.0,,,,,,,75.0,,178.3,113.3,,64.5,89.4,111.0,82.0,28.0,,21.3,,,,,,93.0,57.9,150.1,39.0,11.5,,5.0,43.0,,,,,,,-14.0,,89.3,24.3,,-24.5,0.4,22.0,-7.0,-61.0,,-67.7,,,,,,4.0,-31.1,61.1,True,,True,False,,,,,,,True,,False,True,,True,True,True,True,False,,False,,,,,,True,True,False
19113,524,614.0,619.5,,582.0,1487.0,,,,,,,568.0,,581.4,554.3,,535.9,481.9,738.0,724.0,656.0,,368.5,,605.6,611.0,,,745.0,219.3,762.1,90.0,95.5,,58.0,963.0,,,,,,,44.0,,57.4,30.3,,11.9,-42.1,214.0,200.0,132.0,,-155.5,,81.6,87.0,,,221.0,-304.7,238.1,False,,True,False,,,,,,,True,,True,True,,True,True,False,False,False,,False,,True,True,,,False,False,False
19115,26,8.0,6.1,,5.0,0.0,,,,,,,16.0,,9.6,7.3,,2.0,7.8,1.0,36.0,25.0,,5.1,,,,,,8.0,3.5,48.5,-18.0,-19.9,,-21.0,-26.0,,,,,,,-10.0,,-16.4,-18.7,,-24.0,-18.2,-25.0,10.0,-1.0,,-20.9,,,,,,-18.0,-22.5,22.5,False,,False,False,,,,,,,True,,True,False,,False,False,False,True,True,,False,,,,,,False,False,False
19117,40,34.0,32.7,,19.0,2.0,,,,,,,19.0,,27.3,29.0,,5.3,17.3,18.6,14.0,39.0,,8.0,,,,,,43.0,6.3,61.1,-6.0,-7.3,,-21.0,-38.0,,,,,,,-21.0,,-12.7,-11.0,,-34.7,-22.7,-21.4,-26.0,-1.0,,-32.0,,,,,,3.0,-33.7,21.1,False,,False,False,,,,,,,False,,False,False,,False,False,False,False,True,,False,,,,,,True,False,False
19119,140,42.0,41.9,,35.0,30.0,,,,,,,21.0,,33.0,22.8,,25.5,36.0,34.2,41.0,36.0,,54.1,,,,,,40.0,13.7,129.6,-98.0,-98.1,,-105.0,-110.0,,,,,,,-119.0,,-107.0,-117.2,,-114.5,-104.0,-105.8,-99.0,-104.0,,-85.9,,,,,,-100.0,-126.3,-10.4,False,,False,False,,,,,,,False,,False,False,,False,False,False,False,False,,True,,,,,,False,False,True
19121,36,20.0,18.4,,20.0,14.0,,,,,,,24.0,,75.5,32.9,,7.7,19.9,39.7,27.0,20.0,,12.2,,,,,,23.0,14.1,97.3,-16.0,-17.6,,-16.0,-22.0,,,,,,,-12.0,,39.5,-3.1,,-28.3,-16.1,3.7,-9.0,-16.0,,-23.8,,,,,,-13.0,-21.9,61.3,False,,False,False,,,,,,,True,,False,True,,False,False,True,True,False,,False,,,,,,True,False,False
19123,122,74.0,79.1,,59.0,80.0,,,,,,,48.0,,131.0,39.7,,37.3,55.1,47.3,73.0,81.0,,61.7,,,,,,65.0,16.7,70.8,-48.0,-42.9,,-63.0,-42.0,,,,,,,-74.0,,9.0,-82.3,,-84.7,-66.9,-74.7,-49.0,-41.0,,-60.3,,,,,,-57.0,-105.3,-51.2,True,,False,True,,,,,,,False,,True,False,,False,False,False,False,True,,False,,,,,,False,False,False
19125,111,148.0,147.9,,127.0,258.0,,,,,,,71.0,,237.9,128.4,,95.5,111.5,169.8,148.0,157.0,,86.9,,,,,,116.0,92.3,320.0,37.0,36.9,,16.0,147.0,,,,,,,-40.0,,126.9,17.4,,-15.5,0.5,58.8,37.0,46.0,,-24.1,,,,,,5.0,-18.7,209.0,True,,True,False,,,,,,,False,,False,True,,True,True,False,False,False,,True,,,,,,True,True,False
19127,46,50.0,38.1,,53.0,,,,,,,,118.0,,118.6,54.5,,14.7,55.6,14.0,45.0,49.0,,70.3,,79.6,,,,41.0,38.5,106.9,4.0,-7.9,,7.0,,,,,,,,72.0,,72.6,8.5,,-31.3,9.6,-32.0,-1.0,3.0,,24.3,,33.6,,,,-5.0,-7.5,60.9,False,,False,,,,,,,,False,,False,False,,False,False,False,True,True,,False,,False,,,,False,False,False
19129,35,20.0,20.3,,19.0,19.0,,,,,,,19.0,,85.0,33.7,,12.5,21.2,50.1,29.0,64.0,,12.7,,,,,,18.0,7.8,86.5,-15.0,-14.7,,-16.0,-16.0,,,,,,,-16.0,,50.0,-1.3,,-22.5,-13.8,15.1,-6.0,29.0,,-22.3,,,,,,-17.0,-27.2,51.5,True,,False,False,,,,,,,False,,False,True,,False,True,False,True,False,,False,,,,,,False,False,False
19131,29,48.0,46.3,,47.0,102.0,,,,,,,24.0,,66.2,18.7,,49.0,47.5,11.5,77.0,81.0,,72.4,,,,,,46.0,32.6,112.1,19.0,17.3,,18.0,73.0,,,,,,,-5.0,,37.2,-10.3,,20.0,18.5,-17.5,48.0,52.0,,43.4,,,,,,17.0,3.6,83.1,True,,True,False,,,,,,,True,,False,True,,False,True,True,False,False,,False,,,,,,True,True,False
19133,38,10.0,8.6,,8.0,0.0,,,,,,,11.0,,8.0,5.8,,2.2,6.6,17.0,14.0,32.0,,12.7,,,,,,20.0,3.6,32.6,-28.0,-29.4,,-30.0,-38.0,,,,,,,-27.0,,-30.0,-32.2,,-35.8,-31.4,-21.0,-24.0,-6.0,,-25.3,,,,,,-18.0,-34.4,-5.4,False,,False,False,,,,,,,True,,False,False,,False,False,True,True,True,,True,,,,,,True,False,True
19135,27,22.0,24.7,,16.0,20.0,,,,,,,17.0,,19.3,11.2,,6.4,15.2,10.4,22.0,50.0,,4.7,,,,,,16.0,8.0,24.0,-5.0,-2.3,,-11.0,-7.0,,,,,,,-10.0,,-7.7,-15.8,,-20.6,-11.8,-16.6,-5.0,23.0,,-22.3,,,,,,-11.0,-19.0,-3.0,True,,False,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,,,,,,False,False,True
19137,13,0.0,0.0,,2.0,0.0,,,,,,,13.0,,2.6,12.3,,3.9,0.9,,6.0,7.0,,2.8,,,,,,0.0,8.7,14.0,-13.0,-13.0,,-11.0,-13.0,,,,,,,0.0,,-10.4,-0.7,,-9.1,-12.1,,-7.0,-6.0,,-10.2,,,,,,-13.0,-4.3,1.0,False,,True,False,,,,,,,True,,True,True,,True,True,,True,True,,True,,,,,,False,True,True
19139,77,72.0,73.1,,72.0,81.0,,,,,,,83.0,,124.6,54.8,,42.7,71.5,8.5,70.0,102.0,,26.1,,,,,,62.0,37.7,161.7,-5.0,-3.9,,-5.0,4.0,,,,,,,6.0,,47.6,-22.2,,-34.3,-5.5,-68.5,-7.0,25.0,,-50.9,,,,,,-15.0,-39.3,84.7,True,,False,True,,,,,,,False,,False,False,,False,False,False,False,False,,False,,,,,,False,False,False
19141,125,52.0,52.4,,53.0,90.0,,,,,,,38.0,,87.5,33.4,,48.7,55.0,52.1,74.0,51.0,,51.0,,,,,,39.0,13.0,108.6,-73.0,-72.6,,-72.0,-35.0,,,,,,,-87.0,,-37.5,-91.6,,-76.3,-70.0,-72.9,-51.0,-74.0,,-74.0,,,,,,-86.0,-112.0,-16.4,True,,True,True,,,,,,,False,,True,False,,False,True,True,True,False,,False,,,,,,False,False,True
19143,57,8.0,7.7,,5.0,0.0,,,,,,,13.0,,4.5,7.5,,5.1,8.8,1.5,16.0,12.0,,2.5,,,,,,12.0,5.3,37.5,-49.0,-49.3,,-52.0,-57.0,,,,,,,-44.0,,-52.5,-49.5,,-51.9,-48.2,-55.5,-41.0,-45.0,,-54.5,,,,,,-45.0,-51.7,-19.5,False,,False,False,,,,,,,True,,False,False,,False,True,False,True,True,,False,,,,,,True,False,True
19145,38,14.0,15.4,,14.0,0.0,,,,,,,22.0,,51.2,24.6,,4.1,14.8,25.6,18.0,8.0,,1.5,,,,,,17.0,9.9,47.3,-24.0,-22.6,,-24.0,-38.0,,,,,,,-16.0,,13.2,-13.4,,-33.9,-23.2,-12.4,-20.0,-30.0,,-36.5,,,,,,-21.0,-28.1,9.3,True,,False,False,,,,,,,True,,True,True,,False,True,True,True,False,,False,,,,,,True,False,True
19147,65,28.0,26.5,,24.0,16.0,,,,,,,21.0,,24.0,21.7,,17.0,23.6,33.0,29.0,54.0,,50.9,,,,,,27.0,9.8,92.4,-37.0,-38.5,,-41.0,-49.0,,,,,,,-44.0,,-41.0,-43.3,,-48.0,-41.4,-32.0,-36.0,-11.0,,-14.1,,,,,,-38.0,-55.2,27.4,False,,False,False,,,,,,,False,,False,False,,False,False,True,True,True,,True,,,,,,False,False,True
19149,230,150.0,163.8,,147.0,343.0,,,,,,,59.0,,193.2,62.3,,95.3,144.0,141.1,182.0,52.0,,90.5,,,,,,84.0,60.1,275.8,-80.0,-66.2,,-83.0,113.0,,,,,,,-171.0,,-36.8,-167.7,,-134.7,-86.0,-88.9,-48.0,-178.0,,-139.5,,,,,,-146.0,-169.9,45.8,True,,False,False,,,,,,,False,,True,False,,False,False,False,True,False,,False,,,,,,False,False,True
19151,13,14.0,16.1,,5.0,0.0,,,,,,,9.0,,14.3,10.5,,0.5,8.0,0.0,,7.0,,4.1,,,,,,13.0,4.1,62.4,1.0,3.1,,-8.0,-13.0,,,,,,,-4.0,,1.3,-2.5,,-12.5,-5.0,-13.0,,-6.0,,-8.9,,,,,,0.0,-8.9,49.4,False,,False,False,,,,,,,False,,False,False,,False,False,False,,False,,False,,,,,,True,False,False
19153,1254,1250.0,1348.8,928.3,1050.0,881.0,,,,,,,1192.0,,1043.7,663.4,,965.5,1072.5,350.7,1123.0,1397.0,,784.3,,1145.0,951.0,,,1028.0,369.7,1689.2,-4.0,94.8,-325.7,-204.0,-373.0,,,,,,,-62.0,,-210.3,-590.6,,-288.5,-181.5,-903.3,-131.0,143.0,,-469.7,,-109.0,-303.0,,,-226.0,-884.3,435.2,False,False,False,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,,False,False,,,False,False,False
19155,297,198.0,198.5,,176.0,181.0,,,,,,,139.0,,198.6,94.7,,124.7,171.9,163.4,247.0,245.0,,183.1,,156.3,,,,197.0,84.5,428.3,-99.0,-98.5,,-121.0,-116.0,,,,,,,-158.0,,-98.4,-202.3,,-172.3,-125.1,-133.6,-50.0,-52.0,,-113.9,,-140.7,,,,-100.0,-212.5,131.3,True,,False,False,,,,,,,False,,True,False,,False,False,False,True,True,,False,,False,,,,False,False,False
19157,79,32.0,29.7,,32.0,0.0,,,,,,,46.0,,160.4,34.9,,14.2,30.3,36.6,35.0,0.0,,66.9,,,,,,40.0,14.4,35.7,-47.0,-49.3,,-47.0,-79.0,,,,,,,-33.0,,81.4,-44.1,,-64.8,-48.7,-42.4,-44.0,-79.0,,-12.1,,,,,,-39.0,-64.6,-43.3,False,,False,False,,,,,,,True,,False,True,,False,False,True,True,False,,True,,,,,,True,False,True
19159,13,6.0,6.6,,4.0,0.0,,,,,,,6.0,,5.3,4.4,,1.8,2.0,,0.0,3.0,,4.9,,,,,,11.0,4.2,18.3,-7.0,-6.4,,-9.0,-13.0,,,,,,,-7.0,,-7.7,-8.6,,-11.2,-11.0,,-13.0,-10.0,,-8.1,,,,,,-2.0,-8.8,5.3,True,,False,False,,,,,,,False,,False,False,,False,False,,False,False,,False,,,,,,True,False,True
19161,108,36.0,37.4,,32.0,36.0,,,,,,,15.0,,20.6,18.7,,31.2,34.6,20.6,40.0,46.0,,40.2,,,,,,32.0,8.7,82.7,-72.0,-70.6,,-76.0,-72.0,,,,,,,-93.0,,-87.4,-89.3,,-76.8,-73.4,-87.4,-68.0,-62.0,,-67.8,,,,,,-76.0,-99.3,-25.3,True,,False,False,,,,,,,False,,False,False,,False,False,False,True,True,,True,,,,,,False,False,True
19163,498,300.0,298.7,,255.0,192.0,,,,,,,450.0,,368.4,398.8,,240.9,246.2,287.8,294.0,482.0,,217.0,,237.4,251.0,,,281.0,168.7,306.8,-198.0,-199.3,,-243.0,-306.0,,,,,,,-48.0,,-129.6,-99.2,,-257.1,-251.8,-210.2,-204.0,-16.0,,-281.0,,-260.6,-247.0,,,-217.0,-329.3,-191.2,False,,False,False,,,,,,,True,,True,True,,False,False,False,False,True,,False,,False,False,,,False,False,True
19165,34,20.0,19.9,,16.0,14.0,,,,,,,16.0,,12.9,17.2,,6.1,16.6,24.8,31.0,8.0,,4.1,,,,,,20.0,8.9,56.9,-14.0,-14.1,,-18.0,-20.0,,,,,,,-18.0,,-21.1,-16.8,,-27.9,-17.4,-9.2,-3.0,-26.0,,-29.9,,,,,,-14.0,-25.1,22.9,False,,False,False,,,,,,,False,,False,False,,False,False,True,True,False,,False,,,,,,False,False,False
19167,549,198.0,187.4,,169.0,120.0,,,,,,,109.0,,187.2,97.1,,159.2,193.4,144.9,267.0,220.0,,129.5,,,,,,161.0,102.0,271.7,-351.0,-361.6,,-380.0,-429.0,,,,,,,-440.0,,-361.8,-451.9,,-389.8,-355.6,-404.1,-282.0,-329.0,,-419.5,,,,,,-388.0,-447.0,-277.3,False,,False,False,,,,,,,False,,False,False,,False,False,False,True,True,,False,,,,,,False,False,True
19169,332,474.0,496.7,,406.0,576.0,,,,,,,504.0,,627.4,304.8,,325.6,353.0,0.0,407.0,178.0,,365.7,,369.9,,,,265.0,421.3,1035.5,142.0,164.7,,74.0,244.0,,,,,,,172.0,,295.4,-27.2,,-6.4,21.0,-332.0,75.0,-154.0,,33.7,,37.9,,,,-67.0,89.3,703.5,False,,True,False,,,,,,,False,,False,True,,True,True,False,True,False,,True,,True,,,,True,True,False
19171,43,40.0,36.1,,34.0,71.0,,,,,,,38.0,,77.3,22.4,,11.0,32.1,6.5,69.0,67.0,,23.7,,,,,,27.0,5.8,64.2,-3.0,-6.9,,-9.0,28.0,,,,,,,-5.0,,34.3,-20.6,,-32.0,-10.9,-36.5,26.0,24.0,,-19.3,,,,,,-16.0,-37.2,21.2,False,,False,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,,,,,,False,False,False
19173,14,4.0,5.0,,2.0,0.0,,,,,,,10.0,,0.9,5.5,,0.0,0.8,11.6,11.0,4.0,,5.3,,,,,,2.0,5.4,13.6,-10.0,-9.0,,-12.0,-14.0,,,,,,,-4.0,,-13.1,-8.5,,-14.0,-13.2,-2.4,-3.0,-10.0,,-8.7,,,,,,-12.0,-8.6,-0.4,True,,False,False,,,,,,,True,,False,True,,False,False,True,True,False,,True,,,,,,False,True,True
19175,31,22.0,21.4,,15.0,14.0,,,,,,,19.0,,43.4,12.5,,4.7,8.4,13.0,17.0,6.0,,10.2,,,,,,53.0,5.1,22.1,-9.0,-9.6,,-16.0,-17.0,,,,,,,-12.0,,12.4,-18.5,,-26.3,-22.6,-18.0,-14.0,-25.0,,-20.8,,,,,,22.0,-25.9,-8.9,False,,False,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,,,,,,False,False,True
19177,6,2.0,0.0,,0.0,0.0,,,,,,,13.0,,5.3,5.4,,0.1,3.2,0.0,,4.0,,1.0,,,,,,1.0,11.7,10.4,-4.0,-6.0,,-6.0,-6.0,,,,,,,7.0,,-0.7,-0.6,,-5.9,-2.8,-6.0,,-2.0,,-5.0,,,,,,-5.0,5.7,4.4,False,,False,False,,,,,,,False,,True,True,,False,True,False,,True,,False,,,,,,False,False,False
19179,148,122.0,115.2,,116.0,177.0,,,,,,,130.0,,141.2,92.3,,52.6,111.1,1.6,128.0,124.0,,69.0,,129.7,,,,107.0,70.3,79.2,-26.0,-32.8,,-32.0,29.0,,,,,,,-18.0,,-6.8,-55.7,,-95.4,-36.9,-146.4,-20.0,-24.0,,-79.0,,-18.3,,,,-41.0,-77.7,-68.8,False,,False,False,,,,,,,True,,True,False,,False,False,False,True,True,,False,,True,,,,False,False,False
19181,54,114.0,119.5,,107.0,247.0,,,,,,,104.0,,177.9,95.0,,43.1,86.1,193.4,100.0,114.0,,31.8,,,,,,122.0,51.8,286.8,60.0,65.5,,53.0,193.0,,,,,,,50.0,,123.9,41.0,,-10.9,32.1,139.4,46.0,60.0,,-22.2,,,,,,68.0,-2.2,232.8,False,,True,False,,,,,,,True,,False,True,,True,True,False,True,False,,True,,,,,,False,True,False
19183,71,54.0,54.3,,39.0,84.0,,,,,,,38.0,,99.3,24.4,,12.2,41.0,29.9,59.0,84.0,,26.6,,,,,,49.0,26.6,105.8,-17.0,-16.7,,-32.0,13.0,,,,,,,-33.0,,28.3,-46.6,,-58.8,-30.0,-41.1,-12.0,13.0,,-44.4,,,,,,-22.0,-44.4,34.8,True,,False,True,,,,,,,False,,False,False,,False,False,False,True,True,,False,,,,,,False,False,False
19185,14,22.0,20.7,,15.0,37.0,,,,,,,10.0,,26.4,15.0,,5.4,14.2,,14.0,24.0,,6.9,,,,,,15.0,8.4,11.4,8.0,6.7,,1.0,23.0,,,,,,,-4.0,,12.4,1.0,,-8.6,0.2,,0.0,10.0,,-7.1,,,,,,1.0,-5.6,-2.6,True,,True,False,,,,,,,True,,False,True,,False,True,,True,False,,True,,,,,,True,True,True
19187,112,130.0,321.4,,94.0,119.0,,,,,,,121.0,,130.7,35.7,,67.7,79.3,0.3,93.0,140.0,,73.0,,111.5,,,,91.0,32.9,240.0,18.0,209.4,,-18.0,7.0,,,,,,,9.0,,18.7,-76.3,,-44.3,-32.7,-111.7,-19.0,28.0,,-39.0,,-0.5,,,,-21.0,-79.1,128.0,False,,False,True,,,,,,,True,,False,False,,False,False,False,False,False,,False,,True,,,,False,False,False
19189,107,50.0,49.3,,36.0,41.0,,,,,,,19.0,,31.3,29.6,,54.0,51.0,0.0,61.0,62.0,,24.2,,,,,,59.0,15.1,82.8,-57.0,-57.7,,-71.0,-66.0,,,,,,,-88.0,,-75.7,-77.4,,-53.0,-56.0,-107.0,-46.0,-45.0,,-82.8,,,,,,-48.0,-91.9,-24.2,False,,False,False,,,,,,,False,,False,False,,True,True,False,True,True,,False,,,,,,True,False,True
19191,76,40.0,50.1,,36.0,50.0,,,,,,,55.0,,71.0,35.3,,10.2,31.7,17.5,35.0,42.0,,30.3,,,,,,36.0,23.8,41.3,-36.0,-25.9,,-40.0,-26.0,,,,,,,-21.0,,-5.0,-40.7,,-65.8,-44.3,-58.5,-41.0,-34.0,,-45.7,,,,,,-40.0,-52.2,-34.7,True,,False,True,,,,,,,True,,True,False,,False,False,False,False,True,,False,,,,,,False,False,True
19193,939,418.0,423.0,,406.0,1074.0,,,,,,,282.0,,360.0,149.5,,294.4,416.4,15.2,608.0,504.0,,482.0,,406.5,,,,231.0,169.0,354.4,-521.0,-516.0,,-533.0,135.0,,,,,,,-657.0,,-579.0,-789.5,,-644.6,-522.6,-923.8,-331.0,-435.0,,-457.0,,-532.5,,,,-708.0,-770.0,-584.6,True,,False,True,,,,,,,False,,False,False,,False,False,False,True,True,,True,,False,,,,False,False,False
19195,14,20.0,18.2,,17.0,0.0,,,,,,,17.0,,17.8,15.9,,7.8,14.9,,14.0,44.0,,17.4,,,,,,27.0,5.6,41.0,6.0,4.2,,3.0,-14.0,,,,,,,3.0,,3.8,1.9,,-6.2,0.9,,0.0,30.0,,3.4,,,,,,13.0,-8.4,27.0,True,,True,False,,,,,,,True,,True,True,,False,True,,True,False,,True,,,,,,False,False,False
19197,41,28.0,21.5,,18.0,19.0,,,,,,,32.0,,49.2,15.0,,8.3,16.6,0.8,54.0,61.0,,7.2,,,,,,21.0,13.4,61.4,-13.0,-19.5,,-23.0,-22.0,,,,,,,-9.0,,8.2,-26.0,,-32.7,-24.4,-40.2,13.0,20.0,,-33.8,,,,,,-20.0,-27.6,20.4,False,,False,False,,,,,,,True,,True,False,,False,False,False,False,False,,False,,,,,,False,False,False
20001,7,6.0,7.8,,4.0,0.0,,,,,,,10.0,,52.8,8.7,,,1.4,,0.0,23.0,,2.4,,,,,,5.0,3.1,17.1,-1.0,0.8,,-3.0,-7.0,,,,,,,3.0,,45.8,1.7,,,-5.6,,-7.0,16.0,,-4.6,,,,,,-2.0,-3.9,10.1,True,,False,False,,,,,,,False,,False,False,,,False,,False,False,,False,,,,,,False,False,False
20003,23,8.0,6.0,,6.0,14.0,,,,,,,15.0,,14.8,7.4,,1.8,1.6,,,5.0,,4.3,,,,,,10.0,4.9,24.6,-15.0,-17.0,,-17.0,-9.0,,,,,,,-8.0,,-8.2,-15.6,,-21.2,-21.4,,,-18.0,,-18.7,,,,,,-13.0,-18.1,1.6,False,,False,True,,,,,,,True,,True,False,,False,False,,,False,,False,,,,,,True,False,True
20005,50,124.0,104.3,,33.0,77.0,,,,,,,45.0,,94.0,41.9,,0.0,11.7,4.8,105.0,97.0,,5.1,,,,,,60.0,10.6,209.7,74.0,54.3,,-17.0,27.0,,,,,,,-5.0,,44.0,-8.1,,-50.0,-38.3,-45.2,55.0,47.0,,-44.9,,,,,,10.0,-39.4,159.7,True,,True,True,,,,,,,True,,True,True,,True,True,True,True,True,,True,,,,,,True,True,False
