,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
02013,7,0.0,0.5,,0.0,0.0,,,,,,0.3,4.1,,,0.0,,,0.0,0.2,,,,,4.0,-7.0,-6.5,,-7.0,-7.0,,,,,,-6.7,-2.9,,,-7.0,,,-7.0,-6.8,,,,,-3.0,True,,False,False,,,,,,True,True,,,True,,,False,True,,,,,True
02016,3,8.0,9.2,,4.0,0.0,,,,,,5.0,6.1,,,0.1,,,5.0,6.5,,,,,4.2,5.0,6.2,,1.0,-3.0,,,,,,2.0,3.1,,,-2.9,,,2.0,3.5,,,,,1.2,False,,True,True,,,,,,True,True,,,True,,,True,True,,,,,True
02020,1239,1192.0,1084.8,,906.0,2019.0,,,,,,1167.3,1981.8,,728.6,865.0,689.2,,831.0,850.5,799.0,,,,1235.9,-47.0,-154.2,,-333.0,780.0,,,,,,-71.7,742.8,,-510.4,-374.0,-549.8,,-408.0,-388.5,-440.0,,,,-3.1,False,,False,False,,,,,,False,False,,False,False,False,,False,False,False,,,,True
02050,53,76.0,78.4,,29.0,0.0,,,,,,461.7,28.9,,7.1,28.7,,,13.5,51.6,,,,,58.8,23.0,25.4,,-24.0,-53.0,,,,,,408.7,-24.1,,-45.9,-24.3,,,-39.5,-1.4,,,,,5.8,False,,False,False,,,,,,False,False,,False,False,,,False,True,,,,,True
02060,0,0.0,0.0,,0.0,0.0,,,,,,0.2,0.0,,0.5,0.0,,,0.5,,,,,,4.9,0.0,0.0,,0.0,0.0,,,,,,0.2,0.0,,0.5,0.0,,,0.5,,,,,,4.9,True,,True,True,,,,,,False,True,,False,False,,,False,,,,,,False
02068,5,0.0,0.0,,0.0,0.0,,,,,,15.9,1.5,,,0.0,,,0.0,,,,,,4.0,-5.0,-5.0,,-5.0,-5.0,,,,,,10.9,-3.5,,,-5.0,,,-5.0,,,,,,-1.0,False,,False,False,,,,,,False,True,,,True,,,False,,,,,,True
02070,3,0.0,1.3,,0.0,0.0,,,,,,12.8,18.9,,0.2,0.0,,,0.2,0.5,,,,,4.2,-3.0,-1.7,,-3.0,-3.0,,,,,,9.8,15.9,,-2.8,-3.0,,,-2.8,-2.5,,,,,1.2,True,,False,False,,,,,,False,False,,True,True,,,True,True,,,,,True
02090,454,284.0,285.8,,273.0,0.0,,,,,,323.3,427.6,,336.0,311.3,174.6,,237.6,183.5,,,,,279.1,-170.0,-168.2,,-181.0,-454.0,,,,,,-130.7,-26.4,,-118.0,-142.7,-279.4,,-216.4,-270.5,,,,,-174.9,True,,False,False,,,,,,True,True,,True,True,False,,False,False,,,,,False
02100,1,0.0,0.1,,0.0,0.0,,,,,,2.2,0.9,,,0.0,,,0.0,1.6,,,,,4.0,-1.0,-0.9,,-1.0,-1.0,,,,,,1.2,-0.1,,,-1.0,,,-1.0,0.6,,,,,3.0,True,,False,False,,,,,,False,True,,,True,,,False,True,,,,,False
02105,0,0.0,0.0,,0.0,0.0,,,,,,5.9,8.2,,,0.0,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,,,,,,5.9,8.2,,,0.0,,,0.0,,,,,,,True,,True,True,,,,,,False,False,,,True,,,True,,,,,,
02110,118,56.0,57.8,,43.0,53.0,,,,,,97.5,90.9,,11.4,49.3,32.0,,26.7,30.2,,,,,58.7,-62.0,-60.2,,-75.0,-65.0,,,,,,-20.5,-27.1,,-106.6,-68.7,-86.0,,-91.3,-87.8,,,,,-59.3,True,,False,False,,,,,,True,True,,False,False,False,,False,False,,,,,True
02122,43,44.0,41.4,,46.0,68.0,,,,,,135.2,146.2,,6.7,55.6,143.7,,7.7,43.6,,,,,72.4,1.0,-1.6,,3.0,25.0,,,,,,92.2,103.2,,-36.3,12.6,100.7,,-35.3,0.6,,,,,29.4,False,,False,False,,,,,,False,False,,False,False,False,,False,True,,,,,False
02130,7,8.0,7.0,,8.0,0.0,,,,,,14.5,7.9,,4.6,6.0,,,6.9,12.0,,,,,4.5,1.0,0.0,,1.0,-7.0,,,,,,7.5,0.9,,-2.4,-1.0,,,-0.1,5.0,,,,,-2.5,True,,False,False,,,,,,False,True,,False,True,,,True,False,,,,,False
02150,10,0.0,3.5,,0.0,0.0,,,,,,6.8,4.5,,0.5,0.0,,,2.7,,,,,,5.0,-10.0,-6.5,,-10.0,-10.0,,,,,,-3.2,-5.5,,-9.5,-10.0,,,-7.3,,,,,,-5.0,True,,False,False,,,,,,True,True,,True,True,,,True,,,,,,True
02158,4,0.0,0.0,,0.0,0.0,,,,,,9.2,,,,0.0,,,0.0,0.6,,,,,,-4.0,-4.0,,-4.0,-4.0,,,,,,5.2,,,,-4.0,,,-4.0,-3.4,,,,,,True,,False,False,,,,,,False,,,,True,,,True,True,,,,,
02164,17,0.0,0.0,,0.0,0.0,,,,,,10.5,1.7,,,0.0,,,0.0,,,,,,4.0,-17.0,-17.0,,-17.0,-17.0,,,,,,-6.5,-15.3,,,-17.0,,,-17.0,,,,,,-13.0,False,,False,False,,,,,,True,True,,,True,,,False,,,,,,True
02170,128,184.0,178.7,,182.0,268.0,,,,,,325.3,475.9,,63.2,127.5,256.9,,74.1,132.7,,,,,228.0,56.0,50.7,,54.0,140.0,,,,,,197.3,347.9,,-64.8,-0.5,128.9,,-53.9,4.7,,,,,100.0,True,,True,False,,,,,,False,False,,False,True,False,,True,True,,,,,False
02180,30,24.0,24.4,,22.0,0.0,,,,,,55.6,11.9,,4.8,22.8,,,14.0,22.5,,,,,18.4,-6.0,-5.6,,-8.0,-30.0,,,,,,25.6,-18.1,,-25.2,-7.2,,,-16.0,-7.5,,,,,-11.6,True,,False,False,,,,,,False,False,,False,False,,,False,False,,,,,False
02185,87,24.0,22.4,,23.0,,,,,,,82.7,29.8,,4.9,29.4,,,5.4,,,,,,24.1,-63.0,-64.6,,-64.0,,,,,,,-4.3,-57.2,,-82.1,-57.6,,,-81.6,,,,,,-62.9,False,,False,,,,,,,True,True,,False,True,,,False,,,,,,True
02188,42,12.0,12.9,,9.0,0.0,,,,,,34.2,20.3,,5.8,13.5,,,0.5,,,,,,12.6,-30.0,-29.1,,-33.0,-42.0,,,,,,-7.8,-21.7,,-36.2,-28.5,,,-41.5,,,,,,-29.4,True,,False,False,,,,,,True,True,,False,True,,,False,,,,,,True
02195,0,0.0,0.2,,0.0,0.0,,,,,,4.9,0.2,,0.2,0.0,,,0.0,0.3,,,,,,0.0,0.2,,0.0,0.0,,,,,,4.9,0.2,,0.2,0.0,,,0.0,0.3,,,,,,False,,True,True,,,,,,False,False,,False,True,,,True,False,,,,,
02198,8,12.0,14.7,,10.0,0.0,,,,,,156.6,10.3,,3.5,12.1,,,9.9,,,,,,,4.0,6.7,,2.0,-8.0,,,,,,148.6,2.3,,-4.5,4.1,,,1.9,,,,,,,False,,True,False,,,,,,False,True,,False,False,,,True,,,,,,
02220,7,16.0,14.7,,7.0,0.0,,,,,,15.0,16.5,,2.0,4.8,,,6.2,11.0,,,,,12.3,9.0,7.7,,0.0,-7.0,,,,,,8.0,9.5,,-5.0,-2.2,,,-0.8,4.0,,,,,5.3,True,,True,True,,,,,,True,False,,True,True,,,True,True,,,,,True
02230,0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,,,0.0,,,,,,,True,,True,True,,,,,,False,True,,,True,,,True,,,,,,
02240,8,0.0,0.3,,0.0,0.0,,,,,,16.0,0.6,,0.6,0.0,,,0.3,3.8,,,,,4.2,-8.0,-7.7,,-8.0,-8.0,,,,,,8.0,-7.4,,-7.4,-8.0,,,-7.7,-4.2,,,,,-3.8,True,,False,False,,,,,,True,True,,True,True,,,True,True,,,,,True
02261,3,16.0,14.4,,14.0,0.0,,,,,,64.1,8.9,,5.0,9.3,,,13.1,13.3,,,,,18.8,13.0,11.4,,11.0,-3.0,,,,,,61.1,5.9,,2.0,6.3,,,10.1,10.3,,,,,15.8,True,,True,True,,,,,,False,True,,True,True,,,True,True,,,,,False
02275,2,8.0,4.9,,4.0,0.0,,,,,,11.0,1.6,,,0.0,,,0.9,9.3,,,,,,6.0,2.9,,2.0,-2.0,,,,,,9.0,-0.4,,,-2.0,,,-1.1,7.3,,,,,,True,,True,True,,,,,,False,True,,,True,,,True,False,,,,,
02282,8,36.0,31.1,,17.0,0.0,,,,,,12.1,0.0,,,4.1,,,159.6,21.8,,,,,28.7,28.0,23.1,,9.0,-8.0,,,,,,4.1,-8.0,,,-3.9,,,151.6,13.8,,,,,20.7,True,,True,True,,,,,,True,True,,,True,,,False,True,,,,,True
02290,10,20.0,19.9,,15.0,0.0,,,,,,47.1,5.0,,7.4,14.2,,,5.0,47.6,,,,,21.4,10.0,9.9,,5.0,-10.0,,,,,,37.1,-5.0,,-2.6,4.2,,,-5.0,37.6,,,,,11.4,True,,True,False,,,,,,False,True,,True,True,,,True,False,,,,,False
04001,201,156.0,151.0,,119.0,363.0,,,,,203.0,15.2,142.3,,46.7,119.3,6.3,,52.1,222.2,,,,,255.5,-45.0,-50.0,,-82.0,162.0,,,,,2.0,-185.8,-58.7,,-154.3,-81.7,-194.7,,-148.9,21.2,,,,,54.5,False,,False,False,,,,,True,False,False,,False,False,False,,False,True,,,,,False
04003,88,96.0,58.0,,79.0,18.0,,,,,355.0,163.9,155.5,,17.6,77.0,150.8,,19.7,100.2,,,,,198.6,8.0,-30.0,,-9.0,-70.0,,,,,267.0,75.9,67.5,,-70.4,-11.0,62.8,,-68.3,12.2,,,,,110.6,False,,False,False,,,,,False,False,False,,False,False,False,,False,False,,,,,False
04005,756,300.0,303.9,,235.0,226.0,,,,,294.0,100.6,142.6,,147.1,272.1,81.4,,10.3,280.2,246.0,,,,504.1,-456.0,-452.1,,-521.0,-530.0,,,,,-462.0,-655.4,-613.4,,-608.9,-483.9,-674.6,,-745.7,-475.8,-510.0,,,,-251.9,True,,False,False,,,,,False,False,False,,False,False,False,,False,False,False,,,,True
04007,202,120.0,142.4,,83.0,81.0,,,,,97.0,255.9,157.5,,47.7,114.5,29.5,,76.0,76.6,,,,,249.3,-82.0,-59.6,,-119.0,-121.0,,,,,-105.0,53.9,-44.5,,-154.3,-87.5,-172.5,,-126.0,-125.4,,,,,47.3,True,,False,False,,,,,False,True,True,,False,False,False,,False,False,,,,,True
04009,105,200.0,185.2,,143.0,164.0,,,,,107.0,291.2,140.2,,44.5,131.2,0.0,,149.4,132.3,,,,,293.6,95.0,80.2,,38.0,59.0,,,,,2.0,186.2,35.2,,-60.5,26.2,-105.0,,44.4,27.3,,,,,188.6,True,,True,True,,,,,True,False,True,,True,True,False,,True,True,,,,,False
04011,3,4.0,6.1,,4.0,0.0,,,,,16.0,15.2,8.9,,7.0,0.2,,,4.5,4.1,,,,,7.2,1.0,3.1,,1.0,-3.0,,,,,13.0,12.2,5.9,,4.0,-2.8,,,1.5,1.1,,,,,4.2,False,,False,False,,,,,False,False,False,,False,False,,,False,False,,,,,False
04012,49,12.0,5.8,,6.0,0.0,,,,,58.0,322.0,18.7,,0.7,8.2,0.0,,4.4,17.7,,,,,18.7,-37.0,-43.2,,-43.0,-49.0,,,,,9.0,273.0,-30.3,,-48.3,-40.8,-49.0,,-44.6,-31.3,,,,,-30.3,False,,False,False,,,,,True,False,True,,False,False,False,,False,True,,,,,True
04013,7574,6816.0,7600.9,6489.7,5115.0,3837.0,,,,,7086.0,3932.2,7785.2,,5557.9,5078.1,1953.8,,630.5,6147.9,3132.0,,,,19145.5,-758.0,26.9,-1084.3,-2459.0,-3737.0,,,,,-488.0,-3641.8,211.2,,-2016.1,-2495.9,-5620.2,,-6943.4,-1426.1,-4442.0,,,,11571.5,True,False,False,False,,,,,True,False,True,,False,False,False,,False,False,False,,,,False
04015,387,452.0,466.3,,371.0,392.0,,,,,719.0,438.3,328.5,,165.4,361.5,168.0,,189.3,402.3,236.0,,,,746.3,65.0,79.3,,-16.0,5.0,,,,,332.0,51.3,-58.5,,-221.6,-25.5,-219.0,,-197.7,15.3,-151.0,,,,359.3,False,,True,True,,,,,False,True,True,,False,True,False,,False,True,False,,,,False
04017,196,368.0,374.7,,185.0,129.0,,,,,237.0,51.2,113.9,,185.2,319.1,18.1,,10.5,363.5,,,,,566.7,172.0,178.7,,-11.0,-67.0,,,,,41.0,-144.8,-82.1,,-10.8,123.1,-177.9,,-185.5,167.5,,,,,370.7,False,,True,True,,,,,True,True,True,,True,True,False,,False,True,,,,,False
04019,4196,2748.0,2874.7,2758.7,1817.0,1396.0,,,,,2681.0,1949.0,1783.1,,918.1,1617.9,1429.8,,1790.9,1884.4,1113.0,,,,5596.8,-1448.0,-1321.3,-1437.3,-2379.0,-2800.0,,,,,-1515.0,-2247.0,-2412.9,,-3277.9,-2578.1,-2766.2,,-2405.1,-2311.6,-3083.0,,,,1400.8,True,True,False,False,,,,,False,False,False,,False,False,False,,False,False,False,,,,True
04021,1024,1460.0,1380.2,1327.4,1169.0,2518.0,,,,,1135.0,1379.5,426.3,,1102.7,859.0,318.2,,439.1,1594.2,911.0,,,,2144.0,436.0,356.2,303.4,145.0,1494.0,,,,,111.0,355.5,-597.7,,78.7,-165.0,-705.8,,-584.9,570.2,-113.0,,,,1120.0,True,True,True,False,,,,,True,True,False,,True,True,False,,False,False,True,,,,False
04023,114,0.0,0.0,,11.0,36.0,,,,,370.0,22.5,36.3,,1.8,51.4,3.0,,14.2,34.7,,,,,95.6,-114.0,-114.0,,-103.0,-78.0,,,,,256.0,-91.5,-77.7,,-112.2,-62.6,-111.0,,-99.8,-79.3,,,,,-18.4,False,,True,True,,,,,False,True,True,,True,True,True,,True,True,,,,,True
04025,241,208.0,208.1,,208.0,90.0,,,,,522.0,415.4,390.2,,137.3,260.5,272.3,,165.6,216.2,81.0,,,,489.4,-33.0,-32.9,,-33.0,-151.0,,,,,281.0,174.4,149.2,,-103.7,19.5,31.3,,-75.4,-24.8,-160.0,,,,248.4,True,,False,False,,,,,False,False,False,,False,True,True,,False,True,False,,,,False
04027,466,680.0,713.4,586.3,465.0,457.0,,,,,1036.0,206.4,397.9,,238.3,542.4,20.5,,199.9,1215.3,376.0,,,,1600.9,214.0,247.4,120.3,-1.0,-9.0,,,,,570.0,-259.6,-68.1,,-227.7,76.4,-445.5,,-266.1,749.3,-90.0,,,,1134.9,False,True,True,True,,,,,False,False,True,,False,True,False,,False,False,True,,,,False
05001,127,56.0,59.5,,60.0,56.0,,,,,121.0,120.9,106.9,,31.6,66.1,32.5,,30.4,61.4,,,,,78.7,-71.0,-67.5,,-67.0,-71.0,,,,,-6.0,-6.1,-20.1,,-95.4,-60.9,-94.5,,-96.6,-65.6,,,,,-48.3,True,,True,False,,,,,True,True,True,,False,True,False,,False,True,,,,,True
05003,43,48.0,20.0,,31.0,4.0,,,,,115.0,92.5,79.2,,8.5,39.2,0.1,,13.1,102.4,,,,,97.4,5.0,-23.0,,-12.0,-39.0,,,,,72.0,49.5,36.2,,-34.5,-3.8,-42.9,,-29.9,59.4,,,,,54.4,False,,False,False,,,,,False,False,False,,False,True,False,,False,False,,,,,False
05005,205,100.0,100.3,,98.0,267.0,,,,,131.0,374.9,171.7,,32.1,81.5,92.1,,17.1,43.7,,,,,107.2,-105.0,-104.7,,-107.0,62.0,,,,,-74.0,169.9,-33.3,,-172.9,-123.5,-112.9,,-187.9,-161.3,,,,,-97.8,True,,False,True,,,,,True,False,True,,False,False,False,,False,False,,,,,True
05007,1215,988.0,873.4,,855.0,2574.0,,,,,1164.0,816.7,313.5,,542.1,885.7,190.9,,213.3,703.8,1828.0,,,,1355.9,-227.0,-341.6,,-360.0,1359.0,,,,,-51.0,-398.3,-901.5,,-672.9,-329.3,-1024.1,,-1001.7,-511.2,613.0,,,,140.9,False,,False,False,,,,,True,False,False,,False,False,False,,False,False,False,,,,True
05009,395,236.0,226.5,,237.0,427.0,,,,,198.0,331.3,206.1,,529.1,319.0,144.7,,0.0,256.0,,,,,238.6,-159.0,-168.5,,-158.0,32.0,,,,,-197.0,-63.7,-188.9,,134.1,-76.0,-250.3,,-395.0,-139.0,,,,,-156.4,False,,True,True,,,,,False,True,False,,True,True,False,,False,True,,,,,True
05011,53,152.0,148.7,,88.0,141.0,,,,,81.0,155.7,74.5,,38.8,83.5,60.0,,78.7,103.3,,,,,193.3,99.0,95.7,,35.0,88.0,,,,,28.0,102.7,21.5,,-14.2,30.5,7.0,,25.7,50.3,,,,,140.3,True,,True,True,,,,,True,False,True,,True,True,True,,True,True,,,,,False
05013,14,0.0,7.3,,1.0,0.0,,,,,14.0,25.5,6.5,,,0.1,,,1.7,,,,,,6.1,-14.0,-6.7,,-13.0,-14.0,,,,,0.0,11.5,-7.5,,,-13.9,,,-12.3,,,,,,-7.9,True,,True,False,,,,,True,True,True,,,True,,,True,,,,,,True
05015,193,120.0,132.4,,113.0,177.0,,,,,113.0,229.0,89.2,,63.4,125.6,24.0,,61.9,74.3,,,,,151.0,-73.0,-60.6,,-80.0,-16.0,,,,,-80.0,36.0,-103.8,,-129.6,-67.4,-169.0,,-131.1,-118.7,,,,,-42.0,True,,False,True,,,,,False,True,False,,False,True,False,,False,False,,,,,True
05017,47,92.0,97.9,,48.0,38.0,,,,,109.0,46.3,46.8,,16.7,60.2,1.6,,17.4,315.9,,,,,169.4,45.0,50.9,,1.0,-9.0,,,,,62.0,-0.7,-0.2,,-30.3,13.2,-45.4,,-29.6,268.9,,,,,122.4,False,,True,True,,,,,False,True,True,,True,True,False,,True,False,,,,,False
05019,116,80.0,81.1,,65.0,59.0,,,,,116.0,228.4,77.5,,18.8,75.9,50.3,,3.0,46.4,,,,,87.1,-36.0,-34.9,,-51.0,-57.0,,,,,0.0,112.4,-38.5,,-97.2,-40.1,-65.7,,-113.0,-69.6,,,,,-28.9,True,,False,False,,,,,True,False,False,,False,False,False,,False,False,,,,,True
05021,119,52.0,55.8,,59.0,57.0,,,,,83.0,128.4,57.3,,44.6,59.2,59.6,,82.3,53.5,,,,,59.9,-67.0,-63.2,,-60.0,-62.0,,,,,-36.0,9.4,-61.7,,-74.4,-59.8,-59.4,,-36.7,-65.5,,,,,-59.1,True,,True,True,,,,,True,True,True,,False,True,True,,True,True,,,,,True
05023,75,52.0,44.8,,50.0,77.0,,,,,143.0,203.3,58.2,,20.7,50.4,67.7,,3.7,25.4,,,,,84.5,-23.0,-30.2,,-25.0,2.0,,,,,68.0,128.3,-16.8,,-54.3,-24.6,-7.3,,-71.3,-49.6,,,,,9.5,False,,False,True,,,,,False,False,True,,False,False,True,,False,False,,,,,True
05025,49,32.0,37.7,,28.0,11.0,,,,,33.0,81.4,31.6,,3.6,26.3,7.6,,5.1,68.8,,,,,48.3,-17.0,-11.3,,-21.0,-38.0,,,,,-16.0,32.4,-17.4,,-45.4,-22.7,-41.4,,-43.9,19.8,,,,,-0.7,True,,False,False,,,,,True,False,False,,False,False,False,,False,False,,,,,True
05027,152,72.0,73.8,,69.0,76.0,,,,,144.0,176.4,120.7,,14.6,50.9,53.6,,13.7,55.4,,,,,102.3,-80.0,-78.2,,-83.0,-76.0,,,,,-8.0,24.4,-31.3,,-137.4,-101.1,-98.4,,-138.3,-96.6,,,,,-49.7,True,,False,True,,,,,True,True,True,,False,False,False,,False,False,,,,,True
05029,63,52.0,56.6,,55.0,80.0,,,,,187.0,204.5,72.5,,14.9,54.8,72.1,,4.0,33.0,,,,,63.2,-11.0,-6.4,,-8.0,17.0,,,,,124.0,141.5,9.5,,-48.1,-8.2,9.1,,-59.0,-30.0,,,,,0.2,True,,True,False,,,,,False,False,True,,False,True,True,,False,False,,,,,True
05031,1105,616.0,610.1,,582.0,560.0,,,,,776.0,684.6,623.7,,344.8,621.6,326.0,,596.9,465.6,,,,,914.9,-489.0,-494.9,,-523.0,-545.0,,,,,-329.0,-420.4,-481.3,,-760.2,-483.4,-779.0,,-508.1,-639.4,,,,,-190.1,False,,False,False,,,,,True,True,True,,False,True,False,,False,False,,,,,True
05033,473,332.0,332.6,,286.0,270.0,,,,,374.0,763.0,158.0,,167.2,266.2,209.4,,266.2,290.2,,,,,467.9,-141.0,-140.4,,-187.0,-203.0,,,,,-99.0,290.0,-315.0,,-305.8,-206.8,-263.6,,-206.8,-182.8,,,,,-5.1,True,,False,False,,,,,True,False,False,,False,False,False,,False,False,,,,,True
05035,309,288.0,282.4,,206.0,166.0,,,,,352.0,591.8,225.4,,97.0,205.4,9.2,,152.6,446.1,,,,,407.7,-21.0,-26.6,,-103.0,-143.0,,,,,43.0,282.8,-83.6,,-212.0,-103.6,-299.8,,-156.4,137.1,,,,,98.7,False,,False,False,,,,,False,False,False,,False,False,False,,False,False,,,,,False
05037,166,112.0,110.3,,93.0,80.0,,,,,115.0,152.6,92.3,,73.9,118.4,65.0,,31.0,90.7,,,,,125.0,-54.0,-55.7,,-73.0,-86.0,,,,,-51.0,-13.4,-73.7,,-92.1,-47.6,-101.0,,-135.0,-75.3,,,,,-41.0,False,,False,False,,,,,True,True,False,,False,True,False,,False,False,,,,,True
05039,49,108.0,110.8,,83.0,98.0,,,,,34.0,119.9,38.4,,73.3,104.2,22.1,,32.9,85.6,,,,,115.1,59.0,61.8,,34.0,49.0,,,,,-15.0,70.9,-10.6,,24.3,55.2,-26.9,,-16.1,36.6,,,,,66.1,False,,True,True,,,,,True,False,True,,True,True,True,,True,True,,,,,False
05041,57,68.0,69.8,,48.0,28.0,,,,,82.0,81.9,50.5,,27.5,51.3,0.0,,33.2,54.5,,,,,89.2,11.0,12.8,,-9.0,-29.0,,,,,25.0,24.9,-6.5,,-29.5,-5.7,-57.0,,-23.8,-2.5,,,,,32.2,False,,True,False,,,,,False,False,True,,False,True,False,,False,True,,,,,False
05043,55,24.0,15.6,,30.0,32.0,,,,,139.0,89.9,67.8,,11.4,46.5,0.0,,8.5,46.9,,,,,48.5,-31.0,-39.4,,-25.0,-23.0,,,,,84.0,34.9,12.8,,-43.6,-8.5,-55.0,,-46.5,-8.1,,,,,-6.5,False,,True,True,,,,,False,False,True,,False,True,False,,False,True,,,,,True
05045,803,656.0,618.8,,575.0,1461.0,,,,,671.0,861.8,510.1,,420.2,574.1,273.9,,356.3,469.6,,,,,875.8,-147.0,-184.2,,-228.0,658.0,,,,,-132.0,58.8,-292.9,,-382.8,-228.9,-529.1,,-446.7,-333.4,,,,,72.8,False,,False,False,,,,,True,True,False,,False,False,False,,False,False,,,,,True
05047,120,44.0,45.4,,47.0,27.0,,,,,115.0,158.9,92.3,,13.5,41.1,51.3,,10.3,49.5,,,,,60.3,-76.0,-74.6,,-73.0,-93.0,,,,,-5.0,38.9,-27.7,,-106.5,-78.9,-68.7,,-109.7,-70.5,,,,,-59.7,True,,True,False,,,,,True,True,True,,False,False,True,,False,True,,,,,True
05049,90,48.0,47.6,,39.0,45.0,,,,,30.0,100.2,53.6,,12.4,33.8,,,17.6,89.5,,,,,51.8,-42.0,-42.4,,-51.0,-45.0,,,,,-60.0,10.2,-36.4,,-77.6,-56.2,,,-72.4,-0.5,,,,,-38.2,False,,False,False,,,,,False,True,True,,False,False,,,False,True,,,,,True
05051,484,448.0,478.5,,407.0,339.0,,,,,521.0,680.2,661.1,,362.3,345.1,338.8,,190.5,405.6,,,,,653.3,-36.0,-5.5,,-77.0,-145.0,,,,,37.0,196.2,177.1,,-121.7,-138.9,-145.2,,-293.5,-78.4,,,,,169.3,True,,False,False,,,,,False,False,False,,False,False,False,,False,False,,,,,False
05053,82,76.0,77.3,,71.0,69.0,,,,,65.0,183.2,69.6,,74.1,89.6,71.7,,28.9,51.0,,,,,84.2,-6.0,-4.7,,-11.0,-13.0,,,,,-17.0,101.2,-12.4,,-7.9,7.6,-10.3,,-53.1,-31.0,,,,,2.2,True,,False,False,,,,,False,False,False,,False,False,False,,False,False,,,,,True
05055,245,204.0,209.0,,196.0,158.0,,,,,254.0,259.3,259.3,,157.1,196.9,154.7,,80.6,215.7,,,,,244.3,-41.0,-36.0,,-49.0,-87.0,,,,,9.0,14.3,14.3,,-87.9,-48.1,-90.3,,-164.4,-29.3,,,,,-0.7,True,,False,False,,,,,True,True,True,,False,False,False,,False,True,,,,,True
05057,37,104.0,105.9,,98.0,115.0,,,,,102.0,244.4,121.8,,38.2,86.7,76.7,,17.9,87.1,,,,,137.0,67.0,68.9,,61.0,78.0,,,,,65.0,207.4,84.8,,1.2,49.7,39.7,,-19.1,50.1,,,,,100.0,False,,True,False,,,,,True,False,False,,True,True,True,,True,True,,,,,False
05059,192,144.0,117.6,,123.0,163.0,,,,,209.0,178.7,176.0,,74.3,106.3,11.0,,282.1,74.3,,,,,256.6,-48.0,-74.4,,-69.0,-29.0,,,,,17.0,-13.3,-16.0,,-117.7,-85.7,-181.0,,90.1,-117.7,,,,,64.6,False,,False,True,,,,,True,True,True,,False,False,False,,False,False,,,,,False
05061,48,128.0,134.1,,73.0,57.0,,,,,71.0,128.5,55.6,,42.1,84.2,1.3,,60.1,108.7,,,,,163.6,80.0,86.1,,25.0,9.0,,,,,23.0,80.5,7.6,,-5.9,36.2,-46.7,,12.1,60.7,,,,,115.6,False,,True,True,,,,,True,False,True,,True,True,True,,True,True,,,,,False
05063,336,316.0,307.3,,305.0,378.0,,,,,307.0,480.1,330.9,,142.2,220.9,164.0,,77.3,431.2,,,,,338.1,-20.0,-28.7,,-31.0,42.0,,,,,-29.0,144.1,-5.1,,-193.8,-115.1,-172.0,,-258.7,95.2,,,,,2.1,False,,False,False,,,,,False,False,True,,False,False,False,,False,False,,,,,True
05065,144,80.0,78.1,,76.0,118.0,,,,,66.0,170.0,88.9,,38.1,83.4,25.6,,118.2,68.5,,,,,88.1,-64.0,-65.9,,-68.0,-26.0,,,,,-78.0,26.0,-55.1,,-105.9,-60.6,-118.4,,-25.8,-75.5,,,,,-55.9,False,,False,True,,,,,False,True,True,,False,True,False,,True,False,,,,,True
