,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
01095,1005,2056.0,4464.0,,,,2199.0,814.7,1027.4,,,1051.0,3459.0,,,,1194.0,-190.3,22.4,,,False,,,,False,True,True,,
01097,4415,10960.0,11387.4,,,,10915.0,3362.4,8010.7,,,6545.0,6972.4,,,,6500.0,-1052.6,3595.7,,,False,,,,True,True,True,,
01099,152,296.0,,,,,542.0,106.6,187.4,,,144.0,,,,,390.0,-45.4,35.4,,,,,,,False,True,True,,
01101,2534,3912.0,7505.2,,,,5644.0,1694.9,4204.1,,,1378.0,4971.2,,,,3110.0,-839.1,1670.1,,,False,,,,False,True,False,,
01103,1063,1936.0,2435.3,,,,2342.0,822.1,1693.6,,,873.0,1372.3,,,,1279.0,-240.9,630.6,,,False,,,,False,True,True,,
01105,90,336.0,,,,,177.0,0.0,129.9,,,246.0,,,,,87.0,-90.0,39.9,,,,,,,True,True,True,,
01107,300,232.0,,,,,436.0,96.8,121.7,,,-68.0,,,,,136.0,-203.2,-178.3,,,,,,,False,False,False,,
01109,529,480.0,,,,,899.0,127.3,292.1,,,-49.0,,,,,370.0,-401.7,-236.9,,,,,,,False,False,False,,
01111,255,232.0,,,,,354.0,137.8,149.6,,,-23.0,,,,,99.0,-117.2,-105.4,,,,,,,False,False,False,,
01113,505,1232.0,1826.0,,,,1123.0,423.0,566.7,,,727.0,1321.0,,,,618.0,-82.0,61.7,,,False,,,,True,True,True,,
01115,1070,1688.0,1974.3,,,,1318.0,826.2,1603.7,,,618.0,904.3,,,,248.0,-243.8,533.7,,,False,,,,True,True,True,,
01117,2863,2872.0,5970.9,,,,3177.0,1297.3,2449.6,,,9.0,3107.9,,,,314.0,-1565.7,-413.4,,,False,,,,False,False,False,,
01119,70,184.0,,,,,262.0,1.1,107.2,,,114.0,,,,,192.0,-68.9,37.2,,,,,,,False,True,True,,
01121,1120,1280.0,1784.3,,,,1464.0,693.1,6836.9,,,160.0,664.3,,,,344.0,-426.9,5716.9,,,False,,,,False,False,False,,
01123,309,376.0,,,,,713.0,85.2,532.7,,,67.0,,,,,404.0,-223.8,223.7,,,,,,,False,False,False,,
01125,4627,2760.0,1938.8,,,,4872.0,1271.0,2256.1,,,-1867.0,-2688.2,,,,245.0,-3356.0,-2370.9,,,False,,,,True,False,False,,
01127,823,752.0,1968.9,,,,1494.0,326.7,386.8,,,-71.0,1145.9,,,,671.0,-496.3,-436.2,,,False,,,,False,False,False,,
01129,240,280.0,,,,,424.0,87.3,245.3,,,40.0,,,,,184.0,-152.7,5.3,,,,,,,False,False,True,,
01131,119,160.0,,,,,223.0,3.2,82.0,,,41.0,,,,,104.0,-115.8,-37.0,,,,,,,False,False,True,,
01133,309,384.0,,,,,515.0,179.4,171.8,,,75.0,,,,,206.0,-129.6,-137.2,,,,,,,False,False,False,,
02013,8,0.0,,,,,,,,,,-8.0,,,,,,,,,,,,,,,,,,
02016,8,24.0,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,
02020,2479,4712.0,3754.3,,,,,2517.6,4407.3,,,2233.0,1275.3,,,,,38.6,1928.3,,,True,,,,,True,True,,
02050,90,16.0,,,,,,,,,,-74.0,,,,,,,,,,,,,,,,,,
02060,0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
02068,6,0.0,,,,,,,,,,-6.0,,,,,,,,,,,,,,,,,,
02070,8,0.0,,,,,,,,,,-8.0,,,,,,,,,,,,,,,,,,
02090,688,360.0,864.9,,,,,581.8,3122.3,,,-328.0,176.9,,,,,-106.2,2434.3,,,True,,,,,True,False,,
02100,1,0.0,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,
02105,0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
02110,226,112.0,,,,,,,570.1,,,-114.0,,,,,,,344.1,,,,,,,,,False,,
02122,161,240.0,650.2,,,,,361.7,260.0,,,79.0,489.2,,,,,200.7,99.0,,,False,,,,,False,False,,
02130,19,24.0,,,,,,,27.3,,,5.0,,,,,,,8.3,,,,,,,,,False,,
02150,51,8.0,,,,,,,,,,-43.0,,,,,,,,,,,,,,,,,,
02158,8,8.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
02164,24,0.0,,,,,,,,,,-24.0,,,,,,,,,,,,,,,,,,
02170,311,512.0,1162.0,,,,,614.2,448.1,,,201.0,851.0,,,,,303.2,137.1,,,False,,,,,False,True,,
02180,50,0.0,,,,,,,,,,-50.0,,,,,,,,,,,,,,,,,,
02185,114,40.0,,,,,,,,,,-74.0,,,,,,,,,,,,,,,,,,
02188,80,112.0,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,
02195,2,0.0,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,
02198,26,24.0,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,
02220,30,32.0,,,,,,,20.0,,,2.0,,,,,,,-10.0,,,,,,,,,False,,
02230,0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
02240,14,8.0,,,,,,,,,,-6.0,,,,,,,,,,,,,,,,,,
02261,33,48.0,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,
02275,8,16.0,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,
02282,20,48.0,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,
02290,37,32.0,,,,,,,,,,-5.0,,,,,,,,,,,,,,,,,,
04001,488,1168.0,940.0,,,,1107.0,40.7,709.2,,,680.0,452.0,,,,619.0,-447.3,221.2,,,True,,,,True,True,True,,
04003,386,1280.0,1612.1,,,,3132.0,650.6,662.6,,,894.0,1226.1,,,,2746.0,264.6,276.6,,,False,,,,False,True,True,,
04005,1103,920.0,1264.2,,,,1318.0,479.6,833.5,,,-183.0,161.2,,,,215.0,-623.4,-269.5,,,True,,,,False,False,False,,
04007,487,1088.0,1167.7,,,,850.0,286.8,411.5,,,601.0,680.7,,,,363.0,-200.2,-75.5,,,False,,,,True,True,True,,
04009,341,928.0,,,,,1119.0,279.1,2806.4,,,587.0,,,,,778.0,-61.9,2465.4,,,,,,,False,True,False,,
04011,7,120.0,,,,,37.0,,68.3,,,113.0,,,,,30.0,,61.3,,,,,,,True,,True,,
04012,78,80.0,,,,,493.0,26.3,67.2,,,2.0,,,,,415.0,-51.7,-10.8,,,,,,,False,False,False,,
04013,21668,96032.0,124606.3,,,,87649.0,14325.2,41431.0,,,74364.0,102938.3,,,,65981.0,-7342.8,19763.0,,,False,,,,True,True,True,,
04015,994,2472.0,5542.8,,,,5180.0,1323.6,2554.9,,,1478.0,4548.8,,,,4186.0,329.6,1560.9,,,False,,,,False,True,False,,
04017,537,1648.0,3892.2,,,,1649.0,126.3,1295.1,,,1111.0,3355.2,,,,1112.0,-410.7,758.1,,,False,,,,False,True,True,,
04019,8862,13400.0,39271.7,,,,13102.0,5163.2,7619.1,,,4538.0,30409.7,,,,4240.0,-3698.8,-1242.9,,,False,,,,True,True,True,,
04021,2392,6200.0,11006.3,,,,4991.0,1810.4,2803.4,,,3808.0,8614.3,,,,2599.0,-581.6,411.4,,,False,,,,True,True,True,,
04023,259,920.0,,,,,2795.0,33.7,281.2,,,661.0,,,,,2536.0,-225.3,22.2,,,,,,,False,True,True,,
04025,750,1912.0,2963.2,,,,2767.0,1427.7,1166.4,,,1162.0,2213.2,,,,2017.0,677.7,416.4,,,False,,,,False,True,True,,
04027,1603,7520.0,13844.7,,,,4728.0,332.7,6665.4,,,5917.0,12241.7,,,,3125.0,-1270.3,5062.4,,,False,,,,True,True,True,,
05001,211,208.0,,,,,404.0,94.7,921.1,,,-3.0,,,,,193.0,-116.3,710.1,,,,,,,False,False,False,,
05003,194,528.0,,,,,340.0,186.8,657.1,,,334.0,,,,,146.0,-7.2,463.1,,,,,,,True,True,False,,
05005,277,40.0,,,,,392.0,,33.7,,,-237.0,,,,,115.0,,-243.3,,,,,,,True,,False,,
05007,2033,2712.0,3235.0,,,,3525.0,679.8,1985.1,,,679.0,1202.0,,,,1492.0,-1353.2,-47.9,,,False,,,,False,False,True,,
05009,549,448.0,,,,,413.0,251.7,1116.9,,,-101.0,,,,,-136.0,-297.3,567.9,,,,,,,False,False,False,,
05011,200,224.0,,,,,190.0,81.3,114.6,,,24.0,,,,,-10.0,-118.7,-85.4,,,,,,,True,False,False,,
05013,25,24.0,,,,,27.0,,,,,-1.0,,,,,2.0,,,,,,,,,False,,,,
05015,315,184.0,,,,,222.0,159.8,213.6,,,-131.0,,,,,-93.0,-155.2,-101.4,,,,,,,True,False,True,,
05017,486,1840.0,,,,,292.0,246.4,828.7,,,1354.0,,,,,-194.0,-239.6,342.7,,,,,,,True,True,True,,
05019,190,184.0,,,,,369.0,113.2,822.7,,,-6.0,,,,,179.0,-76.8,632.7,,,,,,,False,False,False,,
05021,189,24.0,,,,,155.0,74.0,38.9,,,-165.0,,,,,-34.0,-115.0,-150.1,,,,,,,True,True,True,,
05023,152,48.0,,,,,285.0,144.3,24.0,,,-104.0,,,,,133.0,-7.7,-128.0,,,,,,,False,True,False,,
05025,117,96.0,,,,,59.0,,171.3,,,-21.0,,,,,-58.0,,54.3,,,,,,,False,,False,,
05027,257,192.0,,,,,346.0,44.2,112.8,,,-65.0,,,,,89.0,-212.8,-144.2,,,,,,,False,False,False,,
05029,130,104.0,,,,,433.0,114.3,183.4,,,-26.0,,,,,303.0,-15.7,53.4,,,,,,,False,True,False,,
05031,1830,1384.0,2499.4,,,,2425.0,962.9,2175.9,,,-446.0,669.4,,,,595.0,-867.1,345.9,,,False,,,,False,False,True,,
05033,861,672.0,1607.1,,,,1529.0,497.7,592.9,,,-189.0,746.1,,,,668.0,-363.3,-268.1,,,False,,,,False,False,False,,
05035,753,952.0,,,,,1281.0,268.1,731.9,,,199.0,,,,,528.0,-484.9,-21.1,,,,,,,False,False,True,,
05037,270,120.0,,,,,286.0,131.4,202.2,,,-150.0,,,,,16.0,-138.6,-67.8,,,,,,,True,True,True,,
05039,109,216.0,,,,,80.0,,,,,107.0,,,,,-29.0,,,,,,,,,True,,,,
05041,150,152.0,,,,,223.0,30.6,129.6,,,2.0,,,,,73.0,-119.4,-20.4,,,,,,,False,False,False,,
05043,204,208.0,,,,,349.0,115.3,256.0,,,4.0,,,,,145.0,-88.7,52.0,,,,,,,False,False,False,,
05045,1262,1152.0,2572.8,,,,2157.0,829.6,4086.8,,,-110.0,1310.8,,,,895.0,-432.4,2824.8,,,False,,,,False,False,False,,
05047,175,312.0,,,,,287.0,129.6,305.3,,,137.0,,,,,112.0,-45.4,130.3,,,,,,,True,True,True,,
05049,130,32.0,,,,,69.0,,54.3,,,-98.0,,,,,-61.0,,-75.7,,,,,,,True,,True,,
05051,1047,1560.0,2024.1,,,,2240.0,1196.8,5084.9,,,513.0,977.1,,,,1193.0,149.8,4037.9,,,False,,,,False,True,False,,
05053,141,104.0,,,,,183.0,158.3,34.4,,,-37.0,,,,,42.0,17.3,-106.6,,,,,,,False,True,False,,
05055,511,1144.0,,,,,796.0,581.9,696.8,,,633.0,,,,,285.0,70.9,185.8,,,,,,,True,True,True,,
05057,159,352.0,,,,,330.0,174.4,492.2,,,193.0,,,,,171.0,15.4,333.2,,,,,,,True,True,False,,
05059,454,472.0,,,,,768.0,26.3,216.6,,,18.0,,,,,314.0,-427.7,-237.4,,,,,,,False,False,False,,
05061,175,528.0,,,,,267.0,142.2,318.5,,,353.0,,,,,92.0,-32.8,143.5,,,,,,,True,True,True,,
05063,746,1264.0,,,,,900.0,362.9,993.0,,,518.0,,,,,154.0,-383.1,247.0,,,,,,,True,True,True,,
05065,202,80.0,,,,,127.0,,53.5,,,-122.0,,,,,-75.0,,-148.5,,,,,,,True,,False,,
05067,265,48.0,,,,,367.0,,74.3,,,-217.0,,,,,102.0,,-190.7,,,,,,,True,,True,,
05069,1825,1352.0,1177.0,,,,1605.0,169.8,1499.1,,,-473.0,-648.0,,,,-220.0,-1655.2,-325.9,,,False,,,,True,False,True,,
05071,230,456.0,,,,,670.0,13.0,235.4,,,226.0,,,,,440.0,-217.0,5.4,,,,,,,False,True,True,,
05073,56,32.0,,,,,42.0,,55.1,,,-24.0,,,,,-14.0,,-0.9,,,,,,,True,,True,,
05075,256,216.0,,,,,251.0,111.5,192.5,,,-40.0,,,,,-5.0,-144.5,-63.5,,,,,,,True,False,False,,
05077,171,112.0,,,,,307.0,10.7,684.7,,,-59.0,,,,,136.0,-160.3,513.7,,,,,,,False,False,False,,
05079,843,200.0,,,,,342.0,2.1,456.9,,,-643.0,,,,,-501.0,-840.9,-386.1,,,,,,,True,False,True,,
05081,203,592.0,,,,,125.0,57.8,456.0,,,389.0,,,,,-78.0,-145.2,253.0,,,,,,,True,True,True,,
05083,268,168.0,,,,,462.0,192.6,80.8,,,-100.0,,,,,194.0,-75.4,-187.2,,,,,,,False,True,False,,
05085,755,664.0,713.0,,,,1052.0,742.5,617.3,,,-91.0,-42.0,,,,297.0,-12.5,-137.7,,,True,,,,False,True,False,,
05087,97,72.0,,,,,165.0,50.6,163.9,,,-25.0,,,,,68.0,-46.4,66.9,,,,,,,False,False,False,,
05089,73,40.0,,,,,103.0,,52.0,,,-33.0,,,,,30.0,,-21.0,,,,,,,True,,True,,
05091,371,432.0,,,,,710.0,363.9,161.7,,,61.0,,,,,339.0,-7.1,-209.3,,,,,,,False,True,False,,
05093,916,1736.0,,,,,1195.0,397.8,1015.2,,,820.0,,,,,279.0,-518.2,99.2,,,,,,,True,True,True,,
05095,81,80.0,,,,,85.0,,50.7,,,-1.0,,,,,4.0,,-30.3,,,,,,,False,,False,,
05097,127,48.0,,,,,91.0,,,,,-79.0,,,,,-36.0,,,,,,,,,True,,,,
05099,93,48.0,,,,,86.0,15.1,88.3,,,-45.0,,,,,-7.0,-77.9,-4.7,,,,,,,True,False,True,,
05101,148,80.0,,,,,87.0,,,,,-68.0,,,,,-61.0,,,,,,,,,True,,,,
05103,183,120.0,,,,,357.0,,193.3,,,-63.0,,,,,174.0,,10.3,,,,,,,False,,True,,
05105,41,64.0,,,,,101.0,,70.6,,,23.0,,,,,60.0,,29.6,,,,,,,False,,False,,
05107,217,248.0,,,,,620.0,92.0,199.3,,,31.0,,,,,403.0,-125.0,-17.7,,,,,,,False,False,True,,
05109,150,176.0,,,,,146.0,,,,,26.0,,,,,-4.0,,,,,,,,,True,,,,
05111,495,312.0,,,,,431.0,228.9,459.1,,,-183.0,,,,,-64.0,-266.1,-35.9,,,,,,,True,False,True,,
05113,132,64.0,,,,,368.0,148.7,301.1,,,-68.0,,,,,236.0,16.7,169.1,,,,,,,False,True,False,,
05115,933,1224.0,1634.1,,,,1304.0,515.2,905.9,,,291.0,701.1,,,,371.0,-417.8,-27.1,,,False,,,,False,False,True,,
05117,87,56.0,,,,,109.0,,497.8,,,-31.0,,,,,22.0,,410.8,,,,,,,True,,False,,
05119,4332,4048.0,14403.4,,,,7235.0,2396.9,3100.9,,,-284.0,10071.4,,,,2903.0,-1935.1,-1231.1,,,False,,,,False,False,False,,
05121,244,272.0,,,,,256.0,159.4,1403.4,,,28.0,,,,,12.0,-84.6,1159.4,,,,,,,True,False,False,,
05123,386,536.0,,,,,929.0,13.9,409.6,,,150.0,,,,,543.0,-372.1,23.6,,,,,,,False,False,True,,
05125,1176,1080.0,1321.0,,,,2188.0,1259.6,731.7,,,-96.0,145.0,,,,1012.0,83.6,-444.3,,,False,,,,False,True,False,,
05127,59,88.0,,,,,162.0,,50.1,,,29.0,,,,,103.0,,-8.9,,,,,,,False,,True,,
05129,117,24.0,,,,,58.0,,34.6,,,-93.0,,,,,-59.0,,-82.4,,,,,,,True,,True,,
05131,1953,2960.0,1999.6,,,,3936.0,896.7,1627.0,,,1007.0,46.6,,,,1983.0,-1056.3,-326.0,,,True,,,,False,False,True,,
05133,269,296.0,,,,,482.0,29.8,98.1,,,27.0,,,,,213.0,-239.2,-170.9,,,,,,,False,False,False,,
05135,124,104.0,,,,,135.0,83.3,105.8,,,-20.0,,,,,11.0,-40.7,-18.2,,,,,,,True,False,True,,
05137,294,80.0,,,,,135.0,,110.1,,,-214.0,,,,,-159.0,,-183.9,,,,,,,True,,True,,
05139,461,552.0,,,,,791.0,232.1,523.2,,,91.0,,,,,330.0,-228.9,62.2,,,,,,,False,False,True,,
05141,123,56.0,,,,,174.0,,28.9,,,-67.0,,,,,51.0,,-94.1,,,,,,,True,,False,,
05143,3427,3008.0,2502.3,,,,4461.0,321.0,2327.9,,,-419.0,-924.7,,,,1034.0,-3106.0,-1099.1,,,False,,,,False,False,False,,
05145,584,336.0,387.3,,,,1715.0,641.5,962.4,,,-248.0,-196.7,,,,1131.0,57.5,378.4,,,True,,,,False,True,False,,
05147,33,16.0,,,,,47.0,,,,,-17.0,,,,,14.0,,,,,,,,,True,,,,
05149,241,488.0,,,,,512.0,14.7,809.5,,,247.0,,,,,271.0,-226.3,568.5,,,,,,,False,True,False,,
06001,9652,9232.0,12289.0,,,,10975.0,9743.5,7161.6,,,-420.0,2637.0,,,,1323.0,91.5,-2490.4,,,False,,,,False,True,False,,
06003,0,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,True,,,,
06005,171,432.0,,,,,300.0,182.3,432.6,,,261.0,,,,,129.0,11.3,261.6,,,,,,,True,True,False,,
06007,1878,1464.0,2691.4,,,,2136.0,1547.8,8913.9,,,-414.0,813.4,,,,258.0,-330.2,7035.9,,,False,,,,True,True,False,,
06009,192,208.0,,,,,360.0,270.9,479.6,,,16.0,,,,,168.0,78.9,287.6,,,,,,,False,False,False,,
06011,209,480.0,,,,,271.0,157.0,503.7,,,271.0,,,,,62.0,-52.0,294.7,,,,,,,True,True,False,,
06013,8663,8288.0,15622.4,,,,8106.0,10437.3,5536.2,,,-375.0,6959.4,,,,-557.0,1774.3,-3126.8,,,False,,,,False,False,False,,
06015,52,8.0,,,,,91.0,,69.8,,,-44.0,,,,,39.0,,17.8,,,,,,,True,,True,,
06017,472,992.0,1404.6,,,,1384.0,1451.1,353.3,,,520.0,932.6,,,,912.0,979.1,-118.7,,,False,,,,False,False,True,,
06019,13760,15000.0,61194.9,,,,23048.0,5896.0,11855.7,,,1240.0,47434.9,,,,9288.0,-7864.0,-1904.3,,,False,,,,False,False,False,,
06021,283,480.0,,,,,380.0,139.3,466.6,,,197.0,,,,,97.0,-143.7,183.6,,,,,,,True,True,True,,
06023,268,224.0,95.5,,,,410.0,302.3,199.7,,,-44.0,-172.5,,,,142.0,34.3,-68.3,,,False,,,,False,True,False,,
06025,2426,2736.0,1127.7,,,,3496.0,146.2,1114.5,,,310.0,-1298.3,,,,1070.0,-2279.8,-1311.5,,,False,,,,False,False,False,,
06027,158,56.0,,,,,51.0,,57.4,,,-102.0,,,,,-107.0,,-100.6,,,,,,,False,,True,,
06029,11983,45520.0,54525.0,,,,40274.0,11700.6,49970.7,,,33537.0,42542.0,,,,28291.0,-282.4,37987.7,,,False,,,,True,True,False,,
06031,3251,4864.0,2790.3,,,,5605.0,925.4,4853.9,,,1613.0,-460.7,,,,2354.0,-2325.6,1602.9,,,True,,,,False,False,True,,
06033,345,216.0,679.6,,,,348.0,335.6,329.2,,,-129.0,334.6,,,,3.0,-9.4,-15.8,,,False,,,,True,True,True,,
06035,134,608.0,,,,,148.0,111.9,1371.7,,,474.0,,,,,14.0,-22.1,1237.7,,,,,,,True,True,False,,
06037,76131,148256.0,285758.7,,,,142563.0,71745.6,72331.9,,,72125.0,209627.7,,,,66432.0,-4385.4,-3799.1,,,False,,,,True,True,True,,
06039,2538,2504.0,4511.6,,,,3531.0,1176.9,6265.2,,,-34.0,1973.6,,,,993.0,-1361.1,3727.2,,,False,,,,False,False,False,,
06041,1736,2960.0,5213.1,,,,1475.0,1495.4,1376.1,,,1224.0,3477.1,,,,-261.0,-240.6,-359.9,,,False,,,,True,True,True,,
06043,21,64.0,,,,,100.0,,32.6,,,43.0,,,,,79.0,,11.6,,,,,,,False,,True,,
