,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01021,532,304.0,,307.4,,301.0,169.0,,,,,497.1,,550.0,,201.8,,219.3,,309.0,430.4,,602.0,,,,,221.2,,,,,329.8,-228.0,,-224.6,,-231.0,-363.0,,,,,-34.9,,18.0,,-330.2,,-312.7,,-223.0,-101.6,,70.0,,,,,-310.8,,,,,-202.2,,True,,False,False,,,,,True,,True,,False,,False,,True,True,,True,,,,,False,,,,,True
01023,57,24.0,,21.5,,24.0,0.0,,,,,68.1,,125.0,,2.9,,32.9,,29.0,32.6,,135.0,,,,,,,,,,27.2,-33.0,,-35.5,,-33.0,-57.0,,,,,11.1,,68.0,,-54.1,,-24.1,,-28.0,-24.4,,78.0,,,,,,,,,,-29.8,,False,,False,False,,,,,True,,False,,False,,True,,True,True,,False,,,,,,,,,,True
01025,628,208.0,,207.2,,185.0,149.0,,,,,374.3,,274.0,,69.7,,182.6,,144.0,255.5,,392.0,,,,,161.1,,,,,256.3,-420.0,,-420.8,,-443.0,-479.0,,,,,-253.7,,-354.0,,-558.3,,-445.4,,-484.0,-372.5,,-236.0,,,,,-466.9,,,,,-371.7,,False,,False,False,,,,,True,,True,,False,,False,,False,True,,True,,,,,False,,,,,True
01027,169,152.0,,159.0,,152.0,97.0,,,,,262.1,,178.0,,76.1,,61.6,,157.0,179.5,,264.0,,,,,,,,,,146.7,-17.0,,-10.0,,-17.0,-72.0,,,,,93.1,,9.0,,-92.9,,-107.4,,-12.0,10.5,,95.0,,,,,,,,,,-22.3,,True,,False,False,,,,,False,,True,,False,,False,,True,True,,False,,,,,,,,,,False
01029,203,324.0,,278.3,,270.0,75.0,,,,,461.5,,211.0,,344.4,,85.3,,329.0,266.0,,400.0,,,,,,,,,,290.4,121.0,,75.3,,67.0,-128.0,,,,,258.5,,8.0,,141.4,,-117.7,,126.0,63.0,,197.0,,,,,,,,,,87.4,,True,,True,False,,,,,False,,True,,False,,True,,False,True,,False,,,,,,,,,,True
01031,874,504.0,,524.7,,555.0,644.0,,,,,759.3,,554.0,,696.3,,356.0,,575.0,621.1,,1078.0,,,,,292.9,,,,,580.3,-370.0,,-349.3,,-319.0,-230.0,,,,,-114.7,,-320.0,,-177.7,,-518.0,,-299.0,-252.9,,204.0,,,,,-581.1,,,,,-293.7,,True,,True,True,,,,,True,,True,,True,,False,,True,True,,True,,,,,False,,,,,True
01033,1167,864.0,,872.5,,843.0,999.0,,,,,1120.4,,1119.0,,815.4,,639.6,,914.0,852.7,,1515.0,,,,,403.9,,,,,817.7,-303.0,,-294.5,,-324.0,-168.0,,,,,-46.6,,-48.0,,-351.6,,-527.4,,-253.0,-314.3,,348.0,,,,,-763.1,,,,,-349.3,,True,,False,True,,,,,True,,True,,False,,False,,True,False,,False,,,,,False,,,,,False
01035,137,116.0,,118.2,,113.0,47.0,,,,,159.9,,117.0,,69.6,,67.5,,108.0,126.7,,221.0,,,,,,,,,,136.5,-21.0,,-18.8,,-24.0,-90.0,,,,,22.9,,-20.0,,-67.4,,-69.5,,-29.0,-10.3,,84.0,,,,,,,,,,-0.5,,True,,False,False,,,,,False,,True,,False,,False,,False,True,,False,,,,,,,,,,True
01037,150,148.0,,137.1,,143.0,152.0,,,,,199.9,,98.0,,1744.7,,53.6,,132.5,142.6,,251.0,,,,,,,,,,222.6,-2.0,,-12.9,,-7.0,2.0,,,,,49.9,,-52.0,,1594.7,,-96.4,,-17.5,-7.4,,101.0,,,,,,,,,,72.6,,False,,False,False,,,,,False,,False,,False,,False,,False,False,,False,,,,,,,,,,False
01039,583,376.0,,418.2,,323.0,219.0,,,,,560.9,,460.0,,115.4,,289.3,,308.0,346.5,,707.0,,,,,196.9,,,,,378.9,-207.0,,-164.8,,-260.0,-364.0,,,,,-22.1,,-123.0,,-467.6,,-293.7,,-275.0,-236.5,,124.0,,,,,-386.1,,,,,-204.1,,True,,False,False,,,,,True,,True,,False,,False,,False,False,,True,,,,,False,,,,,True
01041,129,116.0,,122.2,,114.0,42.0,,,,,185.2,,146.0,,36.4,,81.7,,88.0,137.7,,241.0,,,,,,,,,,130.7,-13.0,,-6.8,,-15.0,-87.0,,,,,56.2,,17.0,,-92.6,,-47.3,,-41.0,8.7,,112.0,,,,,,,,,,1.7,,True,,False,False,,,,,False,,False,,False,,False,,False,True,,False,,,,,,,,,,True
01043,2176,1656.0,,1562.2,,1521.0,1519.0,,,,,2046.0,,1474.0,,1780.9,,1211.9,,1503.0,1481.2,,2423.0,,,,,603.1,,,,,1643.8,-520.0,,-613.8,,-655.0,-657.0,,,,,-130.0,,-702.0,,-395.1,,-964.1,,-673.0,-694.8,,247.0,,,,,-1572.9,,,,,-532.2,,False,,False,False,,,,,True,,False,,True,,False,,False,False,,True,,,,,False,,,,,False
01045,748,340.0,,389.4,,357.0,428.0,,,,,588.6,,569.0,,322.7,,348.5,,384.0,293.8,,894.0,,,,,285.8,,,,,423.7,-408.0,,-358.6,,-391.0,-320.0,,,,,-159.4,,-179.0,,-425.3,,-399.5,,-364.0,-454.2,,146.0,,,,,-462.2,,,,,-324.3,,True,,True,True,,,,,True,,True,,False,,True,,True,False,,True,,,,,False,,,,,True
01047,406,532.0,,530.4,,431.0,190.0,,,,,641.9,,369.0,,315.0,,317.5,,1009.0,547.7,,804.0,,,,,282.1,,,,,493.3,126.0,,124.4,,25.0,-216.0,,,,,235.9,,-37.0,,-91.0,,-88.5,,603.0,141.7,,398.0,,,,,-123.9,,,,,87.3,,True,,True,False,,,,,False,,True,,True,,True,,False,False,,False,,,,,True,,,,,True
01049,1783,1608.0,,1523.2,,1551.0,2412.0,,,,,1787.6,,1104.0,,1914.0,,910.6,,2066.0,1637.1,,2266.0,,,,,934.0,,,,,1194.7,-175.0,,-259.8,,-232.0,629.0,,,,,4.6,,-679.0,,131.0,,-872.4,,283.0,-145.9,,483.0,,,,,-849.0,,,,,-588.3,,False,,False,False,,,,,True,,False,,True,,False,,False,True,,False,,,,,False,,,,,False
01051,1587,1044.0,,1055.2,,1032.0,1468.0,,,,,1214.3,,796.0,,1939.0,,624.2,,1124.0,1151.5,,1637.0,,,,,774.7,,,,,885.6,-543.0,,-531.8,,-555.0,-119.0,,,,,-372.7,,-791.0,,352.0,,-962.8,,-463.0,-435.5,,50.0,,,,,-812.3,,,,,-701.4,,True,,False,True,,,,,True,,False,,True,,False,,True,True,,True,,,,,False,,,,,False
01053,439,284.0,,284.6,,276.0,38.0,,,,,388.3,,456.0,,290.7,,176.1,,210.0,287.0,,634.0,,,,,146.9,,,,,325.7,-155.0,,-154.4,,-163.0,-401.0,,,,,-50.7,,17.0,,-148.3,,-262.9,,-229.0,-152.0,,195.0,,,,,-292.1,,,,,-113.3,,True,,False,False,,,,,True,,True,,True,,False,,False,True,,False,,,,,False,,,,,True
01055,3023,2040.0,,2003.8,,2069.0,2743.0,,,,,2098.3,,1524.0,,3628.1,,1204.2,,2560.0,2097.5,,2901.0,,,,,1001.5,,,,,2474.8,-983.0,,-1019.2,,-954.0,-280.0,,,,,-924.7,,-1499.0,,605.1,,-1818.8,,-463.0,-925.5,,-122.0,,,,,-2021.5,,,,,-548.2,,False,,True,True,,,,,True,,False,,True,,False,,True,True,,True,,,,,False,,,,,True
01057,476,364.0,,374.4,,338.0,203.0,,,,,448.1,,279.0,,296.2,,155.2,,510.0,402.4,,480.0,,,,,,,,,,350.0,-112.0,,-101.6,,-138.0,-273.0,,,,,-27.9,,-197.0,,-179.8,,-320.8,,34.0,-73.6,,4.0,,,,,,,,,,-126.0,,True,,False,False,,,,,True,,False,,False,,False,,True,True,,True,,,,,,,,,,False
01059,591,400.0,,397.9,,325.0,152.0,,,,,559.8,,686.0,,137.6,,327.2,,303.0,464.9,,705.0,,,,,248.6,,,,,335.3,-191.0,,-193.1,,-266.0,-439.0,,,,,-31.2,,95.0,,-453.4,,-263.8,,-288.0,-126.1,,114.0,,,,,-342.4,,,,,-255.7,,False,,False,False,,,,,True,,True,,False,,False,,False,True,,True,,,,,False,,,,,False
01061,328,284.0,,298.9,,272.0,221.0,,,,,408.6,,331.0,,251.2,,197.7,,274.0,328.2,,529.0,,,,,207.9,,,,,272.1,-44.0,,-29.1,,-56.0,-107.0,,,,,80.6,,3.0,,-76.8,,-130.3,,-54.0,0.2,,201.0,,,,,-120.1,,,,,-55.9,,True,,False,False,,,,,False,,True,,False,,False,,False,True,,False,,,,,False,,,,,False
01063,187,88.0,,90.4,,89.0,0.0,,,,,121.1,,64.0,,271.4,,38.4,,149.0,99.2,,124.0,,,,,,,,,,110.5,-99.0,,-96.6,,-98.0,-187.0,,,,,-65.9,,-123.0,,84.4,,-148.6,,-38.0,-87.8,,-63.0,,,,,,,,,,-76.5,,True,,True,False,,,,,True,,False,,True,,False,,True,True,,True,,,,,,,,,,True
01065,350,168.0,,176.1,,168.0,17.0,,,,,253.8,,164.0,,294.3,,103.2,,153.0,186.9,,224.0,,,,,,,,,,190.9,-182.0,,-173.9,,-182.0,-333.0,,,,,-96.2,,-186.0,,-55.7,,-246.8,,-197.0,-163.1,,-126.0,,,,,,,,,,-159.1,,True,,False,False,,,,,True,,False,,True,,False,,False,True,,True,,,,,,,,,,True
01067,245,104.0,,92.9,,88.0,31.0,,,,,231.9,,175.0,,20.0,,95.4,,72.0,127.8,,290.0,,,,,,,,,,112.8,-141.0,,-152.1,,-157.0,-214.0,,,,,-13.1,,-70.0,,-225.0,,-149.6,,-173.0,-117.2,,45.0,,,,,,,,,,-132.2,,False,,False,False,,,,,True,,True,,False,,False,,False,True,,True,,,,,,,,,,True
01069,1532,1128.0,,1057.6,,1117.0,1948.0,,,,,1340.7,,1094.0,,1122.0,,789.5,,1579.0,1461.9,,2166.0,,,,,783.5,,,,,1026.7,-404.0,,-474.4,,-415.0,416.0,,,,,-191.3,,-438.0,,-410.0,,-742.5,,47.0,-70.1,,634.0,,,,,-748.5,,,,,-505.3,,False,,False,False,,,,,True,,False,,False,,False,,True,True,,False,,,,,False,,,,,False
01071,1756,788.0,,818.4,,759.0,576.0,,,,,1113.0,,908.0,,622.5,,555.9,,743.0,853.8,,1355.0,,,,,380.6,,,,,892.1,-968.0,,-937.6,,-997.0,-1180.0,,,,,-643.0,,-848.0,,-1133.5,,-1200.1,,-1013.0,-902.2,,-401.0,,,,,-1375.4,,,,,-863.9,,True,,False,False,,,,,True,,True,,False,,False,,False,True,,True,,,,,False,,,,,True
01073,15065,9792.0,,9611.9,14394.1,10020.0,10472.0,,,,,6813.1,,6867.0,,15094.6,,6009.6,,13221.5,12225.3,,13504.0,,,,,4908.5,9964.0,,,,11781.0,-5273.0,,-5453.1,-670.9,-5045.0,-4593.0,,,,,-8251.9,,-8198.0,,29.6,,-9055.4,,-1843.5,-2839.7,,-1561.0,,,,,-10156.5,-5101.0,,,,-3284.0,,False,True,True,True,,,,,False,,False,,True,,False,,True,True,,True,,,,,False,True,,,,True
01075,332,112.0,,106.0,,104.0,90.0,,,,,208.4,,223.0,,38.8,,84.7,,96.0,185.8,,238.0,,,,,,,,,,102.8,-220.0,,-226.0,,-228.0,-242.0,,,,,-123.6,,-109.0,,-293.2,,-247.3,,-236.0,-146.2,,-94.0,,,,,,,,,,-229.2,,False,,False,False,,,,,True,,True,,False,,False,,False,True,,True,,,,,,,,,,False
01077,1819,1812.0,,1661.6,,1799.0,2177.0,,,,,1912.4,,1810.0,,2035.2,,971.6,,2888.5,2114.3,,2793.0,,,,,979.5,,,,,1201.7,-7.0,,-157.4,,-20.0,358.0,,,,,93.4,,-9.0,,216.2,,-847.4,,1069.5,295.3,,974.0,,,,,-839.5,,,,,-617.3,,False,,False,False,,,,,False,,False,,False,,False,,False,False,,False,,,,,False,,,,,False
01079,538,520.0,,515.7,,518.0,438.0,,,,,665.8,,647.0,,769.0,,262.3,,909.0,549.1,,805.0,,,,,293.7,,,,,383.3,-18.0,,-22.3,,-20.0,-100.0,,,,,127.8,,109.0,,231.0,,-275.7,,371.0,11.1,,267.0,,,,,-244.3,,,,,-154.7,,False,,False,False,,,,,False,,False,,False,,False,,False,True,,False,,,,,False,,,,,False
01081,1805,1188.0,,1178.8,,1371.0,1357.0,,,,,1342.0,,1488.0,,2694.9,,760.4,,1731.0,1694.1,,2613.0,,,,,592.7,1748.0,,,,1370.0,-617.0,,-626.2,,-434.0,-448.0,,,,,-463.0,,-317.0,,889.9,,-1044.6,,-74.0,-110.9,,808.0,,,,,-1212.3,-57.0,,,,-435.0,,False,,True,True,,,,,True,,True,,False,,False,,True,True,,False,,,,,False,True,,,,True
01083,1953,1420.0,,1399.0,,1406.0,1654.0,,,,,1713.7,,1400.0,,1042.1,,816.3,,1764.0,1589.2,,2191.0,,,,,738.3,,,,,1497.7,-533.0,,-554.0,,-547.0,-299.0,,,,,-239.3,,-553.0,,-910.9,,-1136.7,,-189.0,-363.8,,238.0,,,,,-1214.7,,,,,-455.3,,False,,False,True,,,,,True,,False,,False,,False,,True,True,,True,,,,,False,,,,,True
01085,112,96.0,,88.2,,79.0,0.0,,,,,158.0,,68.0,,77.9,,56.7,,76.0,119.6,,152.0,,,,,,,,,,82.2,-16.0,,-23.8,,-33.0,-112.0,,,,,46.0,,-44.0,,-34.1,,-55.3,,-36.0,7.6,,40.0,,,,,,,,,,-29.8,,False,,False,False,,,,,False,,False,,False,,False,,False,True,,False,,,,,,,,,,False
01087,209,156.0,,146.4,,147.0,263.0,,,,,245.1,,125.0,,111.2,,113.7,,146.0,177.6,,288.0,,,,,,,,,,184.6,-53.0,,-62.6,,-62.0,54.0,,,,,36.1,,-84.0,,-97.8,,-95.3,,-63.0,-31.4,,79.0,,,,,,,,,,-24.4,,False,,False,False,,,,,True,,False,,False,,False,,False,True,,False,,,,,,,,,,True
01089,6970,3748.0,,3750.4,,3773.0,2818.0,,,,,3413.4,,3844.0,,9261.7,,3015.0,,4549.0,3787.5,,6095.0,,,,,1736.4,5728.0,,,,4652.8,-3222.0,,-3219.6,,-3197.0,-4152.0,,,,,-3556.6,,-3126.0,,2291.7,,-3955.0,,-2421.0,-3182.5,,-875.0,,,,,-5233.6,-1242.0,,,,-2317.2,,True,,True,False,,,,,False,,True,,True,,False,,True,True,,True,,,,,False,True,,,,True
01091,435,124.0,,121.7,,115.0,0.0,,,,,253.4,,227.0,,63.9,,131.8,,84.0,149.7,,320.0,,,,,117.4,,,,,149.2,-311.0,,-313.3,,-320.0,-435.0,,,,,-181.6,,-208.0,,-371.1,,-303.2,,-351.0,-285.3,,-115.0,,,,,-317.6,,,,,-285.8,,False,,False,False,,,,,True,,True,,False,,True,,False,True,,True,,,,,False,,,,,True
01093,511,268.0,,237.4,,240.0,332.0,,,,,385.4,,525.0,,194.8,,163.6,,223.0,280.7,,528.0,,,,,166.5,,,,,248.8,-243.0,,-273.6,,-271.0,-179.0,,,,,-125.6,,14.0,,-316.2,,-347.4,,-288.0,-230.3,,17.0,,,,,-344.5,,,,,-262.2,,False,,False,True,,,,,True,,True,,False,,False,,False,True,,True,,,,,False,,,,,False
01095,2614,1868.0,,1865.3,,1907.0,2357.0,,,,,1880.0,,1513.0,,3966.4,,1267.1,,2801.0,2022.7,,2721.0,,,,,885.8,,,,,1957.4,-746.0,,-748.7,,-707.0,-257.0,,,,,-734.0,,-1101.0,,1352.4,,-1346.9,,187.0,-591.3,,107.0,,,,,-1728.2,,,,,-656.6,,False,,True,True,,,,,True,,False,,False,,False,,True,True,,True,,,,,False,,,,,True
01097,4035,2976.0,,3517.4,5101.6,3286.0,13288.0,,,,,2265.4,,3776.0,,2937.0,,2939.8,,4189.5,4663.7,,6196.0,,,,,1514.1,2350.0,,,,2989.0,-1059.0,,-517.6,1066.6,-749.0,9253.0,,,,,-1769.6,,-259.0,,-1098.0,,-1095.2,,154.5,628.7,,2161.0,,,,,-2520.9,-1685.0,,,,-1046.0,,True,False,True,False,,,,,False,,True,,False,,False,,True,True,,False,,,,,False,False,,,,True
01099,259,172.0,,168.6,,171.0,155.0,,,,,244.4,,209.0,,156.2,,85.7,,173.0,187.8,,355.0,,,,,,,,,,191.6,-87.0,,-90.4,,-88.0,-104.0,,,,,-14.6,,-50.0,,-102.8,,-173.3,,-86.0,-71.2,,96.0,,,,,,,,,,-67.4,,False,,False,False,,,,,True,,True,,False,,False,,True,True,,False,,,,,,,,,,True
01101,2743,1696.0,,1762.0,,1652.0,2186.0,,,,,1653.0,,2011.0,,1563.5,,1821.3,,1390.0,1849.2,,3203.0,,,,,1330.8,1115.0,,,,1690.3,-1047.0,,-981.0,,-1091.0,-557.0,,,,,-1090.0,,-732.0,,-1179.5,,-921.7,,-1353.0,-893.8,,460.0,,,,,-1412.2,-1628.0,,,,-1052.7,,True,,False,True,,,,,False,,True,,False,,True,,False,True,,True,,,,,False,False,,,,False
01103,3245,2792.0,,2825.1,,2801.0,3825.0,,,,,2777.8,,1882.0,,3531.4,,1549.4,,3702.0,3127.8,,3810.0,,,,,1370.0,,,,,2551.4,-453.0,,-419.9,,-444.0,580.0,,,,,-467.2,,-1363.0,,286.4,,-1695.6,,457.0,-117.2,,565.0,,,,,-1875.0,,,,,-693.6,,True,,True,False,,,,,False,,False,,True,,False,,False,True,,False,,,,,False,,,,,False
01105,120,108.0,,100.6,,86.0,0.0,,,,,174.3,,80.0,,40.9,,39.0,,92.0,152.5,,183.0,,,,,,,,,,86.4,-12.0,,-19.4,,-34.0,-120.0,,,,,54.3,,-40.0,,-79.1,,-81.0,,-28.0,32.5,,63.0,,,,,,,,,,-33.6,,False,,False,False,,,,,False,,False,,False,,False,,False,False,,False,,,,,,,,,,False
01107,421,264.0,,268.8,,234.0,133.0,,,,,435.1,,249.0,,100.6,,190.3,,268.0,299.7,,375.0,,,,,138.9,,,,,217.9,-157.0,,-152.2,,-187.0,-288.0,,,,,14.1,,-172.0,,-320.4,,-230.7,,-153.0,-121.3,,-46.0,,,,,-282.1,,,,,-203.1,,True,,False,False,,,,,True,,False,,False,,False,,True,True,,True,,,,,False,,,,,False
01109,282,156.0,,121.0,,167.0,156.0,,,,,315.0,,345.0,,262.0,,171.2,,207.0,289.4,,496.0,,,,,123.1,,,,,181.8,-126.0,,-161.0,,-115.0,-126.0,,,,,33.0,,63.0,,-20.0,,-110.8,,-75.0,7.4,,214.0,,,,,-158.9,,,,,-100.2,,False,,True,False,,,,,True,,True,,True,,True,,True,True,,False,,,,,False,,,,,True
