,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01083,1226,892.0,,823.4,,839.0,816.0,,,,,796.1,753.5,,,,897.0,,873.4,,508.1,638.0,,873.0,905.8,,,1047.0,1074.0,32.4,,,,,831.9,735.9,,,,1139.8,-334.0,,-402.6,,-387.0,-410.0,,,,,-429.9,-472.5,,,,-329.0,,-352.6,,-717.9,-588.0,,-353.0,-320.2,,,-179.0,-152.0,-1193.6,,,,,-394.1,-490.1,,,,-86.2,,False,,False,False,,,,,False,False,,,,True,,False,,False,False,,False,True,,,True,True,False,,,,,False,False,,,,True
01085,61,68.0,,63.8,,62.0,0.0,,,,,111.3,45.8,,,,41.0,,103.2,,27.0,,,59.0,67.4,,,75.0,89.0,3.0,,,,,,80.8,,,,71.9,7.0,,2.8,,1.0,-61.0,,,,,50.3,-15.2,,,,-20.0,,42.2,,-34.0,,,-2.0,6.4,,,14.0,28.0,-58.0,,,,,,19.8,,,,10.9,,True,,True,False,,,,,False,False,,,,False,,False,,False,,,True,True,,,False,False,False,,,,,,False,,,,False
01087,119,82.0,,81.5,,77.0,114.0,,,,,103.8,58.8,,,,72.0,,77.3,,51.6,,,65.0,89.6,,,73.0,149.0,16.0,,,,,,78.2,,,,87.2,-37.0,,-37.5,,-42.0,-5.0,,,,,-15.2,-60.2,,,,-47.0,,-41.7,,-67.4,,,-54.0,-29.4,,,-46.0,30.0,-103.0,,,,,,-40.8,,,,-31.8,,False,,False,True,,,,,True,False,,,,False,,False,,False,,,False,True,,,False,True,False,,,,,,False,,,,True
01089,4208,3262.0,,3299.4,,3613.0,4596.0,,,,,2989.4,4561.0,,5023.5,,2866.0,,3500.6,,1906.1,2106.5,,3694.0,3752.8,,,4285.0,3909.0,404.6,,,,,3498.6,3560.5,3742.0,,,3409.6,-946.0,,-908.6,,-595.0,388.0,,,,,-1218.6,353.0,,815.5,,-1342.0,,-707.4,,-2301.9,-2101.5,,-514.0,-455.2,,,77.0,-299.0,-3803.4,,,,,-709.4,-647.5,-466.0,,,-798.4,,True,,True,True,,,,,False,True,,True,,False,,True,,False,False,,True,True,,,True,True,False,,,,,True,True,True,,,True
01091,304,154.0,,148.3,,153.0,0.0,,,,,172.9,135.2,,,,136.0,,210.4,,66.9,,,210.0,203.3,,,206.0,209.0,20.4,,,,,,158.4,,,,159.3,-150.0,,-155.7,,-151.0,-304.0,,,,,-131.1,-168.8,,,,-168.0,,-93.6,,-237.1,,,-94.0,-100.7,,,-98.0,-95.0,-283.6,,,,,,-145.6,,,,-144.7,,False,,False,False,,,,,True,False,,,,False,,True,,False,,,True,True,,,True,True,False,,,,,,True,,,,True
01093,311,256.0,,255.2,,249.0,212.0,,,,,242.1,224.4,,,,286.0,,309.4,,110.1,170.0,,272.5,242.5,,,327.0,323.0,50.3,,,,,,236.0,,,,250.1,-55.0,,-55.8,,-62.0,-99.0,,,,,-68.9,-86.6,,,,-25.0,,-1.6,,-200.9,-141.0,,-38.5,-68.5,,,16.0,12.0,-260.7,,,,,,-75.0,,,,-60.9,,False,,False,False,,,,,False,False,,,,True,,True,,False,False,,True,False,,,True,True,False,,,,,,False,,,,False
01095,1261,1582.0,,1601.6,,1506.0,1505.0,,,,,1259.7,911.3,,1939.7,,997.0,,1813.9,,875.8,1007.0,,1514.0,1423.5,,,1997.0,1655.0,131.4,,,,,1158.3,1347.0,,,,3886.5,321.0,,340.6,,245.0,244.0,,,,,-1.3,-349.7,,678.7,,-264.0,,552.9,,-385.2,-254.0,,253.0,162.5,,,736.0,394.0,-1129.6,,,,,-102.7,86.0,,,,2625.5,,False,,True,True,,,,,True,False,,False,,True,,False,,False,True,,True,True,,,False,False,False,,,,,True,True,,,,False
01097,2460,1810.0,,1784.4,2672.4,1989.0,2018.0,,,,,2396.9,2842.7,,2016.2,,2117.0,,1795.0,,1377.7,1182.0,,2094.5,2327.2,,,1716.0,3009.0,258.3,,,,,1892.0,2034.5,2129.0,,,2072.1,-650.0,,-675.6,212.4,-471.0,-442.0,,,,,-63.1,382.7,,-443.8,,-343.0,,-665.0,,-1082.3,-1278.0,,-365.5,-132.8,,,-744.0,549.0,-2201.7,,,,,-568.0,-425.5,-331.0,,,-387.9,,False,True,True,True,,,,,True,True,,True,,True,,False,,False,False,,True,True,,,False,True,False,,,,,True,True,True,,,True
01099,169,132.0,,142.9,,132.0,159.0,,,,,96.5,61.9,,,,128.0,,207.6,,56.0,,,33.0,83.8,,,149.0,193.0,6.8,,,,,,112.5,,,,139.9,-37.0,,-26.1,,-37.0,-10.0,,,,,-72.5,-107.1,,,,-41.0,,38.6,,-113.0,,,-136.0,-85.2,,,-20.0,24.0,-162.2,,,,,,-56.5,,,,-29.1,,True,,False,True,,,,,False,False,,,,False,,False,,False,,,False,False,,,True,True,False,,,,,,False,,,,True
01101,1776,1154.0,,1174.3,,1154.0,1357.0,,,,,1588.5,1470.9,,1199.7,,1172.0,,1075.4,,695.8,855.0,,1002.5,1378.0,,,1338.0,1877.0,122.5,,,,,1084.1,1754.3,1365.0,,,1687.6,-622.0,,-601.7,,-622.0,-419.0,,,,,-187.5,-305.1,,-576.3,,-604.0,,-700.6,,-1080.2,-921.0,,-773.5,-398.0,,,-438.0,101.0,-1653.5,,,,,-691.9,-21.7,-411.0,,,-88.4,,True,,False,True,,,,,True,True,,True,,True,,False,,False,False,,False,True,,,True,True,False,,,,,False,True,True,,,True
01103,1764,1772.0,,1653.9,,1648.0,1678.0,,,,,1442.1,991.7,,,,1256.0,,1949.8,,846.0,1193.0,,1773.0,1559.5,,,2110.0,1824.0,45.0,,,,,1849.9,1530.5,,,,1958.0,8.0,,-110.1,,-116.0,-86.0,,,,,-321.9,-772.3,,,,-508.0,,185.8,,-918.0,-571.0,,9.0,-204.5,,,346.0,60.0,-1719.0,,,,,85.9,-233.5,,,,194.0,,False,,False,False,,,,,False,False,,,,False,,False,,False,False,,False,False,,,False,False,False,,,,,False,False,,,,False
01105,80,36.0,,37.4,,34.0,0.0,,,,,83.4,42.9,,,,55.0,,31.9,,22.3,,,26.0,43.3,,,39.0,72.0,3.2,,,,,,57.9,,,,34.0,-44.0,,-42.6,,-46.0,-80.0,,,,,3.4,-37.1,,,,-25.0,,-48.1,,-57.7,,,-54.0,-36.7,,,-41.0,-8.0,-76.8,,,,,,-22.1,,,,-46.0,,True,,False,False,,,,,True,True,,,,True,,False,,False,,,False,True,,,True,True,False,,,,,,True,,,,False
01107,248,142.0,,137.6,,146.0,114.0,,,,,169.9,131.3,,,,146.0,,154.2,,93.2,,,160.0,157.6,,,142.0,194.0,21.9,,,,,,132.4,,,,172.3,-106.0,,-110.4,,-102.0,-134.0,,,,,-78.1,-116.7,,,,-102.0,,-93.8,,-154.8,,,-88.0,-90.4,,,-106.0,-54.0,-226.1,,,,,,-115.6,,,,-75.7,,False,,True,False,,,,,True,False,,,,True,,True,,False,,,True,True,,,False,True,False,,,,,,False,,,,True
01109,153,148.0,,151.4,,138.0,108.0,,,,,187.3,131.0,,,,176.0,,133.7,,84.5,113.0,,94.0,145.6,,,167.0,235.0,16.6,,,,,,223.2,,,,169.9,-5.0,,-1.6,,-15.0,-45.0,,,,,34.3,-22.0,,,,23.0,,-19.3,,-68.5,-40.0,,-59.0,-7.4,,,14.0,82.0,-136.4,,,,,,70.2,,,,16.9,,True,,False,False,,,,,False,False,,,,False,,False,,False,False,,False,False,,,False,False,False,,,,,,False,,,,False
01111,83,108.0,,107.9,,103.0,68.0,,,,,124.4,91.3,,,,154.0,,100.2,,64.4,,,103.0,103.2,,,115.0,190.0,11.0,,,,,,174.2,,,,99.2,25.0,,24.9,,20.0,-15.0,,,,,41.4,8.3,,,,71.0,,17.2,,-18.6,,,20.0,20.2,,,32.0,107.0,-72.0,,,,,,91.2,,,,16.2,,True,,True,True,,,,,False,True,,,,False,,True,,True,,,True,True,,,False,False,False,,,,,,False,,,,True
01113,230,262.0,,255.7,,270.0,355.0,,,,,280.7,199.6,,,,309.0,,394.8,,178.7,157.5,,279.0,267.2,,,311.0,381.0,14.6,,,,,225.2,405.0,,,,266.6,32.0,,25.7,,40.0,125.0,,,,,50.7,-30.4,,,,79.0,,164.8,,-51.3,-72.5,,49.0,37.2,,,81.0,151.0,-215.4,,,,,-4.8,175.0,,,,36.6,,True,,False,False,,,,,False,True,,,,False,,False,,False,False,,False,False,,,False,False,False,,,,,True,False,,,,False
01115,989,1076.0,,1052.2,,1028.0,1597.0,,,,,793.7,753.9,,,,644.0,,1710.7,,416.2,628.0,,1038.5,930.9,,,1276.0,1169.0,,,,,,926.7,831.1,,,,1186.3,87.0,,63.2,,39.0,608.0,,,,,-195.3,-235.1,,,,-345.0,,721.7,,-572.8,-361.0,,49.5,-58.1,,,287.0,180.0,,,,,,-62.3,-157.9,,,,197.3,,True,,True,False,,,,,False,False,,,,False,,False,,False,False,,True,True,,,False,False,,,,,,True,False,,,,False
01117,2313,2270.0,,2179.8,,2203.0,3222.0,,,,,1979.6,2298.0,,2665.4,,1450.0,,2340.3,,1213.1,1496.0,,2203.0,2111.3,,,2821.0,2651.0,188.4,,,,,2243.3,2277.7,2310.0,,,2098.4,-43.0,,-133.2,,-110.0,909.0,,,,,-333.4,-15.0,,352.4,,-863.0,,27.3,,-1099.9,-817.0,,-110.0,-201.7,,,508.0,338.0,-2124.6,,,,,-69.7,-35.3,-3.0,,,-214.6,,False,,False,False,,,,,False,True,,False,,False,,True,,False,False,,False,False,,,False,False,False,,,,,False,True,True,,,False
01119,127,62.0,,63.6,,62.0,33.0,,,,,89.8,67.7,,,,67.0,,38.4,,29.8,,,46.0,81.5,,,79.0,105.0,7.8,,,,,,85.4,,,,82.0,-65.0,,-63.4,,-65.0,-94.0,,,,,-37.2,-59.3,,,,-60.0,,-88.6,,-97.2,,,-81.0,-45.5,,,-48.0,-22.0,-119.2,,,,,,-41.6,,,,-45.0,,True,,False,False,,,,,True,True,,,,True,,False,,False,,,False,True,,,True,True,False,,,,,,True,,,,True
01121,715,794.0,,800.4,,661.0,314.0,,,,,647.8,578.3,,,,602.0,,1132.0,,333.9,486.0,,652.0,722.8,,,963.0,961.0,55.6,,,,,733.8,610.4,,,,872.3,79.0,,85.4,,-54.0,-401.0,,,,,-67.2,-136.7,,,,-113.0,,417.0,,-381.1,-229.0,,-63.0,7.8,,,248.0,246.0,-659.4,,,,,18.8,-104.6,,,,157.3,,False,,True,False,,,,,True,False,,,,False,,False,,False,False,,True,True,,,False,False,False,,,,,True,False,,,,False
01123,235,330.0,,313.1,,234.0,43.0,,,,,231.1,202.4,,,,222.0,,390.5,,151.4,147.5,,100.0,246.3,,,375.0,410.0,15.1,,,,,,300.6,,,,286.8,95.0,,78.1,,-1.0,-192.0,,,,,-3.9,-32.6,,,,-13.0,,155.5,,-83.6,-87.5,,-135.0,11.3,,,140.0,175.0,-219.9,,,,,,65.6,,,,51.8,,True,,True,False,,,,,True,True,,,,True,,False,,True,True,,False,True,,,False,False,False,,,,,,True,,,,True
01125,2500,2032.0,,1991.2,,2072.0,2406.0,,,,,2146.7,2093.5,,2168.0,,1718.0,,2165.4,,912.5,1267.5,,2337.0,2123.1,,,2599.0,2301.0,139.2,,,,,1663.4,1711.6,4069.0,,,2511.1,-468.0,,-508.8,,-428.0,-94.0,,,,,-353.3,-406.5,,-332.0,,-782.0,,-334.6,,-1587.5,-1232.5,,-163.0,-376.9,,,99.0,-199.0,-2360.8,,,,,-836.6,-788.4,1569.0,,,11.1,,False,,True,True,,,,,True,True,,True,,False,,True,,False,False,,True,True,,,True,True,False,,,,,False,False,False,,,True
01127,749,586.0,,576.1,,544.0,427.0,,,,,574.7,454.5,,,,669.0,,690.3,,255.6,339.5,,544.0,593.6,,,743.0,726.0,41.1,,,,,477.9,508.6,,,,461.9,-163.0,,-172.9,,-205.0,-322.0,,,,,-174.3,-294.5,,,,-80.0,,-58.7,,-493.4,-409.5,,-205.0,-155.4,,,-6.0,-23.0,-707.9,,,,,-271.1,-240.4,,,,-287.1,,False,,False,False,,,,,False,False,,,,True,,True,,False,False,,False,True,,,True,True,False,,,,,False,False,,,,False
01129,142,64.0,,60.4,,45.0,0.0,,,,,101.6,57.5,,,,139.0,,41.4,,40.2,,,43.0,82.0,,,38.0,112.0,5.8,,,,,,84.6,,,,9.5,-78.0,,-81.6,,-97.0,-142.0,,,,,-40.4,-84.5,,,,-3.0,,-100.6,,-101.8,,,-99.0,-60.0,,,-104.0,-30.0,-136.2,,,,,,-57.4,,,,-132.5,,False,,False,False,,,,,True,False,,,,True,,False,,False,,,False,True,,,False,True,False,,,,,,True,,,,False
01131,148,54.0,,54.8,,45.0,0.0,,,,,80.4,42.3,,,,45.0,,55.3,,28.1,,,38.0,58.8,,,66.0,88.0,8.8,,,,,,54.7,,,,30.5,-94.0,,-93.2,,-103.0,-148.0,,,,,-67.6,-105.7,,,,-103.0,,-92.7,,-119.8,,,-110.0,-89.2,,,-82.0,-60.0,-139.2,,,,,,-93.3,,,,-117.5,,True,,False,False,,,,,True,False,,,,False,,True,,False,,,False,True,,,True,True,False,,,,,,True,,,,False
01133,255,284.0,,272.7,,272.0,168.0,,,,,233.6,174.2,,,,281.0,,381.2,,142.8,,,264.0,254.5,,,356.0,309.0,9.4,,,,,,316.9,,,,365.0,29.0,,17.7,,17.0,-87.0,,,,,-21.4,-80.8,,,,26.0,,126.2,,-112.2,,,9.0,-0.5,,,101.0,54.0,-245.6,,,,,,61.9,,,,110.0,,True,,True,False,,,,,True,False,,,,True,,False,,False,,,True,True,,,False,False,False,,,,,,False,,,,False
02013,2,16.0,,20.7,,13.0,0.0,,,,,7.7,8.6,,,,,,46.9,,13.3,,,9.0,10.0,,,26.0,26.0,3.7,,,,,,,,,,20.4,14.0,,18.7,,11.0,-2.0,,,,,5.7,6.6,,,,,,44.9,,11.3,,,7.0,8.0,,,24.0,24.0,1.7,,,,,,,,,,18.4,,False,,True,True,,,,,True,True,,,,,,False,,True,,,True,True,,,False,False,True,,,,,,,,,,False
02016,57,8.0,,8.2,,8.0,0.0,,,,,41.1,10.7,,,,,,15.0,,5.3,,,8.0,11.5,,,8.0,26.0,3.7,,,,,,31.2,,,,8.7,-49.0,,-48.8,,-49.0,-57.0,,,,,-15.9,-46.3,,,,,,-42.0,,-51.7,,,-49.0,-45.5,,,-49.0,-31.0,-53.3,,,,,,-25.8,,,,-48.3,,True,,False,False,,,,,True,True,,,,,,True,,False,,,False,True,,,False,True,False,,,,,,True,,,,True
02020,3336,3520.0,,3356.0,,3441.0,2958.0,,,,,3428.5,4932.5,,3468.4,,,,2139.5,,2417.6,3126.5,,3464.5,3991.2,,,3210.0,3872.0,489.4,,,,,3550.9,4486.2,3552.0,,,5823.4,184.0,,20.0,,105.0,-378.0,,,,,92.5,1596.5,,132.4,,,,-1196.5,,-918.4,-209.5,,128.5,655.2,,,-126.0,536.0,-2846.6,,,,,214.9,1150.2,216.0,,,2487.4,,True,,True,False,,,,,True,False,,True,,,,False,,False,False,,True,False,,,True,False,False,,,,,False,False,False,,,False
02050,378,506.0,,508.4,,348.0,0.0,,,,,296.3,298.7,,,,,,376.2,,238.4,,,266.5,320.3,,,,418.0,63.4,,,,,,233.8,,,,614.5,128.0,,130.4,,-30.0,-378.0,,,,,-81.7,-79.3,,,,,,-1.8,,-139.6,,,-111.5,-57.7,,,,40.0,-314.6,,,,,,-144.2,,,,236.5,,False,,True,False,,,,,True,True,,,,,,True,,False,,,True,True,,,,True,False,,,,,,False,,,,False
02060,0,0.0,,0.0,,0.0,0.0,,,,,5.9,0.9,,,,,,0.0,,0.0,,,,0.0,,,0.0,5.0,0.3,,,,,,,,,,2.1,0.0,,0.0,,0.0,0.0,,,,,5.9,0.9,,,,,,0.0,,0.0,,,,0.0,,,0.0,5.0,0.3,,,,,,,,,,2.1,,True,,True,True,,,,,False,False,,,,,,True,,True,,,,True,,,True,False,False,,,,,,,,,,False
02068,14,8.0,,8.2,,8.0,0.0,,,,,6.6,8.3,,,,,,8.1,,4.8,,,7.0,6.0,,,8.0,13.0,,,,,,,42.4,,,,10.5,-6.0,,-5.8,,-6.0,-14.0,,,,,-7.4,-5.7,,,,,,-5.9,,-9.2,,,-7.0,-8.0,,,-6.0,-1.0,,,,,,,28.4,,,,-3.5,,True,,False,False,,,,,False,True,,,,,,True,,False,,,False,False,,,False,True,,,,,,,False,,,,True
02070,6,14.0,,13.9,,10.0,0.0,,,,,13.0,76.5,,,,,,4.6,,19.2,,,2.0,13.4,,,15.0,31.0,2.3,,,,,,23.9,,,,9.8,8.0,,7.9,,4.0,-6.0,,,,,7.0,70.5,,,,,,-1.4,,13.2,,,-4.0,7.4,,,9.0,25.0,-3.7,,,,,,17.9,,,,3.8,,True,,True,True,,,,,True,False,,,,,,True,,False,,,True,True,,,False,False,True,,,,,,False,,,,True
02090,872,658.0,,664.9,,503.0,487.0,,,,,509.1,673.5,,,,,,267.5,,405.4,590.0,,293.0,573.1,,,,695.0,74.0,,,,,593.4,608.3,,,,563.6,-214.0,,-207.1,,-369.0,-385.0,,,,,-362.9,-198.5,,,,,,-604.5,,-466.6,-282.0,,-579.0,-298.9,,,,-177.0,-798.0,,,,,-278.6,-263.7,,,,-308.4,,True,,False,False,,,,,False,True,,,,,,False,,False,False,,False,False,,,,True,False,,,,,False,False,,,,False
02100,5,2.0,,1.5,,2.0,0.0,,,,,2.8,1.5,,,,,,2.5,,0.7,,,2.0,0.9,,,1.0,13.0,1.0,,,,,,,,,,1.9,-3.0,,-3.5,,-3.0,-5.0,,,,,-2.2,-3.5,,,,,,-2.5,,-4.3,,,-3.0,-4.1,,,-4.0,8.0,-4.0,,,,,,,,,,-3.1,,False,,False,False,,,,,True,False,,,,,,True,,False,,,False,False,,,False,False,False,,,,,,,,,,False
02105,0,0.0,,0.0,,0.0,0.0,,,,,,2.5,,,,,,0.0,,2.3,,,,0.3,,,0.0,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,2.5,,,,,,0.0,,2.3,,,,0.3,,,0.0,,,,,,,,,,,,,,True,,True,True,,,,,,False,,,,,,True,,False,,,,False,,,True,,,,,,,,,,,,
02110,80,126.0,,133.2,,107.0,86.0,,,,,120.1,109.3,,,,,,85.1,,52.6,163.0,,47.0,109.9,,,117.0,130.0,24.1,,,,,,,,,,95.2,46.0,,53.2,,27.0,6.0,,,,,40.1,29.3,,,,,,5.1,,-27.4,83.0,,-33.0,29.9,,,37.0,50.0,-55.9,,,,,,,,,,15.2,,False,,True,True,,,,,True,True,,,,,,True,,True,False,,True,True,,,True,False,False,,,,,,,,,,True
02122,509,816.0,,805.1,,798.0,1081.0,,,,,549.6,655.7,,,,,,742.7,,516.9,,,786.0,821.6,,,941.0,767.0,77.9,,,,,491.9,513.5,,,,1041.8,307.0,,296.1,,289.0,572.0,,,,,40.6,146.7,,,,,,233.7,,7.9,,,277.0,312.6,,,432.0,258.0,-431.1,,,,,-17.1,4.5,,,,532.8,,True,,True,False,,,,,True,True,,,,,,True,,True,,,True,False,,,False,True,False,,,,,True,True,,,,False
02130,17,34.0,,32.3,,30.0,2.0,,,,,34.7,50.8,,,,,,8.9,,12.5,,,56.0,31.6,,,36.0,46.0,,,,,,,,,,,14.5,17.0,,15.3,,13.0,-15.0,,,,,17.7,33.8,,,,,,-8.1,,-4.5,,,39.0,14.6,,,19.0,29.0,,,,,,,,,,,-2.5,,True,,True,True,,,,,False,False,,,,,,True,,True,,,False,True,,,False,False,,,,,,,,,,,True
02150,368,328.0,,318.6,,305.0,0.0,,,,,180.6,232.7,,,,,,901.1,,138.8,,,999.0,291.9,,,366.0,234.0,9.0,,,,,,337.7,,,,459.9,-40.0,,-49.4,,-63.0,-368.0,,,,,-187.4,-135.3,,,,,,533.1,,-229.2,,,631.0,-76.1,,,-2.0,-134.0,-359.0,,,,,,-30.3,,,,91.9,,False,,False,False,,,,,False,False,,,,,,False,,False,,,False,False,,,True,False,False,,,,,,True,,,,False
02158,214,90.0,,98.8,,54.0,0.0,,,,,,90.0,,,,,,31.2,,,,,41.0,67.6,,,83.0,,,,,,,,,,,,,-124.0,,-115.2,,-160.0,-214.0,,,,,,-124.0,,,,,,-182.8,,,,,-173.0,-146.4,,,-131.0,,,,,,,,,,,,,,True,,False,False,,,,,,True,,,,,,False,,,,,False,False,,,False,,,,,,,,,,,,
02164,10,8.0,,7.7,,5.0,0.0,,,,,0.6,145.1,,,,,,1.4,,3.1,,,5.0,,,,9.0,14.0,2.0,,,,,,27.9,,,,7.9,-2.0,,-2.3,,-5.0,-10.0,,,,,-9.4,135.1,,,,,,-8.6,,-6.9,,,-5.0,,,,-1.0,4.0,-8.0,,,,,,17.9,,,,-2.1,,False,,False,False,,,,,False,False,,,,,,False,,False,,,False,,,,True,False,False,,,,,,False,,,,False
02170,1105,2934.0,,2897.9,,2479.0,2550.0,,,,,1450.7,1745.1,,,,,,12007.0,,1505.3,2016.5,,7853.5,2786.2,,,3491.0,2259.0,339.8,,,,,2261.1,2306.6,,,,2329.2,1829.0,,1792.9,,1374.0,1445.0,,,,,345.7,640.1,,,,,,10902.0,,400.3,911.5,,6748.5,1681.2,,,2386.0,1154.0,-765.2,,,,,1156.1,1201.6,,,,1224.2,,True,,True,True,,,,,True,True,,,,,,False,,True,True,,False,True,,,False,True,True,,,,,True,True,,,,True
02180,19,42.0,,38.4,,45.0,0.0,,,,,35.4,32.8,,,,,,88.6,,35.0,,,49.0,50.5,,,62.0,74.0,17.6,,,,,,47.2,,,,65.1,23.0,,19.4,,26.0,-19.0,,,,,16.4,13.8,,,,,,69.6,,16.0,,,30.0,31.5,,,43.0,55.0,-1.4,,,,,,28.2,,,,46.1,,True,,False,True,,,,,True,True,,,,,,False,,True,,,False,False,,,False,False,True,,,,,,False,,,,False
02185,205,186.0,,176.0,,156.0,0.0,,,,,99.6,110.8,,,,,,307.5,,65.9,,,607.0,170.6,,,222.0,144.0,17.9,,,,,,124.4,,,,112.8,-19.0,,-29.0,,-49.0,-205.0,,,,,-105.4,-94.2,,,,,,102.5,,-139.1,,,402.0,-34.4,,,17.0,-61.0,-187.1,,,,,,-80.6,,,,-92.2,,False,,False,False,,,,,False,False,,,,,,False,,False,,,False,False,,,True,False,False,,,,,,False,,,,False
02188,17,30.0,,28.3,,25.0,0.0,,,,,41.2,37.6,,,,,,21.8,,24.9,,,15.0,37.3,,,23.0,56.0,4.2,,,,,,87.1,,,,42.7,13.0,,11.3,,8.0,-17.0,,,,,24.2,20.6,,,,,,4.8,,7.9,,,-2.0,20.3,,,6.0,39.0,-12.8,,,,,,70.1,,,,25.7,,True,,True,False,,,,,False,False,,,,,,True,,True,,,True,False,,,True,False,True,,,,,,False,,,,False
02195,3,4.0,,3.9,,3.0,0.0,,,,,5.7,3.5,,,,,,5.2,,0.1,,,2.0,1.5,,,,14.0,,,,,,,,,,,,1.0,,0.9,,0.0,-3.0,,,,,2.7,0.5,,,,,,2.2,,-2.9,,,-1.0,-1.5,,,,11.0,,,,,,,,,,,,,True,,True,False,,,,,False,True,,,,,,False,,False,,,False,False,,,,False,,,,,,,,,,,
02198,9,16.0,,16.1,,15.0,,,,,,12.5,13.5,,,,,,19.9,,7.9,,,9.0,13.4,,,17.0,,,,,,,,,,,,,7.0,,7.1,,6.0,,,,,,3.5,4.5,,,,,,10.9,,-1.1,,,0.0,4.4,,,8.0,,,,,,,,,,,,,,False,,True,,,,,,True,True,,,,,,False,,True,,,True,True,,,False,,,,,,,,,,,,
02220,33,80.0,,78.8,,75.0,0.0,,,,,50.8,51.8,,,,,,92.5,,38.8,,,70.0,67.0,,,81.0,84.0,8.3,,,,,,,,,,98.1,47.0,,45.8,,42.0,-33.0,,,,,17.8,18.8,,,,,,59.5,,5.8,,,37.0,34.0,,,48.0,51.0,-24.7,,,,,,,,,,65.1,,True,,True,True,,,,,True,True,,,,,,False,,True,,,True,True,,,False,False,True,,,,,,,,,,False
02230,4,4.0,,3.7,,2.0,0.0,,,,,2.1,2.0,,,,,,11.5,,3.4,,,2.0,1.5,,,,,,,,,,,,,,,,0.0,,-0.3,,-2.0,-4.0,,,,,-1.9,-2.0,,,,,,7.5,,-0.6,,,-2.0,-2.5,,,,,,,,,,,,,,,,,False,,False,False,,,,,False,False,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,,
