,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01021,149,155.0,,156.3,,151.0,76.0,,,,,124.1,,115.7,,,,219.0,,243.2,79.4,139.0,,145.0,158.4,164.3,196.0,190.0,167.6,,,,,141.6,124.0,,,,212.5,6.0,,7.3,,2.0,-73.0,,,,,-24.9,,-33.3,,,,70.0,,94.2,-69.6,-10.0,,-4.0,9.4,15.3,47.0,41.0,18.6,,,,,-7.4,-25.0,,,,63.5,,False,,True,False,,,,,False,,False,,,,False,,False,False,False,,True,False,False,False,False,False,,,,,False,False,,,,False
01023,20,15.0,,14.8,,14.0,7.0,,,,,17.3,,44.0,,,,65.0,,10.7,7.9,,,12.0,11.3,16.7,16.0,32.0,25.6,,,,,,18.8,,,,20.5,-5.0,,-5.2,,-6.0,-13.0,,,,,-2.7,,24.0,,,,45.0,,-9.3,-12.1,,,-8.0,-8.7,-3.3,-4.0,12.0,5.6,,,,,,-1.2,,,,0.5,,False,,False,False,,,,,True,,False,,,,False,,False,False,,,False,False,True,True,False,False,,,,,,True,,,,True
01025,141,373.0,,392.2,,136.0,129.0,,,,,122.0,,1232.3,,,,117.0,,175.9,94.6,,,94.0,188.4,138.2,324.0,246.0,156.6,,,,,,245.1,,,,144.0,232.0,,251.2,,-5.0,-12.0,,,,,-19.0,,1091.3,,,,-24.0,,34.9,-46.4,,,-47.0,47.4,-2.8,183.0,105.0,15.6,,,,,,104.1,,,,3.0,,False,,True,True,,,,,True,,False,,,,True,,True,True,,,True,True,True,True,True,True,,,,,,True,,,,True
01027,54,42.0,,42.1,,44.0,38.0,,,,,42.7,,28.1,,,,63.0,,40.8,20.9,,,41.0,45.2,44.6,44.0,54.0,97.1,,,,,,44.3,,,,60.0,-12.0,,-11.9,,-10.0,-16.0,,,,,-11.3,,-25.9,,,,9.0,,-13.2,-33.1,,,-13.0,-8.8,-9.4,-10.0,0.0,43.1,,,,,,-9.7,,,,6.0,,True,,True,False,,,,,True,,False,,,,True,,False,False,,,False,True,True,True,True,False,,,,,,True,,,,True
01029,65,59.0,,52.8,,54.0,7.0,,,,,44.0,,72.8,,,,75.0,,35.0,18.4,,,41.0,56.2,63.5,73.0,69.0,55.3,,,,,,63.9,,,,70.2,-6.0,,-12.2,,-11.0,-58.0,,,,,-21.0,,7.8,,,,10.0,,-30.0,-46.6,,,-24.0,-8.8,-1.5,8.0,4.0,-9.7,,,,,,-1.1,,,,5.2,,False,,False,False,,,,,False,,False,,,,False,,False,False,,,False,False,True,False,True,False,,,,,,True,,,,True
01031,269,249.0,,251.7,,252.0,263.0,,,,,177.6,,254.0,,,,183.0,,261.0,121.3,187.0,,207.0,257.5,270.7,305.0,272.0,288.8,,,,,237.7,280.9,,,,345.6,-20.0,,-17.3,,-17.0,-6.0,,,,,-91.4,,-15.0,,,,-86.0,,-8.0,-147.7,-82.0,,-62.0,-11.5,1.7,36.0,3.0,19.8,,,,,-31.3,11.9,,,,76.6,,True,,True,True,,,,,False,,True,,,,False,,True,False,False,,False,True,True,False,True,True,,,,,False,True,,,,False
01033,284,290.0,,311.1,,302.0,276.0,,,,,226.6,,454.2,,,,347.0,,270.7,170.6,236.5,,315.0,317.5,318.8,353.0,318.0,381.9,,,,,274.7,314.3,,,,327.3,6.0,,27.1,,18.0,-8.0,,,,,-57.4,,170.2,,,,63.0,,-13.3,-113.4,-47.5,,31.0,33.5,34.8,69.0,34.0,97.9,,,,,-9.3,30.3,,,,43.3,,False,,False,False,,,,,False,,False,,,,False,,False,False,False,,False,False,False,False,False,False,,,,,False,False,,,,False
01035,29,41.0,,44.7,,47.0,47.0,,,,,34.4,,26.2,,,,47.0,,63.2,18.8,,,56.0,35.4,40.0,59.0,53.0,60.5,,,,,,51.3,,,,43.0,12.0,,15.7,,18.0,18.0,,,,,5.4,,-2.8,,,,18.0,,34.2,-10.2,,,27.0,6.4,11.0,30.0,24.0,31.5,,,,,,22.3,,,,14.0,,False,,False,False,,,,,True,,True,,,,False,,False,True,,,False,True,True,False,False,False,,,,,,False,,,,False
01037,24,37.0,,36.7,,39.0,44.0,,,,,24.7,,37.1,,,,36.0,,37.8,12.9,,,39.0,38.3,42.4,43.0,43.0,44.9,,,,,,36.5,,,,56.6,13.0,,12.7,,15.0,20.0,,,,,0.7,,13.1,,,,12.0,,13.8,-11.1,,,15.0,14.3,18.4,19.0,19.0,20.9,,,,,,12.5,,,,32.6,,True,,False,False,,,,,True,,False,,,,True,,False,True,,,False,False,False,False,False,False,,,,,,True,,,,False
01039,182,159.0,,172.5,,150.0,72.0,,,,,109.7,,196.1,,,,153.0,,184.3,78.7,116.5,,81.0,147.9,152.0,218.0,190.0,201.4,,,,,133.4,147.6,,,,187.8,-23.0,,-9.5,,-32.0,-110.0,,,,,-72.3,,14.1,,,,-29.0,,2.3,-103.3,-65.5,,-101.0,-34.1,-30.0,36.0,8.0,19.4,,,,,-48.6,-34.4,,,,5.8,,True,,False,False,,,,,False,,True,,,,False,,True,False,False,,False,False,False,False,True,True,,,,,False,False,,,,True
01041,58,30.0,,32.9,,30.0,14.0,,,,,35.6,,35.8,,,,45.0,,29.7,14.4,,,28.0,40.3,41.9,38.0,47.0,46.9,,,,,,32.9,,,,35.0,-28.0,,-25.1,,-28.0,-44.0,,,,,-22.4,,-22.2,,,,-13.0,,-28.3,-43.6,,,-30.0,-17.7,-16.1,-20.0,-11.0,-11.1,,,,,,-25.1,,,,-23.0,,True,,False,False,,,,,True,,True,,,,True,,False,False,,,False,True,True,True,True,True,,,,,,True,,,,True
01043,608,648.0,,692.5,,594.0,563.0,,,,,365.3,,660.4,,,,599.0,,823.1,303.0,448.0,,543.5,588.1,608.1,818.0,642.0,614.3,,,,,609.2,614.7,,,,1192.6,40.0,,84.5,,-14.0,-45.0,,,,,-242.7,,52.4,,,,-9.0,,215.1,-305.0,-160.0,,-64.5,-19.9,0.1,210.0,34.0,6.3,,,,,1.2,6.7,,,,584.6,,False,,True,False,,,,,False,,False,,,,True,,False,False,False,,False,True,True,False,True,True,,,,,True,True,,,,False
01045,242,238.0,,243.1,,194.0,198.0,,,,,160.1,,261.5,,,,186.0,,334.1,96.6,160.5,,189.0,228.4,232.9,292.0,259.0,208.4,,,,,220.3,227.8,,,,318.4,-4.0,,1.1,,-48.0,-44.0,,,,,-81.9,,19.5,,,,-56.0,,92.1,-145.4,-81.5,,-53.0,-13.6,-9.1,50.0,17.0,-33.6,,,,,-21.7,-14.2,,,,76.4,,True,,False,False,,,,,False,,False,,,,False,,False,False,False,,False,False,False,False,False,False,,,,,False,False,,,,False
01047,107,109.0,,110.5,,95.0,60.0,,,,,97.3,,82.7,,,,163.0,,96.0,69.0,89.5,,52.0,94.9,108.9,126.0,140.0,112.6,,,,,103.4,121.7,,,,140.7,2.0,,3.5,,-12.0,-47.0,,,,,-9.7,,-24.3,,,,56.0,,-11.0,-38.0,-17.5,,-55.0,-12.1,1.9,19.0,33.0,5.6,,,,,-3.6,14.7,,,,33.7,,False,,False,False,,,,,False,,False,,,,False,,False,False,False,,False,False,True,False,False,False,,,,,False,False,,,,False
01049,575,503.0,,498.2,,491.0,500.0,,,,,313.8,,510.2,,,,538.0,,481.9,229.0,356.0,,431.0,460.9,490.6,634.0,508.0,528.9,,,,,418.3,384.5,,,,633.5,-72.0,,-76.8,,-84.0,-75.0,,,,,-261.2,,-64.8,,,,-37.0,,-93.1,-346.0,-219.0,,-144.0,-114.1,-84.4,59.0,-67.0,-46.1,,,,,-156.7,-190.5,,,,58.5,,False,,False,False,,,,,False,,True,,,,True,,False,False,False,,False,False,False,True,True,True,,,,,False,False,,,,True
01051,563,463.0,,464.8,,443.0,509.0,,,,,307.5,,381.9,,,,306.0,,642.3,242.7,343.5,,425.0,456.8,486.7,573.0,461.0,428.3,,,,,436.9,495.9,,,,537.8,-100.0,,-98.2,,-120.0,-54.0,,,,,-255.5,,-181.1,,,,-257.0,,79.3,-320.3,-219.5,,-138.0,-106.2,-76.3,10.0,-102.0,-134.7,,,,,-126.1,-67.1,,,,-25.2,,True,,False,True,,,,,False,,False,,,,False,,True,False,False,,False,False,True,True,False,False,,,,,False,True,,,,True
01053,121,162.0,,158.8,,148.0,7.0,,,,,90.1,,160.8,,,,164.0,,253.5,73.2,106.0,,125.0,133.4,132.3,191.0,181.0,259.7,,,,,142.2,152.0,,,,162.5,41.0,,37.8,,27.0,-114.0,,,,,-30.9,,39.8,,,,43.0,,132.5,-47.8,-15.0,,4.0,12.4,11.3,70.0,60.0,138.7,,,,,21.2,31.0,,,,41.5,,True,,True,False,,,,,True,,True,,,,False,,False,False,True,,True,True,True,False,False,False,,,,,True,True,,,,False
01055,904,751.0,,812.5,,732.0,789.0,,,,,510.7,,799.2,,,,685.0,,928.8,423.5,584.0,,650.0,713.0,688.9,1017.0,774.0,854.5,,,,,702.0,794.2,,,,2617.7,-153.0,,-91.5,,-172.0,-115.0,,,,,-393.3,,-104.8,,,,-219.0,,24.8,-480.5,-320.0,,-254.0,-191.0,-215.1,113.0,-130.0,-49.5,,,,,-202.0,-109.8,,,,1713.7,,True,,False,True,,,,,False,,True,,,,False,,True,False,False,,False,False,False,True,True,True,,,,,False,True,,,,False
01057,134,115.0,,117.4,,107.0,74.0,,,,,75.8,,122.6,,,,96.0,,109.1,48.9,,,104.0,104.2,103.1,158.0,115.0,144.9,,,,,,106.8,,,,176.5,-19.0,,-16.6,,-27.0,-60.0,,,,,-58.2,,-11.4,,,,-38.0,,-24.9,-85.1,,,-30.0,-29.8,-30.9,24.0,-19.0,10.9,,,,,,-27.2,,,,42.5,,True,,False,False,,,,,False,,True,,,,False,,False,False,,,False,False,False,False,False,True,,,,,,False,,,,False
01059,163,163.0,,163.8,,162.0,49.0,,,,,136.1,,140.8,,,,231.0,,209.9,100.6,126.5,,158.0,160.3,170.0,219.0,183.0,240.5,,,,,150.6,158.3,,,,179.7,0.0,,0.8,,-1.0,-114.0,,,,,-26.9,,-22.2,,,,68.0,,46.9,-62.4,-36.5,,-5.0,-2.7,7.0,56.0,20.0,77.5,,,,,-12.4,-4.7,,,,16.7,,False,,False,False,,,,,False,,False,,,,False,,False,False,False,,False,False,False,False,False,False,,,,,False,False,,,,False
01061,85,93.0,,91.9,,93.0,77.0,,,,,68.3,,75.2,,,,109.0,,93.6,46.7,,,78.0,92.8,93.2,110.0,110.0,115.3,,,,,,95.5,,,,93.6,8.0,,6.9,,8.0,-8.0,,,,,-16.7,,-9.8,,,,24.0,,8.6,-38.3,,,-7.0,7.8,8.2,25.0,25.0,30.3,,,,,,10.5,,,,8.6,,True,,False,False,,,,,False,,False,,,,False,,False,False,,,True,True,False,False,False,False,,,,,,False,,,,False
01063,39,78.0,,78.6,,64.0,0.0,,,,,39.1,,106.5,,,,35.0,,99.3,18.1,,,81.0,57.3,60.1,83.0,69.0,27.5,,,,,,81.4,,,,75.6,39.0,,39.6,,25.0,-39.0,,,,,0.1,,67.5,,,,-4.0,,60.3,-20.9,,,42.0,18.3,21.1,44.0,30.0,-11.5,,,,,,42.4,,,,36.6,,False,,True,False,,,,,True,,False,,,,True,,False,True,,,False,True,True,False,True,True,,,,,,False,,,,True
01065,138,98.0,,101.0,,85.0,7.0,,,,,63.5,,87.0,,,,76.0,,102.9,37.5,,,82.0,87.0,92.8,107.0,97.0,106.3,,,,,,84.3,,,,118.3,-40.0,,-37.0,,-53.0,-131.0,,,,,-74.5,,-51.0,,,,-62.0,,-35.1,-100.5,,,-56.0,-51.0,-45.2,-31.0,-41.0,-31.7,,,,,,-53.7,,,,-19.7,,True,,False,False,,,,,False,,False,,,,False,,True,False,,,False,False,False,True,False,True,,,,,,False,,,,True
01067,97,63.0,,65.1,,62.0,1.0,,,,,50.8,,123.9,,,,58.0,,79.3,30.6,,,62.0,64.8,67.0,83.0,76.0,55.3,,,,,,67.5,,,,74.5,-34.0,,-31.9,,-35.0,-96.0,,,,,-46.2,,26.9,,,,-39.0,,-17.7,-66.4,,,-35.0,-32.2,-30.0,-14.0,-21.0,-41.7,,,,,,-29.5,,,,-22.5,,True,,False,False,,,,,False,,True,,,,False,,True,False,,,False,True,True,True,True,False,,,,,,True,,,,True
01069,503,374.0,,380.3,,373.0,401.0,,,,,323.7,,431.1,,,,372.0,,378.5,198.4,335.5,,385.0,398.1,411.0,453.0,464.0,420.6,,,,,351.5,375.7,,,,330.9,-129.0,,-122.7,,-130.0,-102.0,,,,,-179.3,,-71.9,,,,-131.0,,-124.5,-304.6,-167.5,,-118.0,-104.9,-92.0,-50.0,-39.0,-82.4,,,,,-151.5,-127.3,,,,-172.1,,True,,False,True,,,,,False,,True,,,,False,,True,False,False,,True,True,True,True,True,True,,,,,False,True,,,,False
01071,335,467.0,,418.1,,456.0,247.0,,,,,320.9,,514.8,,,,392.0,,795.7,208.9,399.0,,536.0,444.8,448.3,698.0,476.0,645.4,,,,,448.3,385.1,,,,1100.7,132.0,,83.1,,121.0,-88.0,,,,,-14.1,,179.8,,,,57.0,,460.7,-126.1,64.0,,201.0,109.8,113.3,363.0,141.0,310.4,,,,,113.3,50.1,,,,765.7,,True,,True,True,,,,,True,,False,,,,True,,False,True,True,,False,True,True,False,False,False,,,,,True,True,,,,False
01073,4860,4230.0,,4207.3,4575.8,4280.0,5157.0,,,,,2925.4,,5386.2,,5316.9,,4010.0,,4826.9,2293.1,3052.0,,4309.5,4280.1,4104.6,5035.0,4251.0,3886.0,,,,,3929.2,4243.4,5317.0,,,4600.3,-630.0,,-652.7,-284.2,-580.0,297.0,,,,,-1934.6,,526.2,,456.9,,-850.0,,-33.1,-2566.9,-1808.0,,-550.5,-579.9,-755.4,175.0,-609.0,-974.0,,,,,-930.8,-616.6,457.0,,,-259.7,,False,True,True,True,,,,,False,,True,,True,,False,,True,False,False,,True,True,False,True,True,False,,,,,False,True,True,,,True
01075,100,97.0,,97.0,,90.0,67.0,,,,,59.9,,100.1,,,,77.0,,96.2,30.5,,,120.0,90.7,99.5,112.0,91.0,85.5,,,,,,85.7,,,,126.5,-3.0,,-3.0,,-10.0,-33.0,,,,,-40.1,,0.1,,,,-23.0,,-3.8,-69.5,,,20.0,-9.3,-0.5,12.0,-9.0,-14.5,,,,,,-14.3,,,,26.5,,False,,False,False,,,,,False,,True,,,,False,,False,False,,,False,False,True,False,False,False,,,,,,False,,,,False
01077,526,412.0,,416.1,,442.0,427.0,,,,,307.1,,426.4,,,,573.0,,431.2,275.1,399.5,,452.5,462.8,478.1,448.0,471.0,495.5,,,,,341.7,348.9,,,,524.3,-114.0,,-109.9,,-84.0,-99.0,,,,,-218.9,,-99.6,,,,47.0,,-94.8,-250.9,-126.5,,-73.5,-63.2,-47.9,-78.0,-55.0,-30.5,,,,,-184.3,-177.1,,,,-1.7,,True,,True,True,,,,,False,,True,,,,True,,True,False,False,,True,True,True,True,True,True,,,,,False,False,,,,True
01079,170,148.0,,149.7,,148.0,154.0,,,,,97.1,,188.0,,,,233.0,,137.3,61.0,114.5,,132.0,158.6,162.7,194.0,167.0,140.9,,,,,,134.7,,,,269.2,-22.0,,-20.3,,-22.0,-16.0,,,,,-72.9,,18.0,,,,63.0,,-32.7,-109.0,-55.5,,-38.0,-11.4,-7.3,24.0,-3.0,-29.1,,,,,,-35.3,,,,99.2,,True,,False,True,,,,,False,,True,,,,False,,False,False,False,,False,True,True,False,True,False,,,,,,False,,,,False
01081,608,544.0,,544.3,,592.0,730.0,,,,,452.3,,467.9,,658.5,,520.0,,554.1,358.4,399.0,,798.0,630.8,624.0,652.0,651.0,980.5,,,,,481.2,595.9,631.0,,,545.8,-64.0,,-63.7,,-16.0,122.0,,,,,-155.7,,-140.1,,50.5,,-88.0,,-53.9,-249.6,-209.0,,190.0,22.8,16.0,44.0,43.0,372.5,,,,,-126.8,-12.1,23.0,,,-62.2,,True,,True,False,,,,,False,,False,,True,,False,,True,False,False,,False,True,True,True,True,False,,,,,False,True,True,,,True
