,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
29015,458,570.0,,871.0,,,,309.0,,1965.9,158.4,,796.0,,,,,,112.0,,413.0,,,,-149.0,,1507.9,-299.6,,338.0,,,,,,,False,,,,False,,False,False,,False,,,,,
29017,234,505.0,,493.0,,,,249.0,,126.2,160.5,,498.0,,,,,,271.0,,259.0,,,,15.0,,-107.8,-73.5,,264.0,,,,,,,True,,,,True,,True,True,,True,,,,,
29019,3752,6795.0,,9000.0,,,,3365.0,,17118.2,3409.2,,9476.5,,,3870.2,,,3043.0,,5248.0,,,,-387.0,,13366.2,-342.8,,5724.5,,,118.2,,,,False,,,,True,,False,True,,False,,,True,,
29021,1911,2525.0,,4928.0,,,,2476.0,,10937.0,1674.7,,2516.0,,,1437.1,,,614.0,,3017.0,,,,565.0,,9026.0,-236.3,,605.0,,,-473.9,,,,False,,,,True,,False,True,,True,,,True,,
29023,914,1110.0,,730.0,,,,1309.0,,222.4,507.8,,847.5,,,1074.1,,,196.0,,-184.0,,,,395.0,,-691.6,-406.2,,-66.5,,,160.1,,,,True,,,,False,,False,False,,True,,,True,,
29025,206,295.0,,280.0,,,,199.0,,622.1,89.4,,385.0,,,,,,89.0,,74.0,,,,-7.0,,416.1,-116.6,,179.0,,,,,,,True,,,,True,,False,False,,False,,,,,
29027,1220,2110.0,,1830.0,,,,910.0,,1573.3,752.3,,2458.0,,,1297.9,,,890.0,,610.0,,,,-310.0,,353.3,-467.7,,1238.0,,,77.9,,,,True,,,,True,,True,True,,False,,,True,,
29029,821,1300.0,,1460.0,,,,602.0,,2425.0,404.1,,1052.0,,,941.0,,,479.0,,639.0,,,,-219.0,,1604.0,-416.9,,231.0,,,120.0,,,,False,,,,True,,False,True,,True,,,True,,
29031,2079,3710.0,,3997.0,,,,1758.0,,13518.4,1544.1,,5792.0,,,2097.9,,,1631.0,,1918.0,,,,-321.0,,11439.4,-534.9,,3713.0,,,18.9,,,,False,,,,True,,False,True,,False,,,True,,
29033,276,295.0,,273.0,,,,233.0,,178.4,99.3,,373.5,,,,,,19.0,,-3.0,,,,-43.0,,-97.6,-176.7,,97.5,,,,,,,True,,,,False,,False,False,,False,,,,,
29035,122,125.0,,72.0,,,,95.0,,19.0,22.2,,102.0,,,,,,3.0,,-50.0,,,,-27.0,,-103.0,-99.8,,-20.0,,,,,,,False,,,,False,,False,False,,False,,,,,
29037,2097,2430.0,,4136.0,,,,1747.0,,3822.5,1030.4,,3136.0,,,1437.6,,,333.0,,2039.0,,,,-350.0,,1725.5,-1066.6,,1039.0,,,-659.4,,,,False,,,,False,,False,False,,False,,,False,,
29039,123,395.0,,331.0,,,,269.0,,1934.8,93.5,,547.0,,,,,,272.0,,208.0,,,,146.0,,1811.8,-29.5,,424.0,,,,,,,True,,,,True,,False,True,,False,,,,,
29041,117,320.0,,311.0,,,,156.0,,1185.0,47.0,,1609.0,,,,,,203.0,,194.0,,,,39.0,,1068.0,-70.0,,1492.0,,,,,,,True,,,,True,,False,True,,False,,,,,
29043,1854,1920.0,,2572.0,,,,1151.0,,1993.3,854.7,,2379.0,,,1343.2,,,66.0,,718.0,,,,-703.0,,139.3,-999.3,,525.0,,,-510.8,,,,False,,,,False,,False,False,,False,,,False,,
29045,120,285.0,,291.0,,,,146.0,,915.4,106.2,,477.0,,,,,,165.0,,171.0,,,,26.0,,795.4,-13.8,,357.0,,,,,,,False,,,,True,,False,True,,False,,,,,
29047,2082,2775.0,,3502.0,,,,5009.0,,3539.9,2388.4,,3589.5,,,2138.2,,,693.0,,1420.0,,,,2927.0,,1457.9,306.4,,1507.5,,,56.2,,,,False,,,,False,,False,True,,False,,,True,,
29049,410,560.0,,416.0,,,,422.0,,452.3,143.6,,523.0,,,,,,150.0,,6.0,,,,12.0,,42.3,-266.4,,113.0,,,,,,,True,,,,True,,True,False,,True,,,,,
29051,2251,4285.0,,3520.0,,,,1471.0,,3047.2,1526.8,,3871.0,,,1707.3,,,2034.0,,1269.0,,,,-780.0,,796.2,-724.2,,1620.0,,,-543.7,,,,True,,,,True,,True,True,,True,,,True,,
29053,411,860.0,,359.0,,,,403.0,,1099.5,227.2,,1224.0,,,,,,449.0,,-52.0,,,,-8.0,,688.5,-183.8,,813.0,,,,,,,True,,,,True,,False,True,,False,,,,,
29055,517,830.0,,999.0,,,,394.0,,1100.0,244.0,,646.0,,,,,,313.0,,482.0,,,,-123.0,,583.0,-273.0,,129.0,,,,,,,False,,,,True,,False,True,,True,,,,,
29057,103,275.0,,127.0,,,,99.0,,1913.6,96.7,,456.0,,,,,,172.0,,24.0,,,,-4.0,,1810.6,-6.3,,353.0,,,,,,,True,,,,True,,False,True,,False,,,,,
29059,160,365.0,,320.0,,,,234.0,,252.0,187.0,,328.5,,,,,,205.0,,160.0,,,,74.0,,92.0,27.0,,168.5,,,,,,,True,,,,True,,True,True,,True,,,,,
29061,139,175.0,,72.0,,,,218.0,,594.6,46.1,,142.0,,,,,,36.0,,-67.0,,,,79.0,,455.6,-92.9,,3.0,,,,,,,False,,,,False,,False,False,,True,,,,,
29063,266,245.0,,256.0,,,,351.0,,70.3,115.1,,161.0,,,,,,-21.0,,-10.0,,,,85.0,,-195.7,-150.9,,-105.0,,,,,,,True,,,,False,,False,False,,False,,,,,
29065,268,345.0,,459.0,,,,256.0,,569.6,194.5,,554.0,,,,,,77.0,,191.0,,,,-12.0,,301.6,-73.5,,286.0,,,,,,,False,,,,True,,False,True,,False,,,,,
29067,199,145.0,,111.0,,,,201.0,,130.4,135.8,,172.0,,,,,,-54.0,,-88.0,,,,2.0,,-68.6,-63.2,,-27.0,,,,,,,False,,,,True,,False,False,,True,,,,,
29069,512,735.0,,814.0,,,,963.0,,518.9,401.1,,674.0,,,519.0,,,223.0,,302.0,,,,451.0,,6.9,-110.9,,162.0,,,7.0,,,,False,,,,False,,True,True,,True,,,True,,
29071,2134,2830.0,,3497.0,,,,2115.0,,3359.6,1346.0,,2255.0,,,1685.7,,,696.0,,1363.0,,,,-19.0,,1225.6,-788.0,,121.0,,,-448.3,,,,False,,,,True,,False,False,,True,,,True,,
29073,240,230.0,,355.0,,,,213.0,,160.9,147.4,,238.0,,,,,,-10.0,,115.0,,,,-27.0,,-79.1,-92.6,,-2.0,,,,,,,False,,,,False,,False,False,,True,,,,,
29075,237,450.0,,257.0,,,,131.0,,989.5,105.9,,619.0,,,,,,213.0,,20.0,,,,-106.0,,752.5,-131.1,,382.0,,,,,,,True,,,,True,,False,True,,False,,,,,
29077,5555,6155.0,,7054.0,,,,4653.0,,6098.1,3376.4,,7389.0,,,4873.0,,,600.0,,1499.0,,,,-902.0,,543.1,-2178.6,,1834.0,,,-682.0,,,,False,,,,False,,True,False,,False,,,False,,
29079,220,420.0,,228.0,,,,318.0,,263.0,130.5,,760.0,,,,,,200.0,,8.0,,,,98.0,,43.0,-89.5,,540.0,,,,,,,True,,,,True,,True,True,,False,,,,,
29081,267,380.0,,199.0,,,,206.0,,1830.2,59.8,,291.0,,,,,,113.0,,-68.0,,,,-61.0,,1563.2,-207.2,,24.0,,,,,,,True,,,,True,,False,False,,True,,,,,
29083,556,1150.0,,1486.0,,,,480.0,,3496.6,286.7,,2180.0,,,,,,594.0,,930.0,,,,-76.0,,2940.6,-269.3,,1624.0,,,,,,,False,,,,True,,False,True,,False,,,,,
29085,83,225.0,,203.0,,,,103.0,,39.1,201.8,,145.5,,,,,,142.0,,120.0,,,,20.0,,-43.9,118.8,,62.5,,,,,,,True,,,,True,,True,True,,True,,,,,
29087,128,170.0,,6.0,,,,63.0,,736.4,83.9,,318.0,,,,,,42.0,,-122.0,,,,-65.0,,608.4,-44.1,,190.0,,,,,,,False,,,,False,,False,False,,False,,,,,
29089,203,355.0,,258.0,,,,200.0,,255.8,182.1,,475.0,,,,,,152.0,,55.0,,,,-3.0,,52.8,-20.9,,272.0,,,,,,,True,,,,True,,True,True,,False,,,,,
29091,686,495.0,,481.0,,,,838.0,,79.5,394.9,,293.0,,,809.0,,,-191.0,,-205.0,,,,152.0,,-606.5,-291.1,,-393.0,,,123.0,,,,False,,,,True,,False,False,,False,,,True,,
29093,159,165.0,,203.0,,,,149.0,,462.3,113.8,,138.0,,,,,,6.0,,44.0,,,,-10.0,,303.3,-45.2,,-21.0,,,,,,,False,,,,False,,False,False,,False,,,,,
29095,7656,10000.0,,13219.0,,,,11315.0,,27601.5,12647.2,,12959.5,,,6553.8,,,2344.0,,5563.0,,,,3659.0,,19945.5,4991.2,,5303.5,,,-1102.2,,,,False,,,,False,,False,False,,False,,,True,,
29097,2398,4780.0,,5244.0,,,,3019.0,,9235.9,2087.6,,5761.5,,,2648.4,,,2382.0,,2846.0,,,,621.0,,6837.9,-310.4,,3363.5,,,250.4,,,,False,,,,True,,False,True,,False,,,True,,
29099,5639,7035.0,,8071.0,,,,4657.0,,21215.8,3506.1,,10884.5,,,4970.0,,,1396.0,,2432.0,,,,-982.0,,15576.8,-2132.9,,5245.5,,,-669.0,,,,False,,,,True,,False,False,,False,,,True,,
29101,946,1350.0,,2291.0,,,,1030.0,,2091.6,608.1,,1586.0,,,1357.8,,,404.0,,1345.0,,,,84.0,,1145.6,-337.9,,640.0,,,411.8,,,,False,,,,True,,False,True,,False,,,False,,
29103,44,105.0,,44.0,,,,77.0,,857.7,49.3,,106.0,,,,,,61.0,,0.0,,,,33.0,,813.7,5.3,,62.0,,,,,,,True,,,,True,,False,True,,False,,,,,
29105,788,790.0,,600.0,,,,578.0,,1264.6,506.5,,653.0,,,307.5,,,2.0,,-188.0,,,,-210.0,,476.6,-281.5,,-135.0,,,-480.5,,,,False,,,,False,,False,False,,False,,,False,,
29107,645,845.0,,1066.0,,,,676.0,,822.3,257.7,,1170.0,,,1064.1,,,200.0,,421.0,,,,31.0,,177.3,-387.3,,525.0,,,419.1,,,,False,,,,True,,True,False,,False,,,False,,
29109,598,1170.0,,1089.0,,,,782.0,,1358.2,668.5,,1047.0,,,603.8,,,572.0,,491.0,,,,184.0,,760.2,70.5,,449.0,,,5.8,,,,True,,,,True,,False,True,,True,,,True,,
29111,142,425.0,,451.0,,,,209.0,,695.4,145.2,,594.0,,,,,,283.0,,309.0,,,,67.0,,553.4,3.2,,452.0,,,,,,,False,,,,True,,False,True,,False,,,,,
29113,1408,1710.0,,2585.0,,,,1095.0,,2827.8,841.6,,2327.0,,,914.6,,,302.0,,1177.0,,,,-313.0,,1419.8,-566.4,,919.0,,,-493.4,,,,False,,,,False,,False,False,,False,,,False,,
29115,145,230.0,,153.0,,,,315.0,,588.2,66.1,,301.0,,,,,,85.0,,8.0,,,,170.0,,443.2,-78.9,,156.0,,,,,,,True,,,,False,,False,True,,False,,,,,
29117,269,315.0,,218.0,,,,377.0,,387.1,127.4,,387.5,,,,,,46.0,,-51.0,,,,108.0,,118.1,-141.6,,118.5,,,,,,,False,,,,False,,False,False,,False,,,,,
29119,235,200.0,,138.0,,,,627.0,,93.0,127.3,,154.0,,,187.2,,,-35.0,,-97.0,,,,392.0,,-142.0,-107.7,,-81.0,,,-47.8,,,,False,,,,False,,False,False,,False,,,False,,
29121,400,625.0,,1018.0,,,,364.0,,1442.1,223.4,,1516.0,,,,,,225.0,,618.0,,,,-36.0,,1042.1,-176.6,,1116.0,,,,,,,False,,,,True,,False,True,,False,,,,,
29123,396,580.0,,285.0,,,,264.0,,499.9,184.3,,404.0,,,,,,184.0,,-111.0,,,,-132.0,,103.9,-211.7,,8.0,,,,,,,True,,,,True,,True,False,,True,,,,,
29125,138,230.0,,173.0,,,,106.0,,99.4,102.6,,199.0,,,,,,92.0,,35.0,,,,-32.0,,-38.6,-35.4,,61.0,,,,,,,True,,,,True,,True,True,,True,,,,,
29127,794,1230.0,,1021.0,,,,759.0,,1471.0,588.1,,1571.0,,,623.1,,,436.0,,227.0,,,,-35.0,,677.0,-205.9,,777.0,,,-170.9,,,,True,,,,True,,False,True,,False,,,True,,
29129,57,80.0,,0.0,,,,72.0,,403.3,17.0,,27.0,,,,,,23.0,,-57.0,,,,15.0,,346.3,-40.0,,-30.0,,,,,,,False,,,,True,,False,False,,False,,,,,
29131,635,785.0,,638.0,,,,420.0,,711.6,529.8,,638.5,,,433.3,,,150.0,,3.0,,,,-215.0,,76.6,-105.2,,3.5,,,-201.7,,,,True,,,,False,,True,True,,True,,,False,,
29133,506,345.0,,356.0,,,,344.0,,124.6,115.5,,271.0,,,,,,-161.0,,-150.0,,,,-162.0,,-381.4,-390.5,,-235.0,,,,,,,True,,,,False,,False,False,,False,,,,,
29135,403,1040.0,,630.0,,,,330.0,,1141.4,197.9,,791.0,,,,,,637.0,,227.0,,,,-73.0,,738.4,-205.1,,388.0,,,,,,,True,,,,True,,False,True,,True,,,,,
29137,178,335.0,,497.0,,,,122.0,,674.3,176.9,,292.0,,,,,,157.0,,319.0,,,,-56.0,,496.3,-1.1,,114.0,,,,,,,False,,,,True,,False,True,,True,,,,,
29139,183,170.0,,218.0,,,,139.0,,53.6,49.6,,143.0,,,,,,-13.0,,35.0,,,,-44.0,,-129.4,-133.4,,-40.0,,,,,,,False,,,,False,,False,False,,False,,,,,
29141,457,440.0,,367.0,,,,291.0,,244.4,160.1,,449.0,,,,,,-17.0,,-90.0,,,,-166.0,,-212.6,-296.9,,-8.0,,,,,,,False,,,,False,,False,False,,True,,,,,
29143,409,965.0,,142.0,,,,388.0,,1319.0,247.9,,1099.5,,,,,,556.0,,-267.0,,,,-21.0,,910.0,-161.1,,690.5,,,,,,,True,,,,True,,False,True,,False,,,,,
29145,666,1320.0,,1504.0,,,,1676.0,,1073.2,647.5,,1189.5,,,661.1,,,654.0,,838.0,,,,1010.0,,407.2,-18.5,,523.5,,,-4.9,,,,False,,,,False,,True,True,,True,,,True,,
29147,589,925.0,,566.0,,,,751.0,,903.0,348.7,,860.5,,,447.8,,,336.0,,-23.0,,,,162.0,,314.0,-240.3,,271.5,,,-141.2,,,,True,,,,True,,True,True,,True,,,True,,
29149,179,170.0,,104.0,,,,258.0,,117.4,91.2,,159.0,,,,,,-9.0,,-75.0,,,,79.0,,-61.6,-87.8,,-20.0,,,,,,,False,,,,False,,False,False,,False,,,,,
29151,337,570.0,,293.0,,,,245.0,,428.7,120.4,,364.0,,,,,,233.0,,-44.0,,,,-92.0,,91.7,-216.6,,27.0,,,,,,,True,,,,True,,True,True,,True,,,,,
29153,93,95.0,,58.0,,,,111.0,,24.7,90.0,,91.0,,,,,,2.0,,-35.0,,,,18.0,,-68.3,-3.0,,-2.0,,,,,,,False,,,,False,,False,False,,False,,,,,
29155,278,605.0,,457.0,,,,537.0,,1288.7,203.6,,601.0,,,,,,327.0,,179.0,,,,259.0,,1010.7,-74.4,,323.0,,,,,,,True,,,,True,,False,True,,True,,,,,
29157,511,1205.0,,704.0,,,,441.0,,2070.3,308.8,,1207.0,,,610.7,,,694.0,,193.0,,,,-70.0,,1559.3,-202.2,,696.0,,,99.7,,,,True,,,,True,,False,True,,False,,,True,,
29159,1338,1705.0,,1730.0,,,,1270.0,,1436.6,864.6,,1611.5,,,590.1,,,367.0,,392.0,,,,-68.0,,98.6,-473.4,,273.5,,,-747.9,,,,False,,,,True,,True,False,,True,,,False,,
29161,946,1295.0,,2187.0,,,,748.0,,2299.1,667.4,,1423.0,,,753.2,,,349.0,,1241.0,,,,-198.0,,1353.1,-278.6,,477.0,,,-192.8,,,,False,,,,True,,False,True,,False,,,True,,
29163,517,810.0,,1027.0,,,,467.0,,3092.1,240.3,,2156.0,,,,,,293.0,,510.0,,,,-50.0,,2575.1,-276.7,,1639.0,,,,,,,False,,,,True,,False,True,,False,,,,,
29165,800,800.0,,1358.0,,,,1635.0,,896.1,874.1,,942.5,,,754.3,,,0.0,,558.0,,,,835.0,,96.1,74.1,,142.5,,,-45.7,,,,False,,,,False,,False,False,,False,,,False,,
29167,470,495.0,,494.0,,,,531.0,,138.8,283.0,,382.0,,,199.6,,,25.0,,24.0,,,,61.0,,-331.2,-187.0,,-88.0,,,-270.4,,,,True,,,,False,,False,False,,False,,,False,,
29169,936,705.0,,880.0,,,,876.0,,507.6,362.6,,495.0,,,522.1,,,-231.0,,-56.0,,,,-60.0,,-428.4,-573.4,,-441.0,,,-413.9,,,,True,,,,True,,False,False,,False,,,False,,
29171,93,145.0,,128.0,,,,102.0,,1217.7,56.3,,23.0,,,,,,52.0,,35.0,,,,9.0,,1124.7,-36.7,,-70.0,,,,,,,True,,,,True,,False,True,,False,,,,,
29173,254,425.0,,541.0,,,,176.0,,3537.3,151.1,,482.0,,,,,,171.0,,287.0,,,,-78.0,,3283.3,-102.9,,228.0,,,,,,,False,,,,True,,False,True,,False,,,,,
29175,509,970.0,,653.0,,,,663.0,,492.9,199.1,,789.0,,,,,,461.0,,144.0,,,,154.0,,-16.1,-309.9,,280.0,,,,,,,True,,,,True,,True,True,,True,,,,,
29177,430,745.0,,667.0,,,,526.0,,2000.9,268.8,,1318.0,,,,,,315.0,,237.0,,,,96.0,,1570.9,-161.2,,888.0,,,,,,,True,,,,True,,False,True,,False,,,,,
29179,83,130.0,,69.0,,,,95.0,,110.0,38.4,,66.0,,,,,,47.0,,-14.0,,,,12.0,,27.0,-44.6,,-17.0,,,,,,,True,,,,True,,True,True,,True,,,,,
29181,207,445.0,,382.0,,,,270.0,,1934.1,102.9,,300.0,,,,,,238.0,,175.0,,,,63.0,,1727.1,-104.1,,93.0,,,,,,,True,,,,True,,False,True,,True,,,,,
29183,9565,12300.0,,15771.0,,,,8043.0,,25025.2,8077.7,,16027.0,,,7374.1,,,2735.0,,6206.0,,,,-1522.0,,15460.2,-1487.3,,6462.0,,,-2190.9,,,,False,,,,True,,False,True,,False,,,True,,
29185,181,375.0,,366.0,,,,144.0,,1452.2,140.9,,535.5,,,,,,194.0,,185.0,,,,-37.0,,1271.2,-40.1,,354.5,,,,,,,True,,,,True,,False,True,,False,,,,,
29186,478,1060.0,,990.0,,,,438.0,,1858.4,250.6,,1039.0,,,,,,582.0,,512.0,,,,-40.0,,1380.4,-227.4,,561.0,,,,,,,True,,,,True,,False,True,,True,,,,,
29187,1960,3260.0,,4284.0,,,,1824.0,,4718.5,1100.5,,4098.5,,,1883.1,,,1300.0,,2324.0,,,,-136.0,,2758.5,-859.5,,2138.5,,,-76.9,,,,False,,,,True,,False,True,,False,,,True,,
29189,23513,25700.0,,35307.0,,,,19814.0,,60869.2,14064.7,,38183.5,,,17707.9,,,2187.0,,11794.0,,,,-3699.0,,37356.2,-9448.3,,14670.5,,,-5805.1,,,,False,,,,False,,False,False,,False,,,False,,
29195,518,1090.0,,300.0,,,,609.0,,1322.2,372.8,,1704.0,,,752.2,,,572.0,,-218.0,,,,91.0,,804.2,-145.2,,1186.0,,,234.2,,,,True,,,,True,,False,True,,False,,,True,,
29197,67,155.0,,127.0,,,,118.0,,480.3,45.8,,394.0,,,,,,88.0,,60.0,,,,51.0,,413.3,-21.2,,327.0,,,,,,,True,,,,True,,False,True,,False,,,,,
29199,82,190.0,,102.0,,,,141.0,,1117.3,27.4,,73.0,,,,,,108.0,,20.0,,,,59.0,,1035.3,-54.6,,-9.0,,,,,,,True,,,,True,,False,True,,True,,,,,
29201,1112,1615.0,,1518.0,,,,992.0,,1353.8,577.8,,1339.5,,,1269.7,,,503.0,,406.0,,,,-120.0,,241.8,-534.2,,227.5,,,157.7,,,,True,,,,True,,True,False,,True,,,True,,
29203,80,115.0,,94.0,,,,124.0,,15.7,64.0,,66.0,,,,,,35.0,,14.0,,,,44.0,,-64.3,-16.0,,-14.0,,,,,,,True,,,,False,,False,True,,True,,,,,
29205,117,185.0,,67.0,,,,105.0,,2800.5,77.7,,153.0,,,,,,68.0,,-50.0,,,,-12.0,,2683.5,-39.3,,36.0,,,,,,,True,,,,True,,False,True,,True,,,,,
29207,719,995.0,,938.0,,,,792.0,,1480.2,351.3,,705.0,,,863.0,,,276.0,,219.0,,,,73.0,,761.2,-367.7,,-14.0,,,144.0,,,,True,,,,True,,False,False,,True,,,True,,
29209,528,615.0,,744.0,,,,409.0,,535.9,435.8,,713.0,,,,,,87.0,,216.0,,,,-119.0,,7.9,-92.2,,185.0,,,,,,,False,,,,False,,True,False,,False,,,,,
29211,138,285.0,,0.0,,,,196.0,,41.0,110.3,,145.0,,,,,,147.0,,-138.0,,,,58.0,,-97.0,-27.7,,7.0,,,,,,,True,,,,True,,True,True,,True,,,,,
29213,1232,1245.0,,1674.0,,,,861.0,,827.1,582.4,,1397.5,,,675.8,,,13.0,,442.0,,,,-371.0,,-404.9,-649.6,,165.5,,,-556.2,,,,False,,,,False,,False,False,,False,,,False,,
29215,415,545.0,,701.0,,,,462.0,,1008.1,378.8,,606.0,,,,,,130.0,,286.0,,,,47.0,,593.1,-36.2,,191.0,,,,,,,False,,,,True,,False,True,,False,,,,,
29217,339,480.0,,726.0,,,,396.0,,1943.0,233.3,,538.0,,,,,,141.0,,387.0,,,,57.0,,1604.0,-105.7,,199.0,,,,,,,False,,,,True,,False,True,,False,,,,,
29219,583,815.0,,1277.0,,,,566.0,,1764.3,394.5,,1507.5,,,,,,232.0,,694.0,,,,-17.0,,1181.3,-188.5,,924.5,,,,,,,False,,,,True,,False,True,,False,,,,,
29221,526,1230.0,,293.0,,,,591.0,,2655.9,365.4,,1808.0,,,,,,704.0,,-233.0,,,,65.0,,2129.9,-160.6,,1282.0,,,,,,,True,,,,True,,False,True,,False,,,,,
29223,208,230.0,,151.0,,,,237.0,,270.8,149.8,,183.0,,,,,,22.0,,-57.0,,,,29.0,,62.8,-58.2,,-25.0,,,,,,,False,,,,False,,False,False,,False,,,,,
29225,712,830.0,,903.0,,,,532.0,,559.6,295.7,,664.0,,,805.8,,,118.0,,191.0,,,,-180.0,,-152.4,-416.3,,-48.0,,,93.8,,,,False,,,,False,,False,False,,True,,,True,,
29227,59,45.0,,0.0,,,,46.0,,7.1,7.9,,24.0,,,,,,-14.0,,-59.0,,,,-13.0,,-51.9,-51.1,,-35.0,,,,,,,False,,,,True,,False,False,,False,,,,,
29229,263,215.0,,154.0,,,,280.0,,132.9,60.3,,164.0,,,,,,-48.0,,-109.0,,,,17.0,,-130.1,-202.7,,-99.0,,,,,,,False,,,,True,,False,False,,False,,,,,
29510,4912,5590.0,,8382.0,,,,6513.0,,8781.4,3816.7,,10032.5,,,2511.2,,,678.0,,3470.0,,,,1601.0,,3869.4,-1095.3,,5120.5,,,-2400.8,,,,False,,,,False,,False,False,,False,,,False,,
30001,314,420.0,,0.0,,,,139.0,,65.2,189.6,,339.0,,,,,,106.0,,-314.0,,,,-175.0,,-248.8,-124.4,,25.0,,,,,,,False,,,,False,,False,False,,True,,,,,
30003,447,315.0,,0.0,,,,568.0,,60.8,252.7,,396.0,,,208.4,,,-132.0,,-447.0,,,,121.0,,-386.2,-194.3,,-51.0,,,-238.6,,,,False,,,,True,,False,False,,True,,,False,,
30005,129,285.0,,,,,,173.0,,17.3,108.6,,129.0,,,,,,156.0,,,,,,44.0,,-111.7,-20.4,,0.0,,,,,,,,,,,True,,True,True,,True,,,,,
30007,136,120.0,,21.0,,,,133.0,,151.3,39.2,,148.0,,,,,,-16.0,,-115.0,,,,-3.0,,15.3,-96.8,,12.0,,,,,,,False,,,,True,,True,False,,True,,,,,
30009,194,610.0,,1.0,,,,246.0,,2723.6,202.8,,685.0,,,,,,416.0,,-193.0,,,,52.0,,2529.6,8.8,,491.0,,,,,,,True,,,,True,,False,True,,False,,,,,
30011,48,45.0,,0.0,,,,51.0,,0.3,31.7,,85.0,,,,,,-3.0,,-48.0,,,,3.0,,-47.7,-16.3,,37.0,,,,,,,False,,,,False,,False,False,,False,,,,,
30013,2781,3340.0,,3340.0,,,,4722.0,,173.6,1353.9,,4198.5,,,2630.1,,,559.0,,559.0,,,,1941.0,,-2607.4,-1427.1,,1417.5,,,-150.9,,,,False,,,,False,,False,False,,False,,,True,,
30015,138,200.0,,0.0,,,,159.0,,123.2,79.6,,207.0,,,,,,62.0,,-138.0,,,,21.0,,-14.8,-58.4,,69.0,,,,,,,False,,,,True,,True,True,,False,,,,,
30017,391,560.0,,,,,,446.0,,56.3,210.8,,361.0,,,,,,169.0,,,,,,55.0,,-334.7,-180.2,,-30.0,,,,,,,,,,,True,,False,False,,True,,,,,
30019,69,55.0,,0.0,,,,35.0,,2.7,27.2,,16.0,,,,,,-14.0,,-69.0,,,,-34.0,,-66.3,-41.8,,-53.0,,,,,,,False,,,,False,,False,False,,False,,,,,
30021,474,440.0,,0.0,,,,367.0,,167.1,160.9,,468.0,,,,,,-34.0,,-474.0,,,,-107.0,,-306.9,-313.1,,-6.0,,,,,,,False,,,,False,,False,False,,True,,,,,
30023,214,455.0,,216.0,,,,278.0,,250.7,147.5,,189.5,,,,,,241.0,,2.0,,,,64.0,,36.7,-66.5,,-24.5,,,,,,,True,,,,True,,True,True,,True,,,,,
30025,108,230.0,,0.0,,,,59.0,,186.7,91.3,,283.0,,,,,,122.0,,-108.0,,,,-49.0,,78.7,-16.7,,175.0,,,,,,,True,,,,True,,True,True,,False,,,,,
30027,426,465.0,,0.0,,,,596.0,,233.9,254.8,,399.0,,,,,,39.0,,-426.0,,,,170.0,,-192.1,-171.2,,-27.0,,,,,,,False,,,,False,,False,False,,True,,,,,
30029,3398,3600.0,,4386.0,,,,3700.0,,3983.7,1454.9,,4537.0,,,5420.4,,,202.0,,988.0,,,,302.0,,585.7,-1943.1,,1139.0,,,2022.4,,,,False,,,,False,,False,False,,False,,,False,,
30031,3405,5565.0,,5685.0,,,,2082.0,,5457.5,2874.4,,6365.0,,,3971.3,,,2160.0,,2280.0,,,,-1323.0,,2052.5,-530.6,,2960.0,,,566.3,,,,False,,,,True,,True,True,,False,,,True,,
30033,25,65.0,,0.0,,,,156.0,,81.6,2.1,,28.0,,,,,,40.0,,-25.0,,,,131.0,,56.6,-22.9,,3.0,,,,,,,True,,,,False,,False,True,,True,,,,,
30035,182,25.0,,177.0,,,,405.0,,2.9,135.9,,100.0,,,71.4,,,-157.0,,-5.0,,,,223.0,,-179.1,-46.1,,-82.0,,,-110.6,,,,True,,,,False,,False,True,,True,,,True,,
30037,19,20.0,,0.0,,,,70.0,,38.3,4.1,,14.0,,,,,,1.0,,-19.0,,,,51.0,,19.3,-14.9,,-5.0,,,,,,,False,,,,False,,False,False,,False,,,,,
