,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,LANL-GrowthRate,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-LANL-GrowthRate,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-LANL-GrowthRate,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
49041,0,0.0,,1.0,,,,,602.0,,6.1,,,,0.0,,1.0,,,,,602.0,,6.1,,,,,False,,,,,False,,False,,,
49043,1143,996.0,,1405.0,,,,,430.0,,1238.9,1703.0,407.5,496.0,-147.0,,262.0,,,,,-713.0,,95.9,560.0,-735.5,-647.0,,False,,,,,False,,True,False,False,False
49045,2204,1410.0,,2097.0,,,,,1444.0,,2158.6,1648.0,516.5,1064.0,-794.0,,-107.0,,,,,-760.0,,-45.4,-556.0,-1687.5,-1140.0,,True,,,,,True,,True,True,False,False
49047,0,0.0,,11.0,,,,,220.0,,275.9,,,,0.0,,11.0,,,,,220.0,,275.9,,,,,False,,,,,False,,False,,,
49049,27113,21858.0,,43414.0,,,,,17654.0,,15649.7,25811.5,23284.3,4148.0,-5255.0,,16301.0,,,,,-9459.0,,-11463.3,-1301.5,-3828.7,-22965.0,,False,,,,,False,,False,True,True,False
49051,1544,870.0,,959.0,,,,,638.0,,1042.1,1302.0,544.2,380.0,-674.0,,-585.0,,,,,-906.0,,-501.9,-242.0,-999.8,-1164.0,,True,,,,,False,,True,True,False,False
49053,0,0.0,,0.0,,,,,392.0,,236.1,,,,0.0,,0.0,,,,,392.0,,236.1,,,,,True,,,,,False,,False,,,
49055,0,0.0,,0.0,,,,,45.0,,1.4,,,,0.0,,0.0,,,,,45.0,,1.4,,,,,True,,,,,False,,False,,,
49057,0,0.0,,88.0,,,,,5931.0,,292.0,,,,0.0,,88.0,,,,,5931.0,,292.0,,,,,False,,,,,False,,False,,,
50001,97,36.0,,61.0,,,,,100.0,,341.6,30.0,,48.0,-61.0,,-36.0,,,,,3.0,,244.6,-67.0,,-49.0,,True,,,,,True,,False,False,,True
50003,219,18.0,,0.0,,,,,7.0,,240.7,32.0,,3.0,-201.0,,-219.0,,,,,-212.0,,21.7,-187.0,,-216.0,,False,,,,,False,,True,True,,False
50005,158,42.0,,147.0,,,,,38.0,,427.4,52.0,,75.0,-116.0,,-11.0,,,,,-120.0,,269.4,-106.0,,-83.0,,True,,,,,False,,False,True,,True
50007,1207,528.0,,926.0,,,,,354.0,,976.8,799.0,210.9,707.0,-679.0,,-281.0,,,,,-853.0,,-230.2,-408.0,-996.1,-500.0,,True,,,,,False,,True,True,False,True
50009,60,54.0,,0.0,,,,,20.0,,2252.9,12.0,,146.0,-6.0,,-60.0,,,,,-40.0,,2192.9,-48.0,,86.0,,False,,,,,False,,False,False,,False
50011,297,6.0,,107.0,,,,,47.0,,254.7,14.0,,1.0,-291.0,,-190.0,,,,,-250.0,,-42.3,-283.0,,-296.0,,True,,,,,True,,True,True,,False
50013,37,18.0,,0.0,,,,,6.0,,13.2,6.0,,168.0,-19.0,,-37.0,,,,,-31.0,,-23.8,-31.0,,131.0,,False,,,,,False,,False,False,,False
50015,152,6.0,,0.0,,,,,33.0,,245.3,6.0,,30.0,-146.0,,-152.0,,,,,-119.0,,93.3,-146.0,,-122.0,,False,,,,,True,,True,False,,True
50017,250,36.0,,107.0,,,,,59.0,,709.0,29.0,,211.0,-214.0,,-143.0,,,,,-191.0,,459.0,-221.0,,-39.0,,True,,,,,True,,False,False,,True
50019,213,60.0,,229.0,,,,,27.0,,1318.4,98.0,,184.0,-153.0,,16.0,,,,,-186.0,,1105.4,-115.0,,-29.0,,True,,,,,False,,False,True,,True
50021,210,12.0,,7.0,,,,,6.0,,266.3,11.0,,3.0,-198.0,,-203.0,,,,,-204.0,,56.3,-199.0,,-207.0,,False,,,,,False,,True,False,,False
50023,693,120.0,,383.0,,,,,84.0,,399.5,136.0,,157.0,-573.0,,-310.0,,,,,-609.0,,-293.5,-557.0,,-536.0,,True,,,,,False,,True,True,,True
50025,207,30.0,,86.0,,,,,12.0,,335.5,28.0,,15.0,-177.0,,-121.0,,,,,-195.0,,128.5,-179.0,,-192.0,,True,,,,,False,,True,False,,False
50027,201,36.0,,81.0,,,,,12.0,,315.0,21.0,,37.0,-165.0,,-120.0,,,,,-189.0,,114.0,-180.0,,-164.0,,True,,,,,False,,True,False,,True
51001,325,96.0,,92.0,,,,,158.0,,320.7,48.0,60.8,104.0,-229.0,,-233.0,,,,,-167.0,,-4.3,-277.0,-264.2,-221.0,,False,,,,,True,,True,False,False,True
51003,777,270.0,,181.0,,,,,332.0,,382.7,245.0,160.1,135.0,-507.0,,-596.0,,,,,-445.0,,-394.3,-532.0,-616.9,-642.0,,False,,,,,True,,True,False,False,False
51005,368,570.0,,957.0,,,,,99.0,,1971.1,100.0,,436.0,202.0,,589.0,,,,,-269.0,,1603.1,-268.0,,68.0,,False,,,,,False,,False,False,,True
51007,176,18.0,,41.0,,,,,53.0,,25.3,29.0,,7.0,-158.0,,-135.0,,,,,-123.0,,-150.7,-147.0,,-169.0,,True,,,,,True,,True,True,,False
51009,553,168.0,,161.0,,,,,176.0,,458.8,71.0,,0.0,-385.0,,-392.0,,,,,-377.0,,-94.2,-482.0,,-553.0,,False,,,,,True,,True,False,,False
51011,249,132.0,,203.0,,,,,88.0,,545.9,113.0,,100.0,-117.0,,-46.0,,,,,-161.0,,296.9,-136.0,,-149.0,,True,,,,,False,,False,False,,False
51013,2851,1536.0,,2601.0,,,,,766.0,,1453.4,1869.0,1137.6,1451.0,-1315.0,,-250.0,,,,,-2085.0,,-1397.6,-982.0,-1713.4,-1400.0,,True,,,,,False,,False,True,False,False
51015,1801,486.0,,814.0,,,,,478.0,,672.5,209.0,,579.0,-1315.0,,-987.0,,,,,-1323.0,,-1128.5,-1592.0,,-1222.0,,True,,,,,False,,True,False,,True
51017,79,36.0,,0.0,,,,,30.0,,51.9,18.0,,87.0,-43.0,,-79.0,,,,,-49.0,,-27.1,-61.0,,8.0,,False,,,,,False,,True,False,,True
51019,1214,666.0,,631.0,,,,,577.0,,1201.9,572.0,563.2,344.0,-548.0,,-583.0,,,,,-637.0,,-12.1,-642.0,-650.8,-870.0,,False,,,,,False,,True,False,False,False
51021,320,72.0,,0.0,,,,,48.0,,261.7,33.0,,82.0,-248.0,,-320.0,,,,,-272.0,,-58.3,-287.0,,-238.0,,False,,,,,False,,True,False,,True
51023,531,558.0,,1795.0,,,,,180.0,,2729.3,538.0,,639.0,27.0,,1264.0,,,,,-351.0,,2198.3,7.0,,108.0,,False,,,,,False,,False,True,,False
51025,111,66.0,,44.0,,,,,73.0,,66.3,0.0,,62.0,-45.0,,-67.0,,,,,-38.0,,-44.7,-111.0,,-49.0,,False,,,,,True,,True,False,,False
51027,329,90.0,,58.0,,,,,256.0,,401.5,38.5,,39.0,-239.0,,-271.0,,,,,-73.0,,72.5,-290.5,,-290.0,,False,,,,,True,,True,False,,False
51029,406,318.0,,241.0,,,,,94.0,,319.5,331.0,,105.0,-88.0,,-165.0,,,,,-312.0,,-86.5,-75.0,,-301.0,,False,,,,,False,,True,True,,False
51031,829,462.0,,355.0,,,,,378.0,,995.1,361.0,,224.0,-367.0,,-474.0,,,,,-451.0,,166.1,-468.0,,-605.0,,False,,,,,False,,True,False,,False
51033,402,126.0,,238.0,,,,,92.0,,488.5,122.0,,135.0,-276.0,,-164.0,,,,,-310.0,,86.5,-280.0,,-267.0,,True,,,,,False,,True,False,,True
51035,641,270.0,,649.0,,,,,373.0,,596.0,214.0,,326.0,-371.0,,8.0,,,,,-268.0,,-45.0,-427.0,,-315.0,,True,,,,,True,,True,False,,True
51036,57,36.0,,27.0,,,,,30.0,,46.7,1.0,,54.0,-21.0,,-30.0,,,,,-27.0,,-10.3,-56.0,,-3.0,,False,,,,,False,,True,False,,True
51037,83,96.0,,38.0,,,,,69.0,,65.5,33.0,,72.0,13.0,,-45.0,,,,,-14.0,,-17.5,-50.0,,-11.0,,False,,,,,False,,False,False,,True
51041,3970,1704.0,,1415.0,,,,,1400.0,,1710.8,1855.5,1447.3,1334.0,-2266.0,,-2555.0,,,,,-2570.0,,-2259.2,-2114.5,-2522.7,-2636.0,,False,,,,,False,,True,True,False,False
51043,176,78.0,,118.0,,,,,54.0,,91.9,1.0,,148.0,-98.0,,-58.0,,,,,-122.0,,-84.1,-175.0,,-28.0,,True,,,,,False,,True,False,,True
51045,62,42.0,,65.0,,,,,32.0,,345.3,5.0,,126.0,-20.0,,3.0,,,,,-30.0,,283.3,-57.0,,64.0,,True,,,,,False,,False,False,,False
51047,1196,570.0,,1159.0,,,,,225.0,,704.7,439.0,293.0,437.0,-626.0,,-37.0,,,,,-971.0,,-491.3,-757.0,-903.0,-759.0,,True,,,,,False,,True,False,False,False
51049,54,54.0,,34.0,,,,,38.0,,61.1,22.0,,28.0,0.0,,-20.0,,,,,-16.0,,7.1,-32.0,,-26.0,,False,,,,,False,,False,False,,False
51051,359,144.0,,302.0,,,,,168.0,,243.5,207.0,,179.0,-215.0,,-57.0,,,,,-191.0,,-115.5,-152.0,,-180.0,,True,,,,,True,,True,True,,True
51053,211,216.0,,217.0,,,,,125.0,,482.9,209.0,,141.0,5.0,,6.0,,,,,-86.0,,271.9,-2.0,,-70.0,,False,,,,,False,,False,True,,False
51057,95,12.0,,0.0,,,,,46.0,,23.8,15.0,,4.0,-83.0,,-95.0,,,,,-49.0,,-71.2,-80.0,,-91.0,,False,,,,,True,,True,True,,False
51059,13643,5952.0,,6487.0,,,,,3609.0,,4287.5,8677.0,4485.3,5950.0,-7691.0,,-7156.0,,,,,-10034.0,,-9355.5,-4966.0,-9157.7,-7693.0,,True,,,,,False,,False,True,False,False
51061,888,210.0,,253.0,,,,,269.0,,443.7,215.0,99.0,109.0,-678.0,,-635.0,,,,,-619.0,,-444.3,-673.0,-789.0,-779.0,,True,,,,,True,,True,True,False,False
51063,181,84.0,,92.0,,,,,129.0,,115.1,40.0,,90.0,-97.0,,-89.0,,,,,-52.0,,-65.9,-141.0,,-91.0,,True,,,,,True,,True,False,,True
51065,217,66.0,,1.0,,,,,89.0,,309.1,69.0,,50.0,-151.0,,-216.0,,,,,-128.0,,92.1,-148.0,,-167.0,,False,,,,,True,,True,True,,False
51067,961,1146.0,,1570.0,,,,,514.0,,3671.4,1038.0,,607.0,185.0,,609.0,,,,,-447.0,,2710.4,77.0,,-354.0,,False,,,,,False,,False,True,,False
51069,1902,612.0,,1757.0,,,,,477.0,,856.2,702.0,637.2,811.0,-1290.0,,-145.0,,,,,-1425.0,,-1045.8,-1200.0,-1264.8,-1091.0,,True,,,,,False,,True,True,True,True
51071,306,138.0,,293.0,,,,,143.0,,725.5,182.0,,137.0,-168.0,,-13.0,,,,,-163.0,,419.5,-124.0,,-169.0,,True,,,,,True,,False,True,,False
51073,347,72.0,,41.0,,,,,131.0,,339.3,20.0,,74.0,-275.0,,-306.0,,,,,-216.0,,-7.7,-327.0,,-273.0,,False,,,,,True,,True,False,,True
51075,171,120.0,,141.0,,,,,85.0,,363.2,71.0,,267.0,-51.0,,-30.0,,,,,-86.0,,192.2,-100.0,,96.0,,True,,,,,False,,False,False,,False
51077,280,108.0,,93.0,,,,,174.0,,122.8,132.0,,59.0,-172.0,,-187.0,,,,,-106.0,,-157.2,-148.0,,-221.0,,False,,,,,True,,True,True,,False
51079,147,96.0,,90.0,,,,,77.0,,320.4,53.5,,166.0,-51.0,,-57.0,,,,,-70.0,,173.4,-93.5,,19.0,,False,,,,,False,,False,False,,True
51081,63,36.0,,56.0,,,,,81.0,,26.2,1.0,,0.0,-27.0,,-7.0,,,,,18.0,,-36.8,-62.0,,-63.0,,True,,,,,True,,False,False,,False
51083,365,456.0,,660.0,,,,,290.0,,649.9,346.0,,276.0,91.0,,295.0,,,,,-75.0,,284.9,-19.0,,-89.0,,False,,,,,True,,False,True,,True
51085,1320,822.0,,1665.0,,,,,393.0,,1044.2,1184.0,570.2,1036.0,-498.0,,345.0,,,,,-927.0,,-275.8,-136.0,-749.8,-284.0,,True,,,,,False,,True,True,False,True
51087,3788,2166.0,,2528.0,,,,,1391.0,,1639.0,2934.5,1259.7,1814.0,-1622.0,,-1260.0,,,,,-2397.0,,-2149.0,-853.5,-2528.3,-1974.0,,True,,,,,False,,False,True,False,False
51089,842,546.0,,824.0,,,,,624.0,,896.5,512.0,397.4,373.0,-296.0,,-18.0,,,,,-218.0,,54.5,-330.0,-444.6,-469.0,,True,,,,,True,,True,False,False,False
51091,27,18.0,,0.0,,,,,19.0,,12.2,6.0,,54.0,-9.0,,-27.0,,,,,-8.0,,-14.8,-21.0,,27.0,,False,,,,,True,,False,False,,False
51093,399,114.0,,125.0,,,,,141.0,,379.2,118.0,,61.0,-285.0,,-274.0,,,,,-258.0,,-19.8,-281.0,,-338.0,,True,,,,,True,,True,True,,False
51095,534,180.0,,211.0,,,,,216.0,,374.0,256.0,,174.0,-354.0,,-323.0,,,,,-318.0,,-160.0,-278.0,,-360.0,,True,,,,,True,,True,True,,False
51097,47,36.0,,0.0,,,,,32.0,,31.2,17.0,,178.0,-11.0,,-47.0,,,,,-15.0,,-15.8,-30.0,,131.0,,False,,,,,False,,False,False,,False
51099,265,66.0,,201.0,,,,,70.0,,459.0,130.5,,50.0,-199.0,,-64.0,,,,,-195.0,,194.0,-134.5,,-215.0,,True,,,,,True,,True,True,,False
51101,155,108.0,,112.0,,,,,60.0,,377.7,122.0,,79.0,-47.0,,-43.0,,,,,-95.0,,222.7,-33.0,,-76.0,,True,,,,,False,,False,True,,False
51103,70,36.0,,42.0,,,,,39.0,,38.1,4.0,,32.0,-34.0,,-28.0,,,,,-31.0,,-31.9,-66.0,,-38.0,,True,,,,,True,,True,False,,False
51105,592,612.0,,1158.0,,,,,321.0,,1936.4,718.5,,283.0,20.0,,566.0,,,,,-271.0,,1344.4,126.5,,-309.0,,False,,,,,False,,False,False,,False
51107,4190,1992.0,,6733.0,,,,,1338.0,,1414.7,1821.0,1871.0,2132.0,-2198.0,,2543.0,,,,,-2852.0,,-2775.3,-2369.0,-2319.0,-2058.0,,False,,,,,False,,False,False,False,True
51109,299,78.0,,50.0,,,,,135.0,,357.3,35.0,,20.0,-221.0,,-249.0,,,,,-164.0,,58.3,-264.0,,-279.0,,False,,,,,True,,True,False,,False
51111,66,12.0,,21.0,,,,,59.0,,14.3,0.0,,6.0,-54.0,,-45.0,,,,,-7.0,,-51.7,-66.0,,-60.0,,True,,,,,True,,True,False,,False
51113,103,78.0,,176.0,,,,,46.0,,187.5,0.0,,181.0,-25.0,,73.0,,,,,-57.0,,84.5,-103.0,,78.0,,False,,,,,False,,False,False,,False
51115,116,30.0,,0.0,,,,,34.0,,17.5,22.0,,11.0,-86.0,,-116.0,,,,,-82.0,,-98.5,-94.0,,-105.0,,False,,,,,True,,False,False,,False
51117,228,168.0,,80.0,,,,,235.0,,398.9,128.0,,70.0,-60.0,,-148.0,,,,,7.0,,170.9,-100.0,,-158.0,,False,,,,,True,,False,False,,False
51119,83,6.0,,0.0,,,,,33.0,,9.2,30.0,,1.0,-77.0,,-83.0,,,,,-50.0,,-73.8,-53.0,,-82.0,,False,,,,,True,,True,True,,False
51121,1557,1446.0,,1648.0,,,,,1049.0,,1795.1,1601.0,643.4,793.0,-111.0,,91.0,,,,,-508.0,,238.1,44.0,-913.6,-764.0,,True,,,,,False,,False,True,False,False
51125,133,30.0,,41.0,,,,,55.0,,20.8,4.0,,20.0,-103.0,,-92.0,,,,,-78.0,,-112.2,-129.0,,-113.0,,True,,,,,True,,False,False,,False
51127,190,84.0,,65.0,,,,,79.0,,378.6,79.0,,81.0,-106.0,,-125.0,,,,,-111.0,,188.6,-111.0,,-109.0,,False,,,,,False,,False,False,,False
51131,69,30.0,,0.0,,,,,54.0,,36.0,19.0,,34.0,-39.0,,-69.0,,,,,-15.0,,-33.0,-50.0,,-35.0,,False,,,,,True,,True,False,,True
51133,130,18.0,,2.0,,,,,39.0,,22.6,12.0,,5.0,-112.0,,-128.0,,,,,-91.0,,-107.4,-118.0,,-125.0,,False,,,,,True,,True,False,,False
51135,506,216.0,,39.0,,,,,89.0,,117.3,116.0,,161.0,-290.0,,-467.0,,,,,-417.0,,-388.7,-390.0,,-345.0,,False,,,,,False,,False,False,,False
51137,331,216.0,,425.0,,,,,123.0,,609.1,254.0,,157.0,-115.0,,94.0,,,,,-208.0,,278.1,-77.0,,-174.0,,True,,,,,False,,False,True,,False
51139,348,78.0,,96.0,,,,,154.0,,342.5,45.0,,47.0,-270.0,,-252.0,,,,,-194.0,,-5.5,-303.0,,-301.0,,True,,,,,True,,True,False,,False
51141,298,156.0,,60.0,,,,,166.0,,466.1,162.0,,251.0,-142.0,,-238.0,,,,,-132.0,,168.1,-136.0,,-47.0,,False,,,,,True,,False,True,,True
51143,898,438.0,,405.0,,,,,557.0,,803.0,490.0,224.7,277.0,-460.0,,-493.0,,,,,-341.0,,-95.0,-408.0,-673.3,-621.0,,False,,,,,True,,True,True,False,False
51145,337,66.0,,47.0,,,,,89.0,,354.3,46.0,,65.0,-271.0,,-290.0,,,,,-248.0,,17.3,-291.0,,-272.0,,False,,,,,True,,True,False,,False
51147,177,90.0,,54.0,,,,,165.0,,92.0,36.0,,30.0,-87.0,,-123.0,,,,,-12.0,,-85.0,-141.0,,-147.0,,False,,,,,True,,True,False,,False
51149,431,612.0,,826.0,,,,,166.0,,791.6,506.0,531.8,392.0,181.0,,395.0,,,,,-265.0,,360.6,75.0,100.8,-39.0,,False,,,,,False,,False,True,True,True
51153,7256,3516.0,,3819.0,,,,,1931.0,,2694.2,4795.5,2359.0,2125.0,-3740.0,,-3437.0,,,,,-5325.0,,-4561.8,-2460.5,-4897.0,-5131.0,,True,,,,,False,,False,True,False,False
51155,844,270.0,,783.0,,,,,353.0,,578.2,295.0,,490.0,-574.0,,-61.0,,,,,-491.0,,-265.8,-549.0,,-354.0,,True,,,,,True,,True,True,,True
51157,66,6.0,,0.0,,,,,21.0,,11.5,14.0,,0.0,-60.0,,-66.0,,,,,-45.0,,-54.5,-52.0,,-66.0,,False,,,,,True,,True,True,,False
51159,274,0.0,,0.0,,,,,50.0,,31.4,0.0,,0.0,-274.0,,-274.0,,,,,-224.0,,-242.6,-274.0,,-274.0,,False,,,,,True,,True,False,,False
51161,2185,1338.0,,1081.0,,,,,762.0,,3868.3,1439.5,1721.8,1086.0,-847.0,,-1104.0,,,,,-1423.0,,1683.3,-745.5,-463.2,-1099.0,,False,,,,,False,,False,True,True,False
51163,281,120.0,,106.0,,,,,103.0,,331.7,44.0,,446.0,-161.0,,-175.0,,,,,-178.0,,50.7,-237.0,,165.0,,False,,,,,False,,True,False,,False
51165,1364,552.0,,1623.0,,,,,608.0,,635.1,278.0,405.0,638.0,-812.0,,259.0,,,,,-756.0,,-728.9,-1086.0,-959.0,-726.0,,True,,,,,True,,True,False,False,True
51167,663,612.0,,705.0,,,,,414.0,,1003.0,598.0,,412.0,-51.0,,42.0,,,,,-249.0,,340.0,-65.0,,-251.0,,True,,,,,False,,False,False,,False
51169,555,456.0,,420.0,,,,,267.0,,2141.8,432.0,,193.0,-99.0,,-135.0,,,,,-288.0,,1586.8,-123.0,,-362.0,,False,,,,,False,,False,False,,False
51171,785,552.0,,252.0,,,,,237.0,,734.6,608.0,,560.0,-233.0,,-533.0,,,,,-548.0,,-50.4,-177.0,,-225.0,,False,,,,,False,,True,True,,True
51173,801,540.0,,1231.0,,,,,435.0,,815.8,734.0,,876.0,-261.0,,430.0,,,,,-366.0,,14.8,-67.0,,75.0,,False,,,,,False,,True,True,,True
51175,141,36.0,,0.0,,,,,96.0,,306.5,12.0,,14.0,-105.0,,-141.0,,,,,-45.0,,165.5,-129.0,,-127.0,,False,,,,,True,,False,False,,False
51177,1393,654.0,,652.0,,,,,501.0,,795.5,861.0,460.7,612.0,-739.0,,-741.0,,,,,-892.0,,-597.5,-532.0,-932.3,-781.0,,False,,,,,False,,True,True,False,False
51179,1769,780.0,,1437.0,,,,,483.0,,1162.5,1139.0,409.3,861.0,-989.0,,-332.0,,,,,-1286.0,,-606.5,-630.0,-1359.7,-908.0,,True,,,,,False,,True,True,False,True
51181,71,36.0,,0.0,,,,,27.0,,21.9,24.0,,0.0,-35.0,,-71.0,,,,,-44.0,,-49.1,-47.0,,-71.0,,False,,,,,False,,False,False,,False
51183,55,18.0,,0.0,,,,,57.0,,29.7,64.0,,2.0,-37.0,,-55.0,,,,,2.0,,-25.3,9.0,,-53.0,,False,,,,,True,,True,True,,False
51185,1194,486.0,,485.0,,,,,482.0,,724.6,381.0,,336.0,-708.0,,-709.0,,,,,-712.0,,-469.4,-813.0,,-858.0,,False,,,,,False,,True,False,,False
51187,502,216.0,,90.0,,,,,209.0,,549.7,262.5,,88.0,-286.0,,-412.0,,,,,-293.0,,47.7,-239.5,,-414.0,,False,,,,,False,,True,True,,False
51191,1327,1020.0,,1145.0,,,,,737.0,,1912.1,1032.0,892.6,763.0,-307.0,,-182.0,,,,,-590.0,,585.1,-295.0,-434.4,-564.0,,True,,,,,False,,False,True,False,False
51193,238,96.0,,82.0,,,,,61.0,,86.1,87.5,,91.0,-142.0,,-156.0,,,,,-177.0,,-151.9,-150.5,,-147.0,,False,,,,,False,,False,False,,False
51195,836,966.0,,1788.0,,,,,542.0,,1779.4,1720.5,,539.0,130.0,,952.0,,,,,-294.0,,943.4,884.5,,-297.0,,False,,,,,False,,False,False,,False
51197,714,168.0,,171.0,,,,,346.0,,342.3,202.0,,342.0,-546.0,,-543.0,,,,,-368.0,,-371.7,-512.0,,-372.0,,True,,,,,True,,True,True,,True
51199,544,234.0,,426.0,,,,,199.0,,369.8,189.0,,531.0,-310.0,,-118.0,,,,,-345.0,,-174.2,-355.0,,-13.0,,True,,,,,False,,True,False,,True
51510,2052,864.0,,892.0,,,,,578.0,,2239.0,1078.5,615.9,922.0,-1188.0,,-1160.0,,,,,-1474.0,,187.0,-973.5,-1436.1,-1130.0,,True,,,,,False,,True,True,False,True
51520,401,276.0,,568.0,,,,,282.0,,1216.9,508.0,,0.0,-125.0,,167.0,,,,,-119.0,,815.9,107.0,,-401.0,,False,,,,,True,,False,True,,False
51530,295,84.0,,90.0,,,,,51.0,,113.7,17.0,,108.0,-211.0,,-205.0,,,,,-244.0,,-181.3,-278.0,,-187.0,,True,,,,,False,,True,False,,True
51540,394,294.0,,335.0,,,,,308.0,,892.9,307.5,213.8,179.0,-100.0,,-59.0,,,,,-86.0,,498.9,-86.5,-180.2,-215.0,,True,,,,,True,,False,True,False,False
51550,3041,1314.0,,3145.0,,,,,1208.0,,1267.4,1659.0,787.8,1705.0,-1727.0,,104.0,,,,,-1833.0,,-1773.6,-1382.0,-2253.2,-1336.0,,True,,,,,False,,False,True,False,True
51570,213,114.0,,428.0,,,,,85.0,,501.9,89.0,,143.0,-99.0,,215.0,,,,,-128.0,,288.9,-124.0,,-70.0,,False,,,,,False,,False,False,,True
51580,240,222.0,,486.0,,,,,46.0,,1697.3,31.0,,164.0,-18.0,,246.0,,,,,-194.0,,1457.3,-209.0,,-76.0,,False,,,,,False,,False,False,,False
51590,767,462.0,,924.0,,,,,535.0,,849.3,586.5,122.4,273.0,-305.0,,157.0,,,,,-232.0,,82.3,-180.5,-644.6,-494.0,,True,,,,,True,,True,True,False,False
51595,75,18.0,,40.0,,,,,44.0,,19.6,5.5,,3.0,-57.0,,-35.0,,,,,-31.0,,-55.4,-69.5,,-72.0,,True,,,,,True,,True,False,,False
51600,97,30.0,,68.0,,,,,47.0,,729.0,25.0,,30.0,-67.0,,-29.0,,,,,-50.0,,632.0,-72.0,,-67.0,,True,,,,,True,,False,False,,False
51610,71,18.0,,237.0,,,,,33.0,,69.1,12.0,,177.0,-53.0,,166.0,,,,,-38.0,,-1.9,-59.0,,106.0,,False,,,,,True,,True,False,,False
51620,107,66.0,,5.0,,,,,57.0,,80.4,31.0,,0.0,-41.0,,-102.0,,,,,-50.0,,-26.6,-76.0,,-107.0,,False,,,,,False,,True,False,,False
51630,280,120.0,,197.0,,,,,162.0,,573.2,114.0,,194.0,-160.0,,-83.0,,,,,-118.0,,293.2,-166.0,,-86.0,,True,,,,,True,,False,False,,True
51640,240,114.0,,123.0,,,,,195.0,,123.5,156.0,,0.0,-126.0,,-117.0,,,,,-45.0,,-116.5,-84.0,,-240.0,,True,,,,,True,,True,True,,False
51650,1479,600.0,,1243.0,,,,,649.0,,939.9,442.5,328.7,330.0,-879.0,,-236.0,,,,,-830.0,,-539.1,-1036.5,-1150.3,-1149.0,,True,,,,,True,,True,False,False,False
51660,842,420.0,,332.0,,,,,512.0,,836.6,435.0,612.6,192.0,-422.0,,-510.0,,,,,-330.0,,-5.4,-407.0,-229.4,-650.0,,False,,,,,True,,True,True,True,False
51670,212,66.0,,17.0,,,,,144.0,,478.5,42.0,,17.0,-146.0,,-195.0,,,,,-68.0,,266.5,-170.0,,-195.0,,False,,,,,True,,False,False,,False
51678,218,156.0,,143.0,,,,,48.0,,227.3,139.0,,0.0,-62.0,,-75.0,,,,,-170.0,,9.3,-79.0,,-218.0,,False,,,,,False,,True,False,,False
51680,1441,612.0,,330.0,,,,,883.0,,1062.7,467.0,402.1,0.0,-829.0,,-1111.0,,,,,-558.0,,-378.3,-974.0,-1038.9,-1441.0,,False,,,,,True,,True,False,False,False
51683,565,174.0,,183.0,,,,,266.0,,775.5,132.0,104.3,98.0,-391.0,,-382.0,,,,,-299.0,,210.5,-433.0,-460.7,-467.0,,True,,,,,True,,True,False,False,False
51685,187,54.0,,40.0,,,,,104.0,,73.2,75.0,,31.0,-133.0,,-147.0,,,,,-83.0,,-113.8,-112.0,,-156.0,,False,,,,,True,,True,True,,False
51690,371,108.0,,123.0,,,,,165.0,,100.3,75.0,,54.0,-263.0,,-248.0,,,,,-206.0,,-270.7,-296.0,,-317.0,,True,,,,,True,,False,False,,False
51700,1706,666.0,,620.0,,,,,965.0,,976.3,587.0,392.6,502.0,-1040.0,,-1086.0,,,,,-741.0,,-729.7,-1119.0,-1313.4,-1204.0,,False,,,,,True,,True,False,False,False
51710,2025,1248.0,,1870.0,,,,,1658.0,,1644.5,1447.0,557.9,918.0,-777.0,,-155.0,,,,,-367.0,,-380.5,-578.0,-1467.1,-1107.0,,True,,,,,True,,True,True,False,False
51720,65,54.0,,,,,,,84.0,,62.5,33.0,,65.0,-11.0,,,,,,,19.0,,-2.5,-32.0,,0.0,,,,,,,False,,True,False,,True
51730,276,234.0,,122.0,,,,,164.0,,524.4,264.0,,145.0,-42.0,,-154.0,,,,,-112.0,,248.4,-12.0,,-131.0,,False,,,,,False,,False,True,,False
51735,162,42.0,,68.0,,,,,44.0,,48.8,30.0,,120.0,-120.0,,-94.0,,,,,-118.0,,-113.2,-132.0,,-42.0,,True,,,,,True,,True,False,,True
