,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
17131,102,39.0,45.7,,35.0,39.0,,,,,51.0,,45.6,34.0,,8.7,29.9,63.0,,12.1,,40.4,,,37.0,22.4,-63.0,-56.3,,-67.0,-63.0,,,,,-51.0,,-56.4,-68.0,,-93.3,-72.1,-39.0,,-89.9,,-61.6,,,-65.0,-79.6,True,,False,False,,,,,True,,True,False,,False,False,True,,False,,True,,,False,False
17133,172,183.0,185.3,,125.0,142.0,,,,,83.0,,121.5,156.2,,129.2,127.6,322.0,,12.0,,150.5,,,274.0,123.1,11.0,13.3,,-47.0,-30.0,,,,,-89.0,,-50.5,-15.8,,-42.8,-44.4,150.0,,-160.0,,-21.5,,,102.0,-48.9,False,,False,False,,,,,False,,False,False,,False,False,False,,False,,False,,,False,False
17135,206,96.0,77.6,,84.0,171.0,,,,,124.0,,131.0,132.6,,30.2,88.8,146.0,,12.7,,48.2,,,98.0,173.3,-110.0,-128.4,,-122.0,-35.0,,,,,-82.0,,-75.0,-73.4,,-175.8,-117.2,-60.0,,-193.3,,-157.8,,,-108.0,-32.7,False,,False,True,,,,,True,,True,True,,False,False,True,,False,,False,,,True,True
17137,199,108.0,113.9,,93.0,138.0,,,,,133.0,,92.7,95.5,,16.1,77.3,146.0,,16.4,,120.9,,,78.0,76.2,-91.0,-85.1,,-106.0,-61.0,,,,,-66.0,,-106.3,-103.5,,-182.9,-121.7,-53.0,,-182.6,,-78.1,,,-121.0,-122.8,True,,False,True,,,,,True,,False,False,,False,False,True,,False,,True,,,False,False
17139,172,66.0,62.3,,45.0,25.0,,,,,49.0,,57.4,39.6,,31.0,47.1,93.0,,24.1,,63.7,,,101.0,31.8,-106.0,-109.7,,-127.0,-147.0,,,,,-123.0,,-114.6,-132.4,,-141.0,-124.9,-79.0,,-147.9,,-108.3,,,-71.0,-140.2,False,,False,False,,,,,False,,False,False,,False,False,True,,False,,False,,,True,False
17141,393,291.0,281.3,,238.0,411.0,,,,,182.0,,260.8,337.5,,152.4,257.6,523.0,,243.3,,237.9,,,374.0,167.1,-102.0,-111.7,,-155.0,18.0,,,,,-211.0,,-132.2,-55.5,,-240.6,-135.4,130.0,,-149.7,,-155.1,,,-19.0,-225.9,False,,False,True,,,,,False,,False,True,,False,False,False,,False,,False,,,True,False
17143,803,669.0,646.5,,531.0,460.0,,,,,672.0,,529.9,700.3,,377.1,656.1,660.0,,446.2,,537.8,635.0,,571.0,665.5,-134.0,-156.5,,-272.0,-343.0,,,,,-131.0,,-273.1,-102.7,,-425.9,-146.9,-143.0,,-356.8,,-265.2,-168.0,,-232.0,-137.5,False,,False,False,,,,,True,,False,True,,False,False,False,,False,,False,False,,False,False
17145,68,45.0,44.2,,33.0,0.0,,,,,70.0,,40.6,58.1,,8.1,31.6,120.0,,4.6,,42.3,,,38.0,27.9,-23.0,-23.8,,-35.0,-68.0,,,,,2.0,,-27.4,-9.9,,-59.9,-36.4,52.0,,-63.4,,-25.7,,,-30.0,-40.1,False,,False,False,,,,,True,,False,True,,False,False,False,,False,,False,,,False,False
17147,92,45.0,46.1,,42.0,42.0,,,,,42.0,,42.2,37.7,,33.0,56.9,69.0,,121.0,,39.7,,,46.0,36.9,-47.0,-45.9,,-50.0,-50.0,,,,,-50.0,,-49.8,-54.3,,-59.0,-35.1,-23.0,,29.0,,-52.3,,,-46.0,-55.1,True,,False,False,,,,,False,,False,False,,False,True,True,,True,,False,,,True,False
17149,183,66.0,60.3,,52.0,57.0,,,,,48.0,,81.5,76.2,,14.7,57.2,69.0,,30.9,,,,,84.0,34.9,-117.0,-122.7,,-131.0,-126.0,,,,,-135.0,,-101.5,-106.8,,-168.3,-125.8,-114.0,,-152.1,,,,,-99.0,-148.1,False,,False,False,,,,,False,,True,True,,False,False,True,,False,,,,,True,False
17151,12,3.0,5.1,,3.0,0.0,,,,,13.0,,6.4,4.1,,0.7,0.3,,,2.0,,,,,9.0,5.4,-9.0,-6.9,,-9.0,-12.0,,,,,1.0,,-5.6,-7.9,,-11.3,-11.7,,,-10.0,,,,,-3.0,-6.6,True,,False,False,,,,,True,,True,True,,False,False,,,False,,,,,True,True
17153,42,57.0,60.0,,25.0,21.0,,,,,21.0,,44.4,15.1,,16.3,42.4,73.0,,10.9,,37.1,,,45.0,24.5,15.0,18.0,,-17.0,-21.0,,,,,-21.0,,2.4,-26.9,,-25.7,0.4,31.0,,-31.1,,-4.9,,,3.0,-17.5,False,,False,False,,,,,False,,True,False,,False,True,False,,False,,True,,,True,False
17155,27,21.0,17.0,,20.0,34.0,,,,,20.0,,27.7,18.6,,4.4,22.9,,,8.3,,,,,10.0,33.7,-6.0,-10.0,,-7.0,7.0,,,,,-7.0,,0.7,-8.4,,-22.6,-4.1,,,-18.7,,,,,-17.0,6.7,False,,False,False,,,,,False,,True,False,,False,True,,,False,,,,,False,False
17157,275,111.0,104.1,,95.0,97.0,,,,,166.0,,100.2,164.0,,28.6,82.1,68.0,,35.0,,106.5,,,82.0,92.1,-164.0,-170.9,,-180.0,-178.0,,,,,-109.0,,-174.8,-111.0,,-246.4,-192.9,-207.0,,-240.0,,-168.5,,,-193.0,-182.9,False,,False,False,,,,,True,,False,True,,False,False,False,,False,,False,,,False,False
17159,74,162.0,149.5,,84.0,246.0,,,,,57.0,,269.0,70.1,,68.7,86.3,294.0,,82.8,,,,,77.0,63.9,88.0,75.5,,10.0,172.0,,,,,-17.0,,195.0,-3.9,,-5.3,12.3,220.0,,8.8,,,,,3.0,-10.1,True,,True,False,,,,,True,,False,True,,True,True,False,,True,,,,,True,True
17161,791,594.0,595.2,,503.0,658.0,,,,,662.0,,517.6,689.3,,464.5,499.5,659.0,,273.8,,448.9,479.0,,584.0,413.9,-197.0,-195.8,,-288.0,-133.0,,,,,-129.0,,-273.4,-101.7,,-326.5,-291.5,-132.0,,-517.2,,-342.1,-312.0,,-207.0,-377.1,True,,False,True,,,,,True,,False,True,,False,False,True,,False,,False,False,,False,False
17163,1000,912.0,928.6,,779.0,854.0,,,,,923.0,,820.9,925.1,,437.9,764.4,991.0,,393.0,,671.3,657.0,,1029.0,631.1,-88.0,-71.4,,-221.0,-146.0,,,,,-77.0,,-179.1,-74.9,,-562.1,-235.6,-9.0,,-607.0,,-328.7,-343.0,,29.0,-368.9,True,,False,False,,,,,True,,False,True,,False,False,True,,False,,False,False,,True,False
17165,173,144.0,143.1,,114.0,239.0,,,,,115.0,,212.9,90.6,,80.3,144.2,204.0,,60.5,,80.6,,,116.0,72.7,-29.0,-29.9,,-59.0,66.0,,,,,-58.0,,39.9,-82.4,,-92.7,-28.8,31.0,,-112.5,,-92.4,,,-57.0,-100.3,False,,False,False,,,,,False,,False,False,,False,True,False,,False,,False,,,False,False
17167,1290,615.0,635.4,,586.0,878.0,,,,,559.0,,527.3,891.6,,562.3,677.7,1176.0,,670.7,,586.3,863.0,,611.0,412.6,-675.0,-654.6,,-704.0,-412.0,,,,,-731.0,,-762.7,-398.4,,-727.7,-612.3,-114.0,,-619.3,,-703.7,-427.0,,-679.0,-877.4,True,,False,True,,,,,False,,False,True,,False,True,True,,True,,False,True,,False,False
17169,35,21.0,19.1,,18.0,19.0,,,,,31.0,,18.1,12.7,,4.4,21.9,,,15.6,,19.6,,,15.0,15.9,-14.0,-15.9,,-17.0,-16.0,,,,,-4.0,,-16.9,-22.3,,-30.6,-13.1,,,-19.4,,-15.4,,,-20.0,-19.1,False,,False,False,,,,,True,,False,False,,False,True,,,False,,False,,,False,False
17171,21,9.0,12.0,,10.0,4.0,,,,,20.0,,7.2,17.8,,,8.4,22.0,,2.5,,,,,5.0,16.8,-12.0,-9.0,,-11.0,-17.0,,,,,-1.0,,-13.8,-3.2,,,-12.6,1.0,,-18.5,,,,,-16.0,-4.2,True,,True,False,,,,,True,,False,True,,,False,True,,False,,,,,False,True
17173,215,159.0,159.4,,111.0,111.0,,,,,76.0,,161.8,87.2,,53.0,132.4,213.0,,20.2,,148.7,,,214.0,98.4,-56.0,-55.6,,-104.0,-104.0,,,,,-139.0,,-53.2,-127.8,,-162.0,-82.6,-2.0,,-194.8,,-66.3,,,-1.0,-116.6,True,,False,False,,,,,False,,True,False,,False,False,True,,False,,False,,,True,False
17175,29,3.0,0.6,,3.0,0.0,,,,,17.0,,5.8,8.5,,2.0,1.2,,,0.3,,,,,1.0,11.3,-26.0,-28.4,,-26.0,-29.0,,,,,-12.0,,-23.2,-20.5,,-27.0,-27.8,,,-28.7,,,,,-28.0,-17.7,False,,False,False,,,,,True,,True,True,,False,False,,,False,,,,,False,True
17177,372,180.0,183.2,,161.0,324.0,,,,,241.0,,166.8,166.8,,122.1,159.5,344.0,,107.9,,127.9,,,195.0,61.9,-192.0,-188.8,,-211.0,-48.0,,,,,-131.0,,-205.2,-205.2,,-249.9,-212.5,-28.0,,-264.1,,-244.1,,,-177.0,-310.1,True,,False,True,,,,,True,,False,False,,False,False,True,,False,,False,,,True,False
17179,700,435.0,364.1,,362.0,302.0,,,,,386.0,,418.0,690.0,,304.2,409.8,470.0,,210.2,,300.4,429.0,,441.0,390.0,-265.0,-335.9,,-338.0,-398.0,,,,,-314.0,,-282.0,-10.0,,-395.8,-290.2,-230.0,,-489.8,,-399.6,-271.0,,-259.0,-310.0,False,,False,False,,,,,False,,False,True,,False,False,True,,False,,False,False,,True,False
17181,249,63.0,64.5,,62.0,64.0,,,,,55.0,,61.9,69.6,,37.8,93.9,186.0,,129.7,,49.1,,,44.0,51.2,-186.0,-184.5,,-187.0,-185.0,,,,,-194.0,,-187.1,-179.4,,-211.2,-155.1,-63.0,,-119.3,,-199.9,,,-205.0,-197.8,True,,False,True,,,,,False,,False,True,,False,True,True,,True,,False,,,False,False
17183,751,603.0,585.2,,588.0,756.0,,,,,288.0,,762.7,406.6,,730.1,592.8,1156.0,,588.7,,405.6,,,275.0,456.9,-148.0,-165.8,,-163.0,5.0,,,,,-463.0,,11.7,-344.4,,-20.9,-158.2,405.0,,-162.3,,-345.4,,,-476.0,-294.1,False,,False,True,,,,,False,,True,False,,True,False,False,,False,,False,,,False,False
17185,57,42.0,43.6,,29.0,20.0,,,,,47.0,,34.9,31.1,,5.1,27.1,62.0,,12.7,,41.6,,,39.0,22.6,-15.0,-13.4,,-28.0,-37.0,,,,,-10.0,,-22.1,-25.9,,-51.9,-29.9,5.0,,-44.3,,-15.4,,,-18.0,-34.4,True,,False,False,,,,,True,,False,False,,False,False,True,,False,,False,,,False,False
17187,142,63.0,59.3,,47.0,0.0,,,,,77.0,,44.8,73.0,,21.9,67.2,63.0,,25.8,,50.8,,,57.0,56.7,-79.0,-82.7,,-95.0,-142.0,,,,,-65.0,,-97.2,-69.0,,-120.1,-74.8,-79.0,,-116.2,,-91.2,,,-85.0,-85.3,False,,False,False,,,,,True,,False,True,,False,True,False,,False,,False,,,False,False
17189,72,60.0,56.9,,52.0,61.0,,,,,36.0,,66.1,40.1,,11.2,55.9,87.0,,14.8,,54.0,,,50.0,46.2,-12.0,-15.1,,-20.0,-11.0,,,,,-36.0,,-5.9,-31.9,,-60.8,-16.1,15.0,,-57.2,,-18.0,,,-22.0,-25.8,False,,False,True,,,,,False,,True,False,,False,False,False,,False,,False,,,False,False
17191,164,117.0,106.3,,91.0,103.0,,,,,66.0,,155.2,55.6,,53.6,87.5,111.0,,11.4,,98.5,,,109.0,87.1,-47.0,-57.7,,-73.0,-61.0,,,,,-98.0,,-8.8,-108.4,,-110.4,-76.5,-53.0,,-152.6,,-65.5,,,-55.0,-76.9,False,,False,False,,,,,False,,True,False,,False,False,False,,False,,False,,,False,False
17193,81,54.0,58.8,,45.0,28.0,,,,,45.0,,57.6,44.2,,32.1,51.5,78.0,,33.8,,,,,62.0,41.1,-27.0,-22.2,,-36.0,-53.0,,,,,-36.0,,-23.4,-36.8,,-48.9,-29.5,-3.0,,-47.2,,,,,-19.0,-39.9,True,,False,False,,,,,False,,True,False,,False,False,True,,False,,,,,True,False
17195,525,372.0,344.8,,287.0,701.0,,,,,266.0,,275.4,269.9,,197.7,323.5,633.0,,278.1,,318.7,,,728.0,202.5,-153.0,-180.2,,-238.0,176.0,,,,,-259.0,,-249.6,-255.1,,-327.3,-201.5,108.0,,-246.9,,-206.3,,,203.0,-322.5,False,,False,False,,,,,False,,False,False,,False,False,True,,False,,False,,,False,False
17197,3651,1833.0,1796.0,1518.6,1584.0,1886.0,,,,,1640.0,,1525.2,3198.6,,1169.3,1747.2,1940.0,,1111.2,,1882.7,1940.0,,1941.0,1277.1,-1818.0,-1855.0,-2132.4,-2067.0,-1765.0,,,,,-2011.0,,-2125.8,-452.4,,-2481.7,-1903.8,-1711.0,,-2539.8,,-1768.3,-1711.0,,-1710.0,-2373.9,False,False,False,True,,,,,False,,False,True,,False,False,True,,False,,True,True,,True,False
17199,400,201.0,204.4,,188.0,163.0,,,,,273.0,,189.6,261.0,,78.1,186.9,99.0,,54.0,,287.4,,,116.0,186.2,-199.0,-195.6,,-212.0,-237.0,,,,,-127.0,,-210.4,-139.0,,-321.9,-213.1,-301.0,,-346.0,,-112.6,,,-284.0,-213.8,True,,False,False,,,,,True,,False,True,,False,False,False,,False,,True,,,False,False
17201,3345,2577.0,2637.4,,2036.0,3069.0,,,,,1177.0,,2136.5,1364.0,,1679.0,2172.5,3977.0,,840.6,,2089.9,3640.0,,2689.0,1172.2,-768.0,-707.6,,-1309.0,-276.0,,,,,-2168.0,,-1208.5,-1981.0,,-1666.0,-1172.5,632.0,,-2504.4,,-1255.1,295.0,,-656.0,-2172.8,True,,False,True,,,,,False,,False,False,,False,False,True,,False,,False,True,,True,False
17203,140,108.0,108.5,,88.0,86.0,,,,,121.0,,97.8,93.0,,65.2,91.4,107.0,,37.0,,92.2,,,51.0,59.0,-32.0,-31.5,,-52.0,-54.0,,,,,-19.0,,-42.2,-47.0,,-74.8,-48.6,-33.0,,-103.0,,-47.8,,,-89.0,-81.0,True,,False,False,,,,,True,,False,False,,False,False,False,,False,,False,,,False,False
18001,215,87.0,80.9,,80.0,126.0,,,,,101.0,,89.9,76.2,,34.6,68.3,103.0,,41.5,,105.0,,,93.0,48.6,-128.0,-134.1,,-135.0,-89.0,,,,,-114.0,,-125.1,-138.8,,-180.4,-146.7,-112.0,,-173.5,,-110.0,,,-122.0,-166.4,False,,False,True,,,,,True,,True,False,,False,False,True,,False,,True,,,True,False
18003,1857,969.0,972.0,,913.0,879.0,,,,,1059.0,,786.4,1298.9,,782.3,974.3,979.0,,912.6,,1022.7,883.0,,1019.0,757.4,-888.0,-885.0,,-944.0,-978.0,,,,,-798.0,,-1070.6,-558.1,,-1074.7,-882.7,-878.0,,-944.4,,-834.3,-974.0,,-838.0,-1099.6,True,,False,False,,,,,True,,False,True,,False,True,True,,False,,True,False,,True,False
18005,232,153.0,146.7,,143.0,305.0,,,,,187.0,,145.8,228.7,,48.7,127.1,221.0,,48.1,,157.6,,,236.0,81.1,-79.0,-85.3,,-89.0,73.0,,,,,-45.0,,-86.2,-3.3,,-183.3,-104.9,-11.0,,-183.9,,-74.4,,,4.0,-150.9,False,,False,True,,,,,True,,False,True,,False,False,True,,False,,True,,,True,False
18007,24,9.0,8.9,,2.0,0.0,,,,,17.0,,2.9,8.4,,1.1,0.9,,,0.0,,10.5,,,53.0,5.7,-15.0,-15.1,,-22.0,-24.0,,,,,-7.0,,-21.1,-15.6,,-22.9,-23.1,,,-24.0,,-13.5,,,29.0,-18.3,False,,False,False,,,,,True,,False,False,,False,False,,,False,,True,,,False,False
18009,95,51.0,45.6,,40.0,73.0,,,,,31.0,,38.4,32.7,,16.4,38.5,39.0,,99.0,,45.4,,,66.0,24.2,-44.0,-49.4,,-55.0,-22.0,,,,,-64.0,,-56.6,-62.3,,-78.6,-56.5,-56.0,,4.0,,-49.6,,,-29.0,-70.8,False,,False,True,,,,,False,,False,False,,False,False,False,,True,,False,,,True,False
18011,234,162.0,168.0,,162.0,187.0,,,,,205.0,,143.2,203.1,,93.7,171.5,275.0,,162.1,,171.2,,,293.0,88.5,-72.0,-66.0,,-72.0,-47.0,,,,,-29.0,,-90.8,-30.9,,-140.3,-62.5,41.0,,-71.9,,-62.8,,,59.0,-145.5,True,,False,True,,,,,True,,False,True,,False,True,True,,True,,True,,,True,False
18013,41,3.0,5.0,,4.0,19.0,,,,,23.0,,3.2,15.6,,0.6,4.0,,,2.6,,4.8,,,1.0,9.5,-38.0,-36.0,,-37.0,-22.0,,,,,-18.0,,-37.8,-25.4,,-40.4,-37.0,,,-38.4,,-36.2,,,-40.0,-31.5,True,,True,True,,,,,True,,True,True,,False,True,,,False,,True,,,False,True
18015,45,36.0,37.1,,27.0,0.0,,,,,44.0,,37.2,32.0,,9.9,26.1,52.0,,11.0,,31.1,,,46.0,23.0,-9.0,-7.9,,-18.0,-45.0,,,,,-1.0,,-7.8,-13.0,,-35.1,-18.9,7.0,,-34.0,,-13.9,,,1.0,-22.0,True,,False,False,,,,,True,,True,False,,False,False,True,,False,,False,,,True,False
18017,253,198.0,183.6,,132.0,0.0,,,,,137.0,,132.6,133.1,,112.0,141.0,166.0,,88.4,,140.3,,,90.0,94.2,-55.0,-69.4,,-121.0,-253.0,,,,,-116.0,,-120.4,-119.9,,-141.0,-112.0,-87.0,,-164.6,,-112.7,,,-163.0,-158.8,False,,False,False,,,,,False,,False,False,,False,False,False,,False,,False,,,False,False
18019,643,411.0,413.7,,371.0,360.0,,,,,298.0,,366.0,505.4,,270.3,425.1,459.0,,409.4,,396.8,,,355.0,307.4,-232.0,-229.3,,-272.0,-283.0,,,,,-345.0,,-277.0,-137.6,,-372.7,-217.9,-184.0,,-233.6,,-246.2,,,-288.0,-335.6,True,,False,False,,,,,False,,False,True,,False,True,True,,False,,False,,,False,False
18021,127,84.0,77.2,,70.0,62.0,,,,,53.0,,67.2,64.8,,30.9,84.5,73.0,,89.9,,82.2,,,119.0,56.7,-43.0,-49.8,,-57.0,-65.0,,,,,-74.0,,-59.8,-62.2,,-96.1,-42.5,-54.0,,-37.1,,-44.8,,,-8.0,-70.3,False,,False,False,,,,,False,,False,False,,False,True,False,,True,,False,,,True,False
18023,208,237.0,222.2,,144.0,277.0,,,,,68.0,,211.5,98.4,,73.8,144.6,305.0,,11.8,,171.2,,,371.0,79.8,29.0,14.2,,-64.0,69.0,,,,,-140.0,,3.5,-109.6,,-134.2,-63.4,97.0,,-196.2,,-36.8,,,163.0,-128.2,True,,False,False,,,,,False,,True,False,,False,False,False,,False,,False,,,False,False
18025,41,36.0,36.9,,33.0,33.0,,,,,20.0,,28.2,20.9,,16.5,35.9,26.0,,59.8,,52.6,,,64.0,24.9,-5.0,-4.1,,-8.0,-8.0,,,,,-21.0,,-12.8,-20.1,,-24.5,-5.1,-15.0,,18.8,,11.6,,,23.0,-16.1,True,,False,False,,,,,False,,False,False,,False,False,False,,False,,False,,,False,False
18027,200,90.0,82.0,,80.0,57.0,,,,,116.0,,78.2,122.3,,47.3,115.6,58.0,,84.3,,98.9,,,93.0,38.2,-110.0,-118.0,,-120.0,-143.0,,,,,-84.0,,-121.8,-77.7,,-152.7,-84.4,-142.0,,-115.7,,-101.1,,,-107.0,-161.8,False,,False,False,,,,,True,,False,True,,False,True,False,,False,,True,,,True,False
18029,296,120.0,122.3,,105.0,202.0,,,,,76.0,,120.4,97.0,,43.6,113.5,268.0,,98.2,,65.0,,,102.0,,-176.0,-173.7,,-191.0,-94.0,,,,,-220.0,,-175.6,-199.0,,-252.4,-182.5,-28.0,,-197.8,,-231.0,,,-194.0,,True,,False,True,,,,,False,,True,False,,False,False,True,,False,,False,,,False,
18031,53,18.0,12.8,,16.0,13.0,,,,,61.0,,18.0,35.6,,3.7,26.9,69.0,,0.7,,18.3,,,10.0,22.5,-35.0,-40.2,,-37.0,-40.0,,,,,8.0,,-35.0,-17.4,,-49.3,-26.1,16.0,,-52.3,,-34.7,,,-43.0,-30.5,False,,False,False,,,,,True,,False,True,,False,True,True,,False,,True,,,False,True
18033,225,111.0,114.3,,105.0,93.0,,,,,111.0,,104.0,167.8,,58.4,140.6,120.0,,101.2,,117.4,,,106.0,85.1,-114.0,-110.7,,-120.0,-132.0,,,,,-114.0,,-121.0,-57.2,,-166.6,-84.4,-105.0,,-123.8,,-107.6,,,-119.0,-139.9,True,,False,False,,,,,False,,False,True,,False,True,True,,False,,True,,,False,False
18035,909,495.0,444.6,,430.0,1437.0,,,,,358.0,,406.9,747.9,,346.7,479.9,498.0,,574.6,,510.3,,,540.0,430.5,-414.0,-464.4,,-479.0,528.0,,,,,-551.0,,-502.1,-161.1,,-562.3,-429.1,-411.0,,-334.4,,-398.7,,,-369.0,-478.5,False,,False,False,,,,,False,,False,True,,False,False,True,,True,,True,,,True,False
18037,368,240.0,229.2,,178.0,427.0,,,,,110.0,,181.5,127.3,,112.1,218.9,342.0,,196.8,,174.5,,,303.0,53.9,-128.0,-138.8,,-190.0,59.0,,,,,-258.0,,-186.5,-240.7,,-255.9,-149.1,-26.0,,-171.2,,-193.5,,,-65.0,-314.1,False,,False,True,,,,,False,,False,False,,False,False,True,,False,,False,,,True,False
18039,2066,1011.0,1013.3,,807.0,1069.0,,,,,689.0,,782.3,579.7,,762.8,987.0,1418.0,,1028.1,,741.6,1226.0,,1164.0,217.9,-1055.0,-1052.7,,-1259.0,-997.0,,,,,-1377.0,,-1283.7,-1486.3,,-1303.2,-1079.0,-648.0,,-1037.9,,-1324.4,-840.0,,-902.0,-1848.1,True,,False,True,,,,,False,,False,False,,False,False,True,,True,,False,True,,True,False
18041,303,21.0,23.8,,22.0,1.0,,,,,61.0,,23.5,45.5,,3.8,23.9,67.0,,4.3,,22.2,,,20.0,99.5,-282.0,-279.2,,-281.0,-302.0,,,,,-242.0,,-279.5,-257.5,,-299.2,-279.1,-236.0,,-298.6,,-280.8,,,-283.0,-203.5,True,,True,False,,,,,True,,True,True,,False,True,True,,False,,True,,,False,True
18043,366,309.0,284.3,,259.0,439.0,,,,,158.0,,246.0,308.1,,213.6,276.1,443.0,,285.4,,267.4,,,327.0,226.7,-57.0,-81.7,,-107.0,73.0,,,,,-208.0,,-120.0,-57.9,,-152.4,-89.9,77.0,,-80.6,,-98.6,,,-39.0,-139.3,False,,False,False,,,,,False,,False,False,,False,False,False,,False,,False,,,True,False
18045,182,30.0,31.3,,28.0,36.0,,,,,29.0,,32.9,35.5,,7.4,27.8,24.0,,9.3,,27.1,,,46.0,19.1,-152.0,-150.7,,-154.0,-146.0,,,,,-153.0,,-149.1,-146.5,,-174.6,-154.2,-158.0,,-172.7,,-154.9,,,-136.0,-162.9,True,,False,True,,,,,False,,True,True,,False,False,False,,False,,False,,,True,False
18047,62,24.0,26.7,,22.0,0.0,,,,,35.0,,29.6,32.6,,4.2,25.5,49.0,,10.8,,16.9,,,18.0,23.7,-38.0,-35.3,,-40.0,-62.0,,,,,-27.0,,-32.4,-29.4,,-57.8,-36.5,-13.0,,-51.2,,-45.1,,,-44.0,-38.3,True,,False,False,,,,,True,,True,True,,False,True,True,,False,,False,,,False,False
18049,110,60.0,57.4,,49.0,48.0,,,,,49.0,,60.5,57.8,,17.0,47.3,59.0,,54.9,,43.2,,,105.0,27.7,-50.0,-52.6,,-61.0,-62.0,,,,,-61.0,,-49.5,-52.2,,-93.0,-62.7,-51.0,,-55.1,,-66.8,,,-5.0,-82.3,False,,False,False,,,,,False,,True,False,,False,False,False,,False,,False,,,True,False
18051,318,225.0,238.0,,224.0,247.0,,,,,83.0,,224.5,122.1,,227.8,243.3,283.0,,308.3,,154.5,,,166.0,78.1,-93.0,-80.0,,-94.0,-71.0,,,,,-235.0,,-93.5,-195.9,,-90.2,-74.7,-35.0,,-9.7,,-163.5,,,-152.0,-239.9,True,,False,True,,,,,False,,False,False,,True,True,True,,True,,False,,,False,False
18053,290,246.0,241.9,,190.0,306.0,,,,,180.0,,210.2,316.9,,56.0,183.8,247.0,,36.8,,224.6,,,264.0,164.8,-44.0,-48.1,,-100.0,16.0,,,,,-110.0,,-79.8,26.9,,-234.0,-106.2,-43.0,,-253.2,,-65.4,,,-26.0,-125.2,False,,False,True,,,,,False,,False,True,,False,False,True,,False,,False,,,True,False
18055,121,33.0,39.4,,31.0,21.0,,,,,81.0,,31.1,70.6,,11.5,45.0,73.0,,15.2,,37.3,,,35.0,28.9,-88.0,-81.6,,-90.0,-100.0,,,,,-40.0,,-89.9,-50.4,,-109.5,-76.0,-48.0,,-105.8,,-83.7,,,-86.0,-92.1,True,,False,False,,,,,True,,False,True,,False,True,True,,False,,True,,,True,False
18057,1143,771.0,769.1,,764.0,927.0,,,,,618.0,,666.1,1392.3,,852.6,910.4,1066.0,,1213.5,,615.2,868.0,,865.0,349.6,-372.0,-373.9,,-379.0,-216.0,,,,,-525.0,,-476.9,249.3,,-290.4,-232.6,-77.0,,70.5,,-527.8,-275.0,,-278.0,-793.4,False,,False,True,,,,,False,,False,True,,True,True,True,,True,,False,True,,True,False
18059,258,105.0,99.2,,94.0,122.0,,,,,157.0,,94.0,208.1,,27.2,103.6,126.0,,77.6,,78.9,,,155.0,77.5,-153.0,-158.8,,-164.0,-136.0,,,,,-101.0,,-164.0,-49.9,,-230.8,-154.4,-132.0,,-180.4,,-179.1,,,-103.0,-180.5,False,,False,True,,,,,True,,False,True,,False,False,True,,False,,False,,,True,False
18061,157,132.0,129.0,,78.0,52.0,,,,,75.0,,103.6,121.6,,68.8,138.6,215.0,,30.9,,125.8,,,192.0,74.0,-25.0,-28.0,,-79.0,-105.0,,,,,-82.0,,-53.4,-35.4,,-88.2,-18.4,58.0,,-126.1,,-31.2,,,35.0,-83.0,False,,False,False,,,,,False,,False,False,,False,True,False,,False,,False,,,False,False
