,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
01021,501,504.0,1269.0,,,,,204.0,,710.7,253.4,342.8,,131.1,258.0,,,3.0,768.0,,,,,-297.0,,209.7,-247.6,-158.2,,-369.9,-243.0,,,False,,,,,False,,False,False,False,,False,False,,
01023,56,24.0,45.0,,,,,41.0,,207.0,35.8,8.5,,5.2,,,,-32.0,-11.0,,,,,-15.0,,151.0,-20.2,-47.5,,-50.8,,,,True,,,,,True,,False,True,False,,False,,,
01025,321,48.0,22.0,,,,,156.0,,219.7,95.4,3.0,,19.1,,,,-273.0,-299.0,,,,,-165.0,,-101.3,-225.6,-318.0,,-301.9,,,,False,,,,,True,,True,True,False,,False,,,
01027,273,174.0,86.0,,,,,43.0,,381.1,77.6,98.9,,68.1,,,,-99.0,-187.0,,,,,-230.0,,108.1,-195.4,-174.1,,-204.9,,,,False,,,,,False,,False,False,False,,False,,,
01029,232,222.0,313.0,,,,,63.0,,567.3,73.0,184.9,,132.1,,,,-10.0,81.0,,,,,-169.0,,335.3,-159.0,-47.1,,-99.9,,,,False,,,,,False,,False,False,False,,False,,,
01031,563,408.0,1392.0,,,,,317.0,,397.7,259.4,283.7,,38.4,,,,-155.0,829.0,,,,,-246.0,,-165.3,-303.6,-279.3,,-524.6,,,,False,,,,,False,,False,False,False,,False,,,
01033,486,198.0,494.0,,,,,296.0,,374.3,185.5,78.8,,12.3,252.8,,,-288.0,8.0,,,,,-190.0,,-111.7,-300.5,-407.2,,-473.7,-233.2,,,True,,,,,True,,True,False,False,,False,True,,
01035,54,54.0,0.0,,,,,50.0,,43.6,41.9,5.9,0.0,9.5,,,,0.0,-54.0,,,,,-4.0,,-10.4,-12.1,-48.1,-54.0,-44.5,,,,False,,,,,False,,False,False,False,False,False,,,
01037,51,30.0,0.0,,,,,49.0,,23.6,37.2,10.0,9.8,122.2,,,,-21.0,-51.0,,,,,-2.0,,-27.4,-13.8,-41.0,-41.2,71.2,,,,False,,,,,True,,False,True,False,False,False,,,
01039,514,138.0,42.0,,,,,149.0,,278.8,195.1,57.4,41.8,65.6,,,,-376.0,-472.0,,,,,-365.0,,-235.2,-318.9,-456.6,-472.2,-448.4,,,,False,,,,,True,,True,True,False,False,False,,,
01041,100,108.0,0.0,,,,,105.0,,236.1,69.0,30.5,0.0,1.5,,,,8.0,-100.0,,,,,5.0,,136.1,-31.0,-69.5,-100.0,-98.5,,,,False,,,,,True,,False,False,False,False,False,,,
01043,741,312.0,509.0,,,,,460.0,,463.4,374.0,76.4,155.4,6.6,253.1,,,-429.0,-232.0,,,,,-281.0,,-277.6,-367.0,-664.6,-585.6,-734.4,-487.9,,,True,,,,,True,,True,True,False,False,False,False,,
01045,529,378.0,2397.0,,,,,251.0,,381.2,213.0,219.4,158.7,41.5,224.0,,,-151.0,1868.0,,,,,-278.0,,-147.8,-316.0,-309.6,-370.3,-487.5,-305.0,,,False,,,,,False,,True,False,False,False,False,False,,
01047,161,204.0,115.0,,,,,146.0,,342.0,103.6,47.1,1.2,102.0,162.0,,,43.0,-46.0,,,,,-15.0,,181.0,-57.4,-113.9,-159.8,-59.0,1.0,,,False,,,,,True,,False,False,False,False,False,True,,
01049,1152,228.0,128.0,,,,,374.0,,437.5,233.8,171.0,77.6,107.1,263.7,,,-924.0,-1024.0,,,,,-778.0,,-714.5,-918.2,-981.0,-1074.4,-1044.9,-888.3,,,False,,,,,True,,True,True,False,False,False,True,,
01051,789,558.0,1618.0,,,,,322.0,,670.1,223.6,332.8,164.0,354.4,443.6,,,-231.0,829.0,,,,,-467.0,,-118.9,-565.4,-456.2,-625.0,-434.6,-345.4,,,False,,,,,False,,True,False,False,False,False,False,,
01053,221,258.0,64.0,,,,,235.0,,386.2,181.6,86.4,0.5,65.0,134.7,,,37.0,-157.0,,,,,14.0,,165.2,-39.4,-134.6,-220.5,-156.0,-86.3,,,False,,,,,True,,False,False,False,False,False,False,,
01055,1114,648.0,3819.0,,,,,518.0,,734.5,650.3,504.5,283.3,315.5,440.3,,,-466.0,2705.0,,,,,-596.0,,-379.5,-463.7,-609.5,-830.7,-798.5,-673.7,,,False,,,,,False,,True,True,False,False,False,False,,
01057,168,180.0,73.0,,,,,64.0,,337.5,121.4,205.3,73.6,118.0,,,,12.0,-95.0,,,,,-104.0,,169.5,-46.6,37.3,-94.4,-50.0,,,,False,,,,,False,,False,False,False,False,False,,,
01059,376,300.0,256.0,,,,,261.0,,370.4,103.0,188.2,15.2,121.4,200.4,,,-76.0,-120.0,,,,,-115.0,,-5.6,-273.0,-187.8,-360.8,-254.6,-175.6,,,False,,,,,False,,True,False,False,False,False,False,,
01061,406,96.0,74.0,,,,,124.0,,223.4,173.9,28.1,119.5,50.6,,,,-310.0,-332.0,,,,,-282.0,,-182.6,-232.1,-377.9,-286.5,-355.4,,,,False,,,,,True,,True,True,False,True,False,,,
01063,44,0.0,0.0,,,,,24.0,,26.3,17.9,0.3,0.0,13.8,,,,-44.0,-44.0,,,,,-20.0,,-17.7,-26.1,-43.7,-44.0,-30.2,,,,False,,,,,True,,True,True,True,True,True,,,
01065,167,90.0,16.0,,,,,75.0,,222.0,36.1,16.5,1.2,2.4,,,,-77.0,-151.0,,,,,-92.0,,55.0,-130.9,-150.5,-165.8,-164.6,,,,False,,,,,False,,True,False,False,False,False,,,
01067,283,90.0,42.0,,,,,68.0,,202.4,78.2,24.3,50.8,49.7,,,,-193.0,-241.0,,,,,-215.0,,-80.6,-204.8,-258.7,-232.2,-233.3,,,,False,,,,,False,,True,False,False,False,False,,,
01069,1714,522.0,109.0,,,,,492.0,,538.0,630.4,319.9,400.7,146.0,591.2,,,-1192.0,-1605.0,,,,,-1222.0,,-1176.0,-1083.6,-1394.1,-1313.3,-1568.0,-1122.8,,,False,,,,,False,,True,True,False,False,False,True,,
01071,747,246.0,45.0,,,,,240.0,,388.5,259.8,124.0,155.3,56.1,159.7,,,-501.0,-702.0,,,,,-507.0,,-358.5,-487.2,-623.0,-591.7,-690.9,-587.3,,,False,,,,,False,,True,True,False,False,False,False,,
01073,5234,4746.0,2499.0,,,,,2627.0,,3789.8,2825.5,4056.1,809.6,1321.3,2987.1,,,-488.0,-2735.0,,,,,-2607.0,,-1444.2,-2408.5,-1177.9,-4424.4,-3912.7,-2246.9,,,False,,,,,False,,False,False,False,False,False,False,,
01075,184,54.0,0.0,,,,,65.0,,195.1,55.8,20.2,29.0,1.6,,,,-130.0,-184.0,,,,,-119.0,,11.1,-128.2,-163.8,-155.0,-182.4,,,,False,,,,,True,,True,True,False,False,False,,,
01077,743,306.0,892.0,,,,,509.0,,436.0,333.3,176.4,222.4,197.4,168.0,,,-437.0,149.0,,,,,-234.0,,-307.0,-409.7,-566.6,-520.6,-545.6,-575.0,,,True,,,,,True,,True,True,False,False,False,False,,
01079,295,168.0,236.0,,,,,134.0,,404.3,158.5,94.7,116.1,66.6,,,,-127.0,-59.0,,,,,-161.0,,109.3,-136.5,-200.3,-178.9,-228.4,,,,True,,,,,False,,True,False,False,False,False,,,
01081,1111,762.0,467.0,,,,,1057.0,,976.0,820.7,433.4,393.8,11.1,391.4,,,-349.0,-644.0,,,,,-54.0,,-135.0,-290.3,-677.6,-717.2,-1099.9,-719.6,,,False,,,,,True,,True,True,False,False,False,False,,
01083,1009,468.0,121.0,,,,,496.0,,568.8,254.5,399.8,253.8,200.3,284.8,,,-541.0,-888.0,,,,,-513.0,,-440.2,-754.5,-609.2,-755.2,-808.7,-724.2,,,False,,,,,True,,True,False,False,False,False,False,,
01085,83,6.0,0.0,,,,,57.0,,30.1,15.0,0.2,0.2,8.6,,,,-77.0,-83.0,,,,,-26.0,,-52.9,-68.0,-82.8,-82.8,-74.4,,,,False,,,,,True,,True,True,False,False,True,,,
01087,72,66.0,65.0,,,,,45.0,,474.0,64.0,5.9,0.0,27.7,,,,-6.0,-7.0,,,,,-27.0,,402.0,-8.0,-66.1,-72.0,-44.3,,,,False,,,,,False,,False,False,False,False,False,,,
01089,2334,1476.0,495.0,,,,,1665.0,,1715.9,1612.3,1322.0,549.8,81.1,711.7,,,-858.0,-1839.0,,,,,-669.0,,-618.1,-721.7,-1012.0,-1784.2,-2252.9,-1622.3,,,False,,,,,True,,True,True,False,False,False,False,,
01091,335,78.0,2.0,,,,,92.0,,246.2,56.1,25.7,0.3,38.8,,,,-257.0,-333.0,,,,,-243.0,,-88.8,-278.9,-309.3,-334.7,-296.2,,,,False,,,,,True,,True,False,False,False,False,,,
01093,215,294.0,85.0,,,,,119.0,,405.2,159.0,153.4,65.4,33.6,,,,79.0,-130.0,,,,,-96.0,,190.2,-56.0,-61.6,-149.6,-181.4,,,,False,,,,,False,,False,True,True,False,False,,,
01095,701,264.0,16.0,,,,,581.0,,412.6,250.1,88.8,16.4,33.2,363.2,,,-437.0,-685.0,,,,,-120.0,,-288.4,-450.9,-612.2,-684.6,-667.8,-337.8,,,False,,,,,True,,True,False,False,False,False,True,,
01097,4123,1374.0,3224.0,,,,,1770.0,,1567.7,1474.0,1259.5,740.7,98.7,2688.9,,,-2749.0,-899.0,,,,,-2353.0,,-2555.3,-2649.0,-2863.5,-3382.3,-4024.3,-1434.1,,,True,,,,,True,,True,True,False,False,False,True,,
01099,78,48.0,0.0,,,,,87.0,,177.4,52.3,2.9,15.5,3.1,,,,-30.0,-78.0,,,,,9.0,,99.4,-25.7,-75.1,-62.5,-74.9,,,,False,,,,,True,,False,True,False,False,False,,,
01101,1906,1230.0,386.0,,,,,1054.0,,1083.3,567.3,668.7,84.0,281.9,583.3,,,-676.0,-1520.0,,,,,-852.0,,-822.7,-1338.7,-1237.3,-1822.0,-1624.1,-1322.7,,,False,,,,,False,,False,False,False,False,False,False,,
01103,1086,438.0,209.0,,,,,567.0,,638.8,360.4,186.7,182.3,211.1,328.9,,,-648.0,-877.0,,,,,-519.0,,-447.2,-725.6,-899.3,-903.7,-875.0,-757.1,,,False,,,,,True,,True,False,False,False,False,False,,
01105,60,30.0,0.0,,,,,28.0,,34.7,23.8,4.0,0.0,4.2,,,,-30.0,-60.0,,,,,-32.0,,-25.3,-36.2,-56.0,-60.0,-55.8,,,,False,,,,,False,,True,False,False,False,False,,,
01107,246,120.0,78.0,,,,,81.0,,255.5,84.6,59.4,1.2,35.9,,,,-126.0,-168.0,,,,,-165.0,,9.5,-161.4,-186.6,-244.8,-210.1,,,,False,,,,,False,,True,False,False,False,False,,,
01109,235,198.0,221.0,,,,,390.0,,347.7,124.9,42.2,0.1,78.7,,,,-37.0,-14.0,,,,,155.0,,112.7,-110.1,-192.8,-234.9,-156.3,,,,True,,,,,False,,False,False,False,False,False,,,
01111,264,66.0,13.0,,,,,123.0,,267.9,105.2,13.9,36.9,33.9,,,,-198.0,-251.0,,,,,-141.0,,3.9,-158.8,-250.1,-227.1,-230.1,,,,False,,,,,True,,True,True,False,False,False,,,
01113,289,90.0,38.0,,,,,310.0,,321.3,127.7,18.4,39.6,38.6,145.6,,,-199.0,-251.0,,,,,21.0,,32.3,-161.3,-270.6,-249.4,-250.3,-143.4,,,False,,,,,True,,True,True,False,False,False,True,,
01115,859,576.0,258.0,,,,,290.0,,771.5,452.7,539.1,168.5,43.9,422.2,,,-283.0,-601.0,,,,,-569.0,,-87.5,-406.3,-319.9,-690.5,-815.1,-436.8,,,False,,,,,False,,True,False,False,False,False,False,,
01117,2141,1884.0,565.0,,,,,693.0,,1746.7,1020.3,1615.0,456.1,226.1,713.9,,,-257.0,-1576.0,,,,,-1448.0,,-394.3,-1120.7,-526.0,-1684.9,-1914.9,-1427.1,,,False,,,,,False,,False,False,False,False,False,False,,
01119,53,6.0,0.0,,,,,51.0,,31.4,17.4,1.1,0.1,5.4,,,,-47.0,-53.0,,,,,-2.0,,-21.6,-35.6,-51.9,-52.9,-47.6,,,,False,,,,,True,,True,True,False,False,False,,,
01121,726,330.0,438.0,,,,,275.0,,545.6,488.2,173.8,204.4,90.2,226.5,,,-396.0,-288.0,,,,,-451.0,,-180.4,-237.8,-552.2,-521.6,-635.8,-499.5,,,True,,,,,False,,True,True,False,False,False,False,,
01123,232,72.0,70.0,,,,,172.0,,254.3,118.5,36.4,26.8,25.0,,,,-160.0,-162.0,,,,,-60.0,,22.3,-113.5,-195.6,-205.2,-207.0,,,,False,,,,,True,,True,True,False,False,False,,,
01125,3675,1308.0,430.0,,,,,1449.0,,1230.2,800.7,1076.6,344.9,1159.4,818.3,,,-2367.0,-3245.0,,,,,-2226.0,,-2444.8,-2874.3,-2598.4,-3330.1,-2515.6,-2856.7,,,False,,,,,True,,False,False,False,False,False,False,,
01127,653,594.0,833.0,,,,,284.0,,744.7,177.4,189.6,212.9,478.9,246.9,,,-59.0,180.0,,,,,-369.0,,91.7,-475.6,-463.4,-440.1,-174.1,-406.1,,,False,,,,,False,,False,False,False,False,False,False,,
01129,211,42.0,2.0,,,,,74.0,,205.8,61.6,3.3,0.0,6.2,,,,-169.0,-209.0,,,,,-137.0,,-5.2,-149.4,-207.7,-211.0,-204.8,,,,False,,,,,True,,True,True,False,False,False,,,
01131,43,30.0,10.0,,,,,34.0,,36.8,26.5,1.4,0.2,9.0,,,,-13.0,-33.0,,,,,-9.0,,-6.2,-16.5,-41.6,-42.8,-34.0,,,,False,,,,,True,,True,False,False,False,False,,,
01133,269,282.0,461.0,,,,,108.0,,358.9,110.0,166.5,99.1,409.6,,,,13.0,192.0,,,,,-161.0,,89.9,-159.0,-102.5,-169.9,140.6,,,,False,,,,,False,,False,False,False,False,False,,,
02013,6,0.0,0.0,,,,,,,0.0,1.9,,,0.0,,,,-6.0,-6.0,,,,,,,-6.0,-4.1,,,-6.0,,,,False,,,,,,,True,True,,,False,,,
02016,2,6.0,0.0,,,,,,,4.6,2.3,,,0.2,,,,4.0,-2.0,,,,,,,2.6,0.3,,,-1.8,,,,True,,,,,,,True,True,,,True,,,
02020,3404,1620.0,4835.0,,,,,,,1601.8,2265.7,915.3,1207.5,689.4,749.6,,,-1784.0,1431.0,,,,,,,-1802.2,-1138.3,-2488.7,-2196.5,-2714.6,-2654.4,,,True,,,,,,,False,True,False,False,False,False,,
02050,287,126.0,0.0,,,,,,,80.7,58.6,3.2,,38.4,,,,-161.0,-287.0,,,,,,,-206.3,-228.4,-283.8,,-248.6,,,,False,,,,,,,False,False,False,,False,,,
02060,0,0.0,0.0,,,,,,,0.0,0.0,0.2,,0.0,,,,0.0,0.0,,,,,,,0.0,0.0,0.2,,0.0,,,,True,,,,,,,True,True,False,,True,,,
02068,19,0.0,0.0,,,,,,,3.4,4.0,,,0.1,,,,-19.0,-19.0,,,,,,,-15.6,-15.0,,,-18.9,,,,False,,,,,,,True,True,,,True,,,
02070,18,6.0,0.0,,,,,,,0.2,8.4,0.1,,1.9,,,,-12.0,-18.0,,,,,,,-17.8,-9.6,-17.9,,-16.1,,,,False,,,,,,,False,True,False,,False,,,
02090,1046,756.0,,,,,,,,937.9,541.3,963.0,498.8,596.2,,,,-290.0,,,,,,,,-108.1,-504.7,-83.0,-547.2,-449.8,,,,,,,,,,,True,False,True,False,False,,,
02100,4,0.0,0.0,,,,,,,0.9,0.1,,,0.0,,,,-4.0,-4.0,,,,,,,-3.1,-3.9,,,-4.0,,,,False,,,,,,,True,True,,,False,,,
02105,0,0.0,0.0,,,,,,,1.0,3.1,,,0.0,,,,0.0,0.0,,,,,,,1.0,3.1,,,0.0,,,,True,,,,,,,False,False,,,True,,,
02110,167,258.0,197.0,,,,,,,356.7,132.2,124.3,1.9,366.1,,,,91.0,30.0,,,,,,,189.7,-34.8,-42.7,-165.1,199.1,,,,True,,,,,,,False,True,True,False,False,,,
02122,227,42.0,15.0,,,,,,,224.7,147.1,1.6,250.3,4.6,,,,-185.0,-212.0,,,,,,,-2.3,-79.9,-225.4,23.3,-222.3,,,,False,,,,,,,True,True,False,True,False,,,
02130,13,6.0,0.0,,,,,,,0.0,11.0,1.1,,0.0,,,,-7.0,-13.0,,,,,,,-12.9,-2.0,-11.9,,-13.0,,,,False,,,,,,,False,True,False,,False,,,
02150,31,12.0,0.0,,,,,,,16.2,6.9,0.3,,4.5,,,,-19.0,-31.0,,,,,,,-14.8,-24.1,-30.7,,-26.4,,,,False,,,,,,,True,False,False,,False,,,
02158,156,6.0,0.0,,,,,,,7.9,,,,4.8,,,,-150.0,-156.0,,,,,,,-148.1,,,,-151.2,,,,False,,,,,,,True,,,,False,,,
02164,18,0.0,0.0,,,,,,,0.7,1.8,,,0.0,,,,-18.0,-18.0,,,,,,,-17.3,-16.2,,,-18.0,,,,False,,,,,,,True,True,,,False,,,
02170,463,162.0,99.0,,,,,,,301.1,507.0,81.6,492.3,142.1,,,,-301.0,-364.0,,,,,,,-161.9,44.0,-381.4,29.3,-320.9,,,,False,,,,,,,True,True,False,True,False,,,
02180,72,36.0,0.0,,,,,,,22.6,21.1,1.0,,4.7,,,,-36.0,-72.0,,,,,,,-49.4,-50.9,-71.0,,-67.3,,,,False,,,,,,,False,False,False,,False,,,
02185,173,72.0,7.0,,,,,,,154.3,48.2,2.4,,24.8,,,,-101.0,-166.0,,,,,,,-18.7,-124.8,-170.6,,-148.2,,,,False,,,,,,,True,False,False,,False,,,
02188,150,18.0,0.0,,,,,,,20.4,23.7,3.2,,9.1,,,,-132.0,-150.0,,,,,,,-129.6,-126.3,-146.8,,-140.8,,,,False,,,,,,,True,True,False,,False,,,
02195,4,0.0,0.0,,,,,,,0.8,0.1,0.1,,0.0,,,,-4.0,-4.0,,,,,,,-3.2,-3.9,-3.9,,-4.0,,,,False,,,,,,,True,True,True,,False,,,
02198,4,12.0,0.0,,,,,,,15.1,18.4,1.8,,5.1,,,,8.0,-4.0,,,,,,,11.1,14.4,-2.2,,1.1,,,,True,,,,,,,False,False,True,,True,,,
02220,16,12.0,0.0,,,,,,,7.1,14.5,0.8,,3.4,,,,-4.0,-16.0,,,,,,,-8.9,-1.5,-15.2,,-12.6,,,,False,,,,,,,False,True,False,,False,,,
02230,6,0.0,0.0,,,,,,,0.0,0.0,,,0.0,,,,-6.0,-6.0,,,,,,,-6.0,-6.0,,,-6.0,,,,False,,,,,,,False,False,,,False,,,
02240,30,12.0,0.0,,,,,,,11.2,0.7,0.3,,1.9,,,,-18.0,-30.0,,,,,,,-18.8,-29.3,-29.7,,-28.1,,,,False,,,,,,,False,False,False,,False,,,
02261,33,0.0,0.0,,,,,,,10.6,4.4,2.0,,15.3,,,,-33.0,-33.0,,,,,,,-22.4,-28.6,-31.0,,-17.7,,,,False,,,,,,,True,True,True,,True,,,
02275,1,0.0,0.0,,,,,,,2.0,1.0,,,0.2,,,,-1.0,-1.0,,,,,,,1.0,-0.0,,,-0.8,,,,False,,,,,,,True,True,,,True,,,
02282,10,6.0,0.0,,,,,,,3.5,0.0,,,0.8,,,,-4.0,-10.0,,,,,,,-6.5,-10.0,,,-9.2,,,,False,,,,,,,False,False,,,False,,,
02290,31,12.0,0.0,,,,,,,13.9,2.8,4.3,,0.2,,,,-19.0,-31.0,,,,,,,-17.1,-28.2,-26.7,,-30.8,,,,False,,,,,,,True,False,False,,False,,,
04001,481,150.0,57.0,,,,,499.0,,55.7,88.5,17.3,4.4,12.4,227.2,,,-331.0,-424.0,,,,,18.0,,-425.3,-392.5,-463.7,-476.6,-468.6,-253.8,,,False,,,,,True,,False,False,False,False,False,True,,
04003,248,108.0,13.0,,,,,263.0,,357.2,135.4,15.5,196.6,9.7,95.2,,,-140.0,-235.0,,,,,15.0,,109.2,-112.6,-232.5,-51.4,-238.3,-152.8,,,False,,,,,True,,True,True,False,True,False,False,,
04005,1525,594.0,608.0,,,,,978.0,,353.8,184.7,805.5,23.0,4383.1,353.8,,,-931.0,-917.0,,,,,-547.0,,-1171.2,-1340.3,-719.5,-1502.0,2858.1,-1171.2,,,True,,,,,True,,False,False,True,False,False,False,,
04007,677,234.0,18.0,,,,,76.0,,373.0,98.7,112.0,0.7,17.4,137.5,,,-443.0,-659.0,,,,,-601.0,,-304.0,-578.3,-565.0,-676.3,-659.6,-539.5,,,False,,,,,False,,True,False,False,False,False,False,,
04009,337,102.0,125.0,,,,,139.0,,275.3,85.3,12.4,0.0,54.1,,,,-235.0,-212.0,,,,,-198.0,,-61.7,-251.7,-324.6,-337.0,-282.9,,,,True,,,,,True,,True,False,False,False,False,,,
04011,45,6.0,0.0,,,,,19.0,,2.0,8.7,0.0,,2.0,,,,-39.0,-45.0,,,,,-26.0,,-43.0,-36.3,-45.0,,-43.0,,,,False,,,,,True,,False,True,False,,False,,,
04012,89,48.0,5.0,,,,,39.0,,817.3,27.3,3.0,0.0,4.6,,,,-41.0,-84.0,,,,,-50.0,,728.3,-61.7,-86.0,-89.0,-84.4,,,,False,,,,,False,,False,False,False,False,False,,,
04013,15885,8616.0,7225.0,,,,,9473.0,,6093.5,7300.4,7211.7,1531.8,1469.8,5130.8,,,-7269.0,-8660.0,,,,,-6412.0,,-9791.5,-8584.6,-8673.3,-14353.2,-14415.2,-10754.2,,,False,,,,,True,,False,False,False,False,False,False,,
04015,484,240.0,465.0,,,,,658.0,,640.7,229.8,43.1,265.8,136.6,228.9,,,-244.0,-19.0,,,,,174.0,,156.7,-254.2,-440.9,-218.2,-347.4,-255.1,,,True,,,,,True,,True,False,False,True,False,False,,
04017,628,198.0,142.0,,,,,619.0,,268.0,139.8,65.2,11.9,66.3,204.7,,,-430.0,-486.0,,,,,-9.0,,-360.0,-488.2,-562.8,-616.1,-561.7,-423.3,,,False,,,,,True,,True,False,False,False,False,True,,
04019,5060,3138.0,2049.0,,,,,2781.0,,2786.2,1676.7,1735.7,2189.7,811.9,1553.7,,,-1922.0,-3011.0,,,,,-2279.0,,-2273.8,-3383.3,-3324.3,-2870.3,-4248.1,-3506.3,,,False,,,,,False,,False,False,False,False,False,False,,
04021,1519,1386.0,7256.0,,,,,960.0,,1908.7,491.3,932.1,444.7,485.2,945.4,,,-133.0,5737.0,,,,,-559.0,,389.7,-1027.7,-586.9,-1074.3,-1033.8,-573.6,,,False,,,,,False,,False,False,False,False,False,False,,
04023,195,66.0,48.0,,,,,154.0,,248.0,36.4,5.5,1.6,15.6,59.3,,,-129.0,-147.0,,,,,-41.0,,53.0,-158.6,-189.5,-193.4,-179.4,-135.7,,,False,,,,,True,,True,False,False,False,False,False,,
04025,456,384.0,11.0,,,,,530.0,,516.5,422.6,187.9,405.0,335.0,228.3,,,-72.0,-445.0,,,,,74.0,,60.5,-33.4,-268.1,-51.0,-121.0,-227.7,,,False,,,,,False,,True,True,False,True,False,False,,
04027,1123,402.0,111.0,,,,,741.0,,461.5,289.0,97.8,11.8,69.3,2021.6,,,-721.0,-1012.0,,,,,-382.0,,-661.5,-834.0,-1025.2,-1111.2,-1053.7,898.6,,,False,,,,,True,,True,False,False,False,False,False,,
