,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IowaStateLW-STEM,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
06025,2033,2192.0,,,1507.0,19.6,940.1,1525.9,,,159.0,,,-526.0,-2013.4,-1092.8,-507.1,,,,,False,False,False,False,,
06027,53,80.0,,,10.0,150.2,4.8,493.7,,,27.0,,,-43.0,97.2,-48.2,440.7,,,,,False,False,False,False,,
06029,4814,10424.0,,,7561.0,1484.0,1377.6,9918.5,,,5610.0,,,2747.0,-3330.0,-3436.4,5104.5,,,,,True,True,True,True,,
06031,2177,3200.0,,,1338.0,37.8,398.4,3528.8,,,1023.0,,,-839.0,-2139.2,-1778.6,1351.8,,,,,True,False,False,False,,
06033,366,272.0,,,58.0,502.1,73.6,705.8,,,-94.0,,,-308.0,136.1,-292.4,339.8,,,,,False,False,False,False,,
06035,70,96.0,,,58.0,0.1,148.4,,,,26.0,,,-12.0,-69.9,78.4,,,,,,True,False,False,,,
06037,59181,72752.0,,,55903.0,4525.6,39516.5,55975.3,,,13571.0,,,-3278.0,-54655.4,-19664.5,-3205.7,,,,,True,False,False,True,,
06039,1307,2680.0,,,907.0,12.5,85.2,1472.6,,,1373.0,,,-400.0,-1294.5,-1221.8,165.6,,,,,True,True,True,True,,
06041,1028,1512.0,,,1799.0,278.3,2317.7,1346.1,,,484.0,,,771.0,-749.7,1289.7,318.1,,,,,False,False,False,True,,
06043,7,16.0,,,5.0,,2.3,31.1,,,9.0,,,-2.0,,-4.7,24.1,,,,,True,,True,False,,
06045,451,544.0,,,189.0,280.9,215.7,489.5,,,93.0,,,-262.0,-170.1,-235.3,38.5,,,,,False,False,False,True,,
06047,1592,3696.0,,,2145.0,6.5,693.2,2135.0,,,2104.0,,,553.0,-1585.5,-898.8,543.0,,,,,True,True,True,True,,
06049,23,32.0,,,0.0,,7.4,17.1,,,9.0,,,-23.0,,-15.6,-5.9,,,,,False,,False,True,,
06051,16,0.0,,,7.0,0.0,8.8,83.8,,,-16.0,,,-9.0,-16.0,-7.2,67.8,,,,,True,True,True,False,,
06053,3702,5160.0,,,3515.0,801.7,887.0,3579.9,,,1458.0,,,-187.0,-2900.3,-2815.0,-122.1,,,,,True,False,False,True,,
06055,539,688.0,,,585.0,432.0,146.7,558.1,,,149.0,,,46.0,-107.0,-392.3,19.1,,,,,True,True,False,True,,
06057,172,256.0,,,100.0,347.3,71.2,259.6,,,84.0,,,-72.0,175.3,-100.8,87.6,,,,,True,False,False,False,,
06059,11198,19112.0,,,18499.0,1801.2,591.3,10844.4,,,7914.0,,,7301.0,-9396.8,-10606.7,-353.6,,,,,True,False,False,True,,
06061,1141,1656.0,,,1020.0,613.1,668.6,1508.3,,,515.0,,,-121.0,-527.9,-472.4,367.3,,,,,True,False,True,True,,
06063,28,0.0,,,4.0,,1.3,21.3,,,-28.0,,,-24.0,,-26.7,-6.7,,,,,True,,True,True,,
06065,13897,19024.0,,,13767.0,3369.0,300.6,12408.3,,,5127.0,,,-130.0,-10528.0,-13596.4,-1488.7,,,,,True,False,False,True,,
06067,8114,15224.0,,,7716.0,3757.7,158.5,8989.7,,,7110.0,,,-398.0,-4356.3,-7955.5,875.7,,,,,True,True,False,True,,
06069,355,1072.0,,,484.0,285.1,68.0,576.1,,,717.0,,,129.0,-69.9,-287.0,221.1,,,,,True,True,True,True,,
06071,15208,20336.0,,,12369.0,4196.1,13433.8,16906.3,,,5128.0,,,-2839.0,-11011.9,-1774.2,1698.3,,,,,True,False,True,True,,
06073,16267,14752.0,,,23597.0,1967.2,6933.1,8223.8,,,-1515.0,,,7330.0,-14299.8,-9334.0,-8043.2,,,,,False,False,False,False,,
06075,2720,4464.0,,,60596.0,16.5,2817.5,5870.1,,,1744.0,,,57876.0,-2703.5,97.5,3150.1,,,,,False,False,True,False,,
06077,4516,9808.0,,,5266.0,1870.4,4438.3,7536.8,,,5292.0,,,750.0,-2645.6,-77.7,3020.8,,,,,True,True,True,True,,
06079,1259,1736.0,,,2047.0,1142.9,787.8,843.2,,,477.0,,,788.0,-116.1,-471.2,-415.8,,,,,False,True,True,True,,
06081,3001,4312.0,,,4240.0,1641.7,2120.1,4075.1,,,1311.0,,,1239.0,-1359.3,-880.9,1074.1,,,,,True,False,True,True,,
06083,1746,2888.0,,,4947.0,669.5,3500.2,1854.7,,,1142.0,,,3201.0,-1076.5,1754.2,108.7,,,,,False,True,False,True,,
06085,7001,12136.0,,,8812.0,4064.0,5204.3,7592.8,,,5135.0,,,1811.0,-2937.0,-1796.7,591.8,,,,,True,True,True,True,,
06087,1027,1040.0,,,1822.0,2434.3,532.0,496.4,,,13.0,,,795.0,1407.3,-495.0,-530.6,,,,,False,False,False,False,,
06089,1284,248.0,,,445.0,385.7,9.3,346.8,,,-1036.0,,,-839.0,-898.3,-1274.7,-937.2,,,,,True,True,False,True,,
06091,0,0.0,,,0.0,,0.0,2.1,,,0.0,,,0.0,,0.0,2.1,,,,,True,,True,False,,
06093,72,40.0,,,15.0,154.8,1.0,191.3,,,-32.0,,,-57.0,82.8,-71.0,119.3,,,,,False,False,False,False,,
06095,1898,2720.0,,,1704.0,1059.1,208.3,2466.9,,,822.0,,,-194.0,-838.9,-1689.7,568.9,,,,,True,False,False,True,,
06097,3509,4696.0,,,2573.0,2169.2,3287.2,3586.1,,,1187.0,,,-936.0,-1339.8,-221.8,77.1,,,,,True,False,True,True,,
06099,3814,9600.0,,,4060.0,1808.8,6901.0,9650.0,,,5786.0,,,246.0,-2005.2,3087.0,5836.0,,,,,True,True,True,False,,
06101,489,1160.0,,,442.0,389.6,609.1,680.4,,,671.0,,,-47.0,-99.4,120.1,191.4,,,,,True,True,True,True,,
06103,455,424.0,,,299.0,402.7,208.7,550.2,,,-31.0,,,-156.0,-52.3,-246.3,95.2,,,,,False,False,False,False,,
06105,24,24.0,,,0.0,,3.1,17.4,,,0.0,,,-24.0,,-20.9,-6.6,,,,,False,,False,False,,
06107,3611,6136.0,,,3706.0,136.8,1396.6,5190.4,,,2525.0,,,95.0,-3474.2,-2214.4,1579.4,,,,,True,False,True,True,,
06109,79,136.0,,,40.0,90.1,7.1,130.1,,,57.0,,,-39.0,11.1,-71.9,51.1,,,,,True,True,False,True,,
06111,3586,5928.0,,,4967.0,1423.7,1667.5,4499.2,,,2342.0,,,1381.0,-2162.3,-1918.5,913.2,,,,,True,True,True,True,,
06113,831,1208.0,,,1003.0,852.4,302.0,877.6,,,377.0,,,172.0,21.4,-529.0,46.6,,,,,True,True,False,True,,
06115,384,520.0,,,220.0,440.5,82.8,685.1,,,136.0,,,-164.0,56.5,-301.2,301.1,,,,,False,True,False,False,,
08001,5620,2504.0,,,1674.0,548.0,1091.7,1654.5,,,-3116.0,,,-3946.0,-5072.0,-4528.3,-3965.5,,,,,False,False,False,False,,
08003,61,8.0,,,50.0,0.2,27.1,12.2,,,-53.0,,,-11.0,-60.8,-33.9,-48.8,,,,,True,False,True,True,,
08005,3893,2040.0,,,1963.0,758.2,2515.3,1516.8,,,-1853.0,,,-1930.0,-3134.8,-1377.7,-2376.2,,,,,False,False,True,False,,
08007,22,16.0,,,16.0,,0.0,12.6,,,-6.0,,,-6.0,,-22.0,-9.4,,,,,False,,False,False,,
08009,16,8.0,,,8.0,,5.7,4.1,,,-8.0,,,-8.0,,-10.3,-11.9,,,,,False,,False,False,,
08011,4,0.0,,,0.0,,2.0,,,,-4.0,,,-4.0,,-2.0,,,,,,False,,True,,,
08013,3062,496.0,,,887.0,395.7,189.4,702.1,,,-2566.0,,,-2175.0,-2666.3,-2872.6,-2359.9,,,,,True,False,False,True,,
08014,357,152.0,,,192.0,,18.4,107.3,,,-205.0,,,-165.0,,-338.6,-249.7,,,,,True,,False,False,,
08015,71,48.0,,,42.0,33.4,63.5,227.3,,,-23.0,,,-29.0,-37.6,-7.5,156.3,,,,,False,False,True,False,,
08017,6,0.0,,,0.0,,0.0,2.3,,,-6.0,,,-6.0,,-6.0,-3.7,,,,,False,,False,True,,
08019,33,8.0,,,14.0,,0.1,4.5,,,-25.0,,,-19.0,,-32.9,-28.5,,,,,True,,False,False,,
08021,36,8.0,,,10.0,,0.2,12.4,,,-28.0,,,-26.0,,-35.8,-23.6,,,,,True,,False,True,,
08023,5,48.0,,,0.0,,10.6,23.3,,,43.0,,,-5.0,,5.6,18.3,,,,,True,,True,True,,
08025,16,0.0,,,3.0,,5.0,1.0,,,-16.0,,,-13.0,,-11.0,-15.0,,,,,True,,True,True,,
08027,3,32.0,,,0.0,,4.0,,,,29.0,,,-3.0,,1.0,,,,,,True,,True,,,
08029,44,152.0,,,13.0,49.3,23.2,116.4,,,108.0,,,-31.0,5.3,-20.8,72.4,,,,,True,True,True,True,,
08031,5900,2832.0,,,2474.0,704.5,3944.6,2169.3,,,-3068.0,,,-3426.0,-5195.5,-1955.4,-3730.7,,,,,False,False,True,False,,
08033,1,0.0,,,0.0,,0.1,0.6,,,-1.0,,,-1.0,,-0.9,-0.4,,,,,False,,True,True,,
08035,1625,720.0,,,576.0,122.8,208.4,450.7,,,-905.0,,,-1049.0,-1502.2,-1416.6,-1174.3,,,,,False,False,False,False,,
08037,235,112.0,,,269.0,260.0,75.4,230.1,,,-123.0,,,34.0,25.0,-159.6,-4.9,,,,,True,True,False,True,,
08039,81,32.0,,,23.0,110.4,4.6,32.3,,,-49.0,,,-58.0,29.4,-76.4,-48.7,,,,,False,True,False,True,,
08041,3604,2344.0,,,2072.0,692.1,906.1,1400.5,,,-1260.0,,,-1532.0,-2911.9,-2697.9,-2203.5,,,,,False,False,False,False,,
08043,472,96.0,,,103.0,78.6,50.3,54.9,,,-376.0,,,-369.0,-393.4,-421.7,-417.1,,,,,True,False,False,False,,
08045,298,192.0,,,108.0,108.3,22.9,185.0,,,-106.0,,,-190.0,-189.7,-275.1,-113.0,,,,,False,False,False,False,,
08047,12,0.0,,,8.0,,0.1,10.0,,,-12.0,,,-4.0,,-11.9,-2.0,,,,,True,,True,True,,
08049,81,48.0,,,15.0,,4.9,56.9,,,-33.0,,,-66.0,,-76.1,-24.1,,,,,False,,False,True,,
08051,19,32.0,,,29.0,70.4,0.1,50.0,,,13.0,,,10.0,51.4,-18.9,31.0,,,,,True,False,False,False,,
08053,0,0.0,,,0.0,,0.0,0.0,,,0.0,,,0.0,,0.0,0.0,,,,,True,,True,True,,
08055,25,8.0,,,0.0,,1.4,6.4,,,-17.0,,,-25.0,,-23.6,-18.6,,,,,False,,False,False,,
08057,1,0.0,,,0.0,,0.0,2.4,,,-1.0,,,-1.0,,-1.0,1.4,,,,,False,,False,False,,
08059,3137,1632.0,,,1214.0,706.6,291.3,1287.5,,,-1505.0,,,-1923.0,-2430.4,-2845.7,-1849.5,,,,,False,False,False,False,,
08061,3,0.0,,,0.0,,0.0,,,,-3.0,,,-3.0,,-3.0,,,,,,False,,False,,,
08063,59,48.0,,,7.0,,0.3,123.8,,,-11.0,,,-52.0,,-58.7,64.8,,,,,False,,False,False,,
08065,47,0.0,,,14.0,,6.9,17.5,,,-47.0,,,-33.0,,-40.1,-29.5,,,,,True,,True,True,,
08067,111,72.0,,,48.0,88.8,11.2,52.1,,,-39.0,,,-63.0,-22.2,-99.8,-58.9,,,,,False,True,False,False,,
08069,1954,1112.0,,,886.0,1415.2,294.7,1258.8,,,-842.0,,,-1068.0,-538.8,-1659.3,-695.2,,,,,False,True,False,True,,
08071,49,8.0,,,3.0,,3.0,11.1,,,-41.0,,,-46.0,,-46.0,-37.9,,,,,False,,False,True,,
08073,19,0.0,,,2.0,,0.0,3.2,,,-19.0,,,-17.0,,-19.0,-15.8,,,,,True,,False,True,,
08075,496,144.0,,,124.0,1.3,53.6,42.2,,,-352.0,,,-372.0,-494.7,-442.4,-453.8,,,,,False,False,False,False,,
08077,878,208.0,,,154.0,414.6,17.3,169.6,,,-670.0,,,-724.0,-463.4,-860.8,-708.4,,,,,False,True,False,False,,
08079,2,0.0,,,0.0,,0.0,4.8,,,-2.0,,,-2.0,,-2.0,2.8,,,,,False,,False,False,,
08081,28,8.0,,,2.0,,2.0,7.2,,,-20.0,,,-26.0,,-26.0,-20.8,,,,,False,,False,False,,
08083,72,16.0,,,9.0,42.0,39.4,7.1,,,-56.0,,,-63.0,-30.0,-32.6,-64.9,,,,,False,True,True,False,,
08085,114,72.0,,,29.0,98.4,8.5,127.0,,,-42.0,,,-85.0,-15.6,-105.5,13.0,,,,,False,True,False,True,,
08087,140,64.0,,,114.0,2.1,27.0,30.1,,,-76.0,,,-26.0,-137.9,-113.0,-109.9,,,,,True,False,False,False,,
08089,43,16.0,,,12.0,,26.2,52.4,,,-27.0,,,-31.0,,-16.8,9.4,,,,,False,,True,True,,
08091,17,64.0,,,0.0,,2.1,20.3,,,47.0,,,-17.0,,-14.9,3.3,,,,,True,,True,True,,
08093,51,0.0,,,14.0,,0.4,1.9,,,-51.0,,,-37.0,,-50.6,-49.1,,,,,True,,True,True,,
08095,30,0.0,,,3.0,,0.0,4.3,,,-30.0,,,-27.0,,-30.0,-25.7,,,,,True,,True,True,,
08097,89,40.0,,,52.0,202.7,9.0,38.6,,,-49.0,,,-37.0,113.7,-80.0,-50.4,,,,,True,False,False,False,,
08099,84,56.0,,,22.0,,36.3,33.0,,,-28.0,,,-62.0,,-47.7,-51.0,,,,,False,,False,False,,
08101,930,536.0,,,441.0,392.8,191.3,362.9,,,-394.0,,,-489.0,-537.2,-738.7,-567.1,,,,,False,False,False,False,,
08103,7,16.0,,,0.0,,0.0,,,,9.0,,,-7.0,,-7.0,,,,,,True,,True,,,
08105,24,0.0,,,15.0,,2.8,24.8,,,-24.0,,,-9.0,,-21.2,0.8,,,,,True,,True,True,,
08107,72,16.0,,,19.0,93.2,6.4,80.1,,,-56.0,,,-53.0,21.2,-65.6,8.1,,,,,True,True,False,True,,
08109,23,16.0,,,7.0,0.1,23.1,34.8,,,-7.0,,,-16.0,-22.9,0.1,11.8,,,,,False,False,True,False,,
08111,8,8.0,,,0.0,,1.0,2.7,,,0.0,,,-8.0,,-7.0,-5.3,,,,,False,,False,False,,
08113,13,0.0,,,1.0,,1.3,17.2,,,-13.0,,,-12.0,,-11.7,4.2,,,,,True,,True,True,,
08115,28,0.0,,,0.0,,0.8,,,,-28.0,,,-28.0,,-27.2,,,,,,False,,True,,,
08117,291,112.0,,,76.0,129.5,1.8,65.6,,,-179.0,,,-215.0,-161.5,-289.2,-225.4,,,,,False,True,False,False,,
08119,53,72.0,,,23.0,213.0,5.8,36.5,,,19.0,,,-30.0,160.0,-47.2,-16.5,,,,,False,False,False,True,,
08121,42,8.0,,,3.0,,1.5,15.5,,,-34.0,,,-39.0,,-40.5,-26.5,,,,,False,,False,True,,
08123,1770,968.0,,,994.0,302.1,143.3,680.0,,,-802.0,,,-776.0,-1467.9,-1626.7,-1090.0,,,,,True,False,False,False,,
08125,149,0.0,,,20.0,,0.0,9.6,,,-149.0,,,-129.0,,-149.0,-139.4,,,,,True,,False,True,,
09001,3548,2720.0,,,656.0,1116.6,256.4,1980.9,,,-828.0,,,-2892.0,-2431.4,-3291.6,-1567.1,,,,,False,False,False,False,,
09003,3670,3120.0,,,1011.0,216.0,15.9,2842.5,,,-550.0,,,-2659.0,-3454.0,-3654.1,-827.5,,,,,False,False,False,False,,
09005,438,344.0,,,19.0,130.8,341.7,278.7,,,-94.0,,,-419.0,-307.2,-96.3,-159.3,,,,,False,False,False,False,,
09007,427,160.0,,,9.0,49.7,1.4,111.0,,,-267.0,,,-418.0,-377.3,-425.6,-316.0,,,,,False,False,False,False,,
09009,2451,1440.0,,,341.0,132.5,51.4,1431.9,,,-1011.0,,,-2110.0,-2318.5,-2399.6,-1019.1,,,,,False,False,False,False,,
09011,1902,392.0,,,40.0,147.9,86.8,349.5,,,-1510.0,,,-1862.0,-1754.1,-1815.2,-1552.5,,,,,False,False,False,False,,
09013,563,344.0,,,30.0,118.9,93.5,309.1,,,-219.0,,,-533.0,-444.1,-469.5,-253.9,,,,,False,False,False,False,,
09015,535,168.0,,,27.0,138.2,12.5,218.3,,,-367.0,,,-508.0,-396.8,-522.5,-316.7,,,,,False,False,False,True,,
10001,799,552.0,,,490.0,347.3,180.2,440.8,,178.0,-247.0,,,-309.0,-451.7,-618.8,-358.2,,-621.0,,,False,False,False,False,,False
10003,4470,2704.0,,,1724.0,526.9,1610.3,2602.4,,2022.0,-1766.0,,,-2746.0,-3943.1,-2859.7,-1867.6,,-2448.0,,,False,False,False,False,,False
10005,1490,864.0,,,524.0,315.7,36.7,916.6,,177.0,-626.0,,,-966.0,-1174.3,-1453.3,-573.4,,-1313.0,,,False,False,False,True,,False
12001,4824,1968.0,,,2912.0,1184.7,538.9,1241.7,,778.0,-2856.0,,,-1912.0,-3639.3,-4285.1,-3582.3,,-4046.0,,,True,False,False,False,,False
12003,601,296.0,,,456.0,0.1,163.3,1059.2,,30.0,-305.0,,,-145.0,-600.9,-437.7,458.2,,-571.0,,,True,False,False,False,,False
12005,1302,1768.0,,,1419.0,575.2,389.3,925.2,,648.0,466.0,,,117.0,-726.8,-912.7,-376.8,,-654.0,,,True,False,False,True,,False
12007,502,616.0,,,379.0,0.8,455.1,550.1,,290.0,114.0,,,-123.0,-501.2,-46.9,48.1,,-212.0,,,False,False,True,True,,False
12009,3817,2344.0,,,1764.0,1169.7,64.0,1316.0,,1417.0,-1473.0,,,-2053.0,-2647.3,-3753.0,-2501.0,,-2400.0,,,False,False,False,False,,False
12011,12401,14984.0,,,79526.0,2545.3,1638.7,39524.9,,4330.0,2583.0,,,67125.0,-9855.7,-10762.3,27123.9,,-8071.0,,,False,False,False,False,,False
12013,143,200.0,,,170.0,0.0,58.0,347.1,,49.0,57.0,,,27.0,-143.0,-85.0,204.1,,-94.0,,,True,False,False,False,,False
12015,853,1136.0,,,477.0,407.0,318.1,813.0,,1126.0,283.0,,,-376.0,-446.0,-534.9,-40.0,,273.0,,,False,False,False,True,,True
12017,1078,960.0,,,1117.0,942.8,607.2,487.5,,455.0,-118.0,,,39.0,-135.2,-470.8,-590.5,,-623.0,,,True,False,False,False,,False
12019,2059,2080.0,,,1501.0,613.5,243.7,2465.2,,2045.0,21.0,,,-558.0,-1445.5,-1815.2,406.2,,-14.0,,,False,False,False,False,,True
12021,2455,2952.0,,,786.0,341.4,286.2,2457.1,,1427.0,497.0,,,-1669.0,-2113.6,-2168.8,2.1,,-1028.0,,,False,False,False,True,,False
12023,869,1224.0,,,695.0,6.1,130.0,1672.6,,168.0,355.0,,,-174.0,-862.9,-739.0,803.6,,-701.0,,,True,False,False,False,,False
12027,179,184.0,,,364.0,7.0,91.6,97.0,,54.0,5.0,,,185.0,-172.0,-87.4,-82.0,,-125.0,,,False,False,False,False,,False
12029,181,360.0,,,157.0,0.0,118.7,347.7,,69.0,179.0,,,-24.0,-181.0,-62.3,166.7,,-112.0,,,True,False,True,True,,True
12031,7893,6640.0,,,5855.0,1151.6,693.5,13789.0,,3231.0,-1253.0,,,-2038.0,-6741.4,-7199.6,5896.0,,-4662.0,,,False,False,False,False,,False
12033,2161,2952.0,,,3145.0,70.4,1307.1,4531.1,,788.0,791.0,,,984.0,-2090.6,-853.9,2370.1,,-1373.0,,,False,False,False,False,,False
12035,768,512.0,,,469.0,324.7,290.0,759.9,,398.0,-256.0,,,-299.0,-443.3,-478.0,-8.1,,-370.0,,,False,False,False,True,,False
12037,212,224.0,,,94.0,0.0,61.8,779.7,,37.0,12.0,,,-118.0,-212.0,-150.2,567.7,,-175.0,,,False,False,False,False,,False
12039,759,1072.0,,,603.0,0.1,103.3,1833.5,,0.0,313.0,,,-156.0,-758.9,-655.7,1074.5,,-759.0,,,True,False,False,False,,False
12041,146,184.0,,,178.0,0.2,32.1,223.2,,76.0,38.0,,,32.0,-145.8,-113.9,77.2,,-70.0,,,True,False,False,False,,False
12043,141,72.0,,,62.0,0.0,13.8,189.4,,33.0,-69.0,,,-79.0,-141.0,-127.2,48.4,,-108.0,,,False,False,False,True,,False
12045,114,256.0,,,126.0,0.2,140.4,542.7,,0.0,142.0,,,12.0,-113.8,26.4,428.7,,-114.0,,,True,True,True,False,,True
12047,209,232.0,,,201.0,1.1,31.4,273.7,,17.0,23.0,,,-8.0,-207.9,-177.6,64.7,,-192.0,,,True,False,False,False,,False
12049,485,328.0,,,291.0,1.0,119.5,181.3,,81.0,-157.0,,,-194.0,-484.0,-365.5,-303.7,,-404.0,,,False,False,False,False,,False
12051,228,296.0,,,468.0,0.9,42.6,412.7,,51.0,68.0,,,240.0,-227.1,-185.4,184.7,,-177.0,,,False,False,False,False,,False
12053,1079,1096.0,,,1673.0,680.8,441.1,340.8,,472.0,17.0,,,594.0,-398.2,-637.9,-738.2,,-607.0,,,False,False,False,False,,False
12055,717,768.0,,,422.0,320.1,201.7,434.6,,303.0,51.0,,,-295.0,-396.9,-515.3,-282.4,,-414.0,,,False,False,False,False,,False
12057,10006,9680.0,,,9645.0,1471.2,3738.8,4144.9,,5282.0,-326.0,,,-361.0,-8534.8,-6267.2,-5861.1,,-4724.0,,,False,False,False,False,,False
12059,263,304.0,,,272.0,0.7,148.2,386.5,,131.0,41.0,,,9.0,-262.3,-114.8,123.5,,-132.0,,,True,False,False,False,,False
12061,847,728.0,,,761.0,395.0,43.2,457.0,,443.0,-119.0,,,-86.0,-452.0,-803.8,-390.0,,-404.0,,,True,False,False,False,,False
12063,770,856.0,,,682.0,2.2,166.3,452.6,,0.0,86.0,,,-88.0,-767.8,-603.7,-317.4,,-770.0,,,False,False,False,False,,False
12065,167,56.0,,,92.0,0.0,15.8,570.2,,38.0,-111.0,,,-75.0,-167.0,-151.2,403.2,,-129.0,,,True,False,False,False,,False
12067,84,240.0,,,97.0,0.5,432.7,615.6,,30.0,156.0,,,13.0,-83.5,348.7,531.6,,-54.0,,,True,True,False,False,,True
12069,2070,2728.0,,,2558.0,1247.2,862.1,1146.3,,1386.0,658.0,,,488.0,-822.8,-1207.9,-923.7,,-684.0,,,True,False,False,False,,False
12071,4035,5024.0,,,2589.0,590.4,1595.3,3473.9,,3333.0,989.0,,,-1446.0,-3444.6,-2439.7,-561.1,,-702.0,,,False,False,False,True,,True
12073,5764,3088.0,,,2397.0,1436.4,230.5,3120.0,,2022.0,-2676.0,,,-3367.0,-4327.6,-5533.5,-2644.0,,-3742.0,,,False,False,False,True,,False
12075,220,416.0,,,284.0,208.9,146.7,242.3,,156.0,196.0,,,64.0,-11.1,-73.3,22.3,,-64.0,,,True,True,True,True,,True
12077,102,128.0,,,127.0,0.4,3.1,214.4,,0.0,26.0,,,25.0,-101.6,-98.9,112.4,,-102.0,,,True,False,False,False,,False
12079,217,304.0,,,155.0,0.5,191.1,410.8,,47.0,87.0,,,-62.0,-216.5,-25.9,193.8,,-170.0,,,True,False,True,False,,False
12081,2539,2144.0,,,2479.0,463.0,546.8,2021.5,,905.0,-395.0,,,-60.0,-2076.0,-1992.2,-517.5,,-1634.0,,,True,False,False,False,,False
12083,2254,3984.0,,,2367.0,2250.4,746.0,6635.9,,1534.0,1730.0,,,113.0,-3.6,-1508.0,4381.9,,-720.0,,,True,True,True,False,,True
12085,914,2824.0,,,2671.0,472.0,5600.9,1548.1,,2467.0,1910.0,,,1757.0,-442.0,4686.9,634.1,,1553.0,,,True,True,False,True,,True
12086,25595,38592.0,,,33382.0,,9883.1,42558.6,,0.0,12997.0,,,7787.0,,-15711.9,16963.6,,-25595.0,,,True,,False,False,,False
12087,464,200.0,,,343.0,0.3,36.3,232.9,,42.0,-264.0,,,-121.0,-463.7,-427.7,-231.1,,-422.0,,,True,False,False,True,,False
12089,776,1496.0,,,458.0,374.0,69.4,1093.4,,1233.0,720.0,,,-318.0,-402.0,-706.6,317.4,,457.0,,,True,True,True,True,,True
12091,1974,1624.0,,,1979.0,570.4,266.9,1013.8,,1097.0,-350.0,,,5.0,-1403.6,-1707.1,-960.2,,-877.0,,,True,False,False,False,,False
12093,477,312.0,,,420.0,0.4,52.4,299.2,,100.0,-165.0,,,-57.0,-476.6,-424.6,-177.8,,-377.0,,,True,False,False,False,,False
12095,9308,8600.0,,,9535.0,1471.0,2845.9,7712.4,,4009.0,-708.0,,,227.0,-7837.0,-6462.1,-1595.6,,-5299.0,,,True,False,False,False,,False
12097,2797,2992.0,,,2636.0,282.0,660.1,2604.7,,1205.0,195.0,,,-161.0,-2515.0,-2136.8,-192.3,,-1592.0,,,True,False,False,True,,False
12099,8586,10744.0,,,22849.0,1460.3,1022.3,9591.0,,5037.0,2158.0,,,14263.0,-7125.7,-7563.7,1005.0,,-3549.0,,,False,False,False,True,,False
12101,2550,2368.0,,,3734.0,729.8,249.6,1612.5,,1498.0,-182.0,,,1184.0,-1820.2,-2300.4,-937.5,,-1052.0,,,False,False,False,False,,False
12103,5173,3688.0,,,4833.0,1099.1,1358.2,1665.3,,1622.0,-1485.0,,,-340.0,-4073.9,-3814.8,-3507.7,,-3551.0,,,True,False,False,False,,False
12105,5678,5160.0,,,4921.0,1550.3,2275.7,4326.0,,2318.0,-518.0,,,-757.0,-4127.7,-3402.3,-1352.0,,-3360.0,,,False,False,False,False,,False
12107,590,432.0,,,745.0,188.1,95.8,936.2,,190.0,-158.0,,,155.0,-401.9,-494.2,346.2,,-400.0,,,True,False,False,False,,False
12109,1950,1192.0,,,1597.0,463.5,551.4,771.1,,472.0,-758.0,,,-353.0,-1486.5,-1398.6,-1178.9,,-1478.0,,,True,False,False,False,,False
12111,1918,2832.0,,,2247.0,919.6,939.8,1813.9,,1405.0,914.0,,,329.0,-998.4,-978.2,-104.1,,-513.0,,,True,False,False,True,,True
12113,1219,1728.0,,,1665.0,620.5,314.2,1633.9,,839.0,509.0,,,446.0,-598.5,-904.8,414.9,,-380.0,,,True,False,False,True,,True
12115,2178,1456.0,,,1961.0,634.0,575.7,1430.1,,640.0,-722.0,,,-217.0,-1544.0,-1602.3,-747.9,,-1538.0,,,True,False,False,False,,False
12117,2032,1952.0,,,2857.0,591.8,279.2,629.7,,1251.0,-80.0,,,825.0,-1440.2,-1752.8,-1402.3,,-781.0,,,False,False,False,False,,False
12119,1014,1024.0,,,1264.0,520.2,87.2,447.2,,433.0,10.0,,,250.0,-493.8,-926.8,-566.8,,-581.0,,,False,False,False,False,,False
12121,543,808.0,,,374.0,2.1,249.5,707.3,,0.0,265.0,,,-169.0,-540.9,-293.5,164.3,,-543.0,,,True,False,False,True,,False
12123,252,392.0,,,230.0,0.1,72.0,872.8,,0.0,140.0,,,-22.0,-251.9,-180.0,620.8,,-252.0,,,True,False,False,False,,False
12125,548,368.0,,,308.0,0.6,59.9,309.4,,69.0,-180.0,,,-240.0,-547.4,-488.1,-238.6,,-479.0,,,False,False,False,False,,False
12127,3176,2848.0,,,2773.0,1156.4,1018.5,2328.9,,1748.0,-328.0,,,-403.0,-2019.6,-2157.6,-847.1,,-1428.0,,,False,False,False,False,,False
12129,415,288.0,,,209.0,0.0,0.0,719.0,,136.0,-127.0,,,-206.0,-415.0,-415.0,304.0,,-279.0,,,False,False,False,False,,False
