,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
48417,20,4.0,6.0,,0.0,0.0,,,,,20.2,,13.0,,5.5,1.7,,0.3,0.2,,,0.0,,,,,,4.0,2.4,-16.0,-14.0,,-20.0,-20.0,,,,,0.2,,-7.0,,-14.5,-18.3,,-19.7,-19.8,,,-20.0,,,,,,-16.0,-17.6,True,,False,False,,,,,True,,True,,True,False,,False,False,,,False,,,,,,False,False
48419,62,72.0,81.9,,34.0,0.0,,,,,55.2,,138.0,,106.5,53.0,,22.7,32.2,23.6,,14.2,,69.3,,,,91.0,56.5,10.0,19.9,,-28.0,-62.0,,,,,-6.8,,76.0,,44.5,-9.0,,-39.3,-29.8,-38.4,,-47.8,,7.3,,,,29.0,-5.5,False,,False,False,,,,,True,,False,,False,True,,False,False,False,,False,,True,,,,False,True
48421,15,12.0,12.0,,8.0,0.0,,,,,31.4,,39.0,,11.2,4.7,,0.9,2.7,,,4.3,,12.5,,,,10.0,10.9,-3.0,-3.0,,-7.0,-15.0,,,,,16.4,,24.0,,-3.8,-10.3,,-14.1,-12.3,,,-10.7,,-2.5,,,,-5.0,-4.1,False,,False,False,,,,,False,,False,,False,False,,False,False,,,False,,True,,,,False,False
48423,551,584.0,652.9,,419.0,631.0,,,,,427.5,,1623.0,,668.6,545.7,,309.9,383.1,320.9,,2.7,,490.3,234.0,,,832.0,519.9,33.0,101.9,,-132.0,80.0,,,,,-123.5,,1072.0,,117.6,-5.3,,-241.1,-167.9,-230.1,,-548.3,,-60.7,-317.0,,,281.0,-31.1,False,,False,False,,,,,False,,False,,False,True,,False,False,False,,False,,False,False,,,False,True
48425,16,24.0,25.6,,24.0,0.0,,,,,34.8,,37.0,,59.9,33.3,,,12.3,29.4,,3.2,,25.7,,,,37.0,12.3,8.0,9.6,,8.0,-16.0,,,,,18.8,,21.0,,43.9,17.3,,,-3.7,13.4,,-12.8,,9.7,,,,21.0,-3.7,False,,False,False,,,,,False,,False,,False,False,,,True,False,,False,,False,,,,False,True
48427,139,232.0,280.6,,133.0,260.0,,,,,516.7,,387.0,,147.9,145.6,,46.0,118.2,0.0,,40.9,,119.2,,,,0.0,310.5,93.0,141.6,,-6.0,121.0,,,,,377.7,,248.0,,8.9,6.6,,-93.0,-20.8,-139.0,,-98.1,,-19.8,,,,-139.0,171.5,False,,True,False,,,,,False,,False,,True,True,,False,True,False,,False,,True,,,,False,False
48429,31,20.0,39.4,,12.0,0.0,,,,,28.6,,65.0,,35.9,12.5,,1.2,14.7,0.0,,2.5,,14.8,,,,98.0,12.7,-11.0,8.4,,-19.0,-31.0,,,,,-2.4,,34.0,,4.9,-18.5,,-29.8,-16.3,-31.0,,-28.5,,-16.2,,,,67.0,-18.3,True,,False,False,,,,,True,,False,,True,False,,False,False,False,,False,,False,,,,False,False
48431,9,4.0,3.3,,2.0,0.0,,,,,14.5,,9.0,,8.1,6.3,,,0.0,,,0.0,,,,,,27.0,1.6,-5.0,-5.7,,-7.0,-9.0,,,,,5.5,,0.0,,-0.9,-2.7,,,-9.0,,,-9.0,,,,,,18.0,-7.4,False,,False,False,,,,,False,,True,,True,True,,,False,,,False,,,,,,False,False
48433,5,12.0,10.1,,9.0,0.0,,,,,3.7,,11.0,,19.1,1.8,,,0.2,,,6.3,,,,,,11.0,3.1,7.0,5.1,,4.0,-5.0,,,,,-1.3,,6.0,,14.1,-3.2,,,-4.8,,,1.3,,,,,,6.0,-1.9,True,,True,True,,,,,True,,True,,False,True,,,True,,,True,,,,,,True,True
48435,27,0.0,1.1,,0.0,0.0,,,,,15.2,,10.0,,0.9,5.9,,,0.2,,,0.0,,3.7,,,,0.0,2.8,-27.0,-25.9,,-27.0,-27.0,,,,,-11.8,,-17.0,,-26.1,-21.1,,,-26.8,,,-27.0,,-23.3,,,,-27.0,-24.2,True,,False,False,,,,,True,,True,,True,True,,,True,,,False,,True,,,,False,True
48437,40,40.0,38.2,,15.0,0.0,,,,,23.5,,54.0,,27.7,8.8,,10.3,19.5,5.5,,1.6,,20.0,,,,144.0,16.5,0.0,-1.8,,-25.0,-40.0,,,,,-16.5,,14.0,,-12.3,-31.2,,-29.7,-20.5,-34.5,,-38.4,,-20.0,,,,104.0,-23.5,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,False,,,,False,False
48439,15233,5520.0,5582.6,6484.2,4296.0,6333.0,,,,,4443.5,,7763.0,,4569.2,4598.1,,2979.0,2514.8,2242.6,,121.9,,4643.5,1855.0,,,4595.0,5605.1,-9713.0,-9650.4,-8748.8,-10937.0,-8900.0,,,,,-10789.5,,-7470.0,,-10663.8,-10634.9,,-12254.0,-12718.2,-12990.4,,-15111.1,,-10589.5,-13378.0,,,-10638.0,-9627.9,True,True,False,True,,,,,False,,True,,False,False,,False,False,False,,False,,False,False,,,False,True
48441,394,192.0,192.7,,150.0,132.0,,,,,176.5,,862.0,,190.1,260.5,,102.5,129.9,233.6,,65.8,,152.7,128.0,,,413.0,137.9,-202.0,-201.3,,-244.0,-262.0,,,,,-217.5,,468.0,,-203.9,-133.5,,-291.5,-264.1,-160.4,,-328.2,,-241.3,-266.0,,,19.0,-256.1,True,,False,False,,,,,False,,False,,False,True,,False,False,True,,False,,False,False,,,True,False
48443,1,0.0,0.0,,0.0,0.0,,,,,2.1,,0.0,,0.5,0.4,,,0.0,,,0.0,,,,,,0.0,0.2,-1.0,-1.0,,-1.0,-1.0,,,,,1.1,,-1.0,,-0.5,-0.6,,,-1.0,,,-1.0,,,,,,-1.0,-0.8,False,,False,False,,,,,False,,False,,True,True,,,True,,,False,,,,,,False,True
48445,251,52.0,49.8,,35.0,0.0,,,,,1.7,,213.0,,63.4,15.8,,8.0,43.1,0.0,,12.6,,36.9,,,,51.0,38.4,-199.0,-201.2,,-216.0,-251.0,,,,,-249.3,,-38.0,,-187.6,-235.2,,-243.0,-207.9,-251.0,,-238.4,,-214.1,,,,-200.0,-212.6,False,,False,False,,,,,False,,True,,True,False,,False,False,False,,False,,False,,,,False,False
48447,9,4.0,4.2,,4.0,0.0,,,,,2.7,,12.0,,8.4,1.5,,,0.0,,,1.6,,,,,,14.0,3.5,-5.0,-4.8,,-5.0,-9.0,,,,,-6.3,,3.0,,-0.6,-7.5,,,-9.0,,,-7.4,,,,,,5.0,-5.5,True,,False,False,,,,,False,,True,,True,False,,,False,,,False,,,,,,False,False
48449,138,0.0,0.0,,4.0,1.0,,,,,113.1,,308.0,,26.4,47.6,,0.0,1.7,2.9,,3.0,,88.0,,,,5.0,28.7,-138.0,-138.0,,-134.0,-137.0,,,,,-24.9,,170.0,,-111.7,-90.4,,-138.0,-136.3,-135.1,,-135.0,,-50.0,,,,-133.0,-109.3,False,,True,True,,,,,True,,False,,True,True,,True,True,True,,True,,True,,,,True,True
48451,933,472.0,472.7,,361.0,270.0,,,,,335.9,,894.0,,441.0,263.2,,295.9,362.9,8.4,,260.6,,403.8,,,,310.0,272.8,-461.0,-460.3,,-572.0,-663.0,,,,,-597.1,,-39.0,,-492.0,-669.8,,-637.1,-570.1,-924.6,,-672.4,,-529.2,,,,-623.0,-660.2,True,,False,False,,,,,False,,True,,False,False,,False,False,False,,False,,False,,,,False,False
48453,2363,2768.0,2618.5,2617.1,2579.0,1079.0,,,,,1341.0,,4685.0,,2621.5,2013.9,,2654.3,3024.2,764.6,,1245.6,,1921.2,3435.0,,,2360.0,2733.0,405.0,255.5,254.1,216.0,-1284.0,,,,,-1022.0,,2322.0,,258.5,-349.1,,291.3,661.2,-1598.4,,-1117.4,,-441.8,1072.0,,,-3.0,370.0,True,True,True,False,,,,,False,,False,,True,True,,True,False,False,,False,,False,False,,,True,True
48455,10,20.0,19.8,,20.0,0.0,,,,,27.0,,21.0,,56.4,17.8,,0.6,5.6,20.7,,11.6,,26.4,,,,12.0,16.0,10.0,9.8,,10.0,-10.0,,,,,17.0,,11.0,,46.4,7.8,,-9.4,-4.4,10.7,,1.6,,16.4,,,,2.0,6.0,True,,False,False,,,,,False,,False,,False,True,,True,True,False,,True,,False,,,,True,True
48457,45,24.0,25.1,,21.0,25.0,,,,,50.0,,96.0,,63.6,30.6,,0.4,10.8,41.9,,5.3,,17.7,,,,11.0,21.7,-21.0,-19.9,,-24.0,-20.0,,,,,5.0,,51.0,,18.6,-14.4,,-44.6,-34.2,-3.1,,-39.6,,-27.3,,,,-34.0,-23.3,True,,False,True,,,,,True,,False,,True,True,,False,False,True,,False,,False,,,,False,False
48459,96,48.0,34.3,,36.0,28.0,,,,,90.4,,182.0,,81.6,57.8,,9.6,46.6,86.3,,17.5,,35.1,,,,31.0,40.6,-48.0,-61.7,,-60.0,-68.0,,,,,-5.6,,86.0,,-14.4,-38.2,,-86.4,-49.4,-9.7,,-78.5,,-60.9,,,,-65.0,-55.4,False,,False,False,,,,,True,,False,,True,True,,False,False,True,,False,,False,,,,False,False
48461,16,8.0,9.4,,6.0,0.0,,,,,6.7,,8.0,,14.4,3.2,,,0.5,,,4.3,,,,,,21.0,4.4,-8.0,-6.6,,-10.0,-16.0,,,,,-9.3,,-8.0,,-1.6,-12.8,,,-15.5,,,-11.7,,,,,,5.0,-11.6,True,,False,False,,,,,False,,False,,True,False,,,False,,,False,,,,,,True,False
48463,47,120.0,114.7,,82.0,84.0,,,,,118.1,,315.0,,118.4,35.4,,29.9,78.0,0.0,,23.8,,95.9,,,,71.0,51.8,73.0,67.7,,35.0,37.0,,,,,71.1,,268.0,,71.4,-11.6,,-17.1,31.0,-47.0,,-23.2,,48.9,,,,24.0,4.8,True,,True,True,,,,,True,,False,,True,True,,True,True,True,,True,,True,,,,True,True
48465,321,132.0,56.8,,53.0,7.0,,,,,177.4,,92.0,,185.7,48.1,,20.2,81.9,0.1,,39.3,,61.0,,,,138.0,162.1,-189.0,-264.2,,-268.0,-314.0,,,,,-143.6,,-229.0,,-135.3,-272.9,,-300.8,-239.1,-320.9,,-281.7,,-260.0,,,,-183.0,-158.9,False,,False,False,,,,,True,,False,,True,False,,False,False,False,,False,,False,,,,True,True
48467,82,72.0,74.7,,65.0,61.0,,,,,99.3,,293.0,,122.5,112.8,,11.5,55.6,63.5,,24.4,,57.2,,,,99.0,67.3,-10.0,-7.3,,-17.0,-21.0,,,,,17.3,,211.0,,40.5,30.8,,-70.5,-26.4,-18.5,,-57.6,,-24.8,,,,17.0,-14.7,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,False,,,,False,False
48469,202,200.0,216.5,,153.0,227.0,,,,,153.5,,1770.0,,246.9,158.8,,121.6,144.3,5.4,,132.5,,129.9,,,,109.0,126.8,-2.0,14.5,,-49.0,25.0,,,,,-48.5,,1568.0,,44.9,-43.2,,-80.4,-57.7,-196.6,,-69.5,,-72.1,,,,-93.0,-75.2,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,False,,,,False,False
48471,275,368.0,5.3,,154.0,530.0,,,,,20.1,,1101.0,,238.0,50.3,,18.8,175.2,1.7,,28.9,,292.4,,,,0.0,43.5,93.0,-269.7,,-121.0,255.0,,,,,-254.9,,826.0,,-37.0,-224.7,,-256.2,-99.8,-273.3,,-246.1,,17.4,,,,-275.0,-231.5,False,,False,False,,,,,False,,False,,True,False,,False,False,False,,False,,True,,,,False,False
48473,120,156.0,147.0,,131.0,111.0,,,,,224.5,,615.0,,315.8,130.8,,50.3,127.7,53.3,,133.1,,121.3,,,,66.0,156.3,36.0,27.0,,11.0,-9.0,,,,,104.5,,495.0,,195.8,10.8,,-69.7,7.7,-66.7,,13.1,,1.3,,,,-54.0,36.3,True,,True,True,,,,,False,,False,,False,True,,False,True,False,,True,,True,,,,False,False
48475,31,32.0,32.3,,20.0,24.0,,,,,34.7,,16.0,,53.9,30.2,,4.8,15.8,17.6,,15.8,,21.5,,,,18.0,26.2,1.0,1.3,,-11.0,-7.0,,,,,3.7,,-15.0,,22.9,-0.8,,-26.2,-15.2,-13.4,,-15.2,,-9.5,,,,-13.0,-4.8,False,,False,False,,,,,False,,False,,False,True,,False,False,False,,False,,False,,,,False,False
48477,57,52.0,44.6,,48.0,,,,,,11.5,,220.0,,83.7,66.1,,18.9,49.8,43.7,,0.7,,28.4,,,,16.0,58.7,-5.0,-12.4,,-9.0,,,,,,-45.5,,163.0,,26.7,9.1,,-38.1,-7.2,-13.3,,-56.3,,-28.6,,,,-41.0,1.7,False,,False,,,,,,False,,False,,False,False,,False,False,False,,False,,False,,,,False,True
48479,1537,1384.0,1499.4,1205.6,1199.0,4283.0,,,,,2847.6,,1370.0,,1278.8,1072.8,,1259.0,688.9,31.3,,27.6,,2314.9,327.0,,,39.0,1313.0,-153.0,-37.6,-331.4,-338.0,2746.0,,,,,1310.6,,-167.0,,-258.2,-464.2,,-278.0,-848.1,-1505.7,,-1509.4,,777.9,-1210.0,,,-1498.0,-224.0,True,False,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,False,False,,,False,False
48481,58,188.0,169.0,,104.0,5.0,,,,,160.9,,638.0,,162.2,81.7,,27.9,106.9,0.3,,68.0,,134.6,,,,119.0,154.2,130.0,111.0,,46.0,-53.0,,,,,102.9,,580.0,,104.2,23.7,,-30.1,48.9,-57.7,,10.0,,76.6,,,,61.0,96.2,True,,True,True,,,,,True,,False,,True,True,,True,True,True,,True,,True,,,,True,True
48483,28,8.0,8.4,,5.0,2.0,,,,,27.5,,62.0,,13.1,5.7,,0.7,0.6,,,3.1,,3.7,,,,20.0,6.2,-20.0,-19.6,,-23.0,-26.0,,,,,-0.5,,34.0,,-14.9,-22.3,,-27.3,-27.4,,,-24.9,,-24.3,,,,-8.0,-21.8,True,,False,False,,,,,True,,False,,True,False,,False,False,,,False,,False,,,,True,False
48485,1745,512.0,508.2,,512.0,948.0,,,,,321.2,,752.0,,582.8,323.7,,470.4,369.1,443.5,,97.6,,264.9,692.0,,,443.0,508.5,-1233.0,-1236.8,,-1233.0,-797.0,,,,,-1423.8,,-993.0,,-1162.2,-1421.3,,-1274.6,-1375.9,-1301.5,,-1647.4,,-1480.1,-1053.0,,,-1302.0,-1236.5,False,,False,True,,,,,False,,True,,True,False,,False,False,False,,False,,False,True,,,False,False
48487,148,228.0,241.5,,96.0,85.0,,,,,58.7,,111.0,,275.3,33.2,,79.0,35.8,59.0,,16.6,,123.6,,,,206.0,188.9,80.0,93.5,,-52.0,-63.0,,,,,-89.3,,-37.0,,127.3,-114.8,,-69.0,-112.2,-89.0,,-131.4,,-24.4,,,,58.0,40.9,False,,True,True,,,,,False,,True,,False,False,,True,False,False,,False,,True,,,,True,True
48489,47,64.0,55.4,,35.0,19.0,,,,,318.4,,71.0,,67.8,33.7,,4.7,45.8,0.0,,37.4,,36.4,,,,0.0,79.4,17.0,8.4,,-12.0,-28.0,,,,,271.4,,24.0,,20.8,-13.3,,-42.3,-1.2,-47.0,,-9.6,,-10.6,,,,-47.0,32.4,True,,True,False,,,,,False,,False,,False,True,,False,True,False,,True,,True,,,,False,False
48491,770,720.0,754.8,794.1,509.0,4171.0,,,,,512.9,,1165.0,,793.7,741.6,,384.0,485.4,333.1,,169.5,,517.8,235.0,,,697.0,570.0,-50.0,-15.2,24.1,-261.0,3401.0,,,,,-257.1,,395.0,,23.7,-28.4,,-386.0,-284.6,-436.9,,-600.5,,-252.2,-535.0,,,-73.0,-200.0,True,True,False,False,,,,,False,,False,,True,True,,False,False,False,,False,,False,False,,,False,False
48493,111,1280.0,1273.7,,360.0,0.0,,,,,196.3,,702.0,,1174.2,67.2,,4.3,54.9,267.6,,35.6,,609.4,,,,941.0,259.7,1169.0,1162.7,,249.0,-111.0,,,,,85.3,,591.0,,1063.2,-43.8,,-106.7,-56.1,156.6,,-75.4,,498.4,,,,830.0,148.7,True,,True,True,,,,,True,,True,,True,True,,True,True,True,,True,,True,,,,True,True
48495,25,28.0,25.0,,12.0,0.0,,,,,39.3,,21.0,,12.5,17.8,,6.8,13.4,0.0,,11.5,,18.7,,,,1.0,13.1,3.0,0.0,,-13.0,-25.0,,,,,14.3,,-4.0,,-12.5,-7.2,,-18.2,-11.6,-25.0,,-13.5,,-6.3,,,,-24.0,-11.9,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,False,,,,False,False
48497,148,192.0,191.0,,114.0,98.0,,,,,182.8,,334.0,,329.8,185.1,,7.0,75.9,89.0,,22.1,,196.6,,,,285.0,151.0,44.0,43.0,,-34.0,-50.0,,,,,34.8,,186.0,,181.8,37.1,,-141.0,-72.1,-59.0,,-125.9,,48.6,,,,137.0,3.0,True,,True,False,,,,,True,,False,,False,True,,False,False,False,,False,,False,,,,False,True
48499,101,116.0,111.2,,91.0,0.0,,,,,79.4,,147.0,,160.1,148.7,,39.9,87.9,116.3,,42.0,,72.6,,,,108.0,147.8,15.0,10.2,,-10.0,-101.0,,,,,-21.6,,46.0,,59.1,47.7,,-61.1,-13.1,15.3,,-59.0,,-28.4,,,,7.0,46.8,True,,True,False,,,,,False,,False,,False,False,,False,True,False,,False,,False,,,,True,False
48501,65,92.0,76.3,,59.0,56.0,,,,,70.0,,58.0,,96.8,32.2,,43.9,58.3,50.4,,32.0,,69.3,,,,40.0,61.0,27.0,11.3,,-6.0,-9.0,,,,,5.0,,-7.0,,31.8,-32.8,,-21.1,-6.7,-14.6,,-33.0,,4.3,,,,-25.0,-4.0,True,,True,True,,,,,True,,True,,False,False,,True,True,True,,False,,True,,,,True,True
48503,221,192.0,178.9,,116.0,29.0,,,,,81.6,,128.0,,247.6,49.5,,111.3,118.4,64.9,,16.3,,108.7,,,,152.0,124.8,-29.0,-42.1,,-105.0,-192.0,,,,,-139.4,,-93.0,,26.6,-171.5,,-109.7,-102.6,-156.1,,-204.7,,-112.3,,,,-69.0,-96.2,False,,False,False,,,,,False,,False,,True,False,,False,False,False,,False,,False,,,,False,False
48505,12,28.0,28.7,,27.0,33.0,,,,,89.2,,32.0,,37.2,23.4,,3.4,10.4,0.0,,2.6,,32.1,,,,30.0,23.5,16.0,16.7,,15.0,21.0,,,,,77.2,,20.0,,25.2,11.4,,-8.6,-1.6,-12.0,,-9.4,,20.1,,,,18.0,11.5,False,,True,False,,,,,False,,False,,False,True,,True,True,True,,True,,False,,,,False,True
48507,112,268.0,269.4,,33.0,28.0,,,,,79.8,,33.0,,257.3,16.4,,9.0,44.3,7.3,,12.3,,236.1,,,,143.0,210.9,156.0,157.4,,-79.0,-84.0,,,,,-32.2,,-79.0,,145.3,-95.6,,-103.0,-67.7,-104.7,,-99.7,,124.1,,,,31.0,98.9,False,,True,True,,,,,True,,True,,True,True,,True,True,True,,True,,True,,,,True,True
49001,0,0.0,0.0,,0.0,0.0,,,,,9.3,,35.0,,0.9,5.1,,,0.0,,,0.0,,,,,,,1.1,0.0,0.0,,0.0,0.0,,,,,9.3,,35.0,,0.9,5.1,,,0.0,,,0.0,,,,,,,1.1,True,,True,True,,,,,False,,False,,False,False,,,True,,,True,,,,,,,False
49003,0,0.0,0.0,,0.0,0.0,,,,,9.6,,91.0,,50.0,86.8,,,0.0,,,0.0,,,,,,,0.8,0.0,0.0,,0.0,0.0,,,,,9.6,,91.0,,50.0,86.8,,,0.0,,,0.0,,,,,,,0.8,True,,True,True,,,,,False,,False,,False,False,,,True,,,True,,,,,,,False
49005,0,0.0,0.0,,0.0,5.0,,,,,6.4,,1050.0,,53.0,391.5,,,0.0,,,0.0,,0.0,,,,,1.0,0.0,0.0,,0.0,5.0,,,,,6.4,,1050.0,,53.0,391.5,,,0.0,,,0.0,,0.0,,,,,1.0,True,,True,False,,,,,False,,False,,False,False,,,True,,,True,,True,,,,,False
49007,0,0.0,0.0,,0.0,0.0,,,,,14.3,,62.0,,75.8,54.9,,,0.0,,,0.0,,,,,,,0.2,0.0,0.0,,0.0,0.0,,,,,14.3,,62.0,,75.8,54.9,,,0.0,,,0.0,,,,,,,0.2,True,,True,True,,,,,False,,False,,False,False,,,False,,,True,,,,,,,False
49009,0,0.0,0.0,,0.0,0.0,,,,,8.5,,9.0,,1.0,5.5,,,0.0,,,0.0,,,,,,,0.9,0.0,0.0,,0.0,0.0,,,,,8.5,,9.0,,1.0,5.5,,,0.0,,,0.0,,,,,,,0.9,True,,True,True,,,,,False,,False,,False,False,,,True,,,True,,,,,,,False
49011,2890,1500.0,1590.0,,1557.0,7800.0,,,,,1057.2,,1837.0,,1512.4,1306.5,,1765.4,1862.0,969.9,,578.6,,854.0,2896.0,,,1556.0,1483.0,-1390.0,-1300.0,,-1333.0,4910.0,,,,,-1832.8,,-1053.0,,-1377.6,-1583.5,,-1124.6,-1028.0,-1920.1,,-2311.4,,-2036.0,6.0,,,-1334.0,-1407.0,True,,True,False,,,,,False,,True,,True,False,,True,True,False,,False,,False,True,,,True,False
49013,0,0.0,0.0,,0.0,0.0,,,,,2.5,,52.0,,82.1,15.5,,,0.0,,,0.0,,,,,,,1.1,0.0,0.0,,0.0,0.0,,,,,2.5,,52.0,,82.1,15.5,,,0.0,,,0.0,,,,,,,1.1,True,,True,True,,,,,False,,False,,False,False,,,True,,,True,,,,,,,False
49015,0,0.0,0.0,,0.0,0.0,,,,,2.4,,35.0,,1.1,13.4,,,0.0,,,0.0,,,,,,,1.9,0.0,0.0,,0.0,0.0,,,,,2.4,,35.0,,1.1,13.4,,,0.0,,,0.0,,,,,,,1.9,True,,True,True,,,,,False,,False,,False,False,,,False,,,True,,,,,,,False
49017,0,0.0,0.0,,0.0,0.0,,,,,10.4,,9.0,,1.2,1.3,,,0.0,,,0.0,,,,,,,0.2,0.0,0.0,,0.0,0.0,,,,,10.4,,9.0,,1.2,1.3,,,0.0,,,0.0,,,,,,,0.2,True,,True,True,,,,,False,,False,,False,False,,,True,,,True,,,,,,,False
49019,0,0.0,0.0,,0.0,0.0,,,,,1.2,,12.0,,4.8,7.6,,,0.0,,,0.0,,,,,,,0.1,0.0,0.0,,0.0,0.0,,,,,1.2,,12.0,,4.8,7.6,,,0.0,,,0.0,,,,,,,0.1,True,,True,True,,,,,False,,False,,False,False,,,True,,,True,,,,,,,False
49021,0,0.0,0.0,,0.0,0.0,,,,,2.9,,30.0,,45.5,69.2,,,0.0,,,0.0,,0.0,,,,,1.0,0.0,0.0,,0.0,0.0,,,,,2.9,,30.0,,45.5,69.2,,,0.0,,,0.0,,0.0,,,,,1.0,True,,True,True,,,,,False,,False,,False,False,,,True,,,True,,True,,,,,False
49023,0,0.0,0.0,,0.0,0.0,,,,,7.3,,15.0,,28.4,21.0,,,0.0,,,0.0,,,,,,,0.9,0.0,0.0,,0.0,0.0,,,,,7.3,,15.0,,28.4,21.0,,,0.0,,,0.0,,,,,,,0.9,True,,True,True,,,,,False,,False,,False,False,,,True,,,True,,,,,,,False
49025,0,0.0,0.0,,0.0,0.0,,,,,1.9,,48.0,,9.7,11.7,,,0.0,,,0.0,,,,,,,1.1,0.0,0.0,,0.0,0.0,,,,,1.9,,48.0,,9.7,11.7,,,0.0,,,0.0,,,,,,,1.1,True,,True,True,,,,,False,,False,,False,False,,,True,,,True,,,,,,,False
49027,0,0.0,0.0,,0.0,0.0,,,,,8.8,,26.0,,1.4,15.1,,,0.0,,,0.0,,,,,,,0.3,0.0,0.0,,0.0,0.0,,,,,8.8,,26.0,,1.4,15.1,,,0.0,,,0.0,,,,,,,0.3,True,,True,True,,,,,False,,False,,False,False,,,True,,,True,,,,,,,False
49029,0,0.0,0.0,,0.0,0.0,,,,,9.5,,19.0,,25.2,16.1,,,0.0,,,0.0,,,,,,,0.3,0.0,0.0,,0.0,0.0,,,,,9.5,,19.0,,25.2,16.1,,,0.0,,,0.0,,,,,,,0.3,True,,True,True,,,,,False,,False,,False,False,,,True,,,True,,,,,,,False
49031,0,0.0,0.0,,0.0,0.0,,,,,7.2,,4.0,,0.2,0.3,,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,,7.2,,4.0,,0.2,0.3,,,0.0,,,0.0,,,,,,,0.0,True,,True,True,,,,,False,,False,,False,False,,,True,,,True,,,,,,,False
49033,0,0.0,0.0,,0.0,0.0,,,,,8.8,,13.0,,2.4,2.3,,,0.0,,,0.0,,,,,,,0.7,0.0,0.0,,0.0,0.0,,,,,8.8,,13.0,,2.4,2.3,,,0.0,,,0.0,,,,,,,0.7,True,,True,True,,,,,False,,False,,False,False,,,True,,,True,,,,,,,False
49035,13948,10060.0,10344.1,7069.2,10055.0,7226.0,,,,,3587.5,,10560.0,,9171.5,3843.6,,12063.0,11927.4,6714.1,,11534.9,,5854.3,24660.0,,,8171.0,,-3888.0,-3603.9,-6878.8,-3893.0,-6722.0,,,,,-10360.5,,-3388.0,,-4776.5,-10104.4,,-1885.0,-2020.6,-7233.9,,-2413.1,,-8093.7,10712.0,,,-5777.0,,True,False,False,False,,,,,False,,True,,False,False,,True,True,False,,True,,False,False,,,False,
49037,102,44.0,45.3,,33.0,8.0,,,,,31.4,,38.0,,43.1,21.8,,6.0,36.0,0.0,,6.8,,34.6,,,,5.0,32.8,-58.0,-56.7,,-69.0,-94.0,,,,,-70.6,,-64.0,,-58.9,-80.2,,-96.0,-66.0,-102.0,,-95.2,,-67.4,,,,-97.0,-69.2,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,False,,,,False,False
49039,0,0.0,0.0,,0.0,0.0,,,,,7.1,,603.0,,81.8,39.3,,,0.0,,,0.0,,,,,,,0.6,0.0,0.0,,0.0,0.0,,,,,7.1,,603.0,,81.8,39.3,,,0.0,,,0.0,,,,,,,0.6,True,,True,True,,,,,False,,False,,False,False,,,True,,,True,,,,,,,False
