,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
39039,681,956.0,,880.3,,642.0,569.0,,,,,612.1,681.9,,,665.0,,611.8,,428.9,649.0,,739.0,628.1,147.1,,779.0,659.7,,,,,534.1,,,,778.5,275.0,,199.3,,-39.0,-112.0,,,,,-68.9,0.9,,,-16.0,,-69.2,,-252.1,-32.0,,58.0,-52.9,-533.9,,98.0,-21.3,,,,,-146.9,,,,97.5,,True,,True,True,,,,,True,True,,,True,,True,,True,True,,True,True,False,,True,True,,,,,True,,,,True
39041,3733,3788.0,,3095.7,,2701.0,2356.0,,,,,2698.4,2344.4,,,3243.0,,2654.6,,2594.1,2872.5,,4452.5,3145.8,6.8,,2808.0,2229.4,,,,,2878.9,2068.0,,,4057.5,55.0,,-637.3,,-1032.0,-1377.0,,,,,-1034.6,-1388.6,,,-490.0,,-1078.4,,-1138.9,-860.5,,719.5,-587.2,-3726.2,,-925.0,-1503.6,,,,,-854.1,-1665.0,,,324.5,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,False,,,,,False,False,,,False
39043,1573,1696.0,,1691.9,,1307.0,1220.0,,,,,1223.7,923.6,,,1593.0,,1268.6,,990.0,617.5,,1681.5,1238.1,0.1,,1276.0,1608.9,,,,,1578.9,,,,2140.0,123.0,,118.9,,-266.0,-353.0,,,,,-349.3,-649.4,,,20.0,,-304.4,,-583.0,-955.5,,108.5,-334.9,-1572.9,,-297.0,35.9,,,,,5.9,,,,567.0,,True,,False,False,,,,,False,False,,,True,,False,,False,False,,True,False,False,,False,True,,,,,True,,,,False
39045,3345,3088.0,,3278.6,,2239.0,1673.0,,,,,2230.5,2044.8,,,3013.0,,2179.7,,2234.7,1650.0,,2941.0,2255.3,637.0,,2439.0,2481.3,,,,,3004.1,1888.0,,,1431.3,-257.0,,-66.4,,-1106.0,-1672.0,,,,,-1114.5,-1300.2,,,-332.0,,-1165.3,,-1110.3,-1695.0,,-404.0,-1089.7,-2708.0,,-906.0,-863.7,,,,,-340.9,-1457.0,,,-1913.7,,True,,False,False,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,False,,,,,False,False,,,False
39047,693,512.0,,463.2,,440.0,298.0,,,,,402.8,348.9,,,604.0,,558.6,,330.9,,,813.5,421.6,142.6,,417.0,645.3,,,,,,,,,512.3,-181.0,,-229.8,,-253.0,-395.0,,,,,-290.2,-344.1,,,-89.0,,-134.4,,-362.1,,,120.5,-271.4,-550.4,,-276.0,-47.7,,,,,,,,,-180.7,,False,,False,False,,,,,False,False,,,True,,True,,False,,,True,False,False,,False,True,,,,,,,,,True
39049,21185,22036.0,,20707.7,23201.1,19551.0,22193.0,,,,,17504.4,15310.6,,18238.2,21180.0,,14211.6,,19405.7,19926.0,,20926.5,20296.7,53.1,,16526.0,19973.4,,,,,18380.0,16276.0,,,26986.0,851.0,,-477.3,2016.1,-1634.0,1008.0,,,,,-3680.6,-5874.4,,-2946.8,-5.0,,-6973.4,,-1779.3,-1259.0,,-258.5,-888.3,-21131.9,,-4659.0,-1211.6,,,,,-2805.0,-4909.0,,,5801.0,,True,False,False,False,,,,,False,False,,False,True,,False,,False,False,,True,False,False,,False,False,,,,,False,False,,,False
39051,816,896.0,,897.5,,727.0,517.0,,,,,651.1,451.6,,,730.0,,650.0,,466.7,724.0,,953.0,719.2,166.1,,829.0,529.5,,,,,443.8,,,,1054.0,80.0,,81.5,,-89.0,-299.0,,,,,-164.9,-364.4,,,-86.0,,-166.0,,-349.3,-92.0,,137.0,-96.8,-649.9,,13.0,-286.5,,,,,-372.2,,,,238.0,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,False,False,False,,True,False,,,,,False,,,,False
39053,397,516.0,,557.9,,386.0,217.0,,,,,410.2,337.9,,,649.0,,321.4,,283.3,414.5,,487.0,307.5,0.0,,415.0,656.3,,,,,,,,,316.7,119.0,,160.9,,-11.0,-180.0,,,,,13.2,-59.1,,,252.0,,-75.6,,-113.7,17.5,,90.0,-89.5,-397.0,,18.0,259.3,,,,,,,,,-80.3,,False,,True,False,,,,,True,True,,,False,,True,,True,True,,True,True,False,,True,False,,,,,,,,,True
39055,1265,1120.0,,1119.3,,862.0,826.0,,,,,792.6,809.3,,,1635.0,,556.2,,613.4,1012.0,,949.0,844.9,0.6,,1043.0,649.0,,,,,1280.1,,,,528.4,-145.0,,-145.7,,-403.0,-439.0,,,,,-472.4,-455.7,,,370.0,,-708.8,,-651.6,-253.0,,-316.0,-420.1,-1264.4,,-222.0,-616.0,,,,,15.1,,,,-736.6,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,False,,,,,True,,,,False
39057,2872,2648.0,,2692.0,,2004.0,1120.0,,,,,2141.9,2113.3,,,2950.0,,1973.7,,2037.4,2181.0,,3067.5,1706.0,1388.1,,2279.0,1714.9,,,,,2224.0,1235.0,,,809.3,-224.0,,-180.0,,-868.0,-1752.0,,,,,-730.1,-758.7,,,78.0,,-898.3,,-834.6,-691.0,,195.5,-1166.0,-1483.9,,-593.0,-1157.1,,,,,-648.0,-1637.0,,,-2062.7,,True,,False,False,,,,,False,False,,,True,,False,,False,False,,True,False,False,,False,False,,,,,False,False,,,False
39059,643,756.0,,791.9,,537.0,390.0,,,,,466.2,487.9,,,889.0,,410.1,,345.1,707.5,,746.0,435.0,46.0,,649.0,407.2,,,,,,,,,521.2,113.0,,148.9,,-106.0,-253.0,,,,,-176.8,-155.1,,,246.0,,-232.9,,-297.9,64.5,,103.0,-208.0,-597.0,,6.0,-235.8,,,,,,,,,-121.8,,False,,True,False,,,,,False,False,,,False,,False,,False,True,,True,False,False,,True,False,,,,,,,,,False
39061,14539,12780.0,,13976.3,12319.2,9919.0,10519.0,,,,,10318.8,11576.2,,8733.6,13412.0,,7624.6,,10363.1,10816.5,,11713.5,9446.9,2.2,,9588.0,9866.7,,,,,10247.9,5745.0,,,7672.0,-1759.0,,-562.7,-2219.8,-4620.0,-4020.0,,,,,-4220.2,-2962.8,,-5805.4,-1127.0,,-6914.4,,-4175.9,-3722.5,,-2825.5,-5092.1,-14536.8,,-4951.0,-4672.3,,,,,-4291.1,-8794.0,,,-6867.0,,True,False,False,False,,,,,False,False,,False,True,,False,,False,False,,False,False,False,,False,False,,,,,False,False,,,False
39063,1181,1376.0,,1370.8,,1098.0,794.0,,,,,992.4,888.1,,,1359.0,,949.6,,713.1,1077.5,,1386.0,1095.4,637.0,,1076.0,1025.3,,,,,1454.4,,,,1113.6,195.0,,189.8,,-83.0,-387.0,,,,,-188.6,-292.9,,,178.0,,-231.4,,-467.9,-103.5,,205.0,-85.6,-544.0,,-105.0,-155.7,,,,,273.4,,,,-67.4,,True,,True,False,,,,,True,False,,,True,,False,,False,True,,False,True,False,,True,True,,,,,False,,,,True
39065,457,548.0,,549.9,,397.0,334.0,,,,,318.7,345.3,,,604.0,,192.4,,234.9,446.0,,362.0,360.7,0.1,,484.0,817.4,,,,,,,,,258.9,91.0,,92.9,,-60.0,-123.0,,,,,-138.3,-111.7,,,147.0,,-264.6,,-222.1,-11.0,,-95.0,-96.3,-456.9,,27.0,360.4,,,,,,,,,-198.1,,False,,True,False,,,,,False,False,,,False,,False,,False,True,,False,False,False,,True,False,,,,,,,,,False
39067,269,292.0,,290.5,,247.0,137.0,,,,,170.1,216.3,,,333.0,,341.9,,174.1,,,411.0,224.0,27.4,,241.0,243.6,,,,,,,,,528.3,23.0,,21.5,,-22.0,-132.0,,,,,-98.9,-52.7,,,64.0,,72.9,,-94.9,,,142.0,-45.0,-241.6,,-28.0,-25.4,,,,,,,,,259.3,,True,,True,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,False,False,,,,,,,,,False
39069,485,572.0,,598.6,,457.0,84.0,,,,,380.0,400.0,,,464.0,,336.5,,333.1,,,472.0,443.1,0.0,,481.0,440.3,,,,,,,,,381.9,87.0,,113.6,,-28.0,-401.0,,,,,-105.0,-85.0,,,-21.0,,-148.5,,-151.9,,,-13.0,-41.9,-485.0,,-4.0,-44.7,,,,,,,,,-103.1,,False,,True,False,,,,,False,True,,,True,,False,,False,,,True,True,False,,True,True,,,,,,,,,False
39071,747,632.0,,700.9,,502.0,241.0,,,,,513.6,501.2,,,977.0,,449.7,,463.4,516.5,,640.0,478.4,0.0,,633.0,460.7,,,,,,,,,1378.4,-115.0,,-46.1,,-245.0,-506.0,,,,,-233.4,-245.8,,,230.0,,-297.3,,-283.6,-230.5,,-107.0,-268.6,-747.0,,-114.0,-286.3,,,,,,,,,631.4,,True,,False,False,,,,,False,False,,,False,,False,,False,False,,True,False,False,,True,False,,,,,,,,,False
39073,406,440.0,,448.2,,345.0,141.0,,,,,297.6,345.1,,,506.0,,274.1,,265.1,,,441.0,319.7,0.0,,368.0,440.4,,,,,,,,,380.0,34.0,,42.2,,-61.0,-265.0,,,,,-108.4,-60.9,,,100.0,,-131.9,,-140.9,,,35.0,-86.3,-406.0,,-38.0,34.4,,,,,,,,,-26.0,,False,,False,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,False,False,,,,,,,,,True
39075,361,312.0,,337.2,,255.0,73.0,,,,,323.2,415.2,,,1074.0,,168.6,,306.6,339.0,,202.0,220.7,0.9,,537.0,429.6,,,,,,,,,35.9,-49.0,,-23.8,,-106.0,-288.0,,,,,-37.8,54.2,,,713.0,,-192.4,,-54.4,-22.0,,-159.0,-140.3,-360.1,,176.0,68.6,,,,,,,,,-325.1,,True,,False,False,,,,,True,False,,,False,,False,,False,True,,False,False,False,,False,False,,,,,,,,,False
39077,1111,1084.0,,939.5,,847.0,707.0,,,,,890.7,617.6,,,1268.0,,758.0,,782.6,806.5,,1087.0,838.1,0.1,,853.0,1040.7,,,,,786.3,,,,1550.8,-27.0,,-171.5,,-264.0,-404.0,,,,,-220.3,-493.4,,,157.0,,-353.0,,-328.4,-304.5,,-24.0,-272.9,-1110.9,,-258.0,-70.3,,,,,-324.7,,,,439.8,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,True,False,False,,False,False,,,,,False,,,,False
39079,609,656.0,,752.2,,502.0,426.0,,,,,506.3,426.5,,,703.0,,307.3,,320.0,223.5,,624.0,406.0,0.0,,543.0,945.9,,,,,,,,,387.9,47.0,,143.2,,-107.0,-183.0,,,,,-102.7,-182.5,,,94.0,,-301.7,,-289.0,-385.5,,15.0,-203.0,-609.0,,-66.0,336.9,,,,,,,,,-221.1,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,True,False,False,,False,False,,,,,,,,,False
39081,1022,1136.0,,1400.7,,866.0,397.0,,,,,863.6,650.2,,,1384.0,,785.2,,793.9,782.5,,1060.0,727.3,0.1,,963.0,862.8,,,,,818.7,,,,1879.6,114.0,,378.7,,-156.0,-625.0,,,,,-158.4,-371.8,,,362.0,,-236.8,,-228.1,-239.5,,38.0,-294.7,-1021.9,,-59.0,-159.2,,,,,-203.3,,,,857.6,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,True,False,False,,True,False,,,,,False,,,,False
39083,959,940.0,,926.3,,757.0,511.0,,,,,655.7,792.6,,,1304.0,,657.1,,539.7,764.0,,922.0,911.0,143.1,,834.0,660.8,,,,,806.3,,,,926.0,-19.0,,-32.7,,-202.0,-448.0,,,,,-303.3,-166.4,,,345.0,,-301.9,,-419.3,-195.0,,-37.0,-48.0,-815.9,,-125.0,-298.2,,,,,-152.7,,,,-33.0,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,False,,,,,False,,,,False
39085,4046,4000.0,,4157.8,,2923.0,3148.0,,,,,2519.9,2762.2,,3061.9,4309.0,,2223.5,,1705.7,2606.0,,3720.5,3033.9,0.1,,2897.0,1788.1,,,,,4528.9,2284.0,,,2721.7,-46.0,,111.8,,-1123.0,-898.0,,,,,-1526.1,-1283.8,,-984.1,263.0,,-1822.5,,-2340.3,-1440.0,,-325.5,-1012.1,-4045.9,,-1149.0,-2257.9,,,,,482.9,-1762.0,,,-1324.3,,False,,False,False,,,,,False,False,,False,False,,False,,False,False,,False,False,False,,False,False,,,,,False,False,,,False
39087,1212,1036.0,,1034.8,,764.0,562.0,,,,,764.4,734.8,,,998.0,,510.3,,677.8,495.0,,838.5,729.4,0.0,,916.0,1121.3,,,,,835.4,,,,405.2,-176.0,,-177.2,,-448.0,-650.0,,,,,-447.6,-477.2,,,-214.0,,-701.7,,-534.2,-717.0,,-373.5,-482.6,-1212.0,,-296.0,-90.7,,,,,-376.6,,,,-806.8,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,True,,,,,False,,,,False
39089,3266,2968.0,,2805.7,,2259.0,1805.0,,,,,2309.1,2094.0,,,3391.0,,1779.8,,2092.5,2284.0,,2840.0,2447.4,0.4,,2575.0,2093.8,,,,,3175.4,1408.0,,,1975.1,-298.0,,-460.3,,-1007.0,-1461.0,,,,,-956.9,-1172.0,,,125.0,,-1486.2,,-1173.5,-982.0,,-426.0,-818.6,-3265.6,,-691.0,-1172.2,,,,,-90.6,-1858.0,,,-1290.9,,False,,False,False,,,,,False,False,,,True,,False,,False,False,,False,False,False,,False,False,,,,,True,False,,,False
39091,802,536.0,,415.6,,386.0,325.0,,,,,465.4,492.8,,,941.0,,275.3,,340.5,421.5,,350.0,374.3,0.1,,572.0,760.8,,,,,348.9,,,,528.2,-266.0,,-386.4,,-416.0,-477.0,,,,,-336.6,-309.2,,,139.0,,-526.7,,-461.5,-380.5,,-452.0,-427.7,-801.9,,-230.0,-41.2,,,,,-453.1,,,,-273.8,,False,,False,False,,,,,False,False,,,True,,False,,False,False,,False,False,False,,True,True,,,,,False,,,,False
39093,5107,4952.0,,4019.3,,3613.0,3281.0,,,,,3492.7,3518.3,,3621.7,6650.0,,2856.7,,4009.7,3661.0,,4454.0,4112.6,0.3,,3965.0,2948.9,,,,,5056.5,2200.0,,,2349.4,-155.0,,-1087.7,,-1494.0,-1826.0,,,,,-1614.3,-1588.7,,-1485.3,1543.0,,-2250.3,,-1097.3,-1446.0,,-653.0,-994.4,-5106.7,,-1142.0,-2158.1,,,,,-50.5,-2907.0,,,-2757.6,,False,,False,False,,,,,False,False,,False,False,,False,,False,False,,False,False,False,,False,False,,,,,True,False,,,False
39095,6606,7020.0,,7086.4,6269.6,5192.0,4289.0,,,,,5104.5,5838.3,,5063.6,7003.0,,3640.7,,4893.0,4038.0,,6400.5,5468.0,0.5,,6134.0,5149.9,,,,,5233.0,3687.0,,,26.0,414.0,,480.4,-336.4,-1414.0,-2317.0,,,,,-1501.5,-767.7,,-1542.4,397.0,,-2965.3,,-1713.0,-2568.0,,-205.5,-1138.0,-6605.5,,-472.0,-1456.1,,,,,-1373.0,-2919.0,,,-6580.0,,False,True,False,False,,,,,False,False,,False,True,,False,,False,False,,True,False,False,,False,False,,,,,False,False,,,False
39097,748,800.0,,834.2,,688.0,27.0,,,,,637.4,497.2,,,974.0,,466.7,,513.5,947.5,,823.5,547.4,0.3,,704.0,1284.5,,,,,369.4,,,,523.1,52.0,,86.2,,-60.0,-721.0,,,,,-110.6,-250.8,,,226.0,,-281.3,,-234.5,199.5,,75.5,-200.6,-747.7,,-44.0,536.5,,,,,-378.6,,,,-224.9,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,False,False,False,,True,False,,,,,False,,,,False
39099,3159,5468.0,,6807.9,,3820.0,5245.0,,,,,3420.6,2961.1,,3801.6,4773.0,,3081.2,,2766.1,3296.0,,4826.5,3527.7,833.6,,3877.0,4688.5,,,,,3669.9,2672.0,,,2459.1,2309.0,,3648.9,,661.0,2086.0,,,,,261.6,-197.9,,642.6,1614.0,,-77.8,,-392.9,137.0,,1667.5,368.7,-2325.4,,718.0,1529.5,,,,,510.9,-487.0,,,-699.9,,False,,True,True,,,,,True,True,,True,True,,True,,True,True,,True,True,False,,True,True,,,,,True,True,,,True
39101,926,1248.0,,1298.0,,998.0,,,,,,1196.5,609.7,,,1501.0,,655.2,,645.4,332.0,,1176.0,826.7,2.2,,1094.0,1588.8,,,,,830.6,,,,1292.0,322.0,,372.0,,72.0,,,,,,270.5,-316.3,,,575.0,,-270.8,,-280.6,-594.0,,250.0,-99.3,-923.8,,168.0,662.8,,,,,-95.4,,,,366.0,,False,,True,,,,,,True,True,,,False,,True,,True,False,,True,True,False,,True,False,,,,,True,,,,False
39103,2831,2624.0,,2450.5,,1933.0,1195.0,,,,,2059.9,1892.6,,1905.0,3402.0,,1831.6,,1748.1,1973.0,,2802.0,1914.7,0.5,,2137.0,2418.4,,,,,2511.5,1146.0,,,1425.7,-207.0,,-380.5,,-898.0,-1636.0,,,,,-771.1,-938.4,,-926.0,571.0,,-999.4,,-1082.9,-858.0,,-29.0,-916.3,-2830.5,,-694.0,-412.6,,,,,-319.5,-1685.0,,,-1405.3,,False,,False,False,,,,,False,False,,False,False,,False,,False,False,,True,False,False,,False,False,,,,,False,False,,,False
39105,299,260.0,,306.4,,212.0,72.0,,,,,193.3,244.3,,,356.0,,125.2,,172.4,,,203.0,213.4,0.1,,266.0,669.8,,,,,,,,,0.0,-39.0,,7.4,,-87.0,-227.0,,,,,-105.7,-54.7,,,57.0,,-173.8,,-126.6,,,-96.0,-85.6,-298.9,,-33.0,370.8,,,,,,,,,-299.0,,True,,False,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,True,False,,,,,,,,,False
39107,546,408.0,,465.4,,344.0,152.0,,,,,611.2,311.9,,,791.0,,189.5,,351.7,414.5,,291.0,356.3,0.0,,547.0,433.6,,,,,153.6,,,,510.4,-138.0,,-80.6,,-202.0,-394.0,,,,,65.2,-234.1,,,245.0,,-356.5,,-194.3,-131.5,,-255.0,-189.7,-546.0,,1.0,-112.4,,,,,-392.4,,,,-35.6,,True,,False,False,,,,,True,False,,,False,,False,,False,True,,False,False,False,,True,True,,,,,False,,,,True
39109,1912,2212.0,,2221.9,,1603.0,2141.0,,,,,1475.8,1603.0,,1649.5,1993.0,,1032.4,,1076.7,1449.0,,1921.5,1464.2,557.0,,1840.0,1950.5,,,,,1858.9,,,,1092.9,300.0,,309.9,,-309.0,229.0,,,,,-436.2,-309.0,,-262.5,81.0,,-879.6,,-835.3,-463.0,,9.5,-447.8,-1355.0,,-72.0,38.5,,,,,-53.1,,,,-819.1,,False,,False,True,,,,,False,False,,True,True,,False,,False,False,,True,False,False,,True,True,,,,,True,,,,False
39111,342,260.0,,274.7,,204.0,142.0,,,,,161.8,171.8,,,220.0,,136.6,,135.5,,,291.0,177.8,8.0,,201.0,337.5,,,,,,,,,216.2,-82.0,,-67.3,,-138.0,-200.0,,,,,-180.2,-170.2,,,-122.0,,-205.4,,-206.5,,,-51.0,-164.2,-334.0,,-141.0,-4.5,,,,,,,,,-125.8,,True,,False,False,,,,,False,False,,,False,,False,,False,,,True,False,False,,False,True,,,,,,,,,False
39113,9275,8684.0,,8572.0,8541.0,6888.0,4799.0,,,,,7199.3,7423.4,,,9489.0,,5340.4,,6032.6,6410.0,,9179.5,6513.6,6022.1,,7728.0,6421.3,,,,,4088.8,4317.0,,,2680.0,-591.0,,-703.0,-734.0,-2387.0,-4476.0,,,,,-2075.7,-1851.6,,,214.0,,-3934.6,,-3242.4,-2865.0,,-95.5,-2761.4,-3252.9,,-1547.0,-2853.7,,,,,-5186.2,-4958.0,,,-6595.0,,False,False,False,False,,,,,False,False,,,True,,False,,False,False,,True,False,False,,False,False,,,,,False,False,,,False
39115,212,156.0,,144.1,,126.0,37.0,,,,,142.3,141.8,,,289.0,,65.5,,92.2,,,120.0,82.9,0.0,,151.0,288.9,,,,,,,,,180.2,-56.0,,-67.9,,-86.0,-175.0,,,,,-69.7,-70.2,,,77.0,,-146.5,,-119.8,,,-92.0,-129.1,-212.0,,-61.0,76.9,,,,,,,,,-31.8,,False,,False,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,False,False,,,,,,,,,True
39117,628,624.0,,606.9,,512.0,515.0,,,,,353.6,351.6,,,795.0,,351.7,,289.2,515.0,,733.0,384.9,274.0,,533.0,341.0,,,,,,,,,314.3,-4.0,,-21.1,,-116.0,-113.0,,,,,-274.4,-276.4,,,167.0,,-276.3,,-338.8,-113.0,,105.0,-243.1,-354.0,,-95.0,-287.0,,,,,,,,,-313.7,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,False,,,,,,,,,False
39119,1993,2096.0,,2148.9,,1562.0,1634.0,,,,,1246.8,1272.3,,,1757.0,,1004.4,,1075.8,1201.0,,1879.5,1129.5,706.2,,1698.0,1700.7,,,,,956.2,,,,2270.4,103.0,,155.9,,-431.0,-359.0,,,,,-746.2,-720.7,,,-236.0,,-988.6,,-917.2,-792.0,,-113.5,-863.5,-1286.8,,-295.0,-292.3,,,,,-1036.8,,,,277.4,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,False,,,,,False,,,,False
39121,229,280.0,,288.8,,177.0,74.0,,,,,171.7,206.6,,,290.0,,189.5,,103.6,,,212.0,168.8,2.3,,249.0,135.8,,,,,,,,,111.8,51.0,,59.8,,-52.0,-155.0,,,,,-57.3,-22.4,,,61.0,,-39.5,,-125.4,,,-17.0,-60.2,-226.7,,20.0,-93.2,,,,,,,,,-117.2,,False,,False,False,,,,,False,True,,,False,,True,,False,,,True,False,False,,True,False,,,,,,,,,False
39123,722,828.0,,838.7,,646.0,646.0,,,,,527.4,610.5,,,740.0,,649.7,,553.5,526.5,,767.0,556.8,77.6,,761.0,582.9,,,,,527.9,,,,842.5,106.0,,116.7,,-76.0,-76.0,,,,,-194.6,-111.5,,,18.0,,-72.3,,-168.5,-195.5,,45.0,-165.2,-644.4,,39.0,-139.1,,,,,-194.1,,,,120.5,,False,,True,True,,,,,False,False,,,True,,True,,False,False,,True,False,False,,True,False,,,,,False,,,,False
39125,322,256.0,,263.8,,190.0,64.0,,,,,219.8,231.3,,,297.0,,144.4,,137.6,,,192.0,172.2,0.2,,265.0,200.0,,,,,,,,,150.6,-66.0,,-58.2,,-132.0,-258.0,,,,,-102.2,-90.7,,,-25.0,,-177.6,,-184.4,,,-130.0,-149.8,-321.8,,-57.0,-122.0,,,,,,,,,-171.4,,True,,False,False,,,,,False,False,,,True,,False,,False,,,False,False,False,,True,False,,,,,,,,,False
39127,574,672.0,,622.7,,490.0,105.0,,,,,461.2,387.6,,,775.0,,381.7,,382.6,500.0,,519.0,398.3,184.7,,606.0,949.5,,,,,,,,,506.1,98.0,,48.7,,-84.0,-469.0,,,,,-112.8,-186.4,,,201.0,,-192.3,,-191.4,-74.0,,-55.0,-175.7,-389.3,,32.0,375.5,,,,,,,,,-67.9,,True,,True,False,,,,,False,False,,,False,,False,,False,True,,True,False,False,,True,False,,,,,,,,,True
39129,1416,2004.0,,1911.0,,1301.0,5.0,,,,,1307.4,825.2,,,1326.0,,1319.4,,1079.0,886.0,,2253.0,1126.5,0.1,,1396.0,1450.0,,,,,1255.5,,,,2379.4,588.0,,495.0,,-115.0,-1411.0,,,,,-108.6,-590.8,,,-90.0,,-96.6,,-337.0,-530.0,,837.0,-289.5,-1415.9,,-20.0,34.0,,,,,-160.5,,,,963.4,,True,,True,False,,,,,True,False,,,True,,True,,True,True,,False,True,False,,True,True,,,,,True,,,,False
39131,423,380.0,,401.6,,289.0,83.0,,,,,281.2,315.7,,,555.0,,146.9,,209.4,,,307.0,266.3,0.0,,358.0,361.6,,,,,,,,,335.1,-43.0,,-21.4,,-134.0,-340.0,,,,,-141.8,-107.3,,,132.0,,-276.1,,-213.6,,,-116.0,-156.7,-423.0,,-65.0,-61.4,,,,,,,,,-87.9,,True,,False,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,False,False,,,,,,,,,False
39133,2384,2208.0,,2466.3,,1579.0,1437.0,,,,,1630.4,1520.4,,,2938.0,,1351.1,,1478.8,1890.0,,2132.5,1504.1,0.5,,1648.0,1324.1,,,,,2141.3,1049.0,,,1803.8,-176.0,,82.3,,-805.0,-947.0,,,,,-753.6,-863.6,,,554.0,,-1032.9,,-905.2,-494.0,,-251.5,-879.9,-2383.5,,-736.0,-1059.9,,,,,-242.7,-1335.0,,,-580.2,,True,,False,False,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,False,,,,,False,False,,,False
39135,611,620.0,,641.0,,489.0,280.0,,,,,542.1,600.9,,,762.0,,301.5,,358.9,482.5,,456.0,521.7,0.0,,600.0,826.5,,,,,481.4,,,,582.3,9.0,,30.0,,-122.0,-331.0,,,,,-68.9,-10.1,,,151.0,,-309.5,,-252.1,-128.5,,-155.0,-89.3,-611.0,,-11.0,215.5,,,,,-129.6,,,,-28.7,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,False,,,,,False,,,,False
