,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,OneQuietNight-ML,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-OneQuietNight-ML,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-OneQuietNight-ML,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
01049,3016,2224.0,,,,2113.0,,3888.0,3312.0,,1913.7,,,-792.0,,,,-903.0,,872.0,296.0,,-1102.3,,,,,,False,,False,True,,False,,
01051,4115,1464.0,,,,1287.0,,2759.3,3114.0,,1448.5,,,-2651.0,,,,-2828.0,,-1355.7,-1001.0,,-2666.5,,,,,,False,,True,True,,False,,
01053,1362,344.0,,,,693.0,,761.0,879.0,,,,,-1018.0,,,,-669.0,,-601.0,-483.0,,,,,,,,True,,True,True,,,,
01055,5794,3808.0,,,,2730.0,,3799.1,5077.0,,5959.1,,,-1986.0,,,,-3064.0,,-1994.9,-717.0,,165.1,,,,,,False,,False,True,,True,,
01057,862,784.0,,,,469.0,,1332.5,810.0,,,,,-78.0,,,,-393.0,,470.5,-52.0,,,,,,,,False,,False,True,,,,
01059,1215,848.0,,,,1124.0,,705.7,1369.0,,695.4,,,-367.0,,,,-91.0,,-509.3,154.0,,-519.6,,,,,,True,,False,True,,False,,
01061,881,528.0,,,,505.0,,277.8,898.0,,,,,-353.0,,,,-376.0,,-603.2,17.0,,,,,,,,False,,False,True,,,,
01063,353,240.0,,,,116.0,,1060.7,260.0,,,,,-113.0,,,,-237.0,,707.7,-93.0,,,,,,,,False,,False,True,,,,
01065,884,480.0,,,,266.0,,386.0,552.0,,,,,-404.0,,,,-618.0,,-498.0,-332.0,,,,,,,,False,,False,True,,,,
01067,741,144.0,,,,295.0,,56.5,595.0,,,,,-597.0,,,,-446.0,,-684.5,-146.0,,,,,,,,True,,False,True,,,,
01069,3732,2088.0,,,,1691.0,,2244.7,3848.0,,1928.7,,,-1644.0,,,,-2041.0,,-1487.3,116.0,,-1803.3,,,,,,False,,True,True,,False,,
01071,2787,2552.0,,,,1532.0,,1250.3,3151.0,,1858.9,,,-235.0,,,,-1255.0,,-1536.7,364.0,,-928.1,,,,,,False,,False,False,,False,,
01073,32123,18296.0,,,,13990.0,,26092.0,27735.0,,23161.4,,,-13827.0,,,,-18133.0,,-6031.0,-4388.0,,-8961.6,,,,,,False,,True,True,,True,,
01075,522,560.0,,,,380.0,,426.8,650.0,,,,,38.0,,,,-142.0,,-95.2,128.0,,,,,,,,False,,False,False,,,,
01077,3778,2928.0,,,,2965.0,,4032.4,4559.0,,3218.8,,,-850.0,,,,-813.0,,254.4,781.0,,-559.2,,,,,,True,,True,True,,True,,
01079,1254,624.0,,,,1086.0,,4506.8,1386.0,,,,,-630.0,,,,-168.0,,3252.8,132.0,,,,,,,,True,,False,True,,,,
01081,5380,2232.0,,,,2529.0,,1652.1,4937.0,,1003.7,,,-3148.0,,,,-2851.0,,-3727.9,-443.0,,-4376.3,,,,,,True,,False,True,,False,,
01083,4069,2248.0,,,,2443.0,,2841.7,3873.0,,1603.5,,,-1821.0,,,,-1626.0,,-1227.3,-196.0,,-2465.5,,,,,,True,,True,True,,False,,
01085,350,136.0,,,,105.0,,208.6,211.0,,,,,-214.0,,,,-245.0,,-141.4,-139.0,,,,,,,,False,,True,True,,,,
01087,482,392.0,,,,199.0,,250.3,537.0,,,,,-90.0,,,,-283.0,,-231.7,55.0,,,,,,,,False,,False,True,,,,
01089,14935,9048.0,,,,7622.0,,6600.3,12983.0,,10877.5,,,-5887.0,,,,-7313.0,,-8334.7,-1952.0,,-4057.5,,,,,,False,,False,True,,True,,
01091,867,432.0,,,,363.0,,155.5,727.0,,,,,-435.0,,,,-504.0,,-711.5,-140.0,,,,,,,,False,,False,True,,,,
01093,1129,576.0,,,,924.0,,204.2,1139.0,,,,,-553.0,,,,-205.0,,-924.8,10.0,,,,,,,,True,,False,True,,,,
01095,4148,4496.0,,,,2861.0,,3964.1,5608.0,,1825.3,,,348.0,,,,-1287.0,,-183.9,1460.0,,-2322.7,,,,,,False,,True,False,,False,,
01097,11576,5360.0,,,,6300.0,,3836.1,11652.0,,4405.1,,,-6216.0,,,,-5276.0,,-7739.9,76.0,,-7170.9,,,,,,True,,False,True,,False,,
01099,731,192.0,,,,347.0,,280.4,709.0,,,,,-539.0,,,,-384.0,,-450.6,-22.0,,,,,,,,True,,True,True,,,,
01101,7531,3120.0,,,,3197.0,,1163.7,6666.0,,2684.4,,,-4411.0,,,,-4334.0,,-6367.3,-865.0,,-4846.6,,,,,,True,,False,True,,False,,
01103,5968,4760.0,,,,3466.0,,7928.9,5955.0,,5500.7,,,-1208.0,,,,-2502.0,,1960.9,-13.0,,-467.3,,,,,,False,,False,True,,True,,
01105,315,176.0,,,,136.0,,368.9,294.0,,,,,-139.0,,,,-179.0,,53.9,-21.0,,,,,,,,False,,True,True,,,,
01107,762,816.0,,,,434.0,,466.7,793.0,,,,,54.0,,,,-328.0,,-295.3,31.0,,,,,,,,False,,False,True,,,,
01109,1038,440.0,,,,550.0,,133.2,802.0,,,,,-598.0,,,,-488.0,,-904.8,-236.0,,,,,,,,True,,False,True,,,,
01111,426,312.0,,,,442.0,,135.7,764.0,,,,,-114.0,,,,16.0,,-290.3,338.0,,,,,,,,True,,False,False,,,,
01113,1327,488.0,,,,1001.0,,11978.8,1076.0,,288.7,,,-839.0,,,,-326.0,,10651.8,-251.0,,-1038.3,,,,,,True,,False,True,,False,,
01115,3613,2120.0,,,,1858.0,,998.2,3835.0,,2205.2,,,-1493.0,,,,-1755.0,,-2614.8,222.0,,-1407.8,,,,,,False,,False,True,,True,,
01117,8933,5488.0,,,,3909.0,,3373.7,9520.0,,5639.2,,,-3445.0,,,,-5024.0,,-5559.3,587.0,,-3293.8,,,,,,False,,False,True,,True,,
01119,329,232.0,,,,170.0,,127.6,375.0,,,,,-97.0,,,,-159.0,,-201.4,46.0,,,,,,,,False,,False,True,,,,
01121,2931,1568.0,,,,1677.0,,885.9,2798.0,,1705.2,,,-1363.0,,,,-1254.0,,-2045.1,-133.0,,-1225.8,,,,,,True,,False,True,,True,,
01123,1387,656.0,,,,648.0,,218.4,1394.0,,,,,-731.0,,,,-739.0,,-1168.6,7.0,,,,,,,,False,,False,True,,,,
01125,8443,5544.0,,,,4882.0,,5768.8,8499.0,,3469.9,,,-2899.0,,,,-3561.0,,-2674.2,56.0,,-4973.1,,,,,,False,,True,True,,False,,
01127,2371,1592.0,,,,1877.0,,1551.7,2729.0,,1728.7,,,-779.0,,,,-494.0,,-819.3,358.0,,-642.3,,,,,,True,,False,True,,True,,
01129,505,128.0,,,,329.0,,21.5,483.0,,,,,-377.0,,,,-176.0,,-483.5,-22.0,,,,,,,,True,,False,True,,,,
01131,444,112.0,,,,123.0,,117.9,376.0,,,,,-332.0,,,,-321.0,,-326.1,-68.0,,,,,,,,True,,True,True,,,,
01133,1006,960.0,,,,813.0,,548.0,989.0,,,,,-46.0,,,,-193.0,,-458.0,-17.0,,,,,,,,False,,False,True,,,,
02013,42,104.0,,,,,,7.8,180.0,,,,,62.0,,,,,,-34.2,138.0,,,,,,,,,,True,False,,,,
02016,185,16.0,,,,,,0.6,220.0,,,,,-169.0,,,,,,-184.4,35.0,,,,,,,,,,False,True,,,,
02020,8610,16272.0,,,,,,9574.9,17485.0,,10440.9,,,7662.0,,,,,,964.9,8875.0,,1830.9,,,,,,,,True,False,,True,,
02050,1726,2480.0,,,,,,926.3,1593.0,,,,,754.0,,,,,,-799.7,-133.0,,,,,,,,,,False,True,,,,
02060,0,0.0,,,,,,0.0,46.0,,,,,0.0,,,,,,0.0,46.0,,,,,,,,,,True,False,,,,
02068,22,16.0,,,,,,5.6,83.0,,,,,-6.0,,,,,,-16.4,61.0,,,,,,,,,,False,False,,,,
02070,66,40.0,,,,,,42.5,264.0,,,,,-26.0,,,,,,-23.5,198.0,,,,,,,,,,True,False,,,,
02090,2381,2048.0,,,,,,1390.1,2972.0,,1077.9,,,-333.0,,,,,,-990.9,591.0,,-1303.1,,,,,,,,False,False,,False,,
02100,8,0.0,,,,,,0.0,140.0,,,,,-8.0,,,,,,-8.0,132.0,,,,,,,,,,True,False,,,,
02105,0,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,True,,,,,
02110,289,464.0,,,,,,82.5,507.0,,,,,175.0,,,,,,-206.5,218.0,,,,,,,,,,False,False,,,,
02122,1347,3544.0,,,,,,1270.6,3486.0,,2141.8,,,2197.0,,,,,,-76.4,2139.0,,794.8,,,,,,,,True,True,,True,,
02130,78,88.0,,,,,,1.5,240.0,,,,,10.0,,,,,,-76.5,162.0,,,,,,,,,,False,False,,,,
02150,755,432.0,,,,,,2867.5,587.0,,,,,-323.0,,,,,,2112.5,-168.0,,,,,,,,,,False,True,,,,
02158,665,256.0,,,,,,34.2,,,,,,-409.0,,,,,,-630.8,,,,,,,,,,,False,,,,,
02164,32,24.0,,,,,,12.5,110.0,,,,,-8.0,,,,,,-19.5,78.0,,,,,,,,,,False,False,,,,
02170,4083,5752.0,,,,,,275.7,5902.0,,3961.6,,,1669.0,,,,,,-3807.3,1819.0,,-121.4,,,,,,,,False,False,,True,,
02180,81,336.0,,,,,,1393.9,544.0,,,,,255.0,,,,,,1312.9,463.0,,,,,,,,,,False,False,,,,
02185,528,376.0,,,,,,43.2,425.0,,,,,-152.0,,,,,,-484.8,-103.0,,,,,,,,,,False,True,,,,
02188,203,152.0,,,,,,258.9,446.0,,,,,-51.0,,,,,,55.9,243.0,,,,,,,,,,False,False,,,,
02195,24,0.0,,,,,,0.0,120.0,,,,,-24.0,,,,,,-24.0,96.0,,,,,,,,,,True,False,,,,
02198,26,40.0,,,,,,0.1,,,,,,14.0,,,,,,-25.9,,,,,,,,,,,False,,,,,
02220,116,240.0,,,,,,197.7,429.0,,,,,124.0,,,,,,81.7,313.0,,,,,,,,,,True,False,,,,
02230,8,0.0,,,,,,5.4,,,,,,-8.0,,,,,,-2.6,,,,,,,,,,,True,,,,,
02240,148,472.0,,,,,,1303.3,441.0,,,,,324.0,,,,,,1155.3,293.0,,,,,,,,,,False,True,,,,
02261,157,144.0,,,,,,97.2,409.0,,,,,-13.0,,,,,,-59.8,252.0,,,,,,,,,,False,False,,,,
02275,8,0.0,,,,,,0.0,,,,,,-8.0,,,,,,-8.0,,,,,,,,,,,True,,,,,
02282,17,32.0,,,,,,56.6,38.0,,,,,15.0,,,,,,39.6,21.0,,,,,,,,,,False,False,,,,
02290,91,168.0,,,,,,1088.4,360.0,,,,,77.0,,,,,,997.4,269.0,,,,,,,,,,False,False,,,,
04001,3553,3688.0,,,,4025.0,,20621.6,3252.0,,2799.0,,,135.0,,,,472.0,,17068.6,-301.0,,-754.0,,,,,,False,,False,False,,False,,
04003,6490,4136.0,,,,3097.0,,8340.5,4779.0,,2940.4,,,-2354.0,,,,-3393.0,,1850.5,-1711.0,,-3549.6,,,,,,False,,True,True,,False,,
04005,7181,4648.0,,,,3431.0,,3497.0,5094.0,,4556.6,,,-2533.0,,,,-3750.0,,-3684.0,-2087.0,,-2624.4,,,,,,False,,False,True,,False,,
04007,2791,2408.0,,,,1818.0,,4110.5,2531.0,,1136.6,,,-383.0,,,,-973.0,,1319.5,-260.0,,-1654.4,,,,,,False,,False,True,,False,,
04009,2621,2280.0,,,,1470.0,,1206.3,2475.0,,,,,-341.0,,,,-1151.0,,-1414.7,-146.0,,,,,,,,False,,False,True,,,,
04011,291,376.0,,,,317.0,,3930.0,374.0,,,,,85.0,,,,26.0,,3639.0,83.0,,,,,,,,True,,False,True,,,,
04012,1312,672.0,,,,749.0,,2266.7,512.0,,,,,-640.0,,,,-563.0,,954.7,-800.0,,,,,,,,True,,False,False,,,,
04013,240768,128216.0,,,,115291.0,,363702.8,138184.0,,95721.6,,,-112552.0,,,,-125477.0,,122934.8,-102584.0,,-145046.4,,,,,,False,,False,True,,False,,
04015,11946,4504.0,,,,4415.0,,10940.1,5563.0,,4136.4,,,-7442.0,,,,-7531.0,,-1005.9,-6383.0,,-7809.6,,,,,,False,,True,True,,False,,
04017,5862,3984.0,,,,4717.0,,4853.9,4890.0,,4262.0,,,-1878.0,,,,-1145.0,,-1008.1,-972.0,,-1600.0,,,,,,True,,True,True,,True,,
04019,56422,32488.0,,,,27252.0,,58423.1,38576.0,,23607.1,,,-23934.0,,,,-29170.0,,2001.1,-17846.0,,-32814.9,,,,,,False,,True,True,,False,,
04021,23154,10424.0,,,,12331.0,,63811.7,13064.0,,9427.8,,,-12730.0,,,,-10823.0,,40657.7,-10090.0,,-13726.2,,,,,,True,,False,True,,False,,
04023,3379,2824.0,,,,1485.0,,10249.9,3116.0,,1670.3,,,-555.0,,,,-1894.0,,6870.9,-263.0,,-1708.7,,,,,,False,,False,True,,False,,
04025,10420,7360.0,,,,5795.0,,55778.8,8622.0,,4150.2,,,-3060.0,,,,-4625.0,,45358.8,-1798.0,,-6269.8,,,,,,False,,False,True,,False,,
04027,16701,11512.0,,,,7289.0,,14691.5,11193.0,,10072.7,,,-5189.0,,,,-9412.0,,-2009.5,-5508.0,,-6628.3,,,,,,False,,True,False,,False,,
05001,720,456.0,,,,582.0,,443.7,713.0,,,,,-264.0,,,,-138.0,,-276.3,-7.0,,,,,,,,True,,False,True,,,,
05003,723,960.0,,,,575.0,,719.7,887.0,,,,,237.0,,,,-148.0,,-3.3,164.0,,,,,,,,True,,True,True,,,,
05005,1162,1120.0,,,,996.0,,743.7,1679.0,,,,,-42.0,,,,-166.0,,-418.3,517.0,,,,,,,,False,,False,False,,,,
05007,12143,7048.0,,,,7432.0,,2020.3,10485.0,,10839.6,,,-5095.0,,,,-4711.0,,-10122.7,-1658.0,,-1303.4,,,,,,True,,False,True,,True,,
05009,1407,1536.0,,,,981.0,,1851.1,2139.0,,,,,129.0,,,,-426.0,,444.1,732.0,,,,,,,,False,,False,False,,,,
05011,710,496.0,,,,304.0,,4787.7,520.0,,,,,-214.0,,,,-406.0,,4077.7,-190.0,,,,,,,,False,,False,True,,,,
05013,167,160.0,,,,138.0,,68.5,239.0,,,,,-7.0,,,,-29.0,,-98.5,72.0,,,,,,,,False,,False,False,,,,
05015,1065,1016.0,,,,614.0,,3240.3,1201.0,,,,,-49.0,,,,-451.0,,2175.3,136.0,,,,,,,,False,,False,False,,,,
05017,351,448.0,,,,286.0,,1015.5,479.0,,,,,97.0,,,,-65.0,,664.5,128.0,,,,,,,,True,,False,False,,,,
05019,934,504.0,,,,659.0,,141.7,730.0,,,,,-430.0,,,,-275.0,,-792.3,-204.0,,,,,,,,True,,False,True,,,,
05021,671,784.0,,,,596.0,,293.9,814.0,,,,,113.0,,,,-75.0,,-377.1,143.0,,,,,,,,True,,False,False,,,,
05023,965,616.0,,,,724.0,,425.2,980.0,,,,,-349.0,,,,-241.0,,-539.8,15.0,,,,,,,,True,,False,True,,,,
05025,377,264.0,,,,192.0,,466.5,411.0,,,,,-113.0,,,,-185.0,,89.5,34.0,,,,,,,,False,,True,True,,,,
05027,770,832.0,,,,707.0,,3363.1,1156.0,,,,,62.0,,,,-63.0,,2593.1,386.0,,,,,,,,False,,False,False,,,,
05029,1219,520.0,,,,705.0,,796.2,954.0,,,,,-699.0,,,,-514.0,,-422.8,-265.0,,,,,,,,True,,True,True,,,,
05031,4866,4008.0,,,,4254.0,,1477.7,5729.0,,3136.9,,,-858.0,,,,-612.0,,-3388.3,863.0,,-1729.1,,,,,,True,,False,False,,False,,
05033,2853,1536.0,,,,2884.0,,598.1,2650.0,,,,,-1317.0,,,,31.0,,-2254.9,-203.0,,,,,,,,True,,False,True,,,,
05035,1981,1280.0,,,,1427.0,,561.7,1964.0,,1900.7,,,-701.0,,,,-554.0,,-1419.3,-17.0,,-80.3,,,,,,True,,False,True,,True,,
05037,936,720.0,,,,595.0,,5825.2,874.0,,,,,-216.0,,,,-341.0,,4889.2,-62.0,,,,,,,,False,,False,True,,,,
05039,349,264.0,,,,201.0,,266.0,292.0,,,,,-85.0,,,,-148.0,,-83.0,-57.0,,,,,,,,False,,True,True,,,,
05041,578,328.0,,,,261.0,,918.8,525.0,,,,,-250.0,,,,-317.0,,340.8,-53.0,,,,,,,,False,,False,True,,,,
05043,1045,1240.0,,,,536.0,,1538.7,997.0,,,,,195.0,,,,-509.0,,493.7,-48.0,,,,,,,,False,,False,True,,,,
05045,5377,2688.0,,,,3507.0,,1167.4,4339.0,,1734.0,,,-2689.0,,,,-1870.0,,-4209.6,-1038.0,,-3643.0,,,,,,True,,False,True,,False,,
05047,628,648.0,,,,701.0,,534.0,798.0,,,,,20.0,,,,73.0,,-94.0,170.0,,,,,,,,False,,False,False,,,,
05049,469,408.0,,,,272.0,,380.7,618.0,,,,,-61.0,,,,-197.0,,-88.3,149.0,,,,,,,,False,,False,False,,,,
05051,4122,2560.0,,,,3701.0,,770.7,3739.0,,1449.3,,,-1562.0,,,,-421.0,,-3351.3,-383.0,,-2672.7,,,,,,True,,False,True,,False,,
05053,729,512.0,,,,504.0,,1849.5,769.0,,,,,-217.0,,,,-225.0,,1120.5,40.0,,,,,,,,False,,False,True,,,,
05055,2398,2872.0,,,,2023.0,,2613.2,3500.0,,4092.3,,,474.0,,,,-375.0,,215.2,1102.0,,1694.3,,,,,,True,,True,False,,False,,
05057,720,392.0,,,,623.0,,753.6,791.0,,,,,-328.0,,,,-97.0,,33.6,71.0,,,,,,,,True,,True,True,,,,
05059,1329,1256.0,,,,1315.0,,634.9,1678.0,,616.6,,,-73.0,,,,-14.0,,-694.1,349.0,,-712.4,,,,,,True,,False,False,,False,,
05061,495,256.0,,,,362.0,,268.9,542.0,,,,,-239.0,,,,-133.0,,-226.1,47.0,,,,,,,,True,,True,True,,,,
05063,1282,1024.0,,,,1447.0,,92.9,1621.0,,,,,-258.0,,,,165.0,,-1189.1,339.0,,,,,,,,True,,False,False,,,,
05065,531,336.0,,,,368.0,,27.8,622.0,,,,,-195.0,,,,-163.0,,-503.2,91.0,,,,,,,,True,,False,True,,,,
05067,1245,2256.0,,,,640.0,,1333.8,1313.0,,,,,1011.0,,,,-605.0,,88.8,68.0,,,,,,,,True,,True,True,,,,
05069,2546,1520.0,,,,1761.0,,554.6,2721.0,,704.9,,,-1026.0,,,,-785.0,,-1991.4,175.0,,-1841.1,,,,,,True,,False,True,,False,,
05071,1113,536.0,,,,1032.0,,545.3,1110.0,,,,,-577.0,,,,-81.0,,-567.7,-3.0,,,,,,,,True,,True,True,,,,
05073,166,88.0,,,,149.0,,358.0,260.0,,,,,-78.0,,,,-17.0,,192.0,94.0,,,,,,,,True,,False,False,,,,
05075,703,648.0,,,,661.0,,241.2,741.0,,,,,-55.0,,,,-42.0,,-461.8,38.0,,,,,,,,True,,False,True,,,,
05077,412,160.0,,,,294.0,,188.2,353.0,,,,,-252.0,,,,-118.0,,-223.8,-59.0,,,,,,,,True,,True,True,,,,
05079,534,536.0,,,,401.0,,412.2,618.0,,295.4,,,2.0,,,,-133.0,,-121.8,84.0,,-238.6,,,,,,False,,False,False,,False,,
05081,358,280.0,,,,338.0,,179.1,370.0,,,,,-78.0,,,,-20.0,,-178.9,12.0,,,,,,,,True,,False,True,,,,
05083,939,960.0,,,,995.0,,912.6,1103.0,,,,,21.0,,,,56.0,,-26.4,164.0,,,,,,,,False,,False,False,,,,
05085,2928,1672.0,,,,2020.0,,734.0,2835.0,,904.5,,,-1256.0,,,,-908.0,,-2194.0,-93.0,,-2023.5,,,,,,True,,False,True,,False,,
05087,642,472.0,,,,445.0,,179.2,675.0,,,,,-170.0,,,,-197.0,,-462.8,33.0,,,,,,,,False,,False,True,,,,
05089,392,448.0,,,,311.0,,715.8,645.0,,,,,56.0,,,,-81.0,,323.8,253.0,,,,,,,,False,,False,False,,,,
05091,1115,848.0,,,,1212.0,,624.9,1285.0,,273.5,,,-267.0,,,,97.0,,-490.1,170.0,,-841.5,,,,,,True,,False,True,,False,,
05093,1884,1456.0,,,,1697.0,,327.1,1963.0,,2086.7,,,-428.0,,,,-187.0,,-1556.9,79.0,,202.7,,,,,,True,,False,True,,True,,
05095,354,160.0,,,,172.0,,122.0,246.0,,,,,-194.0,,,,-182.0,,-232.0,-108.0,,,,,,,,True,,False,True,,,,
05097,341,424.0,,,,285.0,,1338.0,447.0,,,,,83.0,,,,-56.0,,997.0,106.0,,,,,,,,True,,False,False,,,,
05099,229,240.0,,,,285.0,,384.7,328.0,,,,,11.0,,,,56.0,,155.7,99.0,,,,,,,,False,,False,False,,,,
05101,194,312.0,,,,215.0,,181.9,438.0,,,,,118.0,,,,21.0,,-12.1,244.0,,,,,,,,True,,True,False,,,,
05103,1117,1104.0,,,,696.0,,4957.5,1260.0,,,,,-13.0,,,,-421.0,,3840.5,143.0,,,,,,,,False,,False,False,,,,
05105,395,216.0,,,,270.0,,272.4,380.0,,,,,-179.0,,,,-125.0,,-122.6,-15.0,,,,,,,,True,,True,True,,,,
05107,594,456.0,,,,507.0,,1738.0,744.0,,,,,-138.0,,,,-87.0,,1144.0,150.0,,,,,,,,True,,False,False,,,,
05109,495,152.0,,,,359.0,,176.8,437.0,,,,,-343.0,,,,-136.0,,-318.2,-58.0,,,,,,,,True,,True,True,,,,
05111,1195,632.0,,,,1041.0,,166.5,1097.0,,,,,-563.0,,,,-154.0,,-1028.5,-98.0,,,,,,,,True,,False,True,,,,
05113,827,704.0,,,,712.0,,542.4,953.0,,,,,-123.0,,,,-115.0,,-284.6,126.0,,,,,,,,True,,False,False,,,,
05115,3244,1968.0,,,,2151.0,,1689.6,2843.0,,911.4,,,-1276.0,,,,-1093.0,,-1554.4,-401.0,,-2332.6,,,,,,True,,False,True,,False,,
05117,365,160.0,,,,218.0,,19.9,315.0,,,,,-205.0,,,,-147.0,,-345.1,-50.0,,,,,,,,True,,False,True,,,,
05119,15347,8832.0,,,,9540.0,,6560.2,13940.0,,3594.7,,,-6515.0,,,,-5807.0,,-8786.8,-1407.0,,-11752.3,,,,,,True,,False,True,,False,,
05121,817,416.0,,,,672.0,,232.8,796.0,,,,,-401.0,,,,-145.0,,-584.2,-21.0,,,,,,,,True,,False,True,,,,
05123,1201,608.0,,,,880.0,,408.8,872.0,,,,,-593.0,,,,-321.0,,-792.2,-329.0,,,,,,,,True,,False,True,,,,
