,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,OneQuietNight-ML,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-OneQuietNight-ML,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-OneQuietNight-ML,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
Idaho,59665,70608.0,,64755.8,,72557.0,128413.6,51744.2,93475.0,,43535.6,16465.2,29347.0,10943.0,,5090.8,,12892.0,68748.6,-7920.8,33810.0,,-16129.4,-43199.8,-30318.0,,True,,False,False,True,False,,False,False,False
Illinois,385591,533200.0,,395758.5,,534874.0,938239.9,275084.0,606097.0,,938797.9,126241.4,202365.0,147609.0,,10167.5,,149283.0,552648.9,-110507.0,220506.0,,553206.9,-259349.6,-183226.0,,True,,False,False,True,False,,False,False,False
Indiana,279511,318600.0,,269862.2,,310589.0,632675.9,297268.1,376559.0,,358685.6,65252.5,135674.0,39089.0,,-9648.8,,31078.0,353164.9,17757.1,97048.0,,79174.6,-214258.5,-143837.0,,True,,True,False,True,False,,False,False,False
Iowa,85443,143808.0,,115020.3,,153095.0,281352.6,54077.9,214790.0,,144461.9,19347.9,48090.0,58365.0,,29577.3,,67652.0,195909.6,-31365.1,129347.0,,59018.9,-66095.1,-37353.0,,True,,False,False,True,False,,False,False,True
Kansas,113680,147472.0,,128481.6,,130899.0,308688.5,140266.9,224701.0,,141494.3,20662.8,47570.0,33792.0,,14801.6,,17219.0,195008.5,26586.9,111021.0,,27814.3,-93017.2,-66110.0,,True,,True,False,True,False,,True,False,False
Kentucky,170385,146192.0,,169020.0,,148367.0,284105.6,244409.7,205310.0,,107535.5,50113.5,76684.0,-24193.0,,-1365.0,,-22018.0,113720.6,74024.7,34925.0,,-62849.5,-120271.5,-93701.0,,True,,True,False,False,False,,False,False,False
Louisiana,149653,111144.0,,117484.7,,128146.0,197823.1,329961.8,230760.0,,64291.6,18730.4,46986.0,-38509.0,,-32168.3,,-21507.0,48170.1,180308.8,81107.0,,-85361.4,-130922.6,-102667.0,,True,,True,False,False,False,,False,False,False
Maine,25310,9320.0,,11486.1,,15183.0,18865.4,18526.8,37785.0,,27638.2,2418.3,3637.0,-15990.0,,-13823.9,,-10127.0,-6444.6,-6783.2,12475.0,,2328.2,-22891.7,-21673.0,,True,,True,True,True,True,,True,False,False
Maryland,144859,115816.0,,101010.8,,114264.0,239349.3,231833.3,128834.0,,150451.4,48860.7,69078.0,-29043.0,,-43848.2,,-30595.0,94490.3,86974.3,-16025.0,,5592.4,-95998.3,-75781.0,,False,,False,False,False,True,,True,False,False
Massachusetts,273624,146512.0,,145360.4,,144541.0,280683.0,146645.5,232589.0,,183988.0,72104.1,75247.0,-127112.0,,-128263.6,,-129083.0,7059.0,-126978.5,-41035.0,,-89636.0,-201519.9,-198377.0,,False,,False,True,True,True,,True,False,False
Michigan,218594,393048.0,,356492.1,,410547.0,795336.8,301435.3,479294.0,,232989.4,90945.8,178015.0,174454.0,,137898.1,,191953.0,576742.8,82841.3,260700.0,,14395.4,-127648.2,-40579.0,,True,,False,False,True,False,,True,True,True
Minnesota,149785,328568.0,,229157.7,,338123.0,779251.2,281684.6,438185.0,,376299.2,157970.5,128557.0,178783.0,,79372.7,,188338.0,629466.2,131899.6,288400.0,,226514.2,8185.5,-21228.0,,True,,False,False,True,False,,False,True,True
Mississippi,113083,60312.0,,53149.7,,64779.0,103592.6,82966.6,126340.0,,69869.3,38282.8,24424.0,-52771.0,,-59933.3,,-48304.0,-9490.4,-30116.4,13257.0,,-43213.7,-74800.2,-88659.0,,False,,True,True,True,True,,True,False,False
Missouri,162111,210192.0,,202626.6,,204270.0,407136.4,116170.2,318034.0,,327350.1,50073.8,80828.0,48081.0,,40515.6,,42159.0,245025.4,-45940.8,155923.0,,165239.1,-112037.2,-81283.0,,True,,True,False,True,False,,False,False,False
Montana,30565,50424.0,,46670.3,,52459.0,105402.3,69443.6,63630.0,,21386.7,10217.3,18089.0,19859.0,,16105.3,,21894.0,74837.3,38878.6,33065.0,,-9178.3,-20347.7,-12476.0,,True,,False,False,False,False,,True,False,True
Nebraska,61531,98352.0,,78454.2,,105457.0,167684.3,41475.7,144070.0,,82826.7,19995.3,33937.0,36821.0,,16923.2,,43926.0,106153.3,-20055.3,82539.0,,21295.7,-41535.7,-27594.0,,True,,False,False,True,False,,True,False,True
Nevada,120484,139968.0,,114817.2,,125582.0,215709.0,202106.0,152840.0,,61983.3,41940.7,76593.0,19484.0,,-5666.8,,5098.0,95225.0,81622.0,32356.0,,-58500.7,-78543.3,-43891.0,,True,,True,False,False,False,,False,False,False
New Hampshire,41551,21680.0,,30269.1,,30815.0,47676.3,68554.0,46806.0,,37833.0,21903.7,11510.0,-19871.0,,-11281.9,,-10736.0,6125.3,27003.0,5255.0,,-3718.0,-19647.3,-30041.0,,True,,True,True,False,True,,True,True,False
New Jersey,298681,220112.0,,224237.2,,196424.0,390946.2,299334.4,277330.0,,349229.9,79576.3,112961.0,-78569.0,,-74443.8,,-102257.0,92265.2,653.4,-21351.0,,50548.9,-219104.7,-185720.0,,True,,False,False,True,True,,True,False,False
New Mexico,74597,116336.0,,109850.2,,106950.0,227539.0,450151.5,121822.0,,144661.0,21389.2,51086.0,41739.0,,35253.2,,32353.0,152942.0,375554.5,47225.0,,70064.0,-53207.8,-23511.0,,True,,True,False,False,False,,False,False,True
New York,680149,348920.0,,429090.7,,322114.0,551039.4,931374.2,603578.0,,313280.9,279863.2,223093.0,-331229.0,,-251058.3,,-358035.0,-129109.6,251225.2,-76571.0,,-366868.1,-400285.8,-457056.0,,True,,False,True,True,True,,False,False,False
North Carolina,354758,205576.0,,181992.4,,213405.0,333716.8,283392.3,334872.0,,144602.4,139976.2,124444.0,-149182.0,,-172765.6,,-141353.0,-21041.2,-71365.7,-19886.0,,-210155.6,-214781.8,-230314.0,,False,,True,True,True,True,,False,False,False
North Dakota,18785,51160.0,,42968.9,,57408.0,94962.1,20500.9,70505.0,,12478.1,7344.0,27354.0,32375.0,,24183.9,,38623.0,76177.1,1715.9,51720.0,,-6306.9,-11441.0,8569.0,,True,,False,False,True,False,,True,True,True
Ohio,453138,507336.0,,479044.7,,581548.0,927849.5,607663.9,752756.0,,816025.3,240779.3,271228.0,54198.0,,25906.7,,128410.0,474711.5,154525.9,299618.0,,362887.3,-212358.7,-181910.0,,True,,False,False,False,False,,False,False,False
Oklahoma,176325,183200.0,,139163.0,,185827.0,321331.6,197371.5,275587.0,,218976.2,64979.3,110967.0,6875.0,,-37162.0,,9502.0,145006.6,21046.5,99262.0,,42651.2,-111345.7,-65358.0,,False,,False,False,False,False,,False,False,False
Oregon,65094,70704.0,,141493.7,,77730.0,143715.6,113282.3,105577.0,,91685.0,72748.7,47380.0,5610.0,,76399.7,,12636.0,78621.6,48188.3,40483.0,,26591.0,7654.7,-17714.0,,False,,False,False,False,False,,False,False,False
Pennsylvania,447640,391656.0,,334821.4,,420977.0,688945.3,744726.0,591041.0,,166090.3,164420.0,197995.0,-55984.0,,-112818.6,,-26663.0,241305.3,297086.0,143401.0,,-281549.7,-283220.0,-249645.0,,False,,True,False,False,False,,False,False,False
Rhode Island,55781,47624.0,,44341.0,,40641.0,103587.1,53352.5,62908.0,,55684.6,10998.2,14066.0,-8157.0,,-11440.0,,-15140.0,47806.1,-2428.5,7127.0,,-96.4,-44782.8,-41715.0,,False,,False,False,True,True,,True,False,False
South Carolina,198878,79144.0,,71802.9,,88751.0,139277.4,84174.3,151311.0,,43981.5,34822.9,41001.0,-119734.0,,-127075.1,,-110127.0,-59600.6,-114703.7,-47567.0,,-154896.5,-164055.1,-157877.0,,False,,True,True,True,True,,False,False,False
South Dakota,27864,55080.0,,40352.6,,59675.0,71379.2,18231.4,75717.0,,27463.9,13214.4,27959.0,27216.0,,12488.6,,31811.0,43515.2,-9632.6,47853.0,,-400.1,-14649.6,95.0,,True,,False,False,True,False,,True,True,True
Tennessee,342410,220632.0,,178305.2,,243691.0,371858.9,110325.1,332772.0,,273076.4,83149.8,100894.0,-121778.0,,-164104.8,,-98719.0,29448.9,-232084.9,-9638.0,,-69333.6,-259260.2,-241516.0,,False,,True,True,False,True,,True,False,False
Texas,975457,553224.0,,505861.0,,720680.0,823972.6,1624306.1,979508.0,,600190.4,183423.5,240055.0,-422233.0,,-469596.0,,-254777.0,-151484.4,648849.1,4051.0,,-375266.6,-792033.5,-735402.0,,False,,True,True,False,True,,True,False,False
Utah,142802,144864.0,,136618.4,,202465.0,341932.7,110225.8,183699.0,,74179.8,27705.1,56741.0,2062.0,,-6183.6,,59663.0,199130.7,-32576.2,40897.0,,-68622.2,-115096.9,-86061.0,,False,,False,False,False,False,,False,False,False
Vermont,6875,3896.0,,0.0,,5376.0,7998.8,12092.2,17175.0,,2993.6,1725.1,1468.0,-2979.0,,-6875.0,,-1499.0,1123.8,5217.2,10300.0,,-3881.4,-5149.9,-5407.0,,False,,True,True,False,False,,False,False,False
Virginia,235038,143504.0,,135331.8,,135044.0,268212.4,359609.7,209207.0,,203640.8,85958.9,82591.0,-91534.0,,-99706.2,,-99994.0,33174.4,124571.7,-25831.0,,-31397.2,-149079.1,-152447.0,,False,,False,True,False,True,,True,False,False
Washington,132967,154992.0,,409276.3,,133786.0,247597.9,214882.2,227244.0,,213078.2,97455.0,93642.0,22025.0,,276309.3,,819.0,114630.9,81915.2,94277.0,,80111.2,-35512.0,-39325.0,,False,,True,False,False,False,,False,False,False
West Virginia,68907,49976.0,,38765.5,,55399.0,110241.7,118546.7,81973.0,,92110.9,26385.8,22965.0,-18931.0,,-30141.5,,-13508.0,41334.7,49639.7,13066.0,,23203.9,-42521.2,-45942.0,,False,,True,False,False,True,,False,False,False
Wisconsin,175004,262240.0,,255618.5,,275155.0,509845.3,158118.6,342860.0,,216445.4,50920.5,88160.0,87236.0,,80614.5,,100151.0,334841.3,-16885.4,167856.0,,41441.4,-124083.5,-86844.0,,True,,False,False,True,False,,True,False,True
Wyoming,18655,36144.0,,32911.2,,42523.0,85562.6,41724.8,46064.0,,34724.7,4465.0,11024.0,17489.0,,14256.2,,23868.0,66907.6,23069.8,27409.0,,16069.7,-14190.0,-7631.0,,True,,False,False,False,False,,True,True,True
US,11661915,9123080.0,4720299.0,8951332.0,9072834.0,9325843.0,16629477.8,13869805.9,11758767.0,9730762.0,7179363.7,3762430.7,4238807.0,-2538835.0,-6941616.0,-2710583.0,-2589081.0,-2336072.0,4967562.8,2207890.9,96852.0,-1931153.0,-4482551.3,-7899484.3,-7423108.0,False,False,False,True,False,True,True,True,False,False,False
