,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
08011,17,42.0,,39.7,,30.0,30.0,,,,,49.1,,40.3,,,10.0,18.2,33.6,,3.0,28.0,,,,,36.0,58.2,,,,,,,37.3,,,,27.9,150.7,25.0,,22.7,,13.0,13.0,,,,,32.1,,23.3,,,-7.0,1.2,16.6,,-14.0,11.0,,,,,19.0,41.2,,,,,,,20.3,,,,10.9,133.7,,True,,True,True,,,,,False,,True,,,True,True,True,,True,True,,,,,True,False,,,,,,,True,,,,True,False
08013,487,552.0,,573.1,,547.0,398.0,,,,,424.7,,680.4,,548.8,775.0,585.0,424.8,,517.0,545.4,,,,664.0,463.0,729.2,,,,,,427.4,465.6,471.0,,,372.1,762.8,65.0,,86.1,,60.0,-89.0,,,,,-62.3,,193.4,,61.8,288.0,98.0,-62.2,,30.0,58.4,,,,177.0,-24.0,242.2,,,,,,-59.6,-21.4,-16.0,,,-114.9,275.8,,False,,True,False,,,,,True,,False,,True,False,False,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,False,False
08014,142,138.0,,142.4,,138.0,113.0,,,,,90.7,,155.0,,,197.0,139.6,106.4,,138.0,137.2,,,,150.0,118.0,143.0,,,,,,111.2,,,,,,142.2,-4.0,,0.4,,-4.0,-29.0,,,,,-51.3,,13.0,,,55.0,-2.4,-35.6,,-4.0,-4.8,,,,8.0,-24.0,1.0,,,,,,-30.8,,,,,,0.2,,True,,False,False,,,,,False,,False,,,False,True,False,,False,False,,,,False,False,True,,,,,,False,,,,,,True
08015,43,47.0,,44.5,,44.0,44.0,,,,,52.2,,65.1,,,64.0,36.5,33.8,,43.0,39.9,,,,31.0,44.0,49.8,,,,,,,48.6,,,,78.7,55.0,4.0,,1.5,,1.0,1.0,,,,,9.2,,22.1,,,21.0,-6.5,-9.2,,0.0,-3.1,,,,-12.0,1.0,6.8,,,,,,,5.6,,,,35.7,12.0,,True,,True,True,,,,,False,,False,,,False,False,False,,True,True,,,,False,True,False,,,,,,,False,,,,False,False
08017,8,1.0,,1.4,,4.0,0.0,,,,,3.2,,3.7,,,7.0,54.7,2.0,,3.0,2.2,,,,,4.0,8.3,,,,,,,16.6,,,,4.5,,-7.0,,-6.6,,-4.0,-8.0,,,,,-4.8,,-4.3,,,-1.0,46.7,-6.0,,-5.0,-5.8,,,,,-4.0,0.3,,,,,,,8.6,,,,-3.5,,,True,,True,False,,,,,True,,True,,,True,False,True,,True,True,,,,,True,True,,,,,,,False,,,,True,
08019,10,18.0,,18.2,,18.0,17.0,,,,,11.1,,19.6,,,23.0,17.7,10.4,,9.0,17.5,,,,22.0,18.0,25.5,,,,,,,20.6,,,,22.6,15.4,8.0,,8.2,,8.0,7.0,,,,,1.1,,9.6,,,13.0,7.7,0.4,,-1.0,7.5,,,,12.0,8.0,15.5,,,,,,,10.6,,,,12.6,5.4,,False,,False,True,,,,,True,,False,,,False,True,True,,True,True,,,,False,False,False,,,,,,,False,,,,False,True
08021,20,30.0,,30.0,,21.0,14.0,,,,,14.0,,38.4,,,37.0,20.9,18.1,,13.0,23.2,,,,30.0,21.0,17.3,,,,,,,29.8,,,,32.0,18.4,10.0,,10.0,,1.0,-6.0,,,,,-6.0,,18.4,,,17.0,0.9,-1.9,,-7.0,3.2,,,,10.0,1.0,-2.7,,,,,,,9.8,,,,12.0,-1.6,,False,,True,True,,,,,True,,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
08023,3,2.0,,4.5,,6.0,0.0,,,,,5.8,,4.7,,,11.0,5.8,3.4,,7.0,2.4,,,,,3.0,6.8,,,,,,,11.4,,,,6.6,10.3,-1.0,,1.5,,3.0,-3.0,,,,,2.8,,1.7,,,8.0,2.8,0.4,,4.0,-0.6,,,,,0.0,3.8,,,,,,,8.4,,,,3.6,7.3,,False,,False,False,,,,,False,,False,,,False,False,True,,False,True,,,,,True,False,,,,,,,False,,,,False,False
08025,24,60.0,,55.1,,40.0,0.0,,,,,46.8,,81.8,,,12.0,2.4,22.5,,14.0,27.9,,,,53.0,40.0,65.2,,,,,,,42.7,,,,45.8,54.2,36.0,,31.1,,16.0,-24.0,,,,,22.8,,57.8,,,-12.0,-21.6,-1.5,,-10.0,3.9,,,,29.0,16.0,41.2,,,,,,,18.7,,,,21.8,30.2,,True,,True,True,,,,,True,,False,,,True,True,True,,True,True,,,,True,True,False,,,,,,,True,,,,True,True
08027,3,2.0,,3.7,,3.0,0.0,,,,,4.8,,5.5,,,9.0,4.0,2.6,,4.0,1.7,,,,4.0,3.0,7.2,,,,,,,16.3,,,,2.7,3.4,-1.0,,0.7,,0.0,-3.0,,,,,1.8,,2.5,,,6.0,1.0,-0.4,,1.0,-1.3,,,,1.0,0.0,4.2,,,,,,,13.3,,,,-0.3,0.4,,True,,True,False,,,,,False,,False,,,False,False,True,,False,False,,,,False,True,False,,,,,,,False,,,,True,True
08029,135,201.0,,215.1,,158.0,198.0,,,,,108.8,,219.9,,,173.0,207.5,121.6,,119.0,151.3,,,,259.0,158.0,143.0,,,,,,,171.1,,,,222.5,113.9,66.0,,80.1,,23.0,63.0,,,,,-26.2,,84.9,,,38.0,72.5,-13.4,,-16.0,16.3,,,,124.0,23.0,8.0,,,,,,,36.1,,,,87.5,-21.1,,False,,True,True,,,,,True,,False,,,True,False,True,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
08031,1250,1835.0,,1809.8,2181.3,1757.0,1659.0,,,,,1266.2,,2101.6,,1878.6,1757.0,2708.0,1362.8,,1492.5,1711.2,,,,2048.0,1609.0,2693.7,,,,,,1500.6,1761.4,1514.0,,,2110.1,1750.5,585.0,,559.8,931.3,507.0,409.0,,,,,16.2,,851.6,,628.6,507.0,1458.0,112.8,,242.5,461.2,,,,798.0,359.0,1443.7,,,,,,250.6,511.4,264.0,,,860.1,500.5,,True,False,True,True,,,,,True,,False,,False,True,False,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,False,True
08033,6,1.0,,1.2,,1.0,0.0,,,,,1.8,,1.6,,,14.0,1.0,1.1,,2.0,0.5,,,,,2.0,2.2,,,,,,,11.4,,,,1.4,,-5.0,,-4.8,,-5.0,-6.0,,,,,-4.2,,-4.4,,,8.0,-5.0,-4.9,,-4.0,-5.5,,,,,-4.0,-3.8,,,,,,,5.4,,,,-4.6,,,True,,False,False,,,,,True,,True,,,False,True,True,,True,False,,,,,True,True,,,,,,,False,,,,True,
08035,570,822.0,,789.0,,756.0,743.0,,,,,518.6,,867.5,,828.2,747.0,869.6,491.9,,425.0,711.9,,,,908.0,672.0,891.7,,,,,,597.8,705.5,668.0,,,1474.9,765.3,252.0,,219.0,,186.0,173.0,,,,,-51.4,,297.5,,258.2,177.0,299.6,-78.1,,-145.0,141.9,,,,338.0,102.0,321.7,,,,,,27.8,135.5,98.0,,,904.9,195.3,,True,,True,True,,,,,True,,False,,False,True,False,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,False,True
08037,221,286.0,,278.6,,247.0,350.0,,,,,149.0,,308.0,,320.7,257.0,172.8,122.6,,190.0,252.6,,,,318.0,248.0,204.0,,,,,,232.7,269.3,,,,207.2,274.4,65.0,,57.6,,26.0,129.0,,,,,-72.0,,87.0,,99.7,36.0,-48.2,-98.4,,-31.0,31.6,,,,97.0,27.0,-17.0,,,,,,11.7,48.3,,,,-13.8,53.4,,True,,True,False,,,,,False,,False,,False,True,True,False,,True,True,,,,False,True,True,,,,,,True,True,,,,True,True
08039,32,28.0,,29.4,,29.0,25.0,,,,,30.1,,39.5,,,48.0,32.6,22.5,,18.0,26.1,,,,37.0,27.0,50.6,,,,,,,36.1,,,,34.8,32.1,-4.0,,-2.6,,-3.0,-7.0,,,,,-1.9,,7.5,,,16.0,0.6,-9.5,,-14.0,-5.9,,,,5.0,-5.0,18.6,,,,,,,4.1,,,,2.8,0.1,,True,,True,False,,,,,True,,False,,,False,True,False,,False,False,,,,False,False,False,,,,,,,False,,,,True,True
08041,1085,1638.0,,1631.7,2132.4,1561.0,1652.0,,,,,1157.5,,1864.2,,1633.0,1581.0,1192.8,1212.7,,1148.0,1381.9,,,,1781.0,1350.0,1867.0,,,,,,1593.7,1737.9,1295.0,,,935.2,1560.7,553.0,,546.7,1047.4,476.0,567.0,,,,,72.5,,779.2,,548.0,496.0,107.8,127.7,,63.0,296.9,,,,696.0,265.0,782.0,,,,,,508.7,652.9,210.0,,,-149.8,475.7,,True,False,True,False,,,,,True,,False,,True,True,True,True,,True,True,,,,False,True,False,,,,,,True,False,True,,,True,True
08043,87,92.0,,102.8,,96.0,59.0,,,,,147.5,,125.8,,,142.0,41.6,114.5,,46.0,84.3,,,,114.0,95.0,168.9,,,,,,100.4,76.2,,,,213.7,128.1,5.0,,15.8,,9.0,-28.0,,,,,60.5,,38.8,,,55.0,-45.4,27.5,,-41.0,-2.7,,,,27.0,8.0,81.9,,,,,,13.4,-10.8,,,,126.7,41.1,,False,,False,False,,,,,False,,False,,,False,False,False,,False,True,,,,False,False,False,,,,,,False,False,,,,False,False
08045,139,218.0,,230.6,,207.0,207.0,,,,,173.1,,275.9,,,388.0,202.3,168.2,,157.0,199.1,,,,270.0,227.0,210.5,,,,,,149.2,169.0,,,,321.1,162.9,79.0,,91.6,,68.0,68.0,,,,,34.1,,136.9,,,249.0,63.3,29.2,,18.0,60.1,,,,131.0,88.0,71.5,,,,,,10.2,30.0,,,,182.1,23.9,,False,,True,True,,,,,True,,False,,,False,True,True,,True,True,,,,False,False,True,,,,,,True,True,,,,False,True
08047,6,4.0,,4.1,,4.0,0.0,,,,,4.1,,5.3,,,13.0,2.3,4.1,,0.0,2.4,,,,5.0,3.0,6.7,,,,,,,15.2,,,,6.2,5.1,-2.0,,-1.9,,-2.0,-6.0,,,,,-1.9,,-0.7,,,7.0,-3.7,-1.9,,-6.0,-3.6,,,,-1.0,-3.0,0.7,,,,,,,9.2,,,,0.2,-0.9,,True,,False,False,,,,,True,,True,,,False,False,True,,False,False,,,,True,False,True,,,,,,,False,,,,True,True
08049,107,37.0,,38.0,,40.0,40.0,,,,,32.5,,42.2,,,59.0,68.0,29.3,,38.0,47.4,,,,61.0,35.0,48.1,,,,,,,39.3,,,,33.0,44.9,-70.0,,-69.0,,-67.0,-67.0,,,,,-74.5,,-64.8,,,-48.0,-39.0,-77.7,,-69.0,-59.6,,,,-46.0,-72.0,-58.9,,,,,,,-67.7,,,,-74.0,-62.1,,True,,True,True,,,,,False,,True,,,True,True,False,,True,True,,,,True,False,True,,,,,,,True,,,,False,True
08051,112,92.0,,90.6,,67.0,78.0,,,,,35.0,,103.7,,136.0,67.0,49.1,48.3,,67.0,78.0,,,,106.0,63.0,62.3,,,,,,,73.2,,,,129.9,63.3,-20.0,,-21.4,,-45.0,-34.0,,,,,-77.0,,-8.3,,24.0,-45.0,-62.9,-63.7,,-45.0,-34.0,,,,-6.0,-49.0,-49.7,,,,,,,-38.8,,,,17.9,-48.7,,False,,False,False,,,,,False,,True,,False,False,False,False,,False,False,,,,True,False,False,,,,,,,False,,,,True,False
08053,3,0.0,,0.2,,0.0,0.0,,,,,0.0,,0.9,,,4.0,0.8,0.4,,1.0,0.2,,,,1.0,0.0,1.2,,,,,,,9.6,,,,0.9,,-3.0,,-2.8,,-3.0,-3.0,,,,,-3.0,,-2.1,,,1.0,-2.2,-2.6,,-2.0,-2.8,,,,-2.0,-3.0,-1.8,,,,,,,6.6,,,,-2.1,,,True,,False,False,,,,,True,,True,,,True,True,True,,True,True,,,,True,False,True,,,,,,,False,,,,True,
08055,2,3.0,,2.7,,5.0,0.0,,,,,7.0,,11.1,,,16.0,0.7,3.1,,1.0,4.6,,,,4.0,5.0,6.6,,,,,,,14.4,,,,4.9,5.6,1.0,,0.7,,3.0,-2.0,,,,,5.0,,9.1,,,14.0,-1.3,1.1,,-1.0,2.6,,,,2.0,3.0,4.6,,,,,,,12.4,,,,2.9,3.6,,True,,False,False,,,,,False,,False,,,False,False,False,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
08057,0,2.0,,0.2,,2.0,0.0,,,,,1.3,,2.0,,,11.0,9.1,2.2,,3.0,1.2,,,,,3.0,3.7,,,,,,,10.9,,,,2.5,,2.0,,0.2,,2.0,0.0,,,,,1.3,,2.0,,,11.0,9.1,2.2,,3.0,1.2,,,,,3.0,3.7,,,,,,,10.9,,,,2.5,,,True,,False,True,,,,,True,,False,,,False,False,False,,False,True,,,,,False,False,,,,,,,False,,,,False,
08059,912,1212.0,,1172.5,1445.0,1145.0,1472.0,,,,,885.3,,1278.9,,1125.3,1470.0,1145.2,924.4,,926.0,1056.0,,,,1316.0,1044.0,1436.7,,,,,,1018.6,1160.3,872.0,,,1416.2,800.1,300.0,,260.5,533.0,233.0,560.0,,,,,-26.7,,366.9,,213.3,558.0,233.2,12.4,,14.0,144.0,,,,404.0,132.0,524.7,,,,,,106.6,248.3,-40.0,,,504.2,-111.9,,True,False,True,False,,,,,True,,False,,True,False,True,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,False,True
08061,4,5.0,,4.9,,4.0,0.0,,,,,2.9,,6.8,,,6.0,2.8,2.4,,5.0,0.7,,,,4.0,3.0,1.8,,,,,,,12.5,,,,6.0,,1.0,,0.9,,0.0,-4.0,,,,,-1.1,,2.8,,,2.0,-1.2,-1.6,,1.0,-3.3,,,,0.0,-1.0,-2.2,,,,,,,8.5,,,,2.0,,,True,,True,False,,,,,False,,False,,,False,False,False,,False,False,,,,True,False,False,,,,,,,False,,,,False,
08063,22,18.0,,19.0,,18.0,2.0,,,,,12.2,,19.1,,,20.0,20.8,7.3,,24.0,14.2,,,,23.0,13.0,17.2,,,,,,,25.2,,,,20.6,16.0,-4.0,,-3.0,,-4.0,-20.0,,,,,-9.8,,-2.9,,,-2.0,-1.2,-14.7,,2.0,-7.8,,,,1.0,-9.0,-4.8,,,,,,,3.2,,,,-1.4,-6.0,,True,,False,False,,,,,False,,True,,,True,True,False,,True,False,,,,True,False,False,,,,,,,True,,,,True,False
08065,10,15.0,,14.6,,15.0,12.0,,,,,14.5,,18.1,,,32.0,8.6,14.4,,11.0,15.7,,,,18.0,16.0,15.8,,,,,,,32.4,,,,19.2,14.2,5.0,,4.6,,5.0,2.0,,,,,4.5,,8.1,,,22.0,-1.4,4.4,,1.0,5.7,,,,8.0,6.0,5.8,,,,,,,22.4,,,,9.2,4.2,,True,,False,True,,,,,True,,False,,,False,True,True,,True,False,,,,False,False,False,,,,,,,False,,,,False,True
08067,60,161.0,,154.8,,146.0,210.0,,,,,92.1,,175.1,,,224.0,173.1,57.6,,135.0,136.9,,,,193.0,130.0,133.6,,,,,,132.5,146.3,,,,205.4,189.0,101.0,,94.8,,86.0,150.0,,,,,32.1,,115.1,,,164.0,113.1,-2.4,,75.0,76.9,,,,133.0,70.0,73.6,,,,,,72.5,86.3,,,,145.4,129.0,,True,,True,False,,,,,True,,False,,,False,False,True,,True,True,,,,False,True,True,,,,,,True,True,,,,False,False
08069,645,663.0,,645.6,,650.0,572.0,,,,,457.3,,805.5,,737.9,1046.0,654.0,518.9,,759.0,702.3,,,,755.0,543.0,709.7,,,,,,565.3,627.5,578.0,,,536.5,451.4,18.0,,0.6,,5.0,-73.0,,,,,-187.7,,160.5,,92.9,401.0,9.0,-126.1,,114.0,57.3,,,,110.0,-102.0,64.7,,,,,,-79.7,-17.5,-67.0,,,-108.5,-193.6,,True,,True,False,,,,,False,,False,,False,False,True,False,,False,False,,,,False,False,False,,,,,,False,True,False,,,False,False
08071,31,54.0,,45.5,,49.0,0.0,,,,,45.9,,77.3,,,38.0,157.8,62.7,,29.0,47.1,,,,140.0,64.0,97.0,,,,,,,58.5,,,,94.3,93.7,23.0,,14.5,,18.0,-31.0,,,,,14.9,,46.3,,,7.0,126.8,31.7,,-2.0,16.1,,,,109.0,33.0,66.0,,,,,,,27.5,,,,63.3,62.7,,True,,True,False,,,,,True,,False,,,True,False,False,,True,True,,,,False,False,False,,,,,,,False,,,,False,False
08073,52,32.0,,34.8,,14.0,6.0,,,,,29.1,,89.1,,,14.0,4.1,8.9,,1.0,13.1,,,,29.0,22.0,12.2,,,,,,,33.2,,,,46.5,48.2,-20.0,,-17.2,,-38.0,-46.0,,,,,-22.9,,37.1,,,-38.0,-47.9,-43.1,,-51.0,-38.9,,,,-23.0,-30.0,-39.8,,,,,,,-18.8,,,,-5.5,-3.8,,True,,False,False,,,,,False,,False,,,False,False,False,,False,False,,,,False,False,False,,,,,,,True,,,,True,True
08075,77,108.0,,118.7,,77.0,62.0,,,,,82.6,,127.8,,,78.0,48.3,85.7,,85.0,76.6,,,,105.0,93.0,60.8,,,,,,105.4,105.8,,,,129.3,74.7,31.0,,41.7,,0.0,-15.0,,,,,5.6,,50.8,,,1.0,-28.7,8.7,,8.0,-0.4,,,,28.0,16.0,-16.2,,,,,,28.4,28.8,,,,52.3,-2.3,,False,,True,True,,,,,True,,False,,,True,True,True,,True,True,,,,True,True,True,,,,,,True,True,,,,False,True
08077,752,681.0,,672.5,,644.0,817.0,,,,,427.8,,687.7,,,865.0,643.9,353.9,,679.0,600.1,,,,758.0,553.0,736.4,,,,,,544.6,659.8,544.0,,,751.1,512.1,-71.0,,-79.5,,-108.0,65.0,,,,,-324.2,,-64.3,,,113.0,-108.1,-398.1,,-73.0,-151.9,,,,6.0,-199.0,-15.6,,,,,,-207.4,-92.2,-208.0,,,-0.9,-239.9,,False,,False,True,,,,,False,,True,,,False,False,False,,False,False,,,,True,False,True,,,,,,False,False,False,,,True,False
08079,4,5.0,,5.0,,4.0,0.0,,,,,2.0,,2.7,,,3.0,5.7,1.3,,2.0,1.1,,,,5.0,4.0,4.4,,,,,,,11.4,,,,5.2,,1.0,,1.0,,0.0,-4.0,,,,,-2.0,,-1.3,,,-1.0,1.7,-2.7,,-2.0,-2.9,,,,1.0,0.0,0.4,,,,,,,7.4,,,,1.2,,,True,,True,False,,,,,False,,False,,,False,False,False,,False,False,,,,False,True,True,,,,,,,False,,,,False,
08081,28,16.0,,13.8,,15.0,11.0,,,,,18.5,,26.8,,,77.0,14.6,12.0,,12.0,20.6,,,,18.0,13.0,21.7,,,,,,,37.4,,,,22.2,15.3,-12.0,,-14.2,,-13.0,-17.0,,,,,-9.5,,-1.2,,,49.0,-13.4,-16.0,,-16.0,-7.4,,,,-10.0,-15.0,-6.3,,,,,,,9.4,,,,-5.8,-12.7,,False,,False,False,,,,,True,,True,,,False,False,False,,False,True,,,,True,False,True,,,,,,,True,,,,True,False
08083,94,106.0,,92.5,,105.0,105.0,,,,,58.3,,121.2,,,121.0,127.7,52.7,,114.0,113.1,,,,136.0,83.0,104.3,,,,,,,94.5,,,,58.3,84.9,12.0,,-1.5,,11.0,11.0,,,,,-35.7,,27.2,,,27.0,33.7,-41.3,,20.0,19.1,,,,42.0,-11.0,10.3,,,,,,,0.5,,,,-35.7,-9.1,,True,,True,True,,,,,False,,False,,,False,False,False,,False,False,,,,False,True,True,,,,,,,True,,,,False,True
08085,207,275.0,,278.5,,204.0,308.0,,,,,116.8,,269.3,,,227.0,121.6,111.7,,187.0,240.4,,,,277.0,205.0,199.8,,,,,,238.5,188.1,,,,272.6,175.2,68.0,,71.5,,-3.0,101.0,,,,,-90.2,,62.3,,,20.0,-85.4,-95.3,,-20.0,33.4,,,,70.0,-2.0,-7.2,,,,,,31.5,-18.9,,,,65.6,-31.8,,False,,True,False,,,,,False,,True,,,True,False,False,,True,True,,,,False,True,True,,,,,,True,True,,,,True,True
08087,40,60.0,,57.6,,60.0,61.0,,,,,56.0,,73.2,,,90.0,65.5,47.1,,36.0,49.5,,,,68.0,53.0,78.2,,,,,,46.9,81.5,,,,61.8,72.1,20.0,,17.6,,20.0,21.0,,,,,16.0,,33.2,,,50.0,25.5,7.1,,-4.0,9.5,,,,28.0,13.0,38.2,,,,,,6.9,41.5,,,,21.8,32.1,,True,,False,False,,,,,True,,False,,,False,False,True,,True,True,,,,False,True,False,,,,,,True,False,,,,False,False
08089,21,45.0,,48.1,,44.0,7.0,,,,,55.7,,57.1,,,49.0,19.2,31.8,,11.0,26.7,,,,39.0,40.0,67.4,,,,,,,45.5,,,,73.0,44.1,24.0,,27.1,,23.0,-14.0,,,,,34.7,,36.1,,,28.0,-1.8,10.8,,-10.0,5.7,,,,18.0,19.0,46.4,,,,,,,24.5,,,,52.0,23.1,,False,,True,True,,,,,False,,False,,,False,True,True,,True,True,,,,True,True,False,,,,,,,False,,,,False,True
08091,7,12.0,,12.3,,12.0,,,,,,5.9,,14.0,,,15.0,33.8,4.8,,4.0,9.7,,,,12.0,10.0,10.4,,,,,,,16.8,,,,15.8,19.2,5.0,,5.3,,5.0,,,,,,-1.1,,7.0,,,8.0,26.8,-2.2,,-3.0,2.7,,,,5.0,3.0,3.4,,,,,,,9.8,,,,8.8,12.2,,False,,False,,,,,,True,,False,,,False,False,True,,True,True,,,,False,True,True,,,,,,,False,,,,False,False
08093,14,27.0,,25.7,,22.0,22.0,,,,,17.2,,30.3,,,38.0,49.5,24.7,,21.0,22.0,,,,39.0,22.0,27.9,,,,,,,31.5,,,,31.4,11.8,13.0,,11.7,,8.0,8.0,,,,,3.2,,16.3,,,24.0,35.5,10.7,,7.0,8.0,,,,25.0,8.0,13.9,,,,,,,17.5,,,,17.4,-2.2,,True,,True,True,,,,,True,,False,,,False,False,True,,True,True,,,,False,True,False,,,,,,,False,,,,False,True
08095,7,13.0,,15.7,,11.0,7.0,,,,,8.8,,13.9,,,12.0,2.6,11.3,,8.0,7.9,,,,13.0,11.0,13.4,,,,,,,22.4,,,,19.8,9.5,6.0,,8.7,,4.0,0.0,,,,,1.8,,6.9,,,5.0,-4.4,4.3,,1.0,0.9,,,,6.0,4.0,6.4,,,,,,,15.4,,,,12.8,2.5,,False,,True,True,,,,,True,,False,,,True,True,True,,True,True,,,,False,True,False,,,,,,,False,,,,False,True
08097,104,256.0,,271.2,,191.0,272.0,,,,,78.1,,277.9,,,74.0,344.5,118.2,,188.0,191.1,,,,305.0,163.0,69.9,,,,,,,163.0,,,,335.3,197.2,152.0,,167.2,,87.0,168.0,,,,,-25.9,,173.9,,,-30.0,240.5,14.2,,84.0,87.1,,,,201.0,59.0,-34.1,,,,,,,59.0,,,,231.3,93.2,,False,,True,False,,,,,True,,False,,,True,False,True,,True,True,,,,False,True,True,,,,,,,True,,,,False,True
08099,26,27.0,,29.3,,27.0,10.0,,,,,31.2,,32.4,,,40.0,14.6,19.7,,14.0,23.7,,,,33.0,29.0,37.9,,,,,,,33.5,,,,41.9,27.1,1.0,,3.3,,1.0,-16.0,,,,,5.2,,6.4,,,14.0,-11.4,-6.3,,-12.0,-2.3,,,,7.0,3.0,11.9,,,,,,,7.5,,,,15.9,1.1,,False,,False,False,,,,,False,,False,,,False,False,False,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
08101,168,228.0,,227.7,,196.0,242.0,,,,,337.7,,328.9,,160.4,481.0,112.3,198.4,,113.0,164.0,,,,238.0,229.0,354.4,,,,,,199.3,235.3,117.0,,,0.5,383.5,60.0,,59.7,,28.0,74.0,,,,,169.7,,160.9,,-7.6,313.0,-55.7,30.4,,-55.0,-4.0,,,,70.0,61.0,186.4,,,,,,31.3,67.3,-51.0,,,-167.5,215.5,,True,,True,False,,,,,False,,False,,True,False,True,True,,True,True,,,,False,False,False,,,,,,True,False,True,,,False,False
08103,49,37.0,,36.1,,24.0,0.0,,,,,11.5,,46.4,,,33.0,21.7,11.2,,56.0,29.9,,,,36.0,25.0,21.5,,,,,,,39.0,,,,23.6,23.9,-12.0,,-12.9,,-25.0,-49.0,,,,,-37.5,,-2.6,,,-16.0,-27.3,-37.8,,7.0,-19.1,,,,-13.0,-24.0,-27.5,,,,,,,-10.0,,,,-25.4,-25.1,,False,,False,False,,,,,False,,True,,,False,False,False,,True,False,,,,False,False,False,,,,,,,True,,,,False,False
08105,42,46.0,,61.2,,48.0,62.0,,,,,23.2,,78.6,,,36.0,323.0,36.4,,67.0,53.2,,,,105.0,44.0,28.2,,,,,,,36.3,,,,56.0,47.7,4.0,,19.2,,6.0,20.0,,,,,-18.8,,36.6,,,-6.0,281.0,-5.6,,25.0,11.2,,,,63.0,2.0,-13.8,,,,,,,-5.7,,,,14.0,5.7,,False,,False,False,,,,,False,,False,,,False,False,False,,False,False,,,,False,True,False,,,,,,,False,,,,False,False
