,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
08107,170,149.0,,146.3,,136.0,190.0,,,,,45.5,,158.9,,,136.0,135.0,57.7,,310.0,139.1,,,,169.0,117.0,91.7,,,,,,,126.9,,,,151.7,114.6,-21.0,,-23.7,,-34.0,20.0,,,,,-124.5,,-11.1,,,-34.0,-35.0,-112.3,,140.0,-30.9,,,,-1.0,-53.0,-78.3,,,,,,,-43.1,,,,-18.3,-55.4,,False,,False,True,,,,,False,,True,,,False,False,False,,False,False,,,,True,False,False,,,,,,,False,,,,True,False
08109,6,13.0,,13.4,,13.0,,,,,,10.6,,18.0,,,17.0,28.5,7.8,,13.0,13.3,,,,14.0,11.0,8.3,,,,,,,17.1,,,,12.1,32.6,7.0,,7.4,,7.0,,,,,,4.6,,12.0,,,11.0,22.5,1.8,,7.0,7.3,,,,8.0,5.0,2.3,,,,,,,11.1,,,,6.1,26.6,,False,,False,,,,,,True,,False,,,False,False,True,,False,False,,,,False,True,True,,,,,,,False,,,,True,False
08111,6,3.0,,3.3,,3.0,0.0,,,,,1.2,,1.9,,,4.0,49.7,1.0,,2.0,0.9,,,,4.0,3.0,3.1,,,,,,,10.7,,,,3.9,,-3.0,,-2.7,,-3.0,-6.0,,,,,-4.8,,-4.1,,,-2.0,43.7,-5.0,,-4.0,-5.1,,,,-2.0,-3.0,-2.9,,,,,,,4.7,,,,-2.1,,,True,,False,False,,,,,False,,False,,,True,False,False,,False,False,,,,True,False,True,,,,,,,False,,,,True,
08113,132,45.0,,50.2,,30.0,7.0,,,,,18.1,,57.5,,,32.0,48.2,14.6,,27.0,31.6,,,,45.0,30.0,18.1,,,,,,,36.3,,,,82.3,26.8,-87.0,,-81.8,,-102.0,-125.0,,,,,-113.9,,-74.5,,,-100.0,-83.8,-117.4,,-105.0,-100.4,,,,-87.0,-102.0,-113.9,,,,,,,-95.7,,,,-49.7,-105.2,,True,,False,False,,,,,False,,True,,,False,True,False,,False,False,,,,False,False,False,,,,,,,False,,,,True,False
08115,6,16.0,,16.4,,12.0,8.0,,,,,5.4,,21.0,,,7.0,27.8,9.5,,13.0,11.5,,,,22.0,13.0,5.1,,,,,,,20.4,,,,16.4,,10.0,,10.4,,6.0,2.0,,,,,-0.6,,15.0,,,1.0,21.8,3.5,,7.0,5.5,,,,16.0,7.0,-0.9,,,,,,,14.4,,,,10.4,,,False,,True,True,,,,,True,,False,,,True,False,True,,True,True,,,,False,True,True,,,,,,,False,,,,False,
08117,122,118.0,,124.7,,102.0,125.0,,,,,71.4,,138.2,,,116.0,79.9,70.7,,106.0,108.9,,,,118.0,98.0,135.0,,,,,,92.7,117.5,,,,96.6,93.4,-4.0,,2.7,,-20.0,3.0,,,,,-50.6,,16.2,,,-6.0,-42.1,-51.3,,-16.0,-13.1,,,,-4.0,-24.0,13.0,,,,,,-29.3,-4.5,,,,-25.4,-28.6,,True,,False,True,,,,,False,,False,,,False,False,False,,False,False,,,,False,False,False,,,,,,False,False,,,,False,False
08119,43,42.0,,40.0,,42.0,50.0,,,,,36.2,,58.4,,,51.0,39.8,26.1,,43.0,49.8,,,,57.0,38.0,47.8,,,,,,,46.6,,,,42.0,37.1,-1.0,,-3.0,,-1.0,7.0,,,,,-6.8,,15.4,,,8.0,-3.2,-16.9,,0.0,6.8,,,,14.0,-5.0,4.8,,,,,,,3.6,,,,-1.0,-5.9,,False,,False,False,,,,,False,,False,,,False,False,False,,True,False,,,,False,False,False,,,,,,,False,,,,True,False
08121,6,9.0,,8.5,,7.0,,,,,,7.8,,14.9,,,10.0,1.4,4.1,,0.0,3.2,,,,6.0,7.0,6.3,,,,,,,26.3,,,,7.0,11.7,3.0,,2.5,,1.0,,,,,,1.8,,8.9,,,4.0,-4.6,-1.9,,-6.0,-2.8,,,,0.0,1.0,0.3,,,,,,,20.3,,,,1.0,5.7,,True,,True,,,,,,True,,False,,,False,False,True,,False,True,,,,True,True,True,,,,,,,False,,,,True,False
08123,702,860.0,,875.1,,811.0,813.0,,,,,575.4,,972.4,,775.2,983.0,893.9,575.1,,516.0,725.6,,,,996.0,723.0,1063.1,,,,,,698.6,719.8,610.0,,,1054.0,808.5,158.0,,173.1,,109.0,111.0,,,,,-126.6,,270.4,,73.2,281.0,191.9,-126.9,,-186.0,23.6,,,,294.0,21.0,361.1,,,,,,-3.4,17.8,-92.0,,,352.0,106.5,,False,,True,True,,,,,True,,False,,True,False,False,True,,False,True,,,,False,True,False,,,,,,True,True,True,,,False,True
08125,27,25.0,,27.2,,25.0,,,,,,18.4,,34.3,,,35.0,24.1,21.8,,21.0,26.8,,,,33.0,22.0,22.3,,,,,,,32.1,,,,31.1,23.7,-2.0,,0.2,,-2.0,,,,,,-8.6,,7.3,,,8.0,-2.9,-5.2,,-6.0,-0.2,,,,6.0,-5.0,-4.7,,,,,,,5.1,,,,4.1,-3.3,,True,,False,,,,,,False,,False,,,False,False,False,,False,True,,,,False,False,False,,,,,,,False,,,,False,False
09001,3340,4440.0,,4477.2,3188.9,4221.0,4377.0,,,,,3212.7,,3095.5,,5598.0,4926.0,4639.8,2836.5,,3669.5,3643.7,,,,4716.0,3758.0,4657.8,,,,,,3614.3,3355.8,,,,4894.2,3569.7,1100.0,,1137.2,-151.1,881.0,1037.0,,,,,-127.3,,-244.5,,2258.0,1586.0,1299.8,-503.5,,329.5,303.7,,,,1376.0,418.0,1317.8,,,,,,274.3,15.8,,,,1554.2,229.7,,False,True,True,True,,,,,True,,True,,False,False,False,True,,True,True,,,,False,True,False,,,,,,True,True,,,,False,True
09003,3735,4402.0,,4119.0,3052.3,3974.0,5339.0,,,,,3014.0,,3135.6,,5056.5,5098.0,4915.4,3519.4,,3301.0,3578.1,,,,4903.0,3779.0,4035.7,,,,,,3458.4,3392.1,,,,13348.0,3219.4,667.0,,384.0,-682.7,239.0,1604.0,,,,,-721.0,,-599.4,,1321.5,1363.0,1180.4,-215.6,,-434.0,-156.9,,,,1168.0,44.0,300.7,,,,,,-276.6,-342.9,,,,9613.0,-515.6,,True,False,True,False,,,,,False,,True,,False,False,False,True,,True,True,,,,False,True,True,,,,,,True,True,,,,False,True
09005,512,640.0,,644.5,,564.0,684.0,,,,,453.5,,480.2,,762.1,872.0,674.5,489.0,,529.0,528.5,,,,701.0,574.0,653.8,,,,,,504.5,594.1,267.0,,,561.6,406.9,128.0,,132.5,,52.0,172.0,,,,,-58.5,,-31.8,,250.1,360.0,162.5,-23.0,,17.0,16.5,,,,189.0,62.0,141.8,,,,,,-7.5,82.1,-245.0,,,49.6,-105.1,,False,,True,False,,,,,True,,True,,False,False,False,True,,True,True,,,,False,True,False,,,,,,True,True,False,,,True,True
09007,602,627.0,,613.8,,546.0,469.0,,,,,462.9,,462.4,,687.4,843.0,726.7,591.8,,595.0,528.4,,,,749.0,564.0,511.8,,,,,,456.9,570.4,380.0,,,677.0,529.5,25.0,,11.8,,-56.0,-133.0,,,,,-139.1,,-139.6,,85.4,241.0,124.7,-10.2,,-7.0,-73.6,,,,147.0,-38.0,-90.2,,,,,,-145.1,-31.6,-222.0,,,75.0,-72.5,,True,,False,False,,,,,False,,False,,False,False,False,True,,True,False,,,,False,False,False,,,,,,False,False,False,,,False,False
09009,3573,4234.0,,4417.0,3044.3,3665.0,6656.0,,,,,2942.7,,3040.6,,4819.1,4820.0,3799.2,3114.7,,3082.0,3565.1,,,,4577.0,3591.0,4156.2,,,,,,3499.2,3367.6,2034.0,,,5335.4,3067.4,661.0,,844.0,-528.7,92.0,3083.0,,,,,-630.3,,-532.4,,1246.1,1247.0,226.2,-458.3,,-491.0,-7.9,,,,1004.0,18.0,583.2,,,,,,-73.8,-205.4,-1539.0,,,1762.4,-505.6,,False,True,True,False,,,,,True,,True,,False,False,True,True,,True,True,,,,False,True,True,,,,,,True,True,False,,,False,True
09011,1517,1733.0,,1704.2,,1480.0,1817.0,,,,,986.8,,1143.1,,,1664.0,2165.1,1233.9,,1199.5,1306.4,,,,1477.0,1450.0,1446.0,,,,,,1258.2,1554.5,1133.0,,,2710.5,1502.5,216.0,,187.2,,-37.0,300.0,,,,,-530.2,,-373.9,,,147.0,648.1,-283.1,,-317.5,-210.6,,,,-40.0,-67.0,-71.0,,,,,,-258.8,37.5,-384.0,,,1193.5,-14.5,,True,,True,False,,,,,False,,False,,,True,False,False,,False,True,,,,True,True,True,,,,,,False,True,False,,,False,True
09013,455,524.0,,555.8,,455.0,554.0,,,,,321.8,,354.7,,582.0,727.0,461.1,432.0,,408.5,393.3,,,,563.0,487.0,361.4,,,,,,469.2,356.1,317.0,,,449.0,417.7,69.0,,100.8,,0.0,99.0,,,,,-133.2,,-100.3,,127.0,272.0,6.1,-23.0,,-46.5,-61.7,,,,108.0,32.0,-93.6,,,,,,14.2,-98.9,-138.0,,,-6.0,-37.3,,False,,True,False,,,,,False,,False,,False,False,True,True,,True,True,,,,False,True,False,,,,,,True,False,False,,,True,True
09015,691,779.0,,800.4,,689.0,869.0,,,,,471.7,,494.8,,,716.0,1123.9,522.2,,662.0,603.0,,,,930.0,652.0,609.8,,,,,,636.3,508.6,,,,1023.2,739.6,88.0,,109.4,,-2.0,178.0,,,,,-219.3,,-196.2,,,25.0,432.9,-168.8,,-29.0,-88.0,,,,239.0,-39.0,-81.2,,,,,,-54.7,-182.4,,,,332.2,48.6,,False,,True,False,,,,,False,,False,,,True,False,False,,True,False,,,,False,True,True,,,,,,True,False,,,,False,True
10001,811,840.0,,827.3,,777.0,766.0,,,,,630.9,,911.8,,922.0,758.0,631.3,547.8,,839.0,898.6,,,,963.0,788.0,790.7,,,,,,634.4,703.4,742.0,,,771.2,660.3,29.0,,16.3,,-34.0,-45.0,,,,,-180.1,,100.8,,111.0,-53.0,-179.7,-263.2,,28.0,87.6,,,,152.0,-23.0,-20.3,,,,,,-176.6,-107.6,-69.0,,,-39.8,-150.7,,True,,False,False,,,,,False,,False,,False,False,False,False,,True,False,,,,False,True,True,,,,,,False,False,False,,,False,False
10003,2502,2765.0,,2786.1,3023.9,2594.0,2344.0,,,,,2080.1,,2949.6,,2998.4,2540.0,2593.8,1707.5,,2528.0,2917.6,,,,2915.0,2491.0,2455.7,,,,,,2359.4,2164.8,2796.0,,,3683.0,1995.5,263.0,,284.1,521.9,92.0,-158.0,,,,,-421.9,,447.6,,496.4,38.0,91.8,-794.5,,26.0,415.6,,,,413.0,-11.0,-46.3,,,,,,-142.6,-337.2,294.0,,,1181.0,-506.5,,False,False,True,True,,,,,False,,False,,False,True,True,False,,True,False,,,,False,True,True,,,,,,True,False,False,,,False,False
10005,1217,1283.0,,1290.2,,1288.0,1561.0,,,,,1017.0,,1376.3,,1485.1,968.0,1630.4,956.2,,1409.5,1352.4,,,,1683.0,1264.0,1226.0,,,,,,1015.1,1054.1,1268.0,,,1657.5,1256.3,66.0,,73.2,,71.0,344.0,,,,,-200.0,,159.3,,268.1,-249.0,413.4,-260.8,,192.5,135.4,,,,466.0,47.0,9.0,,,,,,-201.9,-162.9,51.0,,,440.5,39.3,,False,,False,False,,,,,False,,False,,False,False,False,False,,False,False,,,,False,True,True,,,,,,False,False,True,,,False,True
12001,926,1225.0,,1263.9,,1189.0,1113.0,,,,,850.9,,1259.9,,1406.3,1291.0,1493.7,767.5,,1240.5,1059.9,,,,1438.0,1003.0,1294.3,,,,,,851.2,904.4,1153.0,,,1965.9,1024.4,299.0,,337.9,,263.0,187.0,,,,,-75.1,,333.9,,480.3,365.0,567.7,-158.5,,314.5,133.9,,,,512.0,77.0,368.3,,,,,,-74.8,-21.6,227.0,,,1039.9,98.4,,False,,True,True,,,,,True,,False,,False,False,False,True,,False,True,,,,False,True,False,,,,,,True,True,True,,,False,True
12003,98,148.0,,147.9,,145.0,151.0,,,,,136.6,,167.6,,,166.0,118.0,108.7,,118.0,122.9,,,,158.0,131.0,149.5,,,,,,107.5,111.1,,,,145.6,285.3,50.0,,49.9,,47.0,53.0,,,,,38.6,,69.6,,,68.0,20.0,10.7,,20.0,24.9,,,,60.0,33.0,51.5,,,,,,9.5,13.1,,,,47.6,187.3,,True,,True,False,,,,,True,,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,,True,False
12005,1210,826.0,,792.9,,808.0,1125.0,,,,,732.7,,796.4,,,1071.0,782.2,712.2,,770.5,720.8,,,,948.0,816.0,962.6,,,,,,640.6,583.7,932.0,,,880.4,701.9,-384.0,,-417.1,,-402.0,-85.0,,,,,-477.3,,-413.6,,,-139.0,-427.8,-497.8,,-439.5,-489.2,,,,-262.0,-394.0,-247.4,,,,,,-569.4,-626.3,-278.0,,,-329.6,-508.1,,False,,False,True,,,,,False,,False,,,True,False,False,,False,False,,,,True,False,True,,,,,,False,False,True,,,True,False
12007,94,119.0,,146.8,,116.0,42.0,,,,,133.4,,127.7,,,132.0,106.6,118.8,,97.0,96.6,,,,151.0,113.0,127.7,,,,,,84.4,86.6,,,,308.5,134.0,25.0,,52.8,,22.0,-52.0,,,,,39.4,,33.7,,,38.0,12.6,24.8,,3.0,2.6,,,,57.0,19.0,33.7,,,,,,-9.6,-7.4,,,,214.5,40.0,,False,,True,False,,,,,False,,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,,False,False
12009,1711,2004.0,,2027.1,2162.2,2016.0,2086.0,,,,,1283.7,,2158.5,,,2344.0,2929.8,1567.0,,2328.0,1972.7,,,,2494.0,1844.0,2415.8,,,,,,1637.8,1940.6,2458.0,,,1995.1,1917.4,293.0,,316.1,451.2,305.0,375.0,,,,,-427.3,,447.5,,,633.0,1218.8,-144.0,,617.0,261.7,,,,783.0,133.0,704.8,,,,,,-73.2,229.6,747.0,,,284.1,206.4,,False,False,False,False,,,,,False,,False,,,False,False,True,,False,True,,,,False,True,False,,,,,,True,True,False,,,True,True
12011,7455,8422.0,,8292.8,9097.7,8376.0,7070.0,,,,,6232.1,,8494.9,,9069.0,9090.0,8581.7,6330.5,,7321.0,8375.7,,,,9710.0,7754.0,9196.0,,,,,,6697.5,6996.3,8199.0,,,18007.8,8042.7,967.0,,837.8,1642.7,921.0,-385.0,,,,,-1222.9,,1039.9,,1614.0,1635.0,1126.7,-1124.5,,-134.0,920.7,,,,2255.0,299.0,1741.0,,,,,,-757.5,-458.7,744.0,,,10552.8,587.7,,True,False,True,True,,,,,False,,False,,False,False,False,False,,True,True,,,,False,True,False,,,,,,True,True,True,,,False,True
12013,47,56.0,,62.0,,62.0,49.0,,,,,77.3,,64.1,,,89.0,68.8,62.5,,31.0,48.5,,,,86.0,61.0,78.9,,,,,,,43.0,,,,98.1,85.3,9.0,,15.0,,15.0,2.0,,,,,30.3,,17.1,,,42.0,21.8,15.5,,-16.0,1.5,,,,39.0,14.0,31.9,,,,,,,-4.0,,,,51.1,38.3,,False,,False,True,,,,,False,,False,,,False,False,False,,False,True,,,,False,False,False,,,,,,,True,,,,False,False
12015,395,539.0,,559.7,,536.0,456.0,,,,,455.0,,604.3,,533.7,583.0,623.9,475.5,,321.0,476.1,,,,698.0,566.0,742.7,,,,,,421.4,400.9,462.0,,,496.7,620.3,144.0,,164.7,,141.0,61.0,,,,,60.0,,209.3,,138.7,188.0,228.9,80.5,,-74.0,81.1,,,,303.0,171.0,347.7,,,,,,26.4,5.9,67.0,,,101.7,225.3,,False,,True,True,,,,,True,,False,,True,False,False,True,,True,True,,,,False,False,False,,,,,,True,True,True,,,True,False
12017,375,460.0,,469.9,,470.0,512.0,,,,,389.4,,515.1,,,610.0,1295.9,319.6,,414.0,416.5,,,,542.0,461.0,738.1,,,,,,337.1,328.7,370.0,,,584.9,474.2,85.0,,94.9,,95.0,137.0,,,,,14.4,,140.1,,,235.0,920.9,-55.4,,39.0,41.5,,,,167.0,86.0,363.1,,,,,,-37.9,-46.3,-5.0,,,209.9,99.2,,False,,False,False,,,,,True,,False,,,False,False,True,,True,True,,,,False,False,False,,,,,,True,True,True,,,False,False
12019,754,966.0,,961.9,,966.0,1017.0,,,,,738.4,,1027.1,,,1175.0,1298.4,716.4,,581.5,850.1,,,,1191.0,934.0,1088.2,,,,,,721.6,884.7,992.0,,,1109.0,1031.2,212.0,,207.9,,212.0,263.0,,,,,-15.6,,273.1,,,421.0,544.4,-37.6,,-172.5,96.1,,,,437.0,180.0,334.2,,,,,,-32.4,130.7,238.0,,,355.0,277.2,,True,,False,False,,,,,True,,False,,,False,False,True,,True,True,,,,False,True,False,,,,,,True,True,False,,,False,False
12021,1064,1341.0,,1361.4,1425.5,1261.0,1076.0,,,,,1139.9,,1476.3,,1526.1,1424.0,1261.5,1111.4,,1199.0,1216.5,,,,1566.0,1287.0,2170.3,,,,,,1088.5,1050.7,1258.0,,,1329.9,1122.2,277.0,,297.4,361.5,197.0,12.0,,,,,75.9,,412.3,,462.1,360.0,197.5,47.4,,135.0,152.5,,,,502.0,223.0,1106.3,,,,,,24.5,-13.3,194.0,,,265.9,58.2,,False,False,True,True,,,,,True,,False,,False,False,True,True,,True,True,,,,False,True,False,,,,,,True,True,True,,,True,True
12023,223,301.0,,300.4,,301.0,309.0,,,,,316.2,,337.8,,,372.0,286.8,277.9,,192.0,260.0,,,,369.0,290.0,352.9,,,,,,199.1,207.2,,,,829.7,522.3,78.0,,77.4,,78.0,86.0,,,,,93.2,,114.8,,,149.0,63.8,54.9,,-31.0,37.0,,,,146.0,67.0,129.9,,,,,,-23.9,-15.8,,,,606.7,299.3,,True,,False,False,,,,,False,,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,,False,False
12027,78,116.0,,113.0,,112.0,162.0,,,,,141.2,,117.1,,,142.0,153.7,95.6,,100.0,101.8,,,,136.0,111.0,153.0,,,,,,98.1,98.7,,,,109.8,110.7,38.0,,35.0,,34.0,84.0,,,,,63.2,,39.1,,,64.0,75.7,17.6,,22.0,23.8,,,,58.0,33.0,75.0,,,,,,20.1,20.7,,,,31.8,32.7,,True,,True,False,,,,,False,,False,,,False,False,True,,True,True,,,,False,True,False,,,,,,True,True,,,,True,True
12029,47,99.0,,99.5,,87.0,112.0,,,,,63.6,,86.8,,,87.0,77.1,68.0,,82.0,70.4,,,,114.0,81.0,103.5,,,,,,,63.1,,,,177.9,144.4,52.0,,52.5,,40.0,65.0,,,,,16.6,,39.8,,,40.0,30.1,21.0,,35.0,23.4,,,,67.0,34.0,56.5,,,,,,,16.1,,,,130.9,97.4,,False,,True,False,,,,,True,,True,,,True,True,True,,True,True,,,,False,True,False,,,,,,,True,,,,False,False
12031,3608,4780.0,,5467.8,5804.9,4697.0,4067.0,,,,,3619.2,,4691.9,,4580.8,5902.0,6337.9,4258.3,,2396.5,4147.9,,,,6326.0,4615.0,4361.5,,,,,,3733.7,3523.1,4418.0,,,6524.8,5589.8,1172.0,,1859.8,2196.9,1089.0,459.0,,,,,11.2,,1083.9,,972.8,2294.0,2729.9,650.3,,-1211.5,539.9,,,,2718.0,1007.0,753.5,,,,,,125.7,-84.9,810.0,,,2916.8,1981.8,,False,False,True,True,,,,,True,,True,,True,False,False,True,,False,True,,,,False,True,True,,,,,,True,True,True,,,False,False
12033,1803,2089.0,,2134.9,1932.5,1957.0,3096.0,,,,,1432.8,,2105.2,,,1966.0,2733.5,1497.0,,2093.5,1789.8,,,,2469.0,1852.0,1593.8,,,,,,1625.7,1521.7,2025.0,,,4706.8,1947.3,286.0,,331.9,129.5,154.0,1293.0,,,,,-370.2,,302.2,,,163.0,930.5,-306.0,,290.5,-13.2,,,,666.0,49.0,-209.2,,,,,,-177.3,-281.3,222.0,,,2903.8,144.3,,False,True,True,False,,,,,False,,False,,,True,False,False,,False,True,,,,False,True,True,,,,,,True,True,True,,,False,True
12035,268,393.0,,393.1,,370.0,344.0,,,,,242.9,,387.3,,,421.0,396.9,325.0,,374.0,345.0,,,,476.0,370.0,412.3,,,,,,303.0,493.5,,,,436.9,366.3,125.0,,125.1,,102.0,76.0,,,,,-25.1,,119.3,,,153.0,128.9,57.0,,106.0,77.0,,,,208.0,102.0,144.3,,,,,,35.0,225.5,,,,168.9,98.3,,False,,True,True,,,,,True,,True,,,False,False,True,,True,True,,,,False,True,False,,,,,,True,False,,,,False,True
12037,67,97.0,,99.2,,90.0,130.0,,,,,58.7,,80.3,,,62.0,83.9,69.9,,198.0,89.7,,,,108.0,74.0,70.5,,,,,,,86.7,,,,150.5,114.3,30.0,,32.2,,23.0,63.0,,,,,-8.3,,13.3,,,-5.0,16.9,2.9,,131.0,22.7,,,,41.0,7.0,3.5,,,,,,,19.7,,,,83.5,47.3,,False,,True,False,,,,,True,,True,,,True,True,True,,False,True,,,,False,True,True,,,,,,,True,,,,False,False
12039,202,268.0,,270.5,,267.0,364.0,,,,,232.3,,276.1,,,260.0,391.3,218.6,,184.0,266.2,,,,390.0,264.0,234.6,,,,,,193.2,111.2,,,,282.0,292.6,66.0,,68.5,,65.0,162.0,,,,,30.3,,74.1,,,58.0,189.3,16.6,,-18.0,64.2,,,,188.0,62.0,32.6,,,,,,-8.8,-90.8,,,,80.0,90.6,,False,,True,False,,,,,True,,False,,,True,False,True,,True,True,,,,False,True,True,,,,,,True,False,,,,False,False
12041,36,39.0,,38.0,,38.0,29.0,,,,,53.7,,53.3,,,87.0,33.8,45.7,,26.0,38.1,,,,48.0,41.0,91.0,,,,,,,35.2,,,,37.3,53.7,3.0,,2.0,,2.0,-7.0,,,,,17.7,,17.3,,,51.0,-2.2,9.7,,-10.0,2.1,,,,12.0,5.0,55.0,,,,,,,-0.8,,,,1.3,17.7,,True,,True,False,,,,,False,,False,,,False,True,False,,False,True,,,,False,False,False,,,,,,,True,,,,True,False
12043,21,30.0,,29.1,,34.0,28.0,,,,,36.9,,34.5,,,51.0,26.8,25.1,,34.0,28.0,,,,32.0,34.0,74.2,,,,,,,30.1,,,,36.1,36.5,9.0,,8.1,,13.0,7.0,,,,,15.9,,13.5,,,30.0,5.8,4.1,,13.0,7.0,,,,11.0,13.0,53.2,,,,,,,9.1,,,,15.1,15.5,,True,,False,True,,,,,False,,False,,,False,True,True,,False,True,,,,False,False,False,,,,,,,False,,,,False,False
12045,79,95.0,,94.7,,84.0,99.0,,,,,83.2,,81.6,,,84.0,74.5,65.6,,73.0,75.7,,,,112.0,84.0,73.8,,,,,,,85.3,,,,97.6,138.6,16.0,,15.7,,5.0,20.0,,,,,4.2,,2.6,,,5.0,-4.5,-13.4,,-6.0,-3.3,,,,33.0,5.0,-5.2,,,,,,,6.3,,,,18.6,59.6,,True,,True,False,,,,,True,,True,,,True,True,True,,True,True,,,,False,True,True,,,,,,,True,,,,False,False
12047,53,64.0,,67.7,,59.0,57.0,,,,,66.6,,69.4,,,59.0,24.2,65.4,,37.0,49.0,,,,71.0,55.0,64.1,,,,,,,45.3,,,,59.6,79.2,11.0,,14.7,,6.0,4.0,,,,,13.6,,16.4,,,6.0,-28.8,12.4,,-16.0,-4.0,,,,18.0,2.0,11.1,,,,,,,-7.7,,,,6.6,26.2,,False,,True,True,,,,,False,,False,,,True,False,False,,False,True,,,,False,True,False,,,,,,,True,,,,True,False
12049,100,135.0,,133.6,,119.0,147.0,,,,,115.1,,130.1,,,131.0,108.1,89.1,,92.0,114.2,,,,147.0,113.0,121.8,,,,,,108.8,107.6,,,,193.8,110.3,35.0,,33.6,,19.0,47.0,,,,,15.1,,30.1,,,31.0,8.1,-10.9,,-8.0,14.2,,,,47.0,13.0,21.8,,,,,,8.8,7.6,,,,93.8,10.3,,True,,True,False,,,,,True,,True,,,True,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,False,True
12051,148,215.0,,218.7,,192.0,198.0,,,,,191.4,,231.5,,,195.0,159.9,197.5,,174.0,188.2,,,,240.0,187.0,214.3,,,,,,162.1,165.9,,,,228.9,140.1,67.0,,70.7,,44.0,50.0,,,,,43.4,,83.5,,,47.0,11.9,49.5,,26.0,40.2,,,,92.0,39.0,66.3,,,,,,14.1,17.9,,,,80.9,-7.9,,False,,True,True,,,,,True,,False,,,True,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,False,True
