,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
13121,14826,12459.0,,12543.7,14509.9,12266.0,12403.0,,,,,11045.0,13659.0,,14325.0,10686.0,8438.2,8317.5,12002.5,,12546.5,12917.7,5778.7,,16923.0,13448.0,11863.9,,,,,8224.9,4517.0,,,30074.7,8983.0,-2367.0,,-2282.3,-316.1,-2560.0,-2423.0,,,,,-3781.0,-1167.0,,-501.0,-4140.0,-6387.8,-6508.5,-2823.5,,-2279.5,-1908.3,-9047.3,,2097.0,-1378.0,-2962.1,,,,,-6601.1,-10309.0,,,15248.7,-5843.0,,True,True,False,False,,,,,False,True,,True,False,False,False,False,,True,True,False,,True,True,False,,,,,False,False,,,False,False
13123,485,453.0,,453.9,,438.0,517.0,,,,,358.8,796.5,,,529.0,365.4,272.9,403.5,,548.0,446.4,58.6,,567.0,458.0,394.3,,,,,,,,,610.4,327.0,-32.0,,-31.1,,-47.0,32.0,,,,,-126.2,311.5,,,44.0,-119.6,-212.1,-81.5,,63.0,-38.6,-426.4,,82.0,-27.0,-90.7,,,,,,,,,125.4,-158.0,,True,,False,False,,,,,False,False,,,False,False,False,False,,False,False,False,,False,True,False,,,,,,,,,False,False
13125,32,48.0,,39.8,,43.0,13.0,,,,,39.1,68.1,,,69.0,19.6,37.4,,,47.0,41.3,0.0,,74.0,49.0,88.0,,,,,,,,,49.7,38.0,16.0,,7.8,,11.0,-19.0,,,,,7.1,36.1,,,37.0,-12.4,5.4,,,15.0,9.3,-32.0,,42.0,17.0,56.0,,,,,,,,,17.7,6.0,,True,,True,False,,,,,True,False,,,False,True,True,,,True,True,False,,False,False,False,,,,,,,,,False,True
13127,1133,903.0,,920.8,,890.0,948.0,,,,,990.0,3582.1,,,931.0,791.5,635.9,814.5,,1096.0,853.5,0.1,,1139.0,1004.0,811.2,,,,,717.2,,,,1078.1,1134.0,-230.0,,-212.2,,-243.0,-185.0,,,,,-143.0,2449.1,,,-202.0,-341.5,-497.1,-318.5,,-37.0,-279.5,-1132.9,,6.0,-129.0,-321.8,,,,,-415.8,,,,-54.9,1.0,,True,,False,True,,,,,True,False,,,True,False,False,False,,True,False,False,,True,True,False,,,,,False,,,,True,True
13129,1012,1059.0,,1055.1,,951.0,508.0,,,,,862.2,1246.9,,,1160.0,765.3,544.1,939.5,,980.0,970.4,165.3,,1134.0,1029.0,994.0,,,,,926.2,,,,1091.9,758.0,47.0,,43.1,,-61.0,-504.0,,,,,-149.8,234.9,,,148.0,-246.7,-467.9,-72.5,,-32.0,-41.6,-846.7,,122.0,17.0,-18.0,,,,,-85.8,,,,79.9,-254.0,,True,,False,False,,,,,False,False,,,False,False,False,False,,True,True,False,,False,True,True,,,,,False,,,,False,False
13131,447,345.0,,355.9,,342.0,557.0,,,,,267.5,151.1,,,351.0,605.3,199.4,,,304.0,267.7,35.4,,430.0,369.0,212.4,,,,,,,,,506.0,226.0,-102.0,,-91.1,,-105.0,110.0,,,,,-179.5,-295.9,,,-96.0,158.3,-247.6,,,-143.0,-179.3,-411.6,,-17.0,-78.0,-234.6,,,,,,,,,59.0,-221.0,,True,,False,False,,,,,False,False,,,True,False,False,,,False,False,False,,True,True,False,,,,,,,,,True,False
13133,292,363.0,,370.0,,307.0,343.0,,,,,271.6,167.5,,,209.0,281.7,247.6,,,407.0,322.4,48.7,,525.0,318.0,287.3,,,,,,,,,372.6,245.0,71.0,,78.0,,15.0,51.0,,,,,-20.4,-124.5,,,-83.0,-10.3,-44.4,,,115.0,30.4,-243.3,,233.0,26.0,-4.7,,,,,,,,,80.6,-47.0,,False,,True,True,,,,,True,False,,,False,True,True,,,False,True,False,,False,True,True,,,,,,,,,False,True
13135,19331,15267.0,,15519.8,14609.0,14433.0,17224.0,,,,,12142.8,14886.9,,18381.4,12071.0,14093.7,9764.8,13603.0,,16213.0,16171.1,3344.8,,19641.0,14319.0,12003.7,,,,,9612.4,13466.0,,,30521.7,11659.0,-4064.0,,-3811.2,-4722.0,-4898.0,-2107.0,,,,,-7188.2,-4444.1,,-949.6,-7260.0,-5237.3,-9566.2,-5728.0,,-3118.0,-3159.9,-15986.2,,310.0,-5012.0,-7327.3,,,,,-9718.6,-5865.0,,,11190.7,-7672.0,,True,False,False,True,,,,,False,False,,True,False,False,False,False,,True,True,False,,True,False,False,,,,,False,False,,,False,False
13137,636,921.0,,965.7,,794.0,639.0,,,,,875.6,2544.5,,,794.0,528.1,598.1,799.5,,514.0,822.5,172.3,,957.0,867.0,282.3,,,,,697.0,,,,956.4,723.0,285.0,,329.7,,158.0,3.0,,,,,239.6,1908.5,,,158.0,-107.9,-37.9,163.5,,-122.0,186.5,-463.7,,321.0,231.0,-353.7,,,,,61.0,,,,320.4,87.0,,False,,True,True,,,,,True,False,,,True,True,True,True,,True,True,False,,False,True,False,,,,,True,,,,False,True
13139,4287,3909.0,,3795.3,,3426.0,4253.0,,,,,3765.7,4950.8,,3753.3,3466.0,2206.8,2412.4,3560.5,,3107.0,3611.1,549.1,,4620.0,3670.0,2006.0,,,,,3675.2,0.0,,,4026.6,3378.0,-378.0,,-491.7,,-861.0,-34.0,,,,,-521.3,663.8,,-533.7,-821.0,-2080.2,-1874.6,-726.5,,-1180.0,-675.9,-3737.9,,333.0,-617.0,-2281.0,,,,,-611.8,-4287.0,,,-260.4,-909.0,,False,,False,True,,,,,False,False,,False,False,False,False,False,,False,False,False,,True,False,False,,,,,False,False,,,True,False
13141,119,252.0,,243.9,,151.0,216.0,,,,,122.2,263.3,,,90.0,908.3,132.1,,,117.0,150.7,3.5,,,206.0,83.1,,,,,,,,,332.7,131.0,133.0,,124.9,,32.0,97.0,,,,,3.2,144.3,,,-29.0,789.3,13.1,,,-2.0,31.7,-115.5,,,87.0,-35.9,,,,,,,,,213.7,12.0,,True,,True,True,,,,,True,False,,,True,False,True,,,True,True,True,,,True,True,,,,,,,,,False,True
13143,309,348.0,,353.2,,342.0,301.0,,,,,292.1,388.2,,,480.0,261.8,225.6,342.5,,376.0,349.5,0.0,,388.0,423.0,422.0,,,,,,,,,231.8,356.0,39.0,,44.2,,33.0,-8.0,,,,,-16.9,79.2,,,171.0,-47.2,-83.4,33.5,,67.0,40.5,-309.0,,79.0,114.0,113.0,,,,,,,,,-77.2,47.0,,False,,True,True,,,,,True,False,,,False,False,False,True,,False,False,False,,False,False,False,,,,,,,,,False,False
13145,456,495.0,,483.9,,480.0,961.0,,,,,311.6,1805.9,,,480.0,683.6,335.1,389.0,,673.5,478.4,47.3,,704.0,462.0,387.4,,,,,,,,,556.6,331.0,39.0,,27.9,,24.0,505.0,,,,,-144.4,1349.9,,,24.0,227.6,-120.9,-67.0,,217.5,22.4,-408.7,,248.0,6.0,-68.6,,,,,,,,,100.6,-125.0,,True,,True,False,,,,,False,False,,,True,False,False,False,,False,True,False,,False,True,False,,,,,,,,,False,False
13147,401,459.0,,488.1,,412.0,383.0,,,,,364.4,441.9,,,434.0,312.9,302.2,,,417.0,407.9,41.1,,607.0,451.0,459.9,,,,,,,,,566.4,366.0,58.0,,87.1,,11.0,-18.0,,,,,-36.6,40.9,,,33.0,-88.1,-98.8,,,16.0,6.9,-359.9,,206.0,50.0,58.9,,,,,,,,,165.4,-35.0,,False,,True,True,,,,,True,True,,,True,False,False,,,True,True,False,,False,True,False,,,,,,,,,False,True
13149,104,81.0,,78.6,,73.0,29.0,,,,,90.1,163.9,,,179.0,76.3,67.8,,,66.0,74.6,0.0,,132.0,137.0,87.3,,,,,,,,,64.8,72.0,-23.0,,-25.4,,-31.0,-75.0,,,,,-13.9,59.9,,,75.0,-27.7,-36.2,,,-38.0,-29.4,-104.0,,28.0,33.0,-16.7,,,,,,,,,-39.2,-32.0,,False,,False,False,,,,,True,False,,,False,False,False,,,False,False,False,,False,False,True,,,,,,,,,False,False
13151,4100,4059.0,,4136.0,,3635.0,5294.0,,,,,2980.8,3322.7,,4728.5,3073.0,3805.7,2366.8,3604.5,,3760.5,4001.9,838.9,,5290.0,3629.0,3108.0,,,,,2605.1,3797.0,,,6216.6,2403.0,-41.0,,36.0,,-465.0,1194.0,,,,,-1119.2,-777.3,,628.5,-1027.0,-294.3,-1733.2,-495.5,,-339.5,-98.1,-3261.1,,1190.0,-471.0,-992.0,,,,,-1494.9,-303.0,,,2116.6,-1697.0,,True,,False,False,,,,,False,False,,False,False,False,False,False,,False,False,False,,False,False,False,,,,,False,False,,,False,False
13153,2919,3243.0,,3291.4,,3194.0,5573.0,,,,,1921.1,2994.7,,,2066.0,3392.3,1905.8,2657.0,,3782.0,3354.1,540.4,,4514.0,3020.0,2060.0,,,,,2851.7,3380.0,,,3575.3,2426.0,324.0,,372.4,,275.0,2654.0,,,,,-997.9,75.7,,,-853.0,473.3,-1013.2,-262.0,,863.0,435.1,-2378.6,,1595.0,101.0,-859.0,,,,,-67.3,461.0,,,656.3,-493.0,,False,,True,False,,,,,False,True,,,False,False,False,True,,False,False,False,,False,True,False,,,,,True,False,,,False,False
13155,134,180.0,,177.3,,174.0,191.0,,,,,149.2,247.4,,,172.0,96.6,103.6,,,234.0,182.9,15.9,,246.0,168.0,165.2,,,,,,,,,192.4,122.0,46.0,,43.3,,40.0,57.0,,,,,15.2,113.4,,,38.0,-37.4,-30.4,,,100.0,48.9,-118.1,,112.0,34.0,31.2,,,,,,,,,58.4,-12.0,,True,,True,False,,,,,True,False,,,True,True,True,,,False,False,False,,False,True,True,,,,,,,,,False,True
13157,1928,1680.0,,1732.1,,1294.0,1256.0,,,,,1213.8,1611.3,,,1091.0,1189.5,898.4,1343.0,,1689.0,1667.5,313.2,,1955.0,1493.0,774.9,,,,,1075.2,,,,2478.8,1303.0,-248.0,,-195.9,,-634.0,-672.0,,,,,-714.2,-316.7,,,-837.0,-738.5,-1029.6,-585.0,,-239.0,-260.5,-1614.8,,27.0,-435.0,-1153.1,,,,,-852.8,,,,550.8,-625.0,,True,,False,False,,,,,False,False,,,False,False,False,False,,True,False,False,,True,False,False,,,,,False,,,,False,False
13159,253,261.0,,257.9,,223.0,257.0,,,,,173.1,241.1,,,204.0,218.6,144.2,,,232.0,251.6,0.0,,388.0,247.0,239.1,,,,,,,,,203.7,136.0,8.0,,4.9,,-30.0,4.0,,,,,-79.9,-11.9,,,-49.0,-34.4,-108.8,,,-21.0,-1.4,-253.0,,135.0,-6.0,-13.9,,,,,,,,,-49.3,-117.0,,True,,False,True,,,,,False,False,,,False,False,False,,,False,True,False,,False,True,False,,,,,,,,,False,False
13161,255,255.0,,253.7,,247.0,295.0,,,,,232.2,119.9,,,250.0,224.4,140.3,,,317.0,282.7,0.0,,313.0,261.0,200.9,,,,,,,,,268.0,208.0,0.0,,-1.3,,-8.0,40.0,,,,,-22.8,-135.1,,,-5.0,-30.6,-114.7,,,62.0,27.7,-255.0,,58.0,6.0,-54.1,,,,,,,,,13.0,-47.0,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,,,,False,False
13163,321,249.0,,250.7,,246.0,241.0,,,,,259.8,179.4,,,205.0,203.8,161.8,,,281.0,259.3,7.7,,321.0,274.0,211.0,,,,,,,,,264.2,159.0,-72.0,,-70.3,,-75.0,-80.0,,,,,-61.2,-141.6,,,-116.0,-117.2,-159.2,,,-40.0,-61.7,-313.3,,0.0,-47.0,-110.0,,,,,,,,,-56.8,-162.0,,True,,False,False,,,,,True,False,,,False,False,False,,,True,True,False,,True,True,False,,,,,,,,,True,False
13165,155,93.0,,89.9,,99.0,49.0,,,,,93.8,78.1,,,136.0,168.6,41.7,,,177.0,112.0,0.0,,109.0,114.0,71.1,,,,,,,,,118.3,95.0,-62.0,,-65.1,,-56.0,-106.0,,,,,-61.2,-76.9,,,-19.0,13.6,-113.3,,,22.0,-43.0,-155.0,,-46.0,-41.0,-83.9,,,,,,,,,-36.7,-60.0,,False,,True,False,,,,,True,False,,,True,True,False,,,True,True,False,,True,True,False,,,,,,,,,True,True
13167,218,246.0,,232.1,,206.0,381.0,,,,,153.9,51.0,,,163.0,370.3,105.4,,,324.0,212.9,18.6,,224.0,212.0,140.1,,,,,,,,,150.0,124.0,28.0,,14.1,,-12.0,163.0,,,,,-64.1,-167.0,,,-55.0,152.3,-112.6,,,106.0,-5.1,-199.4,,6.0,-6.0,-77.9,,,,,,,,,-68.0,-94.0,,True,,True,False,,,,,False,False,,,False,False,False,,,False,True,False,,True,True,False,,,,,,,,,False,False
13169,341,429.0,,424.5,,417.0,395.0,,,,,248.2,431.6,,,402.0,589.1,282.0,,,651.0,454.1,34.9,,639.0,464.0,241.7,,,,,,,,,556.5,304.0,88.0,,83.5,,76.0,54.0,,,,,-92.8,90.6,,,61.0,248.1,-59.0,,,310.0,113.1,-306.1,,298.0,123.0,-99.3,,,,,,,,,215.5,-37.0,,True,,True,True,,,,,False,False,,,True,False,True,,,False,False,False,,False,False,False,,,,,,,,,False,True
13171,389,504.0,,509.7,,446.0,675.0,,,,,261.4,484.6,,,291.0,497.6,216.8,,,638.0,446.0,84.6,,607.0,379.0,342.3,,,,,,,,,536.4,293.0,115.0,,120.7,,57.0,286.0,,,,,-127.6,95.6,,,-98.0,108.6,-172.2,,,249.0,57.0,-304.4,,218.0,-10.0,-46.7,,,,,,,,,147.4,-96.0,,False,,True,False,,,,,False,True,,,True,True,False,,,False,True,False,,False,True,True,,,,,,,,,False,True
13173,114,108.0,,108.3,,105.0,78.0,,,,,106.4,189.8,,,167.0,87.8,80.5,,,110.0,90.5,0.0,,166.0,149.0,106.3,,,,,,,,,118.0,96.0,-6.0,,-5.7,,-9.0,-36.0,,,,,-7.6,75.8,,,53.0,-26.2,-33.5,,,-4.0,-23.5,-114.0,,52.0,35.0,-7.7,,,,,,,,,4.0,-18.0,,True,,False,False,,,,,False,False,,,False,False,False,,,True,False,False,,False,False,False,,,,,,,,,True,False
13175,960,1122.0,,1124.9,,1044.0,1199.0,,,,,832.3,510.7,,,768.0,1205.3,521.5,968.5,,1463.5,1042.4,94.5,,1419.0,1059.0,886.9,,,,,824.7,,,,1387.9,615.0,162.0,,164.9,,84.0,239.0,,,,,-127.7,-449.3,,,-192.0,245.3,-438.5,8.5,,503.5,82.4,-865.5,,459.0,99.0,-73.1,,,,,-135.3,,,,427.9,-345.0,,False,,True,False,,,,,True,False,,,False,False,False,True,,False,True,False,,False,True,True,,,,,True,,,,False,False
13177,642,585.0,,580.4,,488.0,634.0,,,,,341.9,500.1,,617.6,440.0,931.0,327.9,503.0,,458.0,453.6,67.4,,690.0,572.0,294.0,,,,,,,,,907.5,418.0,-57.0,,-61.6,,-154.0,-8.0,,,,,-300.1,-141.9,,-24.4,-202.0,289.0,-314.1,-139.0,,-184.0,-188.4,-574.6,,48.0,-70.0,-348.0,,,,,,,,,265.5,-224.0,,False,,False,True,,,,,False,False,,True,False,False,False,False,,False,False,False,,True,False,False,,,,,,,,,False,False
13179,555,240.0,,238.9,,251.0,180.0,,,,,354.1,365.7,,,650.0,158.4,291.2,301.0,,246.0,262.4,0.0,,353.0,464.0,478.0,,,,,,,,,291.1,278.0,-315.0,,-316.1,,-304.0,-375.0,,,,,-200.9,-189.3,,,95.0,-396.6,-263.8,-254.0,,-309.0,-292.6,-555.0,,-202.0,-91.0,-77.0,,,,,,,,,-263.9,-277.0,,False,,True,False,,,,,True,True,,,True,False,True,True,,True,True,False,,True,True,True,,,,,,,,,True,True
13181,174,114.0,,96.1,,83.0,30.0,,,,,73.6,81.3,,,85.0,129.3,46.2,,,52.0,87.3,8.8,,151.0,117.0,89.2,,,,,,,,,98.4,52.0,-60.0,,-77.9,,-91.0,-144.0,,,,,-100.4,-92.7,,,-89.0,-44.7,-127.8,,,-122.0,-86.7,-165.2,,-23.0,-57.0,-84.8,,,,,,,,,-75.6,-122.0,,False,,False,False,,,,,False,False,,,False,True,False,,,False,False,False,,True,True,False,,,,,,,,,False,False
13183,129,132.0,,133.2,,130.0,51.0,,,,,120.9,133.4,,,192.0,66.9,138.6,,,133.0,145.2,0.0,,225.0,180.0,146.9,,,,,,,,,125.0,88.0,3.0,,4.2,,1.0,-78.0,,,,,-8.1,4.4,,,63.0,-62.1,9.6,,,4.0,16.2,-129.0,,96.0,51.0,17.9,,,,,,,,,-4.0,-41.0,,False,,True,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,,,,False,False
13185,1516,2133.0,,2122.2,,1757.0,2969.0,,,,,1688.4,2686.1,,,1540.0,2494.1,1038.3,1861.5,,1620.0,1808.9,0.1,,2469.0,1963.0,1585.8,,,,,1686.0,,,,1586.0,1211.0,617.0,,606.2,,241.0,1453.0,,,,,172.4,1170.1,,,24.0,978.1,-477.7,345.5,,104.0,292.9,-1515.9,,953.0,447.0,69.8,,,,,170.0,,,,70.0,-305.0,,True,,True,False,,,,,True,False,,,True,False,True,True,,True,True,False,,False,True,True,,,,,True,,,,True,True
13187,534,504.0,,514.1,,460.0,544.0,,,,,409.6,549.9,,,520.0,388.7,304.2,432.0,,357.0,445.5,113.1,,702.0,524.0,516.8,,,,,,,,,507.4,324.0,-30.0,,-19.9,,-74.0,10.0,,,,,-124.4,15.9,,,-14.0,-145.3,-229.8,-102.0,,-177.0,-88.5,-420.9,,168.0,-10.0,-17.2,,,,,,,,,-26.6,-210.0,,True,,False,True,,,,,False,True,,,True,False,False,False,,False,False,False,,False,True,True,,,,,,,,,True,False
13189,533,423.0,,450.4,,323.0,831.0,,,,,276.2,219.0,,,314.0,557.2,191.4,,,287.0,313.1,68.7,,562.0,391.0,282.8,,,,,,,,,660.3,271.0,-110.0,,-82.6,,-210.0,298.0,,,,,-256.8,-314.0,,,-219.0,24.2,-341.6,,,-246.0,-219.9,-464.3,,29.0,-142.0,-250.2,,,,,,,,,127.3,-262.0,,True,,False,False,,,,,False,False,,,False,True,False,,,False,False,False,,True,False,False,,,,,,,,,False,False
13191,103,99.0,,80.7,,94.0,85.0,,,,,96.3,70.7,,,129.0,129.4,86.1,,,198.0,92.0,27.8,,157.0,105.0,114.9,,,,,,,,,88.4,53.0,-4.0,,-22.3,,-9.0,-18.0,,,,,-6.7,-32.3,,,26.0,26.4,-16.9,,,95.0,-11.0,-75.2,,54.0,2.0,11.9,,,,,,,,,-14.6,-50.0,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,True,False,,,,,,,,,False,False
13193,160,156.0,,160.5,,150.0,259.0,,,,,83.1,251.8,,,172.0,281.6,95.2,,,327.0,140.7,12.7,,208.0,165.0,59.6,,,,,,,,,113.4,86.0,-4.0,,0.5,,-10.0,99.0,,,,,-76.9,91.8,,,12.0,121.6,-64.8,,,167.0,-19.3,-147.3,,48.0,5.0,-100.4,,,,,,,,,-46.6,-74.0,,True,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,,,,False,False
13195,673,525.0,,530.2,,476.0,736.0,,,,,385.8,482.4,,,465.0,466.5,325.6,392.0,,453.0,511.8,96.4,,611.0,511.0,479.5,,,,,,,,,673.0,297.0,-148.0,,-142.8,,-197.0,63.0,,,,,-287.2,-190.6,,,-208.0,-206.5,-347.4,-281.0,,-220.0,-161.2,-576.6,,-62.0,-162.0,-193.5,,,,,,,,,0.0,-376.0,,True,,False,True,,,,,False,False,,,False,False,False,False,,False,False,False,,True,False,False,,,,,,,,,True,False
13197,105,69.0,,71.0,,58.0,0.0,,,,,52.4,94.2,,,113.0,43.9,41.6,,,78.0,74.3,0.0,,103.0,88.0,61.8,,,,,,,,,45.9,31.0,-36.0,,-34.0,,-47.0,-105.0,,,,,-52.6,-10.8,,,8.0,-61.1,-63.4,,,-27.0,-30.7,-105.0,,-2.0,-17.0,-43.2,,,,,,,,,-59.1,-74.0,,True,,False,False,,,,,False,True,,,True,False,False,,,True,True,False,,True,True,False,,,,,,,,,False,False
13199,386,336.0,,342.3,,326.0,452.0,,,,,240.0,350.1,,,312.0,362.2,179.1,,,396.0,321.0,23.6,,503.0,341.0,245.1,,,,,,,,,321.3,261.0,-50.0,,-43.7,,-60.0,66.0,,,,,-146.0,-35.9,,,-74.0,-23.8,-206.9,,,10.0,-65.0,-362.4,,117.0,-45.0,-140.9,,,,,,,,,-64.7,-125.0,,True,,False,False,,,,,False,True,,,False,True,False,,,True,False,False,,False,True,False,,,,,,,,,False,False
13201,123,129.0,,123.9,,109.0,69.0,,,,,100.5,125.1,,,95.0,93.4,60.0,,,174.0,135.2,5.8,,179.0,117.0,114.6,,,,,,,,,93.4,77.0,6.0,,0.9,,-14.0,-54.0,,,,,-22.5,2.1,,,-28.0,-29.6,-63.0,,,51.0,12.2,-117.2,,56.0,-6.0,-8.4,,,,,,,,,-29.6,-46.0,,True,,False,False,,,,,False,True,,,False,False,False,,,False,False,False,,False,False,False,,,,,,,,,False,False
13205,313,375.0,,383.2,,342.0,482.0,,,,,280.8,564.2,,,311.0,416.6,208.4,,,452.0,321.6,26.4,,512.0,370.0,257.6,,,,,,,,,337.6,249.0,62.0,,70.2,,29.0,169.0,,,,,-32.2,251.2,,,-2.0,103.6,-104.6,,,139.0,8.6,-286.6,,199.0,57.0,-55.4,,,,,,,,,24.6,-64.0,,False,,True,False,,,,,True,False,,,True,False,False,,,False,True,False,,False,True,True,,,,,,,,,True,False
13207,391,465.0,,476.4,,451.0,527.0,,,,,358.2,373.6,,,427.0,542.3,285.0,,,558.0,449.7,52.1,,647.0,418.0,410.8,,,,,,,,,577.8,286.0,74.0,,85.4,,60.0,136.0,,,,,-32.8,-17.4,,,36.0,151.3,-106.0,,,167.0,58.7,-338.9,,256.0,27.0,19.8,,,,,,,,,186.8,-105.0,,False,,True,False,,,,,True,True,,,True,False,False,,,False,True,False,,False,True,True,,,,,,,,,False,False
13209,149,258.0,,247.2,,243.0,546.0,,,,,148.0,125.6,,,139.0,476.5,134.1,,,421.0,236.8,13.8,,337.0,227.0,157.6,,,,,,,,,305.0,177.0,109.0,,98.2,,94.0,397.0,,,,,-1.0,-23.4,,,-10.0,327.5,-14.9,,,272.0,87.8,-135.2,,188.0,78.0,8.6,,,,,,,,,156.0,28.0,,True,,True,False,,,,,True,True,,,True,False,True,,,False,True,False,,False,True,True,,,,,,,,,False,True
13211,318,321.0,,316.6,,270.0,383.0,,,,,223.0,187.2,,,270.0,265.3,166.8,,,278.0,313.1,0.0,,456.0,319.0,232.7,,,,,,,,,245.8,182.0,3.0,,-1.4,,-48.0,65.0,,,,,-95.0,-130.8,,,-48.0,-52.7,-151.2,,,-40.0,-4.9,-318.0,,138.0,1.0,-85.3,,,,,,,,,-72.2,-136.0,,True,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,True,False,,,,,,,,,False,False
13213,763,1044.0,,1066.5,,866.0,1369.0,,,,,578.8,3613.7,,,835.0,1169.5,480.4,767.5,,949.0,912.7,141.0,,1069.0,850.0,754.4,,,,,638.8,,,,1454.4,672.0,281.0,,303.5,,103.0,606.0,,,,,-184.2,2850.7,,,72.0,406.5,-282.6,4.5,,186.0,149.7,-622.0,,306.0,87.0,-8.6,,,,,-124.2,,,,691.4,-91.0,,False,,True,False,,,,,True,False,,,True,False,False,True,,True,True,False,,False,True,True,,,,,True,,,,False,True
13215,2429,2472.0,,2541.4,,2470.0,2618.0,,,,,2074.8,5644.5,,,2756.0,3108.4,1452.2,2105.5,,2946.0,2625.9,417.7,,3624.0,2504.0,1862.4,,,,,2357.4,2915.0,,,2507.9,1839.0,43.0,,112.4,,41.0,189.0,,,,,-354.2,3215.5,,,327.0,679.4,-976.8,-323.5,,517.0,196.9,-2011.3,,1195.0,75.0,-566.6,,,,,-71.6,486.0,,,78.9,-590.0,,False,,True,False,,,,,False,False,,,False,False,False,False,,False,False,False,,False,False,False,,,,,False,False,,,False,False
13217,1731,1674.0,,1599.5,,1435.0,2052.0,,,,,1341.1,1338.9,,,1330.0,1312.8,925.4,1223.0,,1615.0,1506.7,219.0,,2154.0,1643.0,1303.1,,,,,1131.9,,,,2981.1,1024.0,-57.0,,-131.5,,-296.0,321.0,,,,,-389.9,-392.1,,,-401.0,-418.2,-805.6,-508.0,,-116.0,-224.3,-1512.0,,423.0,-88.0,-427.9,,,,,-599.1,,,,1250.1,-707.0,,False,,False,False,,,,,False,False,,,False,False,False,False,,False,False,False,,False,False,False,,,,,False,,,,False,False
13219,735,975.0,,990.7,,833.0,950.0,,,,,586.5,568.9,,,567.0,1087.7,524.7,737.5,,1542.0,914.9,163.8,,1282.0,804.0,680.7,,,,,705.7,,,,965.8,661.0,240.0,,255.7,,98.0,215.0,,,,,-148.5,-166.1,,,-168.0,352.7,-210.3,2.5,,807.0,179.9,-571.2,,547.0,69.0,-54.3,,,,,-29.3,,,,230.8,-74.0,,False,,True,True,,,,,True,True,,,True,False,True,True,,False,True,False,,False,True,True,,,,,True,,,,True,True
