,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
36043,1569,1551.0,,1583.8,,1415.0,2008.0,,,,,727.2,1780.1,,,702.0,2932.9,1122.3,1333.5,,1971.0,1647.8,40.0,,2182.0,1263.0,802.2,,,,,,,,,2090.7,1000.0,-18.0,,14.8,,-154.0,439.0,,,,,-841.8,211.1,,,-867.0,1363.9,-446.7,-235.5,,402.0,78.8,-1529.0,,613.0,-306.0,-766.8,,,,,,,,,521.7,-569.0,,True,,False,False,,,,,False,False,,,False,False,False,False,,False,False,False,,False,False,False,,,,,,,,,False,False
36045,1582,1038.0,,1037.6,,1076.0,1387.0,,,,,515.2,1377.2,,,1308.0,1675.9,1249.8,1208.0,,1107.0,980.1,18.4,,1529.0,1239.0,839.3,,,,,,,,,2421.5,574.0,-544.0,,-544.4,,-506.0,-195.0,,,,,-1066.8,-204.8,,,-274.0,93.9,-332.2,-374.0,,-475.0,-601.9,-1563.6,,-53.0,-343.0,-742.7,,,,,,,,,839.5,-1008.0,,False,,True,True,,,,,False,True,,,True,True,True,True,,True,False,False,,True,True,False,,,,,,,,,False,False
36047,35135,24723.0,,25084.7,46739.0,25300.0,32179.0,,,,,25288.7,37334.1,,31650.1,,49903.5,32240.7,44512.0,,28093.0,25078.4,,,26819.0,27802.0,21439.9,,,,,21868.5,12608.0,,,0.2,,-10412.0,,-10050.3,11604.0,-9835.0,-2956.0,,,,,-9846.3,2199.1,,-3484.9,,14768.5,-2894.3,9377.0,,-7042.0,-10056.6,,,-8316.0,-7333.0,-13695.1,,,,,-13266.5,-22527.0,,,-35134.8,,,True,False,True,True,,,,,True,True,,True,,False,True,True,,True,True,,,True,True,False,,,,,False,False,,,False,
36049,649,495.0,,519.0,,439.0,693.0,,,,,192.4,1075.0,,,354.0,901.5,286.9,,,436.0,434.1,18.3,,578.0,414.0,311.3,,,,,,,,,606.4,256.0,-154.0,,-130.0,,-210.0,44.0,,,,,-456.6,426.0,,,-295.0,252.5,-362.1,,,-213.0,-214.9,-630.7,,-71.0,-235.0,-337.7,,,,,,,,,-42.6,-393.0,,True,,False,True,,,,,False,False,,,False,False,False,,,False,False,False,,True,False,False,,,,,,,,,True,False
36051,872,843.0,,824.0,,831.0,645.0,,,,,489.2,1698.1,,,871.0,974.5,769.7,982.0,,880.0,788.5,131.2,,1344.0,931.0,552.6,,,,,,,,,1144.9,502.0,-29.0,,-48.0,,-41.0,-227.0,,,,,-382.8,826.1,,,-1.0,102.5,-102.3,110.0,,8.0,-83.5,-740.8,,472.0,59.0,-319.4,,,,,,,,,272.9,-370.0,,False,,False,False,,,,,False,False,,,True,False,False,False,,True,False,False,,False,False,False,,,,,,,,,False,False
36053,911,882.0,,924.8,,851.0,1374.0,,,,,528.8,1025.6,,,1089.0,1154.7,868.0,816.0,,1336.5,762.4,74.3,,1105.0,896.0,855.8,,,,,678.1,,,,1003.1,605.0,-29.0,,13.8,,-60.0,463.0,,,,,-382.2,114.6,,,178.0,243.7,-43.0,-95.0,,425.5,-148.6,-836.7,,194.0,-15.0,-55.2,,,,,-232.9,,,,92.1,-306.0,,True,,False,False,,,,,False,False,,,False,False,False,False,,False,False,False,,False,True,False,,,,,False,,,,False,False
36055,10492,12411.0,,12231.1,10180.5,10511.0,20342.0,,,,,7628.2,12266.6,,12732.1,9179.0,16632.1,9404.8,9622.0,,10612.5,12056.8,2403.4,,13755.0,11964.0,9513.8,,,,,7175.3,9901.0,,,19560.5,5879.0,1919.0,,1739.1,-311.5,19.0,9850.0,,,,,-2863.8,1774.6,,2240.1,-1313.0,6140.1,-1087.2,-870.0,,120.5,1564.8,-8088.6,,3263.0,1472.0,-978.2,,,,,-3316.7,-591.0,,,9068.5,-4613.0,,True,True,True,False,,,,,False,True,,False,True,False,True,True,,True,True,False,,False,True,True,,,,,False,True,,,False,False
36057,951,765.0,,763.3,,729.0,703.0,,,,,428.5,1073.5,,,659.0,1203.5,624.1,851.5,,1012.0,746.6,101.5,,992.0,705.0,540.4,,,,,,,,,1220.3,535.0,-186.0,,-187.7,,-222.0,-248.0,,,,,-522.5,122.5,,,-292.0,252.5,-326.9,-99.5,,61.0,-204.4,-849.5,,41.0,-246.0,-410.6,,,,,,,,,269.3,-416.0,,False,,False,False,,,,,False,True,,,False,False,False,True,,True,False,False,,True,False,False,,,,,,,,,False,False
36059,29064,25908.0,,26175.7,28578.6,23984.0,41280.0,,,,,22108.3,32225.8,,35421.2,18419.0,32291.7,25010.3,19928.5,,30724.0,27815.0,3451.0,,31741.0,21175.0,15694.0,,,,,24396.6,11666.0,,,27564.7,19592.0,-3156.0,,-2888.3,-485.4,-5080.0,12216.0,,,,,-6955.7,3161.8,,6357.2,-10645.0,3227.7,-4053.7,-9135.5,,1660.0,-1249.0,-25613.0,,2677.0,-7889.0,-13370.0,,,,,-4667.4,-17398.0,,,-1499.3,-9472.0,,True,True,False,False,,,,,False,False,,False,False,False,False,False,,True,True,False,,True,False,False,,,,,False,False,,,True,False
36061,16611,11340.0,,11400.5,19674.0,11408.0,17578.0,,,,,10887.9,11836.1,,12655.7,8636.0,14466.6,16187.7,29253.5,,,10751.1,6439.5,,12836.0,13420.0,12324.9,,,,,12683.6,6624.0,,,10924.7,9569.0,-5271.0,,-5210.5,3063.0,-5203.0,967.0,,,,,-5723.1,-4774.9,,-3955.3,-7975.0,-2144.4,-423.3,12642.5,,,-5859.9,-10171.5,,-3775.0,-3191.0,-4286.1,,,,,-3927.4,-9987.0,,,-5686.3,-7042.0,,True,True,True,True,,,,,False,True,,True,False,True,True,False,,,False,False,,True,True,True,,,,,True,False,,,False,False
36063,3817,3546.0,,3497.6,,3397.0,6515.0,,,,,1767.8,3602.1,,4042.9,2696.0,4876.6,2558.8,2538.5,,4145.5,3712.3,472.7,,4463.0,3030.0,2704.8,,,,,3778.9,3672.0,,,3566.2,1587.0,-271.0,,-319.4,,-420.0,2698.0,,,,,-2049.2,-214.9,,225.9,-1121.0,1059.6,-1258.2,-1278.5,,328.5,-104.7,-3344.3,,646.0,-787.0,-1112.2,,,,,-38.1,-145.0,,,-250.8,-2230.0,,False,,False,False,,,,,False,True,,True,False,False,False,False,,False,True,False,,False,False,False,,,,,True,True,,,True,False
36065,4815,5910.0,,5895.4,,5134.0,9243.0,,,,,2942.0,5686.8,,,3517.0,10627.7,4349.4,3186.0,,7463.5,5615.2,738.4,,7157.0,4653.0,3992.8,,,,,3814.3,5967.0,,,7468.6,3413.0,1095.0,,1080.4,,319.0,4428.0,,,,,-1873.0,871.8,,,-1298.0,5812.7,-465.6,-1629.0,,2648.5,800.2,-4076.6,,2342.0,-162.0,-822.2,,,,,-1000.7,1152.0,,,2653.6,-1402.0,,True,,True,False,,,,,False,True,,,False,False,True,False,,False,True,False,,False,True,True,,,,,True,False,,,False,False
36067,6871,7422.0,,7428.7,5077.5,6265.0,12303.0,,,,,3978.7,7941.7,,7227.2,6311.0,12888.3,5486.6,5608.5,,6817.5,7074.3,1519.1,,8410.0,6490.0,5842.7,,,,,5117.7,0.0,,,7541.0,3715.0,551.0,,557.7,-1793.5,-606.0,5432.0,,,,,-2892.3,1070.7,,356.2,-560.0,6017.3,-1384.4,-1262.5,,-53.5,203.3,-5351.9,,1539.0,-381.0,-1028.3,,,,,-1753.3,-6871.0,,,670.0,-3156.0,,False,False,False,False,,,,,False,False,,True,False,False,False,False,,True,True,False,,False,True,False,,,,,False,False,,,False,False
36069,1447,1674.0,,1620.6,,1586.0,3319.0,,,,,898.0,2328.3,,,1487.0,2550.7,1505.6,1608.0,,2623.5,1746.8,211.2,,2293.0,1549.0,894.9,,,,,1152.8,,,,1978.8,906.0,227.0,,173.6,,139.0,1872.0,,,,,-549.0,881.3,,,40.0,1103.7,58.6,161.0,,1176.5,299.8,-1235.8,,846.0,102.0,-552.1,,,,,-294.2,,,,531.8,-541.0,,True,,True,False,,,,,False,False,,,True,False,True,True,,False,False,False,,False,True,False,,,,,False,,,,False,False
36071,5979,5460.0,,5037.7,3992.8,4892.0,7883.0,,,,,4552.6,6036.3,,5746.6,4731.0,7647.4,4793.4,3843.0,,5050.0,5556.7,540.9,,6191.0,5230.0,4452.4,,,,,6590.0,2302.0,,,8184.6,4072.0,-519.0,,-941.3,-1986.2,-1087.0,1904.0,,,,,-1426.4,57.3,,-232.4,-1248.0,1668.4,-1185.6,-2136.0,,-929.0,-422.3,-5438.1,,212.0,-749.0,-1526.6,,,,,611.0,-3677.0,,,2205.6,-1907.0,,False,False,False,False,,,,,False,True,,True,False,False,False,False,,False,True,False,,True,False,False,,,,,False,False,,,False,False
36073,602,609.0,,586.6,,580.0,655.0,,,,,282.3,544.3,,,462.0,747.7,604.3,654.0,,640.0,483.5,36.0,,768.0,605.0,410.8,,,,,,,,,729.8,399.0,7.0,,-15.4,,-22.0,53.0,,,,,-319.7,-57.7,,,-140.0,145.7,2.3,52.0,,38.0,-118.5,-566.0,,166.0,3.0,-191.2,,,,,,,,,127.8,-203.0,,False,,False,False,,,,,False,False,,,False,False,True,False,,False,False,False,,False,True,False,,,,,,,,,False,False
36075,1537,1479.0,,1525.7,,1405.0,2556.0,,,,,728.1,2310.7,,,1674.0,2629.2,1026.7,1111.0,,2699.5,1414.6,195.6,,1784.0,1443.0,953.6,,,,,2291.7,,,,1452.6,653.0,-58.0,,-11.3,,-132.0,1019.0,,,,,-808.9,773.7,,,137.0,1092.2,-510.3,-426.0,,1162.5,-122.4,-1341.4,,247.0,-94.0,-583.4,,,,,754.7,,,,-84.4,-884.0,,True,,False,False,,,,,False,False,,,False,False,False,False,,False,False,False,,False,False,False,,,,,False,,,,False,False
36077,592,405.0,,399.3,,400.0,560.0,,,,,287.6,742.2,,,678.0,594.2,588.7,432.5,,353.0,354.8,1.0,,635.0,506.0,356.6,,,,,,,,,466.1,236.0,-187.0,,-192.7,,-192.0,-32.0,,,,,-304.4,150.2,,,86.0,2.2,-3.3,-159.5,,-239.0,-237.2,-591.0,,43.0,-86.0,-235.4,,,,,,,,,-125.9,-356.0,,False,,False,True,,,,,False,True,,,True,True,True,True,,False,False,False,,True,True,False,,,,,,,,,True,False
36079,1799,1641.0,,1647.5,,1409.0,2372.0,,,,,973.4,1907.5,,1794.0,1129.0,3019.1,1186.3,1097.0,,1657.0,1579.6,186.4,,2115.0,1343.0,907.9,,,,,1037.6,,,,1749.8,849.0,-158.0,,-151.5,,-390.0,573.0,,,,,-825.6,108.5,,-5.0,-670.0,1220.1,-612.7,-702.0,,-142.0,-219.4,-1612.6,,316.0,-456.0,-891.1,,,,,-761.4,,,,-49.2,-950.0,,True,,False,False,,,,,False,True,,True,False,False,False,False,,True,False,False,,False,False,False,,,,,False,,,,True,False
36081,36261,25719.0,,25619.6,41647.0,27760.0,41153.0,,,,,26643.2,42194.2,,33846.7,,38238.7,28413.5,42631.0,,34283.0,28264.5,,,27806.0,28033.0,26934.7,,,,,28178.5,11425.0,,,26400.8,,-10542.0,,-10641.4,5386.0,-8501.0,4892.0,,,,,-9617.8,5933.2,,-2414.3,,1977.7,-7847.5,6370.0,,-1978.0,-7996.5,,,-8455.0,-8228.0,-9326.3,,,,,-8082.5,-24836.0,,,-9860.2,,,False,True,True,True,,,,,True,True,,True,,True,True,True,,True,True,,,True,True,True,,,,,True,False,,,True,
36083,2774,2472.0,,2470.4,,2479.0,3090.0,,,,,1263.6,3066.5,,4045.9,1681.0,4548.2,2071.8,2386.0,,3041.0,2850.5,487.2,,3528.0,2247.0,1641.1,,,,,1863.9,3273.0,,,2959.3,1411.0,-302.0,,-303.6,,-295.0,316.0,,,,,-1510.4,292.5,,1271.9,-1093.0,1774.2,-702.2,-388.0,,267.0,76.5,-2286.8,,754.0,-527.0,-1132.9,,,,,-910.1,499.0,,,185.3,-1363.0,,False,,True,False,,,,,False,True,,False,False,False,False,False,,True,True,False,,False,False,False,,,,,False,False,,,True,False
36085,10640,8571.0,,8427.3,6743.2,8047.0,8023.0,,,,,7510.9,12147.3,,10172.6,,12171.0,6610.3,10390.5,,11698.5,9828.9,,,9717.0,7074.0,6096.4,,,,,7811.6,4910.0,,,7240.3,,-2069.0,,-2212.7,-3896.8,-2593.0,-2617.0,,,,,-3129.1,1507.3,,-467.4,,1531.0,-4029.7,-249.5,,1058.5,-811.1,,,-923.0,-3566.0,-4543.6,,,,,-2828.4,-5730.0,,,-3399.7,,,False,False,False,False,,,,,False,True,,True,,True,False,True,,True,True,,,True,False,False,,,,,False,False,,,False,
36087,4937,4734.0,,4743.5,3320.8,4038.0,3795.0,,,,,4644.6,4691.4,,5009.8,4177.0,6664.6,2986.7,3217.0,,4077.5,4681.8,18.5,,4995.0,4569.0,3723.8,,,,,2816.2,2252.0,,,5587.6,6192.0,-203.0,,-193.5,-1616.2,-899.0,-1142.0,,,,,-292.4,-245.6,,72.8,-760.0,1727.6,-1950.3,-1720.0,,-859.5,-255.2,-4918.5,,58.0,-368.0,-1213.2,,,,,-2120.8,-2685.0,,,650.6,1255.0,,True,False,False,False,,,,,False,False,,True,False,False,False,False,,False,False,False,,True,False,False,,,,,False,False,,,False,False
36089,1685,1206.0,,1165.0,,1185.0,1856.0,,,,,504.8,1956.3,,,924.0,2241.2,1184.6,1102.5,,1790.0,1368.4,171.6,,1678.0,1450.0,765.4,,,,,,,,,1946.7,654.0,-479.0,,-520.0,,-500.0,171.0,,,,,-1180.2,271.3,,,-761.0,556.2,-500.4,-582.5,,105.0,-316.6,-1513.4,,-7.0,-235.0,-919.6,,,,,,,,,261.7,-1031.0,,False,,False,True,,,,,False,True,,,False,False,False,False,,True,True,False,,True,True,False,,,,,,,,,True,False
36091,3782,3576.0,,3594.3,,3561.0,5298.0,,,,,1625.8,5480.5,,5543.6,2306.0,7775.5,3142.6,3223.0,,7047.0,3926.7,369.1,,5228.0,3344.0,1999.6,,,,,3054.8,6297.0,,,5429.9,2018.0,-206.0,,-187.7,,-221.0,1516.0,,,,,-2156.2,1698.5,,1761.6,-1476.0,3993.5,-639.4,-559.0,,3265.0,144.7,-3412.9,,1446.0,-438.0,-1782.4,,,,,-727.2,2515.0,,,1647.9,-1764.0,,True,,False,False,,,,,False,False,,False,False,False,False,False,,False,True,False,,False,False,False,,,,,False,False,,,False,False
36093,2902,2943.0,,2959.1,,2732.0,2709.0,,,,,1800.3,3141.5,,3881.3,1677.0,4912.5,2330.9,2776.0,,3236.0,3006.4,508.1,,4197.0,2442.0,1953.3,,,,,2577.7,3176.0,,,2945.6,1815.0,41.0,,57.1,,-170.0,-193.0,,,,,-1101.7,239.5,,979.3,-1225.0,2010.5,-571.1,-126.0,,334.0,104.4,-2393.9,,1295.0,-460.0,-948.7,,,,,-324.3,274.0,,,43.6,-1087.0,,False,,False,False,,,,,False,False,,False,False,False,False,False,,False,False,False,,False,False,False,,,,,False,False,,,False,False
36095,371,288.0,,279.8,,301.0,423.0,,,,,147.8,451.8,,,356.0,522.9,352.7,337.5,,318.0,294.2,26.0,,363.0,384.0,260.2,,,,,,,,,304.4,185.0,-83.0,,-91.2,,-70.0,52.0,,,,,-223.2,80.8,,,-15.0,151.9,-18.3,-33.5,,-53.0,-76.8,-345.0,,-8.0,13.0,-110.8,,,,,,,,,-66.6,-186.0,,False,,True,True,,,,,False,True,,,True,False,True,True,,True,True,False,,True,True,False,,,,,,,,,True,False
36097,194,201.0,,195.7,,182.0,249.0,,,,,87.0,819.7,,,258.0,263.4,136.4,,,181.0,173.0,10.2,,277.0,202.0,156.4,,,,,,,,,228.0,93.0,7.0,,1.7,,-12.0,55.0,,,,,-107.0,625.7,,,64.0,69.4,-57.6,,,-13.0,-21.0,-183.8,,83.0,8.0,-37.6,,,,,,,,,34.0,-101.0,,True,,False,False,,,,,False,False,,,False,False,False,,,False,False,False,,False,False,False,,,,,,,,,False,False
36099,447,450.0,,449.1,,451.0,580.0,,,,,219.4,772.1,,,514.0,758.0,399.7,457.5,,616.0,439.5,11.9,,554.0,442.0,330.9,,,,,,,,,970.2,253.0,3.0,,2.1,,4.0,133.0,,,,,-227.6,325.1,,,67.0,311.0,-47.3,10.5,,169.0,-7.5,-435.1,,107.0,-5.0,-116.1,,,,,,,,,523.2,-194.0,,True,,False,False,,,,,False,False,,,False,False,False,False,,False,False,False,,False,False,False,,,,,,,,,False,False
36101,1213,1164.0,,1186.8,,1127.0,803.0,,,,,738.9,2078.4,,,1421.0,1472.2,851.9,1116.0,,1318.0,1199.3,133.6,,1468.0,1221.0,1034.0,,,,,701.8,,,,1216.3,704.0,-49.0,,-26.2,,-86.0,-410.0,,,,,-474.1,865.4,,,208.0,259.2,-361.1,-97.0,,105.0,-13.7,-1079.4,,255.0,8.0,-179.0,,,,,-511.2,,,,3.3,-509.0,,True,,False,False,,,,,False,False,,,False,False,False,False,,False,True,False,,False,True,False,,,,,False,,,,True,False
36103,34340,31380.0,,31524.9,29027.4,27987.0,46720.0,,,,,25743.0,40804.4,,38666.9,25179.0,51927.2,27296.7,24091.0,,43289.5,35545.6,3215.8,,36217.0,24295.0,17349.3,,,,,28893.4,15200.0,,,43010.3,19680.0,-2960.0,,-2815.1,-5312.6,-6353.0,12380.0,,,,,-8597.0,6464.4,,4326.9,-9161.0,17587.2,-7043.3,-10249.0,,8949.5,1205.6,-31124.2,,1877.0,-10045.0,-16990.7,,,,,-5446.6,-19140.0,,,8670.3,-14660.0,,True,False,False,False,,,,,False,False,,False,False,False,False,False,,False,True,False,,True,False,False,,,,,False,False,,,False,False
36105,776,921.0,,918.2,,844.0,1149.0,,,,,695.3,937.2,,1187.5,912.0,1216.5,980.5,812.0,,793.0,751.1,26.8,,1384.0,918.0,764.8,,,,,631.9,,,,1227.0,584.0,145.0,,142.2,,68.0,373.0,,,,,-80.7,161.2,,411.5,136.0,440.5,204.5,36.0,,17.0,-24.9,-749.2,,608.0,142.0,-11.2,,,,,-144.1,,,,451.0,-192.0,,True,,True,False,,,,,True,False,,False,True,False,False,True,,True,True,False,,False,True,True,,,,,True,,,,False,False
36107,573,432.0,,408.0,,435.0,553.0,,,,,287.2,1215.4,,,792.0,775.2,311.2,388.0,,584.0,473.6,61.1,,577.0,503.0,407.8,,,,,,,,,445.6,235.0,-141.0,,-165.0,,-138.0,-20.0,,,,,-285.8,642.4,,,219.0,202.2,-261.8,-185.0,,11.0,-99.4,-511.9,,4.0,-70.0,-165.2,,,,,,,,,-127.4,-338.0,,False,,True,True,,,,,False,False,,,False,False,False,False,,True,True,False,,True,True,False,,,,,,,,,True,False
36109,678,540.0,,511.2,,517.0,544.0,,,,,407.6,986.3,,409.3,958.0,625.9,674.4,581.0,,301.0,408.8,156.9,,776.0,671.0,700.3,,,,,,,,,523.3,368.0,-138.0,,-166.8,,-161.0,-134.0,,,,,-270.4,308.3,,-268.7,280.0,-52.1,-3.6,-97.0,,-377.0,-269.2,-521.1,,98.0,-7.0,22.3,,,,,,,,,-154.7,-310.0,,False,,False,True,,,,,False,False,,False,False,True,True,True,,False,False,False,,True,True,True,,,,,,,,,False,False
36111,2194,1821.0,,1796.9,,1730.0,2962.0,,,,,1305.5,2095.2,,2439.6,1645.0,2492.0,1972.1,1611.5,,2107.0,1941.6,80.4,,2476.0,1937.0,1416.9,,,,,1628.0,1358.0,,,2074.2,853.0,-373.0,,-397.1,,-464.0,768.0,,,,,-888.5,-98.8,,245.6,-549.0,298.0,-221.9,-582.5,,-87.0,-252.4,-2113.6,,282.0,-257.0,-777.1,,,,,-566.0,-836.0,,,-119.8,-1341.0,,False,,False,False,,,,,False,True,,True,False,True,True,False,,True,True,False,,True,True,False,,,,,False,False,,,True,False
36113,973,696.0,,674.2,,686.0,739.0,,,,,338.1,494.4,,,569.0,2549.0,992.5,750.5,,927.0,704.1,13.1,,1090.0,694.0,476.8,,,,,,,,,724.0,514.0,-277.0,,-298.8,,-287.0,-234.0,,,,,-634.9,-478.6,,,-404.0,1576.0,19.5,-222.5,,-46.0,-268.9,-959.9,,117.0,-279.0,-496.2,,,,,,,,,-249.0,-459.0,,False,,False,True,,,,,False,False,,,False,False,True,True,,True,True,False,,True,False,False,,,,,,,,,True,False
36115,755,447.0,,445.4,,485.0,820.0,,,,,204.3,418.3,,,603.0,1381.8,928.6,509.5,,850.0,456.0,21.5,,666.0,587.0,285.4,,,,,,,,,1113.2,334.0,-308.0,,-309.6,,-270.0,65.0,,,,,-550.7,-336.7,,,-152.0,626.8,173.6,-245.5,,95.0,-299.0,-733.5,,-89.0,-168.0,-469.6,,,,,,,,,358.2,-421.0,,False,,True,True,,,,,False,False,,,True,False,True,True,,True,True,False,,True,True,False,,,,,,,,,False,False
36117,1145,1314.0,,1253.4,,1257.0,1941.0,,,,,666.8,2442.9,,,1078.0,2561.4,1265.8,1258.5,,1613.0,1289.3,71.1,,1647.0,1349.0,699.5,,,,,1055.8,,,,1649.0,824.0,169.0,,108.4,,112.0,796.0,,,,,-478.2,1297.9,,,-67.0,1416.4,120.8,113.5,,468.0,144.3,-1073.9,,502.0,204.0,-445.5,,,,,-89.2,,,,504.0,-321.0,,True,,True,False,,,,,False,False,,,True,False,True,True,,False,True,False,,False,False,False,,,,,True,,,,False,False
36119,16777,15666.0,,15718.6,16922.5,13868.0,20752.0,,,,,12579.2,17839.4,,17471.0,11138.0,21291.3,12558.5,11852.5,,15970.5,17383.1,1323.5,,18231.0,13440.0,9414.7,,,,,14079.3,8528.0,,,14307.4,13528.0,-1111.0,,-1058.4,145.5,-2909.0,3975.0,,,,,-4197.8,1062.4,,694.0,-5639.0,4514.3,-4218.5,-4924.5,,-806.5,606.1,-15453.5,,1454.0,-3337.0,-7362.3,,,,,-2697.7,-8249.0,,,-2469.6,-3249.0,,True,True,False,False,,,,,False,True,,True,False,False,False,False,,True,True,False,,False,False,False,,,,,False,False,,,False,False
36121,832,750.0,,737.6,,702.0,1381.0,,,,,314.9,1352.0,,,590.0,1048.6,507.4,680.5,,945.0,700.4,23.8,,974.0,661.0,430.2,,,,,,,,,1077.0,394.0,-82.0,,-94.4,,-130.0,549.0,,,,,-517.1,520.0,,,-242.0,216.6,-324.6,-151.5,,113.0,-131.6,-808.2,,142.0,-171.0,-401.8,,,,,,,,,245.0,-438.0,,False,,False,False,,,,,False,False,,,False,False,False,False,,False,False,False,,False,False,False,,,,,,,,,False,False
36123,336,276.0,,261.5,,273.0,753.0,,,,,115.8,626.1,,,326.0,1007.9,203.7,,,376.0,269.6,4.1,,362.0,295.0,195.2,,,,,,,,,223.4,154.0,-60.0,,-74.5,,-63.0,417.0,,,,,-220.2,290.1,,,-10.0,671.9,-132.3,,,40.0,-66.4,-331.9,,26.0,-41.0,-140.8,,,,,,,,,-112.6,-182.0,,False,,False,False,,,,,False,False,,,True,False,False,,,True,False,False,,True,True,False,,,,,,,,,False,False
37001,2383,2358.0,,2326.5,,2148.0,2989.0,,,,,2142.3,4208.4,,,1926.0,2686.2,1730.4,1966.5,,2022.0,2150.3,429.5,,3020.0,2261.0,2096.8,,,,,1841.3,2287.0,,,3667.2,1548.0,-25.0,,-56.5,,-235.0,606.0,,,,,-240.7,1825.4,,,-457.0,303.2,-652.6,-416.5,,-361.0,-232.7,-1953.5,,637.0,-122.0,-286.2,,,,,-541.7,-96.0,,,1284.2,-835.0,,False,,False,False,,,,,False,False,,,False,False,False,False,,False,False,False,,False,False,False,,,,,False,False,,,False,False
37003,595,750.0,,769.0,,719.0,742.0,,,,,499.3,1863.1,,,577.0,779.9,458.7,726.0,,874.0,713.1,118.3,,919.0,639.0,650.9,,,,,595.6,,,,1265.9,513.0,155.0,,174.0,,124.0,147.0,,,,,-95.7,1268.1,,,-18.0,184.9,-136.3,131.0,,279.0,118.1,-476.7,,324.0,44.0,55.9,,,,,0.6,,,,670.9,-82.0,,False,,True,True,,,,,True,False,,,True,False,True,True,,False,True,False,,False,True,True,,,,,True,,,,False,True
37005,130,201.0,,195.4,,156.0,236.0,,,,,145.0,273.8,,,122.0,374.8,114.4,,,77.0,171.6,17.5,,343.0,161.0,121.4,,,,,,,,,236.5,172.0,71.0,,65.4,,26.0,106.0,,,,,15.0,143.8,,,-8.0,244.8,-15.6,,,-53.0,41.6,-112.5,,213.0,31.0,-8.6,,,,,,,,,106.5,42.0,,True,,True,False,,,,,True,False,,,True,False,True,,,True,True,False,,False,True,True,,,,,,,,,False,True
37007,453,312.0,,306.6,,285.0,345.0,,,,,293.8,497.8,,,344.0,271.4,250.1,,,171.5,264.4,0.0,,399.0,319.0,292.7,,,,,,,,,250.4,307.0,-141.0,,-146.4,,-168.0,-108.0,,,,,-159.2,44.8,,,-109.0,-181.6,-202.9,,,-281.5,-188.6,-453.0,,-54.0,-134.0,-160.3,,,,,,,,,-202.6,-146.0,,False,,False,True,,,,,False,True,,,True,False,False,,,False,False,False,,True,True,False,,,,,,,,,False,False
