,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
01073,24205,25380.0,31475.0,,,,,22985.0,,29320.5,12470.4,29111.0,,17627.3,51428.0,,1175.0,7270.0,,,,,-1220.0,,5115.5,-11734.6,4906.0,,-6577.7,27223.0,,False,,,,,False,,False,False,False,,False,False,
01075,360,582.0,363.0,,,,,448.0,,562.2,192.0,672.0,,,,,222.0,3.0,,,,,88.0,,202.2,-168.0,312.0,,,,,True,,,,,True,,True,True,False,,,,
01077,2851,2472.0,2109.0,,,,,3378.0,,1805.7,1759.2,2656.5,,1181.4,,,-379.0,-742.0,,,,,527.0,,-1045.3,-1091.8,-194.5,,-1669.6,,,False,,,,,False,,False,False,True,,False,,
01079,964,888.0,802.0,,,,,1383.0,,595.1,384.5,911.0,,,,,-76.0,-162.0,,,,,419.0,,-368.9,-579.5,-53.0,,,,,False,,,,,False,,False,False,True,,,,
01081,4462,3264.0,6158.0,,,,,2990.0,,3129.9,2463.1,5320.0,,1689.9,5318.0,,-1198.0,1696.0,,,,,-1472.0,,-1332.1,-1998.9,858.0,,-2772.1,856.0,,False,,,,,False,,False,False,True,,False,True,
01083,3076,3282.0,2869.0,,,,,3109.0,,3337.6,1571.4,4003.0,,1936.2,,,206.0,-207.0,,,,,33.0,,261.6,-1504.6,927.0,,-1139.8,,,False,,,,,True,,False,False,False,,False,,
01085,293,138.0,0.0,,,,,152.0,,152.0,85.6,117.0,,,,,-155.0,-293.0,,,,,-141.0,,-141.0,-207.4,-176.0,,,,,False,,,,,True,,True,False,False,,,,
01087,381,360.0,396.0,,,,,296.0,,200.0,155.0,328.0,,,,,-21.0,15.0,,,,,-85.0,,-181.0,-226.0,-53.0,,,,,True,,,,,False,,False,False,False,,,,
01089,11398,11436.0,11624.0,,,,,11037.0,,18258.8,7834.0,14267.5,,11963.3,12354.0,,38.0,226.0,,,,,-361.0,,6860.8,-3564.0,2869.5,,565.3,956.0,,False,,,,,False,,False,False,False,,False,False,
01091,623,1002.0,11.0,,,,,573.0,,1776.8,271.7,1369.0,,,,,379.0,-612.0,,,,,-50.0,,1153.8,-351.3,746.0,,,,,False,,,,,True,,False,True,False,,,,
01093,862,834.0,796.0,,,,,1044.0,,1998.5,410.8,999.0,,,,,-28.0,-66.0,,,,,182.0,,1136.5,-451.2,137.0,,,,,False,,,,,False,,False,False,False,,,,
01095,2684,4038.0,3491.0,,,,,3907.0,,4068.4,2587.9,4467.5,,1760.2,,,1354.0,807.0,,,,,1223.0,,1384.4,-96.1,1783.5,,-923.8,,,True,,,,,True,,False,True,False,,True,,
01097,9401,7620.0,11441.0,,,,,9361.0,,11170.2,5029.2,8118.5,,4642.8,7917.0,,-1781.0,2040.0,,,,,-40.0,,1769.2,-4371.8,-1282.5,,-4758.2,-1484.0,,False,,,,,True,,True,False,True,,False,True,
01099,599,396.0,589.0,,,,,504.0,,477.0,197.5,164.5,,,,,-203.0,-10.0,,,,,-95.0,,-122.0,-401.5,-434.5,,,,,True,,,,,True,,True,False,False,,,,
01101,6202,4512.0,7090.0,,,,,4495.0,,5587.9,2833.4,6105.5,,4040.7,9215.0,,-1690.0,888.0,,,,,-1707.0,,-614.1,-3368.6,-96.5,,-2161.3,3013.0,,True,,,,,False,,True,False,True,,False,False,
01103,4201,5286.0,4107.0,,,,,4596.0,,4194.4,2583.2,5246.0,,4660.9,,,1085.0,-94.0,,,,,395.0,,-6.6,-1617.8,1045.0,,459.9,,,True,,,,,True,,True,False,True,,True,,
01105,265,192.0,0.0,,,,,208.0,,79.0,69.0,153.0,,,,,-73.0,-265.0,,,,,-57.0,,-186.0,-196.0,-112.0,,,,,False,,,,,True,,False,False,False,,,,
01107,598,558.0,314.0,,,,,617.0,,205.0,265.6,547.5,,,,,-40.0,-284.0,,,,,19.0,,-393.0,-332.4,-50.5,,,,,False,,,,,True,,False,False,False,,,,
01109,893,426.0,344.0,,,,,681.0,,370.8,331.0,557.0,,,,,-467.0,-549.0,,,,,-212.0,,-522.2,-562.0,-336.0,,,,,False,,,,,True,,False,False,True,,,,
01111,334,228.0,219.0,,,,,577.0,,166.5,207.1,252.0,,,,,-106.0,-115.0,,,,,243.0,,-167.5,-126.9,-82.0,,,,,False,,,,,False,,False,False,True,,,,
01113,1088,648.0,1055.0,,,,,1263.0,,651.3,504.8,690.5,,276.7,,,-440.0,-33.0,,,,,175.0,,-436.7,-583.2,-397.5,,-811.3,,,True,,,,,True,,True,False,True,,False,,
01115,2598,2862.0,3366.0,,,,,2551.0,,5056.9,1336.1,3253.0,,1709.2,,,264.0,768.0,,,,,-47.0,,2458.9,-1261.9,655.0,,-888.8,,,False,,,,,True,,False,False,False,,False,,
01117,6697,6606.0,5992.0,,,,,5580.0,,8269.3,4176.4,7368.5,,6287.7,8517.0,,-91.0,-705.0,,,,,-1117.0,,1572.3,-2520.6,671.5,,-409.3,1820.0,,False,,,,,False,,False,False,False,,False,False,
01119,250,282.0,255.0,,,,,318.0,,195.3,133.3,224.0,,,,,32.0,5.0,,,,,68.0,,-54.7,-116.7,-26.0,,,,,True,,,,,False,,False,False,True,,,,
01121,2147,2322.0,488.0,,,,,2468.0,,4329.2,1313.9,2333.5,,1693.5,,,175.0,-1659.0,,,,,321.0,,2182.2,-833.1,186.5,,-453.5,,,False,,,,,False,,False,False,False,,False,,
01123,1104,708.0,116.0,,,,,893.0,,678.1,617.8,646.0,,,,,-396.0,-988.0,,,,,-211.0,,-425.9,-486.2,-458.0,,,,,False,,,,,True,,False,False,False,,,,
01125,6119,7848.0,9953.0,,,,,6356.0,,8611.5,4035.0,10070.0,,5087.9,7721.0,,1729.0,3834.0,,,,,237.0,,2492.5,-2084.0,3951.0,,-1031.1,1602.0,,False,,,,,True,,False,False,False,,True,True,
01127,1632,2676.0,1495.0,,,,,2345.0,,4266.1,1350.7,2459.0,,2150.3,,,1044.0,-137.0,,,,,713.0,,2634.1,-281.3,827.0,,518.3,,,True,,,,,True,,False,True,True,,True,,
01129,397,456.0,13.0,,,,,526.0,,605.2,141.9,588.5,,,,,59.0,-384.0,,,,,129.0,,208.2,-255.1,191.5,,,,,False,,,,,False,,False,False,False,,,,
01131,302,690.0,38.0,,,,,184.0,,499.4,132.8,257.5,,,,,388.0,-264.0,,,,,-118.0,,197.4,-169.2,-44.5,,,,,True,,,,,True,,True,True,True,,,,
01133,703,966.0,434.0,,,,,962.0,,999.9,369.9,694.0,,,,,263.0,-269.0,,,,,259.0,,296.9,-333.1,-9.0,,,,,False,,,,,True,,False,False,True,,,,
02013,32,0.0,0.0,,,,,,,6.7,13.0,24.0,,,,,-32.0,-32.0,,,,,,,-25.3,-19.0,-8.0,,,,,False,,,,,,,True,True,True,,,,
02016,135,276.0,,,,,,,,3199.0,78.5,50.0,,,,,141.0,,,,,,,,3064.0,-56.5,-85.0,,,,,,,,,,,,False,True,True,,,,
02020,4990,11160.0,14051.0,,,,,,,4437.2,5349.7,9723.5,,7645.5,9153.0,,6170.0,9061.0,,,,,,,-552.8,359.7,4733.5,,2655.5,4163.0,,False,,,,,,,True,True,True,,True,True,
02050,1230,1458.0,0.0,,,,,,,519.5,412.4,1043.0,,,,,228.0,-1230.0,,,,,,,-710.5,-817.6,-187.0,,,,,False,,,,,,,False,False,True,,,,
02060,0,0.0,0.0,,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,True,,,,,,,True,True,,,,,
02068,10,48.0,1.0,,,,,,,142.3,13.2,16.0,,,,,38.0,-9.0,,,,,,,132.3,3.2,6.0,,,,,True,,,,,,,False,True,True,,,,
02070,57,12.0,0.0,,,,,,,3.6,8.1,1.0,,,,,-45.0,-57.0,,,,,,,-53.4,-48.9,-56.0,,,,,False,,,,,,,False,False,False,,,,
02090,1535,3102.0,3461.0,,,,,,,3065.8,1273.3,2314.0,,1731.5,,,1567.0,1926.0,,,,,,,1530.8,-261.7,779.0,,196.5,,,False,,,,,,,True,True,True,,True,,
02100,5,12.0,0.0,,,,,,,275.6,1.0,7.0,,,,,7.0,-5.0,,,,,,,270.6,-4.0,2.0,,,,,True,,,,,,,False,True,True,,,,
02105,0,0.0,0.0,,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,True,,,,,,,True,True,,,,,
02110,179,282.0,213.0,,,,,,,164.4,147.3,201.5,,,,,103.0,34.0,,,,,,,-14.6,-31.7,22.5,,,,,True,,,,,,,True,True,True,,,,
02122,678,1566.0,1897.0,,,,,,,886.2,1068.4,1167.0,,624.0,,,888.0,1219.0,,,,,,,208.2,390.4,489.0,,-54.0,,,False,,,,,,,True,True,True,,True,,
02130,52,54.0,0.0,,,,,,,42.2,21.6,30.0,,,,,2.0,-52.0,,,,,,,-9.8,-30.4,-22.0,,,,,False,,,,,,,False,False,False,,,,
02150,362,1374.0,,,,,,,,5153.4,422.3,2975.0,,,,,1012.0,,,,,,,,4791.4,60.3,2613.0,,,,,,,,,,,,False,True,False,,,,
02158,474,876.0,0.0,,,,,,,2391.8,256.0,1251.0,,,,,402.0,-474.0,,,,,,,1917.8,-218.0,777.0,,,,,False,,,,,,,False,True,False,,,,
02164,23,30.0,0.0,,,,,,,10.3,10.9,41.0,,,,,7.0,-23.0,,,,,,,-12.7,-12.1,18.0,,,,,False,,,,,,,False,False,False,,,,
02170,1987,3774.0,5594.0,,,,,,,19609.8,2251.6,1635.5,,2928.6,,,1787.0,3607.0,,,,,,,17622.8,264.6,-351.5,,941.6,,,False,,,,,,,False,True,True,,True,,
02180,54,36.0,0.0,,,,,,,9.7,59.1,10.0,,,,,-18.0,-54.0,,,,,,,-44.3,5.1,-44.0,,,,,False,,,,,,,False,True,False,,,,
02185,336,594.0,0.0,,,,,,,1528.4,271.3,811.0,,,,,258.0,-336.0,,,,,,,1192.4,-64.7,475.0,,,,,False,,,,,,,False,True,False,,,,
02188,175,78.0,0.0,,,,,,,16.8,65.7,42.0,,,,,-97.0,-175.0,,,,,,,-158.2,-109.3,-133.0,,,,,False,,,,,,,False,False,False,,,,
02195,19,18.0,0.0,,,,,,,784.4,0.5,5.0,,,,,-1.0,-19.0,,,,,,,765.4,-18.5,-14.0,,,,,False,,,,,,,False,False,False,,,,
02198,12,36.0,,,,,,,,320.3,23.2,29.0,,,,,24.0,,,,,,,,308.3,11.2,17.0,,,,,,,,,,,,False,True,True,,,,
02220,67,54.0,0.0,,,,,,,31.3,68.6,49.0,,,,,-13.0,-67.0,,,,,,,-35.7,1.6,-18.0,,,,,False,,,,,,,False,True,False,,,,
02230,6,0.0,0.0,,,,,,,0.3,9.7,9.0,,,,,-6.0,-6.0,,,,,,,-5.7,3.7,3.0,,,,,False,,,,,,,True,True,True,,,,
02240,71,180.0,0.0,,,,,,,81.4,43.6,90.0,,,,,109.0,-71.0,,,,,,,10.4,-27.4,19.0,,,,,True,,,,,,,True,True,True,,,,
02261,111,120.0,,,,,,,,81.1,99.2,117.0,,,,,9.0,,,,,,,,-29.9,-11.8,6.0,,,,,,,,,,,,False,False,True,,,,
02275,4,6.0,0.0,,,,,,,678.3,1.2,6.0,,,,,2.0,-4.0,,,,,,,674.3,-2.8,2.0,,,,,False,,,,,,,False,False,False,,,,
02282,13,12.0,0.0,,,,,,,0.1,0.4,17.0,,,,,-1.0,-13.0,,,,,,,-12.9,-12.6,4.0,,,,,False,,,,,,,False,False,False,,,,
02290,73,42.0,,,,,,,,31.5,41.1,8.0,,,,,-31.0,,,,,,,,-41.5,-31.9,-65.0,,,,,,,,,,,,False,False,False,,,,
04001,2488,3534.0,3013.0,,,,,4304.0,,1520.2,2350.2,3672.0,,1654.9,,,1046.0,525.0,,,,,1816.0,,-967.8,-137.8,1184.0,,-833.1,,,True,,,,,False,,True,True,False,,True,,
04003,5031,4818.0,4707.0,,,,,2663.0,,8709.9,4002.9,5496.0,,3667.1,,,-213.0,-324.0,,,,,-2368.0,,3678.9,-1028.1,465.0,,-1363.9,,,False,,,,,False,,False,False,False,,False,,
04005,5658,5298.0,3700.0,,,,,3415.0,,5262.7,3408.1,5836.5,,2183.9,6577.0,,-360.0,-1958.0,,,,,-2243.0,,-395.3,-2249.9,178.5,,-3474.1,919.0,,False,,,,,False,,False,False,True,,False,False,
04007,2113,1974.0,1765.0,,,,,1829.0,,1048.6,1097.1,2271.5,,1410.4,,,-139.0,-348.0,,,,,-284.0,,-1064.4,-1015.9,158.5,,-702.6,,,False,,,,,False,,False,False,False,,False,,
04009,2236,1218.0,956.0,,,,,1324.0,,371.8,765.9,1144.0,,599.3,,,-1018.0,-1280.0,,,,,-912.0,,-1864.2,-1470.1,-1092.0,,-1636.7,,,False,,,,,True,,False,False,False,,False,,
04011,189,204.0,0.0,,,,,254.0,,172.5,68.0,177.5,,,,,15.0,-189.0,,,,,65.0,,-16.5,-121.0,-11.5,,,,,False,,,,,False,,False,False,True,,,,
04012,1069,612.0,992.0,,,,,968.0,,1600.6,392.5,524.0,,,,,-457.0,-77.0,,,,,-101.0,,531.6,-676.5,-545.0,,,,,True,,,,,True,,False,False,False,,,,
04013,194112,147222.0,153771.0,,,,,138956.0,,228984.3,138631.2,214960.0,,115778.7,277399.0,,-46890.0,-40341.0,,,,,-55156.0,,34872.3,-55480.8,20848.0,,-78333.3,83287.0,,True,,,,,False,,True,False,True,,False,False,
04015,9771,7302.0,8462.0,,,,,5775.0,,15892.2,5752.9,8488.0,,5958.4,11827.0,,-2469.0,-1309.0,,,,,-3996.0,,6121.2,-4018.1,-1283.0,,-3812.6,2056.0,,True,,,,,False,,False,False,True,,False,True,
04017,4326,5184.0,801.0,,,,,5786.0,,6542.6,3003.6,6439.0,,4940.6,,,858.0,-3525.0,,,,,1460.0,,2216.6,-1322.4,2113.0,,614.6,,,False,,,,,False,,False,False,False,,True,,
04019,44868,41532.0,55836.0,,,,,34132.0,,64126.8,35131.4,50220.5,,26914.2,104005.0,,-3336.0,10968.0,,,,,-10736.0,,19258.8,-9736.6,5352.5,,-17953.8,59137.0,,False,,,,,False,,False,False,False,,False,False,
04021,18375,15930.0,12624.0,,,,,16643.0,,18109.6,11997.3,18529.5,,11150.1,31607.0,,-2445.0,-5751.0,,,,,-1732.0,,-265.4,-6377.7,154.5,,-7224.9,13232.0,,False,,,,,True,,True,False,True,,False,False,
04023,2417,3102.0,2.0,,,,,1745.0,,3164.9,1404.2,3182.0,,2113.3,,,685.0,-2415.0,,,,,-672.0,,747.9,-1012.8,765.0,,-303.7,,,False,,,,,True,,False,False,False,,True,,
04025,7858,8322.0,7394.0,,,,,5920.0,,10088.1,6013.3,9472.0,,4461.5,16792.0,,464.0,-464.0,,,,,-1938.0,,2230.1,-1844.7,1614.0,,-3396.5,8934.0,,False,,,,,False,,False,False,False,,False,False,
04027,12566,15876.0,3350.0,,,,,8936.0,,19478.6,7884.1,17905.0,,8064.2,14842.0,,3310.0,-9216.0,,,,,-3630.0,,6912.6,-4681.9,5339.0,,-4501.8,2276.0,,False,,,,,False,,False,False,False,,False,True,
05001,584,384.0,235.0,,,,,584.0,,124.3,228.7,325.0,,,,,-200.0,-349.0,,,,,0.0,,-459.7,-355.3,-259.0,,,,,False,,,,,True,,False,False,False,,,,
05003,520,660.0,1468.0,,,,,605.0,,308.7,311.9,620.0,,,,,140.0,948.0,,,,,85.0,,-211.3,-208.1,100.0,,,,,False,,,,,True,,False,False,True,,,,
05005,889,708.0,497.0,,,,,816.0,,258.3,483.4,499.0,,,,,-181.0,-392.0,,,,,-73.0,,-630.7,-405.6,-390.0,,,,,False,,,,,True,,False,False,False,,,,
05007,9833,6468.0,5224.0,,,,,6780.0,,5018.3,5873.0,6895.0,,6944.9,5354.0,,-3365.0,-4609.0,,,,,-3053.0,,-4814.7,-3960.0,-2938.0,,-2888.1,-4479.0,,False,,,,,True,,False,False,True,,True,False,
05009,1001,1014.0,878.0,,,,,814.0,,429.3,529.8,792.5,,,,,13.0,-123.0,,,,,-187.0,,-571.7,-471.2,-208.5,,,,,False,,,,,False,,False,False,False,,,,
05011,526,570.0,115.0,,,,,298.0,,975.5,143.2,784.5,,,,,44.0,-411.0,,,,,-228.0,,449.5,-382.8,258.5,,,,,False,,,,,False,,False,False,False,,,,
05013,139,84.0,43.0,,,,,124.0,,27.8,48.2,64.0,,,,,-55.0,-96.0,,,,,-15.0,,-111.2,-90.8,-75.0,,,,,False,,,,,True,,False,False,False,,,,
05015,732,906.0,771.0,,,,,464.0,,605.1,526.5,799.0,,,,,174.0,39.0,,,,,-268.0,,-126.9,-205.5,67.0,,,,,True,,,,,False,,True,False,True,,,,
05017,234,264.0,80.0,,,,,325.0,,242.0,167.4,324.0,,,,,30.0,-154.0,,,,,91.0,,8.0,-66.6,90.0,,,,,False,,,,,False,,True,False,False,,,,
05019,681,822.0,288.0,,,,,592.0,,990.2,183.0,812.0,,,,,141.0,-393.0,,,,,-89.0,,309.2,-498.0,131.0,,,,,False,,,,,True,,False,False,True,,,,
05021,413,600.0,253.0,,,,,498.0,,480.1,295.4,549.0,,,,,187.0,-160.0,,,,,85.0,,67.1,-117.6,136.0,,,,,True,,,,,True,,True,True,True,,,,
05023,799,462.0,442.0,,,,,670.0,,336.1,119.3,605.0,,,,,-337.0,-357.0,,,,,-129.0,,-462.9,-679.7,-194.0,,,,,False,,,,,True,,False,False,True,,,,
05025,272,342.0,243.0,,,,,194.0,,353.7,66.7,347.0,,,,,70.0,-29.0,,,,,-78.0,,81.7,-205.3,75.0,,,,,True,,,,,False,,False,False,False,,,,
05027,532,798.0,632.0,,,,,670.0,,289.2,505.8,810.0,,,,,266.0,100.0,,,,,138.0,,-242.8,-26.2,278.0,,,,,True,,,,,True,,True,True,False,,,,
05029,973,816.0,847.0,,,,,690.0,,525.6,311.1,857.0,,,,,-157.0,-126.0,,,,,-283.0,,-447.4,-661.9,-116.0,,,,,True,,,,,False,,False,False,True,,,,
05031,3532,3810.0,3762.0,,,,,3945.0,,2857.6,2243.4,4026.0,,2059.1,,,278.0,230.0,,,,,413.0,,-674.4,-1288.6,494.0,,-1472.9,,,True,,,,,False,,False,False,False,,False,,
