,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
01045,1106,1210.0,1116.0,,,,,1052.0,,1896.8,781.9,,1607.0,,,661.0,,,104.0,10.0,,,,,-54.0,,790.8,-324.1,,501.0,,,-445.0,,,True,,,,,True,,False,False,,False,,,False,,
01047,542,535.0,291.0,,,,,798.0,,224.6,453.8,,383.0,,,500.5,,,-7.0,-251.0,,,,,256.0,,-317.4,-88.2,,-159.0,,,-41.5,,,False,,,,,False,,False,False,,False,,,False,,
01049,1511,2875.0,2355.0,,,,,2772.0,,1922.9,1740.4,,2750.5,,,2480.3,,,1364.0,844.0,,,,,1261.0,,411.9,229.4,,1239.5,,,969.3,,,True,,,,,True,,True,True,,True,,,True,,
01051,2711,2815.0,2283.0,,,,,1580.0,,2124.0,1675.1,,3711.5,,,2383.4,,,104.0,-428.0,,,,,-1131.0,,-587.0,-1035.9,,1000.5,,,-327.6,,,False,,,,,False,,False,False,,False,,,False,,
01053,966,605.0,78.0,,,,,892.0,,328.6,539.8,,869.5,,,471.3,,,-361.0,-888.0,,,,,-74.0,,-637.4,-426.2,,-96.5,,,-494.7,,,False,,,,,True,,False,False,,True,,,False,,
01055,3247,4520.0,3469.0,,,,,3330.0,,1429.7,2586.7,,4081.0,,,2791.8,,,1273.0,222.0,,,,,83.0,,-1817.3,-660.3,,834.0,,,-455.2,,,True,,,,,True,,False,True,,True,,,True,,
01057,484,670.0,336.0,,,,,481.0,,225.2,351.9,,657.0,,,,,,186.0,-148.0,,,,,-3.0,,-258.8,-132.1,,173.0,,,,,,True,,,,,True,,False,True,,True,,,,,
01059,730,815.0,227.0,,,,,1224.0,,380.2,452.7,,754.0,,,392.3,,,85.0,-503.0,,,,,494.0,,-349.8,-277.3,,24.0,,,-337.7,,,False,,,,,False,,False,False,,True,,,False,,
01061,619,425.0,324.0,,,,,612.0,,249.6,303.4,,409.0,,,,,,-194.0,-295.0,,,,,-7.0,,-369.4,-315.6,,-210.0,,,,,,False,,,,,True,,False,False,,False,,,,,
01063,196,195.0,5.0,,,,,173.0,,289.5,141.5,,197.5,,,,,,-1.0,-191.0,,,,,-23.0,,93.5,-54.5,,1.5,,,,,,False,,,,,False,,False,False,,False,,,,,
01065,594,690.0,165.0,,,,,366.0,,935.6,280.1,,863.5,,,,,,96.0,-429.0,,,,,-228.0,,341.6,-313.9,,269.5,,,,,,False,,,,,False,,False,False,,False,,,,,
01067,514,485.0,22.0,,,,,345.0,,434.1,232.5,,798.0,,,,,,-29.0,-492.0,,,,,-169.0,,-79.9,-281.5,,284.0,,,,,,False,,,,,False,,False,False,,False,,,,,
01069,2461,2515.0,2397.0,,,,,1964.0,,1337.9,1360.4,,2562.0,,,1524.4,,,54.0,-64.0,,,,,-497.0,,-1123.1,-1100.6,,101.0,,,-936.6,,,False,,,,,False,,False,False,,False,,,False,,
01071,1350,1675.0,835.0,,,,,1976.0,,465.9,1086.1,,1237.0,,,2247.5,,,325.0,-515.0,,,,,626.0,,-884.1,-263.9,,-113.0,,,897.5,,,False,,,,,False,,False,True,,True,,,False,,
01073,19345,24300.0,21891.0,,,,,17851.0,,19446.3,12451.3,,27507.5,,,23716.0,29858.0,,4955.0,2546.0,,,,,-1494.0,,101.3,-6893.7,,8162.5,,,4371.0,10513.0,,True,,,,,True,,True,False,,False,,,True,False,
01075,260,500.0,298.0,,,,,359.0,,653.3,250.3,,470.0,,,,,,240.0,38.0,,,,,99.0,,393.3,-9.7,,210.0,,,,,,True,,,,,True,,False,True,,True,,,,,
01077,2325,2630.0,2122.0,,,,,3033.0,,1119.5,1563.0,,2236.5,,,1578.6,,,305.0,-203.0,,,,,708.0,,-1205.5,-762.0,,-88.5,,,-746.4,,,True,,,,,False,,False,False,,True,,,False,,
01079,794,850.0,712.0,,,,,1264.0,,771.6,468.8,,858.0,,,,,,56.0,-82.0,,,,,470.0,,-22.4,-325.2,,64.0,,,,,,False,,,,,False,,True,False,,False,,,,,
01081,3854,3040.0,3427.0,,,,,2745.0,,4644.8,2338.1,,3809.5,,,1406.4,2932.0,,-814.0,-427.0,,,,,-1109.0,,790.8,-1515.9,,-44.5,,,-2447.6,-922.0,,True,,,,,False,,True,False,,True,,,False,False,
01083,2397,3395.0,2962.0,,,,,2864.0,,2799.7,2040.8,,3887.5,,,2368.2,,,998.0,565.0,,,,,467.0,,402.7,-356.2,,1490.5,,,-28.8,,,True,,,,,True,,True,True,,False,,,True,,
01085,255,190.0,0.0,,,,,139.0,,70.6,124.8,,178.0,,,,,,-65.0,-255.0,,,,,-116.0,,-184.4,-130.2,,-77.0,,,,,,False,,,,,False,,False,False,,False,,,,,
01087,322,295.0,311.0,,,,,278.0,,232.7,209.4,,255.0,,,,,,-27.0,-11.0,,,,,-44.0,,-89.3,-112.6,,-67.0,,,,,,True,,,,,False,,False,False,,False,,,,,
01089,9096,11510.0,13939.0,,,,,9299.0,,8129.7,7522.3,,14149.0,,,8159.7,13624.0,,2414.0,4843.0,,,,,203.0,,-966.3,-1573.7,,5053.0,,,-936.3,4528.0,,False,,,,,True,,True,True,,False,,,True,False,
01091,486,685.0,3.0,,,,,530.0,,3623.8,360.5,,656.5,,,,,,199.0,-483.0,,,,,44.0,,3137.8,-125.5,,170.5,,,,,,False,,,,,True,,False,True,,True,,,,,
01093,690,860.0,750.0,,,,,886.0,,488.3,394.5,,963.0,,,,,,170.0,60.0,,,,,196.0,,-201.7,-295.5,,273.0,,,,,,True,,,,,False,,False,False,,False,,,,,
01095,2096,2940.0,2015.0,,,,,3337.0,,857.7,1881.3,,3111.5,,,1317.2,,,844.0,-81.0,,,,,1241.0,,-1238.3,-214.7,,1015.5,,,-778.8,,,True,,,,,False,,False,True,,False,,,True,,
01097,8211,5950.0,5709.0,,,,,8124.0,,4478.9,4643.0,,7773.5,,,3764.9,15739.0,,-2261.0,-2502.0,,,,,-87.0,,-3732.1,-3568.0,,-437.5,,,-4446.1,7528.0,,False,,,,,True,,False,False,,True,,,False,False,
01099,496,515.0,657.0,,,,,494.0,,336.9,328.2,,887.0,,,,,,19.0,161.0,,,,,-2.0,,-159.1,-167.8,,391.0,,,,,,False,,,,,True,,False,False,,False,,,,,
01101,5178,5120.0,7404.0,,,,,3820.0,,8045.6,2978.1,,6162.0,,,3740.0,6551.0,,-58.0,2226.0,,,,,-1358.0,,2867.6,-2199.9,,984.0,,,-1438.0,1373.0,,False,,,,,False,,False,False,,False,,,False,False,
01103,3318,4415.0,3469.0,,,,,3987.0,,2019.1,2878.6,,4062.0,,,4320.4,,,1097.0,151.0,,,,,669.0,,-1298.9,-439.4,,744.0,,,1002.4,,,True,,,,,True,,False,True,,True,,,True,,
01105,217,240.0,0.0,,,,,185.0,,380.6,127.5,,288.0,,,,,,23.0,-217.0,,,,,-32.0,,163.6,-89.5,,71.0,,,,,,False,,,,,False,,False,False,,False,,,,,
01107,443,775.0,339.0,,,,,530.0,,819.6,277.8,,732.0,,,,,,332.0,-104.0,,,,,87.0,,376.6,-165.2,,289.0,,,,,,True,,,,,True,,False,True,,True,,,,,
01109,811,410.0,320.0,,,,,654.0,,290.6,257.8,,441.5,,,,,,-401.0,-491.0,,,,,-157.0,,-520.4,-553.2,,-369.5,,,,,,False,,,,,True,,False,False,,True,,,,,
01111,289,225.0,166.0,,,,,551.0,,50.6,154.6,,214.0,,,,,,-64.0,-123.0,,,,,262.0,,-238.4,-134.4,,-75.0,,,,,,False,,,,,False,,False,False,,False,,,,,
01113,966,610.0,856.0,,,,,1091.0,,230.9,496.8,,711.5,,,409.3,,,-356.0,-110.0,,,,,125.0,,-735.1,-469.2,,-254.5,,,-556.7,,,True,,,,,True,,False,False,,True,,,False,,
01115,2086,2560.0,2481.0,,,,,2144.0,,1300.0,1251.8,,2730.5,,,2038.8,,,474.0,395.0,,,,,58.0,,-786.0,-834.2,,644.5,,,-47.2,,,True,,,,,True,,False,False,,False,,,True,,
01117,5485,6060.0,5374.0,,,,,4955.0,,3493.7,3398.0,,5257.5,,,6478.4,6014.0,,575.0,-111.0,,,,,-530.0,,-1991.3,-2087.0,,-227.5,,,993.4,529.0,,True,,,,,True,,False,False,,True,,,False,True,
01119,171,395.0,399.0,,,,,264.0,,875.4,248.8,,262.0,,,,,,224.0,228.0,,,,,93.0,,704.4,77.8,,91.0,,,,,,False,,,,,True,,False,True,,True,,,,,
01121,1819,1640.0,359.0,,,,,2145.0,,1036.7,1174.3,,1225.0,,,1447.2,,,-179.0,-1460.0,,,,,326.0,,-782.3,-644.7,,-594.0,,,-371.8,,,False,,,,,False,,False,False,,False,,,False,,
01123,987,585.0,72.0,,,,,863.0,,176.1,475.5,,468.0,,,376.4,,,-402.0,-915.0,,,,,-124.0,,-810.9,-511.5,,-519.0,,,-610.6,,,False,,,,,True,,False,False,,False,,,False,,
01125,4927,5960.0,6521.0,,,,,5331.0,,7180.4,3437.2,,6938.0,,,4560.5,3325.0,,1033.0,1594.0,,,,,404.0,,2253.4,-1489.8,,2011.0,,,-366.5,-1602.0,,False,,,,,True,,False,False,,False,,,True,False,
01127,1329,1515.0,955.0,,,,,2030.0,,997.0,1026.6,,1710.0,,,1844.9,,,186.0,-374.0,,,,,701.0,,-332.0,-302.4,,381.0,,,515.9,,,False,,,,,False,,False,False,,False,,,False,,
01129,331,330.0,6.0,,,,,529.0,,658.3,173.9,,535.0,,,,,,-1.0,-325.0,,,,,198.0,,327.3,-157.1,,204.0,,,,,,False,,,,,False,,False,False,,False,,,,,
01131,269,165.0,36.0,,,,,171.0,,4650.5,195.3,,201.0,,,,,,-104.0,-233.0,,,,,-98.0,,4381.5,-73.7,,-68.0,,,,,,False,,,,,True,,False,True,,True,,,,,
01133,609,470.0,251.0,,,,,820.0,,162.4,397.1,,534.0,,,,,,-139.0,-358.0,,,,,211.0,,-446.6,-211.9,,-75.0,,,,,,False,,,,,False,,False,False,,True,,,,,
02013,32,0.0,0.0,,,,,,,0.1,4.2,,19.0,,,,,,-32.0,-32.0,,,,,,,-31.9,-27.8,,-13.0,,,,,,False,,,,,,,True,True,,True,,,,,
02016,124,55.0,,,,,,,,28.8,332.4,,119.0,,,,,,-69.0,,,,,,,,-95.2,208.4,,-5.0,,,,,,,,,,,,,False,False,,True,,,,,
02020,3514,7380.0,6196.0,,,,,,,3448.8,4110.9,,4949.0,,,8519.9,2692.0,,3866.0,2682.0,,,,,,,-65.2,596.9,,1435.0,,,5005.9,-822.0,,True,,,,,,,True,True,,True,,,False,True,
02050,1095,670.0,0.0,,,,,,,224.2,294.8,,330.0,,,,,,-425.0,-1095.0,,,,,,,-870.8,-800.2,,-765.0,,,,,,False,,,,,,,False,False,,False,,,,,
02060,0,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,True,,,,,,,True,True,,,,,,,
02068,4,30.0,0.0,,,,,,,38.1,21.9,,2.0,,,,,,26.0,-4.0,,,,,,,34.1,17.9,,-2.0,,,,,,True,,,,,,,False,True,,True,,,,,
02070,53,15.0,0.0,,,,,,,17.7,12.0,,29.0,,,,,,-38.0,-53.0,,,,,,,-35.3,-41.0,,-24.0,,,,,,False,,,,,,,True,False,,True,,,,,
02090,1180,1775.0,2004.0,,,,,,,4017.6,1301.8,,1469.0,,,857.3,,,595.0,824.0,,,,,,,2837.6,121.8,,289.0,,,-322.7,,,False,,,,,,,False,True,,True,,,True,,
02100,2,15.0,0.0,,,,,,,39.7,28.0,,5.0,,,,,,13.0,-2.0,,,,,,,37.7,26.0,,3.0,,,,,,True,,,,,,,False,False,,True,,,,,
02105,0,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,True,,,,,,,True,True,,,,,,,
02110,146,165.0,122.0,,,,,,,81.2,166.6,,100.0,,,,,,19.0,-24.0,,,,,,,-64.8,20.6,,-46.0,,,,,,False,,,,,,,False,False,,False,,,,,
02122,430,1240.0,1054.0,,,,,,,250.1,699.9,,706.0,,,457.3,,,810.0,624.0,,,,,,,-179.9,269.9,,276.0,,,27.3,,,True,,,,,,,True,True,,True,,,True,,
02130,44,40.0,0.0,,,,,,,5.2,43.2,,29.0,,,,,,-4.0,-44.0,,,,,,,-38.8,-0.8,,-15.0,,,,,,False,,,,,,,False,True,,False,,,,,
02150,223,695.0,,,,,,,,632.3,390.4,,350.0,,,,,,472.0,,,,,,,,409.3,167.4,,127.0,,,,,,,,,,,,,True,True,,True,,,,,
02158,406,340.0,0.0,,,,,,,2186.8,277.7,,252.0,,,,,,-66.0,-406.0,,,,,,,1780.8,-128.3,,-154.0,,,,,,False,,,,,,,False,False,,False,,,,,
02164,18,20.0,0.0,,,,,,,4.6,17.1,,23.0,,,,,,2.0,-18.0,,,,,,,-13.4,-0.9,,5.0,,,,,,False,,,,,,,False,True,,False,,,,,
02170,1511,2380.0,2837.0,,,,,,,194.0,1510.3,,913.5,,,1577.9,,,869.0,1326.0,,,,,,,-1317.0,-0.7,,-597.5,,,66.9,,,False,,,,,,,False,True,,True,,,True,,
02180,41,65.0,0.0,,,,,,,9.4,45.7,,5.0,,,,,,24.0,-41.0,,,,,,,-31.6,4.7,,-36.0,,,,,,False,,,,,,,False,True,,False,,,,,
02185,230,530.0,0.0,,,,,,,432.2,349.2,,664.0,,,,,,300.0,-230.0,,,,,,,202.2,119.2,,434.0,,,,,,True,,,,,,,True,True,,False,,,,,
02188,171,20.0,0.0,,,,,,,5.0,29.1,,3.0,,,,,,-151.0,-171.0,,,,,,,-166.0,-141.9,,-168.0,,,,,,False,,,,,,,False,True,,False,,,,,
02195,19,0.0,0.0,,,,,,,0.3,6.2,,5.0,,,,,,-19.0,-19.0,,,,,,,-18.7,-12.8,,-14.0,,,,,,False,,,,,,,True,True,,True,,,,,
02198,9,15.0,0.0,,,,,,,2.0,43.7,,8.0,,,,,,6.0,-9.0,,,,,,,-7.0,34.7,,-1.0,,,,,,False,,,,,,,False,False,,True,,,,,
02220,43,120.0,0.0,,,,,,,15.4,61.5,,54.0,,,,,,77.0,-43.0,,,,,,,-27.6,18.5,,11.0,,,,,,True,,,,,,,True,True,,True,,,,,
02230,2,20.0,0.0,,,,,,,555.2,22.5,,5.0,,,,,,18.0,-2.0,,,,,,,553.2,20.5,,3.0,,,,,,True,,,,,,,False,False,,True,,,,,
02240,46,120.0,0.0,,,,,,,27.1,40.9,,39.0,,,,,,74.0,-46.0,,,,,,,-18.9,-5.1,,-7.0,,,,,,True,,,,,,,True,True,,True,,,,,
02261,98,65.0,,,,,,,,22.0,58.4,,15.0,,,,,,-33.0,,,,,,,,-76.0,-39.6,,-83.0,,,,,,,,,,,,,False,False,,False,,,,,
02275,3,5.0,0.0,,,,,,,0.0,31.2,,6.0,,,,,,2.0,-3.0,,,,,,,-3.0,28.2,,3.0,,,,,,False,,,,,,,False,False,,False,,,,,
02282,13,0.0,0.0,,,,,,,6.9,3.2,,10.0,,,,,,-13.0,-13.0,,,,,,,-6.1,-9.8,,-3.0,,,,,,False,,,,,,,True,True,,True,,,,,
02290,56,85.0,,,,,,,,18.9,53.3,,22.0,,,,,,29.0,,,,,,,,-37.1,-2.7,,-34.0,,,,,,,,,,,,,False,True,,False,,,,,
04001,2107,1905.0,2174.0,,,,,2759.0,,2581.9,1805.0,,1536.0,,,551.1,,,-202.0,67.0,,,,,652.0,,474.9,-302.0,,-571.0,,,-1555.9,,,True,,,,,False,,False,False,,False,,,False,,
04003,4098,4665.0,3784.0,,,,,2115.0,,2850.9,4588.5,,4489.0,,,3419.6,,,567.0,-314.0,,,,,-1983.0,,-1247.1,490.5,,391.0,,,-678.4,,,True,,,,,False,,False,True,,True,,,False,,
04005,4770,4440.0,3188.0,,,,,2973.0,,3776.4,3002.5,,4614.0,,,1666.6,4361.0,,-330.0,-1582.0,,,,,-1797.0,,-993.6,-1767.5,,-156.0,,,-3103.4,-409.0,,False,,,,,False,,False,False,,True,,,False,False,
04007,1744,1845.0,1312.0,,,,,1351.0,,1474.1,1190.1,,1650.0,,,1207.6,,,101.0,-432.0,,,,,-393.0,,-269.9,-553.9,,-94.0,,,-536.4,,,False,,,,,False,,False,False,,True,,,False,,
04009,2011,1125.0,750.0,,,,,923.0,,1117.7,619.0,,777.0,,,576.1,,,-886.0,-1261.0,,,,,-1088.0,,-893.3,-1392.0,,-1234.0,,,-1434.9,,,False,,,,,False,,False,False,,False,,,False,,
04011,155,170.0,0.0,,,,,186.0,,44.4,111.1,,102.0,,,,,,15.0,-155.0,,,,,31.0,,-110.6,-43.9,,-53.0,,,,,,False,,,,,False,,False,False,,False,,,,,
04012,982,435.0,578.0,,,,,984.0,,489.4,508.7,,337.0,,,,,,-547.0,-404.0,,,,,2.0,,-492.6,-473.3,,-645.0,,,,,,True,,,,,True,,True,True,,False,,,,,
04013,167360,133760.0,136015.0,,,,,122636.0,,176269.5,151865.7,,115214.5,,,96288.8,126930.0,,-33600.0,-31345.0,,,,,-44724.0,,8909.5,-15494.3,,-52145.5,,,-71071.2,-40430.0,,True,,,,,False,,True,True,,False,,,False,False,
04015,8337,7170.0,7464.0,,,,,4959.0,,7624.4,6523.5,,7891.0,,,5464.2,9913.0,,-1167.0,-873.0,,,,,-3378.0,,-712.6,-1813.5,,-446.0,,,-2872.8,1576.0,,True,,,,,False,,True,False,,True,,,False,False,
04017,3700,3130.0,614.0,,,,,4231.0,,4006.0,3141.6,,2965.0,,,2872.0,,,-570.0,-3086.0,,,,,531.0,,306.0,-558.4,,-735.0,,,-828.0,,,False,,,,,True,,True,True,,False,,,False,,
04019,37674,35970.0,40757.0,,,,,29826.0,,52656.6,31928.9,,37502.0,,,22975.7,49772.0,,-1704.0,3083.0,,,,,-7848.0,,14982.6,-5745.1,,-172.0,,,-14698.3,12098.0,,False,,,,,False,,False,False,,True,,,False,False,
04021,15983,11960.0,8941.0,,,,,15186.0,,21490.5,10555.3,,8841.0,,,7765.8,11551.0,,-4023.0,-7042.0,,,,,-797.0,,5507.5,-5427.7,,-7142.0,,,-8217.2,-4432.0,,False,,,,,True,,False,False,,False,,,False,False,
04023,1943,2370.0,0.0,,,,,1540.0,,1191.3,1599.4,,1606.0,,,1116.0,,,427.0,-1943.0,,,,,-403.0,,-751.7,-343.6,,-337.0,,,-827.0,,,False,,,,,True,,False,True,,True,,,False,,
04025,6464,6970.0,6296.0,,,,,5460.0,,5001.9,6588.7,,6987.0,,,3344.2,10164.0,,506.0,-168.0,,,,,-1004.0,,-1462.1,124.7,,523.0,,,-3119.8,3700.0,,True,,,,,False,,False,True,,False,,,False,False,
04027,9799,12300.0,4528.0,,,,,10971.0,,23691.6,7928.1,,12829.0,,,4771.1,15302.0,,2501.0,-5271.0,,,,,1172.0,,13892.6,-1870.9,,3030.0,,,-5027.9,5503.0,,False,,,,,True,,False,True,,False,,,False,False,
05001,498,430.0,233.0,,,,,527.0,,234.2,258.6,,364.0,,,,,,-68.0,-265.0,,,,,29.0,,-263.8,-239.4,,-134.0,,,,,,False,,,,,True,,False,False,,False,,,,,
05003,422,490.0,1085.0,,,,,542.0,,352.9,301.3,,449.0,,,,,,68.0,663.0,,,,,120.0,,-69.1,-120.7,,27.0,,,,,,False,,,,,False,,False,False,,True,,,,,
05005,727,810.0,537.0,,,,,815.0,,369.2,484.2,,879.0,,,,,,83.0,-190.0,,,,,88.0,,-357.8,-242.8,,152.0,,,,,,False,,,,,False,,False,False,,False,,,,,
05007,8517,6580.0,5987.0,,,,,6095.0,,3421.7,4650.1,,6746.0,,,6831.2,5362.0,,-1937.0,-2530.0,,,,,-2422.0,,-5095.3,-3866.9,,-1771.0,,,-1685.8,-3155.0,,False,,,,,False,,False,False,,True,,,True,False,
05009,843,790.0,624.0,,,,,772.0,,248.4,577.7,,644.0,,,,,,-53.0,-219.0,,,,,-71.0,,-594.6,-265.3,,-199.0,,,,,,False,,,,,False,,False,False,,False,,,,,
05011,399,635.0,277.0,,,,,272.0,,498.2,337.9,,674.0,,,,,,236.0,-122.0,,,,,-127.0,,99.2,-61.1,,275.0,,,,,,True,,,,,True,,True,True,,False,,,,,
05013,120,95.0,34.0,,,,,111.0,,27.9,69.8,,77.0,,,,,,-25.0,-86.0,,,,,-9.0,,-92.1,-50.2,,-43.0,,,,,,False,,,,,True,,False,False,,False,,,,,
