,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
01085,102,180.0,,170.2,,163.0,163.0,,,,,138.6,154.8,,,61.0,174.2,50.4,,,199.0,146.9,,,204.0,155.0,76.5,,,,,,,214.5,,,,195.3,115.1,78.0,,68.2,,61.0,61.0,,,,,36.6,52.8,,,-41.0,72.2,-51.6,,,97.0,44.9,,,102.0,53.0,-25.5,,,,,,,112.5,,,,93.3,13.1,,True,,True,True,,,,,True,True,,,True,True,True,,,False,True,,,False,True,True,,,,,,,False,,,,False,True
01087,137,142.0,,141.3,,138.0,145.0,,,,,158.9,159.4,,,121.0,70.0,81.1,,,125.0,152.6,,,142.0,172.0,121.8,,,,,,,223.7,,,,226.9,82.2,5.0,,4.3,,1.0,8.0,,,,,21.9,22.4,,,-16.0,-67.0,-55.9,,,-12.0,15.6,,,5.0,35.0,-15.2,,,,,,,86.7,,,,89.9,-54.8,,True,,True,False,,,,,False,False,,,False,False,False,,,False,False,,,False,False,False,,,,,,,False,,,,False,False
01089,2939,4208.0,,4274.8,3515.1,4191.0,4910.0,,,,,4207.5,5114.0,,4774.5,4108.0,3537.8,2329.3,2787.0,,3888.5,4587.6,,,4968.0,4268.0,4036.2,,,,,,3090.8,3546.3,3988.0,,,5345.4,3022.4,1269.0,,1335.8,576.1,1252.0,1971.0,,,,,1268.5,2175.0,,1835.5,1169.0,598.8,-609.7,-152.0,,949.5,1648.6,,,2029.0,1329.0,1097.2,,,,,,151.8,607.3,1049.0,,,2406.4,83.4,,False,True,True,False,,,,,True,False,,False,True,True,True,True,,True,False,,,False,False,True,,,,,,True,True,True,,,False,True
01091,148,226.0,,209.3,,187.0,165.0,,,,,303.3,291.0,,,196.0,57.2,123.1,,,147.0,234.8,,,248.0,233.0,152.3,,,,,,,233.5,,,,188.0,177.4,78.0,,61.3,,39.0,17.0,,,,,155.3,143.0,,,48.0,-90.8,-24.9,,,-1.0,86.8,,,100.0,85.0,4.3,,,,,,,85.5,,,,40.0,29.4,,True,,True,True,,,,,False,False,,,True,False,True,,,True,False,,,False,False,True,,,,,,,False,,,,True,True
01093,227,340.0,,339.4,,339.0,417.0,,,,,380.8,386.4,,,365.0,262.9,191.4,259.0,,296.0,345.6,,,385.0,353.0,324.7,,,,,,253.6,319.8,,,,523.5,217.5,113.0,,112.4,,112.0,190.0,,,,,153.8,159.4,,,138.0,35.9,-35.6,32.0,,69.0,118.6,,,158.0,126.0,97.7,,,,,,26.6,92.8,,,,296.5,-9.5,,True,,True,False,,,,,False,False,,,False,True,True,True,,True,False,,,False,False,True,,,,,,True,True,,,,False,True
01095,601,1052.0,,1071.2,,1030.0,1244.0,,,,,1378.7,1385.8,,1036.6,1368.0,603.8,575.2,601.0,,624.0,1090.9,,,1083.0,1154.0,896.8,,,,,,757.3,861.0,,,,1085.6,630.5,451.0,,470.2,,429.0,643.0,,,,,777.7,784.8,,435.6,767.0,2.8,-25.8,0.0,,23.0,489.9,,,482.0,553.0,295.8,,,,,,156.3,260.0,,,,484.6,29.5,,False,,True,False,,,,,False,False,,True,False,True,True,True,,True,False,,,False,False,True,,,,,,True,True,,,,False,True
01097,3169,3670.0,,3634.7,4430.8,3851.0,2860.0,,,,,4152.8,4091.3,,4706.2,4061.0,4110.2,2886.7,2723.0,,4240.0,4792.2,,,4490.0,4382.0,3287.4,,,,,,2892.4,3278.3,2743.0,,,5110.4,2930.0,501.0,,465.7,1261.8,682.0,-309.0,,,,,983.8,922.3,,1537.2,892.0,941.2,-282.3,-446.0,,1071.0,1623.2,,,1321.0,1213.0,118.4,,,,,,-276.6,109.3,-426.0,,,1941.4,-239.0,,True,False,False,True,,,,,False,False,,False,False,False,True,True,,False,False,,,False,False,True,,,,,,True,True,True,,,False,True
01099,142,294.0,,307.4,,275.0,341.0,,,,,252.9,293.0,,,191.0,277.0,145.0,,,237.0,266.7,,,389.0,306.0,175.4,,,,,,,237.1,,,,585.4,174.4,152.0,,165.4,,133.0,199.0,,,,,110.9,151.0,,,49.0,135.0,3.0,,,95.0,124.7,,,247.0,164.0,33.4,,,,,,,95.1,,,,443.4,32.4,,False,,True,False,,,,,True,True,,,True,True,True,,,True,True,,,False,False,True,,,,,,,True,,,,False,True
01101,1957,3166.0,,3246.5,,3024.0,3875.0,,,,,2852.8,3028.4,,3803.3,2065.0,2080.4,1065.8,2029.5,,2839.0,3023.7,,,3411.0,3294.0,2196.8,,,,,,2518.8,3581.6,3870.0,,,4661.4,2182.5,1209.0,,1289.5,,1067.0,1918.0,,,,,895.8,1071.4,,1846.3,108.0,123.4,-891.2,72.5,,882.0,1066.7,,,1454.0,1337.0,239.8,,,,,,561.8,1624.6,1913.0,,,2704.4,225.5,,False,,True,False,,,,,True,True,,False,True,True,True,True,,True,True,,,False,False,True,,,,,,True,False,False,,,False,True
01103,960,1444.0,,1423.1,,1423.0,1627.0,,,,,1781.7,1955.1,,,1718.0,933.0,851.4,1040.5,,1127.0,1594.5,,,1538.0,1505.0,1576.9,,,,,,990.5,1213.5,,,,1522.5,1004.9,484.0,,463.1,,463.0,667.0,,,,,821.7,995.1,,,758.0,-27.0,-108.6,80.5,,167.0,634.5,,,578.0,545.0,616.9,,,,,,30.5,253.5,,,,562.5,44.9,,True,,True,False,,,,,False,False,,,False,True,True,True,,True,False,,,False,False,False,,,,,,True,True,,,,False,True
01105,78,84.0,,88.0,,90.0,102.0,,,,,144.9,119.2,,,77.0,95.2,52.2,,,77.0,93.1,,,119.0,102.0,71.8,,,,,,,137.9,,,,105.0,86.6,6.0,,10.0,,12.0,24.0,,,,,66.9,41.2,,,-1.0,17.2,-25.8,,,-1.0,15.1,,,41.0,24.0,-6.2,,,,,,,59.9,,,,27.0,8.6,,False,,False,False,,,,,False,False,,,True,False,False,,,True,False,,,False,False,False,,,,,,,False,,,,False,False
01107,120,228.0,,220.6,,217.0,191.0,,,,,265.8,287.1,,,217.0,124.4,121.8,,,167.0,223.4,,,238.0,244.0,209.9,,,,,,,227.7,,,,298.5,155.0,108.0,,100.6,,97.0,71.0,,,,,145.8,167.1,,,97.0,4.4,1.8,,,47.0,103.4,,,118.0,124.0,89.9,,,,,,,107.7,,,,178.5,35.0,,True,,True,True,,,,,False,False,,,True,True,True,,,True,True,,,False,False,True,,,,,,,True,,,,False,True
01109,296,584.0,,594.4,,434.0,1030.0,,,,,358.0,575.7,,,303.0,373.4,154.0,357.5,,396.0,534.0,,,687.0,535.0,549.2,,,,,,463.7,609.2,,,,931.5,345.6,288.0,,298.4,,138.0,734.0,,,,,62.0,279.7,,,7.0,77.4,-142.0,61.5,,100.0,238.0,,,391.0,239.0,253.2,,,,,,167.7,313.2,,,,635.5,49.6,,False,,True,False,,,,,True,True,,,True,True,True,True,,True,True,,,False,True,True,,,,,,True,False,,,,False,True
01111,121,134.0,,134.0,,157.0,172.0,,,,,186.2,162.4,,,241.0,167.6,80.4,,,137.0,164.5,,,147.0,194.0,123.2,,,,,,,211.5,,,,252.4,85.3,13.0,,13.0,,36.0,51.0,,,,,65.2,41.4,,,120.0,46.6,-40.6,,,16.0,43.5,,,26.0,73.0,2.2,,,,,,,90.5,,,,131.4,-35.7,,True,,False,False,,,,,False,False,,,False,False,False,,,False,False,,,False,False,True,,,,,,,False,,,,False,False
01113,490,420.0,,415.5,,433.0,566.0,,,,,490.3,491.3,,,499.0,538.6,285.1,308.5,,417.0,436.9,,,525.0,525.0,498.5,,,,,,382.5,521.2,,,,535.2,288.1,-70.0,,-74.5,,-57.0,76.0,,,,,0.3,1.3,,,9.0,48.6,-204.9,-181.5,,-73.0,-53.1,,,35.0,35.0,8.5,,,,,,-107.5,31.2,,,,45.2,-201.9,,False,,True,False,,,,,True,True,,,True,True,False,False,,False,True,,,True,True,True,,,,,,False,True,,,,True,False
01115,641,916.0,,912.5,,893.0,1313.0,,,,,1117.8,1305.6,,,920.0,810.9,604.7,590.5,,730.5,1019.5,,,1087.0,1016.0,950.1,,,,,,519.6,876.5,,,,1028.1,607.0,275.0,,271.5,,252.0,672.0,,,,,476.8,664.6,,,279.0,169.9,-36.3,-50.5,,89.5,378.5,,,446.0,375.0,309.1,,,,,,-121.4,235.5,,,,387.1,-34.0,,True,,True,False,,,,,False,False,,,False,True,True,True,,True,False,,,False,False,False,,,,,,True,True,,,,False,True
01117,1799,2830.0,,2910.0,,2549.0,2786.0,,,,,2686.3,3158.9,,2819.6,2468.0,1892.4,1291.9,2082.5,,2175.0,2722.1,,,2912.0,2775.0,2207.9,,,,,,1884.3,2592.1,2537.0,,,3699.6,1620.6,1031.0,,1111.0,,750.0,987.0,,,,,887.3,1359.9,,1020.6,669.0,93.4,-507.1,283.5,,376.0,923.1,,,1113.0,976.0,408.9,,,,,,85.3,793.1,738.0,,,1900.6,-178.4,,False,,True,True,,,,,True,False,,True,True,True,True,True,,True,True,,,False,True,True,,,,,,True,True,True,,,False,True
01119,22,48.0,,49.6,,50.0,28.0,,,,,136.0,82.1,,,89.0,37.2,97.8,,,20.0,55.5,,,75.0,97.0,125.5,,,,,,,90.2,,,,23.0,61.7,26.0,,27.6,,28.0,6.0,,,,,114.0,60.1,,,67.0,15.2,75.8,,,-2.0,33.5,,,53.0,75.0,103.5,,,,,,,68.2,,,,1.0,39.7,,False,,False,True,,,,,False,False,,,False,True,False,,,True,False,,,False,False,False,,,,,,,False,,,,True,False
01121,679,1024.0,,997.5,,938.0,884.0,,,,,870.2,1140.2,,,942.0,750.8,431.5,579.5,,1342.0,953.7,,,1104.0,1028.0,766.5,,,,,,922.0,855.4,,,,1011.3,589.1,345.0,,318.5,,259.0,205.0,,,,,191.2,461.2,,,263.0,71.8,-247.5,-99.5,,663.0,274.7,,,425.0,349.0,87.5,,,,,,243.0,176.4,,,,332.3,-89.9,,True,,True,True,,,,,True,False,,,True,True,True,True,,False,True,,,False,False,True,,,,,,True,True,,,,True,True
01123,610,290.0,,298.5,,251.0,182.0,,,,,362.0,324.8,,,391.0,176.4,170.3,216.0,,235.5,285.8,,,261.0,358.0,256.0,,,,,,209.3,323.4,,,,275.1,191.3,-320.0,,-311.5,,-359.0,-428.0,,,,,-248.0,-285.2,,,-219.0,-433.6,-439.7,-394.0,,-374.5,-324.2,,,-349.0,-252.0,-354.0,,,,,,-400.7,-286.6,,,,-334.9,-418.7,,True,,False,False,,,,,True,True,,,True,False,False,False,,False,False,,,False,True,False,,,,,,False,True,,,,False,False
01125,1430,2230.0,,2273.3,,2287.0,4156.0,,,,,2877.4,2881.5,,2318.4,2418.0,1871.2,1434.0,1426.0,,1973.5,2296.7,,,1792.0,2523.0,2210.0,,,,,,1713.9,1877.7,4027.0,,,2759.7,1906.8,800.0,,843.3,,857.0,2726.0,,,,,1447.4,1451.5,,888.4,988.0,441.2,4.0,-4.0,,543.5,866.7,,,362.0,1093.0,780.0,,,,,,283.9,447.7,2597.0,,,1329.7,476.8,,False,,False,False,,,,,False,False,,False,False,True,True,True,,True,False,,,True,False,True,,,,,,True,True,False,,,False,True
01127,314,714.0,,720.2,,690.0,1080.0,,,,,848.2,956.5,,,879.0,487.2,385.6,319.5,,628.0,729.3,,,710.0,785.0,657.3,,,,,,611.3,594.2,,,,535.6,458.8,400.0,,406.2,,376.0,766.0,,,,,534.2,642.5,,,565.0,173.2,71.6,5.5,,314.0,415.3,,,396.0,471.0,343.3,,,,,,297.3,280.2,,,,221.6,144.8,,False,,True,False,,,,,False,False,,,False,True,True,True,,True,False,,,True,False,True,,,,,,True,True,,,,True,True
01129,105,202.0,,203.0,,191.0,179.0,,,,,188.4,202.5,,,202.0,128.3,71.2,,,146.0,194.7,,,242.0,199.0,133.0,,,,,,,258.4,,,,201.3,143.7,97.0,,98.0,,86.0,74.0,,,,,83.4,97.5,,,97.0,23.3,-33.8,,,41.0,89.7,,,137.0,94.0,28.0,,,,,,,153.4,,,,96.3,38.7,,False,,True,True,,,,,True,False,,,False,True,True,,,True,True,,,False,True,True,,,,,,,False,,,,True,True
01131,115,140.0,,154.1,,129.0,174.0,,,,,142.3,181.5,,,62.0,72.2,63.2,,,132.0,161.5,,,187.0,132.0,79.9,,,,,,,138.1,,,,85.8,74.8,25.0,,39.1,,14.0,59.0,,,,,27.3,66.5,,,-53.0,-42.8,-51.8,,,17.0,46.5,,,72.0,17.0,-35.1,,,,,,,23.1,,,,-29.2,-40.2,,False,,True,False,,,,,False,False,,,False,False,False,,,True,False,,,False,True,False,,,,,,,True,,,,False,False
01133,158,308.0,,314.0,,298.0,349.0,,,,,332.2,401.2,,,339.0,168.9,160.9,,,218.0,306.3,,,336.0,307.0,253.8,,,,,,247.8,322.0,,,,352.4,163.9,150.0,,156.0,,140.0,191.0,,,,,174.2,243.2,,,181.0,10.9,2.9,,,60.0,148.3,,,178.0,149.0,95.8,,,,,,89.8,164.0,,,,194.4,5.9,,False,,True,False,,,,,False,False,,,False,True,True,,,True,True,,,False,True,True,,,,,,True,False,,,,False,True
02013,32,0.0,,0.2,,0.0,0.0,,,,,2.9,5.6,,,,0.6,0.2,,,0.0,0.1,,,0.0,9.0,0.5,,,,,,,,,,,1.4,,-32.0,,-31.8,,-32.0,-32.0,,,,,-29.1,-26.4,,,,-31.4,-31.8,,,-32.0,-31.9,,,-32.0,-23.0,-31.5,,,,,,,,,,,-30.6,,,True,,False,False,,,,,True,True,,,,True,True,,,False,True,,,False,True,True,,,,,,,,,,,True,
02016,69,38.0,,31.2,,32.0,,,,,,55.2,67.4,,,,83.4,67.1,,,20.0,29.6,,,57.0,39.0,10.3,,,,,,,70.1,,,,15.9,,-31.0,,-37.8,,-37.0,,,,,,-13.8,-1.6,,,,14.4,-1.9,,,-49.0,-39.4,,,-12.0,-30.0,-58.7,,,,,,,1.1,,,,-53.1,,,False,,False,,,,,,True,True,,,,True,True,,,False,False,,,True,True,False,,,,,,,True,,,,False,
02020,1046,1522.0,,1402.9,1637.3,1546.0,1604.0,,,,,1895.6,1944.6,,1321.8,,1526.2,897.3,1353.5,,1472.0,1705.4,,,1542.0,1745.0,2026.7,,,,,,2111.8,2080.5,1236.0,,,2148.7,,476.0,,356.9,591.3,500.0,558.0,,,,,849.6,898.6,,275.8,,480.2,-148.7,307.5,,426.0,659.4,,,496.0,699.0,980.7,,,,,,1065.8,1034.5,190.0,,,1102.7,,,True,False,False,False,,,,,False,False,,True,,False,True,True,,True,False,,,False,False,False,,,,,,False,False,True,,,False,
02050,371,476.0,,439.5,,366.0,0.0,,,,,277.4,383.3,,,,3839.0,217.4,,,51.0,302.1,,,636.0,341.0,581.1,,,,,,,427.2,,,,584.1,,105.0,,68.5,,-5.0,-371.0,,,,,-93.6,12.3,,,,3468.0,-153.6,,,-320.0,-68.9,,,265.0,-30.0,210.1,,,,,,,56.2,,,,213.1,,,True,,True,False,,,,,True,True,,,,False,False,,,False,True,,,False,True,False,,,,,,,True,,,,False,
02060,0,0.0,,0.0,,0.0,0.0,,,,,6.4,0.8,,,,0.1,0.0,,,,0.0,,,0.0,2.0,0.1,,,,,,,,,,,2.0,,0.0,,0.0,,0.0,0.0,,,,,6.4,0.8,,,,0.1,0.0,,,,0.0,,,0.0,2.0,0.1,,,,,,,,,,,2.0,,,True,,True,True,,,,,False,False,,,,False,True,,,,False,,,True,False,False,,,,,,,,,,,False,
02068,4,0.0,,0.2,,0.0,0.0,,,,,3.8,7.1,,,,0.0,2.3,,,5.0,1.4,,,0.0,5.0,,,,,,,,41.3,,,,0.7,,-4.0,,-3.8,,-4.0,-4.0,,,,,-0.2,3.1,,,,-4.0,-1.7,,,1.0,-2.6,,,-4.0,1.0,,,,,,,,37.3,,,,-3.3,,,True,,False,False,,,,,True,True,,,,True,True,,,True,True,,,False,True,,,,,,,,False,,,,True,
02070,16,44.0,,43.8,,25.0,,,,,,13.4,50.8,,,,78.1,10.1,,,10.0,23.0,,,59.0,37.0,9.1,,,,,,,126.1,,,,26.7,,28.0,,27.8,,9.0,,,,,,-2.6,34.8,,,,62.1,-5.9,,,-6.0,7.0,,,43.0,21.0,-6.9,,,,,,,110.1,,,,10.7,,,True,,True,,,,,,True,False,,,,False,True,,,True,True,,,False,True,True,,,,,,,False,,,,True,
02090,440,588.0,,602.2,,588.0,,,,,,522.1,777.9,,,,655.7,276.6,419.0,,517.0,631.6,,,679.0,608.0,445.3,,,,,,542.4,653.6,,,,652.0,,148.0,,162.2,,148.0,,,,,,82.1,337.9,,,,215.7,-163.4,-21.0,,77.0,191.6,,,239.0,168.0,5.3,,,,,,102.4,213.6,,,,212.0,,,False,,False,,,,,,True,False,,,,False,False,True,,True,False,,,False,False,True,,,,,,True,False,,,,False,
02100,1,2.0,,1.1,,2.0,0.0,,,,,0.6,3.9,,,,9.5,3.3,,,2.0,0.3,,,1.0,8.0,4.3,,,,,,,,,,,1.7,,1.0,,0.1,,1.0,-1.0,,,,,-0.4,2.9,,,,8.5,2.3,,,1.0,-0.7,,,0.0,7.0,3.3,,,,,,,,,,,0.7,,,True,,False,False,,,,,True,False,,,,False,False,,,False,True,,,True,False,False,,,,,,,,,,,True,
02105,0,0.0,,0.0,,0.0,0.0,,,,,,2.0,,,,0.4,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,2.0,,,,0.4,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,True,,True,True,,,,,,False,,,,False,True,,,,False,,,True,,,,,,,,,,,,,,
02110,60,26.0,,31.7,,38.0,19.0,,,,,104.2,87.0,,,,51.6,65.6,42.0,,2.0,42.1,,,41.0,60.0,74.8,,,,,,,,,,,28.9,,-34.0,,-28.3,,-22.0,-41.0,,,,,44.2,27.0,,,,-8.4,5.6,-18.0,,-58.0,-17.9,,,-19.0,0.0,14.8,,,,,,,,,,,-31.1,,,True,,True,False,,,,,False,True,,,,True,True,True,,False,True,,,True,True,True,,,,,,,,,,,True,
02122,134,188.0,,171.9,,182.0,150.0,,,,,356.6,348.2,,,,63.9,149.1,,,494.0,206.3,,,169.0,274.0,177.2,,,,,,135.1,276.0,,,,106.9,,54.0,,37.9,,48.0,16.0,,,,,222.6,214.2,,,,-70.1,15.1,,,360.0,72.3,,,35.0,140.0,43.2,,,,,,1.1,142.0,,,,-27.1,,,True,,True,True,,,,,False,False,,,,False,True,,,False,False,,,True,False,True,,,,,,True,False,,,,True,
02130,16,26.0,,25.6,,27.0,,,,,,26.4,41.5,,,,151.5,10.0,,,28.0,26.5,,,32.0,40.0,,,,,,,,,,,,26.8,,10.0,,9.6,,11.0,,,,,,10.4,25.5,,,,135.5,-6.0,,,12.0,10.5,,,16.0,24.0,,,,,,,,,,,,10.8,,,True,,False,,,,,,False,False,,,,False,True,,,False,False,,,False,False,,,,,,,,,,,,False,
02150,61,70.0,,63.6,,74.0,,,,,,137.3,119.1,,,,26.9,68.4,,,21.0,87.0,,,89.0,78.0,180.2,,,,,,,121.8,,,,117.5,,9.0,,2.6,,13.0,,,,,,76.3,58.1,,,,-34.1,7.4,,,-40.0,26.0,,,28.0,17.0,119.2,,,,,,,60.8,,,,56.5,,,True,,False,,,,,,False,False,,,,False,True,,,False,False,,,False,False,False,,,,,,,False,,,,False,
02158,155,166.0,,199.0,,126.0,,,,,,,153.1,,,,2596.9,131.0,,,16.0,73.8,,,294.0,,,,,,,,,,,,,,,11.0,,44.0,,-29.0,,,,,,,-1.9,,,,2441.9,-24.0,,,-139.0,-81.2,,,139.0,,,,,,,,,,,,,,,,False,,False,,,,,,,True,,,,False,False,,,False,False,,,False,,,,,,,,,,,,,,
02164,10,6.0,,5.9,,4.0,0.0,,,,,0.0,22.3,,,,21.1,3.5,,,3.0,,,,8.0,9.0,5.1,,,,,,,48.0,,,,4.7,,-4.0,,-4.1,,-6.0,-10.0,,,,,-10.0,12.3,,,,11.1,-6.5,,,-7.0,,,,-2.0,-1.0,-4.9,,,,,,,38.0,,,,-5.3,,,False,,False,False,,,,,False,False,,,,False,False,,,False,,,,True,True,False,,,,,,,False,,,,False,
02170,482,738.0,,725.9,,687.0,659.0,,,,,724.0,885.3,,,,791.4,302.0,487.0,,580.0,814.1,,,847.0,672.0,807.4,,,,,,720.9,720.9,,,,529.8,,256.0,,243.9,,205.0,177.0,,,,,242.0,403.3,,,,309.4,-180.0,5.0,,98.0,332.1,,,365.0,190.0,325.4,,,,,,238.9,238.9,,,,47.8,,,True,,True,True,,,,,True,False,,,,False,True,True,,True,False,,,False,True,False,,,,,,True,True,,,,True,
02180,22,8.0,,6.7,,8.0,0.0,,,,,21.2,41.5,,,,29.0,11.7,,,0.0,7.4,,,17.0,33.0,22.0,,,,,,,59.5,,,,13.1,,-14.0,,-15.3,,-14.0,-22.0,,,,,-0.8,19.5,,,,7.0,-10.3,,,-22.0,-14.6,,,-5.0,11.0,-0.0,,,,,,,37.5,,,,-8.9,,,False,,False,False,,,,,True,False,,,,True,True,,,False,False,,,True,True,True,,,,,,,False,,,,True,
02185,121,72.0,,62.0,,68.0,0.0,,,,,92.5,107.2,,,,40.1,47.5,,,71.0,90.3,,,69.0,64.0,122.3,,,,,,,125.9,,,,116.7,,-49.0,,-59.0,,-53.0,-121.0,,,,,-28.5,-13.8,,,,-80.9,-73.5,,,-50.0,-30.7,,,-52.0,-57.0,1.3,,,,,,,4.9,,,,-4.3,,,False,,False,False,,,,,True,True,,,,False,False,,,False,True,,,False,False,True,,,,,,,True,,,,True,
02188,79,148.0,,141.2,,92.0,,,,,,40.5,228.7,,,,24.3,12.7,,,124.0,93.0,,,159.0,94.0,41.3,,,,,,,209.7,,,,122.3,,69.0,,62.2,,13.0,,,,,,-38.5,149.7,,,,-54.7,-66.3,,,45.0,14.0,,,80.0,15.0,-37.7,,,,,,,130.7,,,,43.3,,,True,,True,,,,,,True,False,,,,True,True,,,True,True,,,False,True,True,,,,,,,False,,,,True,
02195,9,14.0,,13.8,,10.0,,,,,,2.6,9.4,,,,350.9,2.0,,,4.0,5.5,,,,14.0,,,,,,,,,,,,,,5.0,,4.8,,1.0,,,,,,-6.4,0.4,,,,341.9,-7.0,,,-5.0,-3.5,,,,5.0,,,,,,,,,,,,,,,True,,True,,,,,,False,True,,,,False,False,,,False,True,,,,False,,,,,,,,,,,,,
02198,1,4.0,,3.8,,3.0,0.0,,,,,8.6,8.1,,,,2.7,7.2,,,6.0,1.5,,,4.0,,,,,,,,,,,,,,,3.0,,2.8,,2.0,-1.0,,,,,7.6,7.1,,,,1.7,6.2,,,5.0,0.5,,,3.0,,,,,,,,,,,,,,,,True,,True,True,,,,,False,False,,,,True,False,,,False,True,,,False,,,,,,,,,,,,,,
02220,21,16.0,,16.2,,11.0,0.0,,,,,25.3,48.3,,,,0.4,9.4,,,1.0,14.3,,,,31.0,12.3,,,,,,,,,,,10.4,,-5.0,,-4.8,,-10.0,-21.0,,,,,4.3,27.3,,,,-20.6,-11.6,,,-20.0,-6.7,,,,10.0,-8.7,,,,,,,,,,,-10.6,,,True,,False,False,,,,,True,False,,,,False,False,,,False,False,,,,False,False,,,,,,,,,,,False,
02230,0,0.0,,0.0,,0.0,0.0,,,,,1.5,2.6,,,,0.0,3.1,,,2.0,0.0,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,1.5,2.6,,,,0.0,3.1,,,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,True,,True,True,,,,,False,False,,,,False,False,,,False,False,,,True,,,,,,,,,,,,,,
02240,12,14.0,,13.1,,13.0,,,,,,30.2,38.4,,,,2.2,9.5,,,0.0,13.1,,,18.0,27.0,17.8,,,,,,,56.8,,,,19.4,,2.0,,1.1,,1.0,,,,,,18.2,26.4,,,,-9.8,-2.5,,,-12.0,1.1,,,6.0,15.0,5.8,,,,,,,44.8,,,,7.4,,,True,,True,,,,,,False,False,,,,False,False,,,False,True,,,False,False,False,,,,,,,False,,,,False,
02261,31,38.0,,39.4,,42.0,,,,,,40.3,58.6,,,,136.2,36.3,,,18.0,46.9,,,77.0,49.0,44.7,,,,,,,92.4,,,,43.8,,7.0,,8.4,,11.0,,,,,,9.3,27.6,,,,105.2,5.3,,,-13.0,15.9,,,46.0,18.0,13.7,,,,,,,61.4,,,,12.8,,,False,,False,,,,,,False,False,,,,False,True,,,False,False,,,False,False,False,,,,,,,False,,,,False,
