,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,YYG-ParamSearch,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,error-YYG-ParamSearch,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR,beat_baseline-YYG-ParamSearch
North Dakota,336,175.0,267.1,167.2,127.0,,272.4,198.0,-161.0,-68.9,-168.8,-209.0,,-63.6,-138.0,True,False,False,,True,True
Ohio,4614,4751.0,5059.3,3826.3,4009.0,,5103.6,4921.8,-138.0,170.3,-1062.7,-880.0,,214.6,32.8,False,False,False,,False,True
Oklahoma,1095,984.6,1254.4,1184.5,1164.0,,861.5,928.6,-110.4,159.4,89.5,69.0,,-233.5,-166.4,False,True,True,,False,False
Oregon,599,603.9,592.5,581.5,410.0,,460.0,761.9,4.9,-6.5,-17.5,-189.0,,-139.0,162.9,False,False,False,,False,False
Pennsylvania,8324,8267.0,8347.9,7892.3,8091.0,,8020.7,8716.6,-57.0,23.9,-431.7,-233.0,,-303.3,392.6,True,False,False,,False,False
Rhode Island,1148,1132.3,1283.8,1076.9,1118.0,,1112.6,1146.4,4.3,155.8,-51.1,-10.0,,-15.4,18.4,False,False,False,,False,False
South Carolina,3551,5139.0,3248.2,2703.2,2822.0,,4362.2,4153.0,1588.0,-302.8,-847.8,-729.0,,811.2,602.0,True,True,True,,True,True
South Dakota,286,177.3,158.7,215.7,217.0,,278.7,197.1,-108.7,-127.3,-70.3,-69.0,,-7.3,-88.9,False,True,True,,True,True
Tennessee,2758,2313.3,4109.6,1887.2,2020.0,,2023.0,2218.2,-444.7,1351.6,-870.8,-738.0,,-735.0,-539.8,False,False,False,,False,False
Texas,17208,16628.0,16411.9,17534.3,20362.0,14080.0,13114.1,14669.4,477.0,260.9,1383.3,4211.0,-2071.0,-3036.9,-1481.6,True,False,False,False,False,False
Utah,510,610.6,876.9,704.7,555.0,,526.4,721.8,100.6,366.9,194.7,45.0,,16.4,211.8,False,False,True,,True,False
Vermont,58,56.0,64.2,56.7,56.0,,59.3,68.9,-2.0,6.2,-1.3,-2.0,,1.3,10.9,False,True,False,,True,False
Virginia,3354,2631.7,3127.5,2532.4,2418.0,,2620.8,2955.2,-722.3,-226.5,-821.6,-936.0,,-733.2,-398.8,True,False,False,,False,True
Washington,2168,2087.3,2348.0,2646.7,1851.0,,2198.6,1941.3,-44.7,216.0,514.7,-281.0,,66.6,-190.7,False,False,False,,False,False
West Virginia,387,135.6,301.6,120.5,123.0,,121.4,154.6,-251.4,-85.4,-266.5,-264.0,,-265.6,-232.4,True,False,False,,False,True
Wisconsin,1568,1413.1,1889.5,1015.0,1151.0,,1450.1,1658.2,-105.9,370.5,-504.0,-368.0,,-68.9,139.2,False,False,False,,True,False
Wyoming,54,25.0,89.4,21.5,27.0,,26.0,38.1,-29.0,35.4,-32.5,-27.0,,-28.0,-15.9,False,False,True,,True,True
US,214613,216431.6,225833.6,206935.6,197758.0,244284.0,204339.6,209958.2,2665.6,12067.6,-6830.4,-16008.0,30518.0,-9426.4,-3807.8,False,False,False,False,False,False
