,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,YYG-ParamSearch,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,error-YYG-ParamSearch,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR,beat_baseline-YYG-ParamSearch
Maine,143,152.6,126.0,155.7,134.0,,130.5,165.3,9.6,-17.0,12.7,-9.0,,-12.5,22.3,False,False,True,,False,False
Maryland,3995,4064.7,3863.9,4106.3,3741.0,,4058.0,4312.6,69.7,-131.1,111.3,-254.0,,63.0,317.6,False,False,False,,True,False
Massachusetts,9587,9687.9,8599.0,9768.8,8748.0,,9081.2,9357.3,100.9,-988.0,181.8,-839.0,,-505.8,-229.7,False,False,False,,False,False
Michigan,7219,6982.6,7207.0,7642.9,7137.0,,6909.1,7424.5,-236.4,-12.0,423.9,-82.0,,-309.9,205.5,True,False,True,,False,True
Minnesota,2184,2067.1,2274.4,1731.0,2267.0,,1941.9,2339.0,-116.9,90.4,-453.0,83.0,,-242.1,155.0,True,False,True,,False,False
Mississippi,3096,2611.9,2733.7,2997.3,2247.0,,2161.5,2417.7,-484.1,-362.3,-98.7,-849.0,,-934.5,-678.3,True,True,False,,False,False
Missouri,2424,1657.7,2145.9,1591.0,1326.0,,2433.3,1886.1,-766.3,-278.1,-833.0,-1098.0,,9.3,-537.9,True,False,False,,True,True
Montana,209,131.9,366.6,426.8,107.0,,74.9,144.8,-77.1,157.6,217.8,-102.0,,-134.1,-64.2,False,False,False,,False,True
Nebraska,519,490.7,473.2,299.9,380.0,,399.4,452.2,-28.3,-45.8,-219.1,-139.0,,-119.6,-66.8,False,False,False,,False,False
Nevada,1659,1287.3,2590.5,2331.9,1298.0,,1062.1,1624.2,-371.7,931.5,672.9,-361.0,,-596.9,-34.8,False,False,True,,False,True
New Hampshire,455,481.0,452.1,450.0,404.0,,495.0,446.0,26.0,-2.9,-5.0,-51.0,,40.0,-9.0,True,True,False,,False,True
New Jersey,16171,17852.1,16651.4,18226.5,16216.0,,16321.1,16936.8,1681.1,480.4,2055.5,45.0,,150.1,765.8,True,False,True,,True,True
New Mexico,907,879.3,933.4,1011.5,824.0,,837.6,1061.2,-27.7,26.4,104.5,-83.0,,-69.4,154.2,True,False,False,,False,False
New York,33293,34214.3,33039.6,34859.6,33388.0,,33409.5,33558.7,942.3,-232.4,1587.6,116.0,,137.5,286.7,True,False,True,,True,True
North Carolina,3765,3193.4,3598.8,2218.8,2686.0,,2980.2,3039.4,-571.6,-166.2,-1546.2,-1079.0,,-784.8,-725.6,True,False,False,,False,False
North Dakota,336,151.3,246.5,333.3,108.0,,184.9,150.0,-184.7,-89.5,-2.7,-228.0,,-151.1,-186.0,True,True,False,,True,False
Ohio,4997,4549.4,5026.5,4300.4,3854.0,,4465.5,5428.6,-447.6,29.5,-696.6,-1143.0,,-531.5,431.6,True,False,False,,False,True
Oklahoma,1095,794.9,1442.7,864.4,1061.0,,640.0,847.9,-300.1,347.7,-230.6,-34.0,,-455.0,-247.1,False,True,True,,False,True
Oregon,599,568.3,646.0,505.5,398.0,,402.5,700.4,-30.7,47.0,-93.5,-201.0,,-196.5,101.4,False,False,False,,False,False
Pennsylvania,8324,8421.1,8302.9,8176.3,7561.0,,8014.1,8505.6,97.1,-21.1,-147.7,-763.0,,-309.9,181.6,True,False,False,,False,False
Rhode Island,1130,1156.0,1184.1,1033.8,1180.0,,1098.5,1103.4,27.0,55.1,-95.2,51.0,,-30.5,-25.6,False,False,False,,False,True
South Carolina,3551,3455.3,3634.7,4051.7,2109.0,,2421.5,2931.2,-95.7,83.7,500.7,-1442.0,,-1129.5,-619.8,True,False,False,,False,False
South Dakota,286,224.7,157.3,214.2,224.0,,376.8,188.5,-61.3,-128.7,-71.8,-62.0,,90.8,-97.5,False,False,False,,False,False
Tennessee,2758,2052.4,3511.1,1792.6,1793.0,,1626.6,2145.6,-705.6,753.1,-965.4,-965.0,,-1131.4,-612.4,False,False,False,,False,True
Texas,16943,13450.3,17544.2,17369.1,17109.0,25034.0,9835.4,12441.5,-2825.7,1268.2,1093.1,833.0,8758.0,-6440.6,-3834.5,True,True,True,False,False,False
Utah,510,575.0,825.8,938.4,474.0,,510.2,668.5,65.0,315.8,428.4,-36.0,,0.2,158.5,False,False,True,,True,False
Vermont,58,56.0,60.8,56.5,56.0,,58.6,73.3,-2.0,2.8,-1.5,-2.0,,0.6,15.3,False,True,False,,True,False
Virginia,3351,2750.3,2934.2,3874.6,2269.0,,2587.4,3077.3,-600.7,-416.8,523.6,-1082.0,,-763.6,-273.7,True,True,False,,False,True
Washington,2190,1553.7,2411.8,2547.5,1767.0,,1730.9,2045.7,-636.3,221.8,357.5,-423.0,,-459.1,-144.3,True,True,True,,True,True
West Virginia,387,147.4,440.6,116.1,120.0,,137.3,140.8,-239.6,53.6,-270.9,-267.0,,-249.7,-246.2,True,False,False,,False,False
Wisconsin,1458,1128.6,1930.1,968.1,1009.0,,1210.4,1397.8,-329.4,472.1,-489.9,-449.0,,-247.6,-60.2,False,False,False,,True,True
Wyoming,54,72.4,89.7,21.5,30.0,,41.3,48.8,18.4,35.7,-32.5,-24.0,,-12.7,-5.2,False,False,False,,True,True
US,214370,203720.7,228898.8,208704.2,190764.0,209038.0,188445.2,203196.1,-9960.3,15217.8,-4976.8,-22917.0,-4643.0,-25235.8,-10484.9,False,True,False,True,False,False
