,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,YYG-ParamSearch,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,error-YYG-ParamSearch,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR,beat_baseline-YYG-ParamSearch
New Hampshire,483,488.1,431.2,440.2,484.0,,484.9,494.1,5.1,-51.8,-42.8,1.0,,1.9,11.1,False,False,True,,True,False
New Jersey,16350,16281.1,16057.6,16168.8,16322.0,,16159.5,16187.0,-68.9,-292.4,-181.2,-28.0,,-190.5,-163.0,False,False,True,,False,False
New Mexico,1018,1050.6,789.9,988.0,1038.0,,912.4,1032.9,32.6,-228.1,-30.0,20.0,,-105.6,14.9,False,True,True,,False,True
New York,33730,33306.9,33167.1,32701.5,33355.0,,33131.7,33223.0,-455.1,-594.9,-1060.5,-407.0,,-630.3,-539.0,False,False,True,,False,False
North Carolina,4378,4344.7,3529.7,4939.3,3776.0,,3764.9,3856.3,-33.3,-848.3,561.3,-602.0,,-613.1,-521.7,False,False,False,,False,False
North Dakota,524,244.4,294.5,268.9,224.0,,206.1,244.0,-279.6,-229.5,-255.1,-300.0,,-317.9,-280.0,True,True,False,,False,False
Ohio,5301,5476.3,4460.4,5038.8,5296.0,,5275.0,5396.8,175.3,-840.6,-262.2,-5.0,,-26.0,95.8,False,False,True,,True,True
Oklahoma,1337,1366.7,1176.7,1261.7,1099.0,,1198.8,1253.7,29.7,-160.3,-75.3,-238.0,,-138.2,-83.3,False,False,False,,False,False
Oregon,689,702.9,614.3,1090.8,628.0,,686.4,734.9,13.9,-74.7,401.8,-61.0,,-2.6,45.9,False,False,False,,True,False
Pennsylvania,8800,8582.1,7948.0,11049.7,8101.0,,8128.1,8499.4,-217.9,-852.0,2249.7,-699.0,,-671.9,-300.6,False,False,False,,False,False
Rhode Island,1201,1118.7,1083.5,1107.8,1205.0,,1098.8,1109.4,-74.3,-109.5,-85.2,12.0,,-94.2,-83.6,False,False,True,,False,False
South Carolina,3935,4820.4,2536.2,3887.5,3509.0,,3980.3,3811.2,885.4,-1398.8,-47.5,-426.0,,45.3,-123.8,False,True,True,,True,True
South Dakota,425,239.9,304.5,228.5,261.0,,256.4,236.2,-185.1,-120.5,-196.5,-164.0,,-168.6,-188.8,True,False,True,,True,False
Tennessee,3353,3548.3,2350.7,3453.0,2798.0,,3131.1,2774.5,195.3,-1002.3,100.0,-555.0,,-221.9,-578.5,False,True,False,,False,False
Texas,18788,24542.9,13707.1,22458.1,24760.0,17245.0,19875.4,18793.2,6098.9,-4736.9,4014.1,6316.0,-1199.0,1431.4,349.2,True,True,False,True,True,True
Utah,604,601.9,624.9,617.6,652.0,,606.6,617.0,-2.1,20.9,13.6,48.0,,2.6,13.0,False,False,False,,False,False
Vermont,58,58.0,64.9,61.8,59.0,,59.5,72.7,0.0,6.9,3.8,1.0,,1.5,14.7,False,False,False,,False,False
Virginia,3654,3314.7,3101.7,2591.1,2815.0,,2822.9,3129.5,-339.3,-552.3,-1062.9,-839.0,,-831.1,-524.5,False,False,False,,False,False
Washington,2345,2671.3,2313.4,3183.9,2345.0,,2562.0,2651.8,312.3,-45.6,824.9,-14.0,,203.0,292.8,True,False,True,,True,True
West Virginia,459,366.3,227.6,476.9,286.0,,263.9,387.0,-92.7,-231.4,17.9,-173.0,,-195.1,-72.0,False,True,False,,False,True
Wisconsin,2339,1495.0,1711.1,1395.3,1409.0,,1383.1,1562.0,-790.0,-573.9,-889.7,-876.0,,-901.9,-723.0,True,False,False,,False,True
Wyoming,87,106.0,61.0,34.0,41.0,,61.4,75.3,19.0,-26.0,-53.0,-46.0,,-25.6,-11.7,False,False,False,,False,True
US,231420,243337.7,198744.0,253259.7,227471.0,229005.0,220213.0,220417.3,12279.7,-32314.0,22201.7,-3587.0,-2053.0,-10845.0,-10640.7,False,False,True,True,True,True
