,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,YYG-ParamSearch,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,error-YYG-ParamSearch,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR,beat_baseline-YYG-ParamSearch
Maryland,4147,4479.3,4861.0,4021.0,3826.0,,4361.2,4824.3,332.3,714.0,-126.0,-321.0,,214.2,677.3,False,True,True,,True,False
Massachusetts,9991,10039.4,9160.6,9637.5,8992.0,,9648.8,10002.2,48.4,-830.4,-353.5,-999.0,,-342.2,11.2,False,False,False,,False,True
Michigan,7699,7189.9,7333.6,6888.7,7208.0,,7150.3,7351.9,-509.1,-365.4,-810.3,-491.0,,-548.7,-347.1,True,False,True,,False,True
Minnesota,2511,2168.3,2722.5,2003.4,1848.0,,2054.0,2287.1,-342.7,211.5,-507.6,-663.0,,-457.0,-223.9,True,False,False,,False,True
Mississippi,3334,4403.0,3407.7,3381.4,2746.0,,3611.8,3468.3,1069.0,73.7,47.4,-588.0,,277.8,134.3,True,True,True,,True,True
Missouri,3026,2137.4,4840.2,2269.5,1699.0,,2872.3,2542.1,-888.6,1814.2,-756.5,-1327.0,,-153.7,-483.9,False,True,False,,True,True
Montana,375,253.9,328.8,156.4,226.0,,130.4,269.8,-121.1,-46.2,-218.6,-149.0,,-244.6,-105.2,True,False,False,,False,True
Nebraska,652,537.7,819.0,826.2,431.0,,463.8,553.8,-114.3,167.0,174.2,-221.0,,-188.2,-98.2,False,False,False,,False,True
Nevada,1777,2092.0,2153.3,2649.7,1860.0,,1482.3,1745.9,315.0,376.3,872.7,83.0,,-294.7,-31.1,False,False,True,,True,True
New Hampshire,483,519.9,457.5,477.3,441.0,,494.3,588.2,36.9,-25.5,-5.7,-42.0,,11.3,105.2,True,True,False,,True,False
New Jersey,16350,16466.0,16078.8,17027.5,16226.0,,16292.0,16810.7,116.0,-271.2,677.5,-124.0,,-58.0,460.7,False,False,False,,True,False
New Mexico,1018,1168.3,992.9,888.4,1162.0,,1009.7,1163.8,150.3,-25.1,-129.6,144.0,,-8.3,145.8,True,True,True,,True,True
New York,33730,33738.6,33168.5,34504.4,33154.0,,33040.5,33364.0,-4.4,-574.5,761.4,-589.0,,-702.5,-379.0,False,False,False,,False,False
North Carolina,4378,4117.3,3970.5,3781.8,3543.0,,3213.0,3783.2,-260.7,-407.5,-596.2,-835.0,,-1165.0,-594.8,False,False,False,,False,False
North Dakota,524,182.1,342.5,183.0,141.0,,180.0,203.7,-341.9,-181.5,-341.0,-383.0,,-344.0,-320.3,True,True,False,,False,True
Ohio,5301,6383.3,4901.8,5665.2,4644.0,,5327.7,5569.4,1082.3,-399.2,364.2,-657.0,,26.7,268.4,True,True,True,,True,True
Oklahoma,1337,1244.3,1773.2,1464.8,1348.0,,909.9,1230.4,-92.7,436.2,127.8,11.0,,-427.1,-106.6,False,False,True,,False,False
Oregon,689,801.7,734.1,629.0,524.0,,620.4,966.1,112.7,45.1,-60.0,-165.0,,-68.6,277.1,True,True,False,,True,False
Pennsylvania,8800,8457.3,8422.6,8337.3,7824.0,,8049.0,8429.0,-342.7,-377.4,-462.7,-976.0,,-751.0,-371.0,False,False,False,,False,False
Rhode Island,1201,1071.3,1166.7,1051.2,1123.0,,1075.5,1121.1,-116.7,-21.3,-136.8,-65.0,,-112.5,-66.9,True,False,True,,True,True
South Carolina,3935,5454.1,3135.4,3229.3,3283.0,,2908.5,4294.6,1519.1,-799.6,-705.7,-652.0,,-1026.5,359.6,True,True,True,,True,True
South Dakota,425,289.3,237.3,201.9,245.0,,331.0,229.9,-135.7,-187.7,-223.1,-180.0,,-94.0,-195.1,False,False,False,,True,False
Tennessee,3353,2435.9,3681.4,2166.9,2350.0,,1778.5,2361.7,-917.1,328.4,-1186.1,-1003.0,,-1574.5,-991.3,True,False,False,,False,False
Texas,18788,30046.6,15692.9,24404.6,26699.0,16633.0,22055.8,17969.7,12312.6,-2041.1,6670.6,8965.0,-1101.0,4321.8,235.7,True,True,True,True,True,True
Utah,604,786.7,851.1,530.3,615.0,,623.9,819.9,182.7,247.1,-73.7,11.0,,19.9,215.9,False,True,True,,True,False
Vermont,58,69.9,59.9,56.5,58.0,,70.8,76.4,11.9,1.9,-1.5,0.0,,12.8,18.4,True,True,True,,False,False
Virginia,3654,4018.0,3791.5,2287.7,2511.0,,3817.8,4049.7,364.0,137.5,-1366.3,-1143.0,,163.8,395.7,True,False,False,,True,False
Washington,2345,2817.4,2704.4,2165.9,2103.0,,2525.3,2803.3,504.4,391.4,-147.1,-210.0,,212.3,490.3,True,True,True,,True,True
West Virginia,459,297.0,281.7,126.1,169.0,,251.6,274.5,-162.0,-177.3,-332.9,-290.0,,-207.4,-184.5,False,False,False,,False,False
Wisconsin,2339,1668.0,2066.1,2013.4,1352.0,,1386.1,1795.1,-631.0,-232.9,-285.6,-947.0,,-912.9,-503.9,True,True,False,,False,True
Wyoming,87,38.9,87.5,33.4,40.0,,36.2,41.3,-48.1,0.5,-53.6,-47.0,,-50.8,-45.7,True,False,True,,False,True
US,231420,256752.9,230809.9,230076.3,219290.0,325802.0,224739.2,227737.0,26460.9,517.9,-215.7,-11002.0,95510.0,-5552.8,-2555.0,True,True,True,False,True,True
