,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,OliverWyman-Navigator,RobertWalraven-ESG,UCLA-SuEIR,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
01035,75,82.0,,1.0,,,,58.0,80.5,44.5,44.4,112.0,,,,,,7.0,,-74.0,,,,-17.0,5.5,-30.5,-30.6,37.0,,,,,,,False,,,,False,True,False,False,False,,,,,
01037,12,6.0,,0.0,,,,6.0,15.5,8.9,,,,,,,,-6.0,,-12.0,,,,-6.0,3.5,-3.1,,,,,,,,,False,,,,False,True,True,,,,,,,
01039,166,122.0,,237.0,,,,162.0,136.7,79.2,181.7,194.0,,,,,,-44.0,,71.0,,,,-4.0,-29.3,-86.8,15.7,28.0,,,,,,,False,,,,True,True,False,True,True,,,,,
01041,27,8.0,,0.0,,,,109.0,27.2,1.4,23.9,,,,,,,-19.0,,-27.0,,,,82.0,0.2,-25.6,-3.1,,,,,,,,False,,,,False,True,False,True,,,,,,
01043,335,134.0,,265.0,,,,276.0,218.6,60.9,214.6,216.0,,,,,,-201.0,,-70.0,,,,-59.0,-116.4,-274.1,-120.4,-119.0,,,,,,,True,,,,True,True,False,True,True,,,,,
01045,221,104.0,,0.0,,,,140.0,111.5,93.5,112.5,170.0,,,,,,-117.0,,-221.0,,,,-81.0,-109.5,-127.5,-108.5,-51.0,,,,,,,False,,,,True,True,False,True,True,,,,,
01047,222,270.0,,306.0,,,,214.0,198.9,100.0,274.1,418.0,,,,,,48.0,,84.0,,,,-8.0,-23.1,-122.0,52.1,196.0,,,,,,,False,,,,True,True,False,False,False,,,,,
01049,564,358.0,,1085.0,,,,283.0,135.9,365.8,398.6,478.0,,,,,,-206.0,,521.0,,,,-281.0,-428.1,-198.2,-165.4,-86.0,,,,,,,False,,,,False,False,True,True,True,,,,,
01051,319,264.0,,240.0,,,,327.0,245.0,255.4,275.1,462.0,,239.9,,,,-55.0,,-79.0,,,,8.0,-74.0,-63.6,-43.9,143.0,,-79.1,,,,,False,,,,True,False,False,True,False,,False,,,
01053,257,244.0,,581.0,,,,153.0,99.1,195.5,153.2,285.0,,,,,,-13.0,,324.0,,,,-104.0,-157.9,-61.5,-103.8,28.0,,,,,,,False,,,,False,False,False,False,False,,,,,
01055,537,360.0,,960.0,,,,425.0,230.8,316.6,441.9,450.0,,642.6,,,,-177.0,,423.0,,,,-112.0,-306.2,-220.4,-95.1,-87.0,,105.6,,,,,False,,,,True,False,False,True,True,,True,,,
01057,49,6.0,,14.0,,,,19.0,27.0,13.0,,,,,,,,-43.0,,-35.0,,,,-30.0,-22.0,-36.0,,,,,,,,,True,,,,True,True,True,,,,,,,
01059,122,120.0,,122.0,,,,358.0,140.7,68.6,87.0,,,,,,,-2.0,,0.0,,,,236.0,18.7,-53.4,-35.0,,,,,,,,True,,,,False,False,False,False,,,,,,
01061,55,38.0,,41.0,,,,95.0,37.5,10.1,,63.0,,,,,,-17.0,,-14.0,,,,40.0,-17.5,-44.9,,8.0,,,,,,,True,,,,False,False,False,,True,,,,,
01063,34,38.0,,16.0,,,,16.0,23.3,19.1,4.8,88.0,,,,,,4.0,,-18.0,,,,-18.0,-10.7,-14.9,-29.2,54.0,,,,,,,False,,,,False,False,False,False,False,,,,,
01065,83,74.0,,74.0,,,,71.0,73.2,25.4,50.5,140.0,,,,,,-9.0,,-9.0,,,,-12.0,-9.8,-57.6,-32.5,57.0,,,,,,,False,,,,False,False,False,False,False,,,,,
01067,49,0.0,,14.0,,,,28.0,32.0,2.2,37.9,,,,,,,-49.0,,-35.0,,,,-21.0,-17.0,-46.8,-11.1,,,,,,,,True,,,,True,True,True,True,,,,,,
01069,294,118.0,,193.0,,,,342.0,163.3,114.4,214.2,254.0,,,,,,-176.0,,-101.0,,,,48.0,-130.7,-179.6,-79.8,-40.0,,,,,,,True,,,,True,True,False,True,True,,,,,
01071,278,148.0,,311.0,,,,93.0,91.7,139.9,197.6,202.0,,,,,,-130.0,,33.0,,,,-185.0,-186.3,-138.1,-80.4,-76.0,,,,,,,True,,,,False,False,False,True,True,,,,,
01073,3456,2682.0,,7425.0,,,,2846.0,2054.3,2978.1,3032.4,3271.0,,3459.5,,,,-774.0,,3969.0,,,,-610.0,-1401.7,-477.9,-423.6,-185.0,,3.5,,,,,False,,,,True,False,True,True,True,,True,,,
01075,42,22.0,,0.0,,,,19.0,28.5,13.7,,32.0,,,,,,-20.0,,-42.0,,,,-23.0,-13.5,-28.3,,-10.0,,,,,,,False,,,,False,True,False,,True,,,,,
01077,241,252.0,,390.0,,,,321.0,224.6,155.2,371.3,317.0,,,,,,11.0,,149.0,,,,80.0,-16.4,-85.8,130.3,76.0,,,,,,,False,,,,False,False,False,False,False,,,,,
01079,77,34.0,,81.0,,,,38.0,49.1,7.1,62.9,49.0,,,,,,-43.0,,4.0,,,,-39.0,-27.9,-69.9,-14.1,-28.0,,,,,,,True,,,,True,True,False,True,True,,,,,
01081,601,630.0,,1036.0,,,,494.0,286.6,558.5,663.1,804.0,,897.0,,,,29.0,,435.0,,,,-107.0,-314.4,-42.5,62.1,203.0,,296.0,,,,,False,,,,False,False,False,False,False,,False,,,
01083,333,260.0,,695.0,,,,239.0,84.4,220.5,414.0,307.0,,,,,,-73.0,,362.0,,,,-94.0,-248.6,-112.5,81.0,-26.0,,,,,,,False,,,,False,False,False,False,True,,,,,
01085,44,62.0,,98.0,,,,44.0,48.9,7.4,6.3,,,,,,,18.0,,54.0,,,,0.0,4.9,-36.6,-37.7,,,,,,,,False,,,,True,True,False,False,,,,,,
01087,63,50.0,,65.0,,,,20.0,66.2,28.3,54.1,95.0,,,,,,-13.0,,2.0,,,,-43.0,3.2,-34.7,-8.9,32.0,,,,,,,True,,,,False,True,False,True,False,,,,,
01089,1964,926.0,,3730.0,,,,825.0,508.6,1312.5,1339.4,1175.0,,1232.2,,,,-1038.0,,1766.0,,,,-1139.0,-1455.4,-651.5,-624.6,-789.0,,-731.8,,,,,False,,,,False,False,True,True,True,,True,,,
01091,111,76.0,,172.0,,,,93.0,62.5,28.5,56.3,135.0,,,,,,-35.0,,61.0,,,,-18.0,-48.5,-82.5,-54.7,24.0,,,,,,,False,,,,True,False,False,False,True,,,,,
01093,190,62.0,,117.0,,,,74.0,47.2,32.9,65.2,104.0,,,,,,-128.0,,-73.0,,,,-116.0,-142.8,-157.1,-124.8,-86.0,,,,,,,True,,,,True,False,False,True,True,,,,,
01095,582,626.0,,1743.0,,,,914.0,277.7,484.8,571.0,925.0,,1086.2,,,,44.0,,1161.0,,,,332.0,-304.3,-97.2,-11.0,343.0,,504.2,,,,,False,,,,False,False,False,True,False,,False,,,
01097,1894,1286.0,,2178.0,,,,1182.0,844.9,1118.7,939.7,2015.0,,1683.2,,,,-608.0,,284.0,,,,-712.0,-1049.1,-775.3,-954.3,121.0,,-210.8,,,,,True,,,,False,False,False,False,True,,True,,,
01099,76,94.0,,0.0,,,,78.0,72.7,40.3,85.3,148.0,,,,,,18.0,,-76.0,,,,2.0,-3.3,-35.7,9.3,72.0,,,,,,,False,,,,True,True,False,True,False,,,,,
01101,964,890.0,,772.0,,,,995.0,1085.6,591.4,872.3,1761.0,,975.0,,,,-74.0,,-192.0,,,,31.0,121.6,-372.6,-91.7,797.0,,11.0,,,,,False,,,,True,False,False,False,False,,True,,,
01103,551,328.0,,455.0,,,,658.0,274.6,287.3,479.3,562.0,,,,,,-223.0,,-96.0,,,,107.0,-276.4,-263.7,-71.7,11.0,,,,,,,True,,,,True,False,False,True,True,,,,,
01105,142,120.0,,0.0,,,,15.0,47.3,101.3,23.4,125.0,,,,,,-22.0,,-142.0,,,,-127.0,-94.7,-40.7,-118.6,-17.0,,,,,,,False,,,,False,False,False,False,True,,,,,
01107,72,74.0,,112.0,,,,40.0,45.1,49.7,79.5,122.0,,,,,,2.0,,40.0,,,,-32.0,-26.9,-22.3,7.5,50.0,,,,,,,False,,,,False,False,False,False,False,,,,,
01109,113,64.0,,59.0,,,,187.0,101.7,30.2,94.9,174.0,,,,,,-49.0,,-54.0,,,,74.0,-11.3,-82.8,-18.1,61.0,,,,,,,False,,,,False,True,False,True,False,,,,,
01111,100,92.0,,7.0,,,,44.0,34.8,59.5,28.3,129.0,,,,,,-8.0,,-93.0,,,,-56.0,-65.2,-40.5,-71.7,29.0,,,,,,,False,,,,False,False,False,False,False,,,,,
01113,340,260.0,,266.0,,,,132.0,151.5,158.2,262.5,325.0,,,,,,-80.0,,-74.0,,,,-208.0,-188.5,-181.8,-77.5,-15.0,,,,,,,True,,,,False,False,False,True,True,,,,,
01115,397,238.0,,675.0,,,,153.0,82.0,241.2,285.7,289.0,,,,,,-159.0,,278.0,,,,-244.0,-315.0,-155.8,-111.3,-108.0,,,,,,,False,,,,False,False,True,True,True,,,,,
01117,921,570.0,,1062.0,,,,740.0,339.2,584.8,704.6,774.0,,788.4,,,,-351.0,,141.0,,,,-181.0,-581.8,-336.2,-216.4,-147.0,,-132.6,,,,,True,,,,True,False,True,True,True,,True,,,
01119,31,20.0,,0.0,,,,92.0,24.4,3.8,12.9,,,,,,,-11.0,,-31.0,,,,61.0,-6.6,-27.2,-18.1,,,,,,,,False,,,,False,True,False,False,,,,,,
01121,264,166.0,,444.0,,,,263.0,188.8,97.8,225.1,195.0,,204.2,,,,-98.0,,180.0,,,,-1.0,-75.2,-166.2,-38.9,-69.0,,-59.8,,,,,False,,,,True,True,False,True,True,,True,,,
01123,103,98.0,,161.0,,,,158.0,68.4,41.9,57.2,,,,,,,-5.0,,58.0,,,,55.0,-34.6,-61.1,-45.8,,,,,,,,False,,,,False,False,False,False,,,,,,
01125,842,774.0,,1254.0,,,,1219.0,796.6,755.3,804.4,1214.0,,711.3,,,,-68.0,,412.0,,,,377.0,-45.4,-86.7,-37.6,372.0,,-130.7,,,,,False,,,,False,True,False,True,False,,False,,,
01127,312,268.0,,422.0,,,,464.0,313.9,145.3,252.7,434.0,,323.8,,,,-44.0,,110.0,,,,152.0,1.9,-166.7,-59.3,122.0,,11.8,,,,,False,,,,False,True,False,False,False,,True,,,
01129,93,14.0,,19.0,,,,51.0,23.1,4.1,16.5,,,,,,,-79.0,,-74.0,,,,-42.0,-69.9,-88.9,-76.5,,,,,,,,True,,,,True,True,False,True,,,,,,
01131,51,38.0,,0.0,,,,58.0,32.4,8.3,45.2,,,,,,,-13.0,,-51.0,,,,7.0,-18.6,-42.7,-5.8,,,,,,,,False,,,,True,False,False,True,,,,,,
01133,87,76.0,,128.0,,,,90.0,78.0,38.9,100.4,123.0,,,,,,-11.0,,41.0,,,,3.0,-9.0,-48.1,13.4,36.0,,,,,,,False,,,,True,True,False,False,False,,,,,
02013,0,0.0,,0.0,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,,,0.0,,,0.0,,,,,,,True,,,,,True,,,True,,,,,
02016,7,0.0,,0.0,,,,,0.0,,,0.0,,,,,,-7.0,,-7.0,,,,,-7.0,,,-7.0,,,,,,,False,,,,,False,,,False,,,,,
02020,401,258.0,,806.0,,,,,182.3,232.7,243.0,347.0,,283.7,,,,-143.0,,405.0,,,,,-218.7,-168.3,-158.0,-54.0,,-117.3,,,,,False,,,,,False,False,False,True,,True,,,
02050,5,4.0,,0.0,,,,,11.2,0.6,,6.0,,,,,,-1.0,,-5.0,,,,,6.2,-4.4,,1.0,,,,,,,False,,,,,False,False,,False,,,,,
02060,0,0.0,,0.0,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,,,0.0,,,0.0,,,,,,,True,,,,,True,,,True,,,,,
02068,2,0.0,,0.0,,,,,0.0,,,0.0,,,,,,-2.0,,-2.0,,,,,-2.0,,,-2.0,,,,,,,False,,,,,False,,,False,,,,,
02070,0,0.0,,0.0,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,,,0.0,,,0.0,,,,,,,True,,,,,True,,,True,,,,,
02090,153,60.0,,0.0,,,,,59.9,31.1,31.5,90.0,,,,,,-93.0,,-153.0,,,,,-93.1,-121.9,-121.5,-63.0,,,,,,,False,,,,,False,False,False,True,,,,,
02100,1,0.0,,0.0,,,,,5.3,,,0.0,,,,,,-1.0,,-1.0,,,,,4.3,,,-1.0,,,,,,,False,,,,,False,,,False,,,,,
02105,0,0.0,,0.0,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,,,0.0,,,0.0,,,,,,,True,,,,,True,,,True,,,,,
02110,17,4.0,,0.0,,,,,19.3,4.7,,,,,,,,-13.0,,-17.0,,,,,2.3,-12.3,,,,,,,,,False,,,,,True,True,,,,,,,
02122,79,60.0,,0.0,,,,,47.9,11.2,78.9,81.0,,,,,,-19.0,,-79.0,,,,,-31.1,-67.8,-0.1,2.0,,,,,,,False,,,,,False,False,True,True,,,,,
02130,5,2.0,,0.0,,,,,5.1,1.4,,,,,,,,-3.0,,-5.0,,,,,0.1,-3.6,,,,,,,,,False,,,,,True,False,,,,,,,
02150,5,2.0,,0.0,,,,,21.0,0.1,,0.0,,,,,,-3.0,,-5.0,,,,,16.0,-4.9,,-5.0,,,,,,,False,,,,,False,False,,False,,,,,
02158,2,2.0,,0.0,,,,,,,,,,,,,,0.0,,-2.0,,,,,,,,,,,,,,,False,,,,,,,,,,,,,
02164,15,0.0,,0.0,,,,,0.0,,,0.0,,,,,,-15.0,,-15.0,,,,,-15.0,,,-15.0,,,,,,,False,,,,,False,,,False,,,,,
02170,62,86.0,,0.0,,,,,81.9,87.2,65.0,97.0,,,,,,24.0,,-62.0,,,,,19.9,25.2,3.0,35.0,,,,,,,False,,,,,True,False,True,False,,,,,
02180,7,6.0,,0.0,,,,,8.5,0.3,,,,,,,,-1.0,,-7.0,,,,,1.5,-6.7,,,,,,,,,False,,,,,False,False,,,,,,,
02185,3,0.0,,0.0,,,,,13.6,0.1,,0.0,,,,,,-3.0,,-3.0,,,,,10.6,-2.9,,-3.0,,,,,,,False,,,,,False,True,,False,,,,,
02188,3,2.0,,0.0,,,,,8.9,0.2,,0.0,,,,,,-1.0,,-3.0,,,,,5.9,-2.8,,-3.0,,,,,,,False,,,,,False,False,,False,,,,,
02195,3,2.0,,0.0,,,,,2.0,0.2,,0.0,,,,,,-1.0,,-3.0,,,,,-1.0,-2.8,,-3.0,,,,,,,False,,,,,True,False,,False,,,,,
02198,0,0.0,,0.0,,,,,7.0,0.0,,0.0,,,,,,0.0,,0.0,,,,,7.0,0.0,,0.0,,,,,,,True,,,,,False,False,,True,,,,,
02220,6,2.0,,0.0,,,,,9.5,0.6,,5.0,,,,,,-4.0,,-6.0,,,,,3.5,-5.4,,-1.0,,,,,,,False,,,,,True,False,,True,,,,,
02230,0,0.0,,0.0,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,,,0.0,,,0.0,,,,,,,True,,,,,True,,,True,,,,,
02240,6,14.0,,0.0,,,,,5.1,0.4,,13.0,,,,,,8.0,,-6.0,,,,,-0.9,-5.6,,7.0,,,,,,,True,,,,,True,True,,True,,,,,
02261,30,6.0,,0.0,,,,,0.0,0.1,,5.0,,,,,,-24.0,,-30.0,,,,,-30.0,-29.9,,-25.0,,,,,,,False,,,,,False,False,,False,,,,,
02275,1,0.0,,0.0,,,,,7.2,,,0.0,,,,,,-1.0,,-1.0,,,,,6.2,,,-1.0,,,,,,,False,,,,,False,,,False,,,,,
02282,0,0.0,,0.0,,,,,0.0,,,0.0,,,,,,0.0,,0.0,,,,,0.0,,,0.0,,,,,,,True,,,,,True,,,True,,,,,
02290,15,2.0,,0.0,,,,,11.3,0.1,,0.0,,,,,,-13.0,,-15.0,,,,,-3.7,-14.9,,-15.0,,,,,,,False,,,,,True,False,,False,,,,,
04001,312,346.0,,491.0,,,,577.0,371.5,99.2,135.9,,,348.0,,,,34.0,,179.0,,,,265.0,59.5,-212.8,-176.1,,,36.0,,,,,False,,,,False,False,False,False,,,False,,,
04003,477,404.0,,762.0,,,,103.0,616.8,282.3,483.2,590.0,,565.9,,,,-73.0,,285.0,,,,-374.0,139.8,-194.7,6.2,113.0,,88.9,,,,,False,,,,False,False,False,True,False,,False,,,
04005,540,744.0,,1082.0,,,,472.0,419.5,603.9,367.1,1239.0,,936.3,,,,204.0,,542.0,,,,-68.0,-120.5,63.9,-172.9,699.0,,396.3,,,,,False,,,,True,True,True,True,False,,False,,,
04007,221,172.0,,0.0,,,,242.0,216.3,135.8,186.0,244.0,,,,,,-49.0,,-221.0,,,,21.0,-4.7,-85.2,-35.0,23.0,,,,,,,False,,,,True,True,False,True,True,,,,,
04009,151,90.0,,0.0,,,,67.0,63.4,124.4,81.6,121.0,,,,,,-61.0,,-151.0,,,,-84.0,-87.6,-26.6,-69.4,-30.0,,,,,,,False,,,,False,False,True,False,True,,,,,
04011,23,0.0,,0.0,,,,16.0,9.4,0.1,,,,,,,,-23.0,,-23.0,,,,-7.0,-13.6,-22.9,,,,,,,,,False,,,,True,True,True,,,,,,,
04012,77,84.0,,0.0,,,,106.0,109.9,14.0,93.1,,,,,,,7.0,,-77.0,,,,29.0,32.9,-63.0,16.1,,,,,,,,False,,,,False,False,False,False,,,,,,
04013,34041,34910.0,,83178.0,,,,45491.0,10951.1,38648.3,40883.7,49326.0,,47418.2,,,,869.0,,49137.0,,,,11450.0,-23089.9,4607.3,6842.7,15285.0,,13377.2,,,,,False,,,,False,False,False,False,False,,False,,,
04015,871,792.0,,2017.0,,,,471.0,1133.0,644.7,933.2,1083.0,,980.8,,,,-79.0,,1146.0,,,,-400.0,262.0,-226.3,62.2,212.0,,109.8,,,,,False,,,,False,False,False,True,False,,False,,,
04017,920,902.0,,1050.0,,,,1005.0,567.1,478.5,826.4,1919.0,,898.2,,,,-18.0,,130.0,,,,85.0,-352.9,-441.5,-93.6,999.0,,-21.8,,,,,False,,,,False,False,False,False,False,,False,,,
04019,3957,4454.0,,4970.0,,,,5270.0,4539.1,3870.7,5086.4,6552.0,,5270.6,,,,497.0,,1013.0,,,,1313.0,582.1,-86.3,1129.4,2595.0,,1313.6,,,,,False,,,,False,False,True,False,False,,False,,,
04021,2299,2166.0,,3342.0,,,,1721.0,1670.8,2344.7,2432.4,3107.0,,2942.5,,,,-133.0,,1043.0,,,,-578.0,-628.2,45.7,133.4,808.0,,643.5,,,,,False,,,,False,False,True,False,False,,False,,,
04023,338,556.0,,310.0,,,,1037.0,432.4,330.0,123.3,1102.0,,,,,,218.0,,-28.0,,,,699.0,94.4,-8.0,-214.7,764.0,,,,,,,True,,,,False,True,True,True,False,,,,,
04025,454,506.0,,1743.0,,,,860.0,775.3,381.5,778.8,572.0,,855.8,,,,52.0,,1289.0,,,,406.0,321.3,-72.5,324.8,118.0,,401.8,,,,,False,,,,False,False,False,False,False,,False,,,
04027,2024,2764.0,,2852.0,,,,2876.0,1637.4,1904.6,2973.7,4743.0,,3345.9,,,,740.0,,828.0,,,,852.0,-386.6,-119.4,949.7,2719.0,,1321.9,,,,,False,,,,False,True,True,False,False,,False,,,
05001,71,22.0,,0.0,,,,10.0,15.5,3.6,,21.0,,,,,,-49.0,,-71.0,,,,-61.0,-55.5,-67.4,,-50.0,,,,,,,False,,,,False,False,False,,False,,,,,
05003,46,24.0,,0.0,,,,31.0,24.1,13.1,,33.0,,,,,,-22.0,,-46.0,,,,-15.0,-21.9,-32.9,,-13.0,,,,,,,False,,,,True,True,False,,True,,,,,
05005,16,12.0,,7.0,,,,6.0,9.6,1.4,,13.0,,,,,,-4.0,,-9.0,,,,-10.0,-6.4,-14.6,,-3.0,,,,,,,False,,,,False,False,False,,True,,,,,
05007,828,776.0,,705.0,,,,992.0,537.4,450.1,1405.8,1079.0,,737.8,,,,-52.0,,-123.0,,,,164.0,-290.6,-377.9,577.8,251.0,,-90.2,,,,,False,,,,False,False,False,False,False,,False,,,
05009,45,14.0,,18.0,,,,21.0,10.7,2.8,,18.0,,,,,,-31.0,,-27.0,,,,-24.0,-34.3,-42.2,,-27.0,,,,,,,True,,,,True,False,False,,True,,,,,
05011,36,28.0,,0.0,,,,19.0,8.6,6.0,,19.0,,,,,,-8.0,,-36.0,,,,-17.0,-27.4,-30.0,,-17.0,,,,,,,False,,,,False,False,False,,False,,,,,
05013,3,4.0,,0.0,,,,0.0,3.0,,,0.0,,,,,,1.0,,-3.0,,,,-3.0,-0.0,,,-3.0,,,,,,,False,,,,False,True,,,False,,,,,
05015,75,52.0,,115.0,,,,34.0,75.8,21.1,102.9,69.0,,,,,,-23.0,,40.0,,,,-41.0,0.8,-53.9,27.9,-6.0,,,,,,,False,,,,False,True,False,False,True,,,,,
05017,93,78.0,,0.0,,,,47.0,19.8,66.9,65.0,102.0,,,,,,-15.0,,-93.0,,,,-46.0,-73.2,-26.1,-28.0,9.0,,,,,,,False,,,,False,False,False,False,True,,,,,
05019,40,6.0,,17.0,,,,17.0,2.9,5.4,,,,,,,,-34.0,,-23.0,,,,-23.0,-37.1,-34.6,,,,,,,,,True,,,,True,False,False,,,,,,,
05021,23,26.0,,0.0,,,,8.0,26.4,9.8,,30.0,,,,,,3.0,,-23.0,,,,-15.0,3.4,-13.2,,7.0,,,,,,,False,,,,False,False,False,,False,,,,,
05023,43,54.0,,0.0,,,,17.0,2.1,32.6,1.4,64.0,,,,,,11.0,,-43.0,,,,-26.0,-40.9,-10.4,-41.6,21.0,,,,,,,False,,,,False,False,True,False,False,,,,,
05025,13,8.0,,0.0,,,,4.0,2.1,1.7,,13.0,,,,,,-5.0,,-13.0,,,,-9.0,-10.9,-11.3,,0.0,,,,,,,False,,,,False,False,False,,True,,,,,
05027,43,30.0,,57.0,,,,21.0,15.7,14.1,,29.0,,,,,,-13.0,,14.0,,,,-22.0,-27.3,-28.9,,-14.0,,,,,,,False,,,,False,False,False,,False,,,,,
