,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,Geneva-DetGrowth,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-Geneva-DetGrowth,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-Geneva-DetGrowth,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
01063,21,12.0,,11.0,,,,,12.0,13.3,3.1,,1.0,,,,,,,,,-9.0,,-10.0,,,,,-9.0,-7.7,-17.9,,-20.0,,,,,,,,,,False,,,,,False,True,False,,False,,,,,,,,
01065,45,38.0,,45.0,,,,,46.0,29.2,20.5,,21.1,60.0,,,,,,,,-7.0,,0.0,,,,,1.0,-15.8,-24.5,,-23.9,15.0,,,,,,,,,True,,,,,True,False,False,,False,False,,,,,,,
01067,39,21.0,,17.0,,,,,19.0,16.9,7.4,,10.2,28.0,,,,,,,,-18.0,,-22.0,,,,,-20.0,-22.1,-31.6,,-28.8,-11.0,,,,,,,,,False,,,,,False,False,False,,False,True,,,,,,,
01069,224,106.0,91.2,145.0,,,,,228.0,138.8,82.5,132.3,98.4,135.0,,,,,,,,-118.0,-132.8,-79.0,,,,,4.0,-85.2,-141.5,-91.7,-125.6,-89.0,,,,,,,,False,True,,,,,True,True,False,True,False,True,,,,,,,
01071,131,150.0,60.1,218.0,,,,,94.0,71.4,144.4,151.6,96.8,218.0,,,,,,,,19.0,-70.9,87.0,,,,,-37.0,-59.6,13.4,20.6,-34.2,87.0,,,,,,,,False,False,,,,,False,False,True,False,False,False,,,,,,,
01073,1962,1489.0,1055.6,1507.0,,,,,1952.0,1217.7,1389.0,1855.0,1503.1,1758.0,,,1835.9,1746.0,,,,-473.0,-906.4,-455.0,,,,,-10.0,-744.3,-573.0,-107.0,-458.9,-204.0,,,-126.1,-216.0,,,,False,True,,,,,True,False,False,True,True,True,,,True,True,,,
01075,40,12.0,,0.0,,,,,10.0,19.6,5.6,,,16.0,,,,,,,,-28.0,,-40.0,,,,,-30.0,-20.4,-34.4,,,-24.0,,,,,,,,,False,,,,,False,True,False,,,True,,,,,,,
01077,168,79.0,90.1,103.0,,,,,156.0,139.6,60.3,86.0,116.5,114.0,,,,,,,,-89.0,-77.9,-65.0,,,,,-12.0,-28.4,-107.7,-82.0,-51.5,-54.0,,,,,,,,True,True,,,,,True,True,False,True,True,True,,,,,,,
01079,52,18.0,,25.0,,,,,21.0,38.3,16.8,,19.7,33.0,,,,,,,,-34.0,,-27.0,,,,,-31.0,-13.7,-35.2,,-32.3,-19.0,,,,,,,,,True,,,,,True,True,False,,True,True,,,,,,,
01081,427,213.0,178.6,201.0,,,,,333.0,127.1,148.8,219.5,275.7,275.0,,,188.4,207.0,,,,-214.0,-248.4,-226.0,,,,,-94.0,-299.9,-278.2,-207.5,-151.3,-152.0,,,-238.6,-220.0,,,,False,False,,,,,True,False,False,True,True,True,,,False,False,,,
01083,217,141.0,118.4,200.0,,,,,169.0,116.9,106.7,132.2,153.5,185.0,,,,,,,,-76.0,-98.6,-17.0,,,,,-48.0,-100.1,-110.3,-84.8,-63.5,-32.0,,,,,,,,False,True,,,,,True,False,False,False,True,True,,,,,,,
01085,32,14.0,,14.0,,,,,27.0,19.0,0.9,,1.5,,,,,,,,,-18.0,,-18.0,,,,,-5.0,-13.0,-31.1,,-30.5,,,,,,,,,,False,,,,,True,True,False,,False,,,,,,,,
01087,35,30.0,,27.0,,,,,16.0,34.7,7.3,,23.7,32.0,,,,,,,,-5.0,,-8.0,,,,,-19.0,-0.3,-27.7,,-11.3,-3.0,,,,,,,,,False,,,,,False,True,False,,False,True,,,,,,,
01089,1191,760.0,451.6,1229.0,,,,,644.0,337.6,892.1,910.7,731.5,1063.0,,,946.9,1159.0,,,,-431.0,-739.5,38.0,,,,,-547.0,-853.4,-298.9,-280.3,-459.5,-128.0,,,-244.1,-32.0,,,,False,True,,,,,False,False,True,True,False,True,,,True,True,,,
01091,61,50.0,,58.0,,,,,67.0,28.8,19.5,,24.8,62.0,,,,,,,,-11.0,,-3.0,,,,,6.0,-32.2,-41.5,,-36.2,1.0,,,,,,,,,True,,,,,True,False,False,,False,True,,,,,,,
01093,126,56.0,,71.0,,,,,40.0,36.1,44.9,,31.4,75.0,,,,,,,,-70.0,,-55.0,,,,,-86.0,-89.9,-81.1,,-94.6,-51.0,,,,,,,,,True,,,,,False,False,False,,False,True,,,,,,,
01095,327,224.0,248.2,181.0,,,,,490.0,185.8,181.7,281.2,222.6,367.0,,,273.2,,,,,-103.0,-78.8,-146.0,,,,,163.0,-141.2,-145.3,-45.8,-104.4,40.0,,,-53.8,,,,,True,False,,,,,False,False,False,True,False,True,,,True,,,,
01097,1100,748.0,269.3,1076.0,,,,,1108.0,373.9,734.4,987.8,456.5,1062.0,,,899.5,1107.0,,,,-352.0,-830.7,-24.0,,,,,8.0,-726.1,-365.6,-112.2,-643.5,-38.0,,,-200.5,7.0,,,,False,True,,,,,True,False,False,True,False,True,,,True,True,,,
01099,69,21.0,,0.0,,,,,51.0,44.5,6.0,,34.1,35.0,,,,,,,,-48.0,,-69.0,,,,,-18.0,-24.5,-63.0,,-34.9,-34.0,,,,,,,,,False,,,,,True,True,False,,True,True,,,,,,,
01101,540,409.0,468.1,345.0,,,,,854.0,374.2,226.3,491.8,318.3,637.0,,,424.8,356.0,,,,-131.0,-71.9,-195.0,,,,,314.0,-165.8,-313.7,-48.2,-221.7,97.0,,,-115.2,-184.0,,,,True,False,,,,,False,False,False,True,False,True,,,True,False,,,
01103,328,198.0,243.2,232.0,,,,,364.0,145.1,188.2,268.4,176.7,292.0,,,,,,,,-130.0,-84.8,-96.0,,,,,36.0,-182.9,-139.8,-59.6,-151.3,-36.0,,,,,,,,True,True,,,,,True,False,False,True,False,True,,,,,,,
01105,75,66.0,,0.0,,,,,11.0,45.9,51.8,,12.3,93.0,,,,,,,,-9.0,,-75.0,,,,,-64.0,-29.1,-23.2,,-62.7,18.0,,,,,,,,,False,,,,,False,False,False,,False,False,,,,,,,
01107,30,42.0,,55.0,,,,,28.0,21.2,23.6,,34.6,55.0,,,,,,,,12.0,,25.0,,,,,-2.0,-8.8,-6.4,,4.6,25.0,,,,,,,,,False,,,,,True,True,True,,True,False,,,,,,,
01109,63,52.0,,47.0,,,,,153.0,40.2,11.4,,34.6,69.0,,,,,,,,-11.0,,-16.0,,,,,90.0,-22.8,-51.6,,-28.4,6.0,,,,,,,,,False,,,,,False,False,False,,False,True,,,,,,,
01111,57,58.0,,95.0,,,,,35.0,24.8,31.7,,24.0,73.0,,,,,,,,1.0,,38.0,,,,,-22.0,-32.2,-25.3,,-33.0,16.0,,,,,,,,,False,,,,,False,False,False,,False,False,,,,,,,
01113,228,130.0,105.0,158.0,,,,,104.0,86.3,92.7,96.6,109.3,166.0,,,,,,,,-98.0,-123.0,-70.0,,,,,-124.0,-141.7,-135.3,-131.4,-118.7,-62.0,,,,,,,,False,True,,,,,False,False,False,False,False,True,,,,,,,
01115,259,147.0,66.3,236.0,,,,,103.0,84.7,135.3,171.8,147.7,186.0,,,,,,,,-112.0,-192.7,-23.0,,,,,-156.0,-174.3,-123.7,-87.2,-111.3,-73.0,,,,,,,,False,True,,,,,False,False,False,True,True,True,,,,,,,
01117,552,415.0,206.0,596.0,,,,,450.0,158.5,353.4,430.6,367.4,478.0,,,421.2,508.0,,,,-137.0,-346.0,44.0,,,,,-102.0,-393.5,-198.6,-121.4,-184.6,-74.0,,,-130.8,-44.0,,,,False,True,,,,,True,False,False,True,False,True,,,True,True,,,
01119,25,7.0,,6.0,,,,,28.0,9.6,1.0,,3.5,,,,,,,,,-18.0,,-19.0,,,,,3.0,-15.4,-24.0,,-21.5,,,,,,,,,,False,,,,,True,True,False,,False,,,,,,,,
01121,216,86.0,62.0,139.0,,,,,93.0,91.3,68.0,99.5,86.9,113.0,,,94.9,,,,,-130.0,-154.0,-77.0,,,,,-123.0,-124.7,-148.0,-116.5,-129.1,-103.0,,,-121.1,,,,,False,True,,,,,True,True,False,True,True,True,,,True,,,,
01123,77,40.0,,44.0,,,,,92.0,27.3,11.9,,25.9,,,,,,,,,-37.0,,-33.0,,,,,15.0,-49.7,-65.1,,-51.1,,,,,,,,,,True,,,,,True,False,False,,False,,,,,,,,
01125,457,406.0,463.4,471.0,,,,,697.0,468.6,300.7,374.6,323.6,522.0,,,402.2,439.0,,,,-51.0,6.4,14.0,,,,,240.0,11.6,-156.3,-82.4,-133.4,65.0,,,-54.8,-18.0,,,,True,True,,,,,False,True,False,False,False,False,,,False,True,,,
01127,169,147.0,115.5,130.0,,,,,244.0,237.7,53.9,96.0,106.9,156.0,,,142.8,,,,,-22.0,-53.5,-39.0,,,,,75.0,68.7,-115.1,-73.0,-62.1,-13.0,,,-26.2,,,,,False,False,,,,,False,False,False,False,False,True,,,False,,,,
01129,58,36.0,,17.0,,,,,33.0,18.0,17.3,,10.4,49.0,,,,,,,,-22.0,,-41.0,,,,,-25.0,-40.0,-40.7,,-47.6,-9.0,,,,,,,,,False,,,,,False,False,False,,False,True,,,,,,,
01131,41,13.0,,0.0,,,,,19.0,15.7,2.9,,12.6,,,,,,,,,-28.0,,-41.0,,,,,-22.0,-25.3,-38.1,,-28.4,,,,,,,,,,False,,,,,True,True,False,,False,,,,,,,,
01133,45,42.0,,42.0,,,,,48.0,65.7,19.9,,40.6,54.0,,,,,,,,-3.0,,-3.0,,,,,3.0,20.7,-25.1,,-4.4,9.0,,,,,,,,,False,,,,,False,False,False,,False,False,,,,,,,
02013,0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,
02016,6,1.0,,0.0,,,,,,0.0,,,,,,,,,,,,-5.0,,-6.0,,,,,,-6.0,,,,,,,,,,,,,False,,,,,,False,,,,,,,,,,,
02020,236,146.0,75.7,238.0,,,,,,90.5,119.0,204.3,156.0,202.0,,,177.3,240.0,,,,-90.0,-160.3,2.0,,,,,,-145.5,-117.0,-31.7,-80.0,-34.0,,,-58.7,4.0,,,,False,True,,,,,,False,False,True,True,True,,,True,True,,,
02050,3,2.0,,0.0,,,,,,0.5,0.6,,,,,,,,,,,-1.0,,-3.0,,,,,,-2.5,-2.4,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,
02060,0,3.0,,0.0,,,,,,0.0,0.1,,,,,,,,,,,3.0,,0.0,,,,,,0.0,0.1,,,,,,,,,,,,True,,,,,,True,True,,,,,,,,,,
02068,2,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,-2.0,,-2.0,,,,,,-2.0,,,,,,,,,,,,,False,,,,,,False,,,,,,,,,,,
02070,0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,
02090,91,60.0,9.7,0.0,,,,,,25.8,78.0,120.3,26.4,101.0,,,,,,,,-31.0,-81.3,-91.0,,,,,,-65.2,-13.0,29.3,-64.6,10.0,,,,,,,,False,False,,,,,,False,True,True,False,True,,,,,,,
02100,1,0.0,,0.0,,,,,,0.3,,,,,,,,,,,,-1.0,,-1.0,,,,,,-0.7,,,,,,,,,,,,,False,,,,,,True,,,,,,,,,,,
02105,0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,
02110,14,3.0,,0.0,,,,,,5.3,4.0,,,,,,,,,,,-11.0,,-14.0,,,,,,-8.7,-10.0,,,,,,,,,,,,False,,,,,,True,True,,,,,,,,,,
02122,47,31.0,39.8,0.0,,,,,,47.1,18.4,45.0,32.5,51.0,,,,,,,,-16.0,-7.2,-47.0,,,,,,0.1,-28.6,-2.0,-14.5,4.0,,,,,,,,True,False,,,,,,True,False,True,True,True,,,,,,,
02130,3,1.0,,0.0,,,,,,0.3,1.1,,,,,,,,,,,-2.0,,-3.0,,,,,,-2.6,-1.9,,,,,,,,,,,,False,,,,,,False,True,,,,,,,,,,
02150,4,0.0,,0.0,,,,,,1.3,0.1,,,,,,,,,,,-4.0,,-4.0,,,,,,-2.7,-3.9,,,,,,,,,,,,False,,,,,,True,True,,,,,,,,,,
02158,1,1.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,-1.0,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
02164,6,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,-6.0,,-6.0,,,,,,-6.0,,,,,,,,,,,,,False,,,,,,False,,,,,,,,,,,
02170,42,20.0,24.2,0.0,,,,,,48.8,18.6,45.8,27.2,,,,,,,,,-22.0,-17.8,-42.0,,,,,,6.8,-23.4,3.8,-14.8,,,,,,,,,True,False,,,,,,True,False,True,True,,,,,,,,
02180,3,3.0,,0.0,,,,,,0.3,0.5,,,,,,,,,,,0.0,,-3.0,,,,,,-2.7,-2.5,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,
02185,3,0.0,,0.0,,,,,,1.3,0.1,,,,,,,,,,,-3.0,,-3.0,,,,,,-1.7,-2.9,,,,,,,,,,,,False,,,,,,True,True,,,,,,,,,,
02188,2,1.0,,0.0,,,,,,0.3,0.2,,,,,,,,,,,-1.0,,-2.0,,,,,,-1.7,-1.8,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,
02195,1,1.0,,0.0,,,,,,0.3,0.1,,,,,,,,,,,0.0,,-1.0,,,,,,-0.7,-0.9,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,
02198,0,0.0,,0.0,,,,,,0.8,0.0,,,,,,,,,,,0.0,,0.0,,,,,,0.8,0.0,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,
02220,5,0.0,,0.0,,,,,,0.6,0.5,,,0.0,,,,,,,,-5.0,,-5.0,,,,,,-4.4,-4.5,,,-5.0,,,,,,,,,False,,,,,,True,True,,,False,,,,,,,
02230,0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,
02240,0,0.0,,0.0,,,,,,0.2,0.3,,,,,,,,,,,0.0,,0.0,,,,,,0.2,0.3,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,
02261,27,2.0,,0.0,,,,,,0.0,0.3,,,,,,,,,,,-25.0,,-27.0,,,,,,-27.0,-26.7,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,
02275,1,0.0,,0.0,,,,,,0.4,,,,,,,,,,,,-1.0,,-1.0,,,,,,-0.6,,,,,,,,,,,,,False,,,,,,True,,,,,,,,,,,
02282,0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,
02290,12,3.0,,0.0,,,,,,1.6,0.5,,,,,,,,,,,-9.0,,-12.0,,,,,,-10.4,-11.5,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,
04001,184,128.0,285.2,135.0,,,,,191.0,96.2,62.2,145.5,39.9,,,,156.6,,,,,-56.0,101.2,-49.0,,,,,7.0,-87.8,-121.8,-38.5,-144.1,,,,-27.4,,,,,False,True,,,,,True,False,False,True,False,,,,True,,,,
04003,197,280.0,164.6,326.0,,,,,209.0,471.0,164.0,227.1,199.0,296.0,,,,,,,,83.0,-32.4,129.0,,,,,12.0,274.0,-33.0,30.1,2.0,99.0,,,,,,,,True,False,,,,,True,False,True,True,True,False,,,,,,,
04005,220,320.0,235.3,410.0,,,,,563.0,124.1,185.3,291.3,176.3,408.0,,,281.4,390.0,,,,100.0,15.3,190.0,,,,,343.0,-95.9,-34.7,71.3,-43.7,188.0,,,61.4,170.0,,,,True,False,,,,,False,True,True,True,True,False,,,True,False,,,
04007,112,104.0,57.0,0.0,,,,,84.0,173.7,72.1,76.0,68.0,129.0,,,,,,,,-8.0,-55.0,-112.0,,,,,-28.0,61.7,-39.9,-36.0,-44.0,17.0,,,,,,,,False,False,,,,,False,False,False,False,False,False,,,,,,,
04009,77,74.0,,0.0,,,,,35.0,27.0,19.1,,36.4,71.0,,,,,,,,-3.0,,-77.0,,,,,-42.0,-50.0,-57.9,,-40.6,-6.0,,,,,,,,,False,,,,,False,False,False,,False,False,,,,,,,
04011,9,14.0,,0.0,,,,,17.0,6.4,1.4,,,,,,,,,,,5.0,,-9.0,,,,,8.0,-2.6,-7.6,,,,,,,,,,,,False,,,,,False,True,False,,,,,,,,,,
04012,36,41.0,,0.0,,,,,91.0,58.8,14.0,,26.3,60.0,,,,,,,,5.0,,-36.0,,,,,55.0,22.8,-22.0,,-9.7,24.0,,,,,,,,,False,,,,,False,False,False,,False,False,,,,,,,
04013,15389,18652.0,22895.0,19266.0,,,,,23662.0,6381.7,12649.7,17824.0,17230.2,20499.0,,,17280.0,18421.0,,,,3263.0,7506.0,3877.0,,,,,8273.0,-9007.3,-2739.3,2435.0,1841.2,5110.0,,,1891.0,3032.0,,,,False,False,,,,,False,False,True,True,True,False,,,True,True,,,
04015,470,401.0,360.8,638.0,,,,,506.0,366.8,374.8,474.8,361.8,542.0,,,483.6,425.0,,,,-69.0,-109.2,168.0,,,,,36.0,-103.2,-95.2,4.8,-108.2,72.0,,,13.6,-45.0,,,,False,False,,,,,True,False,False,True,False,False,,,True,True,,,
