,actual_cases,COVIDhub-baseline,BPagano-RtDriven,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,MITCovAlliance-SIR,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
01067,355,224.0,,,,,86.0,,269.8,0.0,,108.0,-131.0,,,,,-269.0,,-85.2,-355.0,,-247.0,,,,,False,,True,False,,False
01069,2391,936.0,,,,,633.0,,813.4,0.8,551.1,219.0,-1455.0,,,,,-1758.0,,-1577.6,-2390.2,-1839.9,-2172.0,,,,,False,,False,False,False,False
01071,2347,1320.0,,,,,681.0,,1172.2,252.8,485.0,862.0,-1027.0,,,,,-1666.0,,-1174.8,-2094.2,-1862.0,-1485.0,,,,,False,,False,False,False,False
01073,18029,6872.0,,,,,3735.0,,4792.0,203.6,3792.4,6122.0,-11157.0,,,,,-14294.0,,-13237.0,-17825.4,-14236.6,-11907.0,,,,,False,,False,False,False,False
01075,390,264.0,,,,,134.0,,159.9,0.3,,185.0,-126.0,,,,,-256.0,,-230.1,-389.7,,-205.0,,,,,False,,False,False,,False
01077,2961,920.0,,,,,1047.0,,632.9,20.3,659.5,615.0,-2041.0,,,,,-1914.0,,-2328.1,-2940.7,-2301.5,-2346.0,,,,,True,,False,False,False,False
01079,776,568.0,,,,,349.0,,654.4,94.2,,49.0,-208.0,,,,,-427.0,,-121.6,-681.8,,-727.0,,,,,False,,True,False,,False
01081,2267,1120.0,,,,,831.0,,686.3,5.6,660.1,446.0,-1147.0,,,,,-1436.0,,-1580.7,-2261.4,-1606.9,-1821.0,,,,,False,,False,False,False,False
01083,2544,1440.0,,,,,903.0,,2052.7,617.1,321.3,698.0,-1104.0,,,,,-1641.0,,-491.3,-1926.9,-2222.7,-1846.0,,,,,False,,True,False,False,False
01085,158,136.0,,,,,36.0,,81.9,0.1,,0.0,-22.0,,,,,-122.0,,-76.1,-157.9,,-158.0,,,,,False,,False,False,,False
01087,312,120.0,,,,,56.0,,138.5,0.0,,74.0,-192.0,,,,,-256.0,,-173.5,-312.0,,-238.0,,,,,False,,True,False,,False
01089,7896,3280.0,,,,,2480.0,,2170.5,74.3,1271.1,863.0,-4616.0,,,,,-5416.0,,-5725.5,-7821.7,-6624.9,-7033.0,,,,,False,,False,False,False,False
01091,503,640.0,,,,,181.0,,1131.0,117.5,,194.0,137.0,,,,,-322.0,,628.0,-385.5,,-309.0,,,,,False,,False,False,,False
01093,637,136.0,,,,,295.0,,91.3,0.2,75.1,47.0,-501.0,,,,,-342.0,,-545.7,-636.8,-561.9,-590.0,,,,,True,,False,False,False,False
01095,3503,824.0,,,,,1032.0,,601.0,7.7,287.2,968.0,-2679.0,,,,,-2471.0,,-2902.0,-3495.3,-3215.8,-2535.0,,,,,True,,False,False,False,True
01097,7778,2376.0,,,,,3641.0,,1335.9,18.2,1582.3,3806.0,-5402.0,,,,,-4137.0,,-6442.1,-7759.8,-6195.7,-3972.0,,,,,True,,False,False,False,True
01099,296,128.0,,,,,159.0,,88.6,0.0,,189.0,-168.0,,,,,-137.0,,-207.4,-296.0,,-107.0,,,,,True,,False,False,,True
01101,4089,2992.0,,,,,969.0,,1646.0,34.4,2637.6,14938.0,-1097.0,,,,,-3120.0,,-2443.0,-4054.6,-1451.4,10849.0,,,,,False,,False,False,False,False
01103,4449,2024.0,,,,,1106.0,,1647.9,563.1,931.7,2081.0,-2425.0,,,,,-3343.0,,-2801.1,-3885.9,-3517.3,-2368.0,,,,,False,,False,False,False,True
01105,159,88.0,,,,,40.0,,121.6,0.0,,260.0,-71.0,,,,,-119.0,,-37.4,-159.0,,101.0,,,,,False,,True,False,,False
01107,607,528.0,,,,,173.0,,382.8,68.4,,302.0,-79.0,,,,,-434.0,,-224.2,-538.6,,-305.0,,,,,False,,False,False,,False
01109,433,264.0,,,,,184.0,,202.1,0.0,399.3,355.0,-169.0,,,,,-249.0,,-230.9,-433.0,-33.7,-78.0,,,,,False,,False,False,True,True
01111,329,360.0,,,,,141.0,,325.8,0.6,,146.0,31.0,,,,,-188.0,,-3.2,-328.4,,-183.0,,,,,False,,True,False,,False
01113,566,440.0,,,,,298.0,,223.4,0.2,209.6,823.0,-126.0,,,,,-268.0,,-342.6,-565.8,-356.4,257.0,,,,,False,,False,False,False,False
01115,2450,1296.0,,,,,537.0,,990.4,19.2,649.2,298.0,-1154.0,,,,,-1913.0,,-1459.6,-2430.8,-1800.8,-2152.0,,,,,False,,False,False,False,False
01117,5539,2544.0,,,,,907.0,,2118.0,157.4,1197.0,1724.0,-2995.0,,,,,-4632.0,,-3421.0,-5381.6,-4342.0,-3815.0,,,,,False,,False,False,False,False
01119,196,80.0,,,,,90.0,,91.1,0.0,,223.0,-116.0,,,,,-106.0,,-104.9,-196.0,,27.0,,,,,True,,True,False,,True
01121,1770,1232.0,,,,,541.0,,1190.9,0.5,728.6,846.0,-538.0,,,,,-1229.0,,-579.1,-1769.5,-1041.4,-924.0,,,,,False,,False,False,False,False
01123,785,376.0,,,,,203.0,,178.5,0.4,210.0,153.0,-409.0,,,,,-582.0,,-606.5,-784.6,-575.0,-632.0,,,,,False,,False,False,False,False
01125,5545,2816.0,,,,,1536.0,,1882.5,5.5,2017.0,842.0,-2729.0,,,,,-4009.0,,-3662.5,-5539.5,-3528.0,-4703.0,,,,,False,,False,False,False,False
01127,1765,800.0,,,,,622.0,,764.1,0.8,238.0,304.0,-965.0,,,,,-1143.0,,-1000.9,-1764.2,-1527.0,-1461.0,,,,,False,,False,False,False,False
01129,405,120.0,,,,,200.0,,166.0,0.0,,146.0,-285.0,,,,,-205.0,,-239.0,-405.0,,-259.0,,,,,True,,True,False,,True
01131,225,24.0,,,,,45.0,,49.6,0.0,,11.0,-201.0,,,,,-180.0,,-175.4,-225.0,,-214.0,,,,,True,,True,False,,False
01133,757,528.0,,,,,251.0,,551.4,85.1,,196.0,-229.0,,,,,-506.0,,-205.6,-671.9,,-561.0,,,,,False,,True,False,,False
02013,30,0.0,,,,,,,6.6,,,0.0,-30.0,,,,,,,-23.4,,,-30.0,,,,,,,True,,,False
02016,61,8.0,,,,,,,0.5,,,0.0,-53.0,,,,,,,-60.5,,,-61.0,,,,,,,False,,,False
02020,13815,5688.0,,,,,,,9985.4,1679.4,1634.1,1180.0,-8127.0,,,,,,,-3829.6,-12135.6,-12180.9,-12635.0,,,,,,,True,False,False,False
02050,1689,528.0,,,,,,,3763.3,0.0,,602.0,-1161.0,,,,,,,2074.3,-1689.0,,-1087.0,,,,,,,False,False,,True
02060,0,0.0,,,,,,,0.3,,,0.0,0.0,,,,,,,0.3,,,0.0,,,,,,,False,,,True
02068,34,32.0,,,,,,,103.3,,,15.0,-2.0,,,,,,,69.3,,,-19.0,,,,,,,False,,,False
02070,73,24.0,,,,,,,68.5,,,205.0,-49.0,,,,,,,-4.5,,,132.0,,,,,,,True,,,False
02090,2459,1648.0,,,,,,,5505.6,644.9,720.3,591.0,-811.0,,,,,,,3046.6,-1814.1,-1738.7,-1868.0,,,,,,,False,False,False,False
02100,8,8.0,,,,,,,7.8,,,131.0,0.0,,,,,,,-0.2,,,123.0,,,,,,,False,,,False
02105,0,0.0,,,,,,,2.4,,,,0.0,,,,,,,2.4,,,,,,,,,,False,,,
02110,505,368.0,,,,,,,252.6,232.8,,803.0,-137.0,,,,,,,-252.4,-272.2,,298.0,,,,,,,False,False,,False
02122,2469,384.0,,,,,,,707.5,223.6,,1183.0,-2085.0,,,,,,,-1761.5,-2245.4,,-1286.0,,,,,,,True,False,,True
02130,146,32.0,,,,,,,21.8,,,314.0,-114.0,,,,,,,-124.2,,,168.0,,,,,,,False,,,False
02150,571,48.0,,,,,,,114.4,,,29.0,-523.0,,,,,,,-456.6,,,-542.0,,,,,,,True,,,False
02158,573,72.0,,,,,,,293.2,,,292.0,-501.0,,,,,,,-279.8,,,-281.0,,,,,,,True,,,True
02164,55,0.0,,,,,,,18.7,,,,-55.0,,,,,,,-36.3,,,,,,,,,,True,,,
02170,4513,776.0,,,,,,,1075.9,349.1,,888.0,-3737.0,,,,,,,-3437.1,-4163.9,,-3625.0,,,,,,,True,False,,True
02180,140,48.0,,,,,,,326.7,0.0,,28.0,-92.0,,,,,,,186.7,-140.0,,-112.0,,,,,,,False,False,,False
02185,434,336.0,,,,,,,311.6,0.0,,194.0,-98.0,,,,,,,-122.4,-434.0,,-240.0,,,,,,,False,False,,False
02188,179,288.0,,,,,,,990.4,0.0,,11.0,109.0,,,,,,,811.4,-179.0,,-168.0,,,,,,,False,False,,False
02195,14,24.0,,,,,,,1.0,,,0.0,10.0,,,,,,,-13.0,,,-14.0,,,,,,,False,,,False
02198,31,24.0,,,,,,,0.4,,,339.0,-7.0,,,,,,,-30.6,,,308.0,,,,,,,False,,,False
02220,161,8.0,,,,,,,7.3,,,1.0,-153.0,,,,,,,-153.7,,,-160.0,,,,,,,False,,,False
02230,11,8.0,,,,,,,0.1,,,0.0,-3.0,,,,,,,-10.9,,,-11.0,,,,,,,False,,,False
02240,300,80.0,,,,,,,23.5,,,4.0,-220.0,,,,,,,-276.5,,,-296.0,,,,,,,False,,,False
02261,150,104.0,,,,,,,152.3,,,327.0,-46.0,,,,,,,2.3,,,177.0,,,,,,,True,,,False
02275,5,0.0,,,,,,,0.2,,,0.0,-5.0,,,,,,,-4.8,,,-5.0,,,,,,,True,,,False
02282,21,8.0,,,,,,,0.5,,,3.0,-13.0,,,,,,,-20.5,,,-18.0,,,,,,,False,,,False
02290,89,72.0,,,,,,,122.1,1.3,,109.0,-17.0,,,,,,,33.1,-87.7,,20.0,,,,,,,False,False,,False
04001,2633,528.0,,,,,1210.0,,417.7,0.9,168.2,152.0,-2105.0,,,,,-1423.0,,-2215.3,-2632.1,-2464.8,-2481.0,,,,,True,,False,False,False,False
04003,3032,568.0,,,,,393.0,,322.6,0.1,241.1,664.0,-2464.0,,,,,-2639.0,,-2709.4,-3031.9,-2790.9,-2368.0,,,,,False,,False,False,False,True
04005,4285,1912.0,,,,,800.0,,967.4,0.5,777.7,1011.0,-2373.0,,,,,-3485.0,,-3317.6,-4284.5,-3507.3,-3274.0,,,,,False,,False,False,False,False
04007,1866,1616.0,,,,,170.0,,980.7,522.7,534.4,4720.0,-250.0,,,,,-1696.0,,-885.3,-1343.3,-1331.6,2854.0,,,,,False,,False,False,False,False
04009,1521,672.0,,,,,111.0,,452.9,0.0,,559.0,-849.0,,,,,-1410.0,,-1068.1,-1521.0,,-962.0,,,,,False,,False,False,,False
04011,251,80.0,,,,,37.0,,48.7,,,199.0,-171.0,,,,,-214.0,,-202.3,,,-52.0,,,,,False,,False,,,True
04012,483,168.0,,,,,35.0,,282.6,0.0,,429.0,-315.0,,,,,-448.0,,-200.4,-483.0,,-54.0,,,,,False,,True,False,,True
04013,101117,26840.0,,,,,11838.0,,16555.5,519.6,14867.9,21671.0,-74277.0,,,,,-89279.0,,-84561.5,-100597.4,-86249.1,-79446.0,,,,,False,,False,False,False,False
04015,4154,704.0,,,,,704.0,,403.3,122.1,411.3,511.0,-3450.0,,,,,-3450.0,,-3750.7,-4031.9,-3742.7,-3643.0,,,,,False,,False,False,False,False
04017,3478,1992.0,,,,,924.0,,502.4,4.2,655.6,7684.0,-1486.0,,,,,-2554.0,,-2975.6,-3473.8,-2822.4,4206.0,,,,,False,,False,False,False,False
04019,24009,3840.0,,,,,1514.0,,2757.1,70.1,1629.0,2850.0,-20169.0,,,,,-22495.0,,-21251.9,-23938.9,-22380.0,-21159.0,,,,,False,,False,False,False,False
04021,9784,2416.0,,,,,774.0,,1679.6,10.8,1145.6,1648.0,-7368.0,,,,,-9010.0,,-8104.4,-9773.2,-8638.4,-8136.0,,,,,False,,False,False,False,False
04023,1898,296.0,,,,,133.0,,146.3,0.4,106.9,0.0,-1602.0,,,,,-1765.0,,-1751.7,-1897.6,-1791.1,-1898.0,,,,,False,,False,False,False,False
04025,4977,584.0,,,,,603.0,,542.8,460.5,370.9,226.0,-4393.0,,,,,-4374.0,,-4434.2,-4516.5,-4606.1,-4751.0,,,,,True,,False,False,False,False
04027,8691,1632.0,,,,,257.0,,980.6,2.1,565.0,3199.0,-7059.0,,,,,-8434.0,,-7710.4,-8688.9,-8126.0,-5492.0,,,,,False,,False,False,False,True
05001,494,384.0,,,,,309.0,,1343.5,167.2,,25.0,-110.0,,,,,-185.0,,849.5,-326.8,,-469.0,,,,,False,,False,False,,False
05003,554,216.0,,,,,235.0,,229.6,0.4,,282.0,-338.0,,,,,-319.0,,-324.4,-553.6,,-272.0,,,,,True,,True,False,,True
05005,1122,584.0,,,,,875.0,,1124.5,173.9,,342.0,-538.0,,,,,-247.0,,2.5,-948.1,,-780.0,,,,,True,,True,False,,False
05007,6651,3104.0,,,,,4211.0,,2264.2,130.5,1882.1,2335.0,-3547.0,,,,,-2440.0,,-4386.8,-6520.5,-4768.9,-4316.0,,,,,True,,False,False,False,False
05009,1207,608.0,,,,,1063.0,,601.9,0.3,,895.0,-599.0,,,,,-144.0,,-605.1,-1206.7,,-312.0,,,,,True,,False,False,,True
05011,318,56.0,,,,,144.0,,24.9,0.0,,300.0,-262.0,,,,,-174.0,,-293.1,-318.0,,-18.0,,,,,True,,False,False,,True
05013,134,32.0,,,,,57.0,,17.5,,,29.0,-102.0,,,,,-77.0,,-116.5,,,-105.0,,,,,True,,False,,,False
05015,819,624.0,,,,,543.0,,1220.5,324.0,,337.0,-195.0,,,,,-276.0,,401.5,-495.0,,-482.0,,,,,False,,False,False,,False
05017,271,88.0,,,,,166.0,,33.7,0.2,72.2,277.0,-183.0,,,,,-105.0,,-237.3,-270.8,-198.8,6.0,,,,,True,,False,False,False,True
05019,595,360.0,,,,,325.0,,402.8,138.2,,123.0,-235.0,,,,,-270.0,,-192.2,-456.8,,-472.0,,,,,False,,True,False,,False
05021,694,376.0,,,,,338.0,,499.6,73.2,,129.0,-318.0,,,,,-356.0,,-194.4,-620.8,,-565.0,,,,,False,,True,False,,False
05023,459,320.0,,,,,653.0,,272.9,96.7,,117.0,-139.0,,,,,194.0,,-186.1,-362.3,,-342.0,,,,,False,,False,False,,False
05025,264,48.0,,,,,93.0,,30.5,0.0,,4.0,-216.0,,,,,-171.0,,-233.5,-264.0,,-260.0,,,,,True,,False,False,,False
05027,675,288.0,,,,,275.0,,342.9,0.0,,78.0,-387.0,,,,,-400.0,,-332.1,-675.0,,-597.0,,,,,False,,True,False,,False
05029,583,168.0,,,,,664.0,,160.3,0.0,,84.0,-415.0,,,,,81.0,,-422.7,-583.0,,-499.0,,,,,True,,False,False,,False
05031,4341,3152.0,,,,,2530.0,,3815.7,1418.6,1781.3,3521.0,-1189.0,,,,,-1811.0,,-525.3,-2922.4,-2559.7,-820.0,,,,,False,,True,False,False,True
05033,1798,1208.0,,,,,1666.0,,1608.8,620.3,643.8,592.0,-590.0,,,,,-132.0,,-189.2,-1177.7,-1154.2,-1206.0,,,,,True,,True,False,False,False
05035,1517,936.0,,,,,950.0,,429.6,1.9,421.9,309.0,-581.0,,,,,-567.0,,-1087.4,-1515.1,-1095.1,-1208.0,,,,,True,,False,False,False,False
05037,555,280.0,,,,,430.0,,207.9,0.8,,3.0,-275.0,,,,,-125.0,,-347.1,-554.2,,-552.0,,,,,True,,False,False,,False
05039,206,24.0,,,,,99.0,,38.6,0.0,,9.0,-182.0,,,,,-107.0,,-167.4,-206.0,,-197.0,,,,,True,,True,False,,False
05041,372,192.0,,,,,149.0,,176.4,0.1,,71.0,-180.0,,,,,-223.0,,-195.6,-371.9,,-301.0,,,,,False,,False,False,,False
05043,727,216.0,,,,,255.0,,89.4,0.0,,77.0,-511.0,,,,,-472.0,,-637.6,-727.0,,-650.0,,,,,True,,False,False,,False
05045,2813,1704.0,,,,,2507.0,,1662.9,5.5,421.3,782.0,-1109.0,,,,,-306.0,,-1150.1,-2807.5,-2391.7,-2031.0,,,,,True,,False,False,False,False
05047,480,488.0,,,,,492.0,,1836.4,140.8,,0.0,8.0,,,,,12.0,,1356.4,-339.2,,-480.0,,,,,False,,False,False,,False
05049,366,376.0,,,,,175.0,,487.1,70.8,,153.0,10.0,,,,,-191.0,,121.1,-295.2,,-213.0,,,,,False,,False,False,,False
05051,2327,1112.0,,,,,1855.0,,769.5,1.5,559.0,304.0,-1215.0,,,,,-472.0,,-1557.5,-2325.5,-1768.0,-2023.0,,,,,True,,False,False,False,False
05053,405,248.0,,,,,205.0,,429.1,74.3,,230.0,-157.0,,,,,-200.0,,24.1,-330.7,,-175.0,,,,,False,,True,False,,False
05055,2498,1232.0,,,,,986.0,,1890.7,348.0,692.2,583.0,-1266.0,,,,,-1512.0,,-607.3,-2150.0,-1805.8,-1915.0,,,,,False,,True,False,False,False
05057,517,368.0,,,,,241.0,,680.8,144.0,,24.0,-149.0,,,,,-276.0,,163.8,-373.0,,-493.0,,,,,False,,False,False,,False
05059,1051,432.0,,,,,589.0,,397.2,3.6,127.3,0.0,-619.0,,,,,-462.0,,-653.8,-1047.4,-923.7,-1051.0,,,,,True,,False,False,False,False
05061,387,176.0,,,,,194.0,,129.4,0.7,,96.0,-211.0,,,,,-193.0,,-257.6,-386.3,,-291.0,,,,,True,,False,False,,False
05063,974,552.0,,,,,1266.0,,535.2,1.5,437.2,187.0,-422.0,,,,,292.0,,-438.8,-972.5,-536.8,-787.0,,,,,True,,False,False,False,False
05065,671,416.0,,,,,283.0,,1387.9,62.2,,207.0,-255.0,,,,,-388.0,,716.9,-608.8,,-464.0,,,,,False,,False,False,,False
05067,1805,864.0,,,,,553.0,,2138.7,258.3,,83.0,-941.0,,,,,-1252.0,,333.7,-1546.7,,-1722.0,,,,,False,,True,False,,False
05069,1737,1536.0,,,,,1086.0,,1592.8,0.4,1042.4,39.0,-201.0,,,,,-651.0,,-144.2,-1736.6,-694.6,-1698.0,,,,,False,,True,False,False,False
05071,526,224.0,,,,,890.0,,212.2,1.7,,171.0,-302.0,,,,,364.0,,-313.8,-524.3,,-355.0,,,,,False,,False,False,,False
05073,140,120.0,,,,,80.0,,159.5,0.0,,38.0,-20.0,,,,,-60.0,,19.5,-140.0,,-102.0,,,,,False,,True,False,,False
05075,600,1080.0,,,,,357.0,,1936.3,194.3,,157.0,480.0,,,,,-243.0,,1336.3,-405.7,,-443.0,,,,,True,,False,True,,True
05077,223,48.0,,,,,168.0,,33.3,0.2,55.3,17.0,-175.0,,,,,-55.0,,-189.7,-222.8,-167.7,-206.0,,,,,True,,False,False,True,False
05079,450,560.0,,,,,200.0,,176.6,0.4,181.5,962.0,110.0,,,,,-250.0,,-273.4,-449.6,-268.5,512.0,,,,,False,,False,False,False,False
05081,279,160.0,,,,,169.0,,171.1,0.0,,122.0,-119.0,,,,,-110.0,,-107.9,-279.0,,-157.0,,,,,True,,True,False,,False
05083,607,352.0,,,,,611.0,,612.6,0.1,,154.0,-255.0,,,,,4.0,,5.6,-606.9,,-453.0,,,,,True,,True,False,,False
05085,1723,912.0,,,,,1146.0,,1098.1,1.8,466.8,588.0,-811.0,,,,,-577.0,,-624.9,-1721.2,-1256.2,-1135.0,,,,,True,,True,False,False,False
05087,407,120.0,,,,,456.0,,190.7,0.2,,33.0,-287.0,,,,,49.0,,-216.3,-406.8,,-374.0,,,,,True,,True,False,,False
05089,392,112.0,,,,,215.0,,122.0,5.8,,167.0,-280.0,,,,,-177.0,,-270.0,-386.2,,-225.0,,,,,True,,True,False,,True
05091,1174,1064.0,,,,,523.0,,1188.2,387.6,235.7,0.0,-110.0,,,,,-651.0,,14.2,-786.4,-938.3,-1174.0,,,,,False,,True,False,False,False
05093,1758,1384.0,,,,,1056.0,,838.1,2.6,775.2,924.0,-374.0,,,,,-702.0,,-919.9,-1755.4,-982.8,-834.0,,,,,False,,False,False,False,False
05095,171,160.0,,,,,164.0,,605.4,19.7,,62.0,-11.0,,,,,-7.0,,434.4,-151.3,,-109.0,,,,,True,,False,False,,False
05097,214,48.0,,,,,151.0,,45.9,0.0,,38.0,-166.0,,,,,-63.0,,-168.1,-214.0,,-176.0,,,,,True,,False,False,,False
05099,251,128.0,,,,,125.0,,158.7,0.1,,59.0,-123.0,,,,,-126.0,,-92.3,-250.9,,-192.0,,,,,False,,True,False,,False
05101,212,112.0,,,,,154.0,,127.5,0.0,,28.0,-100.0,,,,,-58.0,,-84.5,-212.0,,-184.0,,,,,True,,True,False,,False
05103,719,288.0,,,,,293.0,,226.8,84.8,,347.0,-431.0,,,,,-426.0,,-492.2,-634.2,,-372.0,,,,,True,,False,False,,True
05105,188,72.0,,,,,132.0,,361.1,0.0,,22.0,-116.0,,,,,-56.0,,173.1,-188.0,,-166.0,,,,,True,,False,False,,False
05107,387,544.0,,,,,368.0,,659.3,132.0,,0.0,157.0,,,,,-19.0,,272.3,-255.0,,-387.0,,,,,True,,False,False,,False
05109,235,56.0,,,,,164.0,,70.4,0.0,,33.0,-179.0,,,,,-71.0,,-164.6,-235.0,,-202.0,,,,,True,,True,False,,False
