,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
05021,607,234.0,,221.0,,,,,269.0,,404.7,81.5,222.0,,133.0,-373.0,,-386.0,,,,,-338.0,,-202.3,-525.5,-385.0,,-474.0,,False,,,,,True,,True,False,False,,False
05023,412,126.0,,86.0,,,,,433.0,,144.5,37.1,172.0,,292.0,-286.0,,-326.0,,,,,21.0,,-267.5,-374.9,-240.0,,-120.0,,False,,,,,True,,True,False,True,,True
05025,212,168.0,,37.0,,,,,60.0,,233.1,14.6,285.5,,67.0,-44.0,,-175.0,,,,,-152.0,,21.1,-197.4,73.5,,-145.0,,False,,,,,False,,True,False,False,,False
05027,576,348.0,,306.0,,,,,230.0,,301.9,99.7,405.0,,632.0,-228.0,,-270.0,,,,,-346.0,,-274.1,-476.3,-171.0,,56.0,,False,,,,,False,,False,False,True,,True
05029,552,108.0,,83.0,,,,,455.0,,97.5,46.0,96.0,,85.0,-444.0,,-469.0,,,,,-97.0,,-454.5,-506.0,-456.0,,-467.0,,False,,,,,True,,False,False,False,,False
05031,3512,2694.0,,2854.0,,,,,2721.0,,2963.2,1059.3,3189.5,2855.1,3443.0,-818.0,,-658.0,,,,,-791.0,,-548.8,-2452.7,-322.5,-656.9,-69.0,,True,,,,,True,,True,False,True,True,True
05033,1505,912.0,,917.0,,,,,1420.0,,895.8,474.3,1112.0,540.1,961.0,-593.0,,-588.0,,,,,-85.0,,-609.2,-1030.7,-393.0,-964.9,-544.0,,True,,,,,True,,False,False,True,False,True
05035,1180,1062.0,,1391.0,,,,,803.0,,1252.7,197.2,1643.0,659.2,277.0,-118.0,,211.0,,,,,-377.0,,72.7,-982.8,463.0,-520.8,-903.0,,False,,,,,False,,True,False,False,False,False
05037,478,258.0,,168.0,,,,,303.0,,277.7,70.2,227.0,,4.0,-220.0,,-310.0,,,,,-175.0,,-200.3,-407.8,-251.0,,-474.0,,False,,,,,True,,True,False,False,,False
05039,202,12.0,,0.0,,,,,69.0,,15.4,11.3,36.0,,200.0,-190.0,,-202.0,,,,,-133.0,,-186.6,-190.7,-166.0,,-2.0,,False,,,,,True,,True,False,True,,True
05041,316,156.0,,82.0,,,,,116.0,,216.7,29.7,154.0,,85.0,-160.0,,-234.0,,,,,-200.0,,-99.3,-286.3,-162.0,,-231.0,,False,,,,,False,,True,False,False,,False
05043,688,84.0,,45.0,,,,,198.0,,131.1,22.1,81.0,,22.0,-604.0,,-643.0,,,,,-490.0,,-556.9,-665.9,-607.0,,-666.0,,False,,,,,True,,True,False,False,,False
05045,2426,1224.0,,1430.0,,,,,1795.0,,1198.7,507.3,1330.0,1021.5,1228.0,-1202.0,,-996.0,,,,,-631.0,,-1227.3,-1918.7,-1096.0,-1404.5,-1198.0,,True,,,,,True,,False,False,True,False,True
05047,364,318.0,,273.0,,,,,356.0,,529.2,150.2,296.5,,6.0,-46.0,,-91.0,,,,,-8.0,,165.2,-213.8,-67.5,,-358.0,,False,,,,,True,,False,False,False,,False
05049,290,186.0,,188.0,,,,,135.0,,382.0,83.1,182.0,,84.0,-104.0,,-102.0,,,,,-155.0,,92.0,-206.9,-108.0,,-206.0,,True,,,,,False,,True,False,False,,False
05051,1939,1152.0,,1589.0,,,,,1533.0,,1064.9,399.1,1240.5,418.7,267.0,-787.0,,-350.0,,,,,-406.0,,-874.1,-1539.9,-698.5,-1520.3,-1672.0,,True,,,,,True,,False,False,True,False,False
05053,360,138.0,,145.0,,,,,177.0,,188.3,44.8,104.0,,98.0,-222.0,,-215.0,,,,,-183.0,,-171.7,-315.2,-256.0,,-262.0,,True,,,,,True,,True,False,False,,False
05055,2101,1230.0,,1444.0,,,,,1029.0,,2675.6,255.8,1570.5,942.8,737.0,-871.0,,-657.0,,,,,-1072.0,,574.6,-1845.2,-530.5,-1158.2,-1364.0,,True,,,,,False,,True,False,True,False,False
05057,429,264.0,,350.0,,,,,224.0,,280.9,87.2,281.0,,9.0,-165.0,,-79.0,,,,,-205.0,,-148.1,-341.8,-148.0,,-420.0,,True,,,,,False,,True,False,True,,False
05059,873,522.0,,1034.0,,,,,546.0,,338.8,103.0,1156.0,352.5,22.0,-351.0,,161.0,,,,,-327.0,,-534.2,-770.0,283.0,-520.5,-851.0,,True,,,,,True,,False,False,True,False,False
05061,307,294.0,,0.0,,,,,156.0,,254.3,26.8,447.0,,164.0,-13.0,,-307.0,,,,,-151.0,,-52.7,-280.2,140.0,,-143.0,,False,,,,,False,,False,False,False,,False
05063,846,282.0,,175.0,,,,,1060.0,,330.3,132.9,476.0,185.9,231.0,-564.0,,-671.0,,,,,214.0,,-515.7,-713.1,-370.0,-660.1,-615.0,,False,,,,,True,,True,False,True,False,False
05065,448,408.0,,364.0,,,,,226.0,,782.6,102.9,393.0,,198.0,-40.0,,-84.0,,,,,-222.0,,334.6,-345.1,-55.0,,-250.0,,False,,,,,False,,False,False,False,,False
05067,1515,1242.0,,786.0,,,,,442.0,,1547.8,233.3,449.0,,8.0,-273.0,,-729.0,,,,,-1073.0,,32.8,-1281.7,-1066.0,,-1507.0,,False,,,,,False,,True,False,False,,False
05069,1369,1008.0,,783.0,,,,,846.0,,1063.7,346.8,1138.5,961.1,13.0,-361.0,,-586.0,,,,,-523.0,,-305.3,-1022.2,-230.5,-407.9,-1356.0,,False,,,,,False,,True,False,True,False,False
05071,408,306.0,,388.0,,,,,651.0,,362.2,77.8,411.0,162.5,123.0,-102.0,,-20.0,,,,,243.0,,-45.8,-330.2,3.0,-245.5,-285.0,,True,,,,,False,,True,False,True,False,False
05073,97,150.0,,53.0,,,,,46.0,,151.7,20.6,153.0,,159.0,53.0,,-44.0,,,,,-51.0,,54.7,-76.4,56.0,,62.0,,True,,,,,True,,False,False,False,,False
05075,445,468.0,,375.0,,,,,379.0,,568.8,159.9,448.0,,77.0,23.0,,-70.0,,,,,-66.0,,123.8,-285.1,3.0,,-368.0,,False,,,,,False,,False,False,True,,False
05077,207,36.0,,0.0,,,,,133.0,,36.7,19.3,13.0,35.1,15.0,-171.0,,-207.0,,,,,-74.0,,-170.3,-187.7,-194.0,-171.9,-192.0,,False,,,,,True,,True,False,False,False,False
05079,326,186.0,,,,,,,205.0,,265.6,81.6,39.0,113.5,30.0,-140.0,,,,,,,-121.0,,-60.4,-244.4,-287.0,-212.5,-296.0,,,,,,,True,,True,False,False,False,False
05081,214,192.0,,79.0,,,,,138.0,,219.5,57.1,449.0,,98.0,-22.0,,-135.0,,,,,-76.0,,5.5,-156.9,235.0,,-116.0,,False,,,,,False,,True,False,False,,False
05083,535,162.0,,0.0,,,,,472.0,,217.1,87.0,131.0,,72.0,-373.0,,-535.0,,,,,-63.0,,-317.9,-448.0,-404.0,,-463.0,,False,,,,,True,,True,False,False,,False
05085,1371,1074.0,,1931.0,,,,,885.0,,1799.5,216.2,1460.5,806.0,503.0,-297.0,,560.0,,,,,-486.0,,428.5,-1154.8,89.5,-565.0,-868.0,,False,,,,,False,,False,False,True,False,False
05087,373,102.0,,91.0,,,,,247.0,,103.3,79.4,94.0,,25.0,-271.0,,-282.0,,,,,-126.0,,-269.7,-293.6,-279.0,,-348.0,,False,,,,,True,,True,False,False,,False
05089,345,174.0,,183.0,,,,,168.0,,173.8,77.6,262.5,,193.0,-171.0,,-162.0,,,,,-177.0,,-171.2,-267.4,-82.5,,-152.0,,True,,,,,False,,False,False,True,,True
05091,754,1266.0,,1284.0,,,,,442.0,,2573.9,212.3,2251.0,1079.0,30.0,512.0,,530.0,,,,,-312.0,,1819.9,-541.7,1497.0,325.0,-724.0,,False,,,,,True,,False,False,False,True,False
05093,1389,1122.0,,1124.0,,,,,953.0,,1405.7,165.5,1353.0,665.7,637.0,-267.0,,-265.0,,,,,-436.0,,16.7,-1223.5,-36.0,-723.3,-752.0,,True,,,,,False,,True,False,True,False,False
05095,142,102.0,,49.0,,,,,88.0,,59.3,22.7,55.0,,69.0,-40.0,,-93.0,,,,,-54.0,,-82.7,-119.3,-87.0,,-73.0,,False,,,,,False,,False,False,False,,False
05097,207,24.0,,0.0,,,,,117.0,,18.6,27.1,15.0,,58.0,-183.0,,-207.0,,,,,-90.0,,-188.4,-179.9,-192.0,,-149.0,,False,,,,,True,,False,True,False,,True
05099,183,234.0,,216.0,,,,,107.0,,239.3,41.8,342.0,,134.0,51.0,,33.0,,,,,-76.0,,56.3,-141.2,159.0,,-49.0,,True,,,,,False,,False,False,False,,True
05101,175,138.0,,0.0,,,,,97.0,,157.1,43.3,126.0,,33.0,-37.0,,-175.0,,,,,-78.0,,-17.9,-131.7,-49.0,,-142.0,,False,,,,,False,,True,False,False,,False
05103,653,150.0,,234.0,,,,,260.0,,344.6,54.6,179.0,,81.0,-503.0,,-419.0,,,,,-393.0,,-308.4,-598.4,-474.0,,-572.0,,True,,,,,True,,True,False,True,,False
05105,162,84.0,,75.0,,,,,92.0,,88.2,32.4,93.0,,110.0,-78.0,,-87.0,,,,,-70.0,,-73.8,-129.6,-69.0,,-52.0,,False,,,,,True,,True,False,True,,True
05107,291,306.0,,40.0,,,,,291.0,,366.9,83.0,167.0,,4.0,15.0,,-251.0,,,,,0.0,,75.9,-208.0,-124.0,,-287.0,,False,,,,,True,,False,False,False,,False
05109,215,72.0,,5.0,,,,,133.0,,68.6,19.6,41.0,,49.0,-143.0,,-210.0,,,,,-82.0,,-146.4,-195.4,-174.0,,-166.0,,False,,,,,True,,False,False,False,,False
05111,787,894.0,,149.0,,,,,543.0,,1448.2,115.3,1006.0,320.0,37.0,107.0,,-638.0,,,,,-244.0,,661.2,-671.7,219.0,-467.0,-750.0,,False,,,,,False,,False,False,False,False,False
05113,637,120.0,,122.0,,,,,308.0,,128.0,42.4,79.0,,106.0,-517.0,,-515.0,,,,,-329.0,,-509.0,-594.6,-558.0,,-531.0,,True,,,,,True,,True,False,False,,False
05115,1517,702.0,,602.0,,,,,1190.0,,789.0,254.8,658.0,415.3,274.0,-815.0,,-915.0,,,,,-327.0,,-728.0,-1262.2,-859.0,-1101.7,-1243.0,,False,,,,,True,,True,False,False,False,False
05117,172,216.0,,121.0,,,,,102.0,,323.0,38.7,157.0,,198.0,44.0,,-51.0,,,,,-70.0,,151.0,-133.3,-15.0,,26.0,,False,,,,,False,,False,False,True,,True
05119,7261,3774.0,,3414.0,,,,,4284.0,,4040.4,1777.9,3740.5,3763.3,3005.0,-3487.0,,-3847.0,,,,,-2977.0,,-3220.6,-5483.1,-3520.5,-3497.7,-4256.0,,False,,,,,True,,True,False,False,False,False
05121,510,294.0,,133.0,,,,,437.0,,360.2,87.2,367.0,,44.0,-216.0,,-377.0,,,,,-73.0,,-149.8,-422.8,-143.0,,-466.0,,False,,,,,True,,True,False,True,,False
05123,554,558.0,,648.0,,,,,611.0,,537.0,122.7,611.5,309.6,9.0,4.0,,94.0,,,,,57.0,,-17.0,-431.3,57.5,-244.4,-545.0,,False,,,,,False,,False,False,False,False,False
05125,3080,1464.0,,2134.0,,,,,1562.0,,1507.6,461.1,1957.0,1221.0,2373.0,-1616.0,,-946.0,,,,,-1518.0,,-1572.4,-2618.9,-1123.0,-1859.0,-707.0,,True,,,,,True,,True,False,True,False,True
05127,233,144.0,,216.0,,,,,163.0,,2032.8,47.0,340.0,,28.0,-89.0,,-17.0,,,,,-70.0,,1799.8,-186.0,107.0,,-205.0,,True,,,,,True,,False,False,False,,False
05129,199,66.0,,14.0,,,,,128.0,,168.3,9.0,79.0,,28.0,-133.0,,-185.0,,,,,-71.0,,-30.7,-190.0,-120.0,,-171.0,,False,,,,,True,,True,False,True,,False
05131,2996,1752.0,,1766.0,,,,,2842.0,,1389.3,432.1,1733.0,1134.2,1934.0,-1244.0,,-1230.0,,,,,-154.0,,-1606.7,-2563.9,-1263.0,-1861.8,-1062.0,,True,,,,,True,,False,False,False,False,True
05133,462,402.0,,7.0,,,,,251.0,,368.7,36.8,749.0,146.3,15.0,-60.0,,-455.0,,,,,-211.0,,-93.3,-425.2,287.0,-315.7,-447.0,,False,,,,,False,,False,False,False,False,False
05135,475,234.0,,294.0,,,,,270.0,,577.1,87.4,183.5,,166.0,-241.0,,-181.0,,,,,-205.0,,102.1,-387.6,-291.5,,-309.0,,True,,,,,True,,True,False,False,,False
05137,184,72.0,,3.0,,,,,182.0,,73.6,18.7,75.0,,98.0,-112.0,,-181.0,,,,,-2.0,,-110.4,-165.3,-109.0,,-86.0,,False,,,,,True,,True,False,True,,True
05139,665,270.0,,219.0,,,,,412.0,,202.5,155.7,390.0,176.7,343.0,-395.0,,-446.0,,,,,-253.0,,-462.5,-509.3,-275.0,-488.3,-322.0,,False,,,,,True,,False,False,True,False,True
05141,331,60.0,,22.0,,,,,264.0,,76.2,19.2,35.0,,53.0,-271.0,,-309.0,,,,,-67.0,,-254.8,-311.8,-296.0,,-278.0,,False,,,,,True,,True,False,False,,False
05143,6111,3036.0,,3314.0,,,,,3908.0,,2413.0,1289.0,3238.5,2891.4,1568.0,-3075.0,,-2797.0,,,,,-2203.0,,-3698.0,-4822.0,-2872.5,-3219.6,-4543.0,,True,,,,,True,,False,False,True,False,False
05145,1943,852.0,,572.0,,,,,1634.0,,1335.5,319.4,983.0,614.3,775.0,-1091.0,,-1371.0,,,,,-309.0,,-607.5,-1623.6,-960.0,-1328.7,-1168.0,,False,,,,,True,,True,False,True,False,False
05147,131,114.0,,126.0,,,,,77.0,,699.3,27.9,142.0,,57.0,-17.0,,-5.0,,,,,-54.0,,568.3,-103.1,11.0,,-74.0,,True,,,,,False,,False,False,True,,False
05149,573,156.0,,0.0,,,,,359.0,,78.9,61.2,163.0,97.1,5.0,-417.0,,-573.0,,,,,-214.0,,-494.1,-511.8,-410.0,-475.9,-568.0,,False,,,,,True,,False,False,True,False,False
06001,12405,3966.0,,3213.0,,,,,4317.0,,3289.6,4028.6,4504.0,2633.1,5144.0,-8439.0,,-9192.0,,,,,-8088.0,,-9115.4,-8376.4,-7901.0,-9771.9,-7261.0,,False,,,,,True,,False,True,True,False,True
06003,55,30.0,,0.0,,,,,0.0,,3.0,2.1,,,57.0,-25.0,,-55.0,,,,,-55.0,,-52.0,-52.9,,,2.0,,False,,,,,False,,False,False,,,True
06005,1188,120.0,,199.0,,,,,99.0,,180.4,52.0,142.0,,422.0,-1068.0,,-989.0,,,,,-1089.0,,-1007.6,-1136.0,-1046.0,,-766.0,,True,,,,,False,,True,False,True,,True
06007,1781,606.0,,1605.0,,,,,792.0,,394.0,436.2,596.0,401.7,1133.0,-1175.0,,-176.0,,,,,-989.0,,-1387.0,-1344.8,-1185.0,-1379.3,-648.0,,True,,,,,True,,False,False,False,False,True
06009,343,72.0,,0.0,,,,,100.0,,77.9,33.3,41.0,,173.0,-271.0,,-343.0,,,,,-243.0,,-265.1,-309.7,-302.0,,-170.0,,False,,,,,True,,True,False,False,,True
06011,367,42.0,,0.0,,,,,99.0,,28.6,19.6,33.0,,46.0,-325.0,,-367.0,,,,,-268.0,,-338.4,-347.4,-334.0,,-321.0,,False,,,,,True,,False,False,False,,True
06013,10513,3378.0,,3094.0,,,,,3037.0,,2728.1,3109.4,4000.5,2517.8,4353.0,-7135.0,,-7419.0,,,,,-7476.0,,-7784.9,-7403.6,-6512.5,-7995.2,-6160.0,,False,,,,,False,,False,False,True,False,True
06015,355,18.0,,4.0,,,,,245.0,,38.7,68.0,47.0,,6.0,-337.0,,-351.0,,,,,-110.0,,-316.3,-286.9,-308.0,,-349.0,,False,,,,,True,,True,True,True,,False
06017,2366,438.0,,823.0,,,,,476.0,,405.1,448.8,585.0,429.2,598.0,-1928.0,,-1543.0,,,,,-1890.0,,-1960.9,-1917.2,-1781.0,-1936.8,-1768.0,,True,,,,,True,,False,True,True,False,True
06019,11662,4914.0,,4536.0,,,,,3897.0,,4133.0,2256.2,5494.5,3828.8,5749.0,-6748.0,,-7126.0,,,,,-7765.0,,-7529.0,-9405.8,-6167.5,-7833.2,-5913.0,,False,,,,,False,,False,False,True,False,True
06021,452,168.0,,130.0,,,,,171.0,,192.2,60.1,205.0,,229.0,-284.0,,-322.0,,,,,-281.0,,-259.8,-391.9,-247.0,,-223.0,,False,,,,,True,,True,False,True,,True
06023,660,54.0,,42.0,,,,,40.0,,58.7,144.5,69.0,,20.0,-606.0,,-618.0,,,,,-620.0,,-601.3,-515.5,-591.0,,-640.0,,False,,,,,False,,True,True,True,,False
06025,5561,2028.0,,1697.0,,,,,469.0,,1895.3,435.3,4436.0,1084.0,0.0,-3533.0,,-3864.0,,,,,-5092.0,,-3665.7,-5125.7,-1125.0,-4477.0,-5561.0,,False,,,,,False,,False,False,True,False,False
06027,150,84.0,,6.0,,,,,79.0,,250.4,24.0,60.0,,76.0,-66.0,,-144.0,,,,,-71.0,,100.4,-126.0,-90.0,,-74.0,,False,,,,,False,,False,False,False,,False
06029,15631,3198.0,,4061.0,,,,,4978.0,,2244.3,1924.9,3516.5,2210.3,2956.0,-12433.0,,-11570.0,,,,,-10653.0,,-13386.7,-13706.1,-12114.5,-13420.7,-12675.0,,True,,,,,True,,False,False,True,False,False
06031,4634,2076.0,,1895.0,,,,,1284.0,,1094.6,220.0,1451.5,1705.6,628.0,-2558.0,,-2739.0,,,,,-3350.0,,-3539.4,-4414.0,-3182.5,-2928.4,-4006.0,,False,,,,,False,,False,False,False,False,False
06033,495,186.0,,125.0,,,,,238.0,,159.9,115.7,205.0,,167.0,-309.0,,-370.0,,,,,-257.0,,-335.1,-379.3,-290.0,,-328.0,,False,,,,,True,,False,False,True,,False
06035,2351,66.0,,1.0,,,,,210.0,,53.6,50.0,52.0,,221.0,-2285.0,,-2350.0,,,,,-2141.0,,-2297.4,-2301.0,-2299.0,,-2130.0,,False,,,,,True,,False,False,False,,True
06037,205665,52086.0,,29634.0,,,,,44638.0,,55223.2,19486.3,64027.5,20331.9,76903.0,-153579.0,,-176031.0,,,,,-161027.0,,-150441.8,-186178.7,-141637.5,-185333.1,-128762.0,,False,,,,,False,,True,False,True,False,True
06039,2554,678.0,,944.0,,,,,771.0,,622.0,298.2,1051.0,463.1,471.0,-1876.0,,-1610.0,,,,,-1783.0,,-1932.0,-2255.8,-1503.0,-2090.9,-2083.0,,True,,,,,True,,False,False,True,False,False
06041,1279,444.0,,296.0,,,,,361.0,,324.4,380.2,189.0,238.5,200.0,-835.0,,-983.0,,,,,-918.0,,-954.6,-898.8,-1090.0,-1040.5,-1079.0,,False,,,,,False,,False,False,False,False,False
06043,94,18.0,,0.0,,,,,35.0,,22.0,7.7,6.0,,110.0,-76.0,,-94.0,,,,,-59.0,,-72.0,-86.3,-88.0,,16.0,,False,,,,,True,,True,False,False,,True
06045,864,246.0,,155.0,,,,,51.0,,178.1,170.2,112.0,193.8,121.0,-618.0,,-709.0,,,,,-813.0,,-685.9,-693.8,-752.0,-670.2,-743.0,,False,,,,,False,,False,False,False,False,False
06047,4809,1254.0,,2082.0,,,,,1687.0,,869.1,629.0,2307.5,914.9,1372.0,-3555.0,,-2727.0,,,,,-3122.0,,-3939.9,-4180.0,-2501.5,-3894.1,-3437.0,,True,,,,,True,,False,False,True,False,True
06049,190,126.0,,33.0,,,,,113.0,,266.3,10.1,21.0,,409.0,-64.0,,-157.0,,,,,-77.0,,76.3,-179.9,-169.0,,219.0,,False,,,,,False,,False,False,False,,False
06051,508,90.0,,30.0,,,,,30.0,,57.8,18.6,25.0,,444.0,-418.0,,-478.0,,,,,-478.0,,-450.2,-489.4,-483.0,,-64.0,,False,,,,,False,,False,False,False,,True
06053,6718,2304.0,,2581.0,,,,,1653.0,,1412.2,1429.1,2223.0,1981.7,1810.0,-4414.0,,-4137.0,,,,,-5065.0,,-5305.8,-5288.9,-4495.0,-4736.3,-4908.0,,True,,,,,False,,False,False,False,False,False
06055,2026,516.0,,633.0,,,,,337.0,,412.8,344.8,705.0,241.3,606.0,-1510.0,,-1393.0,,,,,-1689.0,,-1613.2,-1681.2,-1321.0,-1784.7,-1420.0,,True,,,,,False,,False,False,True,False,True
06057,1320,204.0,,361.0,,,,,220.0,,250.5,96.1,367.0,,296.0,-1116.0,,-959.0,,,,,-1100.0,,-1069.5,-1223.9,-953.0,,-1024.0,,True,,,,,True,,True,False,True,,True
06059,55936,9336.0,,5759.0,,,,,5732.0,,8398.4,5235.0,11054.0,4346.3,11090.0,-46600.0,,-50177.0,,,,,-50204.0,,-47537.6,-50701.0,-44882.0,-51589.7,-44846.0,,False,,,,,False,,False,False,True,False,True
06061,4553,1590.0,,1894.0,,,,,1202.0,,1405.8,800.2,2397.0,787.7,2024.0,-2963.0,,-2659.0,,,,,-3351.0,,-3147.2,-3752.8,-2156.0,-3765.3,-2529.0,,True,,,,,False,,False,False,True,False,True
06063,255,102.0,,61.0,,,,,45.0,,313.5,18.6,38.0,,269.0,-153.0,,-194.0,,,,,-210.0,,58.5,-236.4,-217.0,,14.0,,False,,,,,False,,True,False,False,,True
06065,47284,13758.0,,10073.0,,,,,11384.0,,12060.1,4932.3,19503.5,5278.1,10015.0,-33526.0,,-37211.0,,,,,-35900.0,,-35223.9,-42351.7,-27780.5,-42005.9,-37269.0,,False,,,,,False,,False,False,True,False,False
06067,21288,5526.0,,3074.0,,,,,4626.0,,5040.4,5342.0,6398.5,2819.9,6622.0,-15762.0,,-18214.0,,,,,-16662.0,,-16247.6,-15946.0,-14889.5,-18468.1,-14666.0,,False,,,,,False,,False,False,True,False,True
06069,937,168.0,,162.0,,,,,286.0,,180.6,72.8,265.5,103.5,301.0,-769.0,,-775.0,,,,,-651.0,,-756.4,-864.2,-671.5,-833.5,-636.0,,False,,,,,True,,True,False,True,False,True
06071,59312,15594.0,,10456.0,,,,,12449.0,,15825.6,6575.4,17886.0,9291.8,15919.0,-43718.0,,-48856.0,,,,,-46863.0,,-43486.4,-52736.6,-41426.0,-50020.2,-43393.0,,False,,,,,False,,True,False,True,False,True
06073,48206,14616.0,,17116.0,,,,,5261.0,,12259.3,9255.5,16028.5,7191.6,16452.0,-33590.0,,-31090.0,,,,,-42945.0,,-35946.7,-38950.5,-32177.5,-41014.4,-31754.0,,True,,,,,False,,False,False,True,False,True
06075,5847,1980.0,,2957.0,,,,,1250.0,,1670.6,2299.3,2516.0,1758.8,3097.0,-3867.0,,-2890.0,,,,,-4597.0,,-4176.4,-3547.7,-3331.0,-4088.2,-2750.0,,True,,,,,False,,False,True,True,False,True
06077,9938,2856.0,,2880.0,,,,,3266.0,,2471.9,1763.7,5069.0,1441.1,3380.0,-7082.0,,-7058.0,,,,,-6672.0,,-7466.1,-8174.3,-4869.0,-8496.9,-6558.0,,True,,,,,True,,False,False,True,False,True
06079,3154,942.0,,1065.0,,,,,1042.0,,591.0,781.4,1145.0,601.7,745.0,-2212.0,,-2089.0,,,,,-2112.0,,-2563.0,-2372.6,-2009.0,-2552.3,-2409.0,,True,,,,,True,,False,False,True,False,False
06081,6353,1776.0,,1299.0,,,,,1577.0,,1607.6,1882.4,2544.5,1331.6,1526.0,-4577.0,,-5054.0,,,,,-4776.0,,-4745.4,-4470.6,-3808.5,-5021.4,-4827.0,,False,,,,,False,,False,True,True,False,False
06083,3112,1104.0,,1186.0,,,,,981.0,,993.5,938.5,1455.0,923.4,1045.0,-2008.0,,-1926.0,,,,,-2131.0,,-2118.5,-2173.5,-1657.0,-2188.6,-2067.0,,True,,,,,False,,False,False,True,False,False
06085,21000,5832.0,,4596.0,,,,,4963.0,,5260.9,5789.5,6894.5,4296.9,7635.0,-15168.0,,-16404.0,,,,,-16037.0,,-15739.1,-15210.5,-14105.5,-16703.1,-13365.0,,False,,,,,False,,False,False,True,False,True
06087,2880,678.0,,944.0,,,,,491.0,,514.1,929.6,592.0,529.9,380.0,-2202.0,,-1936.0,,,,,-2389.0,,-2365.9,-1950.4,-2288.0,-2350.1,-2500.0,,True,,,,,False,,False,True,False,False,False
06089,4805,1212.0,,1247.0,,,,,461.0,,1377.9,862.2,1069.0,632.6,625.0,-3593.0,,-3558.0,,,,,-4344.0,,-3427.1,-3942.8,-3736.0,-4172.4,-4180.0,,True,,,,,False,,True,False,False,False,False
06091,28,0.0,,0.0,,,,,4.0,,22.0,0.3,,,0.0,-28.0,,-28.0,,,,,-24.0,,-6.0,-27.7,,,-28.0,,False,,,,,True,,True,True,,,False
06093,673,288.0,,105.0,,,,,130.0,,177.0,53.1,356.0,,1558.0,-385.0,,-568.0,,,,,-543.0,,-496.0,-619.9,-317.0,,885.0,,False,,,,,False,,False,False,True,,False
06095,5099,2088.0,,2994.0,,,,,1422.0,,1540.4,1308.8,4037.0,1276.3,1541.0,-3011.0,,-2105.0,,,,,-3677.0,,-3558.6,-3790.2,-1062.0,-3822.7,-3558.0,,True,,,,,False,,False,False,True,False,False
06097,4789,3138.0,,4893.0,,,,,914.0,,3265.4,1913.3,1912.0,2472.7,2110.0,-1651.0,,104.0,,,,,-3875.0,,-1523.6,-2875.7,-2877.0,-2316.3,-2679.0,,True,,,,,False,,True,False,False,False,False
06099,11015,2136.0,,2607.0,,,,,2900.0,,1620.6,843.1,2329.0,1530.0,2377.0,-8879.0,,-8408.0,,,,,-8115.0,,-9394.4,-10172.0,-8686.0,-9485.0,-8638.0,,True,,,,,True,,False,False,True,False,True
06101,2745,450.0,,1408.0,,,,,336.0,,324.2,133.8,787.5,226.8,947.0,-2295.0,,-1337.0,,,,,-2409.0,,-2420.8,-2611.2,-1957.5,-2518.2,-1798.0,,True,,,,,False,,False,False,True,False,True
06103,1425,420.0,,522.0,,,,,144.0,,1080.8,357.5,511.0,,540.0,-1005.0,,-903.0,,,,,-1281.0,,-344.2,-1067.5,-914.0,,-885.0,,True,,,,,False,,True,False,True,,True
06105,192,42.0,,0.0,,,,,92.0,,65.8,19.7,23.0,,155.0,-150.0,,-192.0,,,,,-100.0,,-126.2,-172.3,-169.0,,-37.0,,False,,,,,True,,True,False,False,,True
06107,7205,2142.0,,2293.0,,,,,2906.0,,1709.6,1204.8,3552.0,1290.4,1730.0,-5063.0,,-4912.0,,,,,-4299.0,,-5495.4,-6000.2,-3653.0,-5914.6,-5475.0,,True,,,,,True,,False,False,True,False,False
06109,1256,138.0,,162.0,,,,,146.0,,201.7,105.9,205.0,,225.0,-1118.0,,-1094.0,,,,,-1110.0,,-1054.3,-1150.1,-1051.0,,-1031.0,,True,,,,,True,,True,False,True,,True
06111,10421,2316.0,,2306.0,,,,,1726.0,,1889.9,2659.6,2109.0,1523.7,2601.0,-8105.0,,-8115.0,,,,,-8695.0,,-8531.1,-7761.4,-8312.0,-8897.3,-7820.0,,False,,,,,False,,False,True,False,False,True
