,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
42099,491,267.0,,266.9,,311.0,473.0,,,,,392.4,,427.0,,385.6,,239.6,,313.0,305.4,,406.0,373.0,,,,,,,,,,295.5,-224.0,,-224.1,,-180.0,-18.0,,,,,-98.6,,-64.0,,-105.4,,-251.4,,-178.0,-185.6,,-85.0,-118.0,,,,,,,,,,-195.5,,False,,True,True,,,,,True,,True,,True,,False,,True,True,,True,True,,,,,,,,,,True
42101,20565,19074.0,,18923.3,31176.9,18500.0,14264.0,,,,,10762.6,,11367.0,,79908.0,,25667.2,,27171.5,18685.6,,19775.0,18433.0,,,,,10810.1,15936.0,,,,27255.8,-1491.0,,-1641.7,10611.9,-2065.0,-6301.0,,,,,-9802.4,,-9198.0,,59343.0,,5102.2,,6606.5,-1879.4,,-790.0,-2132.0,,,,,-9754.9,-4629.0,,,,6690.8,,False,False,False,False,,,,,False,,False,,False,,False,,False,False,,True,False,,,,,False,False,,,,False
42103,274,210.0,,209.0,,217.0,353.0,,,,,265.6,,279.0,,195.2,,203.5,,331.0,229.2,,297.0,427.0,,,,,,,,,,196.2,-64.0,,-65.0,,-57.0,79.0,,,,,-8.4,,5.0,,-78.8,,-70.5,,57.0,-44.8,,23.0,153.0,,,,,,,,,,-77.8,,False,,True,False,,,,,True,,True,,False,,False,,True,True,,True,False,,,,,,,,,,False
42105,265,111.0,,112.2,,133.0,140.0,,,,,129.5,,128.0,,391.0,,45.9,,233.0,143.7,,155.0,117.0,,,,,,,,,,163.7,-154.0,,-152.8,,-132.0,-125.0,,,,,-135.5,,-137.0,,126.0,,-219.1,,-32.0,-121.3,,-110.0,-148.0,,,,,,,,,,-101.3,,True,,True,True,,,,,True,,True,,True,,False,,True,True,,True,True,,,,,,,,,,True
42107,2106,1512.0,,1495.1,,1685.0,2289.0,,,,,2154.2,,2065.0,,2292.1,,1567.0,,2241.0,1727.8,,1667.0,1872.0,,,,,1209.9,1761.0,,,,1459.4,-594.0,,-610.9,,-421.0,183.0,,,,,48.2,,-41.0,,186.1,,-539.0,,135.0,-378.2,,-439.0,-234.0,,,,,-896.1,-345.0,,,,-646.6,,False,,True,True,,,,,True,,True,,True,,True,,True,True,,True,True,,,,,False,True,,,,False
42109,537,495.0,,491.5,,498.0,1071.0,,,,,633.0,,497.0,,1924.6,,292.3,,933.0,499.6,,697.0,581.0,,,,,,,,,,350.0,-42.0,,-45.5,,-39.0,534.0,,,,,96.0,,-40.0,,1387.6,,-244.7,,396.0,-37.4,,160.0,44.0,,,,,,,,,,-187.0,,False,,True,False,,,,,False,,True,,False,,False,,False,True,,False,False,,,,,,,,,,False
42111,1694,1530.0,,1578.9,,1705.0,2718.0,,,,,2043.4,,760.0,,1776.0,,1231.9,,4551.5,1725.4,,2101.0,1619.0,,,,,,,,,,2963.4,-164.0,,-115.1,,11.0,1024.0,,,,,349.4,,-934.0,,82.0,,-462.1,,2857.5,31.4,,407.0,-75.0,,,,,,,,,,1269.4,,True,,True,False,,,,,False,,False,,True,,False,,False,True,,False,True,,,,,,,,,,False
42113,63,33.0,,33.7,,35.0,26.0,,,,,38.1,,51.0,,775.2,,14.7,,35.0,34.0,,14.0,51.0,,,,,,,,,,86.3,-30.0,,-29.3,,-28.0,-37.0,,,,,-24.9,,-12.0,,712.2,,-48.3,,-28.0,-29.0,,-49.0,-12.0,,,,,,,,,,23.3,,True,,True,False,,,,,True,,True,,False,,False,,True,True,,False,True,,,,,,,,,,True
42115,226,183.0,,190.7,,182.0,212.0,,,,,305.0,,302.0,,82.5,,249.9,,177.0,187.3,,191.0,329.0,,,,,,,,,,104.2,-43.0,,-35.3,,-44.0,-14.0,,,,,79.0,,76.0,,-143.5,,23.9,,-49.0,-38.7,,-35.0,103.0,,,,,,,,,,-121.8,,True,,False,True,,,,,False,,False,,False,,True,,False,True,,True,False,,,,,,,,,,False
42117,782,702.0,,694.8,,798.0,995.0,,,,,826.3,,352.0,,1785.2,,254.4,,1487.0,830.3,,959.0,751.0,,,,,,,,,,1090.9,-80.0,,-87.2,,16.0,213.0,,,,,44.3,,-430.0,,1003.2,,-527.6,,705.0,48.3,,177.0,-31.0,,,,,,,,,,308.9,,False,,True,False,,,,,True,,False,,False,,False,,False,True,,False,True,,,,,,,,,,False
42119,898,804.0,,747.7,,816.0,1584.0,,,,,1042.8,,574.0,,910.3,,518.4,,1706.5,959.1,,1105.0,878.0,,,,,,,,,,574.8,-94.0,,-150.3,,-82.0,686.0,,,,,144.8,,-324.0,,12.3,,-379.6,,808.5,61.1,,207.0,-20.0,,,,,,,,,,-323.2,,False,,True,False,,,,,False,,False,,True,,False,,False,True,,False,True,,,,,,,,,,False
42121,860,498.0,,497.0,,556.0,713.0,,,,,699.5,,589.0,,554.7,,359.3,,617.0,510.0,,663.0,630.0,,,,,,,,,,657.6,-362.0,,-363.0,,-304.0,-147.0,,,,,-160.5,,-271.0,,-305.3,,-500.7,,-243.0,-350.0,,-197.0,-230.0,,,,,,,,,,-202.4,,False,,True,True,,,,,True,,True,,True,,False,,True,True,,True,True,,,,,,,,,,True
42123,601,138.0,,136.9,,152.0,291.0,,,,,153.5,,365.0,,236.9,,215.6,,553.0,152.1,,201.0,253.0,,,,,,,,,,86.2,-463.0,,-464.1,,-449.0,-310.0,,,,,-447.5,,-236.0,,-364.1,,-385.4,,-48.0,-448.9,,-400.0,-348.0,,,,,,,,,,-514.8,,False,,True,True,,,,,True,,True,,True,,True,,True,True,,True,True,,,,,,,,,,False
42125,2717,2355.0,,2293.9,,2508.0,3532.0,,,,,2925.9,,2001.0,,4457.9,,2459.1,,3979.5,2448.5,,3206.0,2653.0,,,,,1351.3,3757.0,,,,3095.9,-362.0,,-423.1,,-209.0,815.0,,,,,208.9,,-716.0,,1740.9,,-257.9,,1262.5,-268.5,,489.0,-64.0,,,,,-1365.7,1040.0,,,,378.9,,False,,True,False,,,,,True,,False,,False,,True,,False,True,,False,True,,,,,False,False,,,,False
42127,502,153.0,,147.3,,153.0,276.0,,,,,212.6,,311.0,,101.4,,136.5,,223.0,201.1,,214.0,290.0,,,,,,,,,,94.5,-349.0,,-354.7,,-349.0,-226.0,,,,,-289.4,,-191.0,,-400.6,,-365.5,,-279.0,-300.9,,-288.0,-212.0,,,,,,,,,,-407.5,,False,,False,True,,,,,True,,True,,False,,False,,True,True,,True,True,,,,,,,,,,False
42129,6279,4209.0,,4168.6,,4685.0,4971.0,,,,,4865.3,,3839.0,,10917.2,,3843.5,,8235.5,4966.8,,5438.0,4675.0,,,,,2520.2,6784.0,,,,5413.7,-2070.0,,-2110.4,,-1594.0,-1308.0,,,,,-1413.7,,-2440.0,,4638.2,,-2435.5,,1956.5,-1312.2,,-841.0,-1604.0,,,,,-3758.8,505.0,,,,-865.3,,False,,True,True,,,,,True,,False,,False,,False,,True,True,,True,True,,,,,False,True,,,,True
42131,194,255.0,,242.2,,244.0,263.0,,,,,334.4,,250.0,,330.4,,172.0,,212.0,234.7,,287.0,320.0,,,,,,,,,,249.3,61.0,,48.2,,50.0,69.0,,,,,140.4,,56.0,,136.4,,-22.0,,18.0,40.7,,93.0,126.0,,,,,,,,,,55.3,,True,,True,False,,,,,False,,True,,False,,True,,True,True,,False,False,,,,,,,,,,True
42133,7241,3411.0,,3490.8,,3990.0,4202.0,,,,,3741.6,,4299.0,,7204.5,,3333.7,,6258.0,6116.0,,4651.0,4190.0,,,,,2254.5,,,,,3511.9,-3830.0,,-3750.2,,-3251.0,-3039.0,,,,,-3499.4,,-2942.0,,-36.5,,-3907.3,,-983.0,-1125.0,,-2590.0,-3051.0,,,,,-4986.5,,,,,-3729.1,,True,,True,True,,,,,True,,True,,True,,False,,True,True,,True,True,,,,,False,,,,,True
44001,540,576.0,,604.4,,583.0,777.0,,,,,692.6,,572.0,,910.8,,384.7,,194.0,333.4,,1133.0,653.0,,,,,,,,,,984.4,36.0,,64.4,,43.0,237.0,,,,,152.6,,32.0,,370.8,,-155.3,,-346.0,-206.6,,593.0,113.0,,,,,,,,,,444.4,,False,,False,False,,,,,False,,True,,False,,False,,False,False,,False,False,,,,,,,,,,False
44003,3190,2352.0,,2345.2,,2305.0,3488.0,,,,,2171.8,,2344.0,,7760.0,,2283.8,,842.0,1118.5,,3964.0,2473.0,,,,,1600.7,1714.0,,,,3537.4,-838.0,,-844.8,,-885.0,298.0,,,,,-1018.2,,-846.0,,4570.0,,-906.2,,-2348.0,-2071.5,,774.0,-717.0,,,,,-1589.3,-1476.0,,,,347.4,,False,,False,True,,,,,False,,False,,False,,False,,False,False,,True,True,,,,,False,False,,,,True
44005,602,420.0,,446.9,,428.0,429.0,,,,,540.3,,691.0,,504.0,,449.3,,147.0,229.3,,876.0,586.0,,,,,,,,,,450.0,-182.0,,-155.1,,-174.0,-173.0,,,,,-61.7,,89.0,,-98.0,,-152.7,,-455.0,-372.7,,274.0,-16.0,,,,,,,,,,-152.0,,True,,True,True,,,,,True,,True,,True,,True,,False,False,,False,True,,,,,,,,,,True
44007,14701,11112.0,,11193.1,15641.1,10310.0,14083.0,,,,,12082.8,,9520.0,,16507.1,,7604.1,,5543.0,6167.4,,8808.0,11272.0,,,,,7450.9,5308.0,,,,14023.6,-3589.0,,-3507.9,940.1,-4391.0,-618.0,,,,,-2618.2,,-5181.0,,1806.1,,-7096.9,,-9158.0,-8533.6,,-5893.0,-3429.0,,,,,-7250.1,-9393.0,,,,-677.4,,True,True,False,True,,,,,True,,False,,True,,False,,False,False,,False,True,,,,,False,False,,,,True
44009,1253,867.0,,840.2,,876.0,1675.0,,,,,801.8,,1068.0,,3218.6,,570.4,,322.0,402.1,,2004.0,1008.0,,,,,912.1,,,,,1226.1,-386.0,,-412.8,,-377.0,422.0,,,,,-451.2,,-185.0,,1965.6,,-682.6,,-931.0,-850.9,,751.0,-245.0,,,,,-340.9,,,,,-26.9,,False,,True,False,,,,,False,,True,,False,,False,,False,False,,False,True,,,,,True,,,,,True
45001,196,126.0,,116.3,,103.0,85.0,,,,,202.1,,183.0,,77.3,,81.4,,99.5,128.4,,154.0,258.0,,,,,,,,,,99.2,-70.0,,-79.7,,-93.0,-111.0,,,,,6.1,,-13.0,,-118.7,,-114.6,,-96.5,-67.6,,-42.0,62.0,,,,,,,,,,-96.8,,False,,False,False,,,,,True,,True,,False,,False,,False,True,,True,True,,,,,,,,,,False
45003,1423,1095.0,,1096.9,,1097.0,1472.0,,,,,1247.6,,943.0,,1341.1,,565.7,,1710.5,1534.6,,1735.0,1822.0,,,,,797.1,1275.0,,,,442.5,-328.0,,-326.1,,-326.0,49.0,,,,,-175.4,,-480.0,,-81.9,,-857.3,,287.5,111.6,,312.0,399.0,,,,,-625.9,-148.0,,,,-980.5,,True,,True,True,,,,,True,,False,,True,,False,,True,True,,True,False,,,,,False,True,,,,False
45005,25,3.0,,4.0,,5.0,0.0,,,,,39.2,,47.0,,1.5,,9.6,,10.0,26.2,,,53.0,,,,,,,,,,8.0,-22.0,,-21.0,,-20.0,-25.0,,,,,14.2,,22.0,,-23.5,,-15.4,,-15.0,1.2,,,28.0,,,,,,,,,,-17.0,,True,,True,False,,,,,True,,False,,False,,True,,True,True,,,False,,,,,,,,,,True
45007,1930,1650.0,,1660.5,,1579.0,1896.0,,,,,1819.0,,1579.0,,1259.5,,949.0,,1498.0,1720.8,,2263.0,2525.0,,,,,1076.3,2044.0,,,,1433.2,-280.0,,-269.5,,-351.0,-34.0,,,,,-111.0,,-351.0,,-670.5,,-981.0,,-432.0,-209.2,,333.0,595.0,,,,,-853.7,114.0,,,,-496.8,,True,,False,True,,,,,True,,False,,False,,False,,False,True,,False,False,,,,,False,True,,,,False
45009,95,51.0,,51.7,,45.0,21.0,,,,,96.3,,85.0,,42.0,,18.9,,44.0,49.7,,70.0,111.0,,,,,,,,,,57.8,-44.0,,-43.3,,-50.0,-74.0,,,,,1.3,,-10.0,,-53.0,,-76.1,,-51.0,-45.3,,-25.0,16.0,,,,,,,,,,-37.2,,True,,False,False,,,,,True,,True,,False,,False,,False,False,,True,True,,,,,,,,,,True
45011,152,81.0,,86.6,,88.0,56.0,,,,,160.6,,102.0,,93.9,,39.6,,97.0,109.2,,142.0,193.0,,,,,,,,,,75.5,-71.0,,-65.4,,-64.0,-96.0,,,,,8.6,,-50.0,,-58.1,,-112.4,,-55.0,-42.8,,-10.0,41.0,,,,,,,,,,-76.5,,True,,True,False,,,,,True,,True,,True,,False,,True,True,,True,True,,,,,,,,,,False
45013,1088,957.0,,980.6,,1035.0,1646.0,,,,,955.0,,829.0,,1405.8,,572.9,,1131.0,1181.8,,1423.0,1675.0,,,,,565.7,1632.0,,,,1013.7,-131.0,,-107.4,,-53.0,558.0,,,,,-133.0,,-259.0,,317.8,,-515.1,,43.0,93.8,,335.0,587.0,,,,,-522.3,544.0,,,,-74.3,,True,,True,False,,,,,False,,False,,False,,False,,True,True,,False,False,,,,,False,False,,,,True
45015,1005,639.0,,658.9,,651.0,737.0,,,,,772.4,,1563.0,,439.0,,712.8,,654.0,808.7,,698.0,1696.0,,,,,329.3,569.0,,,,760.6,-366.0,,-346.1,,-354.0,-268.0,,,,,-232.6,,558.0,,-566.0,,-292.2,,-351.0,-196.3,,-307.0,691.0,,,,,-675.7,-436.0,,,,-244.4,,True,,True,True,,,,,True,,False,,False,,True,,True,True,,True,False,,,,,False,False,,,,True
45017,89,57.0,,59.7,,57.0,0.0,,,,,73.9,,65.0,,124.2,,17.9,,28.0,65.6,,65.0,114.0,,,,,,,,,,48.2,-32.0,,-29.3,,-32.0,-89.0,,,,,-15.1,,-24.0,,35.2,,-71.1,,-61.0,-23.4,,-24.0,25.0,,,,,,,,,,-40.8,,True,,False,False,,,,,True,,True,,False,,False,,False,True,,True,True,,,,,,,,,,False
45019,2363,2163.0,,2139.2,1595.7,2239.0,2772.0,,,,,1574.9,,4733.0,,2788.7,,1819.1,,2360.5,2276.8,,3376.0,4085.0,,,,,1261.6,2133.0,,,,2557.4,-200.0,,-223.8,-767.3,-124.0,409.0,,,,,-788.1,,2370.0,,425.7,,-543.9,,-2.5,-86.2,,1013.0,1722.0,,,,,-1101.4,-230.0,,,,194.4,,False,False,True,False,,,,,False,,False,,False,,False,,True,True,,False,False,,,,,False,False,,,,True
45021,536,549.0,,535.7,,557.0,813.0,,,,,629.4,,573.0,,1025.7,,278.8,,629.5,505.9,,819.0,835.0,,,,,365.2,,,,,586.0,13.0,,-0.3,,21.0,277.0,,,,,93.4,,37.0,,489.7,,-257.2,,93.5,-30.1,,283.0,299.0,,,,,-170.8,,,,,50.0,,True,,False,False,,,,,False,,False,,False,,False,,False,False,,False,False,,,,,False,,,,,False
45023,369,246.0,,242.4,,238.0,219.0,,,,,341.9,,281.0,,177.4,,173.0,,283.0,325.0,,359.0,324.0,,,,,150.8,,,,,244.0,-123.0,,-126.6,,-131.0,-150.0,,,,,-27.1,,-88.0,,-191.6,,-196.0,,-86.0,-44.0,,-10.0,-45.0,,,,,-218.2,,,,,-125.0,,False,,False,False,,,,,True,,True,,False,,False,,True,True,,True,True,,,,,False,,,,,False
45025,270,183.0,,171.5,,184.0,201.0,,,,,279.5,,307.0,,206.0,,120.8,,149.0,216.3,,196.0,492.0,,,,,168.3,,,,,192.5,-87.0,,-98.5,,-86.0,-69.0,,,,,9.5,,37.0,,-64.0,,-149.2,,-121.0,-53.7,,-74.0,222.0,,,,,-101.7,,,,,-77.5,,False,,True,True,,,,,True,,True,,True,,False,,False,True,,True,False,,,,,False,,,,,True
45027,197,87.0,,79.2,,88.0,114.0,,,,,169.4,,189.0,,42.7,,107.8,,113.0,146.5,,78.0,265.0,,,,,64.8,,,,,92.1,-110.0,,-117.8,,-109.0,-83.0,,,,,-27.6,,-8.0,,-154.3,,-89.2,,-84.0,-50.5,,-119.0,68.0,,,,,-132.2,,,,,-104.9,,False,,True,True,,,,,True,,True,,False,,True,,True,True,,False,True,,,,,False,,,,,True
45029,169,150.0,,149.7,,147.0,168.0,,,,,246.3,,250.0,,104.1,,143.5,,137.0,161.5,,139.0,332.0,,,,,85.4,,,,,158.0,-19.0,,-19.3,,-22.0,-1.0,,,,,77.3,,81.0,,-64.9,,-25.5,,-32.0,-7.5,,-30.0,163.0,,,,,-83.6,,,,,-11.0,,False,,False,True,,,,,False,,False,,False,,False,,False,True,,False,False,,,,,False,,,,,True
45031,638,375.0,,360.6,,363.0,377.0,,,,,479.3,,410.0,,320.2,,225.8,,316.0,389.3,,407.0,750.0,,,,,307.1,,,,,399.3,-263.0,,-277.4,,-275.0,-261.0,,,,,-158.7,,-228.0,,-317.8,,-412.2,,-322.0,-248.7,,-231.0,112.0,,,,,-330.9,,,,,-238.7,,False,,False,True,,,,,True,,True,,False,,False,,False,True,,True,True,,,,,False,,,,,True
45033,350,117.0,,111.6,,112.0,105.0,,,,,218.4,,187.0,,92.4,,127.2,,131.0,167.7,,97.0,278.0,,,,,87.4,,,,,121.0,-233.0,,-238.4,,-238.0,-245.0,,,,,-131.6,,-163.0,,-257.6,,-222.8,,-219.0,-182.3,,-253.0,-72.0,,,,,-262.6,,,,,-229.0,,False,,False,False,,,,,True,,True,,False,,True,,True,True,,False,True,,,,,False,,,,,True
45035,1173,747.0,,761.2,,780.0,1052.0,,,,,900.8,,794.0,,1018.4,,558.3,,787.0,932.9,,1242.0,1456.0,,,,,399.0,831.0,,,,803.8,-426.0,,-411.8,,-393.0,-121.0,,,,,-272.2,,-379.0,,-154.6,,-614.7,,-386.0,-240.1,,69.0,283.0,,,,,-774.0,-342.0,,,,-369.2,,True,,True,True,,,,,True,,True,,True,,False,,True,True,,True,True,,,,,False,True,,,,True
45037,191,207.0,,206.7,,201.0,275.0,,,,,291.6,,186.0,,115.1,,82.4,,350.0,274.5,,274.0,336.0,,,,,153.7,,,,,188.0,16.0,,15.7,,10.0,84.0,,,,,100.6,,-5.0,,-75.9,,-108.6,,159.0,83.5,,83.0,145.0,,,,,-37.3,,,,,-3.0,,True,,True,False,,,,,False,,True,,False,,False,,False,False,,False,False,,,,,False,,,,,True
45039,154,120.0,,109.9,,115.0,67.0,,,,,176.9,,140.0,,252.2,,68.8,,59.0,141.5,,209.0,240.0,,,,,,,,,,133.0,-34.0,,-44.1,,-39.0,-87.0,,,,,22.9,,-14.0,,98.2,,-85.2,,-95.0,-12.5,,55.0,86.0,,,,,,,,,,-21.0,,False,,False,False,,,,,True,,True,,False,,False,,False,True,,False,False,,,,,,,,,,True
45041,1497,789.0,,781.5,,775.0,845.0,,,,,845.6,,713.0,,1443.0,,628.4,,759.0,868.5,,1218.0,1532.0,,,,,656.7,725.0,,,,1110.5,-708.0,,-715.5,,-722.0,-652.0,,,,,-651.4,,-784.0,,-54.0,,-868.6,,-738.0,-628.5,,-279.0,35.0,,,,,-840.3,-772.0,,,,-386.5,,False,,False,True,,,,,True,,False,,True,,False,,False,True,,True,True,,,,,False,False,,,,True
45043,424,255.0,,267.2,,243.0,339.0,,,,,369.4,,891.0,,109.1,,221.6,,219.0,306.7,,194.0,599.0,,,,,136.8,,,,,214.9,-169.0,,-156.8,,-181.0,-85.0,,,,,-54.6,,467.0,,-314.9,,-202.4,,-205.0,-117.3,,-230.0,175.0,,,,,-287.2,,,,,-209.1,,True,,False,True,,,,,True,,False,,False,,False,,False,True,,False,False,,,,,False,,,,,False
45045,6287,4926.0,,4888.6,3791.9,4857.0,5637.0,,,,,3997.9,,3833.0,,6048.5,,3451.4,,6124.0,5076.2,,7837.0,6870.0,,,,,2898.1,7256.0,,,,4550.2,-1361.0,,-1398.4,-2495.1,-1430.0,-650.0,,,,,-2289.1,,-2454.0,,-238.5,,-2835.6,,-163.0,-1210.8,,1550.0,583.0,,,,,-3388.9,969.0,,,,-1736.8,,False,False,False,True,,,,,False,,False,,True,,False,,True,True,,False,True,,,,,False,True,,,,False
45047,557,471.0,,463.3,,514.0,568.0,,,,,573.4,,534.0,,508.3,,257.7,,631.0,595.8,,715.0,829.0,,,,,280.4,,,,,576.9,-86.0,,-93.7,,-43.0,11.0,,,,,16.4,,-23.0,,-48.7,,-299.3,,74.0,38.8,,158.0,272.0,,,,,-276.6,,,,,19.9,,False,,True,True,,,,,True,,True,,True,,False,,True,True,,False,False,,,,,False,,,,,True
45049,90,99.0,,92.4,,91.0,21.0,,,,,151.8,,116.0,,64.0,,45.3,,81.0,116.1,,139.0,200.0,,,,,,,,,,95.0,9.0,,2.4,,1.0,-69.0,,,,,61.8,,26.0,,-26.0,,-44.7,,-9.0,26.1,,49.0,110.0,,,,,,,,,,5.0,,True,,True,False,,,,,False,,False,,False,,False,,False,False,,False,False,,,,,,,,,,True
45051,2585,1887.0,,1872.5,1465.6,1857.0,3130.0,,,,,1612.8,,1388.0,,2464.1,,1720.7,,1884.5,1902.0,,2508.0,3434.0,,,,,1089.6,2628.0,,,,1933.2,-698.0,,-712.5,-1119.4,-728.0,545.0,,,,,-972.2,,-1197.0,,-120.9,,-864.3,,-700.5,-683.0,,-77.0,849.0,,,,,-1495.4,43.0,,,,-651.8,,False,False,False,True,,,,,False,,False,,True,,False,,False,True,,True,False,,,,,False,True,,,,True
45053,116,126.0,,129.9,,93.0,93.0,,,,,242.7,,117.0,,43.1,,53.5,,81.0,153.1,,182.0,263.0,,,,,,,,,,65.3,10.0,,13.9,,-23.0,-23.0,,,,,126.7,,1.0,,-72.9,,-62.5,,-35.0,37.1,,66.0,147.0,,,,,,,,,,-50.7,,False,,False,False,,,,,False,,True,,False,,False,,False,False,,False,False,,,,,,,,,,False
45055,423,375.0,,379.8,,346.0,350.0,,,,,524.7,,400.0,,246.0,,234.0,,316.0,376.0,,506.0,726.0,,,,,237.7,,,,,340.8,-48.0,,-43.2,,-77.0,-73.0,,,,,101.7,,-23.0,,-177.0,,-189.0,,-107.0,-47.0,,83.0,303.0,,,,,-185.3,,,,,-82.2,,True,,False,False,,,,,False,,True,,False,,False,,False,True,,False,False,,,,,False,,,,,False
45057,783,804.0,,810.9,,807.0,1069.0,,,,,908.7,,656.0,,1175.4,,536.1,,1061.0,861.9,,1284.0,831.0,,,,,444.1,,,,,717.8,21.0,,27.9,,24.0,286.0,,,,,125.7,,-127.0,,392.4,,-246.9,,278.0,78.9,,501.0,48.0,,,,,-338.9,,,,,-65.2,,False,,False,False,,,,,False,,False,,False,,False,,False,False,,False,False,,,,,False,,,,,False
45059,504,486.0,,493.1,,478.0,673.0,,,,,602.1,,508.0,,395.6,,369.1,,638.5,467.6,,778.0,780.0,,,,,282.6,,,,,513.3,-18.0,,-10.9,,-26.0,169.0,,,,,98.1,,4.0,,-108.4,,-134.9,,134.5,-36.4,,274.0,276.0,,,,,-221.4,,,,,9.3,,True,,False,False,,,,,False,,True,,False,,False,,False,False,,False,False,,,,,False,,,,,True
45061,101,66.0,,63.4,,49.0,36.0,,,,,108.3,,90.0,,32.7,,40.0,,39.0,86.6,,73.0,147.0,,,,,,,,,,47.2,-35.0,,-37.6,,-52.0,-65.0,,,,,7.3,,-11.0,,-68.3,,-61.0,,-62.0,-14.4,,-28.0,46.0,,,,,,,,,,-53.8,,False,,False,False,,,,,True,,True,,False,,False,,False,True,,True,False,,,,,,,,,,False
45063,2240,1485.0,,1521.5,,1500.0,1120.0,,,,,1607.8,,1675.0,,1257.2,,1447.4,,1519.5,1554.5,,1796.0,2775.0,,,,,699.1,1583.0,,,,1629.5,-755.0,,-718.5,,-740.0,-1120.0,,,,,-632.2,,-565.0,,-982.8,,-792.6,,-720.5,-685.5,,-444.0,535.0,,,,,-1540.9,-657.0,,,,-610.5,,True,,True,False,,,,,True,,True,,False,,False,,True,True,,True,True,,,,,False,True,,,,True
45065,58,45.0,,45.4,,33.0,21.0,,,,,74.5,,47.0,,16.7,,21.9,,29.0,60.2,,75.0,95.0,,,,,,,,,,32.5,-13.0,,-12.6,,-25.0,-37.0,,,,,16.5,,-11.0,,-41.3,,-36.1,,-29.0,2.2,,17.0,37.0,,,,,,,,,,-25.5,,True,,False,False,,,,,False,,True,,False,,False,,False,True,,False,False,,,,,,,,,,False
45067,212,99.0,,95.3,,81.0,75.0,,,,,204.8,,173.0,,53.9,,75.8,,42.0,93.3,,65.0,271.0,,,,,76.4,,,,,106.7,-113.0,,-116.7,,-131.0,-137.0,,,,,-7.2,,-39.0,,-158.1,,-136.2,,-170.0,-118.7,,-147.0,59.0,,,,,-135.6,,,,,-105.3,,False,,False,False,,,,,True,,True,,False,,False,,False,False,,False,True,,,,,False,,,,,True
45069,306,240.0,,221.5,,198.0,42.0,,,,,338.5,,177.0,,117.7,,112.5,,217.0,251.9,,342.0,366.0,,,,,208.2,,,,,205.8,-66.0,,-84.5,,-108.0,-264.0,,,,,32.5,,-129.0,,-188.3,,-193.5,,-89.0,-54.1,,36.0,60.0,,,,,-97.8,,,,,-100.2,,False,,False,False,,,,,True,,False,,False,,False,,False,True,,True,True,,,,,False,,,,,False
