,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,YYG-ParamSearch,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,error-YYG-ParamSearch,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR,beat_baseline-YYG-ParamSearch
New Mexico,890,1008.3,901.4,835.9,1040.0,,937.0,1022.1,118.3,11.4,-54.1,150.0,,47.0,132.1,True,True,False,,True,False
New York,33197,33418.6,33054.3,34050.2,33138.0,,32985.6,33252.4,208.6,-155.7,840.2,-72.0,,-224.4,42.4,True,False,True,,False,True
North Carolina,3629,3453.3,3462.4,3186.4,3026.0,,2983.2,3264.1,-175.7,-166.6,-442.6,-603.0,,-645.8,-364.9,True,False,False,,False,False
North Dakota,271,158.1,248.0,161.5,128.0,,151.8,171.5,-112.9,-23.0,-109.5,-143.0,,-119.2,-99.5,True,True,False,,False,True
Ohio,4925,5495.3,4552.5,4987.1,4306.0,,4964.1,4968.0,570.3,-372.5,62.1,-619.0,,39.1,43.0,True,True,False,,True,True
Oklahoma,1051,1028.3,1364.1,1063.2,1066.0,,835.5,1020.1,-22.7,313.1,12.2,15.0,,-215.5,-30.9,False,True,True,,False,False
Oregon,571,653.7,607.1,526.6,482.0,,558.3,753.0,82.7,36.1,-44.4,-89.0,,-12.7,182.0,True,True,False,,True,False
Pennsylvania,8180,8073.3,8047.4,8033.3,7669.0,,7884.2,8082.1,-106.7,-132.6,-146.7,-511.0,,-295.8,-97.9,False,False,False,,False,True
Rhode Island,1118,1051.3,1100.8,1042.3,1112.0,,1059.7,1091.3,-53.7,-4.2,-62.7,7.0,,-45.3,-13.7,True,False,True,,True,True
South Carolina,3442,4310.1,2833.3,3126.7,2924.0,,2808.6,3808.7,868.1,-608.7,-315.3,-518.0,,-633.4,366.7,True,True,True,,True,True
South Dakota,248,241.3,198.9,181.7,209.0,,272.5,204.6,-6.7,-49.1,-66.3,-39.0,,24.5,-43.4,False,False,False,,False,False
Tennessee,2560,2011.9,2971.1,1936.1,1963.0,,1651.3,2027.9,-548.1,411.1,-623.9,-597.0,,-908.7,-532.1,True,False,False,,False,True
Texas,16295,22838.6,13522.9,17915.0,20802.0,13570.0,18898.2,15845.2,7246.6,-2069.1,2323.0,5210.0,-2022.0,3306.2,253.2,True,True,True,True,True,True
Utah,476,638.7,684.9,463.3,525.0,,556.7,669.5,162.7,208.9,-12.7,49.0,,80.7,193.5,False,True,True,,True,False
Vermont,58,65.9,59.9,56.5,58.0,,66.5,68.2,7.9,1.9,-1.5,0.0,,8.5,10.2,True,True,True,,False,False
Virginia,3267,3458.0,3277.1,2246.5,2456.0,,3399.6,3532.5,191.0,10.1,-1020.5,-811.0,,132.6,265.5,True,False,False,,True,False
Washington,2142,2437.4,2359.9,1931.3,2012.0,,2303.5,2438.9,295.4,217.9,-210.7,-130.0,,161.5,296.9,True,True,True,,True,False
West Virginia,363,241.0,232.0,122.3,152.0,,219.9,218.4,-122.0,-131.0,-240.7,-211.0,,-143.1,-144.6,False,False,False,,False,False
Wisconsin,1372,1444.0,1742.3,1634.1,1223.0,,1286.4,1534.2,72.0,370.3,262.1,-149.0,,-85.6,162.2,False,False,False,,False,False
Wyoming,53,34.9,66.4,33.4,35.0,,33.2,36.2,-18.1,13.4,-19.6,-18.0,,-19.8,-16.8,True,False,True,,False,True
US,209384,225052.9,209391.2,208164.3,202376.0,296139.0,210210.9,211395.9,16373.9,712.2,-514.7,-6303.0,87460.0,1531.9,2716.9,True,True,True,False,True,True
