,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR
New Jersey,16135,18245.3,13640.2,16675.9,17619.0,,16315.5,2110.3,-2494.8,540.9,1484.0,,180.5,False,True,True,,True
New Mexico,890,783.0,865.6,816.0,582.0,,808.0,-107.0,-24.4,-74.0,-308.0,,-82.0,True,True,False,,True
New York,33375,35587.4,32916.6,32044.8,34314.0,,32742.5,2250.4,-420.4,-1292.2,977.0,,-594.5,True,True,True,,True
North Carolina,3629,2335.9,3214.4,2102.4,2596.0,,2592.4,-1293.1,-414.6,-1526.6,-1033.0,,-1036.6,True,False,True,,True
North Dakota,271,92.9,122.9,95.1,136.0,,85.2,-178.1,-148.1,-175.9,-135.0,,-185.8,True,True,True,,False
Ohio,4925,4248.1,4804.3,4989.3,3470.0,,4236.4,-676.9,-120.7,64.3,-1455.0,,-688.6,True,True,False,,False
Oklahoma,1051,565.1,1434.6,545.1,691.0,,535.8,-485.9,383.6,-505.9,-360.0,,-515.2,True,False,True,,False
Oregon,571,382.1,643.9,374.7,500.0,,322.6,-188.9,72.9,-196.3,-71.0,,-248.4,True,False,True,,False
Pennsylvania,8180,8643.0,8039.1,9116.1,8004.0,,7885.5,463.0,-140.9,936.1,-176.0,,-294.5,True,False,True,,True
Rhode Island,1118,1384.3,1103.1,1229.7,1278.0,,1120.4,286.3,5.1,131.7,180.0,,22.4,True,True,True,,True
South Carolina,3442,2157.1,3715.0,2968.1,3110.0,,1648.3,-1284.9,273.0,-473.9,-332.0,,-1793.7,True,True,True,,False
South Dakota,248,174.1,186.7,210.7,144.0,,117.9,-73.9,-61.3,-37.3,-104.0,,-130.1,True,True,False,,False
Tennessee,2560,1429.3,2431.7,1578.6,2428.0,,1149.8,-1130.7,-128.3,-981.4,-132.0,,-1410.2,True,True,True,,False
Texas,16571,5533.7,15967.1,9368.2,10548.0,7082.0,4692.4,-10476.3,-42.9,-6641.8,-5462.0,-8928.0,-11317.6,True,True,True,True,False
Utah,476,402.6,971.5,332.9,581.0,,378.9,-73.4,495.5,-143.1,105.0,,-97.1,False,False,False,,False
Vermont,58,56.0,60.0,58.9,56.0,,59.3,-2.0,2.0,0.9,-2.0,,1.3,True,True,False,,True
Virginia,3270,3408.7,2233.9,3850.1,2548.0,,2256.3,138.7,-1036.1,580.1,-722.0,,-1013.7,False,False,False,,False
Washington,2123,1989.0,2202.8,1997.1,1438.0,,1691.5,-151.0,62.8,-142.9,-702.0,,-448.5,True,True,False,,False
West Virginia,363,106.9,203.6,115.4,108.0,,130.3,-256.1,-159.4,-247.6,-255.0,,-232.7,True,True,True,,True
Wisconsin,1443,1040.3,1513.9,1264.3,1265.0,,1142.1,-369.7,103.9,-145.7,-145.0,,-267.9,True,True,True,,True
Wyoming,53,20.0,125.5,18.4,26.0,,30.8,-33.0,72.5,-34.6,-27.0,,-22.2,False,False,True,,True
US,209890,176065.6,227975.5,186585.9,197948.0,148039.0,161116.5,-33189.4,18720.5,-22669.1,-11307.0,-61216.0,-48138.5,True,True,True,False,False
